origin,dest,edge,date,forecast_volume,is_long_shutdown_corrected,raw_forecast_volume
DC48,DC70,DC48->DC70,2023-01-04,182,False,196
DC48,DC8,DC48->DC8,2023-01-04,6971,False,7525
DC48,DC9,DC48->DC9,2023-01-04,2036,True,2198
DC49,DC10,DC49->DC10,2023-01-04,0,False,0
DC49,DC12,DC49->DC12,2023-01-04,0,False,0
DC49,DC14,DC49->DC14,2023-01-04,0,False,0
DC49,DC3,DC49->DC3,2023-01-04,0,False,0
DC49,DC35,DC49->DC35,2023-01-04,0,False,0
DC49,DC5,DC49->DC5,2023-01-04,0,False,0
DC49,DC9,DC49->DC9,2023-01-04,0,False,0
DC5,DC10,DC5->DC10,2023-01-04,183,False,197
DC5,DC12,DC5->DC12,2023-01-04,0,False,0
DC5,DC14,DC5->DC14,2023-01-04,79,False,85
DC5,DC15,DC5->DC15,2023-01-04,0,False,0
DC5,DC19,DC5->DC19,2023-01-04,0,False,0
DC5,DC20,DC5->DC20,2023-01-04,0,False,0
DC5,DC21,DC5->DC21,2023-01-04,0,False,0
DC5,DC22,DC5->DC22,2023-01-04,0,False,0
DC5,DC23,DC5->DC23,2023-01-04,0,False,0
DC5,DC3,DC5->DC3,2023-01-04,0,False,0
DC5,DC30,DC5->DC30,2023-01-04,0,False,0
DC5,DC31,DC5->DC31,2023-01-04,0,False,0
DC5,DC32,DC5->DC32,2023-01-04,0,False,0
DC5,DC35,DC5->DC35,2023-01-04,0,False,0
DC5,DC36,DC5->DC36,2023-01-04,0,False,0
DC5,DC4,DC5->DC4,2023-01-04,1270,False,1371
DC5,DC40,DC5->DC40,2023-01-04,0,False,0
DC5,DC51,DC5->DC51,2023-01-04,0,False,0
DC5,DC61,DC5->DC61,2023-01-04,0,False,0
DC5,DC62,DC5->DC62,2023-01-04,152,False,164
DC5,DC70,DC5->DC70,2023-01-04,12,False,13
DC5,DC8,DC5->DC8,2023-01-04,6,False,7
DC5,DC9,DC5->DC9,2023-01-04,0,False,0
DC50,DC10,DC50->DC10,2023-01-04,1448,False,1563
DC50,DC12,DC50->DC12,2023-01-04,0,False,0
DC50,DC14,DC50->DC14,2023-01-04,1088,False,1174
DC50,DC29,DC50->DC29,2023-01-04,0,False,0
DC50,DC3,DC50->DC3,2023-01-04,0,False,0
DC50,DC32,DC50->DC32,2023-01-04,0,False,0
DC50,DC34,DC50->DC34,2023-01-04,0,False,0
DC50,DC35,DC50->DC35,2023-01-04,18,False,19
DC50,DC4,DC50->DC4,2023-01-04,3,False,3
DC50,DC40,DC50->DC40,2023-01-04,0,False,0
DC50,DC48,DC50->DC48,2023-01-04,0,False,0
DC50,DC5,DC50->DC5,2023-01-04,705,False,761
DC50,DC62,DC50->DC62,2023-01-04,1121,False,1210
DC50,DC64,DC50->DC64,2023-01-04,0,False,0
DC50,DC65,DC50->DC65,2023-01-04,0,False,0
DC50,DC70,DC50->DC70,2023-01-04,24,False,26
DC50,DC8,DC50->DC8,2023-01-04,3359,False,3626
DC50,DC9,DC50->DC9,2023-01-04,1381,True,1491
DC51,DC10,DC51->DC10,2023-01-04,5446,False,5878
DC51,DC12,DC51->DC12,2023-01-04,0,False,0
DC51,DC14,DC51->DC14,2023-01-04,4855,False,5240
DC51,DC29,DC51->DC29,2023-01-04,0,False,0
DC51,DC3,DC51->DC3,2023-01-04,5862,True,6327
DC51,DC32,DC51->DC32,2023-01-04,0,False,0
DC51,DC34,DC51->DC34,2023-01-04,0,False,0
DC51,DC35,DC51->DC35,2023-01-04,334,False,360
DC51,DC4,DC51->DC4,2023-01-04,18,False,19
DC51,DC40,DC51->DC40,2023-01-04,0,False,0
DC51,DC5,DC51->DC5,2023-01-04,2970,False,3206
DC51,DC62,DC51->DC62,2023-01-04,5437,False,5869
DC51,DC64,DC51->DC64,2023-01-04,0,False,0
DC51,DC65,DC51->DC65,2023-01-04,0,False,0
DC51,DC70,DC51->DC70,2023-01-04,569,False,614
DC51,DC8,DC51->DC8,2023-01-04,18378,False,19837
DC51,DC81,DC51->DC81,2023-01-04,0,False,0
DC51,DC9,DC51->DC9,2023-01-04,37260,True,40219
DC52,DC10,DC52->DC10,2023-01-04,45,False,49
DC52,DC14,DC52->DC14,2023-01-04,28,False,30
DC52,DC3,DC52->DC3,2023-01-04,0,False,0
DC52,DC35,DC52->DC35,2023-01-04,0,False,0
DC52,DC4,DC52->DC4,2023-01-04,0,False,0
DC52,DC40,DC52->DC40,2023-01-04,0,False,0
DC52,DC46,DC52->DC46,2023-01-04,0,False,0
DC52,DC5,DC52->DC5,2023-01-04,44,False,47
DC52,DC62,DC52->DC62,2023-01-04,50,False,54
DC52,DC64,DC52->DC64,2023-01-04,0,False,0
DC52,DC65,DC52->DC65,2023-01-04,0,False,0
DC52,DC70,DC52->DC70,2023-01-04,0,False,0
DC52,DC8,DC52->DC8,2023-01-04,188,False,203
DC52,DC9,DC52->DC9,2023-01-04,0,False,0
DC53,DC10,DC53->DC10,2023-01-04,528,False,570
DC53,DC14,DC53->DC14,2023-01-04,533,False,575
DC53,DC25,DC53->DC25,2023-01-04,0,False,0
DC53,DC3,DC53->DC3,2023-01-04,0,False,0
DC53,DC33,DC53->DC33,2023-01-04,0,False,0
DC53,DC35,DC53->DC35,2023-01-04,0,False,0
DC53,DC4,DC53->DC4,2023-01-04,18,False,19
DC53,DC5,DC53->DC5,2023-01-04,409,False,441
DC53,DC62,DC53->DC62,2023-01-04,1049,False,1132
DC53,DC64,DC53->DC64,2023-01-04,0,False,0
DC53,DC65,DC53->DC65,2023-01-04,0,False,0
DC53,DC70,DC53->DC70,2023-01-04,0,False,0
DC53,DC8,DC53->DC8,2023-01-04,1442,False,1556
DC54,DC23,DC54->DC23,2023-01-04,0,False,0
DC54,DC37,DC54->DC37,2023-01-04,0,False,0
DC55,DC10,DC55->DC10,2023-01-04,83,False,90
DC55,DC14,DC55->DC14,2023-01-04,45,False,49
DC55,DC20,DC55->DC20,2023-01-04,0,False,0
DC55,DC3,DC55->DC3,2023-01-04,0,False,0
DC55,DC33,DC55->DC33,2023-01-04,0,False,0
DC55,DC35,DC55->DC35,2023-01-04,0,False,0
DC55,DC4,DC55->DC4,2023-01-04,327,False,353
DC55,DC5,DC55->DC5,2023-01-04,37,False,40
DC55,DC62,DC55->DC62,2023-01-04,95,False,103
DC55,DC8,DC55->DC8,2023-01-04,1,False,1
DC55,DC9,DC55->DC9,2023-01-04,0,False,0
DC56,DC10,DC56->DC10,2023-01-04,0,False,0
DC56,DC12,DC56->DC12,2023-01-04,0,False,0
DC56,DC14,DC56->DC14,2023-01-04,0,False,0
DC56,DC3,DC56->DC3,2023-01-04,0,False,0
DC56,DC35,DC56->DC35,2023-01-04,2,False,2
DC56,DC4,DC56->DC4,2023-01-04,0,False,0
DC56,DC40,DC56->DC40,2023-01-04,0,False,0
DC56,DC5,DC56->DC5,2023-01-04,0,False,0
DC56,DC61,DC56->DC61,2023-01-04,0,False,0
DC56,DC62,DC56->DC62,2023-01-04,0,False,0
DC56,DC70,DC56->DC70,2023-01-04,148,False,160
DC56,DC8,DC56->DC8,2023-01-04,0,False,0
DC56,DC9,DC56->DC9,2023-01-04,0,False,0
DC57,DC10,DC57->DC10,2023-01-04,0,False,0
DC57,DC14,DC57->DC14,2023-01-04,0,False,0
DC57,DC32,DC57->DC32,2023-01-04,0,False,0
DC57,DC35,DC57->DC35,2023-01-04,0,False,0
DC57,DC4,DC57->DC4,2023-01-04,0,False,0
DC57,DC40,DC57->DC40,2023-01-04,0,False,0
DC57,DC5,DC57->DC5,2023-01-04,0,False,0
DC57,DC62,DC57->DC62,2023-01-04,0,False,0
DC57,DC70,DC57->DC70,2023-01-04,0,False,0
DC57,DC8,DC57->DC8,2023-01-04,0,False,0
DC58,DC10,DC58->DC10,2023-01-04,0,False,0
DC58,DC12,DC58->DC12,2023-01-04,0,False,0
DC58,DC14,DC58->DC14,2023-01-04,0,False,0
DC58,DC29,DC58->DC29,2023-01-04,0,False,0
DC58,DC3,DC58->DC3,2023-01-04,0,False,0
DC58,DC34,DC58->DC34,2023-01-04,0,False,0
DC58,DC35,DC58->DC35,2023-01-04,0,False,0
DC58,DC4,DC58->DC4,2023-01-04,0,False,0
DC58,DC40,DC58->DC40,2023-01-04,0,False,0
DC58,DC5,DC58->DC5,2023-01-04,0,False,0
DC58,DC70,DC58->DC70,2023-01-04,0,False,0
DC58,DC8,DC58->DC8,2023-01-04,0,True,0
DC58,DC81,DC58->DC81,2023-01-04,0,False,0
DC58,DC9,DC58->DC9,2023-01-04,11,True,12
DC59,DC10,DC59->DC10,2023-01-04,769,False,830
DC59,DC14,DC59->DC14,2023-01-04,725,False,783
DC59,DC3,DC59->DC3,2023-01-04,0,False,0
DC59,DC35,DC59->DC35,2023-01-04,416,False,449
DC59,DC4,DC59->DC4,2023-01-04,1431,False,1545
DC59,DC40,DC59->DC40,2023-01-04,0,False,0
DC59,DC5,DC59->DC5,2023-01-04,290,False,313
DC59,DC62,DC59->DC62,2023-01-04,691,False,746
DC59,DC64,DC59->DC64,2023-01-04,0,False,0
DC59,DC65,DC59->DC65,2023-01-04,0,False,0
DC59,DC70,DC59->DC70,2023-01-04,700,False,756
DC59,DC8,DC59->DC8,2023-01-04,6,False,7
DC6,DC10,DC6->DC10,2023-01-04,0,False,0
DC6,DC14,DC6->DC14,2023-01-04,0,False,0
DC6,DC23,DC6->DC23,2023-01-04,0,False,0
DC6,DC4,DC6->DC4,2023-01-04,0,False,0
DC6,DC62,DC6->DC62,2023-01-04,0,False,0
DC6,DC70,DC6->DC70,2023-01-04,0,False,0
DC60,DC10,DC60->DC10,2023-01-04,1169,False,1262
DC60,DC14,DC60->DC14,2023-01-04,1119,False,1208
DC60,DC3,DC60->DC3,2023-01-04,0,False,0
DC60,DC34,DC60->DC34,2023-01-04,0,False,0
DC60,DC35,DC60->DC35,2023-01-04,297,False,321
DC60,DC4,DC60->DC4,2023-01-04,23,False,25
DC60,DC40,DC60->DC40,2023-01-04,0,False,0
DC60,DC5,DC60->DC5,2023-01-04,1065,False,1150
DC60,DC62,DC60->DC62,2023-01-04,1209,False,1305
DC60,DC64,DC60->DC64,2023-01-04,0,False,0
DC60,DC70,DC60->DC70,2023-01-04,370,False,399
DC60,DC8,DC60->DC8,2023-01-04,4002,False,4320
DC61,DC10,DC61->DC10,2023-01-04,0,False,0
DC61,DC14,DC61->DC14,2023-01-04,0,False,0
DC61,DC3,DC61->DC3,2023-01-04,0,False,0
DC61,DC4,DC61->DC4,2023-01-04,0,False,0
DC61,DC5,DC61->DC5,2023-01-04,0,False,0
DC62,DC10,DC62->DC10,2023-01-04,10655,False,11501
DC62,DC14,DC62->DC14,2023-01-04,11164,False,12051
DC62,DC15,DC62->DC15,2023-01-04,0,False,0
DC62,DC17,DC62->DC17,2023-01-04,0,False,0
DC62,DC20,DC62->DC20,2023-01-04,0,False,0
DC62,DC21,DC62->DC21,2023-01-04,0,False,0
DC62,DC22,DC62->DC22,2023-01-04,0,False,0
DC62,DC23,DC62->DC23,2023-01-04,0,False,0
DC62,DC3,DC62->DC3,2023-01-04,5,False,5
DC62,DC30,DC62->DC30,2023-01-04,0,False,0
DC62,DC32,DC62->DC32,2023-01-04,0,False,0
DC62,DC33,DC62->DC33,2023-01-04,0,False,0
DC62,DC34,DC62->DC34,2023-01-04,0,False,0
DC62,DC35,DC62->DC35,2023-01-04,38,False,41
DC62,DC38,DC62->DC38,2023-01-04,0,False,0
DC62,DC4,DC62->DC4,2023-01-04,195,False,211
DC62,DC40,DC62->DC40,2023-01-04,0,False,0
DC62,DC5,DC62->DC5,2023-01-04,3144,False,3394
DC62,DC50,DC62->DC50,2023-01-04,0,False,0
DC62,DC64,DC62->DC64,2023-01-04,0,False,0
DC62,DC65,DC62->DC65,2023-01-04,0,False,0
DC62,DC70,DC62->DC70,2023-01-04,31,False,33
DC62,DC73,DC62->DC73,2023-01-04,0,False,0
DC62,DC76,DC62->DC76,2023-01-04,0,False,0
DC62,DC8,DC62->DC8,2023-01-04,34043,False,36746
DC62,DC9,DC62->DC9,2023-01-04,0,False,0
DC63,DC10,DC63->DC10,2023-01-04,0,False,0
DC63,DC14,DC63->DC14,2023-01-04,0,False,0
DC63,DC8,DC63->DC8,2023-01-04,0,False,0
DC64,DC10,DC64->DC10,2023-01-04,0,False,0
DC64,DC14,DC64->DC14,2023-01-04,0,False,0
DC64,DC30,DC64->DC30,2023-01-04,0,False,0
DC64,DC4,DC64->DC4,2023-01-04,0,False,0
DC64,DC5,DC64->DC5,2023-01-04,0,False,0
DC64,DC62,DC64->DC62,2023-01-04,0,False,0
DC64,DC8,DC64->DC8,2023-01-04,0,False,0
DC65,DC10,DC65->DC10,2023-01-04,0,False,0
DC65,DC14,DC65->DC14,2023-01-04,0,False,0
DC65,DC4,DC65->DC4,2023-01-04,0,False,0
DC65,DC43,DC65->DC43,2023-01-04,0,False,0
DC65,DC5,DC65->DC5,2023-01-04,0,False,0
DC65,DC62,DC65->DC62,2023-01-04,0,False,0
DC65,DC8,DC65->DC8,2023-01-04,0,False,0
DC66,DC10,DC66->DC10,2023-01-04,0,False,0
DC66,DC14,DC66->DC14,2023-01-04,0,False,0
DC66,DC3,DC66->DC3,2023-01-04,0,False,0
DC66,DC4,DC66->DC4,2023-01-04,0,False,0
DC66,DC5,DC66->DC5,2023-01-04,0,False,0
DC66,DC8,DC66->DC8,2023-01-04,0,False,0
DC66,DC9,DC66->DC9,2023-01-04,0,False,0
DC67,DC10,DC67->DC10,2023-01-04,0,False,0
DC67,DC12,DC67->DC12,2023-01-04,0,False,0
DC67,DC14,DC67->DC14,2023-01-04,0,False,0
DC67,DC3,DC67->DC3,2023-01-04,0,False,0
DC67,DC32,DC67->DC32,2023-01-04,0,False,0
DC67,DC34,DC67->DC34,2023-01-04,0,False,0
DC67,DC35,DC67->DC35,2023-01-04,0,False,0
DC67,DC40,DC67->DC40,2023-01-04,0,False,0
DC67,DC5,DC67->DC5,2023-01-04,0,False,0
DC67,DC9,DC67->DC9,2023-01-04,0,False,0
DC68,DC10,DC68->DC10,2023-01-04,220,False,238
DC68,DC14,DC68->DC14,2023-01-04,186,False,201
DC68,DC3,DC68->DC3,2023-01-04,0,False,0
DC68,DC35,DC68->DC35,2023-01-04,0,False,0
DC68,DC4,DC68->DC4,2023-01-04,6,False,6
DC68,DC40,DC68->DC40,2023-01-04,0,False,0
DC68,DC5,DC68->DC5,2023-01-04,95,False,103
DC68,DC62,DC68->DC62,2023-01-04,192,False,207
DC68,DC64,DC68->DC64,2023-01-04,0,False,0
DC68,DC65,DC68->DC65,2023-01-04,0,False,0
DC68,DC70,DC68->DC70,2023-01-04,0,False,0
DC68,DC8,DC68->DC8,2023-01-04,1385,False,1495
DC69,DC10,DC69->DC10,2023-01-04,902,False,974
DC69,DC14,DC69->DC14,2023-01-04,529,False,571
DC69,DC3,DC69->DC3,2023-01-04,0,False,0
DC69,DC4,DC69->DC4,2023-01-04,0,False,0
DC69,DC5,DC69->DC5,2023-01-04,23,False,25
DC69,DC62,DC69->DC62,2023-01-04,687,False,742
DC69,DC8,DC69->DC8,2023-01-04,849,False,916
DC7,DC10,DC7->DC10,2023-01-04,748,False,807
DC7,DC12,DC7->DC12,2023-01-04,0,False,0
DC7,DC14,DC7->DC14,2023-01-04,800,False,864
DC7,DC3,DC7->DC3,2023-01-04,0,False,0
DC7,DC34,DC7->DC34,2023-01-04,0,False,0
DC7,DC35,DC7->DC35,2023-01-04,0,False,0
DC7,DC4,DC7->DC4,2023-01-04,0,False,0
DC7,DC40,DC7->DC40,2023-01-04,0,False,0
DC7,DC5,DC7->DC5,2023-01-04,88,False,95
DC7,DC62,DC7->DC62,2023-01-04,739,False,798
DC7,DC65,DC7->DC65,2023-01-04,0,False,0
DC7,DC70,DC7->DC70,2023-01-04,0,False,0
DC7,DC8,DC7->DC8,2023-01-04,1266,False,1366
DC7,DC9,DC7->DC9,2023-01-04,1852,True,1999
DC70,DC10,DC70->DC10,2023-01-04,0,False,0
DC70,DC14,DC70->DC14,2023-01-04,0,False,0
DC70,DC3,DC70->DC3,2023-01-04,0,False,0
DC70,DC32,DC70->DC32,2023-01-04,0,False,0
DC70,DC34,DC70->DC34,2023-01-04,0,False,0
DC70,DC35,DC70->DC35,2023-01-04,13,False,14
DC70,DC38,DC70->DC38,2023-01-04,0,False,0
DC70,DC4,DC70->DC4,2023-01-04,0,False,0
DC70,DC40,DC70->DC40,2023-01-04,0,False,0
DC70,DC5,DC70->DC5,2023-01-04,0,False,0
DC70,DC62,DC70->DC62,2023-01-04,0,False,0
DC70,DC8,DC70->DC8,2023-01-04,0,False,0
DC71,DC10,DC71->DC10,2023-01-04,99,False,107
DC71,DC12,DC71->DC12,2023-01-04,0,False,0
DC71,DC14,DC71->DC14,2023-01-04,82,False,89
DC71,DC3,DC71->DC3,2023-01-04,0,False,0
DC71,DC35,DC71->DC35,2023-01-04,0,False,0
DC71,DC4,DC71->DC4,2023-01-04,398,False,430
DC71,DC40,DC71->DC40,2023-01-04,0,False,0
DC71,DC5,DC71->DC5,2023-01-04,36,False,39
DC71,DC62,DC71->DC62,2023-01-04,98,False,106
DC71,DC70,DC71->DC70,2023-01-04,0,False,0
DC71,DC8,DC71->DC8,2023-01-04,2,False,2
DC71,DC9,DC71->DC9,2023-01-04,0,False,0
DC72,DC10,DC72->DC10,2023-01-04,0,False,0
DC72,DC14,DC72->DC14,2023-01-04,0,False,0
DC72,DC3,DC72->DC3,2023-01-04,0,False,0
DC72,DC35,DC72->DC35,2023-01-04,0,False,0
DC72,DC4,DC72->DC4,2023-01-04,0,False,0
DC72,DC5,DC72->DC5,2023-01-04,0,False,0
DC72,DC62,DC72->DC62,2023-01-04,0,False,0
DC72,DC8,DC72->DC8,2023-01-04,0,False,0
DC72,DC9,DC72->DC9,2023-01-04,0,False,0
DC73,DC10,DC73->DC10,2023-01-04,6946,False,7498
DC73,DC12,DC73->DC12,2023-01-04,0,False,0
DC73,DC14,DC73->DC14,2023-01-04,5601,False,6046
DC73,DC20,DC73->DC20,2023-01-04,0,False,0
DC73,DC3,DC73->DC3,2023-01-04,1043,True,1126
DC73,DC34,DC73->DC34,2023-01-04,0,False,0
DC73,DC35,DC73->DC35,2023-01-04,0,False,0
DC73,DC4,DC73->DC4,2023-01-04,21497,False,23204
DC73,DC40,DC73->DC40,2023-01-04,0,False,0
DC73,DC5,DC73->DC5,2023-01-04,2618,False,2826
DC73,DC62,DC73->DC62,2023-01-04,5209,False,5623
DC73,DC64,DC73->DC64,2023-01-04,0,False,0
DC73,DC70,DC73->DC70,2023-01-04,0,False,0
DC73,DC8,DC73->DC8,2023-01-04,190,False,205
DC73,DC9,DC73->DC9,2023-01-04,0,False,0
DC74,DC10,DC74->DC10,2023-01-04,0,False,0
DC74,DC14,DC74->DC14,2023-01-04,0,False,0
DC74,DC3,DC74->DC3,2023-01-04,0,False,0
DC74,DC4,DC74->DC4,2023-01-04,0,False,0
DC74,DC5,DC74->DC5,2023-01-04,0,False,0
DC74,DC8,DC74->DC8,2023-01-04,0,False,0
DC74,DC9,DC74->DC9,2023-01-04,0,False,0
DC75,DC35,DC75->DC35,2023-01-04,0,False,0
DC76,DC10,DC76->DC10,2023-01-04,0,False,0
DC76,DC14,DC76->DC14,2023-01-04,0,False,0
DC76,DC3,DC76->DC3,2023-01-04,0,False,0
DC76,DC4,DC76->DC4,2023-01-04,0,False,0
DC76,DC5,DC76->DC5,2023-01-04,0,False,0
DC76,DC62,DC76->DC62,2023-01-04,0,False,0
DC76,DC8,DC76->DC8,2023-01-04,0,False,0
DC77,DC6,DC77->DC6,2023-01-04,0,False,0
DC8,DC10,DC8->DC10,2023-01-04,18854,False,20351
DC8,DC13,DC8->DC13,2023-01-04,0,False,0
DC8,DC14,DC8->DC14,2023-01-04,12040,False,12996
DC8,DC15,DC8->DC15,2023-01-04,0,False,0
DC8,DC25,DC8->DC25,2023-01-04,0,False,0
DC8,DC27,DC8->DC27,2023-01-04,0,False,0
DC8,DC3,DC8->DC3,2023-01-04,12,False,13
DC8,DC32,DC8->DC32,2023-01-04,0,False,0
DC8,DC33,DC8->DC33,2023-01-04,0,False,0
DC8,DC34,DC8->DC34,2023-01-04,0,False,0
DC8,DC35,DC8->DC35,2023-01-04,79,False,85
DC8,DC38,DC8->DC38,2023-01-04,0,False,0
DC8,DC4,DC8->DC4,2023-01-04,447,False,483
DC8,DC40,DC8->DC40,2023-01-04,0,False,0
DC8,DC43,DC8->DC43,2023-01-04,0,False,0
DC8,DC44,DC8->DC44,2023-01-04,0,False,0
DC8,DC5,DC8->DC5,2023-01-04,4945,False,5338
DC8,DC59,DC8->DC59,2023-01-04,0,False,0
DC8,DC62,DC8->DC62,2023-01-04,16921,False,18265
DC8,DC64,DC8->DC64,2023-01-04,0,False,0
DC8,DC65,DC8->DC65,2023-01-04,0,False,0
DC8,DC70,DC8->DC70,2023-01-04,37,False,40
DC8,DC76,DC8->DC76,2023-01-04,0,False,0
DC8,DC78,DC8->DC78,2023-01-04,0,False,0
DC8,DC9,DC8->DC9,2023-01-04,0,False,0
DC9,DC10,DC9->DC10,2023-01-04,0,False,0
DC9,DC12,DC9->DC12,2023-01-04,0,False,0
DC9,DC13,DC9->DC13,2023-01-04,0,False,0
DC9,DC14,DC9->DC14,2023-01-04,29580,True,31929
DC9,DC19,DC9->DC19,2023-01-04,0,False,0
DC9,DC21,DC9->DC21,2023-01-04,0,False,0
DC9,DC22,DC9->DC22,2023-01-04,0,False,0
DC9,DC23,DC9->DC23,2023-01-04,0,False,0
DC9,DC25,DC9->DC25,2023-01-04,0,False,0
DC9,DC3,DC9->DC3,2023-01-04,23067,True,24899
DC9,DC32,DC9->DC32,2023-01-04,0,False,0
DC9,DC34,DC9->DC34,2023-01-04,0,False,0
DC9,DC35,DC9->DC35,2023-01-04,0,False,0
DC9,DC36,DC9->DC36,2023-01-04,0,False,0
DC9,DC4,DC9->DC4,2023-01-04,0,False,0
DC9,DC40,DC9->DC40,2023-01-04,0,False,0
DC9,DC48,DC9->DC48,2023-01-04,0,False,0
DC9,DC5,DC9->DC5,2023-01-04,11327,True,12226
DC9,DC51,DC9->DC51,2023-01-04,0,False,0
DC9,DC58,DC9->DC58,2023-01-04,0,False,0
DC9,DC62,DC9->DC62,2023-01-04,0,False,0
DC9,DC67,DC9->DC67,2023-01-04,0,False,0
DC9,DC79,DC9->DC79,2023-01-04,0,False,0
DC9,DC8,DC9->DC8,2023-01-04,0,False,0
DC1,DC8,DC1->DC8,2023-01-05,0,False,0
DC10,DC12,DC10->DC12,2023-01-05,0,False,0
DC10,DC13,DC10->DC13,2023-01-05,0,False,0
DC10,DC14,DC10->DC14,2023-01-05,10761,False,11616
DC10,DC17,DC10->DC17,2023-01-05,0,False,0
DC10,DC19,DC10->DC19,2023-01-05,0,False,0
DC10,DC20,DC10->DC20,2023-01-05,0,False,0
DC10,DC21,DC10->DC21,2023-01-05,0,False,0
DC10,DC22,DC10->DC22,2023-01-05,0,False,0
DC10,DC23,DC10->DC23,2023-01-05,0,False,0
DC10,DC25,DC10->DC25,2023-01-05,0,False,0
DC10,DC27,DC10->DC27,2023-01-05,0,False,0
DC10,DC28,DC10->DC28,2023-01-05,0,False,0
DC10,DC3,DC10->DC3,2023-01-05,5053,True,5454
DC10,DC30,DC10->DC30,2023-01-05,0,False,0
DC10,DC32,DC10->DC32,2023-01-05,0,False,0
DC10,DC33,DC10->DC33,2023-01-05,0,False,0
DC10,DC34,DC10->DC34,2023-01-05,0,False,0
DC10,DC35,DC10->DC35,2023-01-05,364,False,393
DC10,DC36,DC10->DC36,2023-01-05,0,False,0
DC10,DC38,DC10->DC38,2023-01-05,0,False,0
DC10,DC4,DC10->DC4,2023-01-05,44673,False,48220
DC10,DC40,DC10->DC40,2023-01-05,0,False,0
DC10,DC47,DC10->DC47,2023-01-05,0,False,0
DC10,DC5,DC10->DC5,2023-01-05,6338,False,6841
DC10,DC51,DC10->DC51,2023-01-05,0,False,0
DC10,DC59,DC10->DC59,2023-01-05,0,False,0
DC10,DC60,DC10->DC60,2023-01-05,0,False,0
DC10,DC61,DC10->DC61,2023-01-05,0,False,0
DC10,DC62,DC10->DC62,2023-01-05,11803,False,12740
DC10,DC64,DC10->DC64,2023-01-05,0,False,0
DC10,DC65,DC10->DC65,2023-01-05,0,False,0
DC10,DC67,DC10->DC67,2023-01-05,0,False,0
DC10,DC70,DC10->DC70,2023-01-05,655,False,707
DC10,DC73,DC10->DC73,2023-01-05,0,False,0
DC10,DC76,DC10->DC76,2023-01-05,0,False,0
DC10,DC78,DC10->DC78,2023-01-05,0,False,0
DC10,DC8,DC10->DC8,2023-01-05,1087,False,1173
DC10,DC80,DC10->DC80,2023-01-05,0,False,0
DC10,DC9,DC10->DC9,2023-01-05,0,False,0
DC11,DC10,DC11->DC10,2023-01-05,0,False,0
DC11,DC14,DC11->DC14,2023-01-05,0,False,0
DC11,DC22,DC11->DC22,2023-01-05,0,False,0
DC11,DC3,DC11->DC3,2023-01-05,0,False,0
DC11,DC5,DC11->DC5,2023-01-05,0,False,0
DC11,DC9,DC11->DC9,2023-01-05,0,False,0
DC12,DC10,DC12->DC10,2023-01-05,0,False,0
DC12,DC14,DC12->DC14,2023-01-05,0,False,0
DC12,DC23,DC12->DC23,2023-01-05,0,False,0
DC12,DC3,DC12->DC3,2023-01-05,0,False,0
DC12,DC32,DC12->DC32,2023-01-05,0,False,0
DC12,DC35,DC12->DC35,2023-01-05,0,False,0
DC12,DC36,DC12->DC36,2023-01-05,0,False,0
DC12,DC38,DC12->DC38,2023-01-05,0,False,0
DC12,DC40,DC12->DC40,2023-01-05,0,False,0
DC12,DC5,DC12->DC5,2023-01-05,0,False,0
DC12,DC67,DC12->DC67,2023-01-05,0,False,0
DC12,DC9,DC12->DC9,2023-01-05,0,False,0
DC13,DC10,DC13->DC10,2023-01-05,0,False,0
DC13,DC14,DC13->DC14,2023-01-05,0,False,0
DC13,DC15,DC13->DC15,2023-01-05,0,False,0
DC13,DC3,DC13->DC3,2023-01-05,0,False,0
DC13,DC4,DC13->DC4,2023-01-05,0,False,0
DC13,DC5,DC13->DC5,2023-01-05,0,False,0
DC13,DC62,DC13->DC62,2023-01-05,0,False,0
DC13,DC8,DC13->DC8,2023-01-05,0,False,0
DC13,DC9,DC13->DC9,2023-01-05,0,False,0
DC14,DC10,DC14->DC10,2023-01-05,27082,False,29233
DC14,DC11,DC14->DC11,2023-01-05,0,False,0
DC14,DC12,DC14->DC12,2023-01-05,0,False,0
DC14,DC13,DC14->DC13,2023-01-05,0,False,0
DC14,DC17,DC14->DC17,2023-01-05,0,False,0
DC14,DC19,DC14->DC19,2023-01-05,0,False,0
DC14,DC20,DC14->DC20,2023-01-05,0,False,0
DC14,DC21,DC14->DC21,2023-01-05,0,False,0
DC14,DC22,DC14->DC22,2023-01-05,0,False,0
DC14,DC23,DC14->DC23,2023-01-05,0,False,0
DC14,DC25,DC14->DC25,2023-01-05,0,False,0
DC14,DC3,DC14->DC3,2023-01-05,45428,True,49035
DC14,DC30,DC14->DC30,2023-01-05,0,False,0
DC14,DC32,DC14->DC32,2023-01-05,0,False,0
DC14,DC33,DC14->DC33,2023-01-05,0,False,0
DC14,DC34,DC14->DC34,2023-01-05,0,False,0
DC14,DC35,DC14->DC35,2023-01-05,566,False,611
DC14,DC36,DC14->DC36,2023-01-05,0,False,0
DC14,DC38,DC14->DC38,2023-01-05,0,False,0
DC14,DC4,DC14->DC4,2023-01-05,285,False,308
DC14,DC40,DC14->DC40,2023-01-05,0,False,0
DC14,DC43,DC14->DC43,2023-01-05,0,False,0
DC14,DC5,DC14->DC5,2023-01-05,13839,False,14938
