survey_date,method,distance_m,bed_elevation_m
2017-05-11,linear,220.0,44.407
2017-05-11,linear,225.0,44.415
2017-05-11,linear,230.0,44.423
2017-05-11,linear,235.0,44.431
2017-05-11,linear,240.0,44.439
2017-05-11,linear,245.0,44.446999999999996
2017-05-11,linear,250.0,44.455
2017-05-11,linear,255.0,44.463
2017-05-11,linear,260.0,44.471
2017-05-11,linear,265.0,44.479
2017-05-11,linear,270.0,44.486999999999995
2017-05-11,linear,275.0,44.495
2017-05-11,linear,280.0,44.503
2017-05-11,linear,285.0,44.510999999999996
2017-05-11,linear,290.0,44.519
2017-05-11,linear,295.0,44.526999999999994
2017-05-11,linear,300.0,44.535
2017-05-11,linear,305.0,44.5605
2017-05-11,linear,310.0,44.586
2017-05-11,linear,315.0,44.6115
2017-05-11,linear,320.0,44.63699999999999
2017-05-11,linear,325.0,44.662499999999994
2017-05-11,linear,330.0,44.687999999999995
2017-05-11,linear,335.0,44.713499999999996
2017-05-11,linear,340.0,44.739
2017-05-11,linear,345.0,44.7645
2017-05-11,linear,350.0,44.78999999999999
2017-05-11,linear,355.0,44.81549999999999
2017-05-11,linear,360.0,44.840999999999994
2017-05-11,linear,365.0,44.866499999999995
2017-05-11,linear,370.0,44.891999999999996
2017-05-11,linear,375.0,44.9175
2017-05-11,linear,380.0,44.943
2017-05-11,linear,385.0,44.96849999999999
2017-05-11,linear,390.0,44.99399999999999
2017-05-11,linear,395.0,45.019499999999994
2017-05-11,linear,400.0,45.044999999999995
2017-05-11,linear,405.0,45.10690476190476
2017-05-11,linear,410.0,45.16880952380952
2017-05-11,linear,415.0,45.230714285714285
2017-05-11,linear,420.0,45.29261904761905
2017-05-11,linear,425.0,45.31310126582279
2017-05-11,linear,430.0,45.32322784810127
2017-05-11,linear,435.0,45.33335443037974
2017-05-11,linear,440.0,45.34348101265822
2017-05-11,linear,445.0,45.353607594936705
2017-05-11,linear,450.0,45.363734177215186
2017-05-11,linear,455.0,45.37386075949367
2017-05-11,linear,460.0,45.38398734177215
2017-05-11,linear,465.0,45.39411392405063
2017-05-11,linear,470.0,45.40424050632911
2017-05-11,linear,475.0,45.41436708860759
2017-05-11,linear,480.0,45.42449367088607
2017-05-11,linear,485.0,45.43462025316455
2017-05-11,linear,490.0,45.444746835443034
2017-05-11,linear,495.0,45.454873417721515
2017-05-11,linear,500.0,45.464999999999996
2017-05-11,linear,505.0,45.464499999999994
2017-05-11,linear,510.0,45.464
2017-05-11,linear,515.0,45.463499999999996
2017-05-11,linear,520.0,45.462999999999994
2017-05-11,linear,525.0,45.4625
2017-05-11,linear,530.0,45.461999999999996
2017-05-11,linear,535.0,45.461499999999994
2017-05-11,linear,540.0,45.461
2017-05-11,linear,545.0,45.460499999999996
2017-05-11,linear,550.0,45.459999999999994
2017-05-11,linear,555.0,45.4595
2017-05-11,linear,560.0,45.458999999999996
2017-05-11,linear,565.0,45.4585
2017-05-11,linear,570.0,45.458
2017-05-11,linear,575.0,45.457499999999996
2017-05-11,linear,580.0,45.457
2017-05-11,linear,585.0,45.4565
2017-05-11,linear,590.0,45.455999999999996
2017-05-11,linear,595.0,45.4555
2017-05-11,linear,600.0,45.455
2017-05-11,linear,605.0,45.455
2017-05-11,linear,610.0,45.455
2017-05-11,linear,615.0,45.455
2017-05-11,linear,620.0,45.455
2017-05-11,linear,625.0,45.455
2017-05-11,linear,630.0,45.455
2017-05-11,linear,635.0,45.455
2017-05-11,linear,640.0,45.455
2017-05-11,linear,645.0,45.455
2017-05-11,linear,650.0,45.455
2017-05-11,linear,655.0,45.455
2017-05-11,linear,660.0,45.455
2017-05-11,linear,665.0,45.455
2017-05-11,linear,670.0,45.455
2017-05-11,linear,675.0,45.455
2017-05-11,linear,680.0,45.455
2017-05-11,linear,685.0,45.455
2017-05-11,linear,690.0,45.455
2017-05-11,linear,695.0,45.455
2017-05-11,linear,700.0,45.455
2017-05-11,linear,705.0,45.461999999999996
2017-05-11,linear,710.0,45.469
2017-05-11,linear,715.0,45.476
2017-05-11,linear,720.0,45.483
2017-05-11,linear,725.0,45.489999999999995
2017-05-11,linear,730.0,45.497
2017-05-11,linear,735.0,45.504
2017-05-11,linear,740.0,45.510999999999996
2017-05-11,linear,745.0,45.518
2017-05-11,linear,750.0,45.525
2017-05-11,linear,755.0,45.532
2017-05-11,linear,760.0,45.539
2017-05-11,linear,765.0,45.546
2017-05-11,linear,770.0,45.553
2017-05-11,linear,775.0,45.56
2017-05-11,linear,780.0,45.567
2017-05-11,linear,785.0,45.574
2017-05-11,linear,790.0,45.580999999999996
2017-05-11,linear,795.0,45.588
2017-05-11,linear,800.0,45.595
2017-05-11,linear,805.0,45.6
2017-05-11,linear,810.0,45.605
2017-05-11,linear,815.0,45.61
2017-05-11,linear,820.0,45.615
2017-05-11,linear,825.0,45.62
2017-05-11,linear,830.0,45.625
2017-05-11,linear,835.0,45.63
2017-05-11,linear,840.0,45.635
2017-05-11,linear,845.0,45.64
2017-05-11,linear,850.0,45.644999999999996
2017-05-11,linear,855.0,45.65
2017-05-11,linear,860.0,45.655
2017-05-11,linear,865.0,45.66
2017-05-11,linear,870.0,45.665
2017-05-11,linear,875.0,45.67
2017-05-11,linear,880.0,45.675
2017-05-11,linear,885.0,45.68
2017-05-11,linear,890.0,45.685
2017-05-11,linear,895.0,45.69
2017-05-11,linear,900.0,45.695
2017-05-11,linear,905.0,45.69
2017-05-11,linear,910.0,45.685
2017-05-11,linear,915.0,45.68
2017-05-11,linear,920.0,45.675
2017-05-11,linear,925.0,45.67
2017-05-11,linear,930.0,45.665
2017-05-11,linear,935.0,45.66
2017-05-11,linear,940.0,45.654999999999994
2017-05-11,linear,945.0,45.65
2017-05-11,linear,950.0,45.644999999999996
2017-05-11,linear,955.0,45.601
2017-05-11,linear,960.0,45.556999999999995
2017-05-11,linear,965.0,45.513
2017-05-11,linear,970.0,45.468999999999994
2017-05-11,linear,975.0,45.425
2017-05-11,linear,980.0,45.381
2017-05-11,linear,985.0,45.336999999999996
2017-05-11,linear,990.0,45.293
2017-05-11,linear,995.0,45.248999999999995
2017-05-11,linear,1000.0,45.205
2017-05-11,linear,1005.0,45.195
2017-05-11,linear,1010.0,45.184999999999995
2017-05-11,linear,1015.0,45.175
2017-05-11,linear,1020.0,45.165
2017-05-11,linear,1025.0,45.155
2017-05-11,linear,1030.0,45.144999999999996
2017-05-11,linear,1035.0,45.135
2017-05-11,linear,1040.0,45.125
2017-05-11,linear,1045.0,45.114999999999995
2017-05-11,linear,1050.0,45.105
2017-05-11,linear,1055.0,45.095
2017-05-11,linear,1060.0,45.084999999999994
2017-05-11,linear,1065.0,45.074999999999996
2017-05-11,linear,1070.0,45.065
2017-05-11,linear,1075.0,45.055
2017-05-11,linear,1080.0,45.044999999999995
2017-05-11,linear,1085.0,45.035
2017-05-11,linear,1090.0,45.025
2017-05-11,linear,1095.0,45.01499999999999
2017-05-11,linear,1100.0,45.004999999999995
2017-05-11,linear,1105.0,45.0295
2017-05-11,linear,1110.0,45.053999999999995
2017-05-11,linear,1115.0,45.0785
2017-05-11,linear,1120.0,45.102999999999994
2017-05-11,linear,1125.0,45.1275
2017-05-11,linear,1130.0,45.151999999999994
2017-05-11,linear,1135.0,45.1765
2017-05-11,linear,1140.0,45.20099999999999
2017-05-11,linear,1145.0,45.2255
2017-05-11,linear,1150.0,45.25
2017-05-11,linear,1155.0,45.274499999999996
2017-05-11,linear,1160.0,45.299
2017-05-11,linear,1165.0,45.323499999999996
2017-05-11,linear,1170.0,45.348
2017-05-11,linear,1175.0,45.372499999999995
2017-05-11,linear,1180.0,45.397
2017-05-11,linear,1185.0,45.421499999999995
2017-05-11,linear,1190.0,45.446
2017-05-11,linear,1195.0,45.470499999999994
2017-05-11,linear,1200.0,45.495
2017-05-11,linear,1205.0,45.522499999999994
2017-05-11,linear,1210.0,45.55
2017-05-11,linear,1215.0,45.5775
2017-05-11,linear,1220.0,45.605
2017-05-11,linear,1225.0,45.63249999999999
2017-05-11,linear,1230.0,45.66
2017-05-11,linear,1235.0,45.6875
2017-05-11,linear,1240.0,45.714999999999996
2017-05-11,linear,1245.0,45.7425
2017-05-11,linear,1250.0,45.769999999999996
2017-05-11,linear,1255.0,45.7975
2017-05-11,linear,1260.0,45.824999999999996
2017-05-11,linear,1265.0,45.85249999999999
2017-05-11,linear,1270.0,45.879999999999995
2017-05-11,linear,1275.0,45.9075
2017-05-11,linear,1280.0,45.934999999999995
2017-05-11,linear,1285.0,45.9625
2017-05-11,linear,1290.0,45.989999999999995
2017-05-11,linear,1295.0,46.0175
2017-05-11,linear,1300.0,46.044999999999995
2017-05-11,linear,1305.0,45.565555555555555
2017-05-11,linear,1310.0,45.64194444444444
2017-05-11,linear,1315.0,45.718333333333334
2017-05-11,linear,1320.0,45.79472222222222
2017-05-11,linear,1325.0,45.87111111111111
2017-05-11,linear,1330.0,45.9475
2017-05-11,linear,1335.0,46.02388888888889
2017-05-11,linear,1340.0,46.117777777777775
2017-05-11,linear,1345.0,46.281666666666666
2017-05-11,linear,1350.0,46.44555555555556
2017-05-11,linear,1355.0,46.60944444444444
2017-05-11,linear,1360.0,46.67909090909091
2017-05-11,linear,1365.0,46.685909090909085
2017-05-11,linear,1370.0,46.69272727272727
2017-05-11,linear,1375.0,46.69954545454545
2017-05-11,linear,1380.0,46.70636363636363
2017-05-11,linear,1385.0,46.713181818181816
2017-05-11,linear,1390.0,46.72
2017-05-11,linear,1395.0,46.72681818181818
2017-05-11,linear,1400.0,46.733636363636364
2017-05-11,linear,1405.0,46.74045454545455
2017-05-11,linear,1410.0,46.74727272727273
2017-05-11,linear,1415.0,46.75409090909091
2017-05-11,linear,1420.0,46.76090909090909
2017-05-11,linear,1425.0,46.55447368421053
2017-05-11,linear,1430.0,46.02815789473684
2017-05-11,linear,1435.0,45.50184210526316
2017-05-11,linear,1440.0,44.97552631578947
2017-05-11,linear,1445.0,44.997038461538466
2017-05-11,linear,1450.0,45.38376923076923
2017-05-11,linear,1455.0,45.7705
2017-05-11,linear,1460.0,46.15723076923077
2017-05-11,linear,1465.0,46.543961538461545
2017-05-11,linear,1470.0,46.72077272727273
2017-05-11,linear,1475.0,46.58270454545455
2017-05-11,linear,1480.0,46.44463636363636
2017-05-11,linear,1485.0,46.306568181818186
2017-05-11,linear,1490.0,46.1685
2017-05-11,linear,1495.0,46.03043181818182
2017-05-11,linear,1500.0,45.89236363636364
2017-05-11,linear,1505.0,45.754295454545456
2017-05-11,linear,1510.0,45.61622727272727
2017-05-11,linear,1515.0,45.511
2017-05-11,linear,1520.0,45.42766666666667
2017-05-11,linear,1525.0,45.34433333333333
2017-05-11,linear,1530.0,45.261
2017-05-11,linear,1535.0,45.17766666666667
2017-05-11,linear,1540.0,45.09433333333333
2017-05-11,linear,1545.0,45.07635714285714
2017-05-11,linear,1550.0,45.10195238095238
2017-05-11,linear,1555.0,45.12754761904762
2017-05-11,linear,1560.0,45.15314285714286
2017-05-11,linear,1565.0,45.178738095238096
2017-05-11,linear,1570.0,45.20433333333334
2017-05-11,linear,1575.0,45.22992857142857
2017-05-11,linear,1580.0,45.255523809523815
2017-05-11,linear,1585.0,45.3031875
2017-05-11,linear,1590.0,45.439125000000004
2017-05-11,linear,1595.0,45.5750625
2017-05-11,linear,1600.0,45.711000000000006
2017-05-11,linear,1605.0,45.8469375
2017-05-11,linear,1610.0,45.982875
2017-05-11,linear,1615.0,46.118812500000004
2017-05-11,linear,1620.0,46.25475
2017-05-11,linear,1625.0,46.390687500000006
2017-05-11,linear,1630.0,46.526625
2017-05-11,linear,1635.0,45.25725
2017-05-11,linear,1640.0,44.798500000000004
2017-05-11,linear,1645.0,44.7733076923077
2017-05-11,linear,1650.0,44.734846153846156
2017-05-11,linear,1655.0,44.69638461538462
2017-05-11,linear,1660.0,44.65792307692308
2017-05-11,linear,1665.0,44.61946153846154
2017-05-11,linear,1670.0,44.581
2017-05-11,linear,1675.0,44.54253846153846
2017-05-11,linear,1680.0,44.50407692307692
2017-05-11,linear,1685.0,44.489000000000004
2017-05-11,linear,1690.0,44.466
2017-05-11,linear,1695.0,44.4585
2017-05-11,linear,1700.0,44.451
2017-05-11,linear,1705.0,44.37894117647059
2017-05-11,linear,1710.0,44.30688235294118
2017-05-11,linear,1715.0,44.23482352941177
2017-05-11,linear,1720.0,44.15305882352941
2017-05-11,linear,1725.0,44.06482352941177
2017-05-11,linear,1730.0,43.976588235294116
2017-05-11,linear,1735.0,43.872875
2017-05-11,linear,1740.0,43.70725
2017-05-11,linear,1745.0,43.541625
2017-05-11,linear,1750.0,43.376000000000005
2017-05-11,linear,1755.0,43.276
2017-05-11,linear,1760.0,43.176
2017-05-11,linear,1765.0,43.07600000000001
2017-05-11,linear,1770.0,42.810500000000005
2017-05-11,linear,1775.0,42.50362500000001
2017-05-11,linear,1780.0,42.19675000000001
2017-05-11,linear,1785.0,41.951800000000006
2017-05-11,linear,1790.0,41.748133333333335
2017-05-11,linear,1795.0,41.544466666666665
2017-05-11,linear,1800.0,41.478500000000004
2017-05-11,linear,1805.0,41.504333333333335
2017-05-11,linear,1810.0,41.53016666666667
2017-05-11,linear,1815.0,41.556000000000004
2017-05-11,linear,1820.0,41.497176470588236
2017-05-11,linear,1825.0,41.438352941176475
2017-05-11,linear,1830.0,41.37952941176471
2017-05-11,linear,1835.0,41.39323529411765
2017-05-11,linear,1840.0,41.45529411764706
2017-05-11,linear,1845.0,41.51735294117647
2017-05-11,linear,1850.0,41.54870588235294
2017-05-11,linear,1855.0,41.457235294117645
2017-05-11,linear,1860.0,41.365764705882356
2017-05-11,linear,1865.0,41.27429411764706
2017-05-11,linear,1870.0,41.3085
2017-05-11,linear,1875.0,41.374125
2017-05-11,linear,1880.0,41.439750000000004
2017-05-11,linear,1885.0,41.389125
2017-05-11,linear,1890.0,41.260999999999996
2017-05-11,linear,1895.0,41.132875
2017-05-11,linear,1900.0,41.043875
2017-05-11,linear,1905.0,41.0135625
2017-05-11,linear,1910.0,40.98325
2017-05-11,linear,1915.0,40.96212903225806
2017-05-11,linear,1920.0,40.977774193548385
2017-05-11,linear,1925.0,40.99341935483871
2017-05-11,linear,1930.0,41.00906451612903
2017-05-11,linear,1935.0,41.02470967741935
2017-05-11,linear,1940.0,41.040354838709675
2017-05-11,linear,1945.0,41.056
2017-05-11,linear,1950.0,41.08933333333333
2017-05-11,linear,1955.0,41.12266666666667
2017-05-11,linear,1960.0,41.156
2017-05-11,linear,1965.0,41.21482352941177
2017-05-11,linear,1970.0,41.27364705882353
2017-05-11,linear,1975.0,41.332470588235296
2017-05-11,linear,1980.0,41.35723529411765
2017-05-11,linear,1985.0,41.35929411764706
2017-05-11,linear,1990.0,41.36135294117647
2017-05-11,linear,1995.0,41.3565
2017-05-11,linear,2000.0,41.324
2017-05-11,linear,2005.0,41.2915
2017-05-11,linear,2010.0,41.259
2017-05-11,linear,2015.0,41.40605882352941
2017-05-11,linear,2020.0,41.553117647058826
2017-05-11,linear,2025.0,41.70017647058823
2017-05-11,linear,2030.0,41.760666666666665
2017-05-11,linear,2035.0,41.763444444444445
2017-05-11,linear,2040.0,41.76622222222222
2017-05-11,linear,2045.0,41.769
2017-05-11,linear,2050.0,41.77177777777778
2017-05-11,linear,2055.0,41.77455555555555
2017-05-11,linear,2060.0,41.77733333333333
2017-05-11,linear,2065.0,41.83633333333333
2017-05-11,linear,2070.0,41.951263157894736
2017-05-11,linear,2075.0,41.95257894736842
2017-05-11,linear,2080.0,41.9538947368421
2017-05-11,linear,2085.0,41.95521052631579
2017-05-11,linear,2090.0,42.006
2017-05-11,linear,2095.0,42.13100000000001
2017-05-11,linear,2100.0,42.21501639344263
2017-05-11,linear,2105.0,42.288786885245905
2017-05-11,linear,2110.0,42.362557377049185
2017-05-11,linear,2115.0,42.436327868852466
2017-05-11,linear,2120.0,42.510098360655746
2017-05-11,linear,2125.0,42.58386885245902
2017-05-11,linear,2130.0,42.6576393442623
2017-05-11,linear,2135.0,42.73140983606558
2017-05-11,linear,2140.0,42.805180327868854
2017-05-11,linear,2145.0,42.878950819672134
2017-05-11,linear,2150.0,42.952721311475415
2017-05-11,linear,2155.0,43.026491803278695
2017-05-11,linear,2160.0,43.1685
2017-05-11,linear,2165.0,43.35600000000001
2017-05-11,linear,2170.0,43.54350000000001
2017-05-11,linear,2175.0,43.804
2017-05-11,linear,2180.0,44.174
2017-05-11,linear,2185.0,44.6435
2017-05-11,linear,2190.0,45.26225
2017-05-11,linear,2195.0,45.614000000000004
2017-05-11,linear,2200.0,45.899
2017-05-11,linear,2205.0,45.86496551724138
2017-05-11,linear,2210.0,45.75117241379311
2017-05-11,linear,2215.0,45.63737931034483
2017-05-11,linear,2220.0,45.52358620689655
2017-05-11,linear,2225.0,45.40979310344828
2017-05-11,linear,2230.0,45.29600000000001
2017-05-11,linear,2235.0,45.182206896551726
2017-05-11,linear,2240.0,45.06841379310345
2017-05-11,linear,2245.0,44.95462068965517
2017-05-11,linear,2250.0,44.8408275862069
2017-05-11,linear,2255.0,44.727034482758626
2017-05-11,linear,2260.0,44.6295
2017-05-11,linear,2265.0,44.597
2017-05-11,linear,2270.0,44.5645
2017-05-11,linear,2275.0,44.532000000000004
2017-05-11,linear,2280.0,44.499500000000005
2017-05-11,linear,2285.0,44.467000000000006
2017-05-11,linear,2290.0,44.4345
2017-05-11,linear,2295.0,44.402
2017-05-11,linear,2300.0,44.3695
2017-05-11,linear,2305.0,44.337
2017-05-11,linear,2310.0,44.304500000000004
2017-05-11,linear,2315.0,44.272000000000006
2017-05-11,linear,2320.0,44.33744444444444
2017-05-11,linear,2325.0,44.794666666666664
2017-05-11,linear,2330.0,45.251888888888885
2017-05-11,linear,2335.0,45.70911111111111
2017-05-11,linear,2340.0,46.166333333333334
2017-05-11,linear,2345.0,46.623555555555555
2017-05-11,linear,2350.0,47.0925
2017-05-11,linear,2355.0,47.564375
2017-05-11,linear,2360.0,48.03625
2017-05-11,linear,2365.0,48.255
2017-05-11,linear,2370.0,48.305
2017-05-11,linear,2375.0,48.044999999999995
2017-05-11,linear,2380.0,47.57833333333333
2017-05-11,linear,2385.0,47.111666666666665
2017-05-11,linear,2390.0,46.901923076923076
2017-05-11,linear,2395.0,46.863461538461536
2017-05-11,linear,2400.0,46.824999999999996
2017-05-11,linear,2405.0,46.8015
2017-05-11,linear,2410.0,46.778
2017-05-11,linear,2415.0,46.75449999999999
2017-05-11,linear,2420.0,46.730999999999995
2017-05-11,linear,2425.0,46.707499999999996
2017-05-11,linear,2430.0,46.684
2017-05-11,linear,2435.0,46.6605
2017-05-11,linear,2440.0,46.63699999999999
2017-05-11,linear,2445.0,46.613499999999995
2017-05-11,linear,2450.0,46.589999999999996
2017-05-11,linear,2455.0,46.5665
2017-05-11,linear,2460.0,46.543
2017-05-11,linear,2465.0,46.519499999999994
2017-05-11,linear,2470.0,46.495999999999995
2017-05-11,linear,2475.0,46.4725
2017-05-11,linear,2480.0,46.449
2017-05-11,linear,2485.0,46.4255
2017-05-11,linear,2490.0,46.401999999999994
2017-05-11,linear,2495.0,46.378499999999995
2017-05-11,linear,2500.0,46.355
2017-05-11,linear,2505.0,46.3595
2017-05-11,linear,2510.0,46.364
2017-05-11,linear,2515.0,46.3685
2017-05-11,linear,2520.0,46.373
2017-05-11,linear,2525.0,46.3775
2017-05-11,linear,2530.0,46.382
2017-05-11,linear,2535.0,46.3865
2017-05-11,linear,2540.0,46.391
2017-05-11,linear,2545.0,46.3955
2017-05-11,linear,2550.0,46.4
2017-05-11,linear,2555.0,46.4045
2017-05-11,linear,2560.0,46.409
2017-05-11,linear,2565.0,46.4135
2017-05-11,linear,2570.0,46.418
2017-05-11,linear,2575.0,46.4225
2017-05-11,linear,2580.0,46.427
2017-05-11,linear,2585.0,46.4315
2017-05-11,linear,2590.0,46.436
2017-05-11,linear,2595.0,46.4405
2017-05-11,linear,2600.0,46.445
2017-05-11,linear,2605.0,46.393076923076926
2017-05-11,linear,2610.0,46.341153846153844
2017-05-11,linear,2615.0,46.28923076923077
2017-05-11,linear,2620.0,46.237307692307695
2017-05-11,linear,2625.0,46.18538461538461
2017-05-11,linear,2630.0,46.13346153846154
2017-05-11,linear,2635.0,46.081538461538464
2017-05-11,linear,2640.0,46.02961538461538
2017-05-11,linear,2645.0,45.97769230769231
2017-05-11,linear,2650.0,45.925769230769234
2017-05-11,linear,2655.0,45.925625000000004
2017-05-11,linear,2660.0,45.96
2017-05-11,linear,2665.0,45.994375
2017-05-11,linear,2670.0,46.02875
2017-05-11,linear,2675.0,46.063125
2017-05-11,linear,2680.0,46.0975
2017-05-11,linear,2685.0,46.131875
2017-05-11,linear,2690.0,46.16625
2017-05-11,linear,2695.0,46.200625
2017-05-11,linear,2700.0,46.235
2017-05-11,linear,2705.0,46.222
2017-05-11,linear,2710.0,46.209
2017-05-11,linear,2715.0,46.196
2017-05-11,linear,2720.0,46.183
2017-05-11,linear,2725.0,46.17
2017-05-11,linear,2730.0,46.157
2017-05-11,linear,2735.0,46.144
2017-05-11,linear,2740.0,46.131
2017-05-11,linear,2745.0,46.118
2017-05-11,linear,2750.0,46.105000000000004
2017-05-11,linear,2755.0,46.092
2017-05-11,linear,2760.0,46.079
2017-05-11,linear,2765.0,46.066
2017-05-11,linear,2770.0,46.053
2017-05-11,linear,2775.0,46.04
2017-05-11,linear,2780.0,46.027
2017-05-11,linear,2785.0,46.014
2017-05-11,linear,2790.0,46.001000000000005
2017-05-11,linear,2795.0,45.988
2017-05-11,linear,2800.0,45.975
2017-05-11,linear,2805.0,45.9475
2017-05-11,linear,2810.0,45.92
2017-05-11,linear,2815.0,45.8925
2017-05-11,linear,2820.0,45.865
2017-05-11,linear,2825.0,45.8375
2017-05-11,linear,2830.0,45.81
2017-05-11,linear,2835.0,45.7825
2017-05-11,linear,2840.0,45.755
2017-05-11,linear,2845.0,45.7275
2017-05-11,linear,2850.0,45.7
2017-05-11,linear,2855.0,45.6725
2017-05-11,linear,2860.0,45.644999999999996
2017-05-11,linear,2865.0,45.6175
2017-05-11,linear,2870.0,45.589999999999996
2017-05-11,linear,2875.0,45.5625
2017-05-11,linear,2880.0,45.535
2017-05-11,linear,2885.0,45.5075
2017-05-11,linear,2890.0,45.48
2017-05-11,linear,2895.0,45.4525
2017-05-11,linear,2900.0,45.425
2017-05-11,linear,2905.0,45.4445
2017-05-11,linear,2910.0,45.464
2017-05-11,linear,2915.0,45.4835
2017-05-11,linear,2920.0,45.503
2017-05-11,linear,2925.0,45.522499999999994
2017-05-11,linear,2930.0,45.541999999999994
2017-05-11,linear,2935.0,45.561499999999995
2017-05-11,linear,2940.0,45.580999999999996
2017-05-11,linear,2945.0,45.6005
2017-05-11,linear,2950.0,45.62
2017-05-11,linear,2955.0,45.6395
2017-05-11,linear,2960.0,45.659
2017-05-11,linear,2965.0,45.6785
2017-05-11,linear,2970.0,45.698
2017-05-11,linear,2975.0,45.7175
2017-05-11,linear,2980.0,45.736999999999995
2017-05-11,linear,2985.0,45.756499999999996
2017-05-11,linear,2990.0,45.775999999999996
2017-05-11,linear,2995.0,45.7955
2017-05-11,linear,3000.0,45.815
2017-05-11,linear,3005.0,45.800999999999995
2017-05-11,linear,3010.0,45.787
2017-05-11,linear,3015.0,45.772999999999996
2017-05-11,linear,3020.0,45.759
2017-05-11,linear,3025.0,45.745
2017-05-11,linear,3030.0,45.730999999999995
2017-05-11,linear,3035.0,45.717
2017-05-11,linear,3040.0,45.702999999999996
2017-05-11,linear,3045.0,45.689
2017-05-11,linear,3050.0,45.675
2017-05-11,linear,3055.0,45.660999999999994
2017-05-11,linear,3060.0,45.647
2017-05-11,linear,3065.0,45.632999999999996
2017-05-11,linear,3070.0,45.619
2017-05-11,linear,3075.0,45.605
2017-05-11,linear,3080.0,45.590999999999994
2017-05-11,linear,3085.0,45.577
2017-05-11,linear,3090.0,45.562999999999995
2017-05-11,linear,3095.0,45.549
2017-05-11,linear,3100.0,45.535
2017-05-11,linear,3105.0,45.535999999999994
2017-05-11,linear,3110.0,45.537
2017-05-11,linear,3115.0,45.538
2017-05-11,linear,3120.0,45.538999999999994
2017-05-11,linear,3125.0,45.54
2017-05-11,linear,3130.0,45.541
2017-05-11,linear,3135.0,45.541999999999994
2017-05-11,linear,3140.0,45.543
2017-05-11,linear,3145.0,45.544
2017-05-11,linear,3150.0,45.545
2017-05-11,linear,3155.0,45.546
2017-05-11,linear,3160.0,45.547
2017-05-11,linear,3165.0,45.548
2017-05-11,linear,3170.0,45.549
2017-05-11,linear,3175.0,45.55
2017-05-11,linear,3180.0,45.551
2017-05-11,linear,3185.0,45.552
2017-05-11,linear,3190.0,45.553
2017-05-11,linear,3195.0,45.554
2017-05-11,linear,3200.0,45.555
2017-05-11,linear,3205.0,45.545
2017-05-11,linear,3210.0,45.535
2017-05-11,linear,3215.0,45.525
2017-05-11,linear,3220.0,45.515
2017-05-11,linear,3225.0,45.505
2017-05-11,linear,3230.0,45.495
2017-05-11,linear,3235.0,45.485
2017-05-11,linear,3240.0,45.475
2017-05-11,linear,3245.0,45.464999999999996
2017-05-11,linear,3250.0,45.455
2017-05-11,linear,3255.0,45.445
2017-05-11,linear,3260.0,45.434999999999995
2017-05-11,linear,3265.0,45.425
2017-05-11,linear,3270.0,45.415
2017-05-11,linear,3275.0,45.405
2017-05-11,linear,3280.0,45.394999999999996
2017-05-11,linear,3285.0,45.385
2017-05-11,linear,3290.0,45.375
2017-05-11,linear,3295.0,45.364999999999995
2017-05-11,linear,3300.0,45.355
2017-05-11,linear,3305.0,45.352
2017-05-11,linear,3310.0,45.349
2017-05-11,linear,3315.0,45.346
2017-05-11,linear,3320.0,45.342999999999996
2017-05-11,linear,3325.0,45.339999999999996
2017-05-11,linear,3330.0,45.336999999999996
2017-05-11,linear,3335.0,45.333999999999996
2017-05-11,linear,3340.0,45.330999999999996
2017-05-11,linear,3345.0,45.327999999999996
2017-05-11,linear,3350.0,45.324999999999996
2017-05-11,linear,3355.0,45.321999999999996
2017-05-11,linear,3360.0,45.318999999999996
2017-05-11,linear,3365.0,45.315999999999995
2017-05-11,linear,3370.0,45.312999999999995
2017-05-11,linear,3375.0,45.309999999999995
2017-05-11,linear,3380.0,45.306999999999995
2017-05-11,linear,3385.0,45.303999999999995
2017-05-11,linear,3390.0,45.300999999999995
2017-05-11,linear,3395.0,45.297999999999995
2017-05-11,linear,3400.0,45.294999999999995
2017-05-11,linear,3405.0,45.29749999999999
2017-05-11,linear,3410.0,45.3
2017-05-11,linear,3415.0,45.302499999999995
2017-05-11,linear,3420.0,45.30499999999999
2017-05-11,linear,3425.0,45.3075
2017-05-11,linear,3430.0,45.309999999999995
2017-05-11,linear,3435.0,45.31249999999999
2017-05-11,linear,3440.0,45.315
2017-05-11,linear,3445.0,45.317499999999995
2017-05-11,linear,3450.0,45.31999999999999
2017-05-11,linear,3455.0,45.3225
2017-05-11,linear,3460.0,45.324999999999996
2017-05-11,linear,3465.0,45.3275
2017-05-11,linear,3470.0,45.33
2017-05-11,linear,3475.0,45.332499999999996
2017-05-11,linear,3480.0,45.335
2017-05-11,linear,3485.0,45.3375
2017-05-11,linear,3490.0,45.339999999999996
2017-05-11,linear,3495.0,45.3425
2017-05-11,linear,3500.0,45.345
2017-05-11,linear,3505.0,45.351
2017-05-11,linear,3510.0,45.357
2017-05-11,linear,3515.0,45.363
2017-05-11,linear,3520.0,45.369
2017-05-11,linear,3525.0,45.375
2017-05-11,linear,3530.0,45.381
2017-05-11,linear,3535.0,45.387
2017-05-11,linear,3540.0,45.393
2017-05-11,linear,3545.0,45.399
2017-05-11,linear,3550.0,45.405
2017-05-11,linear,3555.0,45.410999999999994
2017-05-11,linear,3560.0,45.416999999999994
