scheme,date,original_edge,demand_type,alternative_origin,alternative_dest,alternative_edge,allocated_volume,unserved_volume
min_changed_plus_2,2023-01-05,DC5->DC62,outbound_from_closed_site,DC26,DC62,DC26->DC62,140,0
min_changed_plus_2,2023-01-05,DC5->DC70,outbound_from_closed_site,DC40,DC70,DC40->DC70,15,0
min_changed_plus_2,2023-01-05,DC5->DC8,outbound_from_closed_site,DC52,DC8,DC52->DC8,6,0
min_changed_plus_2,2023-01-05,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,667,0
min_changed_plus_2,2023-01-05,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2905,0
min_changed_plus_2,2023-01-05,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,49,0
min_changed_plus_2,2023-01-05,DC53->DC5,inbound_to_closed_site,DC53,DC25,DC53->DC25,252,0
min_changed_plus_2,2023-01-05,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,39,0
min_changed_plus_2,2023-01-05,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,294,0
min_changed_plus_2,2023-01-05,DC60->DC5,inbound_to_closed_site,DC60,DC70,DC60->DC70,1002,0
min_changed_plus_2,2023-01-05,DC62->DC5,inbound_to_closed_site,DC62,DC10,DC62->DC10,3117,0
min_changed_plus_2,2023-01-05,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,95,0
min_changed_plus_2,2023-01-05,DC69->DC5,inbound_to_closed_site,DC69,DC14,DC69->DC14,25,0
min_changed_plus_2,2023-01-05,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,107,0
min_changed_plus_2,2023-01-05,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,44,0
min_changed_plus_2,2023-01-05,DC73->DC5,inbound_to_closed_site,DC73,DC4,DC73->DC4,2582,0
min_changed_plus_2,2023-01-05,DC8->DC5,inbound_to_closed_site,DC8,DC14,DC8->DC14,5053,0
min_changed_plus_2,2023-01-05,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,8290,0
min_changed_plus_2,2023-01-05,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,2848,0
min_changed_plus_2,2023-01-05,DC9->DC5,inbound_to_closed_site,DC9,DC8,DC9->DC8,1880,0
min_changed_plus_2,2023-01-06,DC10->DC5,inbound_to_closed_site,DC10,DC4,DC10->DC4,6486,0
min_changed_plus_2,2023-01-06,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13951,0
min_changed_plus_2,2023-01-06,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2833,0
min_changed_plus_2,2023-01-06,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8741,0
min_changed_plus_2,2023-01-06,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4919,0
min_changed_plus_2,2023-01-06,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4648,0
min_changed_plus_2,2023-01-06,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,11096,0
min_changed_plus_2,2023-01-06,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,5132,0
min_changed_plus_2,2023-01-06,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,5435,0
min_changed_plus_2,2023-01-06,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4023,0
min_changed_plus_2,2023-01-06,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1273,0
min_changed_plus_2,2023-01-06,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1145,0
min_changed_plus_2,2023-01-06,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2078,0
min_changed_plus_2,2023-01-06,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1393,0
min_changed_plus_2,2023-01-06,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,95,0
min_changed_plus_2,2023-01-06,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,22,0
min_changed_plus_2,2023-01-06,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7774,0
min_changed_plus_2,2023-01-06,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2579,0
min_changed_plus_2,2023-01-06,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,15,0
min_changed_plus_2,2023-01-06,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-06,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,347,0
min_changed_plus_2,2023-01-06,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,755,0
min_changed_plus_2,2023-01-06,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2590,0
min_changed_plus_2,2023-01-06,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,795,0
min_changed_plus_2,2023-01-06,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1266,0
min_changed_plus_2,2023-01-06,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1165,0
min_changed_plus_2,2023-01-06,DC5->DC10,outbound_from_closed_site,DC18,DC10,DC18->DC10,168,0
min_changed_plus_2,2023-01-06,DC5->DC14,outbound_from_closed_site,DC68,DC14,DC68->DC14,75,0
min_changed_plus_2,2023-01-06,DC5->DC4,outbound_from_closed_site,DC20,DC4,DC20->DC4,808,0
min_changed_plus_2,2023-01-06,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,144,0
min_changed_plus_2,2023-01-06,DC5->DC70,outbound_from_closed_site,DC14,DC70,DC14->DC70,13,0
min_changed_plus_2,2023-01-06,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-06,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,749,0
min_changed_plus_2,2023-01-06,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,3040,0
min_changed_plus_2,2023-01-06,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,50,0
min_changed_plus_2,2023-01-06,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,281,0
min_changed_plus_2,2023-01-06,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,34,0
min_changed_plus_2,2023-01-06,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,290,0
min_changed_plus_2,2023-01-06,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,1012,0
min_changed_plus_2,2023-01-06,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,3104,0
min_changed_plus_2,2023-01-06,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,94,0
min_changed_plus_2,2023-01-06,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,24,0
min_changed_plus_2,2023-01-06,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,106,0
min_changed_plus_2,2023-01-06,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,48,0
min_changed_plus_2,2023-01-06,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2536,0
min_changed_plus_2,2023-01-06,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,5065,0
min_changed_plus_2,2023-01-06,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,13124,0
min_changed_plus_2,2023-01-07,DC10->DC5,inbound_to_closed_site,DC10,DC4,DC10->DC4,6252,0
min_changed_plus_2,2023-01-07,DC14->DC5,inbound_to_closed_site,DC14,DC3,DC14->DC3,13774,0
min_changed_plus_2,2023-01-07,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2732,0
min_changed_plus_2,2023-01-07,DC17->DC5,inbound_to_closed_site,DC17,DC3,DC17->DC3,8374,0
min_changed_plus_2,2023-01-07,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4956,0
min_changed_plus_2,2023-01-07,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4604,0
min_changed_plus_2,2023-01-07,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,9334,0
min_changed_plus_2,2023-01-07,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,4922,0
min_changed_plus_2,2023-01-07,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,5394,0
min_changed_plus_2,2023-01-07,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,3796,0
min_changed_plus_2,2023-01-07,DC26->DC5,inbound_to_closed_site,DC26,DC4,DC26->DC4,1233,0
min_changed_plus_2,2023-01-07,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1060,0
min_changed_plus_2,2023-01-07,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2033,0
min_changed_plus_2,2023-01-07,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1349,0
min_changed_plus_2,2023-01-07,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,61,0
min_changed_plus_2,2023-01-07,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,20,0
min_changed_plus_2,2023-01-07,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7809,0
min_changed_plus_2,2023-01-07,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2480,0
min_changed_plus_2,2023-01-07,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,10,0
min_changed_plus_2,2023-01-07,DC40->DC5,inbound_to_closed_site,DC40,DC4,DC40->DC4,6,0
min_changed_plus_2,2023-01-07,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,335,0
min_changed_plus_2,2023-01-07,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,720,0
min_changed_plus_2,2023-01-07,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2359,0
min_changed_plus_2,2023-01-07,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,774,0
min_changed_plus_2,2023-01-07,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1291,0
min_changed_plus_2,2023-01-07,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1014,0
min_changed_plus_2,2023-01-07,DC5->DC10,outbound_from_closed_site,DC69,DC10,DC69->DC10,168,0
min_changed_plus_2,2023-01-07,DC5->DC14,outbound_from_closed_site,DC68,DC14,DC68->DC14,73,0
min_changed_plus_2,2023-01-07,DC5->DC4,outbound_from_closed_site,DC20,DC4,DC20->DC4,961,0
min_changed_plus_2,2023-01-07,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,128,0
min_changed_plus_2,2023-01-07,DC5->DC70,outbound_from_closed_site,DC17,DC70,DC17->DC70,9,0
min_changed_plus_2,2023-01-07,DC5->DC8,outbound_from_closed_site,DC15,DC8,DC15->DC8,6,0
min_changed_plus_2,2023-01-07,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,712,0
min_changed_plus_2,2023-01-07,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2850,0
min_changed_plus_2,2023-01-07,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,49,0
min_changed_plus_2,2023-01-07,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,288,0
min_changed_plus_2,2023-01-07,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,36,0
min_changed_plus_2,2023-01-07,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,262,0
min_changed_plus_2,2023-01-07,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,1008,0
min_changed_plus_2,2023-01-07,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2633,0
min_changed_plus_2,2023-01-07,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,82,0
min_changed_plus_2,2023-01-07,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,22,0
min_changed_plus_2,2023-01-07,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,96,0
min_changed_plus_2,2023-01-07,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,34,0
min_changed_plus_2,2023-01-07,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2457,0
min_changed_plus_2,2023-01-07,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,4514,0
min_changed_plus_2,2023-01-07,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,4538,0
min_changed_plus_2,2023-01-07,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,10845,0
min_changed_plus_2,2023-01-08,DC10->DC5,inbound_to_closed_site,DC10,DC4,DC10->DC4,6207,0
min_changed_plus_2,2023-01-08,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,13774,0
min_changed_plus_2,2023-01-08,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2701,0
min_changed_plus_2,2023-01-08,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8225,0
min_changed_plus_2,2023-01-08,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4736,0
min_changed_plus_2,2023-01-08,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4588,0
min_changed_plus_2,2023-01-08,DC21->DC5,inbound_to_closed_site,DC21,DC35,DC21->DC35,2666,0
min_changed_plus_2,2023-01-08,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,4839,0
min_changed_plus_2,2023-01-08,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,5614,0
min_changed_plus_2,2023-01-08,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,3651,0
min_changed_plus_2,2023-01-08,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1228,0
min_changed_plus_2,2023-01-08,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1035,0
min_changed_plus_2,2023-01-08,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2045,0
min_changed_plus_2,2023-01-08,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1347,0
min_changed_plus_2,2023-01-08,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,33,0
min_changed_plus_2,2023-01-08,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,10,0
min_changed_plus_2,2023-01-08,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7790,0
min_changed_plus_2,2023-01-08,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2458,0
min_changed_plus_2,2023-01-08,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,9,0
min_changed_plus_2,2023-01-08,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-08,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,336,0
min_changed_plus_2,2023-01-08,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,721,0
min_changed_plus_2,2023-01-08,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2580,0
min_changed_plus_2,2023-01-08,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,801,0
min_changed_plus_2,2023-01-08,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1294,0
min_changed_plus_2,2023-01-08,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1077,0
min_changed_plus_2,2023-01-08,DC5->DC10,outbound_from_closed_site,DC69,DC10,DC69->DC10,163,0
min_changed_plus_2,2023-01-08,DC5->DC14,outbound_from_closed_site,DC59,DC14,DC59->DC14,72,0
min_changed_plus_2,2023-01-08,DC5->DC4,outbound_from_closed_site,DC26,DC4,DC26->DC4,1415,0
min_changed_plus_2,2023-01-08,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,120,0
min_changed_plus_2,2023-01-08,DC5->DC70,outbound_from_closed_site,DC17,DC70,DC17->DC70,8,0
min_changed_plus_2,2023-01-08,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-08,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,677,0
min_changed_plus_2,2023-01-08,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2934,0
min_changed_plus_2,2023-01-08,DC52->DC5,inbound_to_closed_site,DC52,DC4,DC52->DC4,48,0
min_changed_plus_2,2023-01-08,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,283,0
min_changed_plus_2,2023-01-08,DC55->DC5,inbound_to_closed_site,DC55,DC14,DC55->DC14,35,0
min_changed_plus_2,2023-01-08,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,244,0
min_changed_plus_2,2023-01-08,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,971,0
min_changed_plus_2,2023-01-08,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2544,0
min_changed_plus_2,2023-01-08,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,71,0
min_changed_plus_2,2023-01-08,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,20,0
min_changed_plus_2,2023-01-08,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,101,0
min_changed_plus_2,2023-01-08,DC71->DC5,inbound_to_closed_site,DC71,DC4,DC71->DC4,35,0
min_changed_plus_2,2023-01-08,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2453,0
min_changed_plus_2,2023-01-08,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,4339,0
min_changed_plus_2,2023-01-08,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,9054,0
min_changed_plus_2,2023-01-08,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,17438,0
min_changed_plus_2,2023-01-09,DC10->DC5,inbound_to_closed_site,DC10,DC4,DC10->DC4,6483,0
min_changed_plus_2,2023-01-09,DC14->DC5,inbound_to_closed_site,DC14,DC9,DC14->DC9,13951,0
min_changed_plus_2,2023-01-09,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2852,0
min_changed_plus_2,2023-01-09,DC17->DC5,inbound_to_closed_site,DC17,DC3,DC17->DC3,8323,0
min_changed_plus_2,2023-01-09,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4781,0
min_changed_plus_2,2023-01-09,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4642,0
min_changed_plus_2,2023-01-09,DC21->DC5,inbound_to_closed_site,DC21,DC10,DC21->DC10,5577,0
min_changed_plus_2,2023-01-09,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,5091,0
min_changed_plus_2,2023-01-09,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,5651,0
min_changed_plus_2,2023-01-09,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4121,0
min_changed_plus_2,2023-01-09,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,1310,0
min_changed_plus_2,2023-01-09,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,1064,0
min_changed_plus_2,2023-01-09,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2152,0
min_changed_plus_2,2023-01-09,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1349,0
min_changed_plus_2,2023-01-09,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,59,0
min_changed_plus_2,2023-01-09,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,14,0
min_changed_plus_2,2023-01-09,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7871,0
min_changed_plus_2,2023-01-09,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2668,0
min_changed_plus_2,2023-01-09,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,11,0
min_changed_plus_2,2023-01-09,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-09,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,353,0
min_changed_plus_2,2023-01-09,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,746,0
min_changed_plus_2,2023-01-09,DC44->DC5,inbound_to_closed_site,DC44,DC70,DC44->DC70,2783,0
min_changed_plus_2,2023-01-09,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,787,0
min_changed_plus_2,2023-01-09,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1438,0
min_changed_plus_2,2023-01-09,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1161,0
min_changed_plus_2,2023-01-09,DC5->DC10,outbound_from_closed_site,DC18,DC10,DC18->DC10,8,0
min_changed_plus_2,2023-01-09,DC5->DC10,outbound_from_closed_site,DC69,DC10,DC69->DC10,165,0
min_changed_plus_2,2023-01-09,DC5->DC14,outbound_from_closed_site,DC9,DC14,DC9->DC14,76,0
min_changed_plus_2,2023-01-09,DC5->DC4,outbound_from_closed_site,DC20,DC4,DC20->DC4,1469,0
min_changed_plus_2,2023-01-09,DC5->DC62,outbound_from_closed_site,DC22,DC62,DC22->DC62,127,0
min_changed_plus_2,2023-01-09,DC5->DC70,outbound_from_closed_site,DC44,DC70,DC44->DC70,9,0
min_changed_plus_2,2023-01-09,DC5->DC8,outbound_from_closed_site,DC40,DC8,DC40->DC8,6,0
min_changed_plus_2,2023-01-09,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,711,0
min_changed_plus_2,2023-01-09,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,3208,0
min_changed_plus_2,2023-01-09,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,52,0
min_changed_plus_2,2023-01-09,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,324,0
min_changed_plus_2,2023-01-09,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,37,0
min_changed_plus_2,2023-01-09,DC59->DC5,inbound_to_closed_site,DC59,DC14,DC59->DC14,278,0
min_changed_plus_2,2023-01-09,DC60->DC5,inbound_to_closed_site,DC60,DC10,DC60->DC10,986,0
min_changed_plus_2,2023-01-09,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,2638,0
min_changed_plus_2,2023-01-09,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,81,0
min_changed_plus_2,2023-01-09,DC69->DC5,inbound_to_closed_site,DC69,DC10,DC69->DC10,19,0
min_changed_plus_2,2023-01-09,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,130,0
min_changed_plus_2,2023-01-09,DC71->DC5,inbound_to_closed_site,DC71,DC10,DC71->DC10,50,0
min_changed_plus_2,2023-01-09,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,2582,0
min_changed_plus_2,2023-01-09,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,4617,0
min_changed_plus_2,2023-01-09,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,10962,0
min_changed_plus_2,2023-01-09,DC9->DC5,inbound_to_closed_site,DC9,DC3,DC9->DC3,4534,0
min_changed_plus_2,2023-01-10,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,6503,0
min_changed_plus_2,2023-01-10,DC14->DC5,inbound_to_closed_site,DC14,DC3,DC14->DC3,13894,0
min_changed_plus_2,2023-01-10,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,2859,0
min_changed_plus_2,2023-01-10,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,8288,0
min_changed_plus_2,2023-01-10,DC19->DC5,inbound_to_closed_site,DC19,DC14,DC19->DC14,4777,0
min_changed_plus_2,2023-01-10,DC20->DC5,inbound_to_closed_site,DC20,DC4,DC20->DC4,4660,0
min_changed_plus_2,2023-01-10,DC21->DC5,inbound_to_closed_site,DC21,DC4,DC21->DC4,6894,0
min_changed_plus_2,2023-01-10,DC22->DC5,inbound_to_closed_site,DC22,DC62,DC22->DC62,5086,0
min_changed_plus_2,2023-01-10,DC23->DC5,inbound_to_closed_site,DC23,DC3,DC23->DC3,5673,0
min_changed_plus_2,2023-01-10,DC25->DC5,inbound_to_closed_site,DC25,DC10,DC25->DC10,4770,0
min_changed_plus_2,2023-01-10,DC26->DC5,inbound_to_closed_site,DC26,DC14,DC26->DC14,1302,0
min_changed_plus_2,2023-01-10,DC27->DC5,inbound_to_closed_site,DC27,DC62,DC27->DC62,1046,0
min_changed_plus_2,2023-01-10,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,2102,0
min_changed_plus_2,2023-01-10,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1275,0
min_changed_plus_2,2023-01-10,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,52,0
min_changed_plus_2,2023-01-10,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,11,0
min_changed_plus_2,2023-01-10,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,7838,0
min_changed_plus_2,2023-01-10,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2662,0
min_changed_plus_2,2023-01-10,DC4->DC5,inbound_to_closed_site,DC4,DC10,DC4->DC10,11,0
min_changed_plus_2,2023-01-10,DC40->DC5,inbound_to_closed_site,DC40,DC8,DC40->DC8,7,0
min_changed_plus_2,2023-01-10,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,359,0
min_changed_plus_2,2023-01-10,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,747,0
min_changed_plus_2,2023-01-10,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2580,0
min_changed_plus_2,2023-01-10,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,788,0
min_changed_plus_2,2023-01-10,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1405,0
min_changed_plus_2,2023-01-10,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,1161,0
min_changed_plus_2,2023-01-10,DC5->DC10,outbound_from_closed_site,DC4,DC10,DC4->DC10,170,0
min_changed_plus_2,2023-01-10,DC5->DC14,outbound_from_closed_site,DC19,DC14,DC19->DC14,75,0
min_changed_plus_2,2023-01-10,DC5->DC4,outbound_from_closed_site,DC21,DC4,DC21->DC4,247,0
min_changed_plus_2,2023-01-10,DC5->DC4,outbound_from_closed_site,DC55,DC4,DC55->DC4,1294,0
min_changed_plus_2,2023-01-10,DC5->DC62,outbound_from_closed_site,DC52,DC62,DC52->DC62,141,0
min_changed_plus_2,2023-01-10,DC5->DC70,outbound_from_closed_site,DC17,DC70,DC17->DC70,9,0
min_changed_plus_2,2023-01-10,DC5->DC8,outbound_from_closed_site,DC15,DC8,DC15->DC8,6,0
min_changed_plus_2,2023-01-10,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,740,0
