scheme,origin,dest,edge,date,base_forecast_volume,added_volume,adjusted_volume,edge_capacity,line_load_rate
min_changed_plus_2,DC73,DC64,DC73->DC64,2023-01-07,0,0,0,7,0.0
min_changed_plus_2,DC73,DC70,DC73->DC70,2023-01-07,0,0,0,49,0.0
min_changed_plus_2,DC73,DC8,DC73->DC8,2023-01-07,115,0,115,52074,0.0022083957445174175
min_changed_plus_2,DC73,DC9,DC73->DC9,2023-01-07,0,0,0,259,0.0
min_changed_plus_2,DC74,DC10,DC74->DC10,2023-01-07,0,0,0,765,0.0
min_changed_plus_2,DC74,DC14,DC74->DC14,2023-01-07,0,0,0,493,0.0
min_changed_plus_2,DC74,DC3,DC74->DC3,2023-01-07,0,0,0,731,0.0
min_changed_plus_2,DC74,DC4,DC74->DC4,2023-01-07,0,0,0,382,0.0
min_changed_plus_2,DC74,DC8,DC74->DC8,2023-01-07,0,0,0,5,0.0
min_changed_plus_2,DC74,DC9,DC74->DC9,2023-01-07,0,0,0,3862,0.0
min_changed_plus_2,DC75,DC35,DC75->DC35,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC76,DC10,DC76->DC10,2023-01-07,0,0,0,4,0.0
min_changed_plus_2,DC76,DC14,DC76->DC14,2023-01-07,0,0,0,4,0.0
min_changed_plus_2,DC76,DC3,DC76->DC3,2023-01-07,0,0,0,12,0.0
min_changed_plus_2,DC76,DC4,DC76->DC4,2023-01-07,0,0,0,7,0.0
min_changed_plus_2,DC76,DC62,DC76->DC62,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC76,DC8,DC76->DC8,2023-01-07,0,0,0,4,0.0
min_changed_plus_2,DC77,DC6,DC77->DC6,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC8,DC10,DC8->DC10,2023-01-07,17604,4514,22118,63396,0.3488863650703514
min_changed_plus_2,DC8,DC13,DC8->DC13,2023-01-07,0,0,0,26,0.0
min_changed_plus_2,DC8,DC14,DC8->DC14,2023-01-07,11247,0,11247,32291,0.3483013842866433
min_changed_plus_2,DC8,DC15,DC8->DC15,2023-01-07,0,0,0,329,0.0
min_changed_plus_2,DC8,DC25,DC8->DC25,2023-01-07,0,0,0,3,0.0
min_changed_plus_2,DC8,DC27,DC8->DC27,2023-01-07,0,0,0,4,0.0
min_changed_plus_2,DC8,DC3,DC8->DC3,2023-01-07,8,0,8,13702,0.0005838563713326521
min_changed_plus_2,DC8,DC32,DC8->DC32,2023-01-07,0,0,0,30,0.0
min_changed_plus_2,DC8,DC33,DC8->DC33,2023-01-07,0,0,0,129,0.0
min_changed_plus_2,DC8,DC34,DC8->DC34,2023-01-07,0,0,0,565,0.0
min_changed_plus_2,DC8,DC35,DC8->DC35,2023-01-07,48,0,48,474,0.10126582278481013
min_changed_plus_2,DC8,DC38,DC8->DC38,2023-01-07,0,0,0,1,0.0
min_changed_plus_2,DC8,DC4,DC8->DC4,2023-01-07,333,0,333,5985,0.055639097744360905
min_changed_plus_2,DC8,DC40,DC8->DC40,2023-01-07,0,0,0,207,0.0
min_changed_plus_2,DC8,DC43,DC8->DC43,2023-01-07,0,0,0,3,0.0
min_changed_plus_2,DC8,DC44,DC8->DC44,2023-01-07,0,0,0,3,0.0
min_changed_plus_2,DC8,DC59,DC8->DC59,2023-01-07,0,0,0,54,0.0
min_changed_plus_2,DC8,DC62,DC8->DC62,2023-01-07,14618,0,14618,42308,0.3455138508083578
min_changed_plus_2,DC8,DC64,DC8->DC64,2023-01-07,0,0,0,77,0.0
min_changed_plus_2,DC8,DC65,DC8->DC65,2023-01-07,0,0,0,386,0.0
min_changed_plus_2,DC8,DC70,DC8->DC70,2023-01-07,23,0,23,1423,0.016163035839775124
min_changed_plus_2,DC8,DC76,DC8->DC76,2023-01-07,0,0,0,49,0.0
min_changed_plus_2,DC8,DC78,DC8->DC78,2023-01-07,0,0,0,5,0.0
min_changed_plus_2,DC8,DC9,DC8->DC9,2023-01-07,0,0,0,123,0.0
min_changed_plus_2,DC9,DC10,DC9->DC10,2023-01-07,0,0,0,1761,0.0
min_changed_plus_2,DC9,DC12,DC9->DC12,2023-01-07,0,0,0,388,0.0
min_changed_plus_2,DC9,DC13,DC9->DC13,2023-01-07,0,0,0,10,0.0
min_changed_plus_2,DC9,DC14,DC9->DC14,2023-01-07,15518,4538,20056,30711,0.65305590830647
min_changed_plus_2,DC9,DC19,DC9->DC19,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC9,DC21,DC9->DC21,2023-01-07,0,0,0,1,0.0
min_changed_plus_2,DC9,DC22,DC9->DC22,2023-01-07,0,0,0,5,0.0
min_changed_plus_2,DC9,DC23,DC9->DC23,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC9,DC25,DC9->DC25,2023-01-07,0,0,0,44,0.0
min_changed_plus_2,DC9,DC3,DC9->DC3,2023-01-07,11981,10845,22826,31880,0.7159974905897114
min_changed_plus_2,DC9,DC32,DC9->DC32,2023-01-07,0,0,0,120,0.0
min_changed_plus_2,DC9,DC34,DC9->DC34,2023-01-07,0,0,0,476,0.0
min_changed_plus_2,DC9,DC35,DC9->DC35,2023-01-07,0,0,0,259,0.0
min_changed_plus_2,DC9,DC36,DC9->DC36,2023-01-07,0,0,0,12,0.0
min_changed_plus_2,DC9,DC4,DC9->DC4,2023-01-07,0,0,0,2114,0.0
min_changed_plus_2,DC9,DC40,DC9->DC40,2023-01-07,0,0,0,12,0.0
min_changed_plus_2,DC9,DC48,DC9->DC48,2023-01-07,0,0,0,7,0.0
min_changed_plus_2,DC9,DC51,DC9->DC51,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC9,DC58,DC9->DC58,2023-01-07,0,0,0,1,0.0
min_changed_plus_2,DC9,DC62,DC9->DC62,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC9,DC67,DC9->DC67,2023-01-07,0,0,0,142,0.0
min_changed_plus_2,DC9,DC79,DC9->DC79,2023-01-07,0,0,0,2,0.0
min_changed_plus_2,DC9,DC8,DC9->DC8,2023-01-07,0,0,0,2225,0.0
min_changed_plus_2,DC1,DC8,DC1->DC8,2023-01-08,0,0,0,3,0.0
min_changed_plus_2,DC10,DC12,DC10->DC12,2023-01-08,0,0,0,993,0.0
min_changed_plus_2,DC10,DC13,DC10->DC13,2023-01-08,0,0,0,6,0.0
min_changed_plus_2,DC10,DC14,DC10->DC14,2023-01-08,9653,0,9653,31846,0.30311499089367583
min_changed_plus_2,DC10,DC17,DC10->DC17,2023-01-08,0,0,0,5,0.0
min_changed_plus_2,DC10,DC19,DC10->DC19,2023-01-08,0,0,0,14,0.0
min_changed_plus_2,DC10,DC20,DC10->DC20,2023-01-08,0,0,0,11,0.0
min_changed_plus_2,DC10,DC21,DC10->DC21,2023-01-08,0,0,0,29,0.0
min_changed_plus_2,DC10,DC22,DC10->DC22,2023-01-08,0,0,0,27,0.0
min_changed_plus_2,DC10,DC23,DC10->DC23,2023-01-08,0,0,0,991,0.0
min_changed_plus_2,DC10,DC25,DC10->DC25,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC10,DC27,DC10->DC27,2023-01-08,0,0,0,6,0.0
min_changed_plus_2,DC10,DC28,DC10->DC28,2023-01-08,0,0,0,8,0.0
min_changed_plus_2,DC10,DC3,DC10->DC3,2023-01-08,13380,0,13380,27671,0.48353872285063787
min_changed_plus_2,DC10,DC30,DC10->DC30,2023-01-08,0,0,0,50,0.0
min_changed_plus_2,DC10,DC32,DC10->DC32,2023-01-08,0,0,0,206,0.0
min_changed_plus_2,DC10,DC33,DC10->DC33,2023-01-08,0,0,0,118,0.0
min_changed_plus_2,DC10,DC34,DC10->DC34,2023-01-08,0,0,0,200,0.0
min_changed_plus_2,DC10,DC35,DC10->DC35,2023-01-08,250,0,250,1914,0.13061650992685475
min_changed_plus_2,DC10,DC36,DC10->DC36,2023-01-08,0,0,0,55,0.0
min_changed_plus_2,DC10,DC38,DC10->DC38,2023-01-08,0,0,0,15,0.0
min_changed_plus_2,DC10,DC4,DC10->DC4,2023-01-08,42927,6207,49134,129442,0.3795831337587491
min_changed_plus_2,DC10,DC40,DC10->DC40,2023-01-08,0,0,0,969,0.0
min_changed_plus_2,DC10,DC47,DC10->DC47,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC10,DC51,DC10->DC51,2023-01-08,0,0,0,1,0.0
min_changed_plus_2,DC10,DC59,DC10->DC59,2023-01-08,0,0,0,32,0.0
min_changed_plus_2,DC10,DC60,DC10->DC60,2023-01-08,0,0,0,59,0.0
min_changed_plus_2,DC10,DC61,DC10->DC61,2023-01-08,0,0,0,3,0.0
min_changed_plus_2,DC10,DC62,DC10->DC62,2023-01-08,11544,0,11544,32318,0.3572003218020917
min_changed_plus_2,DC10,DC64,DC10->DC64,2023-01-08,0,0,0,12,0.0
min_changed_plus_2,DC10,DC65,DC10->DC65,2023-01-08,0,0,0,19,0.0
min_changed_plus_2,DC10,DC67,DC10->DC67,2023-01-08,0,0,0,20,0.0
min_changed_plus_2,DC10,DC70,DC10->DC70,2023-01-08,560,0,560,3842,0.14575741801145237
min_changed_plus_2,DC10,DC73,DC10->DC73,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC10,DC76,DC10->DC76,2023-01-08,0,0,0,8,0.0
min_changed_plus_2,DC10,DC78,DC10->DC78,2023-01-08,0,0,0,5,0.0
min_changed_plus_2,DC10,DC8,DC10->DC8,2023-01-08,1022,0,1022,57645,0.017729204614450517
min_changed_plus_2,DC10,DC80,DC10->DC80,2023-01-08,0,0,0,1,0.0
min_changed_plus_2,DC10,DC9,DC10->DC9,2023-01-08,0,0,0,15457,0.0
min_changed_plus_2,DC11,DC10,DC11->DC10,2023-01-08,0,0,0,9190,0.0
min_changed_plus_2,DC11,DC14,DC11->DC14,2023-01-08,0,0,0,2947,0.0
min_changed_plus_2,DC11,DC22,DC11->DC22,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC11,DC3,DC11->DC3,2023-01-08,0,0,0,1920,0.0
min_changed_plus_2,DC11,DC9,DC11->DC9,2023-01-08,0,0,0,99,0.0
min_changed_plus_2,DC12,DC10,DC12->DC10,2023-01-08,0,0,0,32,0.0
min_changed_plus_2,DC12,DC14,DC12->DC14,2023-01-08,0,0,0,48,0.0
min_changed_plus_2,DC12,DC23,DC12->DC23,2023-01-08,0,0,0,11,0.0
min_changed_plus_2,DC12,DC3,DC12->DC3,2023-01-08,0,0,0,21,0.0
min_changed_plus_2,DC12,DC32,DC12->DC32,2023-01-08,0,0,0,58,0.0
min_changed_plus_2,DC12,DC35,DC12->DC35,2023-01-08,0,0,0,548,0.0
min_changed_plus_2,DC12,DC36,DC12->DC36,2023-01-08,0,0,0,35,0.0
min_changed_plus_2,DC12,DC38,DC12->DC38,2023-01-08,0,0,0,9,0.0
min_changed_plus_2,DC12,DC40,DC12->DC40,2023-01-08,0,0,0,66,0.0
min_changed_plus_2,DC12,DC67,DC12->DC67,2023-01-08,0,0,0,9,0.0
min_changed_plus_2,DC12,DC9,DC12->DC9,2023-01-08,0,0,0,71,0.0
min_changed_plus_2,DC13,DC10,DC13->DC10,2023-01-08,0,0,0,400,0.0
min_changed_plus_2,DC13,DC14,DC13->DC14,2023-01-08,0,0,0,73,0.0
min_changed_plus_2,DC13,DC15,DC13->DC15,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC13,DC3,DC13->DC3,2023-01-08,0,0,0,106,0.0
min_changed_plus_2,DC13,DC4,DC13->DC4,2023-01-08,0,0,0,437,0.0
min_changed_plus_2,DC13,DC62,DC13->DC62,2023-01-08,0,0,0,62,0.0
min_changed_plus_2,DC13,DC8,DC13->DC8,2023-01-08,0,0,0,7,0.0
min_changed_plus_2,DC13,DC9,DC13->DC9,2023-01-08,0,0,0,25,0.0
min_changed_plus_2,DC14,DC10,DC14->DC10,2023-01-08,26806,0,26806,130118,0.2060130035813646
min_changed_plus_2,DC14,DC11,DC14->DC11,2023-01-08,0,0,0,1,0.0
min_changed_plus_2,DC14,DC12,DC14->DC12,2023-01-08,0,0,0,6525,0.0
min_changed_plus_2,DC14,DC13,DC14->DC13,2023-01-08,0,0,0,6,0.0
min_changed_plus_2,DC14,DC17,DC14->DC17,2023-01-08,0,0,0,5,0.0
min_changed_plus_2,DC14,DC19,DC14->DC19,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC14,DC20,DC14->DC20,2023-01-08,0,0,0,15,0.0
min_changed_plus_2,DC14,DC21,DC14->DC21,2023-01-08,0,0,0,17,0.0
min_changed_plus_2,DC14,DC22,DC14->DC22,2023-01-08,0,0,0,9,0.0
min_changed_plus_2,DC14,DC23,DC14->DC23,2023-01-08,0,0,0,57,0.0
min_changed_plus_2,DC14,DC25,DC14->DC25,2023-01-08,0,0,0,5,0.0
min_changed_plus_2,DC14,DC3,DC14->DC3,2023-01-08,33341,0,33341,98905,0.3371012587836813
min_changed_plus_2,DC14,DC30,DC14->DC30,2023-01-08,0,0,0,7,0.0
min_changed_plus_2,DC14,DC32,DC14->DC32,2023-01-08,0,0,0,57,0.0
min_changed_plus_2,DC14,DC33,DC14->DC33,2023-01-08,0,0,0,27,0.0
min_changed_plus_2,DC14,DC34,DC14->DC34,2023-01-08,0,0,0,116,0.0
min_changed_plus_2,DC14,DC35,DC14->DC35,2023-01-08,370,13774,14144,16350,0.8650764525993884
min_changed_plus_2,DC14,DC36,DC14->DC36,2023-01-08,0,0,0,9,0.0
min_changed_plus_2,DC14,DC38,DC14->DC38,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC14,DC4,DC14->DC4,2023-01-08,289,0,289,172448,0.0016758675078864353
min_changed_plus_2,DC14,DC40,DC14->DC40,2023-01-08,0,0,0,7135,0.0
min_changed_plus_2,DC14,DC43,DC14->DC43,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC14,DC61,DC14->DC61,2023-01-08,0,0,0,10,0.0
min_changed_plus_2,DC14,DC62,DC14->DC62,2023-01-08,26943,0,26943,124891,0.21573211840725112
min_changed_plus_2,DC14,DC64,DC14->DC64,2023-01-08,0,0,0,45,0.0
min_changed_plus_2,DC14,DC65,DC14->DC65,2023-01-08,0,0,0,121,0.0
min_changed_plus_2,DC14,DC67,DC14->DC67,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC14,DC70,DC14->DC70,2023-01-08,296,0,296,9442,0.0313492904045753
min_changed_plus_2,DC14,DC76,DC14->DC76,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC14,DC78,DC14->DC78,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC14,DC8,DC14->DC8,2023-01-08,100398,0,100398,505833,0.19848052618156586
min_changed_plus_2,DC14,DC81,DC14->DC81,2023-01-08,0,0,0,297,0.0
min_changed_plus_2,DC14,DC9,DC14->DC9,2023-01-08,221090,0,221090,439995,0.5024829827611678
min_changed_plus_2,DC15,DC10,DC15->DC10,2023-01-08,6555,0,6555,29502,0.22218832621517184
min_changed_plus_2,DC15,DC12,DC15->DC12,2023-01-08,0,0,0,393,0.0
min_changed_plus_2,DC15,DC13,DC15->DC13,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC15,DC14,DC15->DC14,2023-01-08,5409,0,5409,20046,0.26982939239748577
min_changed_plus_2,DC15,DC3,DC15->DC3,2023-01-08,5119,0,5119,10570,0.4842951750236518
min_changed_plus_2,DC15,DC32,DC15->DC32,2023-01-08,0,0,0,224,0.0
min_changed_plus_2,DC15,DC33,DC15->DC33,2023-01-08,0,0,0,56,0.0
min_changed_plus_2,DC15,DC34,DC15->DC34,2023-01-08,0,0,0,6,0.0
min_changed_plus_2,DC15,DC35,DC15->DC35,2023-01-08,6,0,6,951,0.006309148264984227
min_changed_plus_2,DC15,DC4,DC15->DC4,2023-01-08,29,0,29,50163,0.0005781153439786297
min_changed_plus_2,DC15,DC40,DC15->DC40,2023-01-08,0,0,0,220,0.0
min_changed_plus_2,DC15,DC62,DC15->DC62,2023-01-08,6791,0,6791,86858,0.0781850836998319
min_changed_plus_2,DC15,DC64,DC15->DC64,2023-01-08,0,0,0,22,0.0
min_changed_plus_2,DC15,DC65,DC15->DC65,2023-01-08,0,0,0,31,0.0
min_changed_plus_2,DC15,DC70,DC15->DC70,2023-01-08,18,0,18,499,0.036072144288577156
min_changed_plus_2,DC15,DC8,DC15->DC8,2023-01-08,15132,2701,17833,62804,0.28394688236418064
min_changed_plus_2,DC15,DC81,DC15->DC81,2023-01-08,0,0,0,17,0.0
min_changed_plus_2,DC15,DC9,DC15->DC9,2023-01-08,20290,0,20290,80194,0.25301144724044194
min_changed_plus_2,DC16,DC10,DC16->DC10,2023-01-08,0,0,0,12672,0.0
min_changed_plus_2,DC16,DC14,DC16->DC14,2023-01-08,0,0,0,7817,0.0
min_changed_plus_2,DC16,DC35,DC16->DC35,2023-01-08,0,0,0,3837,0.0
min_changed_plus_2,DC16,DC4,DC16->DC4,2023-01-08,0,0,0,13017,0.0
min_changed_plus_2,DC16,DC62,DC16->DC62,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC16,DC70,DC16->DC70,2023-01-08,0,0,0,297,0.0
min_changed_plus_2,DC16,DC8,DC16->DC8,2023-01-08,0,0,0,37,0.0
min_changed_plus_2,DC17,DC10,DC17->DC10,2023-01-08,15749,0,15749,235018,0.06701188845109736
min_changed_plus_2,DC17,DC12,DC17->DC12,2023-01-08,0,0,0,2032,0.0
min_changed_plus_2,DC17,DC14,DC17->DC14,2023-01-08,10277,0,10277,62548,0.16430581313551193
min_changed_plus_2,DC17,DC20,DC17->DC20,2023-01-08,0,0,0,1,0.0
min_changed_plus_2,DC17,DC29,DC17->DC29,2023-01-08,0,0,0,9,0.0
min_changed_plus_2,DC17,DC3,DC17->DC3,2023-01-08,13412,0,13412,50008,0.26819708846584545
min_changed_plus_2,DC17,DC32,DC17->DC32,2023-01-08,0,0,0,17,0.0
min_changed_plus_2,DC17,DC34,DC17->DC34,2023-01-08,0,0,0,27,0.0
min_changed_plus_2,DC17,DC35,DC17->DC35,2023-01-08,63,8225,8288,10831,0.7652109685162958
min_changed_plus_2,DC17,DC4,DC17->DC4,2023-01-08,34478,0,34478,245699,0.14032617145368928
min_changed_plus_2,DC17,DC40,DC17->DC40,2023-01-08,0,0,0,1332,0.0
min_changed_plus_2,DC17,DC61,DC17->DC61,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC17,DC62,DC17->DC62,2023-01-08,13289,0,13289,58564,0.2269141452086606
min_changed_plus_2,DC17,DC64,DC17->DC64,2023-01-08,0,0,0,10,0.0
min_changed_plus_2,DC17,DC65,DC17->DC65,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC17,DC70,DC17->DC70,2023-01-08,46,8,54,3561,0.015164279696714406
min_changed_plus_2,DC17,DC8,DC17->DC8,2023-01-08,127,0,127,64262,0.001976284584980237
min_changed_plus_2,DC17,DC81,DC17->DC81,2023-01-08,0,0,0,113,0.0
min_changed_plus_2,DC17,DC9,DC17->DC9,2023-01-08,0,0,0,1205,0.0
min_changed_plus_2,DC18,DC10,DC18->DC10,2023-01-08,0,0,0,27506,0.0
min_changed_plus_2,DC18,DC14,DC18->DC14,2023-01-08,0,0,0,15975,0.0
min_changed_plus_2,DC18,DC23,DC18->DC23,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC18,DC4,DC18->DC4,2023-01-08,0,0,0,43771,0.0
min_changed_plus_2,DC18,DC62,DC18->DC62,2023-01-08,0,0,0,9843,0.0
min_changed_plus_2,DC18,DC8,DC18->DC8,2023-01-08,0,0,0,135,0.0
min_changed_plus_2,DC19,DC10,DC19->DC10,2023-01-08,10853,0,10853,161384,0.06724954146631636
min_changed_plus_2,DC19,DC12,DC19->DC12,2023-01-08,0,0,0,54761,0.0
min_changed_plus_2,DC19,DC14,DC19->DC14,2023-01-08,9308,4736,14044,62233,0.22566805392637346
min_changed_plus_2,DC19,DC20,DC19->DC20,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC19,DC3,DC19->DC3,2023-01-08,9611,0,9611,48217,0.19932803782898148
min_changed_plus_2,DC19,DC32,DC19->DC32,2023-01-08,0,0,0,376,0.0
min_changed_plus_2,DC19,DC34,DC19->DC34,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC19,DC35,DC19->DC35,2023-01-08,157,0,157,26184,0.005996028108768714
min_changed_plus_2,DC19,DC36,DC19->DC36,2023-01-08,0,0,0,3,0.0
min_changed_plus_2,DC19,DC4,DC19->DC4,2023-01-08,35120,0,35120,248759,0.14118082159841452
min_changed_plus_2,DC19,DC40,DC19->DC40,2023-01-08,0,0,0,9969,0.0
min_changed_plus_2,DC19,DC62,DC19->DC62,2023-01-08,12504,0,12504,65493,0.1909211671476341
min_changed_plus_2,DC19,DC64,DC19->DC64,2023-01-08,0,0,0,15,0.0
min_changed_plus_2,DC19,DC65,DC19->DC65,2023-01-08,0,0,0,9577,0.0
min_changed_plus_2,DC19,DC70,DC19->DC70,2023-01-08,240,0,240,13506,0.01776988005330964
min_changed_plus_2,DC19,DC8,DC19->DC8,2023-01-08,94,0,94,67105,0.001400789807018851
min_changed_plus_2,DC19,DC81,DC19->DC81,2023-01-08,0,0,0,1202,0.0
min_changed_plus_2,DC19,DC9,DC19->DC9,2023-01-08,0,0,0,918,0.0
min_changed_plus_2,DC2,DC10,DC2->DC10,2023-01-08,0,0,0,41,0.0
min_changed_plus_2,DC2,DC14,DC2->DC14,2023-01-08,0,0,0,34,0.0
min_changed_plus_2,DC2,DC3,DC2->DC3,2023-01-08,0,0,0,30,0.0
min_changed_plus_2,DC2,DC4,DC2->DC4,2023-01-08,0,0,0,106,0.0
min_changed_plus_2,DC2,DC62,DC2->DC62,2023-01-08,0,0,0,29,0.0
min_changed_plus_2,DC2,DC8,DC2->DC8,2023-01-08,0,0,0,62,0.0
min_changed_plus_2,DC2,DC9,DC2->DC9,2023-01-08,0,0,0,164,0.0
min_changed_plus_2,DC20,DC10,DC20->DC10,2023-01-08,8949,0,8949,130546,0.06855054923168845
min_changed_plus_2,DC20,DC12,DC20->DC12,2023-01-08,0,0,0,4561,0.0
min_changed_plus_2,DC20,DC14,DC20->DC14,2023-01-08,6909,0,6909,30502,0.22650973706642188
min_changed_plus_2,DC20,DC3,DC20->DC3,2023-01-08,9237,0,9237,14978,0.6167044999332354
min_changed_plus_2,DC20,DC32,DC20->DC32,2023-01-08,0,0,0,111,0.0
min_changed_plus_2,DC20,DC33,DC20->DC33,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC20,DC34,DC20->DC34,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC20,DC35,DC20->DC35,2023-01-08,5,0,5,13082,0.0003822045558783061
min_changed_plus_2,DC20,DC4,DC20->DC4,2023-01-08,21007,4588,25595,121795,0.21014819984400016
min_changed_plus_2,DC20,DC40,DC20->DC40,2023-01-08,0,0,0,460,0.0
min_changed_plus_2,DC20,DC62,DC20->DC62,2023-01-08,8084,0,8084,32057,0.25217581183516863
min_changed_plus_2,DC20,DC64,DC20->DC64,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC20,DC65,DC20->DC65,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC20,DC70,DC20->DC70,2023-01-08,7,0,7,7097,0.0009863322530646753
min_changed_plus_2,DC20,DC76,DC20->DC76,2023-01-08,0,0,0,3,0.0
min_changed_plus_2,DC20,DC8,DC20->DC8,2023-01-08,82,0,82,51548,0.0015907503685885
min_changed_plus_2,DC20,DC81,DC20->DC81,2023-01-08,0,0,0,63,0.0
min_changed_plus_2,DC20,DC9,DC20->DC9,2023-01-08,0,0,0,857,0.0
min_changed_plus_2,DC21,DC10,DC21->DC10,2023-01-08,0,0,0,116981,0.0
min_changed_plus_2,DC21,DC12,DC21->DC12,2023-01-08,0,0,0,1767,0.0
min_changed_plus_2,DC21,DC14,DC21->DC14,2023-01-08,0,0,0,32070,0.0
min_changed_plus_2,DC21,DC20,DC21->DC20,2023-01-08,0,0,0,3,0.0
min_changed_plus_2,DC21,DC3,DC21->DC3,2023-01-08,7771,0,7771,19506,0.398390238900851
min_changed_plus_2,DC21,DC32,DC21->DC32,2023-01-08,0,0,0,40,0.0
min_changed_plus_2,DC21,DC33,DC21->DC33,2023-01-08,0,0,0,3,0.0
min_changed_plus_2,DC21,DC34,DC21->DC34,2023-01-08,0,0,0,4,0.0
min_changed_plus_2,DC21,DC35,DC21->DC35,2023-01-08,0,2666,2666,6143,0.4339899072114602
min_changed_plus_2,DC21,DC4,DC21->DC4,2023-01-08,0,0,0,130684,0.0
min_changed_plus_2,DC21,DC40,DC21->DC40,2023-01-08,0,0,0,430,0.0
min_changed_plus_2,DC21,DC62,DC21->DC62,2023-01-08,0,0,0,32645,0.0
min_changed_plus_2,DC21,DC70,DC21->DC70,2023-01-08,0,0,0,3085,0.0
min_changed_plus_2,DC21,DC76,DC21->DC76,2023-01-08,0,0,0,13,0.0
min_changed_plus_2,DC21,DC8,DC21->DC8,2023-01-08,0,0,0,512,0.0
min_changed_plus_2,DC21,DC81,DC21->DC81,2023-01-08,0,0,0,111,0.0
min_changed_plus_2,DC21,DC9,DC21->DC9,2023-01-08,0,0,0,941,0.0
min_changed_plus_2,DC22,DC10,DC22->DC10,2023-01-08,8331,0,8331,235177,0.0354243824863826
min_changed_plus_2,DC22,DC12,DC22->DC12,2023-01-08,0,0,0,13984,0.0
min_changed_plus_2,DC22,DC13,DC22->DC13,2023-01-08,0,0,0,1,0.0
min_changed_plus_2,DC22,DC14,DC22->DC14,2023-01-08,9252,0,9252,65525,0.14119801602441817
min_changed_plus_2,DC22,DC20,DC22->DC20,2023-01-08,0,0,0,2,0.0
min_changed_plus_2,DC22,DC21,DC22->DC21,2023-01-08,0,0,0,3,0.0
min_changed_plus_2,DC22,DC3,DC22->DC3,2023-01-08,19477,0,19477,29865,0.6521680897371505
min_changed_plus_2,DC22,DC32,DC22->DC32,2023-01-08,0,0,0,444,0.0
min_changed_plus_2,DC22,DC34,DC22->DC34,2023-01-08,0,0,0,7,0.0
min_changed_plus_2,DC22,DC35,DC22->DC35,2023-01-08,875,0,875,101949,0.008582722733915978
min_changed_plus_2,DC22,DC4,DC22->DC4,2023-01-08,35906,0,35906,236073,0.15209702083677507
min_changed_plus_2,DC22,DC40,DC22->DC40,2023-01-08,0,0,0,5427,0.0
min_changed_plus_2,DC22,DC62,DC22->DC62,2023-01-08,10520,4839,15359,60403,0.2542754498948728
min_changed_plus_2,DC22,DC64,DC22->DC64,2023-01-08,0,0,0,41048,0.0
min_changed_plus_2,DC22,DC65,DC22->DC65,2023-01-08,0,0,0,17537,0.0
min_changed_plus_2,DC22,DC70,DC22->DC70,2023-01-08,1167,0,1167,16266,0.0717447436370343
min_changed_plus_2,DC22,DC76,DC22->DC76,2023-01-08,0,0,0,9,0.0
min_changed_plus_2,DC22,DC8,DC22->DC8,2023-01-08,98,0,98,29845,0.003283632099179092
min_changed_plus_2,DC22,DC81,DC22->DC81,2023-01-08,0,0,0,1290,0.0
min_changed_plus_2,DC22,DC9,DC22->DC9,2023-01-08,0,0,0,885,0.0
min_changed_plus_2,DC23,DC10,DC23->DC10,2023-01-08,12231,0,12231,201943,0.06056659552447968
min_changed_plus_2,DC23,DC12,DC23->DC12,2023-01-08,9829,0,9829,15956,0.6160065179242918
min_changed_plus_2,DC23,DC14,DC23->DC14,2023-01-08,9800,0,9800,32755,0.2991909632117234
min_changed_plus_2,DC23,DC18,DC23->DC18,2023-01-08,0,0,0,55,0.0
min_changed_plus_2,DC23,DC20,DC23->DC20,2023-01-08,0,0,0,1,0.0
min_changed_plus_2,DC23,DC29,DC23->DC29,2023-01-08,0,0,0,11,0.0
