scenario,tau_years,distance_m,base_bed_elevation_m,initial_change_rate_m_per_year,ten_year_change_m,forecast_2033_bed_elevation_m
high,5.0,1985.0,39.433944954128435,0.8404663704476163,3.6336080807612015,43.067553034889634
high,5.0,1990.0,39.4,0.8646740542496439,3.7382657310520906,43.13826573105209
high,5.0,1995.0,39.4,0.8784228975105797,3.7977064293722966,43.197706429372296
high,5.0,2000.0,39.4,0.8454403691903147,3.6551122868313852,43.05511228683138
high,5.0,2005.0,39.4,0.8193003200764343,3.542100396015213,42.94210039601521
high,5.0,2010.0,39.4,0.8121072170629752,3.5110022841163007,42.9110022841163
high,5.0,2015.0,39.33,0.9181469073545675,3.9694461779745853,43.29944617797458
high,5.0,2020.0,39.2,1.12480232170443,4.862884404556807,44.06288440455681
high,5.0,2025.0,39.06503916449087,1.287085139921281,5.5644855398019955,44.62952470429286
high,5.0,2030.0,38.9,1.2999867145197959,5.620263221532128,44.520263221532126
high,5.0,2035.0,38.63377772443078,1.278126242817952,5.525753328670184,44.15953105310096
high,5.0,2040.0,38.36192232227427,1.2519817035864131,5.412722025622445,43.77464434789671
high,5.0,2045.0,38.300000000000004,0.5537338960402941,2.3939708119098393,40.69397081190984
high,5.0,2050.0,38.300000000000004,0.17579122291767935,0.7600023398680235,39.06000233986803
high,10.0,1820.0,42.04196616541354,0.6695202881338856,4.232175386822488,46.27414155223603
high,10.0,1825.0,41.90878399122808,0.6158395369549883,3.892848322487074,45.80163231371515
high,10.0,1830.0,41.800030075187976,0.5656842095287087,3.5758061864777826,45.37583626166576
high,10.0,1835.0,41.72498543233083,0.5744470468137247,3.631197882493063,45.356183314823895
high,10.0,1840.0,41.69012812011664,0.6453453678710582,4.079360745760744,45.769488865877385
high,10.0,1845.0,41.67297212636734,0.7220391920121013,4.564158175508098,46.23713030187544
high,10.0,1850.0,41.65968786428882,0.7262859088913424,4.591002545977022,46.25069041026584
high,10.0,1855.0,41.642288414447506,0.6686663624125316,4.226777546780684,45.86906596122819
high,10.0,1860.0,41.621377362641574,0.5487910047106888,3.469020765778062,45.090398128419636
high,10.0,1865.0,41.6,0.47162658205700525,2.9812485860827675,44.58124858608277
high,10.0,1870.0,41.579166666666666,0.49835526145569764,3.1502060636652756,44.72937273033194
high,10.0,1875.0,41.55833333333334,0.5809165702178256,3.67209306998861,45.23042640332195
high,10.0,1880.0,41.53515625,0.64964078812596,4.106512980280065,45.641669230280066
high,10.0,1885.0,41.50925925925927,0.6277508145068378,3.9681419567114453,45.477401215970715
high,10.0,1890.0,41.5,0.4909764500524104,3.1035630797879112,44.60356307978791
high,10.0,1895.0,41.5,0.34041914572101123,2.151859406291058,43.65185940629106
high,10.0,1900.0,41.5,0.27165311286163707,1.7171751750961528,43.21717517509615
high,10.0,1905.0,41.48900067552012,0.29646484612283674,1.8740152420418992,43.36301591756202
high,10.0,1910.0,41.46018235253434,0.37064030881479704,2.342893591323987,43.803075943858325
high,10.0,1915.0,41.43925559359996,0.45727042341668755,2.890500355859277,44.32975594945923
high,10.0,1920.0,41.423032546285256,0.5632109664690514,3.5601723086278887,44.98320485491315
high,10.0,1925.0,41.383644762335045,0.622495475760402,3.9349218800591417,45.31856664239419
high,10.0,1930.0,41.123250764839916,0.6346525250673786,4.011769088075465,45.135019852915384
high,10.0,1935.0,40.800000000000004,0.6159592078693575,3.89360478693974,44.693604786939744
high,10.0,1940.0,40.550389846764496,0.6454314574271903,4.07990493554406,44.63029478230855
high,10.0,1945.0,40.33431950215053,0.6635695770751632,4.194559718823818,44.528879220974346
high,10.0,1950.0,40.18783526435339,0.7035919462461894,4.4475493424841375,44.635384606837526
high,10.0,1955.0,40.07270266460046,0.7010042928803359,4.4311922535673585,44.50389491816782
high,10.0,1960.0,39.945397244673764,0.6979173497396794,4.411679051335921,44.35707629600969
high,10.0,1965.0,39.80133779511371,0.6915736524376728,4.371579236500084,44.17291703161379
high,10.0,1970.0,39.67837178364891,0.7227084577536,4.568388741853307,44.24676052550222
high,10.0,1975.0,39.57846070072168,0.7862894991058931,4.970297575758439,44.548758276480115
high,10.0,1980.0,39.5,0.8129530226637873,5.138843189875984,44.638843189875985
high,10.0,1985.0,39.433944954128435,0.8404663704476163,5.312760717639568,44.746705671768005
high,10.0,1990.0,39.4,0.8646740542496439,5.465782463768395,44.8657824637684
high,10.0,1995.0,39.4,0.8784228975105797,5.552691728621885,44.952691728621886
high,10.0,2000.0,39.4,0.8454403691903147,5.344202386288039,44.74420238628804
high,10.0,2005.0,39.4,0.8193003200764343,5.178965761751318,44.57896576175132
high,10.0,2010.0,39.4,0.8121072170629752,5.1334966787855265,44.533496678785525
high,10.0,2015.0,39.33,0.9181469073545675,5.803795361636812,45.133795361636814
high,10.0,2020.0,39.2,1.12480232170443,7.110106721674634,46.310106721674636
high,10.0,2025.0,39.06503916449087,1.287085139921281,8.135929779069725,47.200968943560596
high,10.0,2030.0,38.9,1.2999867145197959,8.21748328451954,47.11748328451954
high,10.0,2035.0,38.63377772443078,1.278126242817952,8.079298748635287,46.71307647306607
high,10.0,2040.0,38.36192232227427,1.2519817035864131,7.914033741141731,46.275956063416
high,10.0,2045.0,38.300000000000004,0.5537338960402941,3.500265798073052,41.800265798073056
high,10.0,2050.0,38.300000000000004,0.17579122291767935,1.1112124606787903,39.4112124606788
high,20.0,1820.0,42.04196616541354,0.6695202881338856,5.268714121620952,47.310680287034494
high,20.0,1825.0,41.90878399122808,0.6158395369549883,4.846279526571131,46.75506351779921
high,20.0,1830.0,41.800030075187976,0.5656842095287087,4.451587854684829,46.25161792987281
high,20.0,1835.0,41.72498543233083,0.5744470468137247,4.520546010796445,46.24553144312728
high,20.0,1840.0,41.69012812011664,0.6453453678710582,5.078472323074664,46.7686004431913
high,20.0,1845.0,41.67297212636734,0.7220391920121013,5.6820056908524945,47.35497781721983
high,20.0,1850.0,41.65968786428882,0.7262859088913424,5.715424748629738,47.37511261291856
high,20.0,1855.0,41.642288414447506,0.6686663624125316,5.26199424981624,46.90428266426375
high,20.0,1860.0,41.621377362641574,0.5487910047106888,4.318648691583116,45.94002605422469
high,20.0,1865.0,41.6,0.47162658205700525,3.711412002079108,45.31141200207911
high,20.0,1870.0,41.579166666666666,0.49835526145569764,3.9217503190742287,45.50091698574089
high,20.0,1875.0,41.55833333333334,0.5809165702178256,4.57145719291215,46.129790526245486
high,20.0,1880.0,41.53515625,0.64964078812596,5.112274646553728,46.64743089655373
high,20.0,1885.0,41.50925925925927,0.6277508145068378,4.94001397697725,46.449273236236515
high,20.0,1890.0,41.5,0.4909764500524104,3.8636835979751023,45.363683597975104
high,20.0,1895.0,41.5,0.34041914572101123,2.6788899337607037,44.1788899337607
high,20.0,1900.0,41.5,0.27165311286163707,2.1377434220935574,43.63774342209356
high,20.0,1905.0,41.48900067552012,0.29646484612283674,2.3329965484469644,43.82199722396708
high,20.0,1910.0,41.46018235253434,0.37064030881479704,2.91671195586528,44.37689430839962
high,20.0,1915.0,41.43925559359996,0.45727042341668755,3.5984378366937766,45.037693430293736
high,20.0,1920.0,41.423032546285256,0.5632109664690514,4.432124948383756,45.855157494669015
high,20.0,1925.0,41.383644762335045,0.622495475760402,4.898657683586316,46.28230244592136
high,20.0,1930.0,41.123250764839916,0.6346525250673786,4.994326206999457,46.11757697183937
high,20.0,1935.0,40.800000000000004,0.6159592078693575,4.8472212632857,45.6472212632857
high,20.0,1940.0,40.550389846764496,0.6454314574271903,5.079149795091802,45.6295396418563
high,20.0,1945.0,40.33431950215053,0.6635695770751632,5.221885674530626,45.55620517668115
high,20.0,1950.0,40.18783526435339,0.7035919462461894,5.536837178419848,45.72467244277324
high,20.0,1955.0,40.07270266460046,0.7010042928803359,5.516473933164754,45.58917659776522
high,20.0,1960.0,39.945397244673764,0.6979173497396794,5.492181583543579,45.43757882821734
high,20.0,1965.0,39.80133779511371,0.6915736524376728,5.442260575695513,45.243598370809224
high,20.0,1970.0,39.67837178364891,0.7227084577536,5.687272401848183,45.365644185497096
high,20.0,1975.0,39.57846070072168,0.7862894991058931,6.187616209761593,45.76607691048327
high,20.0,1980.0,39.5,0.8129530226637873,6.397441790242819,45.89744179024282
high,20.0,1985.0,39.433944954128435,0.8404663704476163,6.613954966274821,46.04789992040325
high,20.0,1990.0,39.4,0.8646740542496439,6.8044545937842,46.2044545937842
high,20.0,1995.0,39.4,0.8784228975105797,6.912649559536096,46.3126495595361
high,20.0,2000.0,39.4,0.8454403691903147,6.653097286352415,46.05309728635241
high,20.0,2005.0,39.4,0.8193003200764343,6.447391128754058,45.847391128754055
high,20.0,2010.0,39.4,0.8121072170629752,6.390785818807561,45.79078581880756
high,20.0,2015.0,39.33,0.9181469073545675,7.225253158473751,46.55525315847375
high,20.0,2020.0,39.2,1.12480232170443,8.851504549494807,48.05150454949481
high,20.0,2025.0,39.06503916449087,1.287085139921281,10.128570817969987,49.193609982460856
high,20.0,2030.0,38.9,1.2999867145197959,10.230098298888905,49.1300982988889
high,20.0,2035.0,38.63377772443078,1.278126242817952,10.058069791311002,48.691847515741784
high,20.0,2040.0,38.36192232227427,1.2519817035864131,9.852328299239986,48.21425062151425
high,20.0,2045.0,38.300000000000004,0.5537338960402941,4.357546215394555,42.65754621539456
high,20.0,2050.0,38.300000000000004,0.17579122291767935,1.3833691301945739,39.68336913019458
