scenario,tau_years,year,distance_m,cumulative_change_m,bed_elevation_m
low,20.0,2025,1915.0,-0.3635385024235692,41.075717091176394
low,20.0,2026,1915.0,-0.5321210564580708,40.907134537141886
low,20.0,2027,1915.0,-0.6924817423131707,40.74677385128679
low,20.0,2028,1915.0,-0.8450215452316568,40.5942340483683
low,20.0,2029,1915.0,-0.9901218941752611,40.4491336994247
low,20.0,2030,1915.0,-1.1281456155957383,40.31110997800422
low,20.0,2031,1915.0,-1.2594378406899858,40.179817752909976
low,20.0,2032,1915.0,-1.384326868407805,40.054928725192156
low,20.0,2033,1915.0,-1.5031249863702798,39.93613060722968
low,20.0,2023,1920.0,-0.0,41.423032546285256
low,20.0,2024,1920.0,-0.08297691094643447,41.34005563533882
low,20.0,2025,1920.0,-0.16190699019285845,41.261125556092395
low,20.0,2026,1920.0,-0.2369876040502299,41.18604494223503
low,20.0,2027,1920.0,-0.3084064931609378,41.11462605312432
low,20.0,2028,1920.0,-0.37634224194819665,41.04669030433706
low,20.0,2029,1920.0,-0.44096472517012614,40.98206782111513
low,20.0,2030,1920.0,-0.5024355326951291,40.920597013590125
low,20.0,2031,1920.0,-0.5609083735607318,40.86212417272453
low,20.0,2032,1920.0,-0.6165294603262409,40.806503085959015
low,20.0,2033,1920.0,-0.6694378746803004,40.75359467160496
low,20.0,2023,1925.0,-0.0,41.383644762335045
low,20.0,2024,1925.0,-0.02515011821979581,41.35849464411525
low,20.0,2025,1925.0,-0.04907365070013714,41.33457111163491
low,20.0,2026,1925.0,-0.07183041873343629,41.31181434360161
low,20.0,2027,1925.0,-0.09347732609324774,41.290167436241795
low,20.0,2028,1925.0,-0.11406850132334141,41.26957626101171
low,20.0,2029,1925.0,-0.13365543308725683,41.24998932924779
low,20.0,2030,1925.0,-0.1522870989167808,41.231357663418265
low,20.0,2031,1925.0,-0.1700100876812885,41.213634674653754
low,20.0,2032,1925.0,-0.18686871608418382,41.19677604625086
low,20.0,2033,1925.0,-0.2029051394777413,41.1807396228573
low,20.0,2023,1930.0,-0.0,41.123250764839916
low,20.0,2024,1930.0,-0.013291992398306932,41.10995877244161
low,20.0,2025,1930.0,-0.02593572667781632,41.0973150381621
low,20.0,2026,1930.0,-0.03796281876005395,41.08528794607986
low,20.0,2027,1930.0,-0.049403342639857975,41.07384742220006
low,20.0,2028,1930.0,-0.0602859055860306,41.06296485925389
low,20.0,2029,1930.0,-0.07063771967441121,41.05261304516551
low,20.0,2030,1930.0,-0.08048466983223988,41.04276609500768
low,20.0,2031,1930.0,-0.08985137856395845,41.03339938627596
low,20.0,2032,1930.0,-0.09876126752029692,41.02448949731962
low,20.0,2033,1930.0,-0.10723661606460003,41.01601414877532
low,20.0,2023,1935.0,-0.0,40.800000000000004
low,20.0,2024,1935.0,-0.031525669153070646,40.768474330846935
low,20.0,2025,1935.0,-0.061513813278546,40.73848618672146
low,20.0,2026,1935.0,-0.09003941835686631,40.70996058164314
low,20.0,2027,1935.0,-0.11717381325905164,40.682826186740954
low,20.0,2028,1935.0,-0.14298484810603243,40.65701515189397
low,20.0,2029,1935.0,-0.1675370639292939,40.63246293607071
low,20.0,2030,1935.0,-0.19089185405707224,40.60910814594293
low,20.0,2031,1935.0,-0.21310761762965374,40.58689238237035
low,20.0,2032,1935.0,-0.2342399056276444,40.56576009437236
low,20.0,2033,1935.0,-0.25434155977835643,40.54565844022165
low,20.0,2023,1940.0,-0.0,40.550389846764496
low,20.0,2024,1940.0,-0.0027780977091890046,40.54761174905531
low,20.0,2025,1940.0,-0.005420705994307617,40.544969140770185
low,20.0,2026,1940.0,-0.007934432752541807,40.542455414011954
low,20.0,2027,1940.0,-0.010325563610128966,40.540064283154365
low,20.0,2028,1940.0,-0.012600077639697492,40.5377897691248
low,20.0,2029,1940.0,-0.014763662311062768,40.535626184453434
low,20.0,2030,1940.0,-0.016821727712864123,40.53356811905163
low,20.0,2031,1940.0,-0.018779420080604455,40.53161042668389
low,20.0,2032,1940.0,-0.020641634664919535,40.52974821209958
low,20.0,2033,1940.0,-0.022413027972254404,40.52797681879224
low,20.0,2023,1945.0,0.0,40.33431950215053
low,20.0,2024,1945.0,0.014914032964941789,40.34923353511547
low,20.0,2025,1945.0,0.029100699959168065,40.363420202109694
low,20.0,2026,1945.0,0.042595475039669164,40.3769149771902
low,20.0,2027,1945.0,0.05543210217326083,40.38975160432379
low,20.0,2028,1945.0,0.06764267961407745,40.4019621817646
low,20.0,2029,1945.0,0.07925774016592688,40.41357724231646
low,20.0,2030,1945.0,0.09030632753020354,40.42462582968073
low,20.0,2031,1945.0,0.10081606893027029,40.4351355710808
low,20.0,2032,1945.0,0.1108132441939071,40.445132746344434
low,20.0,2033,1945.0,0.12032285146656914,40.454642353617096
low,20.0,2023,1950.0,0.0,40.18783526435339
low,20.0,2024,1950.0,0.05395231251125842,40.241787576864645
low,20.0,2025,1950.0,0.10527333969182552,40.293108604045216
low,20.0,2026,1950.0,0.15409141084158173,40.34192667519497
low,20.0,2027,1950.0,0.20052859656659935,40.38836386091999
low,20.0,2028,1950.0,0.2447010140192405,40.43253627837263
low,20.0,2029,1950.0,0.28671911725152177,40.47455438160491
low,20.0,2030,1950.0,0.3266879734077762,40.51452323776117
low,20.0,2031,1950.0,0.36470752544724194,40.55254278980063
low,20.0,2032,1950.0,0.40087284205351786,40.588708106406905
low,20.0,2033,1950.0,0.4352743553557919,40.62310961970918
low,20.0,2023,1955.0,0.0,40.07270266460046
low,20.0,2024,1955.0,0.05142828563435167,40.124130950234814
low,20.0,2025,1955.0,0.10034838418137443,40.173051048781836
low,20.0,2026,1955.0,0.14688262136877697,40.21958528596924
low,20.0,2027,1955.0,0.1911473570281297,40.26385002162859
low,20.0,2028,1955.0,0.23325327605505194,40.305955940655515
low,20.0,2029,1955.0,0.273305665179105,40.346008329779565
low,20.0,2030,1955.0,0.31140467623545653,40.38410734083592
low,20.0,2031,1955.0,0.34764557659663614,40.4203482411971
low,20.0,2032,1955.0,0.38211898739058875,40.454821651991054
low,20.0,2033,1955.0,0.41491111010069703,40.48761377470116
low,20.0,2023,1960.0,0.0,39.945397244673764
low,20.0,2024,1960.0,0.04841724576428381,39.99381449043805
low,20.0,2025,1960.0,0.0944731545885532,40.03987039926232
low,20.0,2026,1960.0,0.1382828902343202,40.083680134908086
low,20.0,2027,1960.0,0.17995599986017166,40.12535324453393
low,20.0,2028,1960.0,0.2195966879467254,40.16499393262049
low,20.0,2029,1960.0,0.2573040768621104,40.202701321535876
low,20.0,2030,1960.0,0.29317245471951653,40.23856969939328
low,20.0,2031,1960.0,0.3272915111465911,40.272688755820354
low,20.0,2032,1960.0,0.3597465615562247,40.305143806229985
low,20.0,2033,1960.0,0.39061876047952215,40.33601600515328
low,20.0,2023,1965.0,0.0,39.80133779511371
low,20.0,2024,1965.0,0.04222953040004122,39.84356732551375
low,20.0,2025,1965.0,0.08239950229940789,39.88373729741312
low,20.0,2026,1965.0,0.1206103615514522,39.92194815666516
low,20.0,2027,1965.0,0.1569576552074522,39.95829545032116
low,20.0,2028,1965.0,0.1915322704340074,39.99287006554772
low,20.0,2029,1965.0,0.22442066177829725,40.02575845689201
low,20.0,2030,1965.0,0.2557050673494803,40.05704286246319
low,20.0,2031,1965.0,0.28546371445680363,40.08680150957051
low,20.0,2032,1965.0,0.3137710152186227,40.11510881033233
low,20.0,2033,1965.0,0.3406977526314565,40.14203554774517
low,20.0,2023,1970.0,0.0,39.67837178364891
low,20.0,2024,1970.0,0.07259877786636125,39.750970561515274
low,20.0,2025,1970.0,0.14165687155563533,39.820028655204545
low,20.0,2026,1970.0,0.20734696227279975,39.885718745921714
low,20.0,2027,1970.0,0.26983330946108786,39.94820509311
low,20.0,2028,1970.0,0.32927216153615485,40.007643945185066
low,20.0,2029,1970.0,0.38581214658850405,40.06418393023742
low,20.0,2030,1970.0,0.4395946440311291,40.117966427680045
low,20.0,2031,1970.0,0.49075413812168833,40.1691259217706
low,20.0,2032,1970.0,0.5394185542431988,40.21779033789211
low,20.0,2033,1970.0,0.5857095787841264,40.26408136243304
low,20.0,2023,1975.0,0.0,39.57846070072168
low,20.0,2024,1975.0,0.1346164574182658,39.713077158139946
low,20.0,2025,1975.0,0.26266759273656787,39.84112829345825
low,20.0,2026,1975.0,0.3844736004920591,39.962934301213735
low,20.0,2027,1975.0,0.5003390591500447,40.07879975987172
low,20.0,2028,1975.0,0.6105536927087913,40.18901439343047
low,20.0,2029,1975.0,0.7153930951604354,40.293853795882114
low,20.0,2030,1975.0,0.8151194196195113,40.39358012034119
low,20.0,2031,1975.0,0.9099820338422895,40.48844273456397
low,20.0,2032,1975.0,1.0002181437760562,40.57867884449773
low,20.0,2033,1975.0,1.0860533866975361,40.664514087419214
low,20.0,2023,1980.0,0.0,39.5
low,20.0,2024,1980.0,0.16062436519341128,39.660624365193414
low,20.0,2025,1980.0,0.31341498765713266,39.81341498765713
low,20.0,2026,1980.0,0.4587539235324038,39.958753923532406
low,20.0,2027,1980.0,0.5970045958625845,40.097004595862586
low,20.0,2028,1980.0,0.7285127033400587,40.22851270334006
low,20.0,2029,1980.0,0.8536070847330348,40.353607084733035
low,20.0,2030,1980.0,0.9726005411537483,40.472600541153746
low,20.0,2031,1980.0,1.085790618224174,40.58579061822417
low,20.0,2032,1980.0,1.193460350095067,40.693460350095066
low,20.0,2033,1980.0,1.2958789671787625,40.795878967178766
low,20.0,2023,1985.0,0.0,39.433944954128435
low,20.0,2024,1985.0,0.18746120129999813,39.62140615542843
low,20.0,2025,1985.0,0.3657798119288081,39.799724766057246
low,20.0,2026,1985.0,0.5354017212950175,39.96934667542345
low,20.0,2027,1985.0,0.6967510725241495,40.130696026652586
low,20.0,2028,1985.0,0.8502313230373998,40.284176277165834
low,20.0,2029,1985.0,0.9962262534053448,40.43017120753378
low,20.0,2030,1985.0,1.135100926999267,40.5690458811277
low,20.0,2031,1985.0,1.2672026028397376,40.70114755696817
low,20.0,2032,1985.0,1.3928616039250485,40.826806558053484
low,20.0,2033,1985.0,1.5123921432107637,40.946337097339196
low,20.0,2023,1990.0,0.0,39.4
low,20.0,2024,1990.0,0.2110736547105908,39.61107365471059
low,20.0,2025,1990.0,0.4118531258082088,39.811853125808206
low,20.0,2026,1990.0,0.6028404665519532,40.00284046655195
low,20.0,2027,1990.0,0.7845132447745474,40.18451324477454
low,20.0,2028,1990.0,0.9573257370506711,40.35732573705067
low,20.0,2029,1990.0,1.1217100646250227,40.52171006462502
low,20.0,2030,1990.0,1.27807727394051,40.67807727394051
low,20.0,2031,1990.0,1.4268183644684633,40.826818364468465
low,20.0,2032,1990.0,1.5683052664109773,40.96830526641098
low,20.0,2033,1990.0,1.7028917707201439,41.10289177072014
low,20.0,2023,1995.0,0.0,39.4
low,20.0,2024,1995.0,0.22448443467629706,39.6244844346763
low,20.0,2025,1995.0,0.4380206342827996,39.8380206342828
low,20.0,2026,1995.0,0.641142550544562,40.04114255054456
low,20.0,2027,1995.0,0.834358094053721,40.23435809405372
low,20.0,2028,1995.0,1.0181504043105303,40.41815040431053
low,20.0,2029,1995.0,1.1929790578237724,40.59297905782377
low,20.0,2030,1995.0,1.3592812172914082,40.75928121729141
low,20.0,2031,1995.0,1.517472724735033,40.917472724735035
low,20.0,2032,1995.0,1.667949141321533,41.067949141321535
low,20.0,2033,1995.0,1.811086736472039,41.21108673647204
low,20.0,2023,2000.0,0.0,39.4
low,20.0,2024,2000.0,0.19231289692428072,39.59231289692428
low,20.0,2025,2000.0,0.37524658318962967,39.77524658318963
low,20.0,2026,2000.0,0.5492584882976113,39.94925848829761
low,20.0,2027,2000.0,0.7147837326497498,40.11478373264975
low,20.0,2028,2000.0,0.8722362155751742,40.27223621557517
low,20.0,2029,2000.0,1.0220096502945346,40.422009650294534
low,20.0,2030,2000.0,1.1644785484081268,40.564478548408125
low,20.0,2031,2000.0,1.29999915636997,40.69999915636997
low,20.0,2032,2000.0,1.428910346289501,40.8289103462895
low,20.0,2033,2000.0,1.5515344632883588,40.951534463288354
low,20.0,2023,2005.0,0.0,39.4
low,20.0,2024,2005.0,0.16681559214700967,39.56681559214701
low,20.0,2025,2005.0,0.3254954918627557,39.72549549186275
low,20.0,2026,2005.0,0.4764364815491955,39.87643648154919
low,20.0,2027,2005.0,0.6200159923021961,40.02001599230219
low,20.0,2028,2005.0,0.7565930476858665,40.15659304768587
low,20.0,2029,2005.0,0.8865091614784779,40.28650916147848
low,20.0,2030,2005.0,1.010089191634793,40.41008919163479
low,20.0,2031,2005.0,1.127642152600165,40.527642152600166
low,20.0,2032,2005.0,1.239461988007611,40.63946198800761
low,20.0,2033,2005.0,1.3458283056900004,40.74582830569
low,20.0,2023,2010.0,0.0,39.4
low,20.0,2024,2010.0,0.1597993566751687,39.559799356675164
low,20.0,2025,2010.0,0.311805206760874,39.71180520676087
low,20.0,2026,2010.0,0.4563976440586408,39.85639764405864
low,20.0,2027,2010.0,0.5939382249765515,39.99393822497655
low,20.0,2028,2010.0,0.7247708726085892,40.124770872608586
low,20.0,2029,2010.0,0.8492227367215174,40.249222736721514
low,20.0,2030,2010.0,0.9676050117996992,40.3676050117997
low,20.0,2031,2010.0,1.080213715193403,40.4802137151934
low,20.0,2032,2010.0,1.1873304273163676,40.58733042731637
low,20.0,2033,2010.0,1.289222995743504,40.6892229957435
low,20.0,2023,2015.0,0.0,39.33
low,20.0,2024,2015.0,0.2632316911009089,39.593231691100904
low,20.0,2025,2015.0,0.5136254211371766,39.843625421137176
low,20.0,2026,2015.0,0.7518073048581619,40.08180730485816
low,20.0,2027,2015.0,0.9783729210365714,40.30837292103657
low,20.0,2028,2015.0,1.1938888017256089,40.523888801725604
low,20.0,2029,2015.0,1.398893848884207,40.728893848884205
low,20.0,2030,2015.0,1.593900681912622,40.92390068191262
low,20.0,2031,2015.0,1.7793969194679478,41.10939691946795
low,20.0,2032,2015.0,1.9558463987647483,41.28584639876475
low,20.0,2033,2015.0,2.1236903354096945,41.45369033540969
low,20.0,2023,2020.0,0.0,39.2
low,20.0,2024,2020.0,0.464805760858633,39.664805760858634
low,20.0,2025,2020.0,0.9069426772648076,40.10694267726481
low,20.0,2026,2020.0,1.3275163218083723,40.52751632180838
low,20.0,2027,2020.0,1.727578347667716,40.92757834766772
low,20.0,2028,2020.0,2.1081291182904884,41.308129118290495
low,20.0,2029,2020.0,2.4701202088232925,41.67012020882329
low,20.0,2030,2020.0,2.814456785545197,42.0144567855452
low,20.0,2031,2020.0,3.14199986925492,42.34199986925492
low,20.0,2032,2020.0,3.4535684882713094,42.65356848827131
low,20.0,2033,2020.0,3.7499417264307517,42.94994172643075
low,20.0,2023,2025.0,0.0,39.06503916449087
low,20.0,2024,2025.0,0.6230982896202694,39.688137454111136
low,20.0,2025,2025.0,1.2158077170631383,40.280846881554005
low,20.0,2026,2025.0,1.7796103646257648,40.84464952911664
low,20.0,2027,2025.0,2.315916032598742,41.38095519708961
low,20.0,2028,2025.0,2.8260657645011467,41.891104928992014
low,20.0,2029,2025.0,3.3113352003878664,42.376374364878735
low,20.0,2030,2025.0,3.772937766614176,42.83797693110505
low,20.0,2031,2025.0,4.212027710033681,43.27706687452455
low,20.0,2032,2025.0,4.629702984216668,43.69474214870754
low,20.0,2033,2025.0,5.027007994905929,44.0920471593968
low,20.0,2023,2030.0,0.0,38.9
low,20.0,2024,2030.0,0.6356826339806002,39.5356826339806
low,20.0,2025,2030.0,1.2403626600670656,40.14036266006706
low,20.0,2026,2030.0,1.815552093288369,40.715552093288366
low,20.0,2027,2030.0,2.3626892068303627,41.26268920683036
low,20.0,2028,2030.0,2.883142128467894,41.783142128467894
low,20.0,2029,2030.0,3.3782122615968793,42.27821226159688
low,20.0,2030,2030.0,3.8491375394206555,42.74913753942065
low,20.0,2031,2030.0,4.2970955204278045,43.1970955204278
low,20.0,2032,2030.0,4.723206332901737,43.62320633290174
low,20.0,2033,2030.0,5.128535475824847,44.028535475824846
low,20.0,2023,2035.0,0.0,38.63377772443078
low,20.0,2024,2035.0,0.6143596782689047,39.24813740269968
low,20.0,2025,2035.0,1.1987566814650796,39.832534405895856
low,20.0,2026,2035.0,1.7546523064953174,40.388430030926095
low,20.0,2027,2035.0,2.2834365819752964,40.91721430640607
low,20.0,2028,2035.0,2.7864317440251427,41.42020946845592
low,20.0,2029,2035.0,3.2648955425484627,41.898673266979245
low,20.0,2030,2035.0,3.7200243862622253,42.353802110693
low,20.0,2031,2035.0,4.152956334341742,42.786734058772524
low,20.0,2032,2035.0,4.564773942161396,43.198551666592174
low,20.0,2033,2035.0,4.956506968246945,43.59028469267773
low,20.0,2023,2040.0,0.0,38.36192232227427
low,20.0,2024,2040.0,0.5888579937791885,38.950780316053454
low,20.0,2025,2040.0,1.1489970443144117,39.51091936658868
low,20.0,2026,2040.0,1.681817790995407,40.04374011326968
low,20.0,2027,2040.0,2.188652563222812,40.55057488549708
low,20.0,2028,2040.0,2.670768711925636,41.03269103419991
low,20.0,2029,2040.0,3.129371778598725,41.49129410087299
low,20.0,2030,2040.0,3.5656085097844294,41.9275308320587
low,20.0,2031,2040.0,3.9805697245362794,42.34249204681055
low,20.0,2032,2040.0,4.3752930420348,42.737215364309066
low,20.0,2033,2040.0,4.750765476175929,43.112687798450196
low,20.0,2023,2045.0,-0.0,38.300000000000004
low,20.0,2024,2045.0,-0.09222095452358973,38.207779045476414
low,20.0,2025,2045.0,-0.17994424002197065,38.12005575997804
low,20.0,2026,2045.0,-0.26338921040190716,38.0366107895981
low,20.0,2027,2045.0,-0.3427645215538934,37.95723547844611
low,20.0,2028,2045.0,-0.41826865310056227,37.88173134689944
low,20.0,2029,2045.0,-0.49009040469912646,37.80990959530088
low,20.0,2030,2045.0,-0.5584093681388619,37.74159063186114
low,20.0,2031,2045.0,-0.6233963764141266,37.676603623585876
low,20.0,2032,2045.0,-0.6852139308958298,37.61478606910418
low,20.0,2033,2045.0,-0.7440166076695021,37.5559833923305
low,20.0,2023,2050.0,-0.0,38.300000000000004
low,20.0,2024,2050.0,-0.46087058800215863,37.839129411997845
low,20.0,2025,2050.0,-0.8992642521967583,37.400735747803246
low,20.0,2026,2050.0,-1.3162772050933456,36.98372279490666
low,20.0,2027,2050.0,-1.7129521962865104,36.587047803713496
low,20.0,2028,2050.0,-2.0902811198730094,36.20971888012699
low,20.0,2029,2050.0,-2.44920749470367,35.85079250529633
low,20.0,2030,2050.0,-2.790628823671966,35.50937117632804
low,20.0,2031,2050.0,-3.115398837938747,35.184601162061256
low,20.0,2032,2050.0,-3.4243296317048264,34.875670368295175
low,20.0,2033,2050.0,-3.718193692869483,34.58180630713052
central,5.0,2023,1820.0,0.0,42.04196616541354
central,5.0,2024,1820.0,0.32265220810251743,42.36461837351606
central,5.0,2025,1820.0,0.5868174934245651,42.6287836588381
central,5.0,2026,1820.0,0.8030977364133451,42.84506390182688
central,5.0,2027,1820.0,0.9801730226314382,43.02213918804498
central,5.0,2028,1820.0,1.1251500050682766,43.16711617048182
central,5.0,2029,1820.0,1.2438471190777625,43.285813284491304
central,5.0,2030,1820.0,1.341028096618932,43.382994262032476
central,5.0,2031,1820.0,1.4205931515460684,43.46255931695961
central,5.0,2032,1820.0,1.4857355088852535,43.5277016742988
central,5.0,2033,1820.0,1.5390695601668396,43.58103572558038
central,5.0,2023,1825.0,0.0,41.90878399122808
central,5.0,2024,1825.0,0.27399886140048263,42.18278285262856
central,5.0,2025,1825.0,0.4983301555374092,42.40711414676549
central,5.0,2026,1825.0,0.6819970849250934,42.59078107615317
central,5.0,2027,1825.0,0.8323708483381927,42.74115483956627
central,5.0,2028,1825.0,0.9554864729005696,42.864270464128644
central,5.0,2029,1825.0,1.0562850209141905,42.965069012142266
central,5.0,2030,1825.0,1.1388118920385497,43.047595883266624
central,5.0,2031,1825.0,1.2063791793833658,43.115163170611446
central,5.0,2032,1825.0,1.2616985954346234,43.1704825866627
central,5.0,2033,1825.0,1.3069903025981038,43.21577429382618
central,5.0,2023,1830.0,0.0,41.800030075187976
central,5.0,2024,1830.0,0.2285407692420378,42.028570844430014
central,5.0,2025,1830.0,0.41565412535259255,42.21568420054057
central,5.0,2026,1830.0,0.5688495843119357,42.36887965949991
central,5.0,2027,1830.0,0.6942754177938458,42.49430549298182
central,5.0,2028,1830.0,0.7969654048959236,42.5969954800839
central,5.0,2029,1830.0,0.8810408553695759,42.68107093055755
central,5.0,2030,1830.0,0.9498760122512401,42.749906087439214
central,5.0,2031,1830.0,1.006233472083206,42.80626354727118
central,5.0,2032,1830.0,1.0523750576129933,42.85240513280097
central,5.0,2033,1830.0,1.0901525926820084,42.890182667869986
central,5.0,2023,1835.0,0.0,41.72498543233083
central,5.0,2024,1835.0,0.23648293381981306,41.96146836615065
central,5.0,2025,1835.0,0.430098784316199,42.15508421664703
central,5.0,2026,1835.0,0.588618035400939,42.313603467731774
central,5.0,2027,1835.0,0.7184026212189061,42.44338805354974
central,5.0,2028,1835.0,0.8246612529035641,42.5496466852344
central,5.0,2029,1835.0,0.91165846244378,42.636643894774615
central,5.0,2030,1835.0,0.9828857533263241,42.707871185657154
central,5.0,2031,1835.0,1.041201726830294,42.76618715916113
central,5.0,2032,1835.0,1.0889468077336746,42.81393224006451
central,5.0,2033,1835.0,1.1280371737774686,42.853022606108304
central,5.0,2023,1840.0,0.0,41.69012812011664
central,5.0,2024,1840.0,0.3007413601503046,41.990869480266944
central,5.0,2025,1840.0,0.5469675604278599,42.2370956805445
central,5.0,2026,1840.0,0.7485605228086327,42.43868864292527
central,5.0,2027,1840.0,0.9136108807138643,42.6037390008305
central,5.0,2028,1840.0,1.0487426845374048,42.73887080465404
central,5.0,2029,1840.0,1.1593792480466383,42.84950736816328
central,5.0,2030,1840.0,1.2499608050065132,42.940088925123156
central,5.0,2031,1840.0,1.3241227113512475,43.01425083146789
central,5.0,2032,1840.0,1.3848413447825705,43.07496946489921
central,5.0,2033,1840.0,1.4345535572576635,43.124681677374305
central,5.0,2023,1845.0,0.0,41.67297212636734
central,5.0,2024,1845.0,0.37025251887838745,42.04322464524573
central,5.0,2025,1845.0,0.673389642488709,42.34636176885605
central,5.0,2026,1845.0,0.921577327988081,42.59454945435542
central,5.0,2027,1845.0,1.1247762186416634,42.797748345009005
central,5.0,2028,1845.0,1.2911413994110812,42.96411352577842
central,5.0,2029,1845.0,1.427349689148381,43.10032181551572
central,5.0,2030,1845.0,1.5388676047804648,43.211839731147805
central,5.0,2031,1845.0,1.6301707518276076,43.30314287819495
central,5.0,2032,1845.0,1.7049234461679044,43.377895572535245
central,5.0,2033,1845.0,1.7661257758997435,43.439097902267086
central,5.0,2023,1850.0,0.0,41.65968786428882
central,5.0,2024,1850.0,0.37410151473134273,42.03378937902016
central,5.0,2025,1850.0,0.6803899296149485,42.34007779390377
central,5.0,2026,1850.0,0.9311576741916644,42.59084553848049
central,5.0,2027,1850.0,1.1364689385566262,42.796156802845445
central,5.0,2028,1850.0,1.304563584645544,42.96425144893436
central,5.0,2029,1850.0,1.4421878408263002,43.10187570511512
central,5.0,2030,1850.0,1.5548650517309683,43.21455291601979
central,5.0,2031,1850.0,1.6471173494696736,43.306805213758494
central,5.0,2032,1850.0,1.7226471426704577,43.38233500695928
central,5.0,2033,1850.0,1.7844857071375602,43.44417357142638
central,5.0,2023,1855.0,0.0,41.642288414447506
central,5.0,2024,1855.0,0.3218782557403315,41.964166670187836
central,5.0,2025,1855.0,0.5854098824620403,42.227698296909544
central,5.0,2026,1855.0,0.8011713296677705,42.44345974411527
central,5.0,2027,1855.0,0.9778218618237134,42.62011027627122
central,5.0,2028,1855.0,1.1224510850473746,42.76473949949488
central,5.0,2029,1855.0,1.2408634778943661,42.88315189234187
central,5.0,2030,1855.0,1.33781134546375,42.980099759911255
central,5.0,2031,1855.0,1.4171855460881355,43.05947396053564
central,5.0,2032,1855.0,1.4821716451403015,43.12446005958781
central,5.0,2033,1855.0,1.5353777629568819,43.17766617740439
central,5.0,2023,1860.0,0.0,41.621377362641574
central,5.0,2024,1860.0,0.21322967666472847,41.834607039306306
central,5.0,2025,1860.0,0.3878073704190161,42.00918473306059
central,5.0,2026,1860.0,0.5307394970970812,42.152116859738655
central,5.0,2027,1860.0,0.6477624248112512,42.26913978745283
central,5.0,2028,1860.0,0.7435726945460637,42.36495005718764
central,5.0,2029,1860.0,0.8220155088386513,42.44339287148023
central,5.0,2030,1860.0,0.8862390532579779,42.507616415899555
central,5.0,2031,1860.0,0.9388208441457504,42.56019820678733
central,5.0,2032,1860.0,0.9818711733974852,42.60324853603906
central,5.0,2033,1860.0,1.0171178018860132,42.63849516452759
central,5.0,2023,1865.0,0.0,41.6
central,5.0,2024,1865.0,0.1432919927467008,41.743291992746705
central,5.0,2025,1865.0,0.2606095538782518,41.860609553878255
central,5.0,2026,1865.0,0.3566610490527587,41.95666104905276
central,5.0,2027,1865.0,0.43530136203124903,42.03530136203125
central,5.0,2028,1865.0,0.49968660469841647,42.09968660469842
central,5.0,2029,1865.0,0.5524007829144151,42.15240078291442
central,5.0,2030,1865.0,0.5955595017430867,42.19555950174309
central,5.0,2031,1865.0,0.6308948721115658,42.23089487211157
central,5.0,2032,1865.0,0.65982502650364,42.25982502650364
central,5.0,2033,1865.0,0.6835110335957253,42.28351103359573
central,5.0,2023,1870.0,0.0,41.579166666666666
central,5.0,2024,1870.0,0.16751743067580596,41.746684097342474
central,5.0,2025,1870.0,0.3046691028466971,41.88383576951336
central,5.0,2026,1870.0,0.4169593946890753,41.99612606135574
central,5.0,2027,1870.0,0.508894909892532,42.0880615765592
central,5.0,2028,1870.0,0.5841653434896704,42.16333201015634
central,5.0,2029,1870.0,0.6457915622731616,42.224958228939826
central,5.0,2030,1870.0,0.6962468427871181,42.275413509453784
central,5.0,2031,1870.0,0.7375561325990704,42.31672279926573
central,5.0,2032,1870.0,0.7713773185559266,42.35054398522259
central,5.0,2033,1870.0,0.799067763604374,42.37823443027104
central,5.0,2023,1875.0,0.0,41.55833333333334
central,5.0,2024,1875.0,0.24234656199684174,41.80067989533018
central,5.0,2025,1875.0,0.44076314520637566,41.99909647853971
central,5.0,2026,1875.0,0.6032129038006775,42.16154623713401
central,5.0,2027,1875.0,0.7362155169919267,42.29454885032526
central,5.0,2028,1875.0,0.8451088466513376,42.40344217998467
central,5.0,2029,1875.0,0.9342631644485558,42.492596497781896
central,5.0,2030,1875.0,1.0072565461988263,42.56558987953216
central,5.0,2031,1875.0,1.067018472608934,42.62535180594227
central,5.0,2032,1875.0,1.115947399624072,42.674280732957406
central,5.0,2033,1875.0,1.1560070168864738,42.714340350219814
central,5.0,2023,1880.0,0.0,41.53515625
central,5.0,2024,1880.0,0.3046344981244028,41.8397907481244
central,5.0,2025,1880.0,0.554048130187328,42.089204380187326
central,5.0,2026,1880.0,0.7582507409941215,42.29340699099412
central,5.0,2027,1880.0,0.9254376983204577,42.46059394832046
central,5.0,2028,1880.0,1.0623188017970653,42.59747505179706
central,5.0,2029,1880.0,1.174387570728613,42.70954382072861
central,5.0,2030,1880.0,1.2661417183124621,42.80129796831246
central,5.0,2031,1880.0,1.341263660661815,42.87641991066182
central,5.0,2032,1880.0,1.402768305094181,42.937924555094185
central,5.0,2033,1880.0,1.453124048948086,42.988280298948084
central,5.0,2023,1885.0,0.0,41.50925925925927
central,5.0,2024,1885.0,0.28479460295899706,41.79405386221826
central,5.0,2025,1885.0,0.5179647027121613,42.02722396197143
central,5.0,2026,1885.0,0.7088682340783378,42.218127493337605
central,5.0,2027,1885.0,0.8651668260790137,42.37442608533828
central,5.0,2028,1885.0,0.9931332900127552,42.502392549272024
central,5.0,2029,1885.0,1.0979033693979536,42.60716262865722
central,5.0,2030,1885.0,1.1836818553930375,42.69294111465231
central,5.0,2031,1885.0,1.2539113398296815,42.76317059908895
