场地1,场地2,edge,日期,预测货量
DC68,DC65,DC68->DC65,2023-01-09,3
DC68,DC70,DC68->DC70,2023-01-09,19
DC68,DC8,DC68->DC8,2023-01-09,1469
DC69,DC10,DC69->DC10,2023-01-09,1311
DC69,DC14,DC69->DC14,2023-01-09,1176
DC69,DC3,DC69->DC3,2023-01-09,2
DC69,DC4,DC69->DC4,2023-01-09,4
DC69,DC5,DC69->DC5,2023-01-09,338
DC69,DC62,DC69->DC62,2023-01-09,1186
DC69,DC8,DC69->DC8,2023-01-09,2191
DC7,DC10,DC7->DC10,2023-01-09,791
DC7,DC12,DC7->DC12,2023-01-09,4
DC7,DC14,DC7->DC14,2023-01-09,1344
DC7,DC3,DC7->DC3,2023-01-09,49
DC7,DC34,DC7->DC34,2023-01-09,3
DC7,DC35,DC7->DC35,2023-01-09,4
DC7,DC4,DC7->DC4,2023-01-09,74
DC7,DC40,DC7->DC40,2023-01-09,2
DC7,DC5,DC7->DC5,2023-01-09,539
DC7,DC62,DC7->DC62,2023-01-09,827
DC7,DC65,DC7->DC65,2023-01-09,4
DC7,DC70,DC7->DC70,2023-01-09,4
DC7,DC8,DC7->DC8,2023-01-09,1377
DC7,DC9,DC7->DC9,2023-01-09,53
DC70,DC10,DC70->DC10,2023-01-09,4
DC70,DC14,DC70->DC14,2023-01-09,7
DC70,DC3,DC70->DC3,2023-01-09,3
DC70,DC32,DC70->DC32,2023-01-09,49
DC70,DC34,DC70->DC34,2023-01-09,2
DC70,DC35,DC70->DC35,2023-01-09,45
DC70,DC38,DC70->DC38,2023-01-09,5
DC70,DC4,DC70->DC4,2023-01-09,12
DC70,DC40,DC70->DC40,2023-01-09,32
DC70,DC5,DC70->DC5,2023-01-09,4
DC70,DC62,DC70->DC62,2023-01-09,4
DC70,DC8,DC70->DC8,2023-01-09,15
DC71,DC10,DC71->DC10,2023-01-09,341
DC71,DC12,DC71->DC12,2023-01-09,451
DC71,DC14,DC71->DC14,2023-01-09,152
DC71,DC3,DC71->DC3,2023-01-09,101
DC71,DC35,DC71->DC35,2023-01-09,55
DC71,DC4,DC71->DC4,2023-01-09,850
DC71,DC40,DC71->DC40,2023-01-09,8
DC71,DC5,DC71->DC5,2023-01-09,91
DC71,DC62,DC71->DC62,2023-01-09,181
DC71,DC70,DC71->DC70,2023-01-09,181
DC71,DC8,DC71->DC8,2023-01-09,10
DC71,DC9,DC71->DC9,2023-01-09,10
DC72,DC10,DC72->DC10,2023-01-09,163
DC72,DC14,DC72->DC14,2023-01-09,144
DC72,DC3,DC72->DC3,2023-01-09,63
DC72,DC35,DC72->DC35,2023-01-09,16
DC72,DC4,DC72->DC4,2023-01-09,98
DC72,DC5,DC72->DC5,2023-01-09,11
DC72,DC62,DC72->DC62,2023-01-09,8
DC72,DC8,DC72->DC8,2023-01-09,6
DC72,DC9,DC72->DC9,2023-01-09,4
DC73,DC10,DC73->DC10,2023-01-09,10598
DC73,DC12,DC73->DC12,2023-01-09,7
DC73,DC14,DC73->DC14,2023-01-09,10183
DC73,DC20,DC73->DC20,2023-01-09,4
DC73,DC3,DC73->DC3,2023-01-09,87
DC73,DC34,DC73->DC34,2023-01-09,4
DC73,DC35,DC73->DC35,2023-01-09,6
DC73,DC4,DC73->DC4,2023-01-09,39658
DC73,DC40,DC73->DC40,2023-01-09,4
DC73,DC5,DC73->DC5,2023-01-09,5070
DC73,DC62,DC73->DC62,2023-01-09,10967
DC73,DC64,DC73->DC64,2023-01-09,4
DC73,DC70,DC73->DC70,2023-01-09,6
DC73,DC8,DC73->DC8,2023-01-09,805
DC73,DC9,DC73->DC9,2023-01-09,23
DC74,DC10,DC74->DC10,2023-01-09,97
DC74,DC14,DC74->DC14,2023-01-09,47
DC74,DC3,DC74->DC3,2023-01-09,53
DC74,DC4,DC74->DC4,2023-01-09,21
DC74,DC5,DC74->DC5,2023-01-09,43
DC74,DC8,DC74->DC8,2023-01-09,7
DC74,DC9,DC74->DC9,2023-01-09,118
DC75,DC35,DC75->DC35,2023-01-09,2
DC76,DC10,DC76->DC10,2023-01-09,3
DC76,DC14,DC76->DC14,2023-01-09,3
DC76,DC3,DC76->DC3,2023-01-09,3
DC76,DC4,DC76->DC4,2023-01-09,3
DC76,DC5,DC76->DC5,2023-01-09,3
DC76,DC62,DC76->DC62,2023-01-09,2
DC76,DC8,DC76->DC8,2023-01-09,3
DC77,DC6,DC77->DC6,2023-01-09,2
DC8,DC10,DC8->DC10,2023-01-09,22232
DC8,DC13,DC8->DC13,2023-01-09,4
DC8,DC14,DC8->DC14,2023-01-09,15202
DC8,DC15,DC8->DC15,2023-01-09,40
DC8,DC25,DC8->DC25,2023-01-09,3
DC8,DC27,DC8->DC27,2023-01-09,3
DC8,DC3,DC8->DC3,2023-01-09,53
DC8,DC32,DC8->DC32,2023-01-09,4
DC8,DC33,DC8->DC33,2023-01-09,5
DC8,DC34,DC8->DC34,2023-01-09,46
DC8,DC35,DC8->DC35,2023-01-09,102
DC8,DC38,DC8->DC38,2023-01-09,1
DC8,DC4,DC8->DC4,2023-01-09,957
DC8,DC40,DC8->DC40,2023-01-09,15
DC8,DC43,DC8->DC43,2023-01-09,3
DC8,DC44,DC8->DC44,2023-01-09,3
DC8,DC5,DC8->DC5,2023-01-09,8653
DC8,DC59,DC8->DC59,2023-01-09,3
DC8,DC62,DC8->DC62,2023-01-09,20927
DC8,DC64,DC8->DC64,2023-01-09,5
DC8,DC65,DC8->DC65,2023-01-09,18
DC8,DC70,DC8->DC70,2023-01-09,76
DC8,DC76,DC8->DC76,2023-01-09,3
DC8,DC78,DC8->DC78,2023-01-09,3
DC8,DC9,DC8->DC9,2023-01-09,11
DC9,DC10,DC9->DC10,2023-01-09,15
DC9,DC12,DC9->DC12,2023-01-09,22
DC9,DC13,DC9->DC13,2023-01-09,3
DC9,DC14,DC9->DC14,2023-01-09,17
DC9,DC19,DC9->DC19,2023-01-09,2
DC9,DC21,DC9->DC21,2023-01-09,1
DC9,DC22,DC9->DC22,2023-01-09,3
DC9,DC23,DC9->DC23,2023-01-09,2
DC9,DC25,DC9->DC25,2023-01-09,3
DC9,DC3,DC9->DC3,2023-01-09,180
DC9,DC32,DC9->DC32,2023-01-09,8
DC9,DC34,DC9->DC34,2023-01-09,8
DC9,DC35,DC9->DC35,2023-01-09,24
DC9,DC36,DC9->DC36,2023-01-09,3
DC9,DC4,DC9->DC4,2023-01-09,202
DC9,DC40,DC9->DC40,2023-01-09,3
DC9,DC48,DC9->DC48,2023-01-09,3
DC9,DC5,DC9->DC5,2023-01-09,232
DC9,DC51,DC9->DC51,2023-01-09,2
DC9,DC58,DC9->DC58,2023-01-09,1
DC9,DC62,DC9->DC62,2023-01-09,2
DC9,DC67,DC9->DC67,2023-01-09,8
DC9,DC79,DC9->DC79,2023-01-09,2
DC9,DC8,DC9->DC8,2023-01-09,208
DC1,DC8,DC1->DC8,2023-01-10,3
DC10,DC12,DC10->DC12,2023-01-10,86
DC10,DC13,DC10->DC13,2023-01-10,3
DC10,DC14,DC10->DC14,2023-01-10,11673
DC10,DC17,DC10->DC17,2023-01-10,3
DC10,DC19,DC10->DC19,2023-01-10,3
DC10,DC20,DC10->DC20,2023-01-10,3
DC10,DC21,DC10->DC21,2023-01-10,4
DC10,DC22,DC10->DC22,2023-01-10,4
DC10,DC23,DC10->DC23,2023-01-10,86
DC10,DC25,DC10->DC25,2023-01-10,3
DC10,DC27,DC10->DC27,2023-01-10,3
DC10,DC28,DC10->DC28,2023-01-10,3
DC10,DC3,DC10->DC3,2023-01-10,174
DC10,DC30,DC10->DC30,2023-01-10,4
DC10,DC32,DC10->DC32,2023-01-10,8
DC10,DC33,DC10->DC33,2023-01-10,4
DC10,DC34,DC10->DC34,2023-01-10,5
DC10,DC35,DC10->DC35,2023-01-10,440
DC10,DC36,DC10->DC36,2023-01-10,5
DC10,DC38,DC10->DC38,2023-01-10,4
DC10,DC4,DC10->DC4,2023-01-10,52923
DC10,DC40,DC10->DC40,2023-01-10,56
DC10,DC47,DC10->DC47,2023-01-10,2
DC10,DC5,DC10->DC5,2023-01-10,10130
DC10,DC51,DC10->DC51,2023-01-10,1
DC10,DC59,DC10->DC59,2023-01-10,3
DC10,DC60,DC10->DC60,2023-01-10,3
DC10,DC61,DC10->DC61,2023-01-10,3
DC10,DC62,DC10->DC62,2023-01-10,13812
DC10,DC64,DC10->DC64,2023-01-10,3
DC10,DC65,DC10->DC65,2023-01-10,4
DC10,DC67,DC10->DC67,2023-01-10,3
DC10,DC70,DC10->DC70,2023-01-10,794
DC10,DC73,DC10->DC73,2023-01-10,3
DC10,DC76,DC10->DC76,2023-01-10,3
DC10,DC78,DC10->DC78,2023-01-10,3
DC10,DC8,DC10->DC8,2023-01-10,1326
DC10,DC80,DC10->DC80,2023-01-10,1
DC10,DC9,DC10->DC9,2023-01-10,6
DC11,DC10,DC11->DC10,2023-01-10,56
DC11,DC14,DC11->DC14,2023-01-10,36
DC11,DC22,DC11->DC22,2023-01-10,2
DC11,DC3,DC11->DC3,2023-01-10,58
DC11,DC5,DC11->DC5,2023-01-10,26
DC11,DC9,DC11->DC9,2023-01-10,25
DC12,DC10,DC12->DC10,2023-01-10,3
DC12,DC14,DC12->DC14,2023-01-10,8
DC12,DC23,DC12->DC23,2023-01-10,3
DC12,DC3,DC12->DC3,2023-01-10,4
DC12,DC32,DC12->DC32,2023-01-10,3
DC12,DC35,DC12->DC35,2023-01-10,37
DC12,DC36,DC12->DC36,2023-01-10,3
DC12,DC38,DC12->DC38,2023-01-10,3
DC12,DC40,DC12->DC40,2023-01-10,4
DC12,DC5,DC12->DC5,2023-01-10,4
DC12,DC67,DC12->DC67,2023-01-10,3
DC12,DC9,DC12->DC9,2023-01-10,5
DC13,DC10,DC13->DC10,2023-01-10,6
DC13,DC14,DC13->DC14,2023-01-10,6
DC13,DC15,DC13->DC15,2023-01-10,2
DC13,DC3,DC13->DC3,2023-01-10,5
DC13,DC4,DC13->DC4,2023-01-10,10
DC13,DC5,DC13->DC5,2023-01-10,5
DC13,DC62,DC13->DC62,2023-01-10,6
DC13,DC8,DC13->DC8,2023-01-10,3
DC13,DC9,DC13->DC9,2023-01-10,4
DC14,DC10,DC14->DC10,2023-01-10,30799
DC14,DC11,DC14->DC11,2023-01-10,1
DC14,DC12,DC14->DC12,2023-01-10,49
DC14,DC13,DC14->DC13,2023-01-10,3
DC14,DC17,DC14->DC17,2023-01-10,3
DC14,DC19,DC14->DC19,2023-01-10,2
DC14,DC20,DC14->DC20,2023-01-10,3
DC14,DC21,DC14->DC21,2023-01-10,3
DC14,DC22,DC14->DC22,2023-01-10,3
DC14,DC23,DC14->DC23,2023-01-10,4
DC14,DC25,DC14->DC25,2023-01-10,3
DC14,DC3,DC14->DC3,2023-01-10,703
DC14,DC30,DC14->DC30,2023-01-10,3
DC14,DC32,DC14->DC32,2023-01-10,4
DC14,DC33,DC14->DC33,2023-01-10,4
DC14,DC34,DC14->DC34,2023-01-10,5
DC14,DC35,DC14->DC35,2023-01-10,1648
DC14,DC36,DC14->DC36,2023-01-10,3
DC14,DC38,DC14->DC38,2023-01-10,2
DC14,DC4,DC14->DC4,2023-01-10,402
DC14,DC40,DC14->DC40,2023-01-10,679
DC14,DC43,DC14->DC43,2023-01-10,3
DC14,DC5,DC14->DC5,2023-01-10,20671
DC14,DC61,DC14->DC61,2023-01-10,3
DC14,DC62,DC14->DC62,2023-01-10,30068
DC14,DC64,DC14->DC64,2023-01-10,4
DC14,DC65,DC14->DC65,2023-01-10,5
DC14,DC67,DC14->DC67,2023-01-10,2
DC14,DC70,DC14->DC70,2023-01-10,804
DC14,DC76,DC14->DC76,2023-01-10,2
DC14,DC78,DC14->DC78,2023-01-10,3
DC14,DC8,DC14->DC8,2023-01-10,152644
DC14,DC81,DC14->DC81,2023-01-10,45
DC14,DC9,DC14->DC9,2023-01-10,50
DC15,DC10,DC15->DC10,2023-01-10,7052
DC15,DC12,DC15->DC12,2023-01-10,53
DC15,DC13,DC15->DC13,2023-01-10,2
DC15,DC14,DC15->DC14,2023-01-10,5360
DC15,DC3,DC15->DC3,2023-01-10,215
DC15,DC32,DC15->DC32,2023-01-10,8
DC15,DC33,DC15->DC33,2023-01-10,5
DC15,DC34,DC15->DC34,2023-01-10,4
DC15,DC35,DC15->DC35,2023-01-10,82
DC15,DC4,DC15->DC4,2023-01-10,1862
DC15,DC40,DC15->DC40,2023-01-10,23
DC15,DC5,DC15->DC5,2023-01-10,3441
DC15,DC62,DC15->DC62,2023-01-10,6604
DC15,DC64,DC15->DC64,2023-01-10,4
DC15,DC65,DC15->DC65,2023-01-10,6
DC15,DC70,DC15->DC70,2023-01-10,100
DC15,DC8,DC15->DC8,2023-01-10,18846
DC15,DC81,DC15->DC81,2023-01-10,4
DC15,DC9,DC15->DC9,2023-01-10,379
DC16,DC10,DC16->DC10,2023-01-10,115
DC16,DC14,DC16->DC14,2023-01-10,300
DC16,DC35,DC16->DC35,2023-01-10,507
DC16,DC4,DC16->DC4,2023-01-10,258
DC16,DC5,DC16->DC5,2023-01-10,196
DC16,DC62,DC16->DC62,2023-01-10,2
DC16,DC70,DC16->DC70,2023-01-10,62
DC16,DC8,DC16->DC8,2023-01-10,10
DC17,DC10,DC17->DC10,2023-01-10,15320
DC17,DC12,DC17->DC12,2023-01-10,144
DC17,DC14,DC17->DC14,2023-01-10,13584
DC17,DC20,DC17->DC20,2023-01-10,1
DC17,DC29,DC17->DC29,2023-01-10,4
DC17,DC3,DC17->DC3,2023-01-10,340
DC17,DC32,DC17->DC32,2023-01-10,4
DC17,DC34,DC17->DC34,2023-01-10,4
DC17,DC35,DC17->DC35,2023-01-10,476
DC17,DC4,DC17->DC4,2023-01-10,42310
DC17,DC40,DC17->DC40,2023-01-10,99
DC17,DC5,DC17->DC5,2023-01-10,9720
DC17,DC61,DC17->DC61,2023-01-10,2
DC17,DC62,DC17->DC62,2023-01-10,19055
DC17,DC64,DC17->DC64,2023-01-10,4
DC17,DC65,DC17->DC65,2023-01-10,2
DC17,DC70,DC17->DC70,2023-01-10,345
DC17,DC8,DC17->DC8,2023-01-10,388
DC17,DC81,DC17->DC81,2023-01-10,23
DC17,DC9,DC17->DC9,2023-01-10,14
DC18,DC10,DC18->DC10,2023-01-10,447
DC18,DC14,DC18->DC14,2023-01-10,745
DC18,DC23,DC18->DC23,2023-01-10,6
DC18,DC4,DC18->DC4,2023-01-10,2619
DC18,DC62,DC18->DC62,2023-01-10,394
DC18,DC8,DC18->DC8,2023-01-10,22
DC19,DC10,DC19->DC10,2023-01-10,13755
DC19,DC12,DC19->DC12,2023-01-10,388
DC19,DC14,DC19->DC14,2023-01-10,11960
DC19,DC20,DC19->DC20,2023-01-10,2
DC19,DC3,DC19->DC3,2023-01-10,349
DC19,DC32,DC19->DC32,2023-01-10,91
DC19,DC34,DC19->DC34,2023-01-10,3
DC19,DC35,DC19->DC35,2023-01-10,1499
DC19,DC36,DC19->DC36,2023-01-10,3
DC19,DC4,DC19->DC4,2023-01-10,42160
DC19,DC40,DC19->DC40,2023-01-10,445
DC19,DC5,DC19->DC5,2023-01-10,6429
DC19,DC62,DC19->DC62,2023-01-10,12979
DC19,DC64,DC19->DC64,2023-01-10,3
DC19,DC65,DC19->DC65,2023-01-10,103
DC19,DC70,DC19->DC70,2023-01-10,1324
DC19,DC8,DC19->DC8,2023-01-10,356
DC19,DC81,DC19->DC81,2023-01-10,210
DC19,DC9,DC19->DC9,2023-01-10,13
DC2,DC10,DC2->DC10,2023-01-10,3
DC2,DC14,DC2->DC14,2023-01-10,3
DC2,DC3,DC2->DC3,2023-01-10,3
DC2,DC4,DC2->DC4,2023-01-10,7
DC2,DC5,DC2->DC5,2023-01-10,3
DC2,DC62,DC2->DC62,2023-01-10,4
DC2,DC8,DC2->DC8,2023-01-10,4
DC2,DC9,DC2->DC9,2023-01-10,4
DC20,DC10,DC20->DC10,2023-01-10,11663
DC20,DC12,DC20->DC12,2023-01-10,52
DC20,DC14,DC20->DC14,2023-01-10,9280
DC20,DC3,DC20->DC3,2023-01-10,222
DC20,DC32,DC20->DC32,2023-01-10,11
DC20,DC33,DC20->DC33,2023-01-10,4
DC20,DC34,DC20->DC34,2023-01-10,4
DC20,DC35,DC20->DC35,2023-01-10,249
DC20,DC4,DC20->DC4,2023-01-10,28442
DC20,DC40,DC20->DC40,2023-01-10,37
DC20,DC5,DC20->DC5,2023-01-10,5165
DC20,DC62,DC20->DC62,2023-01-10,10292
DC20,DC64,DC20->DC64,2023-01-10,2
DC20,DC65,DC20->DC65,2023-01-10,2
DC20,DC70,DC20->DC70,2023-01-10,215
DC20,DC76,DC20->DC76,2023-01-10,4
DC20,DC8,DC20->DC8,2023-01-10,401
DC20,DC81,DC20->DC81,2023-01-10,8
DC20,DC9,DC20->DC9,2023-01-10,21
DC21,DC10,DC21->DC10,2023-01-10,6641
DC21,DC12,DC21->DC12,2023-01-10,95
DC21,DC14,DC21->DC14,2023-01-10,837
DC21,DC20,DC21->DC20,2023-01-10,3
DC21,DC3,DC21->DC3,2023-01-10,298
DC21,DC32,DC21->DC32,2023-01-10,4
DC21,DC33,DC21->DC33,2023-01-10,3
DC21,DC34,DC21->DC34,2023-01-10,3
DC21,DC35,DC21->DC35,2023-01-10,91
DC21,DC4,DC21->DC4,2023-01-10,11160
DC21,DC40,DC21->DC40,2023-01-10,28
DC21,DC5,DC21->DC5,2023-01-10,1561
DC21,DC62,DC21->DC62,2023-01-10,1641
DC21,DC70,DC21->DC70,2023-01-10,98
DC21,DC76,DC21->DC76,2023-01-10,3
DC21,DC8,DC21->DC8,2023-01-10,54
DC21,DC81,DC21->DC81,2023-01-10,15
DC21,DC9,DC21->DC9,2023-01-10,15
DC22,DC10,DC22->DC10,2023-01-10,13945
DC22,DC12,DC22->DC12,2023-01-10,176
DC22,DC13,DC22->DC13,2023-01-10,1
DC22,DC14,DC22->DC14,2023-01-10,11734
DC22,DC20,DC22->DC20,2023-01-10,2
DC22,DC21,DC22->DC21,2023-01-10,4
DC22,DC3,DC22->DC3,2023-01-10,398
DC22,DC32,DC22->DC32,2023-01-10,152
DC22,DC34,DC22->DC34,2023-01-10,4
DC22,DC35,DC22->DC35,2023-01-10,1775
DC22,DC4,DC22->DC4,2023-01-10,42372
DC22,DC40,DC22->DC40,2023-01-10,614
DC22,DC5,DC22->DC5,2023-01-10,6310
DC22,DC62,DC22->DC62,2023-01-10,13175
DC22,DC64,DC22->DC64,2023-01-10,204
DC22,DC65,DC22->DC65,2023-01-10,194
DC22,DC70,DC22->DC70,2023-01-10,2790
DC22,DC76,DC22->DC76,2023-01-10,4
DC22,DC8,DC22->DC8,2023-01-10,379
DC22,DC81,DC22->DC81,2023-01-10,54
DC22,DC9,DC22->DC9,2023-01-10,12
DC23,DC10,DC23->DC10,2023-01-10,14443
DC23,DC12,DC23->DC12,2023-01-10,423
DC23,DC14,DC23->DC14,2023-01-10,11526
DC23,DC18,DC23->DC18,2023-01-10,3
DC23,DC20,DC23->DC20,2023-01-10,1
DC23,DC29,DC23->DC29,2023-01-10,3
DC23,DC3,DC23->DC3,2023-01-10,344
DC23,DC32,DC23->DC32,2023-01-10,95
DC23,DC34,DC23->DC34,2023-01-10,3
DC23,DC35,DC23->DC35,2023-01-10,3658
DC23,DC36,DC23->DC36,2023-01-10,2
DC23,DC4,DC23->DC4,2023-01-10,48250
DC23,DC40,DC23->DC40,2023-01-10,312
DC23,DC5,DC23->DC5,2023-01-10,7103
DC23,DC6,DC23->DC6,2023-01-10,3
DC23,DC62,DC23->DC62,2023-01-10,13017
DC23,DC64,DC23->DC64,2023-01-10,215
DC23,DC65,DC23->DC65,2023-01-10,189
DC23,DC70,DC23->DC70,2023-01-10,5736
DC23,DC8,DC23->DC8,2023-01-10,382
DC23,DC81,DC23->DC81,2023-01-10,113
DC23,DC9,DC23->DC9,2023-01-10,16
DC24,DC10,DC24->DC10,2023-01-10,3
DC24,DC14,DC24->DC14,2023-01-10,3
DC24,DC3,DC24->DC3,2023-01-10,3
DC24,DC4,DC24->DC4,2023-01-10,3
DC24,DC5,DC24->DC5,2023-01-10,3
DC24,DC62,DC24->DC62,2023-01-10,4
DC24,DC8,DC24->DC8,2023-01-10,4
DC24,DC9,DC24->DC9,2023-01-10,4
DC25,DC10,DC25->DC10,2023-01-10,13301
DC25,DC12,DC25->DC12,2023-01-10,162
DC25,DC14,DC25->DC14,2023-01-10,9614
DC25,DC3,DC25->DC3,2023-01-10,450
DC25,DC32,DC25->DC32,2023-01-10,13
DC25,DC33,DC25->DC33,2023-01-10,2
DC25,DC34,DC25->DC34,2023-01-10,12
DC25,DC35,DC25->DC35,2023-01-10,438
DC25,DC4,DC25->DC4,2023-01-10,390
DC25,DC40,DC25->DC40,2023-01-10,57
DC25,DC5,DC25->DC5,2023-01-10,4493
DC25,DC62,DC25->DC62,2023-01-10,12303
DC25,DC64,DC25->DC64,2023-01-10,793
DC25,DC65,DC25->DC65,2023-01-10,603
DC25,DC70,DC25->DC70,2023-01-10,312
DC25,DC76,DC25->DC76,2023-01-10,12
DC25,DC8,DC25->DC8,2023-01-10,25882
DC25,DC81,DC25->DC81,2023-01-10,13
DC25,DC9,DC25->DC9,2023-01-10,859
DC26,DC10,DC26->DC10,2023-01-10,3127
DC26,DC12,DC26->DC12,2023-01-10,19
DC26,DC14,DC26->DC14,2023-01-10,2620
DC26,DC3,DC26->DC3,2023-01-10,114
DC26,DC32,DC26->DC32,2023-01-10,5
DC26,DC34,DC26->DC34,2023-01-10,2
DC26,DC35,DC26->DC35,2023-01-10,136
DC26,DC4,DC26->DC4,2023-01-10,1682
DC26,DC40,DC26->DC40,2023-01-10,50
DC26,DC5,DC26->DC5,2023-01-10,1292
DC26,DC62,DC26->DC62,2023-01-10,3230
DC26,DC64,DC26->DC64,2023-01-10,116
DC26,DC65,DC26->DC65,2023-01-10,104
DC26,DC70,DC26->DC70,2023-01-10,138
DC26,DC8,DC26->DC8,2023-01-10,6878
DC26,DC81,DC26->DC81,2023-01-10,6
DC26,DC9,DC26->DC9,2023-01-10,338
DC27,DC10,DC27->DC10,2023-01-10,6480
DC27,DC14,DC27->DC14,2023-01-10,5773
DC27,DC3,DC27->DC3,2023-01-10,8
DC27,DC32,DC27->DC32,2023-01-10,54
DC27,DC34,DC27->DC34,2023-01-10,6
DC27,DC35,DC27->DC35,2023-01-10,125
DC27,DC4,DC27->DC4,2023-01-10,55
DC27,DC40,DC27->DC40,2023-01-10,186
DC27,DC5,DC27->DC5,2023-01-10,3161
DC27,DC62,DC27->DC62,2023-01-10,5536
DC27,DC64,DC27->DC64,2023-01-10,67
DC27,DC65,DC27->DC65,2023-01-10,176
DC27,DC70,DC27->DC70,2023-01-10,239
DC27,DC8,DC27->DC8,2023-01-10,21654
DC27,DC9,DC27->DC9,2023-01-10,6
DC28,DC10,DC28->DC10,2023-01-10,5155
DC28,DC12,DC28->DC12,2023-01-10,48
DC28,DC14,DC28->DC14,2023-01-10,3167
DC28,DC20,DC28->DC20,2023-01-10,2
DC28,DC23,DC28->DC23,2023-01-10,4
DC28,DC3,DC28->DC3,2023-01-10,113
DC28,DC32,DC28->DC32,2023-01-10,15
DC28,DC34,DC28->DC34,2023-01-10,4
DC28,DC35,DC28->DC35,2023-01-10,94
DC28,DC4,DC28->DC4,2023-01-10,18277
DC28,DC40,DC28->DC40,2023-01-10,23
DC28,DC5,DC28->DC5,2023-01-10,2305
DC28,DC62,DC28->DC62,2023-01-10,3452
DC28,DC64,DC28->DC64,2023-01-10,37
DC28,DC65,DC28->DC65,2023-01-10,52
DC28,DC70,DC28->DC70,2023-01-10,101
DC28,DC8,DC28->DC8,2023-01-10,269
DC28,DC81,DC28->DC81,2023-01-10,15
DC28,DC9,DC28->DC9,2023-01-10,17
DC29,DC36,DC29->DC36,2023-01-10,1
DC29,DC9,DC29->DC9,2023-01-10,1
DC3,DC10,DC3->DC10,2023-01-10,14
DC3,DC12,DC3->DC12,2023-01-10,45
DC3,DC14,DC3->DC14,2023-01-10,12
DC3,DC19,DC3->DC19,2023-01-10,2
DC3,DC21,DC3->DC21,2023-01-10,3
DC3,DC22,DC3->DC22,2023-01-10,3
DC3,DC23,DC3->DC23,2023-01-10,3
DC3,DC28,DC3->DC28,2023-01-10,2
DC3,DC30,DC3->DC30,2023-01-10,1
DC3,DC35,DC3->DC35,2023-01-10,4
DC3,DC36,DC3->DC36,2023-01-10,3
DC3,DC38,DC3->DC38,2023-01-10,3
DC3,DC4,DC3->DC4,2023-01-10,5
DC3,DC40,DC3->DC40,2023-01-10,8
DC3,DC5,DC3->DC5,2023-01-10,12
DC3,DC8,DC3->DC8,2023-01-10,3
DC3,DC9,DC3->DC9,2023-01-10,4
DC30,DC10,DC30->DC10,2023-01-10,3330
DC30,DC12,DC30->DC12,2023-01-10,51
DC30,DC14,DC30->DC14,2023-01-10,3031
DC30,DC23,DC30->DC23,2023-01-10,5
DC30,DC3,DC30->DC3,2023-01-10,57
DC30,DC32,DC30->DC32,2023-01-10,6
DC30,DC34,DC30->DC34,2023-01-10,5
DC30,DC35,DC30->DC35,2023-01-10,170
DC30,DC4,DC30->DC4,2023-01-10,10355
DC30,DC40,DC30->DC40,2023-01-10,31
DC30,DC5,DC30->DC5,2023-01-10,1397
DC30,DC62,DC30->DC62,2023-01-10,3242
DC30,DC64,DC30->DC64,2023-01-10,122
DC30,DC65,DC30->DC65,2023-01-10,87
DC30,DC67,DC30->DC67,2023-01-10,1
DC30,DC70,DC30->DC70,2023-01-10,248
DC30,DC8,DC30->DC8,2023-01-10,81
DC30,DC81,DC30->DC81,2023-01-10,36
DC30,DC9,DC30->DC9,2023-01-10,24
DC31,DC10,DC31->DC10,2023-01-10,701
DC31,DC12,DC31->DC12,2023-01-10,93
DC31,DC14,DC31->DC14,2023-01-10,764
DC31,DC3,DC31->DC3,2023-01-10,42
DC31,DC32,DC31->DC32,2023-01-10,6
DC31,DC34,DC31->DC34,2023-01-10,2
DC31,DC35,DC31->DC35,2023-01-10,104
DC31,DC37,DC31->DC37,2023-01-10,4
DC31,DC4,DC31->DC4,2023-01-10,3220
DC31,DC40,DC31->DC40,2023-01-10,63
DC31,DC5,DC31->DC5,2023-01-10,232
DC31,DC62,DC31->DC62,2023-01-10,843
DC31,DC64,DC31->DC64,2023-01-10,60
DC31,DC65,DC31->DC65,2023-01-10,25
DC31,DC70,DC31->DC70,2023-01-10,179
DC31,DC76,DC31->DC76,2023-01-10,4
DC31,DC8,DC31->DC8,2023-01-10,42
DC31,DC9,DC31->DC9,2023-01-10,40
DC32,DC10,DC32->DC10,2023-01-10,3
DC32,DC12,DC32->DC12,2023-01-10,4
DC32,DC14,DC32->DC14,2023-01-10,3
DC32,DC35,DC32->DC35,2023-01-10,4
DC32,DC40,DC32->DC40,2023-01-10,27
DC32,DC70,DC32->DC70,2023-01-10,4
DC33,DC10,DC33->DC10,2023-01-10,4
DC33,DC14,DC33->DC14,2023-01-10,7
DC33,DC3,DC33->DC3,2023-01-10,5
DC33,DC4,DC33->DC4,2023-01-10,10
DC33,DC5,DC33->DC5,2023-01-10,4
DC33,DC62,DC33->DC62,2023-01-10,4
DC33,DC65,DC33->DC65,2023-01-10,1
DC33,DC8,DC33->DC8,2023-01-10,7
DC33,DC9,DC33->DC9,2023-01-10,25
DC34,DC10,DC34->DC10,2023-01-10,129
DC34,DC12,DC34->DC12,2023-01-10,123
DC34,DC14,DC34->DC14,2023-01-10,101
DC34,DC3,DC34->DC3,2023-01-10,8
DC34,DC30,DC34->DC30,2023-01-10,1
DC34,DC32,DC34->DC32,2023-01-10,6
DC34,DC35,DC34->DC35,2023-01-10,752
DC34,DC4,DC34->DC4,2023-01-10,13
