场地1,场地2,edge,日期,预测货量
DC17,DC10,DC17->DC10,2023-01-05,16233
DC17,DC12,DC17->DC12,2023-01-05,0
DC17,DC14,DC17->DC14,2023-01-05,11692
DC17,DC20,DC17->DC20,2023-01-05,0
DC17,DC29,DC17->DC29,2023-01-05,0
DC17,DC3,DC17->DC3,2023-01-05,0
DC17,DC32,DC17->DC32,2023-01-05,0
DC17,DC34,DC17->DC34,2023-01-05,0
DC17,DC35,DC17->DC35,2023-01-05,117
DC17,DC4,DC17->DC4,2023-01-05,40235
DC17,DC40,DC17->DC40,2023-01-05,0
DC17,DC5,DC17->DC5,2023-01-05,7816
DC17,DC61,DC17->DC61,2023-01-05,0
DC17,DC62,DC17->DC62,2023-01-05,14511
DC17,DC64,DC17->DC64,2023-01-05,0
DC17,DC65,DC17->DC65,2023-01-05,0
DC17,DC70,DC17->DC70,2023-01-05,105
DC17,DC8,DC17->DC8,2023-01-05,151
DC17,DC81,DC17->DC81,2023-01-05,0
DC17,DC9,DC17->DC9,2023-01-05,0
DC18,DC10,DC18->DC10,2023-01-05,0
DC18,DC14,DC18->DC14,2023-01-05,0
DC18,DC23,DC18->DC23,2023-01-05,0
DC18,DC4,DC18->DC4,2023-01-05,0
DC18,DC62,DC18->DC62,2023-01-05,0
DC18,DC8,DC18->DC8,2023-01-05,0
DC19,DC10,DC19->DC10,2023-01-05,12241
DC19,DC12,DC19->DC12,2023-01-05,0
DC19,DC14,DC19->DC14,2023-01-05,10582
DC19,DC20,DC19->DC20,2023-01-05,0
DC19,DC3,DC19->DC3,2023-01-05,0
DC19,DC32,DC19->DC32,2023-01-05,0
DC19,DC34,DC19->DC34,2023-01-05,0
DC19,DC35,DC19->DC35,2023-01-05,374
DC19,DC36,DC19->DC36,2023-01-05,0
DC19,DC4,DC19->DC4,2023-01-05,38830
DC19,DC40,DC19->DC40,2023-01-05,0
DC19,DC5,DC19->DC5,2023-01-05,5625
DC19,DC62,DC19->DC62,2023-01-05,11952
DC19,DC64,DC19->DC64,2023-01-05,0
DC19,DC65,DC19->DC65,2023-01-05,0
DC19,DC70,DC19->DC70,2023-01-05,599
DC19,DC8,DC19->DC8,2023-01-05,129
DC19,DC81,DC19->DC81,2023-01-05,0
DC19,DC9,DC19->DC9,2023-01-05,0
DC2,DC10,DC2->DC10,2023-01-05,0
DC2,DC14,DC2->DC14,2023-01-05,0
DC2,DC3,DC2->DC3,2023-01-05,0
DC2,DC4,DC2->DC4,2023-01-05,0
DC2,DC5,DC2->DC5,2023-01-05,0
DC2,DC62,DC2->DC62,2023-01-05,0
DC2,DC8,DC2->DC8,2023-01-05,0
DC2,DC9,DC2->DC9,2023-01-05,0
DC20,DC10,DC20->DC10,2023-01-05,9555
DC20,DC12,DC20->DC12,2023-01-05,0
DC20,DC14,DC20->DC14,2023-01-05,7075
DC20,DC3,DC20->DC3,2023-01-05,0
DC20,DC32,DC20->DC32,2023-01-05,0
DC20,DC33,DC20->DC33,2023-01-05,0
DC20,DC34,DC20->DC34,2023-01-05,0
DC20,DC35,DC20->DC35,2023-01-05,22
DC20,DC4,DC20->DC4,2023-01-05,21524
DC20,DC40,DC20->DC40,2023-01-05,0
DC20,DC5,DC20->DC5,2023-01-05,5145
DC20,DC62,DC20->DC62,2023-01-05,9050
DC20,DC64,DC20->DC64,2023-01-05,0
DC20,DC65,DC20->DC65,2023-01-05,0
DC20,DC70,DC20->DC70,2023-01-05,31
DC20,DC76,DC20->DC76,2023-01-05,0
DC20,DC8,DC20->DC8,2023-01-05,131
DC20,DC81,DC20->DC81,2023-01-05,0
DC20,DC9,DC20->DC9,2023-01-05,0
DC21,DC10,DC21->DC10,2023-01-05,0
DC21,DC12,DC21->DC12,2023-01-05,0
DC21,DC14,DC21->DC14,2023-01-05,0
DC21,DC20,DC21->DC20,2023-01-05,0
DC21,DC3,DC21->DC3,2023-01-05,0
DC21,DC32,DC21->DC32,2023-01-05,0
DC21,DC33,DC21->DC33,2023-01-05,0
DC21,DC34,DC21->DC34,2023-01-05,0
DC21,DC35,DC21->DC35,2023-01-05,0
DC21,DC4,DC21->DC4,2023-01-05,0
DC21,DC40,DC21->DC40,2023-01-05,0
DC21,DC5,DC21->DC5,2023-01-05,0
DC21,DC62,DC21->DC62,2023-01-05,0
DC21,DC70,DC21->DC70,2023-01-05,0
DC21,DC76,DC21->DC76,2023-01-05,0
DC21,DC8,DC21->DC8,2023-01-05,0
DC21,DC81,DC21->DC81,2023-01-05,0
DC21,DC9,DC21->DC9,2023-01-05,0
DC22,DC10,DC22->DC10,2023-01-05,9960
DC22,DC12,DC22->DC12,2023-01-05,0
DC22,DC13,DC22->DC13,2023-01-05,0
DC22,DC14,DC22->DC14,2023-01-05,10635
DC22,DC20,DC22->DC20,2023-01-05,0
DC22,DC21,DC22->DC21,2023-01-05,0
DC22,DC3,DC22->DC3,2023-01-05,13
DC22,DC32,DC22->DC32,2023-01-05,0
DC22,DC34,DC22->DC34,2023-01-05,0
DC22,DC35,DC22->DC35,2023-01-05,1346
DC22,DC4,DC22->DC4,2023-01-05,37599
DC22,DC40,DC22->DC40,2023-01-05,0
DC22,DC5,DC22->DC5,2023-01-05,5298
DC22,DC62,DC22->DC62,2023-01-05,11180
DC22,DC64,DC22->DC64,2023-01-05,0
DC22,DC65,DC22->DC65,2023-01-05,0
DC22,DC70,DC22->DC70,2023-01-05,1637
DC22,DC76,DC22->DC76,2023-01-05,0
DC22,DC8,DC22->DC8,2023-01-05,174
DC22,DC81,DC22->DC81,2023-01-05,0
DC22,DC9,DC22->DC9,2023-01-05,0
DC23,DC10,DC23->DC10,2023-01-05,12314
DC23,DC12,DC23->DC12,2023-01-05,0
DC23,DC14,DC23->DC14,2023-01-05,11109
DC23,DC18,DC23->DC18,2023-01-05,0
DC23,DC20,DC23->DC20,2023-01-05,0
DC23,DC29,DC23->DC29,2023-01-05,0
DC23,DC3,DC23->DC3,2023-01-05,3
DC23,DC32,DC23->DC32,2023-01-05,0
DC23,DC34,DC23->DC34,2023-01-05,0
DC23,DC35,DC23->DC35,2023-01-05,2580
DC23,DC36,DC23->DC36,2023-01-05,0
DC23,DC4,DC23->DC4,2023-01-05,43115
DC23,DC40,DC23->DC40,2023-01-05,0
DC23,DC5,DC23->DC5,2023-01-05,6962
DC23,DC6,DC23->DC6,2023-01-05,0
DC23,DC62,DC23->DC62,2023-01-05,12380
DC23,DC64,DC23->DC64,2023-01-05,0
DC23,DC65,DC23->DC65,2023-01-05,0
DC23,DC70,DC23->DC70,2023-01-05,4057
DC23,DC8,DC23->DC8,2023-01-05,127
DC23,DC81,DC23->DC81,2023-01-05,0
DC23,DC9,DC23->DC9,2023-01-05,0
DC24,DC10,DC24->DC10,2023-01-05,0
DC24,DC14,DC24->DC14,2023-01-05,0
DC24,DC3,DC24->DC3,2023-01-05,0
DC24,DC4,DC24->DC4,2023-01-05,0
DC24,DC5,DC24->DC5,2023-01-05,0
DC24,DC62,DC24->DC62,2023-01-05,0
DC24,DC8,DC24->DC8,2023-01-05,0
DC24,DC9,DC24->DC9,2023-01-05,0
DC25,DC10,DC25->DC10,2023-01-05,9964
DC25,DC12,DC25->DC12,2023-01-05,0
DC25,DC14,DC25->DC14,2023-01-05,7030
DC25,DC3,DC25->DC3,2023-01-05,8
DC25,DC32,DC25->DC32,2023-01-05,0
DC25,DC33,DC25->DC33,2023-01-05,0
DC25,DC34,DC25->DC34,2023-01-05,0
DC25,DC35,DC25->DC35,2023-01-05,147
DC25,DC4,DC25->DC4,2023-01-05,50
DC25,DC40,DC25->DC40,2023-01-05,0
DC25,DC5,DC25->DC5,2023-01-05,4434
DC25,DC62,DC25->DC62,2023-01-05,9400
DC25,DC64,DC25->DC64,2023-01-05,0
DC25,DC65,DC25->DC65,2023-01-05,0
DC25,DC70,DC25->DC70,2023-01-05,101
DC25,DC76,DC25->DC76,2023-01-05,0
DC25,DC8,DC25->DC8,2023-01-05,18931
DC25,DC81,DC25->DC81,2023-01-05,0
DC25,DC9,DC25->DC9,2023-01-05,0
DC26,DC10,DC26->DC10,2023-01-05,2933
DC26,DC12,DC26->DC12,2023-01-05,0
DC26,DC14,DC26->DC14,2023-01-05,2448
DC26,DC3,DC26->DC3,2023-01-05,0
DC26,DC32,DC26->DC32,2023-01-05,0
DC26,DC34,DC26->DC34,2023-01-05,0
DC26,DC35,DC26->DC35,2023-01-05,0
DC26,DC4,DC26->DC4,2023-01-05,11
DC26,DC40,DC26->DC40,2023-01-05,0
DC26,DC5,DC26->DC5,2023-01-05,1409
DC26,DC62,DC26->DC62,2023-01-05,3017
DC26,DC64,DC26->DC64,2023-01-05,0
DC26,DC65,DC26->DC65,2023-01-05,0
DC26,DC70,DC26->DC70,2023-01-05,0
DC26,DC8,DC26->DC8,2023-01-05,6854
DC26,DC81,DC26->DC81,2023-01-05,0
DC26,DC9,DC26->DC9,2023-01-05,0
DC27,DC10,DC27->DC10,2023-01-05,7379
DC27,DC14,DC27->DC14,2023-01-05,5526
DC27,DC3,DC27->DC3,2023-01-05,0
DC27,DC32,DC27->DC32,2023-01-05,0
DC27,DC34,DC27->DC34,2023-01-05,0
DC27,DC35,DC27->DC35,2023-01-05,54
DC27,DC4,DC27->DC4,2023-01-05,68
DC27,DC40,DC27->DC40,2023-01-05,0
DC27,DC5,DC27->DC5,2023-01-05,2217
DC27,DC62,DC27->DC62,2023-01-05,5696
DC27,DC64,DC27->DC64,2023-01-05,0
DC27,DC65,DC27->DC65,2023-01-05,0
DC27,DC70,DC27->DC70,2023-01-05,26
DC27,DC8,DC27->DC8,2023-01-05,18605
DC27,DC9,DC27->DC9,2023-01-05,0
DC28,DC10,DC28->DC10,2023-01-05,4779
DC28,DC12,DC28->DC12,2023-01-05,0
DC28,DC14,DC28->DC14,2023-01-05,3563
DC28,DC20,DC28->DC20,2023-01-05,0
DC28,DC23,DC28->DC23,2023-01-05,0
DC28,DC3,DC28->DC3,2023-01-05,0
DC28,DC32,DC28->DC32,2023-01-05,0
DC28,DC34,DC28->DC34,2023-01-05,0
DC28,DC35,DC28->DC35,2023-01-05,20
DC28,DC4,DC28->DC4,2023-01-05,11903
DC28,DC40,DC28->DC40,2023-01-05,0
DC28,DC5,DC28->DC5,2023-01-05,2337
DC28,DC62,DC28->DC62,2023-01-05,3623
DC28,DC64,DC28->DC64,2023-01-05,0
DC28,DC65,DC28->DC65,2023-01-05,0
DC28,DC70,DC28->DC70,2023-01-05,17
DC28,DC8,DC28->DC8,2023-01-05,101
DC28,DC81,DC28->DC81,2023-01-05,0
DC28,DC9,DC28->DC9,2023-01-05,0
DC29,DC36,DC29->DC36,2023-01-05,0
DC29,DC9,DC29->DC9,2023-01-05,0
DC3,DC10,DC3->DC10,2023-01-05,0
DC3,DC12,DC3->DC12,2023-01-05,0
DC3,DC14,DC3->DC14,2023-01-05,0
DC3,DC19,DC3->DC19,2023-01-05,0
DC3,DC21,DC3->DC21,2023-01-05,0
DC3,DC22,DC3->DC22,2023-01-05,0
DC3,DC23,DC3->DC23,2023-01-05,0
DC3,DC28,DC3->DC28,2023-01-05,0
DC3,DC30,DC3->DC30,2023-01-05,0
DC3,DC35,DC3->DC35,2023-01-05,0
DC3,DC36,DC3->DC36,2023-01-05,0
DC3,DC38,DC3->DC38,2023-01-05,0
DC3,DC4,DC3->DC4,2023-01-05,0
DC3,DC40,DC3->DC40,2023-01-05,0
DC3,DC5,DC3->DC5,2023-01-05,0
DC3,DC8,DC3->DC8,2023-01-05,0
DC3,DC9,DC3->DC9,2023-01-05,0
DC30,DC10,DC30->DC10,2023-01-05,3296
DC30,DC12,DC30->DC12,2023-01-05,0
DC30,DC14,DC30->DC14,2023-01-05,2706
DC30,DC23,DC30->DC23,2023-01-05,0
DC30,DC3,DC30->DC3,2023-01-05,0
DC30,DC32,DC30->DC32,2023-01-05,0
DC30,DC34,DC30->DC34,2023-01-05,0
DC30,DC35,DC30->DC35,2023-01-05,99
DC30,DC4,DC30->DC4,2023-01-05,10052
DC30,DC40,DC30->DC40,2023-01-05,0
DC30,DC5,DC30->DC5,2023-01-05,1608
DC30,DC62,DC30->DC62,2023-01-05,3312
DC30,DC64,DC30->DC64,2023-01-05,0
DC30,DC65,DC30->DC65,2023-01-05,0
DC30,DC67,DC30->DC67,2023-01-05,0
DC30,DC70,DC30->DC70,2023-01-05,157
DC30,DC8,DC30->DC8,2023-01-05,46
DC30,DC81,DC30->DC81,2023-01-05,0
DC30,DC9,DC30->DC9,2023-01-05,0
DC31,DC10,DC31->DC10,2023-01-05,518
DC31,DC12,DC31->DC12,2023-01-05,0
DC31,DC14,DC31->DC14,2023-01-05,406
DC31,DC3,DC31->DC3,2023-01-05,0
DC31,DC32,DC31->DC32,2023-01-05,0
DC31,DC34,DC31->DC34,2023-01-05,0
DC31,DC35,DC31->DC35,2023-01-05,2
DC31,DC37,DC31->DC37,2023-01-05,0
DC31,DC4,DC31->DC4,2023-01-05,1833
DC31,DC40,DC31->DC40,2023-01-05,0
DC31,DC5,DC31->DC5,2023-01-05,195
DC31,DC62,DC31->DC62,2023-01-05,743
DC31,DC64,DC31->DC64,2023-01-05,0
DC31,DC65,DC31->DC65,2023-01-05,0
DC31,DC70,DC31->DC70,2023-01-05,2
DC31,DC76,DC31->DC76,2023-01-05,0
DC31,DC8,DC31->DC8,2023-01-05,11
DC31,DC9,DC31->DC9,2023-01-05,0
DC32,DC10,DC32->DC10,2023-01-05,0
DC32,DC12,DC32->DC12,2023-01-05,0
DC32,DC14,DC32->DC14,2023-01-05,0
DC32,DC35,DC32->DC35,2023-01-05,0
DC32,DC40,DC32->DC40,2023-01-05,0
DC32,DC70,DC32->DC70,2023-01-05,0
DC33,DC10,DC33->DC10,2023-01-05,0
DC33,DC14,DC33->DC14,2023-01-05,0
DC33,DC3,DC33->DC3,2023-01-05,0
DC33,DC4,DC33->DC4,2023-01-05,0
DC33,DC5,DC33->DC5,2023-01-05,0
DC33,DC62,DC33->DC62,2023-01-05,0
DC33,DC65,DC33->DC65,2023-01-05,0
DC33,DC8,DC33->DC8,2023-01-05,0
DC33,DC9,DC33->DC9,2023-01-05,0
DC34,DC10,DC34->DC10,2023-01-05,59
DC34,DC12,DC34->DC12,2023-01-05,0
DC34,DC14,DC34->DC14,2023-01-05,99
DC34,DC3,DC34->DC3,2023-01-05,0
DC34,DC30,DC34->DC30,2023-01-05,0
DC34,DC32,DC34->DC32,2023-01-05,0
DC34,DC35,DC34->DC35,2023-01-05,514
DC34,DC4,DC34->DC4,2023-01-05,5
DC34,DC40,DC34->DC40,2023-01-05,0
DC34,DC5,DC34->DC5,2023-01-05,23
DC34,DC62,DC34->DC62,2023-01-05,113
DC34,DC64,DC34->DC64,2023-01-05,0
DC34,DC67,DC34->DC67,2023-01-05,0
DC34,DC70,DC34->DC70,2023-01-05,698
DC34,DC8,DC34->DC8,2023-01-05,247
DC34,DC9,DC34->DC9,2023-01-05,0
DC35,DC10,DC35->DC10,2023-01-05,0
DC35,DC12,DC35->DC12,2023-01-05,0
DC35,DC14,DC35->DC14,2023-01-05,0
DC35,DC17,DC35->DC17,2023-01-05,0
DC35,DC23,DC35->DC23,2023-01-05,0
DC35,DC3,DC35->DC3,2023-01-05,0
DC35,DC30,DC35->DC30,2023-01-05,0
DC35,DC32,DC35->DC32,2023-01-05,0
DC35,DC34,DC35->DC34,2023-01-05,0
DC35,DC36,DC35->DC36,2023-01-05,0
DC35,DC4,DC35->DC4,2023-01-05,0
DC35,DC40,DC35->DC40,2023-01-05,0
DC35,DC5,DC35->DC5,2023-01-05,0
DC35,DC62,DC35->DC62,2023-01-05,0
DC35,DC67,DC35->DC67,2023-01-05,0
DC35,DC70,DC35->DC70,2023-01-05,18
DC35,DC8,DC35->DC8,2023-01-05,0
DC35,DC9,DC35->DC9,2023-01-05,0
DC36,DC10,DC36->DC10,2023-01-05,20258
DC36,DC12,DC36->DC12,2023-01-05,0
DC36,DC14,DC36->DC14,2023-01-05,12287
DC36,DC20,DC36->DC20,2023-01-05,0
DC36,DC23,DC36->DC23,2023-01-05,0
DC36,DC29,DC36->DC29,2023-01-05,0
DC36,DC3,DC36->DC3,2023-01-05,2
DC36,DC32,DC36->DC32,2023-01-05,0
DC36,DC33,DC36->DC33,2023-01-05,0
DC36,DC34,DC36->DC34,2023-01-05,0
DC36,DC35,DC36->DC35,2023-01-05,741
DC36,DC4,DC36->DC4,2023-01-05,49641
DC36,DC40,DC36->DC40,2023-01-05,0
DC36,DC5,DC36->DC5,2023-01-05,7306
DC36,DC62,DC36->DC62,2023-01-05,16888
DC36,DC64,DC36->DC64,2023-01-05,0
DC36,DC65,DC36->DC65,2023-01-05,0
DC36,DC70,DC36->DC70,2023-01-05,1049
DC36,DC8,DC36->DC8,2023-01-05,176
DC36,DC81,DC36->DC81,2023-01-05,0
DC36,DC9,DC36->DC9,2023-01-05,0
DC37,DC10,DC37->DC10,2023-01-05,0
DC37,DC14,DC37->DC14,2023-01-05,0
DC37,DC3,DC37->DC3,2023-01-05,0
DC37,DC4,DC37->DC4,2023-01-05,0
DC37,DC5,DC37->DC5,2023-01-05,0
DC37,DC54,DC37->DC54,2023-01-05,0
DC37,DC62,DC37->DC62,2023-01-05,0
DC37,DC8,DC37->DC8,2023-01-05,0
DC37,DC9,DC37->DC9,2023-01-05,0
DC38,DC10,DC38->DC10,2023-01-05,5463
DC38,DC12,DC38->DC12,2023-01-05,0
DC38,DC14,DC38->DC14,2023-01-05,5052
DC38,DC22,DC38->DC22,2023-01-05,0
DC38,DC3,DC38->DC3,2023-01-05,0
DC38,DC32,DC38->DC32,2023-01-05,0
DC38,DC34,DC38->DC34,2023-01-05,0
DC38,DC35,DC38->DC35,2023-01-05,702
DC38,DC4,DC38->DC4,2023-01-05,12878
DC38,DC40,DC38->DC40,2023-01-05,0
DC38,DC5,DC38->DC5,2023-01-05,2425
DC38,DC62,DC38->DC62,2023-01-05,5351
DC38,DC64,DC38->DC64,2023-01-05,0
DC38,DC65,DC38->DC65,2023-01-05,0
DC38,DC70,DC38->DC70,2023-01-05,1839
DC38,DC8,DC38->DC8,2023-01-05,79
DC38,DC81,DC38->DC81,2023-01-05,0
DC38,DC9,DC38->DC9,2023-01-05,0
DC39,DC10,DC39->DC10,2023-01-05,0
DC39,DC14,DC39->DC14,2023-01-05,0
DC39,DC4,DC39->DC4,2023-01-05,0
DC39,DC5,DC39->DC5,2023-01-05,0
DC39,DC8,DC39->DC8,2023-01-05,0
DC39,DC9,DC39->DC9,2023-01-05,0
DC4,DC10,DC4->DC10,2023-01-05,46
DC4,DC14,DC4->DC14,2023-01-05,72
DC4,DC17,DC4->DC17,2023-01-05,0
DC4,DC19,DC4->DC19,2023-01-05,0
DC4,DC20,DC4->DC20,2023-01-05,0
DC4,DC21,DC4->DC21,2023-01-05,0
DC4,DC22,DC4->DC22,2023-01-05,0
DC4,DC23,DC4->DC23,2023-01-05,0
DC4,DC3,DC4->DC3,2023-01-05,0
DC4,DC30,DC4->DC30,2023-01-05,0
DC4,DC34,DC4->DC34,2023-01-05,0
DC4,DC35,DC4->DC35,2023-01-05,0
DC4,DC36,DC4->DC36,2023-01-05,0
DC4,DC38,DC4->DC38,2023-01-05,0
DC4,DC40,DC4->DC40,2023-01-05,0
DC4,DC5,DC4->DC5,2023-01-05,9
DC4,DC62,DC4->DC62,2023-01-05,44
DC4,DC64,DC4->DC64,2023-01-05,0
DC4,DC65,DC4->DC65,2023-01-05,0
DC4,DC70,DC4->DC70,2023-01-05,0
DC4,DC8,DC4->DC8,2023-01-05,117
DC4,DC9,DC4->DC9,2023-01-05,0
DC40,DC10,DC40->DC10,2023-01-05,8
DC40,DC12,DC40->DC12,2023-01-05,0
DC40,DC14,DC40->DC14,2023-01-05,8
DC40,DC21,DC40->DC21,2023-01-05,0
DC40,DC22,DC40->DC22,2023-01-05,0
DC40,DC3,DC40->DC3,2023-01-05,0
DC40,DC30,DC40->DC30,2023-01-05,0
DC40,DC32,DC40->DC32,2023-01-05,0
DC40,DC34,DC40->DC34,2023-01-05,0
DC40,DC35,DC40->DC35,2023-01-05,1805
DC40,DC4,DC40->DC4,2023-01-05,16
DC40,DC5,DC40->DC5,2023-01-05,6
DC40,DC62,DC40->DC62,2023-01-05,16
DC40,DC67,DC40->DC67,2023-01-05,0
DC40,DC70,DC40->DC70,2023-01-05,3419
DC40,DC8,DC40->DC8,2023-01-05,0
DC40,DC9,DC40->DC9,2023-01-05,0
DC41,DC10,DC41->DC10,2023-01-05,0
DC41,DC12,DC41->DC12,2023-01-05,0
DC41,DC14,DC41->DC14,2023-01-05,0
DC41,DC29,DC41->DC29,2023-01-05,0
DC41,DC3,DC41->DC3,2023-01-05,0
DC41,DC35,DC41->DC35,2023-01-05,0
DC41,DC40,DC41->DC40,2023-01-05,0
DC41,DC5,DC41->DC5,2023-01-05,0
DC41,DC81,DC41->DC81,2023-01-05,0
DC41,DC9,DC41->DC9,2023-01-05,0
DC42,DC10,DC42->DC10,2023-01-05,1135
DC42,DC12,DC42->DC12,2023-01-05,0
DC42,DC14,DC42->DC14,2023-01-05,1193
DC42,DC29,DC42->DC29,2023-01-05,0
DC42,DC3,DC42->DC3,2023-01-05,0
DC42,DC32,DC42->DC32,2023-01-05,0
DC42,DC34,DC42->DC34,2023-01-05,0
DC42,DC35,DC42->DC35,2023-01-05,39
DC42,DC4,DC42->DC4,2023-01-05,7
DC42,DC40,DC42->DC40,2023-01-05,0
DC42,DC5,DC42->DC5,2023-01-05,363
DC42,DC62,DC42->DC62,2023-01-05,1159
DC42,DC65,DC42->DC65,2023-01-05,0
DC42,DC70,DC42->DC70,2023-01-05,80
DC42,DC8,DC42->DC8,2023-01-05,3292
DC42,DC81,DC42->DC81,2023-01-05,0
DC42,DC9,DC42->DC9,2023-01-05,0
DC43,DC10,DC43->DC10,2023-01-05,1684
DC43,DC12,DC43->DC12,2023-01-05,0
DC43,DC14,DC43->DC14,2023-01-05,1627
DC43,DC29,DC43->DC29,2023-01-05,0
DC43,DC3,DC43->DC3,2023-01-05,0
DC43,DC34,DC43->DC34,2023-01-05,0
DC43,DC35,DC43->DC35,2023-01-05,26
DC43,DC4,DC43->DC4,2023-01-05,8
DC43,DC40,DC43->DC40,2023-01-05,0
DC43,DC45,DC43->DC45,2023-01-05,0
DC43,DC5,DC43->DC5,2023-01-05,794
DC43,DC62,DC43->DC62,2023-01-05,1562
DC43,DC64,DC43->DC64,2023-01-05,0
DC43,DC65,DC43->DC65,2023-01-05,0
DC43,DC70,DC43->DC70,2023-01-05,5
DC43,DC8,DC43->DC8,2023-01-05,4988
DC43,DC9,DC43->DC9,2023-01-05,0
DC44,DC10,DC44->DC10,2023-01-05,4592
DC44,DC12,DC44->DC12,2023-01-05,0
DC44,DC14,DC44->DC14,2023-01-05,3682
DC44,DC29,DC44->DC29,2023-01-05,0
DC44,DC3,DC44->DC3,2023-01-05,0
DC44,DC32,DC44->DC32,2023-01-05,0
DC44,DC34,DC44->DC34,2023-01-05,0
DC44,DC35,DC44->DC35,2023-01-05,464
DC44,DC4,DC44->DC4,2023-01-05,21
DC44,DC40,DC44->DC40,2023-01-05,0
DC44,DC5,DC44->DC5,2023-01-05,2280
DC44,DC62,DC44->DC62,2023-01-05,5009
DC44,DC64,DC44->DC64,2023-01-05,0
DC44,DC65,DC44->DC65,2023-01-05,0
DC44,DC70,DC44->DC70,2023-01-05,1117
DC44,DC8,DC44->DC8,2023-01-05,20795
DC44,DC81,DC44->DC81,2023-01-05,0
DC44,DC9,DC44->DC9,2023-01-05,0
DC45,DC10,DC45->DC10,2023-01-05,0
DC45,DC12,DC45->DC12,2023-01-05,0
DC45,DC14,DC45->DC14,2023-01-05,0
DC45,DC29,DC45->DC29,2023-01-05,0
DC45,DC3,DC45->DC3,2023-01-05,0
DC45,DC35,DC45->DC35,2023-01-05,0
DC45,DC4,DC45->DC4,2023-01-05,0
DC45,DC5,DC45->DC5,2023-01-05,0
DC45,DC8,DC45->DC8,2023-01-05,0
DC45,DC81,DC45->DC81,2023-01-05,0
DC45,DC9,DC45->DC9,2023-01-05,0
DC46,DC10,DC46->DC10,2023-01-05,1682
DC46,DC12,DC46->DC12,2023-01-05,0
DC46,DC13,DC46->DC13,2023-01-05,0
DC46,DC14,DC46->DC14,2023-01-05,1492
DC46,DC29,DC46->DC29,2023-01-05,0
DC46,DC3,DC46->DC3,2023-01-05,0
DC46,DC32,DC46->DC32,2023-01-05,0
DC46,DC34,DC46->DC34,2023-01-05,0
DC46,DC35,DC46->DC35,2023-01-05,737
DC46,DC4,DC46->DC4,2023-01-05,4
DC46,DC40,DC46->DC40,2023-01-05,0
DC46,DC5,DC46->DC5,2023-01-05,866
DC46,DC52,DC46->DC52,2023-01-05,0
DC46,DC62,DC46->DC62,2023-01-05,1819
DC46,DC64,DC46->DC64,2023-01-05,0
DC46,DC65,DC46->DC65,2023-01-05,0
DC46,DC70,DC46->DC70,2023-01-05,1627
DC46,DC8,DC46->DC8,2023-01-05,6643
DC46,DC81,DC46->DC81,2023-01-05,0
DC46,DC9,DC46->DC9,2023-01-05,0
DC47,DC10,DC47->DC10,2023-01-05,3167
DC47,DC12,DC47->DC12,2023-01-05,0
DC47,DC14,DC47->DC14,2023-01-05,2780
DC47,DC29,DC47->DC29,2023-01-05,0
DC47,DC3,DC47->DC3,2023-01-05,0
DC47,DC34,DC47->DC34,2023-01-05,0
DC47,DC35,DC47->DC35,2023-01-05,91
DC47,DC4,DC47->DC4,2023-01-05,8
DC47,DC40,DC47->DC40,2023-01-05,0
DC47,DC5,DC47->DC5,2023-01-05,1647
DC47,DC62,DC47->DC62,2023-01-05,3146
DC47,DC64,DC47->DC64,2023-01-05,0
DC47,DC65,DC47->DC65,2023-01-05,0
DC47,DC70,DC47->DC70,2023-01-05,42
DC47,DC8,DC47->DC8,2023-01-05,6047
DC47,DC81,DC47->DC81,2023-01-05,0
DC47,DC9,DC47->DC9,2023-01-05,0
DC48,DC10,DC48->DC10,2023-01-05,2906
DC48,DC12,DC48->DC12,2023-01-05,0
DC48,DC14,DC48->DC14,2023-01-05,2461
DC48,DC29,DC48->DC29,2023-01-05,0
DC48,DC3,DC48->DC3,2023-01-05,0
DC48,DC32,DC48->DC32,2023-01-05,0
DC48,DC34,DC48->DC34,2023-01-05,0
DC48,DC35,DC48->DC35,2023-01-05,28
DC48,DC4,DC48->DC4,2023-01-05,6
DC48,DC40,DC48->DC40,2023-01-05,0
DC48,DC5,DC48->DC5,2023-01-05,1239
DC48,DC50,DC48->DC50,2023-01-05,0
DC48,DC62,DC48->DC62,2023-01-05,2577
DC48,DC64,DC48->DC64,2023-01-05,0
DC48,DC65,DC48->DC65,2023-01-05,0
DC48,DC70,DC48->DC70,2023-01-05,175
DC48,DC8,DC48->DC8,2023-01-05,6017
DC48,DC9,DC48->DC9,2023-01-05,0
DC49,DC10,DC49->DC10,2023-01-05,0
DC49,DC12,DC49->DC12,2023-01-05,0
DC49,DC14,DC49->DC14,2023-01-05,0
DC49,DC3,DC49->DC3,2023-01-05,0
DC49,DC35,DC49->DC35,2023-01-05,0
DC49,DC5,DC49->DC5,2023-01-05,0
DC49,DC9,DC49->DC9,2023-01-05,0
DC5,DC10,DC5->DC10,2023-01-05,154
DC5,DC12,DC5->DC12,2023-01-05,0
DC5,DC14,DC5->DC14,2023-01-05,91
DC5,DC15,DC5->DC15,2023-01-05,0
DC5,DC19,DC5->DC19,2023-01-05,0
DC5,DC20,DC5->DC20,2023-01-05,0
DC5,DC21,DC5->DC21,2023-01-05,0
DC5,DC22,DC5->DC22,2023-01-05,0
DC5,DC23,DC5->DC23,2023-01-05,0
DC5,DC3,DC5->DC3,2023-01-05,0
DC5,DC30,DC5->DC30,2023-01-05,0
