场地1,场地2,edge,日期,预测货量
DC54,DC23,DC54->DC23,2023-01-10,0
DC54,DC37,DC54->DC37,2023-01-10,0
DC55,DC10,DC55->DC10,2023-01-10,179
DC55,DC14,DC55->DC14,2023-01-10,122
DC55,DC20,DC55->DC20,2023-01-10,0
DC55,DC3,DC55->DC3,2023-01-10,12
DC55,DC33,DC55->DC33,2023-01-10,0
DC55,DC35,DC55->DC35,2023-01-10,0
DC55,DC4,DC55->DC4,2023-01-10,482
DC55,DC5,DC55->DC5,2023-01-10,49
DC55,DC62,DC55->DC62,2023-01-10,242
DC55,DC8,DC55->DC8,2023-01-10,75
DC55,DC9,DC55->DC9,2023-01-10,0
DC56,DC10,DC56->DC10,2023-01-10,0
DC56,DC12,DC56->DC12,2023-01-10,0
DC56,DC14,DC56->DC14,2023-01-10,0
DC56,DC3,DC56->DC3,2023-01-10,0
DC56,DC35,DC56->DC35,2023-01-10,7
DC56,DC4,DC56->DC4,2023-01-10,0
DC56,DC40,DC56->DC40,2023-01-10,0
DC56,DC5,DC56->DC5,2023-01-10,24
DC56,DC61,DC56->DC61,2023-01-10,0
DC56,DC62,DC56->DC62,2023-01-10,2
DC56,DC70,DC56->DC70,2023-01-10,371
DC56,DC8,DC56->DC8,2023-01-10,0
DC56,DC9,DC56->DC9,2023-01-10,0
DC57,DC10,DC57->DC10,2023-01-10,0
DC57,DC14,DC57->DC14,2023-01-10,0
DC57,DC32,DC57->DC32,2023-01-10,0
DC57,DC35,DC57->DC35,2023-01-10,0
DC57,DC4,DC57->DC4,2023-01-10,0
DC57,DC40,DC57->DC40,2023-01-10,0
DC57,DC5,DC57->DC5,2023-01-10,0
DC57,DC62,DC57->DC62,2023-01-10,0
DC57,DC70,DC57->DC70,2023-01-10,0
DC57,DC8,DC57->DC8,2023-01-10,0
DC58,DC10,DC58->DC10,2023-01-10,0
DC58,DC12,DC58->DC12,2023-01-10,0
DC58,DC14,DC58->DC14,2023-01-10,0
DC58,DC29,DC58->DC29,2023-01-10,0
DC58,DC3,DC58->DC3,2023-01-10,0
DC58,DC34,DC58->DC34,2023-01-10,0
DC58,DC35,DC58->DC35,2023-01-10,0
DC58,DC4,DC58->DC4,2023-01-10,0
DC58,DC40,DC58->DC40,2023-01-10,0
DC58,DC5,DC58->DC5,2023-01-10,0
DC58,DC70,DC58->DC70,2023-01-10,0
DC58,DC8,DC58->DC8,2023-01-10,0
DC58,DC81,DC58->DC81,2023-01-10,68
DC58,DC9,DC58->DC9,2023-01-10,0
DC59,DC10,DC59->DC10,2023-01-10,1930
DC59,DC14,DC59->DC14,2023-01-10,1201
DC59,DC3,DC59->DC3,2023-01-10,0
DC59,DC35,DC59->DC35,2023-01-10,815
DC59,DC4,DC59->DC4,2023-01-10,5202
DC59,DC40,DC59->DC40,2023-01-10,101
DC59,DC5,DC59->DC5,2023-01-10,847
DC59,DC62,DC59->DC62,2023-01-10,1575
DC59,DC64,DC59->DC64,2023-01-10,176
DC59,DC65,DC59->DC65,2023-01-10,79
DC59,DC70,DC59->DC70,2023-01-10,1345
DC59,DC8,DC59->DC8,2023-01-10,2703
DC6,DC10,DC6->DC10,2023-01-10,0
DC6,DC14,DC6->DC14,2023-01-10,0
DC6,DC23,DC6->DC23,2023-01-10,0
DC6,DC4,DC6->DC4,2023-01-10,0
DC6,DC62,DC6->DC62,2023-01-10,41
DC6,DC70,DC6->DC70,2023-01-10,0
DC60,DC10,DC60->DC10,2023-01-10,6667
DC60,DC14,DC60->DC14,2023-01-10,5752
DC60,DC3,DC60->DC3,2023-01-10,9
DC60,DC34,DC60->DC34,2023-01-10,0
DC60,DC35,DC60->DC35,2023-01-10,486
DC60,DC4,DC60->DC4,2023-01-10,161
DC60,DC40,DC60->DC40,2023-01-10,49
DC60,DC5,DC60->DC5,2023-01-10,3013
DC60,DC62,DC60->DC62,2023-01-10,7056
DC60,DC64,DC60->DC64,2023-01-10,32
DC60,DC70,DC60->DC70,2023-01-10,1063
DC60,DC8,DC60->DC8,2023-01-10,14537
DC61,DC10,DC61->DC10,2023-01-10,0
DC61,DC14,DC61->DC14,2023-01-10,0
DC61,DC3,DC61->DC3,2023-01-10,0
DC61,DC4,DC61->DC4,2023-01-10,0
DC61,DC5,DC61->DC5,2023-01-10,0
DC62,DC10,DC62->DC10,2023-01-10,22126
DC62,DC14,DC62->DC14,2023-01-10,17735
DC62,DC15,DC62->DC15,2023-01-10,0
DC62,DC17,DC62->DC17,2023-01-10,0
DC62,DC20,DC62->DC20,2023-01-10,0
DC62,DC21,DC62->DC21,2023-01-10,0
DC62,DC22,DC62->DC22,2023-01-10,0
DC62,DC23,DC62->DC23,2023-01-10,0
DC62,DC3,DC62->DC3,2023-01-10,11
DC62,DC30,DC62->DC30,2023-01-10,0
DC62,DC32,DC62->DC32,2023-01-10,0
DC62,DC33,DC62->DC33,2023-01-10,0
DC62,DC34,DC62->DC34,2023-01-10,2
DC62,DC35,DC62->DC35,2023-01-10,72
DC62,DC38,DC62->DC38,2023-01-10,0
DC62,DC4,DC62->DC4,2023-01-10,485
DC62,DC40,DC62->DC40,2023-01-10,19
DC62,DC5,DC62->DC5,2023-01-10,7384
DC62,DC50,DC62->DC50,2023-01-10,0
DC62,DC64,DC62->DC64,2023-01-10,0
DC62,DC65,DC62->DC65,2023-01-10,0
DC62,DC70,DC62->DC70,2023-01-10,47
DC62,DC73,DC62->DC73,2023-01-10,0
DC62,DC76,DC62->DC76,2023-01-10,0
DC62,DC8,DC62->DC8,2023-01-10,62819
DC62,DC9,DC62->DC9,2023-01-10,0
DC63,DC10,DC63->DC10,2023-01-10,0
DC63,DC14,DC63->DC14,2023-01-10,0
DC63,DC8,DC63->DC8,2023-01-10,0
DC64,DC10,DC64->DC10,2023-01-10,0
DC64,DC14,DC64->DC14,2023-01-10,0
DC64,DC30,DC64->DC30,2023-01-10,0
DC64,DC4,DC64->DC4,2023-01-10,0
DC64,DC5,DC64->DC5,2023-01-10,0
DC64,DC62,DC64->DC62,2023-01-10,28
DC64,DC8,DC64->DC8,2023-01-10,5
DC65,DC10,DC65->DC10,2023-01-10,0
DC65,DC14,DC65->DC14,2023-01-10,0
DC65,DC4,DC65->DC4,2023-01-10,0
DC65,DC43,DC65->DC43,2023-01-10,0
DC65,DC5,DC65->DC5,2023-01-10,0
DC65,DC62,DC65->DC62,2023-01-10,0
DC65,DC8,DC65->DC8,2023-01-10,19
DC66,DC10,DC66->DC10,2023-01-10,0
DC66,DC14,DC66->DC14,2023-01-10,0
DC66,DC3,DC66->DC3,2023-01-10,0
DC66,DC4,DC66->DC4,2023-01-10,0
DC66,DC5,DC66->DC5,2023-01-10,0
DC66,DC8,DC66->DC8,2023-01-10,0
DC66,DC9,DC66->DC9,2023-01-10,0
DC67,DC10,DC67->DC10,2023-01-10,0
DC67,DC12,DC67->DC12,2023-01-10,0
DC67,DC14,DC67->DC14,2023-01-10,0
DC67,DC3,DC67->DC3,2023-01-10,0
DC67,DC32,DC67->DC32,2023-01-10,0
DC67,DC34,DC67->DC34,2023-01-10,0
DC67,DC35,DC67->DC35,2023-01-10,0
DC67,DC40,DC67->DC40,2023-01-10,0
DC67,DC5,DC67->DC5,2023-01-10,0
DC67,DC9,DC67->DC9,2023-01-10,0
DC68,DC10,DC68->DC10,2023-01-10,865
DC68,DC14,DC68->DC14,2023-01-10,481
DC68,DC3,DC68->DC3,2023-01-10,0
DC68,DC35,DC68->DC35,2023-01-10,10
DC68,DC4,DC68->DC4,2023-01-10,9
DC68,DC40,DC68->DC40,2023-01-10,0
DC68,DC5,DC68->DC5,2023-01-10,396
DC68,DC62,DC68->DC62,2023-01-10,905
DC68,DC64,DC68->DC64,2023-01-10,0
DC68,DC65,DC68->DC65,2023-01-10,0
DC68,DC70,DC68->DC70,2023-01-10,26
DC68,DC8,DC68->DC8,2023-01-10,4078
DC69,DC10,DC69->DC10,2023-01-10,3073
DC69,DC14,DC69->DC14,2023-01-10,2765
DC69,DC3,DC69->DC3,2023-01-10,0
DC69,DC4,DC69->DC4,2023-01-10,13
DC69,DC5,DC69->DC5,2023-01-10,223
DC69,DC62,DC69->DC62,2023-01-10,3003
DC69,DC8,DC69->DC8,2023-01-10,3534
DC7,DC10,DC7->DC10,2023-01-10,1763
DC7,DC12,DC7->DC12,2023-01-10,0
DC7,DC14,DC7->DC14,2023-01-10,2449
DC7,DC3,DC7->DC3,2023-01-10,6
DC7,DC34,DC7->DC34,2023-01-10,0
DC7,DC35,DC7->DC35,2023-01-10,0
DC7,DC4,DC7->DC4,2023-01-10,40
DC7,DC40,DC7->DC40,2023-01-10,0
DC7,DC5,DC7->DC5,2023-01-10,659
DC7,DC62,DC7->DC62,2023-01-10,1365
DC7,DC65,DC7->DC65,2023-01-10,0
DC7,DC70,DC7->DC70,2023-01-10,0
DC7,DC8,DC7->DC8,2023-01-10,2351
DC7,DC9,DC7->DC9,2023-01-10,0
DC70,DC10,DC70->DC10,2023-01-10,0
DC70,DC14,DC70->DC14,2023-01-10,3
DC70,DC3,DC70->DC3,2023-01-10,0
DC70,DC32,DC70->DC32,2023-01-10,0
DC70,DC34,DC70->DC34,2023-01-10,0
DC70,DC35,DC70->DC35,2023-01-10,71
DC70,DC38,DC70->DC38,2023-01-10,12
DC70,DC4,DC70->DC4,2023-01-10,8
DC70,DC40,DC70->DC40,2023-01-10,26
DC70,DC5,DC70->DC5,2023-01-10,0
DC70,DC62,DC70->DC62,2023-01-10,1
DC70,DC8,DC70->DC8,2023-01-10,0
DC71,DC10,DC71->DC10,2023-01-10,280
DC71,DC12,DC71->DC12,2023-01-10,46
DC71,DC14,DC71->DC14,2023-01-10,154
DC71,DC3,DC71->DC3,2023-01-10,0
DC71,DC35,DC71->DC35,2023-01-10,97
DC71,DC4,DC71->DC4,2023-01-10,971
DC71,DC40,DC71->DC40,2023-01-10,34
DC71,DC5,DC71->DC5,2023-01-10,83
DC71,DC62,DC71->DC62,2023-01-10,234
DC71,DC70,DC71->DC70,2023-01-10,164
DC71,DC8,DC71->DC8,2023-01-10,122
DC71,DC9,DC71->DC9,2023-01-10,0
DC72,DC10,DC72->DC10,2023-01-10,0
DC72,DC14,DC72->DC14,2023-01-10,0
DC72,DC3,DC72->DC3,2023-01-10,0
DC72,DC35,DC72->DC35,2023-01-10,41
DC72,DC4,DC72->DC4,2023-01-10,0
DC72,DC5,DC72->DC5,2023-01-10,0
DC72,DC62,DC72->DC62,2023-01-10,0
DC72,DC8,DC72->DC8,2023-01-10,0
DC72,DC9,DC72->DC9,2023-01-10,0
DC73,DC10,DC73->DC10,2023-01-10,14438
DC73,DC12,DC73->DC12,2023-01-10,0
DC73,DC14,DC73->DC14,2023-01-10,13254
DC73,DC20,DC73->DC20,2023-01-10,0
DC73,DC3,DC73->DC3,2023-01-10,28
DC73,DC34,DC73->DC34,2023-01-10,0
DC73,DC35,DC73->DC35,2023-01-10,0
DC73,DC4,DC73->DC4,2023-01-10,38733
DC73,DC40,DC73->DC40,2023-01-10,0
DC73,DC5,DC73->DC5,2023-01-10,5494
DC73,DC62,DC73->DC62,2023-01-10,13255
DC73,DC64,DC73->DC64,2023-01-10,0
DC73,DC70,DC73->DC70,2023-01-10,14
DC73,DC8,DC73->DC8,2023-01-10,6160
DC73,DC9,DC73->DC9,2023-01-10,0
DC74,DC10,DC74->DC10,2023-01-10,0
DC74,DC14,DC74->DC14,2023-01-10,0
DC74,DC3,DC74->DC3,2023-01-10,0
DC74,DC4,DC74->DC4,2023-01-10,0
DC74,DC5,DC74->DC5,2023-01-10,0
DC74,DC8,DC74->DC8,2023-01-10,0
DC74,DC9,DC74->DC9,2023-01-10,0
DC75,DC35,DC75->DC35,2023-01-10,0
DC76,DC10,DC76->DC10,2023-01-10,0
DC76,DC14,DC76->DC14,2023-01-10,0
DC76,DC3,DC76->DC3,2023-01-10,0
DC76,DC4,DC76->DC4,2023-01-10,0
DC76,DC5,DC76->DC5,2023-01-10,0
DC76,DC62,DC76->DC62,2023-01-10,0
DC76,DC8,DC76->DC8,2023-01-10,0
DC77,DC6,DC77->DC6,2023-01-10,0
DC8,DC10,DC8->DC10,2023-01-10,32056
DC8,DC13,DC8->DC13,2023-01-10,0
DC8,DC14,DC8->DC14,2023-01-10,24503
DC8,DC15,DC8->DC15,2023-01-10,0
DC8,DC25,DC8->DC25,2023-01-10,0
DC8,DC27,DC8->DC27,2023-01-10,0
DC8,DC3,DC8->DC3,2023-01-10,44
DC8,DC32,DC8->DC32,2023-01-10,3
DC8,DC33,DC8->DC33,2023-01-10,2
DC8,DC34,DC8->DC34,2023-01-10,12
DC8,DC35,DC8->DC35,2023-01-10,93
DC8,DC38,DC8->DC38,2023-01-10,0
DC8,DC4,DC8->DC4,2023-01-10,2088
DC8,DC40,DC8->DC40,2023-01-10,11
DC8,DC43,DC8->DC43,2023-01-10,0
DC8,DC44,DC8->DC44,2023-01-10,0
DC8,DC5,DC8->DC5,2023-01-10,10098
DC8,DC59,DC8->DC59,2023-01-10,0
DC8,DC62,DC8->DC62,2023-01-10,41748
DC8,DC64,DC8->DC64,2023-01-10,0
DC8,DC65,DC8->DC65,2023-01-10,37
DC8,DC70,DC8->DC70,2023-01-10,59
DC8,DC76,DC8->DC76,2023-01-10,0
DC8,DC78,DC8->DC78,2023-01-10,0
DC8,DC9,DC8->DC9,2023-01-10,2
DC9,DC10,DC9->DC10,2023-01-10,0
DC9,DC12,DC9->DC12,2023-01-10,0
DC9,DC13,DC9->DC13,2023-01-10,0
DC9,DC14,DC9->DC14,2023-01-10,0
DC9,DC19,DC9->DC19,2023-01-10,0
DC9,DC21,DC9->DC21,2023-01-10,0
DC9,DC22,DC9->DC22,2023-01-10,0
DC9,DC23,DC9->DC23,2023-01-10,0
DC9,DC25,DC9->DC25,2023-01-10,0
DC9,DC3,DC9->DC3,2023-01-10,0
DC9,DC32,DC9->DC32,2023-01-10,0
DC9,DC34,DC9->DC34,2023-01-10,0
DC9,DC35,DC9->DC35,2023-01-10,0
DC9,DC36,DC9->DC36,2023-01-10,0
DC9,DC4,DC9->DC4,2023-01-10,0
DC9,DC40,DC9->DC40,2023-01-10,0
DC9,DC48,DC9->DC48,2023-01-10,0
DC9,DC5,DC9->DC5,2023-01-10,0
DC9,DC51,DC9->DC51,2023-01-10,0
DC9,DC58,DC9->DC58,2023-01-10,0
DC9,DC62,DC9->DC62,2023-01-10,0
DC9,DC67,DC9->DC67,2023-01-10,0
DC9,DC79,DC9->DC79,2023-01-10,0
DC9,DC8,DC9->DC8,2023-01-10,0
DC1,DC8,DC1->DC8,2023-01-11,0
DC10,DC12,DC10->DC12,2023-01-11,0
DC10,DC13,DC10->DC13,2023-01-11,0
DC10,DC14,DC10->DC14,2023-01-11,19426
DC10,DC17,DC10->DC17,2023-01-11,0
DC10,DC19,DC10->DC19,2023-01-11,0
DC10,DC20,DC10->DC20,2023-01-11,0
DC10,DC21,DC10->DC21,2023-01-11,0
DC10,DC22,DC10->DC22,2023-01-11,0
DC10,DC23,DC10->DC23,2023-01-11,0
DC10,DC25,DC10->DC25,2023-01-11,0
DC10,DC27,DC10->DC27,2023-01-11,0
DC10,DC28,DC10->DC28,2023-01-11,0
DC10,DC3,DC10->DC3,2023-01-11,25
DC10,DC30,DC10->DC30,2023-01-11,0
DC10,DC32,DC10->DC32,2023-01-11,7
DC10,DC33,DC10->DC33,2023-01-11,2
DC10,DC34,DC10->DC34,2023-01-11,1
DC10,DC35,DC10->DC35,2023-01-11,787
DC10,DC36,DC10->DC36,2023-01-11,0
DC10,DC38,DC10->DC38,2023-01-11,0
DC10,DC4,DC10->DC4,2023-01-11,76725
DC10,DC40,DC10->DC40,2023-01-11,27
DC10,DC47,DC10->DC47,2023-01-11,0
DC10,DC5,DC10->DC5,2023-01-11,10431
DC10,DC51,DC10->DC51,2023-01-11,0
DC10,DC59,DC10->DC59,2023-01-11,0
DC10,DC60,DC10->DC60,2023-01-11,0
DC10,DC61,DC10->DC61,2023-01-11,0
DC10,DC62,DC10->DC62,2023-01-11,22548
DC10,DC64,DC10->DC64,2023-01-11,0
DC10,DC65,DC10->DC65,2023-01-11,0
DC10,DC67,DC10->DC67,2023-01-11,0
DC10,DC70,DC10->DC70,2023-01-11,1391
DC10,DC73,DC10->DC73,2023-01-11,0
DC10,DC76,DC10->DC76,2023-01-11,0
DC10,DC78,DC10->DC78,2023-01-11,0
DC10,DC8,DC10->DC8,2023-01-11,10212
DC10,DC80,DC10->DC80,2023-01-11,0
DC10,DC9,DC10->DC9,2023-01-11,0
DC11,DC10,DC11->DC10,2023-01-11,193
DC11,DC14,DC11->DC14,2023-01-11,131
DC11,DC22,DC11->DC22,2023-01-11,0
DC11,DC3,DC11->DC3,2023-01-11,0
DC11,DC5,DC11->DC5,2023-01-11,186
DC11,DC9,DC11->DC9,2023-01-11,0
DC12,DC10,DC12->DC10,2023-01-11,0
DC12,DC14,DC12->DC14,2023-01-11,0
DC12,DC23,DC12->DC23,2023-01-11,0
DC12,DC3,DC12->DC3,2023-01-11,0
DC12,DC32,DC12->DC32,2023-01-11,0
DC12,DC35,DC12->DC35,2023-01-11,0
DC12,DC36,DC12->DC36,2023-01-11,0
DC12,DC38,DC12->DC38,2023-01-11,0
DC12,DC40,DC12->DC40,2023-01-11,0
DC12,DC5,DC12->DC5,2023-01-11,0
DC12,DC67,DC12->DC67,2023-01-11,0
DC12,DC9,DC12->DC9,2023-01-11,0
DC13,DC10,DC13->DC10,2023-01-11,0
DC13,DC14,DC13->DC14,2023-01-11,0
DC13,DC15,DC13->DC15,2023-01-11,0
DC13,DC3,DC13->DC3,2023-01-11,0
DC13,DC4,DC13->DC4,2023-01-11,1
DC13,DC5,DC13->DC5,2023-01-11,0
DC13,DC62,DC13->DC62,2023-01-11,12
DC13,DC8,DC13->DC8,2023-01-11,0
DC13,DC9,DC13->DC9,2023-01-11,0
DC14,DC10,DC14->DC10,2023-01-11,54287
DC14,DC11,DC14->DC11,2023-01-11,0
DC14,DC12,DC14->DC12,2023-01-11,0
DC14,DC13,DC14->DC13,2023-01-11,0
DC14,DC17,DC14->DC17,2023-01-11,0
DC14,DC19,DC14->DC19,2023-01-11,0
DC14,DC20,DC14->DC20,2023-01-11,0
DC14,DC21,DC14->DC21,2023-01-11,0
DC14,DC22,DC14->DC22,2023-01-11,0
DC14,DC23,DC14->DC23,2023-01-11,0
DC14,DC25,DC14->DC25,2023-01-11,0
DC14,DC3,DC14->DC3,2023-01-11,116
DC14,DC30,DC14->DC30,2023-01-11,0
DC14,DC32,DC14->DC32,2023-01-11,0
DC14,DC33,DC14->DC33,2023-01-11,0
DC14,DC34,DC14->DC34,2023-01-11,0
DC14,DC35,DC14->DC35,2023-01-11,1219
DC14,DC36,DC14->DC36,2023-01-11,0
DC14,DC38,DC14->DC38,2023-01-11,0
DC14,DC4,DC14->DC4,2023-01-11,450
DC14,DC40,DC14->DC40,2023-01-11,126
DC14,DC43,DC14->DC43,2023-01-11,0
DC14,DC5,DC14->DC5,2023-01-11,25469
DC14,DC61,DC14->DC61,2023-01-11,0
DC14,DC62,DC14->DC62,2023-01-11,49549
DC14,DC64,DC14->DC64,2023-01-11,0
DC14,DC65,DC14->DC65,2023-01-11,0
DC14,DC67,DC14->DC67,2023-01-11,0
DC14,DC70,DC14->DC70,2023-01-11,1123
DC14,DC76,DC14->DC76,2023-01-11,0
DC14,DC78,DC14->DC78,2023-01-11,0
DC14,DC8,DC14->DC8,2023-01-11,171276
DC14,DC81,DC14->DC81,2023-01-11,0
DC14,DC9,DC14->DC9,2023-01-11,2
DC15,DC10,DC15->DC10,2023-01-11,10014
DC15,DC12,DC15->DC12,2023-01-11,0
DC15,DC13,DC15->DC13,2023-01-11,0
DC15,DC14,DC15->DC14,2023-01-11,11654
DC15,DC3,DC15->DC3,2023-01-11,25
DC15,DC32,DC15->DC32,2023-01-11,0
DC15,DC33,DC15->DC33,2023-01-11,0
DC15,DC34,DC15->DC34,2023-01-11,0
DC15,DC35,DC15->DC35,2023-01-11,66
DC15,DC4,DC15->DC4,2023-01-11,112
DC15,DC40,DC15->DC40,2023-01-11,23
DC15,DC5,DC15->DC5,2023-01-11,4884
DC15,DC62,DC15->DC62,2023-01-11,14233
DC15,DC64,DC15->DC64,2023-01-11,0
DC15,DC65,DC15->DC65,2023-01-11,0
DC15,DC70,DC15->DC70,2023-01-11,124
DC15,DC8,DC15->DC8,2023-01-11,24902
DC15,DC81,DC15->DC81,2023-01-11,0
DC15,DC9,DC15->DC9,2023-01-11,0
DC16,DC10,DC16->DC10,2023-01-11,237
DC16,DC14,DC16->DC14,2023-01-11,231
DC16,DC35,DC16->DC35,2023-01-11,104
DC16,DC4,DC16->DC4,2023-01-11,3099
DC16,DC5,DC16->DC5,2023-01-11,108
DC16,DC62,DC16->DC62,2023-01-11,0
DC16,DC70,DC16->DC70,2023-01-11,37
DC16,DC8,DC16->DC8,2023-01-11,0
DC17,DC10,DC17->DC10,2023-01-11,26430
DC17,DC12,DC17->DC12,2023-01-11,0
DC17,DC14,DC17->DC14,2023-01-11,15859
DC17,DC20,DC17->DC20,2023-01-11,0
DC17,DC29,DC17->DC29,2023-01-11,0
DC17,DC3,DC17->DC3,2023-01-11,19
DC17,DC32,DC17->DC32,2023-01-11,0
DC17,DC34,DC17->DC34,2023-01-11,0
DC17,DC35,DC17->DC35,2023-01-11,355
DC17,DC4,DC17->DC4,2023-01-11,55081
DC17,DC40,DC17->DC40,2023-01-11,35
DC17,DC5,DC17->DC5,2023-01-11,14670
DC17,DC61,DC17->DC61,2023-01-11,0
DC17,DC62,DC17->DC62,2023-01-11,25145
DC17,DC64,DC17->DC64,2023-01-11,0
DC17,DC65,DC17->DC65,2023-01-11,0
DC17,DC70,DC17->DC70,2023-01-11,322
DC17,DC8,DC17->DC8,2023-01-11,10007
DC17,DC81,DC17->DC81,2023-01-11,0
DC17,DC9,DC17->DC9,2023-01-11,0
DC18,DC10,DC18->DC10,2023-01-11,0
DC18,DC14,DC18->DC14,2023-01-11,0
DC18,DC23,DC18->DC23,2023-01-11,0
DC18,DC4,DC18->DC4,2023-01-11,0
DC18,DC62,DC18->DC62,2023-01-11,0
DC18,DC8,DC18->DC8,2023-01-11,0
DC19,DC10,DC19->DC10,2023-01-11,19178
DC19,DC12,DC19->DC12,2023-01-11,203
DC19,DC14,DC19->DC14,2023-01-11,17747
DC19,DC20,DC19->DC20,2023-01-11,0
DC19,DC3,DC19->DC3,2023-01-11,6
DC19,DC32,DC19->DC32,2023-01-11,46
DC19,DC34,DC19->DC34,2023-01-11,0
DC19,DC35,DC19->DC35,2023-01-11,963
DC19,DC36,DC19->DC36,2023-01-11,0
DC19,DC4,DC19->DC4,2023-01-11,53581
DC19,DC40,DC19->DC40,2023-01-11,186
DC19,DC5,DC19->DC5,2023-01-11,8840
DC19,DC62,DC19->DC62,2023-01-11,18527
DC19,DC64,DC19->DC64,2023-01-11,0
DC19,DC65,DC19->DC65,2023-01-11,108
DC19,DC70,DC19->DC70,2023-01-11,1295
DC19,DC8,DC19->DC8,2023-01-11,13491
DC19,DC81,DC19->DC81,2023-01-11,76
DC19,DC9,DC19->DC9,2023-01-11,0
DC2,DC10,DC2->DC10,2023-01-11,0
DC2,DC14,DC2->DC14,2023-01-11,0
DC2,DC3,DC2->DC3,2023-01-11,0
DC2,DC4,DC2->DC4,2023-01-11,12
DC2,DC5,DC2->DC5,2023-01-11,0
DC2,DC62,DC2->DC62,2023-01-11,0
DC2,DC8,DC2->DC8,2023-01-11,0
DC2,DC9,DC2->DC9,2023-01-11,0
DC20,DC10,DC20->DC10,2023-01-11,15892
DC20,DC12,DC20->DC12,2023-01-11,0
DC20,DC14,DC20->DC14,2023-01-11,12285
DC20,DC3,DC20->DC3,2023-01-11,10
DC20,DC32,DC20->DC32,2023-01-11,0
DC20,DC33,DC20->DC33,2023-01-11,0
DC20,DC34,DC20->DC34,2023-01-11,0
DC20,DC35,DC20->DC35,2023-01-11,192
DC20,DC4,DC20->DC4,2023-01-11,44369
DC20,DC40,DC20->DC40,2023-01-11,13
DC20,DC5,DC20->DC5,2023-01-11,7349
DC20,DC62,DC20->DC62,2023-01-11,19079
DC20,DC64,DC20->DC64,2023-01-11,0
DC20,DC65,DC20->DC65,2023-01-11,0
DC20,DC70,DC20->DC70,2023-01-11,37
DC20,DC76,DC20->DC76,2023-01-11,0
DC20,DC8,DC20->DC8,2023-01-11,8081
DC20,DC81,DC20->DC81,2023-01-11,0
DC20,DC9,DC20->DC9,2023-01-11,0
DC21,DC10,DC21->DC10,2023-01-11,0
DC21,DC12,DC21->DC12,2023-01-11,0
DC21,DC14,DC21->DC14,2023-01-11,0
DC21,DC20,DC21->DC20,2023-01-11,0
DC21,DC3,DC21->DC3,2023-01-11,0
DC21,DC32,DC21->DC32,2023-01-11,0
DC21,DC33,DC21->DC33,2023-01-11,0
DC21,DC34,DC21->DC34,2023-01-11,0
DC21,DC35,DC21->DC35,2023-01-11,75
DC21,DC4,DC21->DC4,2023-01-11,0
DC21,DC40,DC21->DC40,2023-01-11,38
DC21,DC5,DC21->DC5,2023-01-11,0
DC21,DC62,DC21->DC62,2023-01-11,0
DC21,DC70,DC21->DC70,2023-01-11,0
DC21,DC76,DC21->DC76,2023-01-11,0
DC21,DC8,DC21->DC8,2023-01-11,0
DC21,DC81,DC21->DC81,2023-01-11,0
DC21,DC9,DC21->DC9,2023-01-11,0
DC22,DC10,DC22->DC10,2023-01-11,20852
DC22,DC12,DC22->DC12,2023-01-11,105
DC22,DC13,DC22->DC13,2023-01-11,0
DC22,DC14,DC22->DC14,2023-01-11,21029
DC22,DC20,DC22->DC20,2023-01-11,0
DC22,DC21,DC22->DC21,2023-01-11,0
DC22,DC3,DC22->DC3,2023-01-11,111
DC22,DC32,DC22->DC32,2023-01-11,0
DC22,DC34,DC22->DC34,2023-01-11,0
DC22,DC35,DC22->DC35,2023-01-11,3846
DC22,DC4,DC22->DC4,2023-01-11,56403
DC22,DC40,DC22->DC40,2023-01-11,434
DC22,DC5,DC22->DC5,2023-01-11,12053
DC22,DC62,DC22->DC62,2023-01-11,21921
DC22,DC64,DC22->DC64,2023-01-11,116
DC22,DC65,DC22->DC65,2023-01-11,109
DC22,DC70,DC22->DC70,2023-01-11,4601
DC22,DC76,DC22->DC76,2023-01-11,0
DC22,DC8,DC22->DC8,2023-01-11,4683
DC22,DC81,DC22->DC81,2023-01-11,95
DC22,DC9,DC22->DC9,2023-01-11,0
DC23,DC10,DC23->DC10,2023-01-11,28792
DC23,DC12,DC23->DC12,2023-01-11,93
DC23,DC14,DC23->DC14,2023-01-11,22076
DC23,DC18,DC23->DC18,2023-01-11,0
DC23,DC20,DC23->DC20,2023-01-11,0
DC23,DC29,DC23->DC29,2023-01-11,0
DC23,DC3,DC23->DC3,2023-01-11,59
DC23,DC32,DC23->DC32,2023-01-11,86
DC23,DC34,DC23->DC34,2023-01-11,0
DC23,DC35,DC23->DC35,2023-01-11,3555
DC23,DC36,DC23->DC36,2023-01-11,0
DC23,DC4,DC23->DC4,2023-01-11,75295
DC23,DC40,DC23->DC40,2023-01-11,420
DC23,DC5,DC23->DC5,2023-01-11,14047
DC23,DC6,DC23->DC6,2023-01-11,0
DC23,DC62,DC23->DC62,2023-01-11,21467
DC23,DC64,DC23->DC64,2023-01-11,178
DC23,DC65,DC23->DC65,2023-01-11,98
DC23,DC70,DC23->DC70,2023-01-11,6539
DC23,DC8,DC23->DC8,2023-01-11,5894
DC23,DC81,DC23->DC81,2023-01-11,83
DC23,DC9,DC23->DC9,2023-01-11,0
DC24,DC10,DC24->DC10,2023-01-11,0
DC24,DC14,DC24->DC14,2023-01-11,0
DC24,DC3,DC24->DC3,2023-01-11,0
