场地1,场地2,edge,日期,预测货量
DC25,DC35,DC25->DC35,2023-01-29,64
DC25,DC35,DC25->DC35,2023-01-30,70
DC25,DC35,DC25->DC35,2023-01-31,60
DC25,DC4,DC25->DC4,2023-01-01,10070
DC25,DC4,DC25->DC4,2023-01-02,16
DC25,DC4,DC25->DC4,2023-01-03,17
DC25,DC4,DC25->DC4,2023-01-04,16
DC25,DC4,DC25->DC4,2023-01-05,22
DC25,DC4,DC25->DC4,2023-01-06,39
DC25,DC4,DC25->DC4,2023-01-07,27
DC25,DC4,DC25->DC4,2023-01-08,34
DC25,DC4,DC25->DC4,2023-01-09,33
DC25,DC4,DC25->DC4,2023-01-10,6136
DC25,DC4,DC25->DC4,2023-01-11,6958
DC25,DC4,DC25->DC4,2023-01-12,5196
DC25,DC4,DC25->DC4,2023-01-13,56
DC25,DC4,DC25->DC4,2023-01-14,38
DC25,DC4,DC25->DC4,2023-01-15,6474
DC25,DC4,DC25->DC4,2023-01-16,7173
DC25,DC4,DC25->DC4,2023-01-17,50
DC25,DC4,DC25->DC4,2023-01-18,67
DC25,DC4,DC25->DC4,2023-01-19,49
DC25,DC4,DC25->DC4,2023-01-20,2613
DC25,DC4,DC25->DC4,2023-01-21,1544
DC25,DC4,DC25->DC4,2023-01-22,2826
DC25,DC4,DC25->DC4,2023-01-23,38
DC25,DC4,DC25->DC4,2023-01-24,30
DC25,DC4,DC25->DC4,2023-01-25,3508
DC25,DC4,DC25->DC4,2023-01-26,3888
DC25,DC4,DC25->DC4,2023-01-27,42
DC25,DC4,DC25->DC4,2023-01-28,40
DC25,DC4,DC25->DC4,2023-01-29,30
DC25,DC4,DC25->DC4,2023-01-30,21
DC25,DC4,DC25->DC4,2023-01-31,19
DC25,DC40,DC25->DC40,2023-01-01,0
DC25,DC40,DC25->DC40,2023-01-02,1
DC25,DC40,DC25->DC40,2023-01-03,0
DC25,DC40,DC25->DC40,2023-01-04,4
DC25,DC40,DC25->DC40,2023-01-05,0
DC25,DC40,DC25->DC40,2023-01-06,0
DC25,DC40,DC25->DC40,2023-01-07,1
DC25,DC40,DC25->DC40,2023-01-08,5
DC25,DC40,DC25->DC40,2023-01-09,1
DC25,DC40,DC25->DC40,2023-01-10,0
DC25,DC40,DC25->DC40,2023-01-11,4
DC25,DC40,DC25->DC40,2023-01-12,0
DC25,DC40,DC25->DC40,2023-01-13,0
DC25,DC40,DC25->DC40,2023-01-14,1
DC25,DC40,DC25->DC40,2023-01-15,0
DC25,DC40,DC25->DC40,2023-01-16,1
DC25,DC40,DC25->DC40,2023-01-17,0
DC25,DC40,DC25->DC40,2023-01-18,3
DC25,DC40,DC25->DC40,2023-01-19,0
DC25,DC40,DC25->DC40,2023-01-20,0
DC25,DC40,DC25->DC40,2023-01-21,2
DC25,DC40,DC25->DC40,2023-01-22,0
DC25,DC40,DC25->DC40,2023-01-23,1
DC25,DC40,DC25->DC40,2023-01-24,0
DC25,DC40,DC25->DC40,2023-01-25,3
DC25,DC40,DC25->DC40,2023-01-26,0
DC25,DC40,DC25->DC40,2023-01-27,0
DC25,DC40,DC25->DC40,2023-01-28,1
DC25,DC40,DC25->DC40,2023-01-29,1
DC25,DC40,DC25->DC40,2023-01-30,1
DC25,DC40,DC25->DC40,2023-01-31,0
DC25,DC5,DC25->DC5,2023-01-01,2466
DC25,DC5,DC25->DC5,2023-01-02,2577
DC25,DC5,DC25->DC5,2023-01-03,4342
DC25,DC5,DC25->DC5,2023-01-04,2396
DC25,DC5,DC25->DC5,2023-01-05,2841
DC25,DC5,DC25->DC5,2023-01-06,2121
DC25,DC5,DC25->DC5,2023-01-07,1839
DC25,DC5,DC25->DC5,2023-01-08,2046
DC25,DC5,DC25->DC5,2023-01-09,2718
DC25,DC5,DC25->DC5,2023-01-10,2329
DC25,DC5,DC25->DC5,2023-01-11,2468
DC25,DC5,DC25->DC5,2023-01-12,2583
DC25,DC5,DC25->DC5,2023-01-13,2081
DC25,DC5,DC25->DC5,2023-01-14,2525
DC25,DC5,DC25->DC5,2023-01-15,2726
DC25,DC5,DC25->DC5,2023-01-16,2351
DC25,DC5,DC25->DC5,2023-01-17,4310
DC25,DC5,DC25->DC5,2023-01-18,4857
DC25,DC5,DC25->DC5,2023-01-19,2443
DC25,DC5,DC25->DC5,2023-01-20,1901
DC25,DC5,DC25->DC5,2023-01-21,981
DC25,DC5,DC25->DC5,2023-01-22,1135
DC25,DC5,DC25->DC5,2023-01-23,1501
DC25,DC5,DC25->DC5,2023-01-24,2491
DC25,DC5,DC25->DC5,2023-01-25,1560
DC25,DC5,DC25->DC5,2023-01-26,2082
DC25,DC5,DC25->DC5,2023-01-27,1668
DC25,DC5,DC25->DC5,2023-01-28,2405
DC25,DC5,DC25->DC5,2023-01-29,3454
DC25,DC5,DC25->DC5,2023-01-30,2528
DC25,DC5,DC25->DC5,2023-01-31,2015
DC25,DC62,DC25->DC62,2023-01-01,4012
DC25,DC62,DC25->DC62,2023-01-02,5761
DC25,DC62,DC25->DC62,2023-01-03,5816
DC25,DC62,DC25->DC62,2023-01-04,4488
DC25,DC62,DC25->DC62,2023-01-05,4175
DC25,DC62,DC25->DC62,2023-01-06,5640
DC25,DC62,DC25->DC62,2023-01-07,9706
DC25,DC62,DC25->DC62,2023-01-08,8490
DC25,DC62,DC25->DC62,2023-01-09,6552
DC25,DC62,DC25->DC62,2023-01-10,11977
DC25,DC62,DC25->DC62,2023-01-11,12198
DC25,DC62,DC25->DC62,2023-01-12,11041
DC25,DC62,DC25->DC62,2023-01-13,10826
DC25,DC62,DC25->DC62,2023-01-14,7874
DC25,DC62,DC25->DC62,2023-01-15,7697
DC25,DC62,DC25->DC62,2023-01-16,7795
DC25,DC62,DC25->DC62,2023-01-17,11706
DC25,DC62,DC25->DC62,2023-01-18,11164
DC25,DC62,DC25->DC62,2023-01-19,7312
DC25,DC62,DC25->DC62,2023-01-20,8519
DC25,DC62,DC25->DC62,2023-01-21,11898
DC25,DC62,DC25->DC62,2023-01-22,7428
DC25,DC62,DC25->DC62,2023-01-23,8120
DC25,DC62,DC25->DC62,2023-01-24,6917
DC25,DC62,DC25->DC62,2023-01-25,7417
DC25,DC62,DC25->DC62,2023-01-26,9612
DC25,DC62,DC25->DC62,2023-01-27,9270
DC25,DC62,DC25->DC62,2023-01-28,8109
DC25,DC62,DC25->DC62,2023-01-29,6472
DC25,DC62,DC25->DC62,2023-01-30,6536
DC25,DC62,DC25->DC62,2023-01-31,5848
DC25,DC64,DC25->DC64,2023-01-01,626
DC25,DC64,DC25->DC64,2023-01-02,1453
DC25,DC64,DC25->DC64,2023-01-03,148
DC25,DC64,DC25->DC64,2023-01-04,124
DC25,DC64,DC25->DC64,2023-01-05,479
DC25,DC64,DC25->DC64,2023-01-06,617
DC25,DC64,DC25->DC64,2023-01-07,766
DC25,DC64,DC25->DC64,2023-01-08,626
DC25,DC64,DC25->DC64,2023-01-09,1453
DC25,DC64,DC25->DC64,2023-01-10,148
DC25,DC64,DC25->DC64,2023-01-11,124
DC25,DC64,DC25->DC64,2023-01-12,479
DC25,DC64,DC25->DC64,2023-01-13,617
DC25,DC64,DC25->DC64,2023-01-14,766
DC25,DC64,DC25->DC64,2023-01-15,626
DC25,DC64,DC25->DC64,2023-01-16,1453
DC25,DC64,DC25->DC64,2023-01-17,148
DC25,DC64,DC25->DC64,2023-01-18,124
DC25,DC64,DC25->DC64,2023-01-19,479
DC25,DC64,DC25->DC64,2023-01-20,617
DC25,DC64,DC25->DC64,2023-01-21,766
DC25,DC64,DC25->DC64,2023-01-22,626
DC25,DC64,DC25->DC64,2023-01-23,1453
DC25,DC64,DC25->DC64,2023-01-24,148
DC25,DC64,DC25->DC64,2023-01-25,124
DC25,DC64,DC25->DC64,2023-01-26,479
DC25,DC64,DC25->DC64,2023-01-27,617
DC25,DC64,DC25->DC64,2023-01-28,766
DC25,DC64,DC25->DC64,2023-01-29,626
DC25,DC64,DC25->DC64,2023-01-30,1453
DC25,DC64,DC25->DC64,2023-01-31,148
DC25,DC65,DC25->DC65,2023-01-01,507
DC25,DC65,DC25->DC65,2023-01-02,348
DC25,DC65,DC25->DC65,2023-01-03,437
DC25,DC65,DC25->DC65,2023-01-04,85
DC25,DC65,DC25->DC65,2023-01-05,178
DC25,DC65,DC25->DC65,2023-01-06,686
DC25,DC65,DC25->DC65,2023-01-07,314
DC25,DC65,DC25->DC65,2023-01-08,507
DC25,DC65,DC25->DC65,2023-01-09,348
DC25,DC65,DC25->DC65,2023-01-10,437
DC25,DC65,DC25->DC65,2023-01-11,85
DC25,DC65,DC25->DC65,2023-01-12,178
DC25,DC65,DC25->DC65,2023-01-13,686
DC25,DC65,DC25->DC65,2023-01-14,314
DC25,DC65,DC25->DC65,2023-01-15,507
DC25,DC65,DC25->DC65,2023-01-16,348
DC25,DC65,DC25->DC65,2023-01-17,437
DC25,DC65,DC25->DC65,2023-01-18,85
DC25,DC65,DC25->DC65,2023-01-19,178
DC25,DC65,DC25->DC65,2023-01-20,686
DC25,DC65,DC25->DC65,2023-01-21,314
DC25,DC65,DC25->DC65,2023-01-22,507
DC25,DC65,DC25->DC65,2023-01-23,348
DC25,DC65,DC25->DC65,2023-01-24,437
DC25,DC65,DC25->DC65,2023-01-25,85
DC25,DC65,DC25->DC65,2023-01-26,178
DC25,DC65,DC25->DC65,2023-01-27,686
DC25,DC65,DC25->DC65,2023-01-28,314
DC25,DC65,DC25->DC65,2023-01-29,507
DC25,DC65,DC25->DC65,2023-01-30,348
DC25,DC65,DC25->DC65,2023-01-31,437
DC25,DC70,DC25->DC70,2023-01-01,74
DC25,DC70,DC25->DC70,2023-01-02,69
DC25,DC70,DC25->DC70,2023-01-03,229
DC25,DC70,DC25->DC70,2023-01-04,133
DC25,DC70,DC25->DC70,2023-01-05,145
DC25,DC70,DC25->DC70,2023-01-06,51
DC25,DC70,DC25->DC70,2023-01-07,47
DC25,DC70,DC25->DC70,2023-01-08,90
DC25,DC70,DC25->DC70,2023-01-09,52
DC25,DC70,DC25->DC70,2023-01-10,196
DC25,DC70,DC25->DC70,2023-01-11,227
DC25,DC70,DC25->DC70,2023-01-12,76
DC25,DC70,DC25->DC70,2023-01-13,151
DC25,DC70,DC25->DC70,2023-01-14,37
DC25,DC70,DC25->DC70,2023-01-15,179
DC25,DC70,DC25->DC70,2023-01-16,78
DC25,DC70,DC25->DC70,2023-01-17,148
DC25,DC70,DC25->DC70,2023-01-18,145
DC25,DC70,DC25->DC70,2023-01-19,45
DC25,DC70,DC25->DC70,2023-01-20,91
DC25,DC70,DC25->DC70,2023-01-21,117
DC25,DC70,DC25->DC70,2023-01-22,58
DC25,DC70,DC25->DC70,2023-01-23,45
DC25,DC70,DC25->DC70,2023-01-24,121
DC25,DC70,DC25->DC70,2023-01-25,140
DC25,DC70,DC25->DC70,2023-01-26,54
DC25,DC70,DC25->DC70,2023-01-27,60
DC25,DC70,DC25->DC70,2023-01-28,23
DC25,DC70,DC25->DC70,2023-01-29,39
DC25,DC70,DC25->DC70,2023-01-30,40
DC25,DC70,DC25->DC70,2023-01-31,124
DC25,DC76,DC25->DC76,2023-01-01,0
DC25,DC76,DC25->DC76,2023-01-02,0
DC25,DC76,DC25->DC76,2023-01-03,0
DC25,DC76,DC25->DC76,2023-01-04,0
DC25,DC76,DC25->DC76,2023-01-05,0
DC25,DC76,DC25->DC76,2023-01-06,0
DC25,DC76,DC25->DC76,2023-01-07,0
DC25,DC76,DC25->DC76,2023-01-08,0
DC25,DC76,DC25->DC76,2023-01-09,0
DC25,DC76,DC25->DC76,2023-01-10,0
DC25,DC76,DC25->DC76,2023-01-11,0
DC25,DC76,DC25->DC76,2023-01-12,0
DC25,DC76,DC25->DC76,2023-01-13,0
DC25,DC76,DC25->DC76,2023-01-14,0
DC25,DC76,DC25->DC76,2023-01-15,0
DC25,DC76,DC25->DC76,2023-01-16,0
DC25,DC76,DC25->DC76,2023-01-17,0
DC25,DC76,DC25->DC76,2023-01-18,0
DC25,DC76,DC25->DC76,2023-01-19,0
DC25,DC76,DC25->DC76,2023-01-20,0
DC25,DC76,DC25->DC76,2023-01-21,0
DC25,DC76,DC25->DC76,2023-01-22,0
DC25,DC76,DC25->DC76,2023-01-23,0
DC25,DC76,DC25->DC76,2023-01-24,0
DC25,DC76,DC25->DC76,2023-01-25,0
DC25,DC76,DC25->DC76,2023-01-26,0
DC25,DC76,DC25->DC76,2023-01-27,0
DC25,DC76,DC25->DC76,2023-01-28,0
DC25,DC76,DC25->DC76,2023-01-29,0
DC25,DC76,DC25->DC76,2023-01-30,0
DC25,DC76,DC25->DC76,2023-01-31,0
DC25,DC8,DC25->DC8,2023-01-01,11126
DC25,DC8,DC25->DC8,2023-01-02,23077
DC25,DC8,DC25->DC8,2023-01-03,15596
DC25,DC8,DC25->DC8,2023-01-04,14892
DC25,DC8,DC25->DC8,2023-01-05,16594
DC25,DC8,DC25->DC8,2023-01-06,16463
DC25,DC8,DC25->DC8,2023-01-07,16413
DC25,DC8,DC25->DC8,2023-01-08,19268
DC25,DC8,DC25->DC8,2023-01-09,30153
DC25,DC8,DC25->DC8,2023-01-10,9420
DC25,DC8,DC25->DC8,2023-01-11,12403
DC25,DC8,DC25->DC8,2023-01-12,20723
DC25,DC8,DC25->DC8,2023-01-13,23923
DC25,DC8,DC25->DC8,2023-01-14,21973
DC25,DC8,DC25->DC8,2023-01-15,10437
DC25,DC8,DC25->DC8,2023-01-16,15760
DC25,DC8,DC25->DC8,2023-01-17,26535
DC25,DC8,DC25->DC8,2023-01-18,22855
DC25,DC8,DC25->DC8,2023-01-19,26309
DC25,DC8,DC25->DC8,2023-01-20,10387
DC25,DC8,DC25->DC8,2023-01-21,11385
DC25,DC8,DC25->DC8,2023-01-22,11237
DC25,DC8,DC25->DC8,2023-01-23,29325
DC25,DC8,DC25->DC8,2023-01-24,24784
DC25,DC8,DC25->DC8,2023-01-25,6912
DC25,DC8,DC25->DC8,2023-01-26,8496
DC25,DC8,DC25->DC8,2023-01-27,21841
DC25,DC8,DC25->DC8,2023-01-28,19851
DC25,DC8,DC25->DC8,2023-01-29,15052
DC25,DC8,DC25->DC8,2023-01-30,13827
DC25,DC8,DC25->DC8,2023-01-31,12773
DC25,DC81,DC25->DC81,2023-01-01,0
DC25,DC81,DC25->DC81,2023-01-02,0
DC25,DC81,DC25->DC81,2023-01-03,0
DC25,DC81,DC25->DC81,2023-01-04,0
DC25,DC81,DC25->DC81,2023-01-05,0
DC25,DC81,DC25->DC81,2023-01-06,0
DC25,DC81,DC25->DC81,2023-01-07,0
DC25,DC81,DC25->DC81,2023-01-08,0
DC25,DC81,DC25->DC81,2023-01-09,0
DC25,DC81,DC25->DC81,2023-01-10,0
DC25,DC81,DC25->DC81,2023-01-11,0
DC25,DC81,DC25->DC81,2023-01-12,0
DC25,DC81,DC25->DC81,2023-01-13,0
DC25,DC81,DC25->DC81,2023-01-14,5
DC25,DC81,DC25->DC81,2023-01-15,0
DC25,DC81,DC25->DC81,2023-01-16,0
DC25,DC81,DC25->DC81,2023-01-17,0
DC25,DC81,DC25->DC81,2023-01-18,0
DC25,DC81,DC25->DC81,2023-01-19,0
DC25,DC81,DC25->DC81,2023-01-20,0
DC25,DC81,DC25->DC81,2023-01-21,0
DC25,DC81,DC25->DC81,2023-01-22,0
DC25,DC81,DC25->DC81,2023-01-23,0
DC25,DC81,DC25->DC81,2023-01-24,0
DC25,DC81,DC25->DC81,2023-01-25,0
DC25,DC81,DC25->DC81,2023-01-26,0
DC25,DC81,DC25->DC81,2023-01-27,0
DC25,DC81,DC25->DC81,2023-01-28,0
DC25,DC81,DC25->DC81,2023-01-29,0
DC25,DC81,DC25->DC81,2023-01-30,55
DC25,DC81,DC25->DC81,2023-01-31,0
DC25,DC9,DC25->DC9,2023-01-01,13249
DC25,DC9,DC25->DC9,2023-01-02,19289
DC25,DC9,DC25->DC9,2023-01-03,11374
DC25,DC9,DC25->DC9,2023-01-04,1965
DC25,DC9,DC25->DC9,2023-01-05,1224
DC25,DC9,DC25->DC9,2023-01-06,2886
DC25,DC9,DC25->DC9,2023-01-07,1071
DC25,DC9,DC25->DC9,2023-01-08,1949
DC25,DC9,DC25->DC9,2023-01-09,989
DC25,DC9,DC25->DC9,2023-01-10,2728
DC25,DC9,DC25->DC9,2023-01-11,2445
DC25,DC9,DC25->DC9,2023-01-12,1462
DC25,DC9,DC25->DC9,2023-01-13,4671
DC25,DC9,DC25->DC9,2023-01-14,8797
DC25,DC9,DC25->DC9,2023-01-15,7868
DC25,DC9,DC25->DC9,2023-01-16,10654
DC25,DC9,DC25->DC9,2023-01-17,21766
DC25,DC9,DC25->DC9,2023-01-18,7452
DC25,DC9,DC25->DC9,2023-01-19,12464
DC25,DC9,DC25->DC9,2023-01-20,8569
DC25,DC9,DC25->DC9,2023-01-21,3554
DC25,DC9,DC25->DC9,2023-01-22,5530
DC25,DC9,DC25->DC9,2023-01-23,7997
DC25,DC9,DC25->DC9,2023-01-24,8332
DC25,DC9,DC25->DC9,2023-01-25,8012
DC25,DC9,DC25->DC9,2023-01-26,8371
DC25,DC9,DC25->DC9,2023-01-27,7047
DC25,DC9,DC25->DC9,2023-01-28,7542
DC25,DC9,DC25->DC9,2023-01-29,5295
DC25,DC9,DC25->DC9,2023-01-30,5978
DC25,DC9,DC25->DC9,2023-01-31,7144
DC26,DC10,DC26->DC10,2023-01-01,2233
DC26,DC10,DC26->DC10,2023-01-02,2383
DC26,DC10,DC26->DC10,2023-01-03,2547
DC26,DC10,DC26->DC10,2023-01-04,2713
DC26,DC10,DC26->DC10,2023-01-05,2827
DC26,DC10,DC26->DC10,2023-01-06,2507
DC26,DC10,DC26->DC10,2023-01-07,2336
DC26,DC10,DC26->DC10,2023-01-08,2305
DC26,DC10,DC26->DC10,2023-01-09,3108
DC26,DC10,DC26->DC10,2023-01-10,3030
DC26,DC10,DC26->DC10,2023-01-11,3511
DC26,DC10,DC26->DC10,2023-01-12,2440
DC26,DC10,DC26->DC10,2023-01-13,2728
DC26,DC10,DC26->DC10,2023-01-14,3072
DC26,DC10,DC26->DC10,2023-01-15,4372
DC26,DC10,DC26->DC10,2023-01-16,3700
DC26,DC10,DC26->DC10,2023-01-17,3479
DC26,DC10,DC26->DC10,2023-01-18,2422
DC26,DC10,DC26->DC10,2023-01-19,4223
DC26,DC10,DC26->DC10,2023-01-20,3766
DC26,DC10,DC26->DC10,2023-01-21,3728
DC26,DC10,DC26->DC10,2023-01-22,1872
DC26,DC10,DC26->DC10,2023-01-23,2405
DC26,DC10,DC26->DC10,2023-01-24,2909
DC26,DC10,DC26->DC10,2023-01-25,2465
DC26,DC10,DC26->DC10,2023-01-26,4688
DC26,DC10,DC26->DC10,2023-01-27,4214
DC26,DC10,DC26->DC10,2023-01-28,2445
DC26,DC10,DC26->DC10,2023-01-29,2667
DC26,DC10,DC26->DC10,2023-01-30,2588
DC26,DC10,DC26->DC10,2023-01-31,1258
DC26,DC12,DC26->DC12,2023-01-01,17
DC26,DC12,DC26->DC12,2023-01-02,3
DC26,DC12,DC26->DC12,2023-01-03,1
DC26,DC12,DC26->DC12,2023-01-04,18
DC26,DC12,DC26->DC12,2023-01-05,22
DC26,DC12,DC26->DC12,2023-01-06,0
DC26,DC12,DC26->DC12,2023-01-07,19
DC26,DC12,DC26->DC12,2023-01-08,10
DC26,DC12,DC26->DC12,2023-01-09,0
DC26,DC12,DC26->DC12,2023-01-10,8
DC26,DC12,DC26->DC12,2023-01-11,17
DC26,DC12,DC26->DC12,2023-01-12,22
DC26,DC12,DC26->DC12,2023-01-13,16
DC26,DC12,DC26->DC12,2023-01-14,28
DC26,DC12,DC26->DC12,2023-01-15,20
DC26,DC12,DC26->DC12,2023-01-16,0
DC26,DC12,DC26->DC12,2023-01-17,0
DC26,DC12,DC26->DC12,2023-01-18,27
DC26,DC12,DC26->DC12,2023-01-19,0
DC26,DC12,DC26->DC12,2023-01-20,0
DC26,DC12,DC26->DC12,2023-01-21,2
DC26,DC12,DC26->DC12,2023-01-22,4
DC26,DC12,DC26->DC12,2023-01-23,1
DC26,DC12,DC26->DC12,2023-01-24,1
DC26,DC12,DC26->DC12,2023-01-25,4
DC26,DC12,DC26->DC12,2023-01-26,5
DC26,DC12,DC26->DC12,2023-01-27,0
DC26,DC12,DC26->DC12,2023-01-28,2
DC26,DC12,DC26->DC12,2023-01-29,2
DC26,DC12,DC26->DC12,2023-01-30,0
DC26,DC12,DC26->DC12,2023-01-31,2
DC26,DC14,DC26->DC14,2023-01-01,2319
DC26,DC14,DC26->DC14,2023-01-02,1857
DC26,DC14,DC26->DC14,2023-01-03,2108
DC26,DC14,DC26->DC14,2023-01-04,2118
DC26,DC14,DC26->DC14,2023-01-05,2585
DC26,DC14,DC26->DC14,2023-01-06,1652
DC26,DC14,DC26->DC14,2023-01-07,1969
DC26,DC14,DC26->DC14,2023-01-08,2169
DC26,DC14,DC26->DC14,2023-01-09,2157
DC26,DC14,DC26->DC14,2023-01-10,2132
DC26,DC14,DC26->DC14,2023-01-11,2410
DC26,DC14,DC26->DC14,2023-01-12,2510
DC26,DC14,DC26->DC14,2023-01-13,2493
DC26,DC14,DC26->DC14,2023-01-14,2120
DC26,DC14,DC26->DC14,2023-01-15,2736
DC26,DC14,DC26->DC14,2023-01-16,2350
DC26,DC14,DC26->DC14,2023-01-17,2372
DC26,DC14,DC26->DC14,2023-01-18,2080
DC26,DC14,DC26->DC14,2023-01-19,1968
DC26,DC14,DC26->DC14,2023-01-20,1972
DC26,DC14,DC26->DC14,2023-01-21,1774
DC26,DC14,DC26->DC14,2023-01-22,1539
DC26,DC14,DC26->DC14,2023-01-23,1659
DC26,DC14,DC26->DC14,2023-01-24,1793
DC26,DC14,DC26->DC14,2023-01-25,1853
DC26,DC14,DC26->DC14,2023-01-26,2628
DC26,DC14,DC26->DC14,2023-01-27,1710
DC26,DC14,DC26->DC14,2023-01-28,1551
DC26,DC14,DC26->DC14,2023-01-29,1936
DC26,DC14,DC26->DC14,2023-01-30,1983
DC26,DC14,DC26->DC14,2023-01-31,1013
DC26,DC3,DC26->DC3,2023-01-01,813
DC26,DC3,DC26->DC3,2023-01-02,433
DC26,DC3,DC26->DC3,2023-01-03,533
DC26,DC3,DC26->DC3,2023-01-04,462
DC26,DC3,DC26->DC3,2023-01-05,1068
DC26,DC3,DC26->DC3,2023-01-06,347
DC26,DC3,DC26->DC3,2023-01-07,343
DC26,DC3,DC26->DC3,2023-01-08,730
DC26,DC3,DC26->DC3,2023-01-09,439
DC26,DC3,DC26->DC3,2023-01-10,1134
DC26,DC3,DC26->DC3,2023-01-11,603
DC26,DC3,DC26->DC3,2023-01-12,666
DC26,DC3,DC26->DC3,2023-01-13,999
DC26,DC3,DC26->DC3,2023-01-14,664
DC26,DC3,DC26->DC3,2023-01-15,814
DC26,DC3,DC26->DC3,2023-01-16,480
DC26,DC3,DC26->DC3,2023-01-17,558
DC26,DC3,DC26->DC3,2023-01-18,489
DC26,DC3,DC26->DC3,2023-01-19,514
DC26,DC3,DC26->DC3,2023-01-20,697
DC26,DC3,DC26->DC3,2023-01-21,493
DC26,DC3,DC26->DC3,2023-01-22,304
DC26,DC3,DC26->DC3,2023-01-23,351
DC26,DC3,DC26->DC3,2023-01-24,353
DC26,DC3,DC26->DC3,2023-01-25,553
DC26,DC3,DC26->DC3,2023-01-26,558
DC26,DC3,DC26->DC3,2023-01-27,347
DC26,DC3,DC26->DC3,2023-01-28,363
DC26,DC3,DC26->DC3,2023-01-29,413
DC26,DC3,DC26->DC3,2023-01-30,330
DC26,DC3,DC26->DC3,2023-01-31,567
DC26,DC32,DC26->DC32,2023-01-01,0
DC26,DC32,DC26->DC32,2023-01-02,0
DC26,DC32,DC26->DC32,2023-01-03,0
DC26,DC32,DC26->DC32,2023-01-04,0
DC26,DC32,DC26->DC32,2023-01-05,0
DC26,DC32,DC26->DC32,2023-01-06,0
DC26,DC32,DC26->DC32,2023-01-07,0
DC26,DC32,DC26->DC32,2023-01-08,0
DC26,DC32,DC26->DC32,2023-01-09,0
DC26,DC32,DC26->DC32,2023-01-10,0
DC26,DC32,DC26->DC32,2023-01-11,0
DC26,DC32,DC26->DC32,2023-01-12,0
DC26,DC32,DC26->DC32,2023-01-13,0
DC26,DC32,DC26->DC32,2023-01-14,0
DC26,DC32,DC26->DC32,2023-01-15,0
DC26,DC32,DC26->DC32,2023-01-16,0
DC26,DC32,DC26->DC32,2023-01-17,0
DC26,DC32,DC26->DC32,2023-01-18,0
DC26,DC32,DC26->DC32,2023-01-19,0
DC26,DC32,DC26->DC32,2023-01-20,0
DC26,DC32,DC26->DC32,2023-01-21,0
DC26,DC32,DC26->DC32,2023-01-22,0
DC26,DC32,DC26->DC32,2023-01-23,0
DC26,DC32,DC26->DC32,2023-01-24,0
DC26,DC32,DC26->DC32,2023-01-25,0
DC26,DC32,DC26->DC32,2023-01-26,0
DC26,DC32,DC26->DC32,2023-01-27,0
DC26,DC32,DC26->DC32,2023-01-28,0
DC26,DC32,DC26->DC32,2023-01-29,0
DC26,DC32,DC26->DC32,2023-01-30,0
DC26,DC32,DC26->DC32,2023-01-31,0
DC26,DC34,DC26->DC34,2023-01-01,0
DC26,DC34,DC26->DC34,2023-01-02,0
DC26,DC34,DC26->DC34,2023-01-03,0
DC26,DC34,DC26->DC34,2023-01-04,0
DC26,DC34,DC26->DC34,2023-01-05,0
DC26,DC34,DC26->DC34,2023-01-06,0
DC26,DC34,DC26->DC34,2023-01-07,0
DC26,DC34,DC26->DC34,2023-01-08,0
DC26,DC34,DC26->DC34,2023-01-09,0
DC26,DC34,DC26->DC34,2023-01-10,0
DC26,DC34,DC26->DC34,2023-01-11,0
DC26,DC34,DC26->DC34,2023-01-12,0
DC26,DC34,DC26->DC34,2023-01-13,0
DC26,DC34,DC26->DC34,2023-01-14,0
DC26,DC34,DC26->DC34,2023-01-15,0
DC26,DC34,DC26->DC34,2023-01-16,0
DC26,DC34,DC26->DC34,2023-01-17,0
DC26,DC34,DC26->DC34,2023-01-18,0
DC26,DC34,DC26->DC34,2023-01-19,0
DC26,DC34,DC26->DC34,2023-01-20,0
DC26,DC34,DC26->DC34,2023-01-21,0
DC26,DC34,DC26->DC34,2023-01-22,0
DC26,DC34,DC26->DC34,2023-01-23,0
DC26,DC34,DC26->DC34,2023-01-24,0
DC26,DC34,DC26->DC34,2023-01-25,0
DC26,DC34,DC26->DC34,2023-01-26,0
DC26,DC34,DC26->DC34,2023-01-27,0
DC26,DC34,DC26->DC34,2023-01-28,0
DC26,DC34,DC26->DC34,2023-01-29,0
DC26,DC34,DC26->DC34,2023-01-30,0
DC26,DC34,DC26->DC34,2023-01-31,0
DC26,DC35,DC26->DC35,2023-01-01,30
DC26,DC35,DC26->DC35,2023-01-02,127
DC26,DC35,DC26->DC35,2023-01-03,52
DC26,DC35,DC26->DC35,2023-01-04,101
DC26,DC35,DC26->DC35,2023-01-05,129
DC26,DC35,DC26->DC35,2023-01-06,178
DC26,DC35,DC26->DC35,2023-01-07,43
DC26,DC35,DC26->DC35,2023-01-08,34
DC26,DC35,DC26->DC35,2023-01-09,94
DC26,DC35,DC26->DC35,2023-01-10,245
DC26,DC35,DC26->DC35,2023-01-11,49
DC26,DC35,DC26->DC35,2023-01-12,68
DC26,DC35,DC26->DC35,2023-01-13,58
DC26,DC35,DC26->DC35,2023-01-14,69
DC26,DC35,DC26->DC35,2023-01-15,131
DC26,DC35,DC26->DC35,2023-01-16,61
DC26,DC35,DC26->DC35,2023-01-17,30
DC26,DC35,DC26->DC35,2023-01-18,19
DC26,DC35,DC26->DC35,2023-01-19,32
DC26,DC35,DC26->DC35,2023-01-20,89
DC26,DC35,DC26->DC35,2023-01-21,13
