method,rate_source,start_date,end_date,days,distance_m,natural_increment_m,daily_natural_rate_m_per_day,annualized_rate_m_per_year
linear,rate_2,2021-07-22,2022-04-18,270,2045.0,-1.2794444444444366,-0.004738683127571987,-1.7308040123456683
linear,rate_2,2021-07-22,2022-04-18,270,2050.0,-1.2655555555555509,-0.004687242798353892,-1.712015432098759
linear,pooled,2020-07-29,2022-04-18,531,1820.0,-1.2666666666666657,-0.0023854362837413667,-0.8712806026365342
linear,pooled,2020-07-29,2022-04-18,531,1825.0,-1.2999999999999972,-0.002448210922787189,-0.8942090395480207
linear,pooled,2020-07-29,2022-04-18,531,1830.0,-1.3137499999999918,-0.0024741054613935816,-0.9036670197740057
linear,pooled,2020-07-29,2022-04-18,531,1835.0,-1.2494070512820414,-0.00235293229996618,-0.8594085225626472
linear,pooled,2020-07-29,2022-04-18,531,1840.0,-1.161987179487184,-0.0021882997730455446,-0.7992764921048852
linear,pooled,2020-07-29,2022-04-18,531,1845.0,-1.0643589743589743,-0.002004442512917089,-0.7321226278429668
linear,pooled,2020-07-29,2022-04-18,531,1850.0,-0.9874358974359012,-0.0018595779612728836,-0.6792108503549208
linear,pooled,2020-07-29,2022-04-18,531,1855.0,-0.9258974358974399,-0.001743686319957514,-0.636881428364482
linear,pooled,2020-07-29,2022-04-18,531,1860.0,-0.877692307692314,-0.0016529045342604783,-0.6037233811386397
linear,pooled,2020-07-29,2022-04-18,531,1865.0,-0.8828205128205227,-0.0016625621710367657,-0.6072508329711787
linear,pooled,2020-07-29,2022-04-18,531,1870.0,-0.8879487179487171,-0.0016722198078130265,-0.6107782848037079
linear,pooled,2020-07-29,2022-04-18,531,1875.0,-0.8337362637362631,-0.0015701247904637723,-0.5734880797168929
linear,pooled,2020-07-29,2022-04-18,531,1880.0,-0.7430769230769272,-0.0013993915688831021,-0.511127770534553
linear,pooled,2020-07-29,2022-04-18,531,1885.0,-0.6524175824175914,-0.001228658347302432,-0.44876746135221324
linear,pooled,2020-07-29,2022-04-18,531,1890.0,-0.5656043956043959,-0.001065168353303947,-0.3890527410442667
linear,pooled,2020-07-29,2022-04-18,531,1895.0,-0.42787545787546577,-0.0008057918227409902,-0.29431546325614666
linear,pooled,2020-07-29,2022-04-18,531,1900.0,-0.27476190476190965,-0.0005174423818491707,-0.1889958299704096
linear,pooled,2020-07-29,2022-04-18,531,1905.0,-0.22000000000000597,-0.00041431261770245945,-0.15132768361582333
linear,pooled,2020-07-29,2022-04-18,531,1910.0,-0.18666666666667453,-0.0003515379786566375,-0.12839924670433686
linear,pooled,2020-07-29,2022-04-18,531,1915.0,-0.16047619047619577,-0.0003022150479777698,-0.11038404627388042
linear,pooled,2020-07-29,2022-04-18,531,1920.0,-0.12714285714285722,-0.0002394404089319345,-0.08745560936238908
linear,pooled,2020-07-29,2022-04-18,531,1925.0,-0.12714285714285012,-0.00023944040893192112,-0.0874556093623842
linear,pooled,2020-07-29,2022-04-18,531,1930.0,-0.13071428571428356,-0.0002461662631154116,-0.08991222760290409
linear,pooled,2020-07-29,2022-04-18,531,1935.0,-0.14857142857142236,-0.0002797955340328105,-0.10219531880548403
linear,pooled,2020-07-29,2022-04-18,531,1940.0,-0.14142857142856968,-0.00026634382566585626,-0.097282082324454
linear,pooled,2020-07-29,2022-04-18,531,1945.0,-0.1529166666666626,-0.00028797865662271674,-0.10518420433144729
linear,pooled,2020-07-29,2022-04-18,531,1950.0,-0.11437500000000256,-0.00021539548022599353,-0.07867319915254413
linear,pooled,2020-07-29,2022-04-18,531,1955.0,-0.038333333333333997,-7.219083490270056e-05,-0.02636770244821138
linear,pooled,2020-07-29,2022-04-18,531,1960.0,0.04708333333334025,8.866917765224152e-05,0.032386417137481215
linear,pooled,2020-07-29,2022-04-18,531,1965.0,0.10125000000000028,0.00019067796610169546,0.06964512711864426
linear,pooled,2020-07-29,2022-04-18,531,1970.0,0.09843137254902246,0.0001853698164765018,0.06770632546804228
linear,pooled,2020-07-29,2022-04-18,531,1975.0,0.09450980392156794,0.00017798456482404507,0.06500886230198247
linear,pooled,2020-07-29,2022-04-18,531,1980.0,0.08470588235293519,0.00015952143569290995,0.05826520438683536
linear,pooled,2020-07-29,2022-04-18,531,1985.0,0.05137254901960375,9.674679664708804e-05,0.03533676747534891
linear,pooled,2020-07-29,2022-04-18,531,1990.0,0.010882352941173679,2.0494073335543652e-05,0.007485460285807319
linear,pooled,2020-07-29,2022-04-18,531,1995.0,-0.01669117647059437,-3.1433477345752114e-05,-0.011481077600535959
linear,pooled,2020-07-29,2022-04-18,531,2000.0,-0.09132352941176691,-0.00017198404785643485,-0.06281717347956282
linear,pooled,2020-07-29,2022-04-18,531,2005.0,-0.19536764705882348,-0.0003679240057604962,-0.13438424310402122
linear,pooled,2020-07-29,2022-04-18,531,2010.0,-0.2935294117647089,-0.0005527860861858925,-0.20190511797939723
linear,pooled,2020-07-29,2022-04-18,531,2015.0,-0.42463235294116686,-0.0007996842804918397,-0.29208468344964444
linear,pooled,2020-07-29,2022-04-18,531,2020.0,-0.6639705882352871,-0.0012504154204054372,-0.45671423230308594
linear,pooled,2020-07-29,2022-04-18,531,2025.0,-1.0562499999999986,-0.0019891713747645923,-0.7265448446327674
linear,pooled,2020-07-29,2022-04-18,531,2030.0,-1.3839705882352928,-0.0026063476237952786,-0.9519684695912255
linear,pooled,2020-07-29,2022-04-18,531,2035.0,-1.6639133986928059,-0.003133546890193608,-1.1445280016432153
linear,pooled,2020-07-29,2022-04-18,531,2040.0,-1.7091382868937046,-0.003218716171174585,-1.1756360815215172
linear,pooled,2020-07-29,2022-04-18,531,2045.0,-1.5895497076023375,-0.0029935022742040253,-1.0933767056530201
linear,pooled,2020-07-29,2022-04-18,531,2050.0,-1.4146081871344975,-0.002664045550159129,-0.9730426371956219
