survey_date,distance_m,bed_elevation_m
2019-10-15,1930.0,40.55
2019-10-15,1935.0,40.55
2019-10-15,1940.0,40.52
2019-10-15,1945.0,40.51
2019-10-15,1950.0,40.48
2019-10-15,1955.0,40.48
2019-10-15,1961.0,40.42
2019-10-15,1966.0,40.35
2019-10-15,1971.0,40.27
2019-10-15,1977.0,40.23
2019-10-15,1982.0,40.22
2019-10-15,1987.0,40.18
2019-10-15,1992.0,40.14
2019-10-15,1997.0,40.12
2019-10-15,2003.0,40.05
2019-10-15,2008.0,39.98
2019-10-15,2013.0,39.98
2019-10-15,2018.0,40.02
2019-10-15,2023.0,40.22
2019-10-15,2028.0,40.48
2019-10-15,2033.0,40.69
2019-10-15,2038.0,40.78
2019-10-15,2043.0,41.03
2019-10-15,2047.0,42.46
2019-10-15,2055.0,43.7
2019-10-15,2065.0,44.02
2019-10-15,2070.0,45.51
2019-10-15,2079.0,45.22
2019-10-15,2084.0,46.95
2019-10-15,2086.0,46.88
2019-10-15,2087.0,46.96
2019-10-15,2090.0,45.07
2019-10-15,2117.0,44.78
2019-10-15,2135.0,44.86
2019-10-15,2139.0,44.93
2019-10-15,2148.0,48.73
2019-10-15,2156.0,48.81
2019-10-15,2161.0,46.14
2019-10-15,2246.0,46.24
2019-10-15,2330.0,46.06
2019-10-15,2332.0,47.74
2019-10-15,2357.0,47.28
2019-10-15,2358.0,45.7
2019-10-15,2396.0,45.48
2019-10-15,2397.0,46.18
2019-10-15,2488.0,46.2
2019-10-15,2582.0,45.93
2019-10-15,2672.0,45.85
2019-10-15,2753.0,45.57
2019-10-15,2826.0,45.41
2019-10-15,2884.0,45.38
2019-10-15,2926.0,45.34
2019-10-15,2936.0,45.36
2019-10-15,2949.0,45.46
2019-10-15,2960.0,45.38
2019-10-15,2991.0,44.57
2019-10-15,3000.0,43.89
2019-10-15,3004.0,45.38
2019-10-15,3071.0,44.81
2019-10-15,3160.0,45.16
2019-10-15,3240.0,45.2
2019-10-15,3325.0,45.06
2019-10-15,3416.0,45.0
2019-10-15,3506.0,44.99
2019-10-15,3546.0,45.1
2019-10-15,3549.0,46.67
2019-10-15,3553.0,46.7
2019-10-15,3557.0,44.59
2019-10-15,3559.0,44.64
2019-10-15,3563.0,46.1
2019-10-15,3566.0,44.96
2019-10-15,3641.0,44.71
2019-10-15,3742.0,44.42
2019-10-15,3824.0,44.49
2019-10-15,3904.0,44.59
2019-10-15,3994.0,44.5
2019-10-15,4085.0,45.02
2019-10-15,4118.0,44.92
2019-10-15,4120.0,45.48
2019-10-15,4202.0,45.31
2019-10-15,4205.0,45.96
2019-10-15,4210.0,44.75
2019-10-15,4216.0,44.85
2019-10-15,4220.0,46.03
2019-10-15,4224.0,44.91
2019-10-15,4240.0,43.88
2019-10-15,4319.0,43.84
2019-10-15,4341.0,43.68
2019-10-15,4343.0,45.24
2019-10-15,4398.0,45.1
2019-10-15,4474.0,45.14
2019-10-15,4561.0,45.17
2019-10-15,4621.0,45.18
2019-10-15,4627.0,45.54
2019-10-15,4629.0,44.38
2019-10-15,4630.0,44.34
2019-10-15,4632.0,45.91
2019-10-15,4634.0,45.18
2019-10-15,4727.0,45.36
2019-10-15,4820.0,45.34
2019-10-15,4913.0,45.14
2019-10-15,5001.0,45.1
2019-10-15,5098.0,45.06
2019-10-15,5187.0,44.98
2019-10-15,5263.0,44.79
2019-10-15,5353.0,44.49
2019-10-15,5431.0,44.41
2019-10-15,5433.0,43.63
2019-10-15,5503.0,43.7
2019-10-15,5567.0,43.77
2019-10-15,5664.0,43.88
2019-10-15,5669.0,45.79
2019-10-15,5676.0,45.86
2019-10-15,5680.0,43.42
2019-10-15,5766.0,43.14
2019-10-15,5767.0,42.77
2019-10-15,5821.0,42.79
2019-10-15,5908.0,42.34
2019-10-15,5994.0,42.24
2019-10-15,6044.0,42.95
2019-10-15,6076.0,50.99
2019-10-15,6083.0,53.04
2019-10-15,6097.0,53.06
2019-10-15,6105.0,50.67
2019-10-15,6109.0,50.59
2019-10-15,6115.0,50.52
2020-03-19,0.0,53.65
2020-03-19,17.0,53.73
2020-03-19,20.0,53.04
2020-03-19,43.0,45.55
2020-03-19,121.0,44.46
2020-03-19,152.0,44.51
2020-03-19,255.0,44.87
2020-03-19,309.0,44.76
2020-03-19,430.0,45.13
2020-03-19,451.0,45.25
2020-03-19,456.0,43.41
2020-03-19,526.0,44.32
2020-03-19,573.0,44.34
2020-03-19,680.0,44.39
2020-03-19,840.0,44.63
2020-03-19,842.0,44.27
2020-03-19,905.0,44.64
2020-03-19,967.0,44.3
2020-03-19,979.0,46.34
2020-03-19,1007.0,46.2
2020-03-19,1025.0,45.61
2020-03-19,1053.0,45.66
2020-03-19,1073.0,45.73
2020-03-19,1075.0,44.49
2020-03-19,1109.0,44.41
2020-03-19,1113.0,45.85
2020-03-19,1205.0,45.74
2020-03-19,1209.0,44.98
2020-03-19,1215.0,44.63
2020-03-19,1251.0,44.76
2020-03-19,1364.0,45.01
2020-03-19,1410.0,45.08
2020-03-19,1423.0,45.09
2020-03-19,1424.0,46.94
2020-03-19,1427.0,45.2
2020-03-19,1467.0,45.38
2020-03-19,1472.0,47.15
2020-03-19,1481.0,47.16
2020-03-19,1484.0,47.52
2020-03-19,1494.0,47.95
2020-03-19,1557.0,48.19
2020-03-19,1586.0,47.98
2020-03-19,1587.0,46.78
2020-03-19,1590.0,46.65
2020-03-19,1591.0,46.28
2020-03-19,1605.0,45.78
2020-03-19,1635.0,45.72
2020-03-19,1651.0,45.21
2020-03-19,1670.0,45.16
2020-03-19,1675.0,43.86
2020-03-19,1686.0,42.46
2020-03-19,1692.0,41.66
2020-03-19,1714.0,41.06
2020-03-19,1739.0,40.56
2020-03-19,1770.0,40.46
2020-03-19,1804.0,40.76
2020-03-19,1819.0,40.86
2020-03-19,1837.0,40.96
2020-03-19,1860.0,40.96
2020-03-19,1873.0,41.06
2020-03-19,1887.0,40.96
2020-03-19,1903.0,40.91
2020-03-19,1922.0,40.86
2020-03-19,1939.0,40.81
2020-03-19,1962.0,40.86
2020-03-19,1981.0,40.91
2020-03-19,2000.0,40.91
2020-03-19,2018.0,40.86
2020-03-19,2033.0,41.66
2020-03-19,2065.0,42.46
2020-03-19,2074.0,42.98
2020-03-19,2084.0,45.61
2020-03-19,2093.0,45.17
2020-03-19,2099.0,47.24
2020-03-19,2100.0,47.49
2020-03-19,2103.0,46.93
2020-03-19,2106.0,44.98
2020-03-19,2143.0,44.68
2020-03-19,2174.0,44.86
2020-03-19,2188.0,48.97
2020-03-19,2194.0,48.98
2020-03-19,2195.0,48.97
2020-03-19,2206.0,45.52
2020-03-19,2234.0,45.45
2020-03-19,2298.0,45.76
2020-03-19,2322.0,45.57
2020-03-19,2368.0,45.5
2020-03-19,2373.0,47.46
2020-03-19,2376.0,47.52
2020-03-19,2378.0,48.23
2020-03-19,2390.0,47.49
2020-03-19,2410.0,46.18
2020-03-19,2463.0,46.33
2020-03-19,2509.0,45.92
2020-03-19,2518.0,45.59
2020-03-19,2578.0,45.65
2020-03-19,2579.0,46.09
2020-03-19,2648.0,46.2
2020-03-19,2657.0,45.95
2020-03-19,2767.0,45.33
2020-03-19,2797.0,46.0
2020-03-19,2846.0,45.95
2020-03-19,2963.0,45.25
2020-03-19,2996.0,45.58
2020-03-19,3062.0,45.54
2020-03-19,3117.0,45.46
2020-03-19,3118.0,44.89
2020-03-19,3146.0,45.0
2020-03-19,3211.0,45.11
2020-03-19,3270.0,45.2
2020-03-19,3272.0,44.49
2020-03-19,3298.0,44.87
2020-03-19,3352.0,44.48
2020-03-19,3354.0,45.48
2020-03-19,3433.0,45.43
2020-03-19,3544.0,45.47
2020-03-19,3626.0,45.72
2020-03-19,3630.0,46.04
2020-03-19,3639.0,45.98
2020-03-19,3748.0,45.45
2020-03-19,3752.0,46.94
2020-03-19,3759.0,46.97
2020-03-19,3765.0,46.17
2020-03-19,3768.0,46.93
2020-03-19,3771.0,45.83
2020-03-19,3781.0,45.64
2020-03-19,3897.0,45.57
2020-03-19,3935.0,45.44
2020-03-19,3991.0,45.17
2020-03-19,4051.0,44.64
2020-03-19,4055.0,45.26
2020-03-19,4097.0,45.16
2020-03-19,4196.0,45.31
2020-03-19,4198.0,44.39
2020-03-19,4297.0,44.27
2020-03-19,4342.0,44.16
2020-03-19,4498.0,43.56
2020-03-19,4553.0,43.81
2020-03-19,4585.0,44.64
2021-03-14,0.0,53.65
2021-03-14,17.0,53.73
2021-03-14,20.0,53.04
2021-03-14,43.0,45.55
2021-03-14,121.0,44.46
2021-03-14,152.0,44.51
2021-03-14,255.0,44.87
2021-03-14,309.0,44.76
2021-03-14,430.0,45.13
2021-03-14,451.0,45.25
2021-03-14,456.0,43.41
2021-03-14,526.0,44.32
2021-03-14,573.0,44.34
2021-03-14,680.0,44.39
2021-03-14,840.0,44.63
2021-03-14,842.0,44.27
2021-03-14,905.0,44.64
2021-03-14,967.0,44.3
2021-03-14,979.0,46.34
2021-03-14,1007.0,46.2
2021-03-14,1025.0,45.61
2021-03-14,1053.0,45.66
2021-03-14,1073.0,45.73
2021-03-14,1075.0,44.49
2021-03-14,1109.0,44.41
2021-03-14,1113.0,45.85
2021-03-14,1205.0,45.74
2021-03-14,1209.0,44.98
2021-03-14,1215.0,44.63
2021-03-14,1251.0,44.76
2021-03-14,1364.0,45.01
2021-03-14,1410.0,45.08
2021-03-14,1423.0,45.09
2021-03-14,1424.0,46.94
2021-03-14,1427.0,45.2
2021-03-14,1467.0,45.38
2021-03-14,1472.0,47.15
2021-03-14,1481.0,47.16
2021-03-14,1484.0,47.52
2021-03-14,1494.0,47.88
2021-03-14,1562.0,47.77
2021-03-14,1589.0,47.94
2021-03-14,1592.0,45.75
2021-03-14,1618.0,45.7
2021-03-14,1658.0,45.62
2021-03-14,1667.0,45.44
2021-03-14,1669.0,44.32
2021-03-14,1677.0,43.28
2021-03-14,1723.0,41.08
2021-03-14,1741.0,40.78
2021-03-14,1757.0,40.78
2021-03-14,1773.0,40.88
2021-03-14,1788.0,40.88
2021-03-14,1803.0,41.58
2021-03-14,1818.0,41.58
2021-03-14,1833.0,41.53
2021-03-14,1848.0,41.48
2021-03-14,1876.0,41.48
2021-03-14,1890.0,41.42
2021-03-14,1904.0,41.39
2021-03-14,1918.0,41.38
2021-03-14,1932.0,41.32
2021-03-14,1947.0,41.3
2021-03-14,1962.0,41.32
2021-03-14,1977.0,41.32
2021-03-14,1993.0,41.35
2021-03-14,2009.0,41.18
2021-03-14,2025.0,41.18
2021-03-14,2043.0,41.59
2021-03-14,2075.0,43.28
2021-03-14,2078.0,44.13
2021-03-14,2084.0,46.13
2021-03-14,2092.0,45.3
2021-03-14,2098.0,47.22
2021-03-14,2102.0,46.97
2021-03-14,2105.0,45.04
2021-03-14,2127.0,44.85
2021-03-14,2152.0,44.82
2021-03-14,2173.0,44.86
2021-03-14,2188.0,48.82
2021-03-14,2194.0,48.98
2021-03-14,2195.0,48.97
2021-03-14,2206.0,45.52
2021-03-14,2234.0,45.45
2021-03-14,2298.0,45.76
2021-03-14,2322.0,45.57
2021-03-14,2368.0,45.5
2021-03-14,2373.0,47.46
2021-03-14,2376.0,47.52
2021-03-14,2378.0,48.23
2021-03-14,2390.0,47.49
2021-03-14,2410.0,46.18
2021-03-14,2463.0,46.33
2021-03-14,2509.0,45.92
2021-03-14,2518.0,45.59
2021-03-14,2578.0,45.65
2021-03-14,2579.0,46.09
2021-03-14,2648.0,46.2
2021-03-14,2657.0,45.95
2021-03-14,2767.0,45.33
2021-03-14,2797.0,46.0
2021-03-14,2846.0,45.95
2021-03-14,2963.0,45.25
2021-03-14,2996.0,45.58
2021-03-14,3062.0,45.54
2021-03-14,3117.0,45.46
2021-03-14,3118.0,44.89
2021-03-14,3146.0,44.45
2021-03-14,3211.0,45.11
2021-03-14,3270.0,45.2
2021-03-14,3272.0,44.49
2021-03-14,3298.0,44.87
2021-03-14,3352.0,44.48
2021-03-14,3354.0,45.48
2021-03-14,3433.0,45.43
2021-03-14,3544.0,45.47
2021-03-14,3626.0,45.72
2021-03-14,3630.0,46.04
2021-03-14,3639.0,45.98
2021-03-14,3748.0,45.45
2021-03-14,3752.0,46.94
2021-03-14,3759.0,46.97
2021-03-14,3765.0,46.17
2021-03-14,3768.0,46.93
2021-03-14,3771.0,45.83
2021-03-14,3781.0,45.64
2021-03-14,3897.0,45.57
2021-03-14,3935.0,45.44
2021-03-14,3991.0,45.17
2021-03-14,4051.0,44.64
2021-03-14,4055.0,45.26
2021-03-14,4097.0,45.16
2021-03-14,4196.0,45.31
2021-03-14,4198.0,44.39
2021-03-14,4297.0,44.27
2021-03-14,4342.0,44.16
2021-03-14,4498.0,43.56
2021-03-14,4553.0,43.81
2021-03-14,4585.0,44.64
