方案,场地1,场地2,edge,日期,原预测货量,分流增加货量,调整后货量,线路能力,线路负荷率
min_changed_plus_5,DC53,DC33,DC53->DC33,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC53,DC35,DC53->DC35,2023-01-11,0,0,0,50,0.0
min_changed_plus_5,DC53,DC4,DC53->DC4,2023-01-11,14,0,14,188,0.0744680851063829
min_changed_plus_5,DC53,DC62,DC53->DC62,2023-01-11,830,0,830,12817,0.0647577436217523
min_changed_plus_5,DC53,DC64,DC53->DC64,2023-01-11,0,0,0,1513,0.0
min_changed_plus_5,DC53,DC65,DC53->DC65,2023-01-11,0,0,0,675,0.0
min_changed_plus_5,DC53,DC70,DC53->DC70,2023-01-11,0,0,0,204,0.0
min_changed_plus_5,DC53,DC8,DC53->DC8,2023-01-11,3553,405,3958,15689,0.2522786665816814
min_changed_plus_5,DC54,DC23,DC54->DC23,2023-01-11,0,0,0,53,0.0
min_changed_plus_5,DC54,DC37,DC54->DC37,2023-01-11,0,0,0,32,0.0
min_changed_plus_5,DC55,DC10,DC55->DC10,2023-01-11,110,0,110,1201,0.0915903413821815
min_changed_plus_5,DC55,DC14,DC55->DC14,2023-01-11,39,0,39,478,0.0815899581589958
min_changed_plus_5,DC55,DC20,DC55->DC20,2023-01-11,0,0,0,12,0.0
min_changed_plus_5,DC55,DC3,DC55->DC3,2023-01-11,0,0,0,239,0.0
min_changed_plus_5,DC55,DC33,DC55->DC33,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC55,DC35,DC55->DC35,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC55,DC4,DC55->DC4,2023-01-11,414,44,458,1981,0.2311963654719838
min_changed_plus_5,DC55,DC62,DC55->DC62,2023-01-11,104,0,104,507,0.2051282051282051
min_changed_plus_5,DC55,DC8,DC55->DC8,2023-01-11,1,0,1,709,0.001410437235543
min_changed_plus_5,DC55,DC9,DC55->DC9,2023-01-11,0,0,0,22,0.0
min_changed_plus_5,DC56,DC10,DC56->DC10,2023-01-11,0,0,0,821,0.0
min_changed_plus_5,DC56,DC12,DC56->DC12,2023-01-11,0,0,0,44,0.0
min_changed_plus_5,DC56,DC14,DC56->DC14,2023-01-11,0,0,0,825,0.0
min_changed_plus_5,DC56,DC3,DC56->DC3,2023-01-11,0,0,0,248,0.0
min_changed_plus_5,DC56,DC35,DC56->DC35,2023-01-11,0,0,0,70,0.0
min_changed_plus_5,DC56,DC4,DC56->DC4,2023-01-11,0,0,0,215,0.0
min_changed_plus_5,DC56,DC40,DC56->DC40,2023-01-11,0,0,0,455,0.0
min_changed_plus_5,DC56,DC61,DC56->DC61,2023-01-11,0,0,0,1,0.0
min_changed_plus_5,DC56,DC62,DC56->DC62,2023-01-11,0,0,0,10,0.0
min_changed_plus_5,DC56,DC70,DC56->DC70,2023-01-11,115,0,115,1581,0.0727387729285262
min_changed_plus_5,DC56,DC8,DC56->DC8,2023-01-11,0,0,0,945,0.0
min_changed_plus_5,DC56,DC9,DC56->DC9,2023-01-11,0,0,0,495,0.0
min_changed_plus_5,DC57,DC10,DC57->DC10,2023-01-11,0,0,0,99,0.0
min_changed_plus_5,DC57,DC14,DC57->DC14,2023-01-11,0,0,0,172,0.0
min_changed_plus_5,DC57,DC32,DC57->DC32,2023-01-11,0,0,0,53,0.0
min_changed_plus_5,DC57,DC35,DC57->DC35,2023-01-11,0,0,0,249,0.0
min_changed_plus_5,DC57,DC4,DC57->DC4,2023-01-11,0,0,0,6,0.0
min_changed_plus_5,DC57,DC40,DC57->DC40,2023-01-11,0,0,0,29,0.0
min_changed_plus_5,DC57,DC62,DC57->DC62,2023-01-11,0,0,0,103,0.0
min_changed_plus_5,DC57,DC70,DC57->DC70,2023-01-11,0,0,0,196,0.0
min_changed_plus_5,DC57,DC8,DC57->DC8,2023-01-11,0,0,0,76,0.0
min_changed_plus_5,DC58,DC10,DC58->DC10,2023-01-11,0,0,0,39928,0.0
min_changed_plus_5,DC58,DC12,DC58->DC12,2023-01-11,0,0,0,3242,0.0
min_changed_plus_5,DC58,DC14,DC58->DC14,2023-01-11,0,0,0,15835,0.0
min_changed_plus_5,DC58,DC29,DC58->DC29,2023-01-11,0,0,0,1,0.0
min_changed_plus_5,DC58,DC3,DC58->DC3,2023-01-11,0,0,0,14136,0.0
min_changed_plus_5,DC58,DC34,DC58->DC34,2023-01-11,0,0,0,1,0.0
min_changed_plus_5,DC58,DC35,DC58->DC35,2023-01-11,0,0,0,4050,0.0
min_changed_plus_5,DC58,DC4,DC58->DC4,2023-01-11,0,0,0,7760,0.0
min_changed_plus_5,DC58,DC40,DC58->DC40,2023-01-11,0,0,0,2737,0.0
min_changed_plus_5,DC58,DC70,DC58->DC70,2023-01-11,0,0,0,3605,0.0
min_changed_plus_5,DC58,DC8,DC58->DC8,2023-01-11,0,0,0,32412,0.0
min_changed_plus_5,DC58,DC81,DC58->DC81,2023-01-11,0,0,0,1652,0.0
min_changed_plus_5,DC58,DC9,DC58->DC9,2023-01-11,0,0,0,37288,0.0
min_changed_plus_5,DC59,DC10,DC59->DC10,2023-01-11,849,0,849,6358,0.1335325574079899
min_changed_plus_5,DC59,DC14,DC59->DC14,2023-01-11,882,0,882,3896,0.2263860369609856
min_changed_plus_5,DC59,DC3,DC59->DC3,2023-01-11,0,0,0,43,0.0
min_changed_plus_5,DC59,DC35,DC59->DC35,2023-01-11,420,0,420,2655,0.1581920903954802
min_changed_plus_5,DC59,DC4,DC59->DC4,2023-01-11,3010,0,3010,15056,0.1999202975557917
min_changed_plus_5,DC59,DC40,DC59->DC40,2023-01-11,0,0,0,821,0.0
min_changed_plus_5,DC59,DC62,DC59->DC62,2023-01-11,407,0,407,4037,0.1008174386920981
min_changed_plus_5,DC59,DC64,DC59->DC64,2023-01-11,0,371,371,3921,0.0946187197143585
min_changed_plus_5,DC59,DC65,DC59->DC65,2023-01-11,0,0,0,975,0.0
min_changed_plus_5,DC59,DC70,DC59->DC70,2023-01-11,802,0,802,3809,0.2105539511682856
min_changed_plus_5,DC59,DC8,DC59->DC8,2023-01-11,5,0,5,13021,0.0003839950848629
min_changed_plus_5,DC6,DC10,DC6->DC10,2023-01-11,0,0,0,624,0.0
min_changed_plus_5,DC6,DC14,DC6->DC14,2023-01-11,0,0,0,130,0.0
min_changed_plus_5,DC6,DC23,DC6->DC23,2023-01-11,0,0,0,52,0.0
min_changed_plus_5,DC6,DC4,DC6->DC4,2023-01-11,0,0,0,612,0.0
min_changed_plus_5,DC6,DC62,DC6->DC62,2023-01-11,0,0,0,412,0.0
min_changed_plus_5,DC6,DC70,DC6->DC70,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC60,DC10,DC60->DC10,2023-01-11,1536,0,1536,7433,0.206646037938921
min_changed_plus_5,DC60,DC14,DC60->DC14,2023-01-11,1301,1272,2573,7222,0.356272500692329
min_changed_plus_5,DC60,DC3,DC60->DC3,2023-01-11,0,0,0,17,0.0
min_changed_plus_5,DC60,DC34,DC60->DC34,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC60,DC35,DC60->DC35,2023-01-11,181,0,181,2016,0.089781746031746
min_changed_plus_5,DC60,DC4,DC60->DC4,2023-01-11,21,0,21,1514,0.0138705416116248
min_changed_plus_5,DC60,DC40,DC60->DC40,2023-01-11,0,0,0,206,0.0
min_changed_plus_5,DC60,DC62,DC60->DC62,2023-01-11,3501,0,3501,14408,0.2429900055524708
min_changed_plus_5,DC60,DC64,DC60->DC64,2023-01-11,0,0,0,234,0.0
min_changed_plus_5,DC60,DC70,DC60->DC70,2023-01-11,198,0,198,3353,0.0590515955860423
min_changed_plus_5,DC60,DC8,DC60->DC8,2023-01-11,9727,0,9727,21799,0.4462131290426166
min_changed_plus_5,DC61,DC10,DC61->DC10,2023-01-11,0,0,0,301,0.0
min_changed_plus_5,DC61,DC14,DC61->DC14,2023-01-11,0,0,0,24,0.0
min_changed_plus_5,DC61,DC3,DC61->DC3,2023-01-11,0,0,0,19,0.0
min_changed_plus_5,DC61,DC4,DC61->DC4,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC62,DC10,DC62->DC10,2023-01-11,12473,0,12473,31614,0.3945403934965522
min_changed_plus_5,DC62,DC14,DC62->DC14,2023-01-11,12502,0,12502,30732,0.4068072367564753
min_changed_plus_5,DC62,DC15,DC62->DC15,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC62,DC17,DC62->DC17,2023-01-11,0,0,0,5,0.0
min_changed_plus_5,DC62,DC20,DC62->DC20,2023-01-11,0,0,0,6,0.0
min_changed_plus_5,DC62,DC21,DC62->DC21,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC62,DC22,DC62->DC22,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC62,DC23,DC62->DC23,2023-01-11,0,0,0,412,0.0
min_changed_plus_5,DC62,DC3,DC62->DC3,2023-01-11,2,0,2,79,0.0253164556962025
min_changed_plus_5,DC62,DC30,DC62->DC30,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC62,DC32,DC62->DC32,2023-01-11,0,0,0,29,0.0
min_changed_plus_5,DC62,DC33,DC62->DC33,2023-01-11,0,0,0,12,0.0
min_changed_plus_5,DC62,DC34,DC62->DC34,2023-01-11,0,0,0,220,0.0
min_changed_plus_5,DC62,DC35,DC62->DC35,2023-01-11,59,0,59,487,0.1211498973305954
min_changed_plus_5,DC62,DC38,DC62->DC38,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC62,DC4,DC62->DC4,2023-01-11,183,0,183,951,0.1924290220820189
min_changed_plus_5,DC62,DC40,DC62->DC40,2023-01-11,0,0,0,134,0.0
min_changed_plus_5,DC62,DC50,DC62->DC50,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC62,DC64,DC62->DC64,2023-01-11,0,0,0,46,0.0
min_changed_plus_5,DC62,DC65,DC62->DC65,2023-01-11,0,0,0,89,0.0
min_changed_plus_5,DC62,DC70,DC62->DC70,2023-01-11,28,0,28,680,0.0411764705882352
min_changed_plus_5,DC62,DC73,DC62->DC73,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC62,DC76,DC62->DC76,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC62,DC8,DC62->DC8,2023-01-11,37336,6080,43416,114449,0.3793480065356622
min_changed_plus_5,DC62,DC9,DC62->DC9,2023-01-11,0,0,0,7,0.0
min_changed_plus_5,DC63,DC10,DC63->DC10,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC63,DC14,DC63->DC14,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC63,DC8,DC63->DC8,2023-01-11,0,0,0,26,0.0
min_changed_plus_5,DC64,DC10,DC64->DC10,2023-01-11,0,0,0,706,0.0
min_changed_plus_5,DC64,DC14,DC64->DC14,2023-01-11,0,0,0,397,0.0
min_changed_plus_5,DC64,DC30,DC64->DC30,2023-01-11,0,0,0,19,0.0
min_changed_plus_5,DC64,DC4,DC64->DC4,2023-01-11,0,0,0,19,0.0
min_changed_plus_5,DC64,DC62,DC64->DC62,2023-01-11,0,0,0,292,0.0
min_changed_plus_5,DC64,DC8,DC64->DC8,2023-01-11,0,0,0,1696,0.0
min_changed_plus_5,DC65,DC10,DC65->DC10,2023-01-11,0,0,0,10,0.0
min_changed_plus_5,DC65,DC14,DC65->DC14,2023-01-11,0,0,0,24,0.0
min_changed_plus_5,DC65,DC4,DC65->DC4,2023-01-11,0,0,0,18,0.0
min_changed_plus_5,DC65,DC43,DC65->DC43,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC65,DC62,DC65->DC62,2023-01-11,0,0,0,15,0.0
min_changed_plus_5,DC65,DC8,DC65->DC8,2023-01-11,0,0,0,117,0.0
min_changed_plus_5,DC66,DC10,DC66->DC10,2023-01-11,0,0,0,496,0.0
min_changed_plus_5,DC66,DC14,DC66->DC14,2023-01-11,0,0,0,61,0.0
min_changed_plus_5,DC66,DC3,DC66->DC3,2023-01-11,0,0,0,104,0.0
min_changed_plus_5,DC66,DC4,DC66->DC4,2023-01-11,0,0,0,245,0.0
min_changed_plus_5,DC66,DC8,DC66->DC8,2023-01-11,0,0,0,5,0.0
min_changed_plus_5,DC66,DC9,DC66->DC9,2023-01-11,0,0,0,413,0.0
min_changed_plus_5,DC67,DC10,DC67->DC10,2023-01-11,0,0,0,115,0.0
min_changed_plus_5,DC67,DC12,DC67->DC12,2023-01-11,0,0,0,2979,0.0
min_changed_plus_5,DC67,DC14,DC67->DC14,2023-01-11,0,0,0,301,0.0
min_changed_plus_5,DC67,DC3,DC67->DC3,2023-01-11,0,0,0,111,0.0
min_changed_plus_5,DC67,DC32,DC67->DC32,2023-01-11,0,0,0,15,0.0
min_changed_plus_5,DC67,DC34,DC67->DC34,2023-01-11,0,0,0,144,0.0
min_changed_plus_5,DC67,DC35,DC67->DC35,2023-01-11,0,0,0,802,0.0
min_changed_plus_5,DC67,DC40,DC67->DC40,2023-01-11,0,0,0,126,0.0
min_changed_plus_5,DC67,DC9,DC67->DC9,2023-01-11,0,0,0,575,0.0
min_changed_plus_5,DC68,DC10,DC68->DC10,2023-01-11,409,0,409,2507,0.1631431990426805
min_changed_plus_5,DC68,DC14,DC68->DC14,2023-01-11,218,0,218,2416,0.0902317880794702
min_changed_plus_5,DC68,DC3,DC68->DC3,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC68,DC35,DC68->DC35,2023-01-11,0,0,0,101,0.0
min_changed_plus_5,DC68,DC4,DC68->DC4,2023-01-11,4,0,4,46,0.0869565217391304
min_changed_plus_5,DC68,DC40,DC68->DC40,2023-01-11,0,0,0,33,0.0
min_changed_plus_5,DC68,DC62,DC68->DC62,2023-01-11,253,0,253,4328,0.0584565619223659
min_changed_plus_5,DC68,DC64,DC68->DC64,2023-01-11,0,0,0,16,0.0
min_changed_plus_5,DC68,DC65,DC68->DC65,2023-01-11,0,0,0,30,0.0
min_changed_plus_5,DC68,DC70,DC68->DC70,2023-01-11,0,0,0,256,0.0
min_changed_plus_5,DC68,DC8,DC68->DC8,2023-01-11,1786,121,1907,24998,0.076286102888231
min_changed_plus_5,DC69,DC10,DC69->DC10,2023-01-11,643,0,643,10561,0.0608843859483003
min_changed_plus_5,DC69,DC14,DC69->DC14,2023-01-11,703,0,703,4479,0.1569546773833445
min_changed_plus_5,DC69,DC3,DC69->DC3,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC69,DC4,DC69->DC4,2023-01-11,0,0,0,36,0.0
min_changed_plus_5,DC69,DC62,DC69->DC62,2023-01-11,92,23,115,5174,0.0222265172013915
min_changed_plus_5,DC69,DC8,DC69->DC8,2023-01-11,165,0,165,28132,0.0058652068818427
min_changed_plus_5,DC7,DC10,DC7->DC10,2023-01-11,835,0,835,6979,0.1196446482304055
min_changed_plus_5,DC7,DC12,DC7->DC12,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC7,DC14,DC7->DC14,2023-01-11,902,0,902,5409,0.1667591051950453
min_changed_plus_5,DC7,DC3,DC7->DC3,2023-01-11,0,196,196,1561,0.1255605381165919
min_changed_plus_5,DC7,DC34,DC7->DC34,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC7,DC35,DC7->DC35,2023-01-11,0,0,0,5,0.0
min_changed_plus_5,DC7,DC4,DC7->DC4,2023-01-11,0,0,0,4005,0.0
min_changed_plus_5,DC7,DC40,DC7->DC40,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC7,DC62,DC7->DC62,2023-01-11,715,0,715,2497,0.2863436123348017
min_changed_plus_5,DC7,DC65,DC7->DC65,2023-01-11,0,0,0,119,0.0
min_changed_plus_5,DC7,DC70,DC7->DC70,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC7,DC8,DC7->DC8,2023-01-11,1514,0,1514,9598,0.1577411960825172
min_changed_plus_5,DC7,DC9,DC7->DC9,2023-01-11,0,0,0,7759,0.0
min_changed_plus_5,DC70,DC10,DC70->DC10,2023-01-11,0,0,0,65,0.0
min_changed_plus_5,DC70,DC14,DC70->DC14,2023-01-11,0,0,0,107,0.0
min_changed_plus_5,DC70,DC3,DC70->DC3,2023-01-11,0,0,0,8,0.0
min_changed_plus_5,DC70,DC32,DC70->DC32,2023-01-11,0,0,0,541,0.0
min_changed_plus_5,DC70,DC34,DC70->DC34,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC70,DC35,DC70->DC35,2023-01-11,19,0,19,832,0.0228365384615384
min_changed_plus_5,DC70,DC38,DC70->DC38,2023-01-11,0,0,0,161,0.0
min_changed_plus_5,DC70,DC4,DC70->DC4,2023-01-11,0,0,0,385,0.0
min_changed_plus_5,DC70,DC40,DC70->DC40,2023-01-11,0,0,0,430,0.0
min_changed_plus_5,DC70,DC62,DC70->DC62,2023-01-11,0,0,0,39,0.0
min_changed_plus_5,DC70,DC8,DC70->DC8,2023-01-11,0,0,0,170,0.0
min_changed_plus_5,DC71,DC10,DC71->DC10,2023-01-11,194,0,194,11080,0.0175090252707581
min_changed_plus_5,DC71,DC12,DC71->DC12,2023-01-11,0,0,0,11858,0.0
min_changed_plus_5,DC71,DC14,DC71->DC14,2023-01-11,111,0,111,1520,0.0730263157894736
min_changed_plus_5,DC71,DC3,DC71->DC3,2023-01-11,0,0,0,4193,0.0
min_changed_plus_5,DC71,DC35,DC71->DC35,2023-01-11,0,62,62,15794,0.0039255413448144
min_changed_plus_5,DC71,DC4,DC71->DC4,2023-01-11,522,0,522,13758,0.0379415612734409
min_changed_plus_5,DC71,DC40,DC71->DC40,2023-01-11,0,0,0,280,0.0
min_changed_plus_5,DC71,DC62,DC71->DC62,2023-01-11,119,0,119,1212,0.0981848184818481
min_changed_plus_5,DC71,DC70,DC71->DC70,2023-01-11,0,0,0,12816,0.0
min_changed_plus_5,DC71,DC8,DC71->DC8,2023-01-11,3,0,3,956,0.0031380753138075
min_changed_plus_5,DC71,DC9,DC71->DC9,2023-01-11,0,0,0,166,0.0
min_changed_plus_5,DC72,DC10,DC72->DC10,2023-01-11,0,0,0,3456,0.0
min_changed_plus_5,DC72,DC14,DC72->DC14,2023-01-11,0,0,0,3305,0.0
min_changed_plus_5,DC72,DC3,DC72->DC3,2023-01-11,0,0,0,1011,0.0
min_changed_plus_5,DC72,DC35,DC72->DC35,2023-01-11,0,0,0,3821,0.0
min_changed_plus_5,DC72,DC4,DC72->DC4,2023-01-11,0,0,0,4616,0.0
min_changed_plus_5,DC72,DC62,DC72->DC62,2023-01-11,0,0,0,152,0.0
min_changed_plus_5,DC72,DC8,DC72->DC8,2023-01-11,0,0,0,125,0.0
min_changed_plus_5,DC72,DC9,DC72->DC9,2023-01-11,0,0,0,58,0.0
min_changed_plus_5,DC73,DC10,DC73->DC10,2023-01-11,10134,0,10134,67903,0.1492423015183423
min_changed_plus_5,DC73,DC12,DC73->DC12,2023-01-11,0,0,0,176,0.0
min_changed_plus_5,DC73,DC14,DC73->DC14,2023-01-11,6044,0,6044,27255,0.2217574756925334
min_changed_plus_5,DC73,DC20,DC73->DC20,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC73,DC3,DC73->DC3,2023-01-11,0,0,0,12646,0.0
min_changed_plus_5,DC73,DC34,DC73->DC34,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC73,DC35,DC73->DC35,2023-01-11,0,0,0,782,0.0
min_changed_plus_5,DC73,DC4,DC73->DC4,2023-01-11,22498,0,22498,132787,0.1694292362957217
min_changed_plus_5,DC73,DC40,DC73->DC40,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC73,DC62,DC73->DC62,2023-01-11,5721,3627,9348,42794,0.2184418376407907
min_changed_plus_5,DC73,DC64,DC73->DC64,2023-01-11,0,0,0,7,0.0
min_changed_plus_5,DC73,DC70,DC73->DC70,2023-01-11,0,0,0,49,0.0
min_changed_plus_5,DC73,DC8,DC73->DC8,2023-01-11,481,0,481,52074,0.0092368552444598
min_changed_plus_5,DC73,DC9,DC73->DC9,2023-01-11,0,0,0,259,0.0
min_changed_plus_5,DC74,DC10,DC74->DC10,2023-01-11,0,0,0,765,0.0
min_changed_plus_5,DC74,DC14,DC74->DC14,2023-01-11,0,0,0,493,0.0
min_changed_plus_5,DC74,DC3,DC74->DC3,2023-01-11,0,0,0,731,0.0
min_changed_plus_5,DC74,DC4,DC74->DC4,2023-01-11,0,0,0,382,0.0
min_changed_plus_5,DC74,DC8,DC74->DC8,2023-01-11,0,0,0,5,0.0
min_changed_plus_5,DC74,DC9,DC74->DC9,2023-01-11,0,0,0,3862,0.0
min_changed_plus_5,DC75,DC35,DC75->DC35,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC76,DC10,DC76->DC10,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC76,DC14,DC76->DC14,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC76,DC3,DC76->DC3,2023-01-11,0,0,0,12,0.0
min_changed_plus_5,DC76,DC4,DC76->DC4,2023-01-11,0,0,0,7,0.0
min_changed_plus_5,DC76,DC62,DC76->DC62,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC76,DC8,DC76->DC8,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC77,DC6,DC77->DC6,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC8,DC10,DC8->DC10,2023-01-11,22016,8080,30096,63396,0.4747302668938103
min_changed_plus_5,DC8,DC13,DC8->DC13,2023-01-11,0,0,0,26,0.0
min_changed_plus_5,DC8,DC14,DC8->DC14,2023-01-11,13126,0,13126,32291,0.4064909727168561
min_changed_plus_5,DC8,DC15,DC8->DC15,2023-01-11,0,0,0,329,0.0
min_changed_plus_5,DC8,DC25,DC8->DC25,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC8,DC27,DC8->DC27,2023-01-11,0,0,0,4,0.0
min_changed_plus_5,DC8,DC3,DC8->DC3,2023-01-11,9,0,9,13702,0.0006568384177492
min_changed_plus_5,DC8,DC32,DC8->DC32,2023-01-11,0,0,0,30,0.0
min_changed_plus_5,DC8,DC33,DC8->DC33,2023-01-11,0,0,0,129,0.0
min_changed_plus_5,DC8,DC34,DC8->DC34,2023-01-11,0,0,0,565,0.0
min_changed_plus_5,DC8,DC35,DC8->DC35,2023-01-11,68,0,68,474,0.1434599156118143
min_changed_plus_5,DC8,DC38,DC8->DC38,2023-01-11,0,0,0,1,0.0
min_changed_plus_5,DC8,DC4,DC8->DC4,2023-01-11,853,0,853,5985,0.1425229741019214
min_changed_plus_5,DC8,DC40,DC8->DC40,2023-01-11,0,0,0,207,0.0
min_changed_plus_5,DC8,DC43,DC8->DC43,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC8,DC44,DC8->DC44,2023-01-11,0,0,0,3,0.0
min_changed_plus_5,DC8,DC59,DC8->DC59,2023-01-11,0,0,0,54,0.0
min_changed_plus_5,DC8,DC62,DC8->DC62,2023-01-11,14206,0,14206,42308,0.3357757398128013
min_changed_plus_5,DC8,DC64,DC8->DC64,2023-01-11,0,0,0,77,0.0
min_changed_plus_5,DC8,DC65,DC8->DC65,2023-01-11,0,0,0,386,0.0
min_changed_plus_5,DC8,DC70,DC8->DC70,2023-01-11,49,0,49,1423,0.0344342937456078
min_changed_plus_5,DC8,DC76,DC8->DC76,2023-01-11,0,0,0,49,0.0
min_changed_plus_5,DC8,DC78,DC8->DC78,2023-01-11,0,0,0,5,0.0
min_changed_plus_5,DC8,DC9,DC8->DC9,2023-01-11,0,0,0,123,0.0
min_changed_plus_5,DC9,DC10,DC9->DC10,2023-01-11,0,0,0,1761,0.0
min_changed_plus_5,DC9,DC12,DC9->DC12,2023-01-11,0,0,0,388,0.0
min_changed_plus_5,DC9,DC13,DC9->DC13,2023-01-11,0,0,0,10,0.0
min_changed_plus_5,DC9,DC14,DC9->DC14,2023-01-11,0,0,0,30711,0.0
min_changed_plus_5,DC9,DC19,DC9->DC19,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC9,DC21,DC9->DC21,2023-01-11,0,0,0,1,0.0
min_changed_plus_5,DC9,DC22,DC9->DC22,2023-01-11,0,0,0,5,0.0
min_changed_plus_5,DC9,DC23,DC9->DC23,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC9,DC25,DC9->DC25,2023-01-11,0,0,0,44,0.0
min_changed_plus_5,DC9,DC3,DC9->DC3,2023-01-11,0,0,0,31880,0.0
min_changed_plus_5,DC9,DC32,DC9->DC32,2023-01-11,0,0,0,120,0.0
min_changed_plus_5,DC9,DC34,DC9->DC34,2023-01-11,0,0,0,476,0.0
min_changed_plus_5,DC9,DC35,DC9->DC35,2023-01-11,0,0,0,259,0.0
min_changed_plus_5,DC9,DC36,DC9->DC36,2023-01-11,0,0,0,12,0.0
min_changed_plus_5,DC9,DC4,DC9->DC4,2023-01-11,0,0,0,2114,0.0
min_changed_plus_5,DC9,DC40,DC9->DC40,2023-01-11,0,0,0,12,0.0
min_changed_plus_5,DC9,DC48,DC9->DC48,2023-01-11,0,0,0,7,0.0
min_changed_plus_5,DC9,DC51,DC9->DC51,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC9,DC58,DC9->DC58,2023-01-11,0,0,0,1,0.0
min_changed_plus_5,DC9,DC62,DC9->DC62,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC9,DC67,DC9->DC67,2023-01-11,0,0,0,142,0.0
min_changed_plus_5,DC9,DC79,DC9->DC79,2023-01-11,0,0,0,2,0.0
min_changed_plus_5,DC9,DC8,DC9->DC8,2023-01-11,0,0,0,2225,0.0
min_changed_plus_0,DC1,DC8,DC1->DC8,2023-01-12,0,0,0,3,0.0
min_changed_plus_0,DC10,DC12,DC10->DC12,2023-01-12,0,0,0,993,0.0
min_changed_plus_0,DC10,DC13,DC10->DC13,2023-01-12,0,0,0,6,0.0
min_changed_plus_0,DC10,DC14,DC10->DC14,2023-01-12,12556,0,12556,31846,0.3942724360987251
min_changed_plus_0,DC10,DC17,DC10->DC17,2023-01-12,0,0,0,5,0.0
min_changed_plus_0,DC10,DC19,DC10->DC19,2023-01-12,0,0,0,14,0.0
min_changed_plus_0,DC10,DC20,DC10->DC20,2023-01-12,0,0,0,11,0.0
min_changed_plus_0,DC10,DC21,DC10->DC21,2023-01-12,0,0,0,29,0.0
min_changed_plus_0,DC10,DC22,DC10->DC22,2023-01-12,0,0,0,27,0.0
min_changed_plus_0,DC10,DC23,DC10->DC23,2023-01-12,0,0,0,991,0.0
min_changed_plus_0,DC10,DC25,DC10->DC25,2023-01-12,0,0,0,4,0.0
min_changed_plus_0,DC10,DC27,DC10->DC27,2023-01-12,0,0,0,6,0.0
min_changed_plus_0,DC10,DC28,DC10->DC28,2023-01-12,0,0,0,8,0.0
min_changed_plus_0,DC10,DC3,DC10->DC3,2023-01-12,6,0,6,27671,0.0002168335080047
min_changed_plus_0,DC10,DC30,DC10->DC30,2023-01-12,0,0,0,50,0.0
min_changed_plus_0,DC10,DC32,DC10->DC32,2023-01-12,0,0,0,206,0.0
min_changed_plus_0,DC10,DC33,DC10->DC33,2023-01-12,0,0,0,118,0.0
min_changed_plus_0,DC10,DC34,DC10->DC34,2023-01-12,0,0,0,200,0.0
min_changed_plus_0,DC10,DC35,DC10->DC35,2023-01-12,344,0,344,1914,0.1797283176593521
min_changed_plus_0,DC10,DC36,DC10->DC36,2023-01-12,0,0,0,55,0.0
min_changed_plus_0,DC10,DC38,DC10->DC38,2023-01-12,0,0,0,15,0.0
min_changed_plus_0,DC10,DC4,DC10->DC4,2023-01-12,49774,8651,58425,129442,0.4513604548755427
min_changed_plus_0,DC10,DC40,DC10->DC40,2023-01-12,0,0,0,969,0.0
