date,mean_flow_m3s,mean_sediment_kgm3,mean_sediment_flux_kg_s,water_volume_m3,sediment_mass_kg,water_volume_1e8_m3,sediment_mass_1e4_t,year,month,day_of_year
2017-06-10,613.3125,1.5318243601754657,939.1930785221635,52990200.0,81146281.98431493,0.529902,8.114628198431493,2017,6,161
2017-06-11,604.5,1.5091639550483338,911.2138998345678,52228800.0,78728880.94570665,0.522288,7.872888094570665,2017,6,162
2017-06-12,596.0208333333334,1.501257572985801,894.9347270942668,51496200.0,77322360.42094465,0.514962,7.732236042094464,2017,6,163
2017-06-13,598.3541666666666,1.504354437249101,900.7192334936618,51697800.0,77822141.77385238,0.516978,7.782214177385238,2017,6,164
2017-06-14,573.2291666666666,1.4057919612020136,806.9264243350937,49527000.0,69718443.0625521,0.49527,6.97184430625521,2017,6,165
2017-06-15,603.1041666666666,1.5427305760138903,931.3253980485906,52108200.0,80466514.39139824,0.521082,8.046651439139824,2017,6,166
2017-06-16,649.0208333333334,1.6997889522662508,1103.3037298740328,56075400.0,95325442.26111643,0.560754,9.532544226111643,2017,6,167
2017-06-17,693.6666666666666,1.8386799950549737,1278.284433012045,59932800.0,110443775.01224068,0.599328,11.044377501224067,2017,6,168
2017-06-18,740.8125,2.010550434390595,1488.5990835751772,64006200.0,128614960.82089531,0.640062,12.86149608208953,2017,6,169
2017-06-19,751.0416666666666,2.038487270234469,1531.9682132114913,64890000.0,132362053.62147285,0.6489,13.236205362147285,2017,6,170
2017-06-20,772.8125,2.1217898624288667,1639.0086445155732,66771000.0,141610346.88614553,0.66771,14.161034688614553,2017,6,171
2017-06-21,753.7916666666666,2.0640114124156104,1555.8362957446145,65127600.0,134424255.9523347,0.651276,13.44242559523347,2017,6,172
2017-06-22,758.375,2.0590817393087413,1563.6365619235319,65523600.0,135098198.95019317,0.655236,13.509819895019316,2017,6,173
2017-06-23,760.6666666666666,2.062713435244262,1569.8594256762283,65721600.0,135635854.37842613,0.657216,13.563585437842614,2017,6,174
2017-06-24,779.6875,2.142424209311756,1672.4682932808992,67365000.0,144501260.5394697,0.67365,14.450126053946969,2017,6,175
2017-06-25,773.9583333333334,2.1167086785926768,1637.681766397921,66870000.0,141495704.61678037,0.6687,14.149570461678037,2017,6,176
2017-06-26,773.0416666666666,2.1221724018288555,1643.88468665447,66790800.0,142031636.9269462,0.667908,14.20316369269462,2017,6,177
2017-06-27,790.6875,2.19452120030912,1734.0120611568718,68315400.0,149818642.08395374,0.683154,14.981864208395374,2017,6,178
2017-06-28,780.1458333333334,2.125056430019604,1658.6167552193829,67404600.0,143304487.6509547,0.674046,14.33044876509547,2017,6,179
2017-06-29,769.375,2.1002573824674666,1616.6819233641452,66474000.0,139681318.17866215,0.66474,13.968131817866215,2017,6,180
2017-06-30,807.6458333333334,2.2392698778387126,1806.2466594387117,69780600.0,156059711.3755047,0.697806,15.60597113755047,2017,6,181
2017-07-01,758.6666666666666,2.0439195680746813,1550.7072878023348,65548800.0,133981109.66612172,0.655488,13.398110966612172,2017,7,182
2017-07-02,682.1666666666666,1.7495255571870378,1194.015560549459,58939200.0,103162944.43147326,0.589392,10.316294443147326,2017,7,183
2017-07-03,640.3125,1.643555604503381,1051.9734760067574,55323000.0,90890508.32698384,0.55323,9.089050832698383,2017,7,184
2017-07-04,619.0833333333334,1.5836728055841585,980.1599550881641,53488800.0,84685820.11961737,0.534888,8.468582011961738,2017,7,185
2017-07-05,605.5833333333334,1.5380046728206107,932.2473200775918,52322400.0,80546168.45470393,0.523224,8.054616845470393,2017,7,186
2017-07-06,627.7916666666666,1.5812706003741086,992.9244073898307,54241200.0,85788668.79848137,0.542412,8.578866879848137,2017,7,187
2017-07-07,632.2291666666666,1.6265744281258918,1028.5613898538243,54624600.0,88867704.08337042,0.546246,8.886770408337041,2017,7,188
2017-07-08,538.8333333333334,1.30856907299881,707.4326054362913,46555200.0,61122177.10969557,0.465552,6.112217710969557,2017,7,189
2017-07-09,524.5416666666666,1.2669002401309826,665.3680517622352,45320400.0,57487799.67225712,0.453204,5.748779967225712,2017,7,190
2017-07-10,519.9166666666666,1.25784291872218,654.3078176967529,44920800.0,56532195.44899945,0.449208,5.653219544899945,2017,7,191
2017-07-11,502.6875,1.1884884576730055,599.2435399496702,43432200.0,51774641.851651505,0.434322,5.17746418516515,2017,7,192
2017-07-12,503.25,1.1755462155099037,591.5161552664068,43480800.0,51106995.81501755,0.434808,5.1106995815017555,2017,7,193
2017-07-13,437.7708333333333,1.0266628270436553,450.6380566935468,37823400.0,38935128.09832244,0.378234,3.8935128098322442,2017,7,194
2017-07-14,396.6666666666667,0.9432793373167844,374.37763187410405,34272000.0,32346227.39392259,0.34272,3.234622739392259,2017,7,195
2017-07-15,374.125,0.8545253939353805,319.35198000397287,32324400.0,27592011.072343256,0.323244,2.7592011072343254,2017,7,196
2017-07-16,369.1666666666667,0.8479593198608547,313.1117557186397,31896000.0,27052855.69409047,0.31896,2.705285569409047,2017,7,197
2017-07-17,362.8958333333333,0.8352014866389837,302.92129576716104,31354200.0,26172399.954282712,0.313542,2.617239995428271,2017,7,198
2017-07-18,389.6458333333333,0.9136633833530289,356.2885054045831,33665400.0,30783326.866955977,0.336654,3.078332686695598,2017,7,199
2017-07-19,424.1666666666667,1.0023192292304486,426.00006340047406,36648000.0,36806405.47780096,0.36648,3.680640547780096,2017,7,200
2017-07-20,347.1875,0.8257285100467967,287.6350755105274,29997000.0,24851670.524109565,0.29997,2.4851670524109566,2017,7,201
2017-07-21,343.1458333333333,0.8012052438424981,275.64470016054594,29647800.0,23815702.09387117,0.296478,2.381570209387117,2017,7,202
2017-07-22,355.6041666666667,0.8104761655818885,288.35358347199326,30724200.0,24913749.61198022,0.307242,2.491374961198022,2017,7,203
2017-07-23,361.0,0.8177428848188207,294.87496190915584,31190400.0,25477196.708951063,0.311904,2.5477196708951064,2017,7,204
2017-07-24,348.25,0.8082370074658266,281.6000246817928,30088800.0,24330242.132506896,0.300888,2.4330242132506896,2017,7,205
2017-07-25,342.8125,0.8148839336487789,279.4160552184058,29619000.0,24141547.170870263,0.29619,2.414154717087026,2017,7,206
2017-07-26,372.5833333333333,0.8894460414297422,331.65974420881577,32191200.0,28655401.89964168,0.321912,2.865540189964168,2017,7,207
2017-07-27,391.3333333333333,0.8914180068387325,348.9994736965984,33811200.0,30153554.5273861,0.338112,3.0153554527386097,2017,7,208
2017-07-28,384.3333333333333,0.9061690292282804,348.18813968591104,33206400.0,30083455.268862713,0.332064,3.0083455268862713,2017,7,209
2017-07-29,403.3958333333333,0.9671322780288126,391.2797335833896,34853400.0,33806568.98160486,0.348534,3.380656898160486,2017,7,210
2017-07-30,437.2916666666667,1.0098784195995862,441.1527553980001,37782000.0,38115598.066387214,0.37782,3.8115598066387215,2017,7,211
2017-07-31,475.4375,1.1293054119231984,541.1986189470366,41077800.0,46759560.67702396,0.410778,4.675956067702396,2017,7,212
2017-08-01,557.9166666666666,1.345892762015647,753.2126296624433,48204000.0,65077571.2028351,0.48204,6.50775712028351,2017,8,213
2017-08-02,596.7708333333334,1.4718853933128067,882.842924683557,51561000.0,76277628.69265933,0.51561,7.627762869265934,2017,8,214
2017-08-03,685.1875,1.8749169254972557,1284.9090747203595,59200200.0,111016144.05583906,0.592002,11.101614405583906,2017,8,215
2017-08-04,675.1041666666666,1.7948078423694582,1215.8782959388645,58329000.0,105051884.76911789,0.58329,10.505188476911789,2017,8,216
2017-08-05,789.125,2.2151147523712855,1750.9607966752455,68180400.0,151283012.8327412,0.681804,15.12830128327412,2017,8,217
2017-08-06,702.8125,1.809403227518624,1283.3178082104223,60723000.0,110878658.62938048,0.60723,11.087865862938047,2017,8,218
2017-08-07,505.3125,1.1973343256991449,608.1384655791387,43659000.0,52543163.42603759,0.43659,5.254316342603759,2017,8,219
2017-08-08,425.375,1.0134167159482679,431.082260782372,36752400.0,37245507.33159694,0.367524,3.724550733159694,2017,8,220
2017-08-09,401.7916666666667,0.9342120684550234,375.23666402977943,34714800.0,32420447.772172943,0.347148,3.2420447772172944,2017,8,221
2017-08-10,398.1666666666667,0.9119081426225959,362.6438875455461,34401600.0,31332431.88393518,0.344016,3.133243188393518,2017,8,222
2017-08-11,398.1666666666667,0.9255748092892625,368.19255421221277,34401600.0,31811836.683935184,0.344016,3.181183668393518,2017,8,223
2017-08-12,398.7916666666667,0.9077401606860677,361.54121526147645,34455600.0,31237160.998591565,0.344556,3.1237160998591564,2017,8,224
2017-08-13,397.4166666666667,0.912328452339354,362.95083342218044,34336800.0,31358952.00767639,0.343368,3.135895200767639,2017,8,225
2017-08-14,398.4583333333333,0.9071257321658691,361.4998339109963,34426800.0,31233585.64991008,0.344268,3.1233585649910083,2017,8,226
2017-08-15,392.25,0.8976507008111287,352.11884390266863,33890400.0,30423068.11319057,0.338904,3.042306811319057,2017,8,227
2017-08-16,383.2291666666667,0.8789058447253271,336.6700332839775,33111000.0,29088290.875735655,0.33111,2.9088290875735656,2017,8,228
2017-08-17,370.5,0.8606229745547047,318.6465414813331,32011200.0,27531061.183987178,0.320112,2.7531061183987178,2017,8,229
2017-08-18,360.375,0.8389368188461171,302.5520157837277,31136400.0,26140494.163714074,0.311364,2.614049416371407,2017,8,230
2017-08-19,352.25,0.8202523810079048,288.9726852132607,30434400.0,24967240.002425727,0.304344,2.4967240002425726,2017,8,231
2017-08-20,312.5,0.7305267306541388,228.4253874217836,27000000.0,19735953.473242104,0.27,1.9735953473242105,2017,8,232
2017-08-21,302.3125,0.7178397555611125,217.04104655766696,26119800.0,18752346.422582425,0.261198,1.8752346422582424,2017,8,233
2017-08-22,300.2291666666667,0.7186510166995473,215.7545048704327,25939800.0,18641189.220805384,0.259398,1.8641189220805385,2017,8,234
2017-08-23,294.8125,0.7006895234731738,206.64842119714157,25471800.0,17854423.591433033,0.254718,1.7854423591433033,2017,8,235
2017-08-24,284.3958333333333,0.6547891314827338,186.16751573426063,24571800.0,16084873.359440118,0.245718,1.6084873359440117,2017,8,236
2017-08-25,278.5625,0.6552282369642176,182.59274465465276,24067800.0,15776013.138161998,0.240678,1.5776013138161997,2017,8,237
2017-08-26,279.5,0.6556083881778607,183.17150422062082,24148800.0,15826017.96466164,0.241488,1.5826017964661638,2017,8,238
2017-08-27,285.125,0.6703509310526478,191.11746265381873,24634800.0,16512548.77328994,0.246348,1.651254877328994,2017,8,239
2017-08-28,290.3333333333333,0.6832694794897997,198.5059285733323,25084800.0,17150912.228735913,0.250848,1.7150912228735913,2017,8,240
2017-08-29,291.1666666666667,0.6798582164130603,198.19847168782164,25156800.0,17124347.95382779,0.251568,1.712434795382779,2017,8,241
2017-08-30,303.0208333333333,0.7408116497709639,225.40803758321235,26181000.0,19475254.447189547,0.26181,1.9475254447189547,2017,8,242
2017-08-31,298.0208333333333,0.6899007982621889,206.6438111153867,25749000.0,17854025.280369412,0.25749,1.7854025280369412,2017,8,243
2017-09-01,289.6041666666667,0.679420393779381,197.8394040229966,25021800.0,17093324.507586908,0.250218,1.7093324507586907,2017,9,244
2017-09-02,270.1666666666667,0.627727255292999,169.70586766211352,23342400.0,14662586.966006609,0.233424,1.4662586966006608,2017,9,245
2017-09-03,275.2916666666667,0.6635229173993594,182.6652710302211,23785200.0,15782279.417011103,0.237852,1.5782279417011102,2017,9,246
2017-09-04,276.9583333333333,0.672618929990553,186.32127931030854,23929200.0,16098158.532410657,0.239292,1.6098158532410658,2017,9,247
2017-09-05,264.625,0.6235461607554816,164.9357414379973,22863600.0,14250448.060242968,0.228636,1.4250448060242968,2017,9,248
2017-09-06,256.8541666666667,0.6225717245186253,160.10199812873435,22192200.0,13832812.638322648,0.221922,1.3832812638322647,2017,9,249
2017-09-07,244.52083333333334,0.5764587795174297,140.7862413315532,21126600.0,12163931.251046197,0.211266,1.2163931251046198,2017,9,250
2017-09-08,230.0,0.564559885284953,129.8313592473488,19872000.0,11217429.438970935,0.19872,1.1217429438970934,2017,9,251
2017-09-09,221.25,0.5527536578720886,122.29427981234794,19116000.0,10566225.775786862,0.19116,1.0566225775786862,2017,9,252
2017-09-10,254.0,0.6117177834838058,157.59206313138907,21945600.0,13615954.254552016,0.219456,1.3615954254552016,2017,9,253
2017-09-11,252.0,0.6085300348125727,153.7384253604824,21772800.0,13282999.95114568,0.217728,1.328299995114568,2017,9,254
2017-09-12,236.04166666666666,0.583253377977019,137.66770983129388,20394000.0,11894490.129423792,0.20394,1.1894490129423791,2017,9,255
2017-09-13,251.16666666666666,0.5979593835200664,150.78427728140778,21700800.0,13027761.557113633,0.217008,1.3027761557113633,2017,9,256
2017-09-14,241.1875,0.5703591581941679,138.23564968692654,20838600.0,11943560.132950453,0.208386,1.1943560132950453,2017,9,257
2017-09-15,241.14583333333334,0.5770404962360413,139.96887443276276,20835000.0,12093310.750990702,0.20835,1.2093310750990702,2017,9,258
2017-09-16,238.125,0.5893086890505889,140.38629072200987,20574000.0,12129375.518381653,0.20574,1.2129375518381653,2017,9,259
2017-09-17,258.8958333333333,0.5903577079058123,153.2136142814813,22368600.0,13237656.273919985,0.223686,1.3237656273919984,2017,9,260
2017-09-18,216.89583333333334,0.5431846406105144,118.03146697038308,18739800.0,10197918.746241098,0.187398,1.01979187462411,2017,9,261
2017-09-19,213.95833333333334,0.5545723493492509,118.66132842710971,18486000.0,10252338.776102278,0.18486,1.0252338776102279,2017,9,262
2017-09-20,222.8125,0.5542533732652578,123.45468829215075,19251000.0,10666485.068441825,0.19251,1.0666485068441824,2017,9,263
2017-09-21,227.04166666666666,0.5602940191154102,127.138957345854,19616400.0,10984805.914681785,0.196164,1.0984805914681786,2017,9,264
2017-09-22,226.04166666666666,0.5736381964001404,129.89675743121214,19530000.0,11223079.842056729,0.1953,1.122307984205673,2017,9,265
2017-09-23,220.83333333333334,0.5568090742670136,122.94279724670555,19080000.0,10622257.68211536,0.1908,1.062225768211536,2017,9,266
2017-09-24,219.02083333333334,0.5518698512149928,121.14654202307928,18923400.0,10467061.23079405,0.189234,1.046706123079405,2017,9,267
2017-09-25,219.75,0.5418940459439138,119.16143869307719,18986400.0,10295548.303081868,0.189864,1.0295548303081867,2017,9,268
2017-09-26,222.3125,0.5548115072775885,123.87559634493051,19207800.0,10702851.524201997,0.192078,1.0702851524201997,2017,9,269
2017-09-27,228.6875,0.5532633931706933,126.99462256961927,19758600.0,10972335.390015105,0.197586,1.0972335390015104,2017,9,270
2017-09-28,222.83333333333334,0.5349736585426708,119.31530950162893,19252800.0,10308842.74094074,0.192528,1.030884274094074,2017,9,271
2017-09-29,220.0625,0.5332640684844162,117.2463837098121,19013400.0,10130087.552527765,0.190134,1.0130087552527764,2017,9,272
2017-09-30,229.97916666666666,0.5485384905216516,125.53361210009494,19870200.0,10846104.085448204,0.198702,1.0846104085448203,2017,9,273
2017-10-01,237.10416666666666,0.5933481262470603,141.6943482558194,20485800.0,12242391.689302795,0.204858,1.2242391689302794,2017,10,274
2017-10-02,233.25,0.5915784484617672,138.65639871152453,20152800.0,11979912.84867572,0.201528,1.197991284867572,2017,10,275
2017-10-03,249.4375,0.6088031650886193,152.17993368830352,21551400.0,13148346.270669425,0.215514,1.3148346270669424,2017,10,276
2017-10-04,256.3333333333333,0.6307126453028739,162.5484296454505,22147200.0,14044184.321366925,0.221472,1.4044184321366924,2017,10,277
2017-10-05,253.20833333333334,0.6216920524556329,157.7232638731867,21877200.0,13627289.998643331,0.218772,1.362728999864333,2017,10,278
2017-10-06,254.14583333333334,0.6423647945176465,163.73360671535568,21958200.0,14146583.62020673,0.219582,1.414658362020673,2017,10,279
2017-10-07,271.25,0.67823745629955,187.5928908590897,23436000.0,16208025.77022535,0.23436,1.620802577022535,2017,10,280
2017-10-08,272.1458333333333,0.6755963224220461,183.8917655112614,23513400.0,15888248.540172987,0.235134,1.5888248540172987,2017,10,281
2017-10-09,307.6458333333333,0.7625759839352905,235.77211331992365,26580600.0,20370710.5908414,0.265806,2.0370710590841403,2017,10,282
2017-10-10,419.8125,1.1615310168169803,492.19025670617845,36271800.0,42525238.17941382,0.362718,4.252523817941381,2017,10,283
2017-10-11,522.6875,1.3618500640916344,712.7960836132983,45160200.0,61585581.62418897,0.451602,6.158558162418896,2017,10,284
2017-10-12,428.6666666666667,1.1253565818810956,484.05270384725117,37036800.0,41822153.6124025,0.370368,4.1822153612402495,2017,10,285
2017-10-13,403.7916666666667,1.060997333712579,428.64849974405973,34887600.0,37035230.377886765,0.348876,3.7035230377886763,2017,10,286
2017-10-14,413.9375,1.068462667407194,442.2491690262573,35764200.0,38210328.20386863,0.357642,3.8210328203868626,2017,10,287
2017-10-15,403.7083333333333,0.9880262905187475,399.2668146566593,34880400.0,34496652.786335364,0.348804,3.4496652786335362,2017,10,288
2017-10-16,392.1666666666667,0.9524805321606854,376.910296805592,33883200.0,32565049.64400315,0.338832,3.256504964400315,2017,10,289
2017-10-17,392.6458333333333,0.9549258156454683,376.2412993062738,33924600.0,32507248.260062054,0.339246,3.250724826006205,2017,10,290
2017-10-18,486.875,1.2277570138095644,599.4208306353515,42066000.0,51789959.76689437,0.42066,5.178995976689437,2017,10,291
2017-10-19,490.1458333333333,1.2467282327417286,611.6384711675531,42348600.0,52845563.90887659,0.423486,5.284556390887659,2017,10,292
2017-10-20,434.8333333333333,1.0315020787701028,448.86015368696354,37569600.0,38781517.27855365,0.375696,3.8781517278553648,2017,10,293
2017-10-21,405.6666666666667,0.966092956303466,392.05259169989523,35049600.0,33873343.92287095,0.350496,3.387334392287095,2017,10,294
2017-10-22,413.7291666666667,0.9621527381815983,398.46348953962644,35746200.0,34427245.496223725,0.357462,3.4427245496223726,2017,10,295
2017-10-23,422.5625,0.9925596484598271,419.09798090070734,36509400.0,36210065.549821116,0.365094,3.6210065549821118,2017,10,296
2017-10-24,418.8125,0.9793593428036074,409.6268399338924,36185400.0,35391758.97028831,0.361854,3.5391758970288305,2017,10,297
2017-10-25,401.0,0.9720499969883445,389.84871242845225,34646400.0,33682928.75381827,0.346464,3.3682928753818273,2017,10,298
2017-10-26,393.0,0.9916521501030156,390.09199466773975,33955200.0,33703948.33929271,0.339552,3.370394833929271,2017,10,299
2017-10-27,431.25,1.0750871844977745,465.96481427550725,37260000.0,40259359.95340382,0.3726,4.025935995340382,2017,10,300
2017-10-28,531.75,1.4220974811421758,758.1993088972581,45943200.0,65508420.2887231,0.459432,6.55084202887231,2017,10,301
2017-10-29,588.25,1.548465463814624,911.2622366862189,50824800.0,78733057.24968931,0.508248,7.873305724968931,2017,10,302
2017-10-30,605.7291666666666,1.6208950136682134,981.8724878576546,52335000.0,84833782.95090136,0.52335,8.483378295090136,2017,10,303
2017-10-31,577.9583333333334,1.471685248204686,851.890701072079,49935600.0,73603356.57262762,0.499356,7.360335657262762,2017,10,304
2017-11-01,506.4583333333333,1.2087096854781412,615.478662636789,43758000.0,53177356.45181856,0.43758,5.317735645181856,2017,11,305
2017-11-02,430.7916666666667,1.082483685072413,466.49699583391447,37220400.0,40305340.44005021,0.372204,4.03053404400502,2017,11,306
2017-11-03,474.2916666666667,1.1985748894740123,568.7226848425187,40978800.0,49137639.97039361,0.409788,4.913763997039362,2017,11,307
2017-11-04,489.0416666666667,1.2132677273201147,594.180640272104,42253200.0,51337207.31950979,0.422532,5.133720731950979,2017,11,308
2017-11-05,537.0,1.4001704769114596,752.723745042675,46396800.0,65035331.57168712,0.463968,6.503533157168712,2017,11,309
2017-11-06,575.9791666666666,1.5233871428746275,877.826847356236,49764600.0,75844239.61157879,0.497646,7.58442396115788,2017,11,310
2017-11-07,571.875,1.5119197279306615,865.2983606855656,49410000.0,74761778.36323287,0.4941,7.476177836323287,2017,11,311
2017-11-08,521.7291666666666,1.3433351292123303,701.5773273607433,45077400.0,60616281.08396822,0.450774,6.061628108396822,2017,11,312
2017-11-09,490.3125,1.242794975471775,609.6326690271175,42363000.0,52672262.603942946,0.42363,5.2672262603942945,2017,11,313
2017-11-10,499.4583333333333,1.2981490111176741,655.4998804383939,43153200.0,56635189.66987723,0.431532,5.6635189669877235,2017,11,314
2017-11-11,501.8333333333333,1.2492729570189198,633.5744781846017,43358400.0,54740834.91514959,0.433584,5.474083491514959,2017,11,315
2017-11-12,562.0833333333334,1.419751348500556,822.4786274568751,48564000.0,71062153.412274,0.48564,7.106215341227401,2017,11,316
2017-11-13,501.1666666666667,1.2521794657142957,627.609894353487,43300800.0,54225494.87214128,0.433008,5.422549487214128,2017,11,317
2017-11-14,541.1458333333334,1.3437036948041998,728.131587234604,46755000.0,62910569.137069784,0.46755,6.291056913706979,2017,11,318
2017-11-15,575.6666666666666,1.529927184466306,912.0151690775665,49737600.0,78798110.60830174,0.497376,7.879811060830175,2017,11,319
2017-11-16,604.5208333333334,1.5835743425307822,970.3233327982066,52230600.0,83835935.95376505,0.522306,8.383593595376505,2017,11,320
2017-11-17,544.1666666666666,1.2953665448758547,701.8688120888233,47016000.0,60641465.364474334,0.47016,6.064146536447433,2017,11,321
2017-11-18,627.0416666666666,1.6293814264907684,1080.82328138882,54176400.0,93383131.51199405,0.541764,9.338313151199404,2017,11,322
2017-11-19,598.7916666666666,1.4542729891262558,877.0044956492144,51735600.0,75773188.42409213,0.517356,7.577318842409213,2017,11,323
2017-11-20,532.4166666666666,1.3572688000200743,729.5455982453946,46000800.0,63032739.68840209,0.460008,6.303273968840209,2017,11,324
2017-11-21,597.0,1.5090660689571351,918.2244282046609,51580800.0,79334590.5968827,0.515808,7.93345905968827,2017,11,325
2017-11-22,557.3333333333334,1.414346229243411,836.1050942098051,48153600.0,72239480.13972716,0.481536,7.223948013972716,2017,11,326
2017-11-23,642.6666666666666,1.7381186122825445,1137.3177019539755,55526400.0,98264249.44882348,0.555264,9.826424944882348,2017,11,327
2017-11-24,678.3333333333334,1.6824718958084013,1138.2907114199968,58608000.0,98348317.46668772,0.58608,9.834831746668772,2017,11,328
2017-11-25,666.8958333333334,1.900244267272272,1269.3465389744586,57619800.0,109671540.96739322,0.576198,10.967154096739321,2017,11,329
2017-11-26,695.3333333333334,2.023553050409338,1407.224475005967,60076800.0,121584194.64051555,0.600768,12.158419464051555,2017,11,330
2017-11-27,754.5,2.1758159487071436,1644.0784226316591,65188800.0,142048375.71537533,0.651888,14.204837571537533,2017,11,331
2017-11-28,765.5416666666666,2.2052305193423885,1688.5498879777915,66142800.0,145890710.3212812,0.661428,14.58907103212812,2017,11,332
2017-11-29,787.0625,2.2540431113461827,1776.3111576647743,68002200.0,153473284.0222365,0.680022,15.34732840222365,2017,11,333
2017-11-30,755.6875,2.2738436760081977,1723.7015315911924,65291400.0,148927812.32947904,0.652914,14.892781232947904,2017,11,334
2017-12-01,780.2916666666666,2.3213082715170477,1812.2160771184738,67417200.0,156575469.06303614,0.674172,15.657546906303615,2017,12,335
2017-12-02,772.7708333333334,2.277818888346913,1760.715538801596,66767400.0,152125822.5524579,0.667674,15.21258225524579,2017,12,336
2017-12-03,743.0625,2.1678140588860813,1620.1776371684357,64200600.0,139983347.85135284,0.642006,13.998334785135285,2017,12,337
2017-12-04,824.5,2.45109385082243,2039.0317800207397,71236800.0,176172345.79379192,0.712368,17.617234579379193,2017,12,338
2017-12-05,822.9166666666666,2.5108983009976344,2069.705038341296,71100000.0,178822515.312688,0.711,17.8822515312688,2017,12,339
2017-12-06,892.25,2.924437105491652,2609.9343598223545,77090400.0,225498328.68865144,0.770904,22.549832868865145,2017,12,340
2017-12-07,904.625,2.864171283530926,2591.125750601588,78159600.0,223873264.85197723,0.781596,22.387326485197722,2017,12,341
2017-12-08,895.875,2.8889757467439754,2589.8315396862135,77403600.0,223761445.02888885,0.774036,22.376144502888884,2017,12,342
2017-12-09,916.0625,3.070410011146031,2820.460890755066,79147800.0,243687820.9612377,0.791478,24.36878209612377,2017,12,343
2017-12-10,795.3958333333334,2.2242510395803454,1887.8359874890705,68722200.0,163109029.31905568,0.687222,16.310902931905567,2017,12,344
2017-12-11,488.125,1.2161223836540411,636.7740798448116,42174000.0,55017280.49859172,0.42174,5.501728049859172,2017,12,345
2017-12-12,540.3125,1.3952116980692122,763.6490701151025,46683000.0,65979279.65794486,0.46683,6.597927965794486,2017,12,346
2017-12-13,519.1875,1.213175277346566,639.3406497844375,44857800.0,55239032.1413754,0.448578,5.52390321413754,2017,12,347
2017-12-14,444.1875,1.067144098548976,475.72882773310283,38377800.0,41102970.716140084,0.383778,4.110297071614008,2017,12,348
2017-12-15,550.5833333333334,1.3260813803516367,730.1468865039906,47570400.0,63084690.99394479,0.475704,6.308469099394479,2017,12,349
2017-12-16,535.4166666666666,1.306657220319314,699.9730723115052,46260000.0,60477673.44771405,0.4626,6.0477673447714055,2017,12,350
2017-12-17,569.0416666666666,1.3639424113225826,777.9145753852396,49165200.0,67211819.3132847,0.491652,6.721181931328469,2017,12,351
2017-12-18,570.1041666666666,1.3972565399220878,813.4151563441815,49257000.0,70279069.50813729,0.49257,7.027906950813729,2017,12,352
2017-12-19,540.5625,1.3309199632463546,743.5745183353279,46704600.0,64244838.38417233,0.467046,6.424483838417233,2017,12,353
2017-12-20,569.75,1.4229274487108734,823.2725753695642,49226400.0,71130750.51193035,0.492264,7.113075051193035,2017,12,354
2017-12-21,538.4791666666666,1.3327597664069788,742.9066562697718,46524600.0,64187135.101708286,0.465246,6.418713510170829,2017,12,355
2017-12-22,488.6666666666667,1.1926211597312968,596.8874244408937,42220800.0,51571073.47169322,0.422208,5.157107347169322,2017,12,356
2017-12-23,438.3125,1.0783493938967748,493.84905389750367,37870200.0,42668558.25674432,0.378702,4.266855825674432,2017,12,357
2017-12-24,441.0208333333333,1.041393218738353,463.37526950434886,38104200.0,40035623.28517574,0.381042,4.003562328517574,2017,12,358
2017-12-25,401.7916666666667,0.9582731637100753,384.9012363686945,34714800.0,33255466.822255205,0.347148,3.3255466822255206,2017,12,359
2017-12-26,356.9166666666667,0.8649748246196091,308.8837053686033,30837600.0,26687552.143847324,0.308376,2.668755214384732,2017,12,360
2017-12-27,330.6458333333333,0.806203754313175,266.59855310415657,28567800.0,23034114.988199126,0.285678,2.3034114988199126,2017,12,361
2017-12-28,329.125,0.8014025100855614,263.7209091084143,28436400.0,22785486.546966992,0.284364,2.2785486546966993,2017,12,362
2017-12-29,325.875,0.7871098350653285,256.53479725906266,28155600.0,22164606.483183015,0.281556,2.2164606483183014,2017,12,363
2017-12-30,338.2916666666667,0.8206392153882738,277.8718634657865,29228400.0,24008129.003443953,0.292284,2.400812900344395,2017,12,364
2017-12-31,349.8958333333333,0.8502223352913055,297.57741319068856,30231000.0,25710688.49967549,0.30231,2.571068849967549,2017,12,365
2018-01-01,345.8333333333333,0.8024053385040566,277.6421996647603,29880000.0,23988286.051035292,0.2988,2.3988286051035295,2018,1,1
2018-01-02,341.5833333333333,0.8178953553657146,279.186387504726,29512800.0,24121703.880408324,0.295128,2.4121703880408325,2018,1,2
2018-01-03,330.0625,0.7997100256988969,264.0615767184568,28517400.0,22814920.22847467,0.285174,2.281492022847467,2018,1,3
2018-01-04,348.7083333333333,0.8619536672473896,300.8946063241946,30128400.0,25997293.986410417,0.301284,2.5997293986410415,2018,1,4
2018-01-05,359.8541666666667,0.864403900842939,311.11322531063536,31091400.0,26880182.666838896,0.310914,2.6880182666838897,2018,1,5
2018-01-06,374.375,0.9026553634011504,338.5865858958512,32346000.0,29253881.021401543,0.32346,2.9253881021401544,2018,1,6
2018-01-07,377.2916666666667,0.9860137231111602,372.1470682700999,32598000.0,32153506.69853663,0.32598,3.215350669853663,2018,1,7
2018-01-08,371.1666666666667,0.9403016537935436,348.97532571654233,32068800.0,30151468.141909257,0.320688,3.0151468141909255,2018,1,8
2018-01-09,370.5208333333333,0.8843162654303792,327.37047377103283,32013000.0,28284808.933817238,0.32013,2.8284808933817236,2018,1,9
