candidate_id,margin_m,rotation_deg,phase_1,phase_2,baseline_core_count,replacement_count,mirror_count,mirror_delta,minimum_center_distance_m,maximum_site_radius_m,minimum_tower_distance_m,spacing_constraint_satisfied,site_constraint_satisfied,tower_exclusion_satisfied
m17.02-r20.0-p0.25-0.75,17.025,20.0,0.25,0.75,427,244,2985,-183,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.50-0.00,17.025,20.0,0.5,0.0,427,243,2984,-184,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.50-0.25,17.025,20.0,0.5,0.25,427,239,2980,-188,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.50-0.50,17.025,20.0,0.5,0.5,427,246,2987,-181,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.50-0.75,17.025,20.0,0.5,0.75,427,248,2989,-179,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.75-0.00,17.025,20.0,0.75,0.0,427,237,2978,-190,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.75-0.25,17.025,20.0,0.75,0.25,427,246,2987,-181,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.75-0.50,17.025,20.0,0.75,0.5,427,246,2987,-181,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.75-0.75,17.025,20.0,0.75,0.75,427,244,2985,-183,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.00-0.00,17.025,25.0,0.0,0.0,427,242,2983,-185,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.00-0.25,17.025,25.0,0.0,0.25,427,236,2977,-191,11.34999999999991,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.00-0.50,17.025,25.0,0.0,0.5,427,244,2985,-183,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.00-0.75,17.025,25.0,0.0,0.75,427,247,2988,-180,11.349999999999945,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.25-0.00,17.025,25.0,0.25,0.0,427,243,2984,-184,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.25-0.25,17.025,25.0,0.25,0.25,427,244,2985,-183,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.25-0.50,17.025,25.0,0.25,0.5,427,242,2983,-185,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.25-0.75,17.025,25.0,0.25,0.75,427,244,2985,-183,11.349999999999936,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.50-0.00,17.025,25.0,0.5,0.0,427,239,2980,-188,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.50-0.25,17.025,25.0,0.5,0.25,427,242,2983,-185,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.50-0.50,17.025,25.0,0.5,0.5,427,251,2992,-176,11.349999999999936,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.50-0.75,17.025,25.0,0.5,0.75,427,244,2985,-183,11.349999999999936,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.75-0.00,17.025,25.0,0.75,0.0,427,240,2981,-187,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.75-0.25,17.025,25.0,0.75,0.25,427,242,2983,-185,11.349999999999936,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.75-0.50,17.025,25.0,0.75,0.5,427,244,2985,-183,11.349999999999936,349.99298507216747,100.88100663653194,True,True,True
m17.02-r25.0-p0.75-0.75,17.025,25.0,0.75,0.75,427,248,2989,-179,11.349999999999936,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.00-0.00,17.025,30.0,0.0,0.0,427,243,2984,-184,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.00-0.25,17.025,30.0,0.0,0.25,427,239,2980,-188,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.00-0.50,17.025,30.0,0.0,0.5,427,244,2985,-183,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.00-0.75,17.025,30.0,0.0,0.75,427,241,2982,-186,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.25-0.00,17.025,30.0,0.25,0.0,427,245,2986,-182,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.25-0.25,17.025,30.0,0.25,0.25,427,243,2984,-184,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.25-0.50,17.025,30.0,0.25,0.5,427,233,2974,-194,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.25-0.75,17.025,30.0,0.25,0.75,427,242,2983,-185,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.50-0.00,17.025,30.0,0.5,0.0,427,242,2983,-185,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.50-0.25,17.025,30.0,0.5,0.25,427,240,2981,-187,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.50-0.50,17.025,30.0,0.5,0.5,427,244,2985,-183,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.50-0.75,17.025,30.0,0.5,0.75,427,240,2981,-187,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.75-0.00,17.025,30.0,0.75,0.0,427,242,2983,-185,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.75-0.25,17.025,30.0,0.75,0.25,427,247,2988,-180,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.75-0.50,17.025,30.0,0.75,0.5,427,244,2985,-183,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r30.0-p0.75-0.75,17.025,30.0,0.75,0.75,427,236,2977,-191,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.00-0.00,22.7,0.0,0.0,0.0,258,257,3167,-1,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.00-0.25,22.7,0.0,0.0,0.25,258,86,2996,-172,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.00-0.50,22.7,0.0,0.0,0.5,258,86,2996,-172,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.00-0.75,22.7,0.0,0.0,0.75,258,86,2996,-172,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.25-0.00,22.7,0.0,0.25,0.0,258,80,2990,-178,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.25-0.25,22.7,0.0,0.25,0.25,258,126,3036,-132,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.25-0.50,22.7,0.0,0.25,0.5,258,126,3036,-132,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.25-0.75,22.7,0.0,0.25,0.75,258,89,2999,-169,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.50-0.00,22.7,0.0,0.5,0.0,258,80,2990,-178,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.50-0.25,22.7,0.0,0.5,0.25,258,126,3036,-132,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.50-0.50,22.7,0.0,0.5,0.5,258,89,2999,-169,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.50-0.75,22.7,0.0,0.5,0.75,258,124,3034,-134,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.75-0.00,22.7,0.0,0.75,0.0,258,80,2990,-178,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.75-0.25,22.7,0.0,0.75,0.25,258,89,2999,-169,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.75-0.50,22.7,0.0,0.75,0.5,258,124,3034,-134,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r0.0-p0.75-0.75,22.7,0.0,0.75,0.75,258,124,3034,-134,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.00-0.00,22.7,5.0,0.0,0.0,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.00-0.25,22.7,5.0,0.0,0.25,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.00-0.50,22.7,5.0,0.0,0.5,258,102,3012,-156,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.00-0.75,22.7,5.0,0.0,0.75,258,98,3008,-160,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.25-0.00,22.7,5.0,0.25,0.0,258,105,3015,-153,11.34999999999992,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.25-0.25,22.7,5.0,0.25,0.25,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.25-0.50,22.7,5.0,0.25,0.5,258,96,3006,-162,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.25-0.75,22.7,5.0,0.25,0.75,258,97,3007,-161,11.34999999999993,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.50-0.00,22.7,5.0,0.5,0.0,258,97,3007,-161,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.50-0.25,22.7,5.0,0.5,0.25,258,98,3008,-160,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.50-0.50,22.7,5.0,0.5,0.5,258,100,3010,-158,11.34999999999993,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.50-0.75,22.7,5.0,0.5,0.75,258,103,3013,-155,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.75-0.00,22.7,5.0,0.75,0.0,258,100,3010,-158,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.75-0.25,22.7,5.0,0.75,0.25,258,101,3011,-157,11.34999999999993,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.75-0.50,22.7,5.0,0.75,0.5,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r5.0-p0.75-0.75,22.7,5.0,0.75,0.75,258,97,3007,-161,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.00-0.00,22.7,10.0,0.0,0.0,258,98,3008,-160,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.00-0.25,22.7,10.0,0.0,0.25,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.00-0.50,22.7,10.0,0.0,0.5,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.00-0.75,22.7,10.0,0.0,0.75,258,103,3013,-155,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.25-0.00,22.7,10.0,0.25,0.0,258,102,3012,-156,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.25-0.25,22.7,10.0,0.25,0.25,258,92,3002,-166,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.25-0.50,22.7,10.0,0.25,0.5,258,101,3011,-157,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.25-0.75,22.7,10.0,0.25,0.75,258,99,3009,-159,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.50-0.00,22.7,10.0,0.5,0.0,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.50-0.25,22.7,10.0,0.5,0.25,258,106,3016,-152,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.50-0.50,22.7,10.0,0.5,0.5,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.50-0.75,22.7,10.0,0.5,0.75,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.75-0.00,22.7,10.0,0.75,0.0,258,95,3005,-163,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.75-0.25,22.7,10.0,0.75,0.25,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.75-0.50,22.7,10.0,0.75,0.5,258,98,3008,-160,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r10.0-p0.75-0.75,22.7,10.0,0.75,0.75,258,95,3005,-163,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.00-0.00,22.7,15.0,0.0,0.0,258,102,3012,-156,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.00-0.25,22.7,15.0,0.0,0.25,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.00-0.50,22.7,15.0,0.0,0.5,258,105,3015,-153,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.00-0.75,22.7,15.0,0.0,0.75,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.25-0.00,22.7,15.0,0.25,0.0,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.25-0.25,22.7,15.0,0.25,0.25,258,96,3006,-162,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.25-0.50,22.7,15.0,0.25,0.5,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.25-0.75,22.7,15.0,0.25,0.75,258,103,3013,-155,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.50-0.00,22.7,15.0,0.5,0.0,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.50-0.25,22.7,15.0,0.5,0.25,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.50-0.50,22.7,15.0,0.5,0.5,258,104,3014,-154,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.50-0.75,22.7,15.0,0.5,0.75,258,94,3004,-164,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.75-0.00,22.7,15.0,0.75,0.0,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.75-0.25,22.7,15.0,0.75,0.25,258,103,3013,-155,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.75-0.50,22.7,15.0,0.75,0.5,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r15.0-p0.75-0.75,22.7,15.0,0.75,0.75,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.00-0.00,22.7,20.0,0.0,0.0,258,99,3009,-159,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.00-0.25,22.7,20.0,0.0,0.25,258,102,3012,-156,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.00-0.50,22.7,20.0,0.0,0.5,258,102,3012,-156,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.00-0.75,22.7,20.0,0.0,0.75,258,97,3007,-161,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.25-0.00,22.7,20.0,0.25,0.0,258,92,3002,-166,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.25-0.25,22.7,20.0,0.25,0.25,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.25-0.50,22.7,20.0,0.25,0.5,258,97,3007,-161,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.25-0.75,22.7,20.0,0.25,0.75,258,97,3007,-161,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.50-0.00,22.7,20.0,0.5,0.0,258,103,3013,-155,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.50-0.25,22.7,20.0,0.5,0.25,258,110,3020,-148,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.50-0.50,22.7,20.0,0.5,0.5,258,97,3007,-161,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.50-0.75,22.7,20.0,0.5,0.75,258,100,3010,-158,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.75-0.00,22.7,20.0,0.75,0.0,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.75-0.25,22.7,20.0,0.75,0.25,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.75-0.50,22.7,20.0,0.75,0.5,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r20.0-p0.75-0.75,22.7,20.0,0.75,0.75,258,106,3016,-152,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.00-0.00,22.7,25.0,0.0,0.0,258,96,3006,-162,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.00-0.25,22.7,25.0,0.0,0.25,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.00-0.50,22.7,25.0,0.0,0.5,258,102,3012,-156,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.00-0.75,22.7,25.0,0.0,0.75,258,101,3011,-157,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.25-0.00,22.7,25.0,0.25,0.0,258,105,3015,-153,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.25-0.25,22.7,25.0,0.25,0.25,258,106,3016,-152,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.25-0.50,22.7,25.0,0.25,0.5,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.25-0.75,22.7,25.0,0.25,0.75,258,98,3008,-160,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.50-0.00,22.7,25.0,0.5,0.0,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.50-0.25,22.7,25.0,0.5,0.25,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.50-0.50,22.7,25.0,0.5,0.5,258,97,3007,-161,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.50-0.75,22.7,25.0,0.5,0.75,258,103,3013,-155,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.75-0.00,22.7,25.0,0.75,0.0,258,107,3017,-151,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.75-0.25,22.7,25.0,0.75,0.25,258,95,3005,-163,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.75-0.50,22.7,25.0,0.75,0.5,258,97,3007,-161,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r25.0-p0.75-0.75,22.7,25.0,0.75,0.75,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.00-0.00,22.7,30.0,0.0,0.0,258,102,3012,-156,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.00-0.25,22.7,30.0,0.0,0.25,258,103,3013,-155,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.00-0.50,22.7,30.0,0.0,0.5,258,103,3013,-155,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.00-0.75,22.7,30.0,0.0,0.75,258,106,3016,-152,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.25-0.00,22.7,30.0,0.25,0.0,258,104,3014,-154,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.25-0.25,22.7,30.0,0.25,0.25,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.25-0.50,22.7,30.0,0.25,0.5,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.25-0.75,22.7,30.0,0.25,0.75,258,100,3010,-158,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.50-0.00,22.7,30.0,0.5,0.0,258,94,3004,-164,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.50-0.25,22.7,30.0,0.5,0.25,258,90,3000,-168,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.50-0.50,22.7,30.0,0.5,0.5,258,94,3004,-164,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.50-0.75,22.7,30.0,0.5,0.75,258,90,3000,-168,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.75-0.00,22.7,30.0,0.75,0.0,258,105,3015,-153,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.75-0.25,22.7,30.0,0.75,0.25,258,105,3015,-153,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.75-0.50,22.7,30.0,0.75,0.5,258,98,3008,-160,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m22.70-r30.0-p0.75-0.75,22.7,30.0,0.75,0.75,258,99,3009,-159,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
