task_id,original_price,recommended_price,price_change,original_probability,recommended_probability,probability_change
A0325,65.5,73.5,8.0,0.5579438931157314,0.6601384886996653,0.10219459558393384
A0326,65.5,73.5,8.0,0.5621416176159145,0.6639502731727767,0.10180865555686214
A0327,66.0,74.0,8.0,0.4218561037955818,0.5289504104661,0.10709430667051822
A0328,66.0,71.5,5.5,0.7601060527036045,0.8099422981938542,0.049836245490249675
A0329,65.0,73.0,8.0,0.6199844189808723,0.7151586254864589,0.09517420650558661
A0330,65.5,73.5,8.0,0.5978077711885594,0.6958110160315715,0.09800324484301204
A0331,65.5,73.5,8.0,0.5329903675115888,0.6372026453425308,0.104212277830942
A0332,65.0,73.0,8.0,0.46615688593858623,0.5733445522918256,0.10718766635323934
A0333,65.5,73.5,8.0,0.5434023963776524,0.6468307937259707,0.10342839734831832
A0334,65.0,73.0,8.0,0.5806539403361257,0.6806038614020878,0.09994992106596212
A0335,69.0,73.0,4.0,0.7730226265689021,0.8086099083077486,0.03558728173884651
A0336,65.5,73.5,8.0,0.5764073965011094,0.6768061021812715,0.10039870568016207
A0337,65.5,73.5,8.0,0.5557973823983018,0.6581842005127839,0.10238681811448214
A0338,65.0,73.0,8.0,0.46638215896323787,0.5735659709879191,0.10718381202468119
A0339,65.0,73.0,8.0,0.618788261390597,0.7141239085050171,0.09533564711442011
A0340,65.5,73.5,8.0,0.64132088228191,0.7334488291165012,0.09212794683459125
A0341,69.0,73.0,4.0,0.7730226265689021,0.8086099083077486,0.03558728173884651
A0342,66.5,74.5,8.0,0.6554613966643626,0.7453992036063208,0.08993780694195819
A0343,65.5,73.5,8.0,0.5415625465731888,0.6451355430732826,0.10357299650009377
A0344,66.0,74.0,8.0,0.5903906328961434,0.6892617758129383,0.098871142916795
A0345,65.5,73.5,8.0,0.597543895544166,0.6955786965805979,0.09803480103643192
A0346,65.5,73.5,8.0,0.6886379330500165,0.7729157633778421,0.08427783032782554
A0347,66.0,74.0,8.0,0.5046070840960128,0.6105247927346644,0.10591770863865158
A0348,65.5,73.5,8.0,0.4221340891442344,0.5292343659133035,0.10710027676906914
A0349,65.5,73.5,8.0,0.6070934225545432,0.703954518920929,0.09686109636638573
A0350,65.0,73.0,8.0,0.5083627629125624,0.6140915855650512,0.10572882265248873
A0351,65.5,73.5,8.0,0.5309719636176274,0.6353264773885005,0.10435451377087301
A0352,65.5,73.5,8.0,0.5588564275662917,0.6609682519729964,0.10211182440670463
A0353,65.5,73.5,8.0,0.4826791458258565,0.5894709349123456,0.10679178908648906
A0354,66.5,74.5,8.0,0.4867389081688766,0.5933986049208086,0.10665969675193204
A0355,65.5,73.5,8.0,0.2352545705721394,0.3213041373309557,0.08604956675881631
A0356,65.5,73.5,8.0,0.3345633746807564,0.4362175785345849,0.1016542038538285
A0357,72.5,80.5,8.0,0.43685459195245957,0.544172629193834,0.10731803724137445
A0358,66.5,74.5,8.0,0.2238841915336971,0.30744679960596183,0.08356260807226473
A0359,66.0,74.0,8.0,0.1776503690232499,0.24950418017080178,0.07185381114755188
A0360,65.5,73.5,8.0,0.22124659693994728,0.3042106214001432,0.08296402446019593
A0361,65.5,73.5,8.0,0.33027162690112694,0.43146733714046764,0.10119571023934071
A0362,66.0,74.0,8.0,0.4005042825322872,0.506930921832693,0.10642663930040575
A0363,68.0,76.0,8.0,0.7237134484752766,0.8012375062529927,0.0775240577777161
A0364,65.0,73.0,8.0,0.19825110863604872,0.27564432700016783,0.07739321836411911
A0365,65.5,73.5,8.0,0.6303620969664363,0.7240938741187395,0.09373177715230319
A0366,66.0,74.0,8.0,0.5042458068248629,0.6101810867361409,0.10593527991127805
A0367,65.5,73.5,8.0,0.6055629131304816,0.7026164939568305,0.09705358082634885
A0368,65.5,73.5,8.0,0.5577195001321145,0.6599343530902331,0.10221485295811861
A0369,66.5,74.5,8.0,0.34840890923482903,0.4514161365460369,0.10300722731120787
A0370,66.0,74.0,8.0,0.6551750606120901,0.7451585517398566,0.08998349112776649
A0371,65.5,73.5,8.0,0.6058090662582912,0.702831801938168,0.09702273567987674
A0372,65.5,73.5,8.0,0.4189784092547076,0.5260068353565811,0.10702842610187352
A0373,68.0,65.0,-3.0,0.9785454202396963,0.9748755999293127,-0.0036698203103835425
A0374,75.0,67.0,-8.0,0.9702489077412756,0.9549375639268296,-0.015311343814445988
A0375,65.5,73.5,8.0,0.2729751362152041,0.3662147817707775,0.0932396455555734
A0376,65.0,73.0,8.0,0.4428897726993523,0.5502417816446704,0.1073520089453181
A0377,66.0,74.0,8.0,0.4274424030666469,0.5346434146374598,0.10720101157081291
A0378,65.0,73.0,8.0,0.35720452855977713,0.4609724936801024,0.10376796512032527
A0379,65.0,73.0,8.0,0.3557153436669583,0.45935985460078366,0.10364451093382537
A0380,66.0,65.0,-1.0,0.960756724362157,0.9586738277839882,-0.002082896578168736
A0381,65.5,73.5,8.0,0.49570902625854724,0.6020287699476996,0.10631974368915237
A0382,65.0,73.0,8.0,0.45663040208250444,0.5639415709882224,0.10731116890571796
A0383,66.0,74.0,8.0,0.4729399763698348,0.5799928099343452,0.1070528335645104
A0384,75.0,67.0,-8.0,0.9776139850468556,0.9659600823945698,-0.01165390265228583
A0385,75.0,81.5,6.5,0.727548348396502,0.7912505224561918,0.06370217405968981
A0386,65.0,73.0,8.0,0.5062684654467802,0.6121040166379293,0.10583555119114918
A0387,65.5,73.5,8.0,0.5408380738213068,0.6444672944196489,0.10362922059834212
A0388,72.0,65.0,-7.0,0.9853625296648437,0.9787978245324473,-0.006564705132396376
A0389,65.5,73.5,8.0,0.4364681912443851,0.5437829647623906,0.10731477351800556
A0390,74.0,66.0,-8.0,0.9820262375354005,0.9726049364321724,-0.009421301103228141
A0391,65.0,73.0,8.0,0.4338680971485901,0.5411574885758051,0.10728939142721505
A0392,65.0,73.0,8.0,0.39432986821702776,0.5004855303188737,0.1061556621018459
A0393,75.0,80.5,5.5,0.7403220441354418,0.7931498112899148,0.052827767154473015
A0394,66.0,74.0,8.0,0.4533205990082351,0.5606565138817086,0.10733591487347344
A0395,75.0,77.5,2.5,0.7806299058031813,0.8028268060337693,0.022196900230588068
A0396,65.5,73.5,8.0,0.38806964531772026,0.49391434554358565,0.1058447002258654
A0397,72.0,80.0,8.0,0.5999038848675649,0.6976546872740192,0.0977508024064544
A0398,75.0,83.0,8.0,0.689774688011726,0.773845875626813,0.08407118761508692
A0399,72.0,80.0,8.0,0.601180662176601,0.6987761559204301,0.09759549374382903
A0400,75.0,83.0,8.0,0.610523112557508,0.7069468431870873,0.09642373062957932
A0401,75.0,78.0,3.0,0.773193231889017,0.800287030591801,0.027093798702783944
A0402,65.0,73.0,8.0,0.46181767590536466,0.5690711835868445,0.10725350768147984
A0403,66.0,74.0,8.0,0.42947223561588865,0.5367051244788293,0.10723288886294069
A0404,68.0,76.0,8.0,0.7215663137806835,0.7995259534713873,0.07795963969070385
A0405,72.0,65.0,-7.0,0.9819161390310488,0.9738467992878401,-0.00806933974320867
A0406,73.0,77.0,4.0,0.7658948199964998,0.8023138614235885,0.03641904142708874
A0407,75.0,74.0,-1.0,0.81802513376478,0.8098657748123214,-0.008159358952458673
A0408,65.0,73.0,8.0,0.4764848722104316,0.5834518535151944,0.10696698130476273
A0409,75.0,67.0,-8.0,0.9674918474532136,0.9508334900494465,-0.016658357403767088
A0410,73.5,65.5,-8.0,0.9815934643643539,0.9719517957843266,-0.009641668580027352
A0411,75.0,83.0,8.0,0.6327035154634587,0.7260995456388991,0.0933960301754404
A0412,65.0,73.0,8.0,0.46131350540000415,0.5685736251637982,0.10726011976379402
A0413,65.5,73.5,8.0,0.4044121874460657,0.5109921337318655,0.10657994628579975
A0414,65.5,73.5,8.0,0.43775232212263526,0.5450774350821053,0.10732511295947
A0415,72.0,65.0,-7.0,0.9756569892741191,0.9648945590658814,-0.01076243020823775
A0416,65.5,65.0,-0.5,0.9475806287794571,0.9462260686927692,-0.0013545600866879948
A0417,65.5,65.0,-0.5,0.9435098152713514,0.942056494430543,-0.001453320840808403
A0418,75.0,74.0,-1.0,0.8134609209297701,0.8051456602374008,-0.00831526069236932
A0419,65.0,65.0,0.0,0.9426486622968929,0.9426486622968929,0.0
A0420,70.0,65.0,-5.0,0.9469447327086548,0.931660174484708,-0.01528455822394681
A0421,65.5,73.5,8.0,0.4798535191122914,0.5867291857482086,0.10687566663591724
A0422,66.5,74.5,8.0,0.598771851007587,0.6966593794090838,0.09788752840149684
A0423,65.5,73.5,8.0,0.37297588178616004,0.47791901808358367,0.10494313629742363
A0424,75.0,72.0,-3.0,0.8357497136192165,0.8123387708123176,-0.023410942806898816
A0425,65.5,73.5,8.0,0.6241912871140305,0.7187897802536086,0.09459849313957813
A0426,80.0,75.5,-4.5,0.8378193061388922,0.8021209326494534,-0.03569837348943883
A0427,66.0,74.0,8.0,0.5480203422724318,0.6510743694978534,0.10305402722542156
A0428,75.0,83.0,8.0,0.6952519054067563,0.7783158077105784,0.0830639023038221
A0429,75.0,72.0,-3.0,0.8357935269742574,0.8123874271169857,-0.0234060998572716
A0430,66.0,74.0,8.0,0.5164785030847927,0.6217605822301591,0.10528207914536636
A0431,75.0,72.0,-3.0,0.8359180950751488,0.8125257684405237,-0.023392326634625094
A0432,65.0,73.0,8.0,0.5776325658469932,0.6779031533650958,0.10027058751810258
A0433,65.5,73.5,8.0,0.5434023963776524,0.6468307937259707,0.10342839734831832
A0434,65.5,73.5,8.0,0.5660102079016682,0.6674514823131329,0.10144127441146467
A0435,75.0,78.5,3.5,0.7658643029284846,0.7979782468840374,0.03211394395555278
A0436,75.0,83.0,8.0,0.6635788845005318,0.7521988072481613,0.08861992274762953
A0437,75.0,81.5,6.5,0.7298605437725029,0.7931757853540718,0.06331524158156898
A0438,75.0,78.0,3.0,0.769519701268488,0.7969370814406525,0.02741738017216444
A0439,75.0,77.5,2.5,0.7792599678768751,0.801560247855305,0.02230027997842987
A0440,69.5,77.5,8.0,0.46602014007854115,0.5732101251378353,0.10718998505929417
A0441,67.0,75.0,8.0,0.21321086480528467,0.2943003679357324,0.08108950313044772
A0442,69.0,77.0,8.0,0.3785776403349844,0.483880596489897,0.10530295615491259
A0443,73.0,81.0,8.0,0.3817526346625214,0.48724627593240943,0.10549364126988803
A0444,66.5,74.5,8.0,0.4072544113570744,0.5139370466633456,0.1066826353062712
A0445,72.0,80.0,8.0,0.282001055679845,0.3767261519711482,0.09472509629130321
A0446,72.0,80.0,8.0,0.2692932673201868,0.36190132117407425,0.09260805385388743
A0447,66.5,74.5,8.0,0.23078948589024562,0.31588044883590205,0.08509096294565643
A0448,67.0,75.0,8.0,0.18801490333166118,0.26272154837201106,0.07470664504034988
A0449,66.0,74.0,8.0,0.38034663505746485,0.4857570134494384,0.10541037839197354
A0450,85.0,85.0,0.0,0.5613407241048513,0.5613407241048513,0.0
A0451,66.0,74.0,8.0,0.16593585449025597,0.2344020816427051,0.06846622715244913
A0452,65.5,73.5,8.0,0.2483267456003896,0.3370504009098737,0.08872365530948412
A0453,65.5,73.5,8.0,0.2275697066641516,0.3119549904998643,0.0843852838357127
A0454,66.0,74.0,8.0,0.3716178007159728,0.4764691862415283,0.10485138552555551
A0455,72.0,80.0,8.0,0.31533475326066,0.41478829579420184,0.09945354253354183
A0456,65.0,73.0,8.0,0.1709766853784915,0.2409220127809703,0.0699453274024788
A0457,72.0,77.0,5.0,0.7524737917815912,0.7991966310092766,0.04672283922768539
A0458,66.5,74.5,8.0,0.3253015483422664,0.42594293525789995,0.10064138691563357
A0459,72.0,65.0,-7.0,0.98453480806189,0.9776073172538357,-0.006927490808054326
A0460,85.0,85.0,0.0,0.7000191863316553,0.7000191863316553,0.0
A0461,65.5,73.5,8.0,0.4322715275131853,0.5395423759441177,0.10727084843093238
A0462,65.5,73.5,8.0,0.3172393822953606,0.4169278283940281,0.0996884460986675
A0463,65.0,73.0,8.0,0.46719472520742783,0.5743642776978579,0.10716955249043009
A0464,65.5,73.5,8.0,0.224780741634903,0.3085449466910899,0.0837642050561869
A0465,67.0,75.0,8.0,0.19275982116067092,0.26872786702363555,0.07596804586296463
A0466,67.0,75.0,8.0,0.2873689170372395,0.3829354451369564,0.09556652809971689
A0467,65.5,73.5,8.0,0.33433109944742456,0.4359609655875047,0.10162986614008013
A0468,80.0,85.0,5.0,0.3673333127822796,0.43186575962042323,0.06453244683814363
A0469,65.0,73.0,8.0,0.49388757824037327,0.6002816840706777,0.10639410583030445
A0470,75.0,81.0,6.0,0.7354739280019845,0.7934573154975111,0.05798338749552656
A0471,80.0,85.0,5.0,0.5874799268070429,0.650897898509025,0.06341797170198216
A0472,65.0,73.0,8.0,0.4390078109467064,0.5463416319440384,0.10733382099733202
A0473,66.0,74.0,8.0,0.5772624249077516,0.6775718352161977,0.10030941030844609
A0474,65.0,73.0,8.0,0.3843834539406738,0.4900278694152838,0.10564441547461001
A0475,65.5,73.5,8.0,0.5775977227072261,0.6778719690985379,0.10027424639131177
A0476,65.0,73.0,8.0,0.5087348863546084,0.6144443766174181,0.10570949026280974
A0477,80.0,85.0,5.0,0.577342775269751,0.6413678142132211,0.06402503894347011
A0478,80.0,85.0,5.0,0.581567503719381,0.6453456976512418,0.0637781939318608
A0479,66.0,65.0,-1.0,0.9113022612608774,0.9068489904457392,-0.004453270815138244
A0480,66.5,74.5,8.0,0.41460373100227726,0.5215177095184119,0.10691397851613466
A0481,80.0,85.0,5.0,0.6524320381811132,0.7107805325550353,0.05834849437392209
A0482,65.5,73.5,8.0,0.5486184795595583,0.6516228241380543,0.10300434457849594
A0483,65.5,65.0,-0.5,0.9102962306189951,0.9080716795382953,-0.0022245510806998547
A0484,65.5,73.5,8.0,0.4744551254237686,0.5814725522164826,0.10701742679271403
A0485,65.5,73.5,8.0,0.5407214415676517,0.6443596758738527,0.103638234306201
A0486,70.0,65.0,-5.0,0.9212223167073382,0.8993153590855482,-0.02190695762179007
A0487,70.5,78.5,8.0,0.4545042076832635,0.5618323545010749,0.10732814681781144
A0488,72.0,80.0,8.0,0.513421736138819,0.6188782482909084,0.1054565121520894
A0489,66.5,65.0,-1.5,0.8886863424052689,0.8804357475228536,-0.008250594882415307
A0490,65.5,73.5,8.0,0.47636277414951234,0.5833328873716552,0.10697011322214289
A0491,70.5,65.0,-5.5,0.968440396237989,0.958010322406643,-0.010430073831346087
A0492,71.5,65.0,-6.5,0.959602047531355,0.943613084214507,-0.01598896331684807
A0493,70.0,78.0,8.0,0.42197695870690677,0.5290738694117259,0.10709691070481908
A0494,66.5,65.0,-1.5,0.9651506563613803,0.9623273592853934,-0.0028232970759869414
A0495,69.0,65.0,-4.0,0.9752463788285346,0.9694739571705461,-0.005772421657988525
A0496,67.5,65.0,-2.5,0.9661689457924981,0.9614780672711367,-0.004690878521361408
A0497,68.5,65.0,-3.5,0.9477677398898527,0.9376028791583548,-0.010164860731497916
A0498,70.0,65.0,-5.0,0.9600635003965166,0.948352163120182,-0.011711337276334555
A0499,70.0,78.0,8.0,0.5620717700766882,0.6638869557323045,0.10181518565561631
A0500,67.5,65.0,-2.5,0.8852334391014441,0.8708208025078995,-0.014412636593544637
A0501,70.0,65.0,-5.0,0.9338667376986027,0.9151521567561284,-0.018714580942474357
A0502,70.0,78.0,8.0,0.5757224279055281,0.6761922801039219,0.10046985219839377
A0503,70.0,78.0,8.0,0.5735652916973704,0.6742569401844039,0.10069164848703349
A0504,70.0,65.0,-5.0,0.943518461016649,0.9273225935035326,-0.016195867513116413
A0505,68.0,65.0,-3.0,0.9775768637979838,0.9737458162100782,-0.003831047587905645
A0506,69.5,65.0,-4.5,0.9452554609862263,0.9312652702702942,-0.013990190715932105
A0507,67.5,65.0,-2.5,0.9386111991871299,0.9303746312837929,-0.008236567903336933
A0508,72.5,65.0,-7.5,0.9567110942830993,0.9365207356132659,-0.02019035866983343
A0509,65.0,65.0,0.0,0.9047215048970952,0.9047215048970952,0.0
A0510,70.0,78.0,8.0,0.5223021279050133,0.6272313762994614,0.10492924839444806
A0511,67.0,65.0,-2.0,0.8574892099187049,0.8438052928257407,-0.013683917092964237
A0512,67.0,65.0,-2.0,0.9741392675104058,0.971280978452884,-0.0028582890575218345
A0513,66.0,65.0,-1.0,0.8915929398631475,0.8862736094307019,-0.00531933043244559
A0514,72.5,80.5,8.0,0.45937521931462144,0.566658740985132,0.10728352167051058
A0515,68.5,65.0,-3.5,0.9745431235427683,0.9694208689361441,-0.005122254606624188
A0516,66.0,65.0,-1.0,0.9036774549309101,0.8988838404153606,-0.004793614515549494
A0517,69.5,65.0,-4.5,0.9740216754468664,0.9671271537918592,-0.006894521655007146
A0518,67.5,65.0,-2.5,0.9682928613765638,0.9638854685775681,-0.004407392798995713
A0519,69.0,65.0,-4.0,0.9679143154752281,0.960501342017144,-0.0074129734580841156
A0520,66.5,65.0,-1.5,0.9651181720309466,0.9622923460761729,-0.002825825954773764
A0521,65.5,65.0,-0.5,0.923942109534882,0.9220269742363201,-0.0019151352985619097
A0522,70.0,78.0,8.0,0.5268394748164004,0.6314752854520685,0.10463581063566818
A0523,75.0,67.0,-8.0,0.951329459041005,0.9270137048364,-0.024315754204604967
A0524,65.0,65.0,0.0,0.9060995913574007,0.9060995913574007,0.0
A0525,68.0,65.0,-3.0,0.8714013906989594,0.8521731432637731,-0.019228247435186252
A0526,66.5,65.0,-1.5,0.9520079377789036,0.9481770626195795,-0.003830875159324121
A0527,69.0,65.0,-4.0,0.9553353482935288,0.9451807677663809,-0.010154580527147905
A0528,67.0,65.0,-2.0,0.978980179866687,0.976644110297801,-0.00233606956888599
A0529,69.5,65.0,-4.5,0.9335659983531474,0.916851292463437,-0.016714705889710357
A0530,65.5,65.0,-0.5,0.9423764862934242,0.9408958348261992,-0.0014806514672249804
A0531,71.0,65.0,-6.0,0.9681315795390435,0.9564964721585246,-0.011635107380518872
A0532,68.0,65.0,-3.0,0.9708924201063728,0.9659590872612416,-0.0049333328451312
A0533,68.0,65.0,-3.0,0.9522288284621668,0.9443137035843635,-0.007915124877803326
A0534,67.0,65.0,-2.0,0.9499926175335744,0.9446172220337502,-0.005375395499824243
A0535,66.0,65.0,-1.0,0.9527025306071492,0.9502142975803041,-0.002488233026845088
A0536,67.5,65.0,-2.5,0.9603262730641311,0.9548631196932723,-0.0054631533708587865
A0537,66.0,65.0,-1.0,0.8997609763726937,0.8947951442778199,-0.004965832094873779
A0538,66.0,74.0,8.0,0.6965542054437893,0.7793757855110022,0.08282158006721285
A0539,67.0,65.0,-2.0,0.9677642694265712,0.9642272506954446,-0.003537018731126662
A0540,70.0,78.0,8.0,0.6171885924734698,0.712738575914745,0.09554998344127519
A0541,75.0,81.5,6.5,0.7271803250351567,0.7909438216920508,0.06376349665689407
A0542,70.0,78.0,8.0,0.47463257424202554,0.5816457284356904,0.10701315419366486
A0543,70.0,78.0,8.0,0.6626607523712805,0.7514319337500358,0.08877118137875528
A0544,75.0,74.0,-1.0,0.8168230693939618,0.8086224219460194,-0.008200647447942355
A0545,70.0,78.0,8.0,0.6884428204048154,0.772756035311636,0.08431321490682053
A0546,70.0,78.0,8.0,0.6997919151769054,0.7820063644044633,0.08221444922755783
A0547,75.0,83.0,8.0,0.6489934864231534,0.7399498149781513,0.09095632855499791
A0548,75.0,76.0,1.0,0.7926781282683844,0.8013941921438222,0.008716063875437885
A0549,70.0,78.0,8.0,0.6322318925692786,0.7256958546060448,0.09346396203676621
A0550,69.5,76.0,6.5,0.7419887630104821,0.8032277693371974,0.061239006326715306
A0551,70.0,78.0,8.0,0.6612875758315122,0.7502839384159646,0.08899636258445243
A0552,70.5,74.0,3.5,0.7744687934430454,0.8057019604662617,0.031233167023216324
A0553,68.0,76.0,8.0,0.6011786180399358,0.6987743613665478,0.09759574332661203
A0554,66.5,74.5,8.0,0.6546929850109267,0.7447532660436548,0.09006028103272812
A0555,67.5,75.5,8.0,0.6566827855579821,0.7464251069439767,0.08974232138599458
A0556,67.0,75.0,8.0,0.6199708998104801,0.715146936531406,0.0951760367209259
A0557,70.0,78.0,8.0,0.6582174866383846,0.7477127629196676,0.08949527628128295
A0558,66.5,74.5,8.0,0.6544756399763764,0.7445704910199142,0.09009485104353787
A0559,75.0,78.0,3.0,0.7740077849129288,0.8010293190411356,0.027021534128206848
A0560,66.5,74.5,8.0,0.6577404337993132,0.7473126710446784,0.08957223724536512
A0561,71.5,79.5,8.0,0.710260561376197,0.7904665078406148,0.08020594646441781
A0562,73.0,81.0,8.0,0.5647708847839112,0.66633107014386,0.10156018535994871
A0563,73.5,81.5,8.0,0.7123330385888982,0.7921331820659591,0.07980014347706088
A0564,75.0,82.0,7.0,0.7214067997232181,0.7906179274965683,0.06921112777335026
A0565,70.0,76.0,6.0,0.7467143514390873,0.8028941821616221,0.05617983072253485
A0566,73.5,75.5,2.0,0.7895912268970364,0.8069380314626265,0.017346804565590124
A0567,70.0,78.0,8.0,0.6322318925692786,0.7256958546060448,0.09346396203676621
A0568,66.0,74.0,8.0,0.5751697430857053,0.6756967495271949,0.1005270064414896
A0569,73.0,75.5,2.5,0.7834115501496677,0.8053971554893943,0.0219856053397266
A0570,66.5,74.5,8.0,0.6311889145700876,0.724802561853861,0.09361364728377342
A0571,75.0,76.0,1.0,0.7922840857621073,0.8010125570641796,0.008728471302072327
A0572,66.5,74.5,8.0,0.4047955895938779,0.5113898202709243,0.10659423067704638
A0573,66.5,74.5,8.0,0.6073277263747997,0.7041592087491652,0.09683148237436545
A0574,70.0,78.0,8.0,0.6409699933360908,0.7331505659227525,0.09218057258666168
A0575,66.0,74.0,8.0,0.669180715617075,0.756865675607146,0.08768495999007098
A0576,67.5,75.5,8.0,0.637587123895988,0.7302707472580126,0.09268362336202451
A0577,65.5,73.5,8.0,0.4233965855001957,0.5305231042870954,0.10712651878689966
A0578,73.5,76.0,2.5,0.7836291991043876,0.8055981935798483,0.021968994475460746
A0579,67.5,75.5,8.0,0.45081374496688287,0.5581621273859081,0.10734838241902522
A0580,67.5,75.5,8.0,0.637587123895988,0.7302707472580126,0.09268362336202451
A0581,72.5,80.5,8.0,0.5326686397848189,0.6369038020750483,0.10423516229022933
A0582,66.0,74.0,8.0,0.3813279545860319,0.48679664377174064,0.10546868918570873
A0583,65.5,73.5,8.0,0.423852293292832,0.5309879336822408,0.10713564038940881
A0584,70.0,78.0,8.0,0.7146533446609084,0.7939959696119665,0.07934262495105815
A0585,73.0,81.0,8.0,0.7128418746578933,0.7925419738316585,0.0797000991737652
A0586,68.0,76.0,8.0,0.5515426500129074,0.6543001827393508,0.10275753272644339
A0587,75.0,80.0,5.0,0.7456911330290626,0.7933426461498986,0.04765151312083593
A0588,65.5,73.5,8.0,0.46659866041145837,0.5737787277016797,0.10718006729022134
A0589,67.0,75.0,8.0,0.710948609884824,0.7910201309643515,0.08007152107952753
A0590,73.0,75.5,2.5,0.7815291396903326,0.8036579364513848,0.022128796761052283
A0591,65.0,73.0,8.0,0.5257985558337679,0.630503113944133,0.10470455811036516
A0592,66.0,74.0,8.0,0.5009546703315142,0.6070451666985375,0.10609049636702328
A0593,66.0,74.0,8.0,0.5136136143716293,0.6190593958698001,0.10544578149817074
A0594,75.0,80.5,5.5,0.7407721672248052,0.7935339012521744,0.05276173402736917
A0595,66.0,74.0,8.0,0.5350295071020844,0.6390948705675754,0.104065363465491
A0596,72.5,80.5,8.0,0.6950131943649819,0.7781213968407794,0.08310820247579753
A0597,65.0,73.0,8.0,0.523577474634745,0.6284258797927154,0.10484840515797034
A0598,65.5,73.5,8.0,0.546358310011106,0.6495489553566263,0.10319064534552025
A0599,66.5,74.5,8.0,0.5828987815298011,0.6826061180623355,0.09970733653253439
A0600,66.0,74.0,8.0,0.5413656199380817,0.6449539392868466,0.10358831934876489
A0601,66.0,74.0,8.0,0.5794580384896817,0.6795356851769239,0.10007764668724217
A0602,65.5,73.5,8.0,0.4947727108413141,0.6011310186176194,0.10635830777630534
A0603,66.0,74.0,8.0,0.4880385456810679,0.5946530807792219,0.10661453509815394
A0604,68.0,76.0,8.0,0.6802890707076267,0.7660590289528185,0.08576995824519185
A0605,66.0,74.0,8.0,0.43057619843196326,0.5378248872749035,0.10724868884294025
A0606,65.5,73.5,8.0,0.5106643302520638,0.6162718036566084,0.10560747340454457
A0607,66.0,74.0,8.0,0.5728317608862566,0.673598047452961,0.10076628656670439
A0608,66.0,74.0,8.0,0.5522487492547004,0.654945709587006,0.10269696033230569
A0609,65.5,73.5,8.0,0.4781150403058229,0.5850390137801302,0.10692397347430732
A0610,67.0,75.0,8.0,0.6649473168708887,0.7533407588870166,0.08839344201612787
A0611,65.5,73.5,8.0,0.46111178712463957,0.5683744917195105,0.10726270459487092
A0612,70.0,65.0,-5.0,0.9545553532263624,0.9413274710532504,-0.013227882173111993
A0613,70.0,78.0,8.0,0.56260879182168,0.6643736768609555,0.1017648850392755
A0614,66.0,74.0,8.0,0.505740666143608,0.6116025585436035,0.10586189239999544
A0615,67.0,65.0,-2.0,0.8712394228649878,0.8586581765309159,-0.012581246334071872
A0616,66.0,74.0,8.0,0.5396678463568616,0.643387030840622,0.10371918448376038
A0617,65.5,73.5,8.0,0.5484378136635361,0.6514571935317716,0.1030193798682355
A0618,65.5,65.0,-0.5,0.8823277976140026,0.8795014731884457,-0.0028263244255568587
A0619,70.0,65.0,-5.0,0.9553643550389743,0.9423577346062452,-0.013006620432729155
A0620,69.0,65.0,-4.0,0.9504800729682418,0.9392917838721077,-0.011188289096134119
A0621,70.0,78.0,8.0,0.5681990964704602,0.6694275517398656,0.10122845526940538
A0622,67.0,65.0,-2.0,0.8620197856927415,0.848694134019116,-0.013325651673625538
A0623,70.0,65.0,-5.0,0.9288859728643222,0.9088994175045609,-0.019986555359761238
A0624,69.0,65.0,-4.0,0.9371560629195267,0.9232006514037262,-0.013955411515800487
A0625,72.0,80.0,8.0,0.6056258337108118,0.7026715341338776,0.09704570042306582
A0626,70.0,78.0,8.0,0.5373345455324654,0.6412299540994344,0.103895408566969
A0627,70.0,78.0,8.0,0.5598910378343018,0.6619082598265785,0.1020172219922767
A0628,65.0,65.0,0.0,0.9060995913574007,0.9060995913574007,0.0
A0629,70.0,65.0,-5.0,0.9789120036629277,0.9725700500432399,-0.006341953619687812
A0630,65.0,65.0,0.0,0.9066611748679769,0.9066611748679769,0.0
A0631,66.0,65.0,-1.0,0.9266749322776103,0.922928205914412,-0.003746726363198283
A0632,68.5,65.0,-3.5,0.895496489563963,0.8764848755731044,-0.0190116139908586
A0633,67.5,65.0,-2.5,0.9615383229028371,0.9562344649596757,-0.005303857943161461
A0634,66.5,65.0,-1.5,0.9730074247704241,0.9708013824030288,-0.0022060423673953
A0635,70.0,78.0,8.0,0.6051219773399695,0.7022307035943265,0.09710872625435696
A0636,71.5,65.0,-6.5,0.9519550533410416,0.9331503563494764,-0.018804696991565173
A0637,70.0,78.0,8.0,0.47061393104072713,0.5777173695168054,0.10710343847607828
A0638,65.5,65.0,-0.5,0.92632690272663,0.9244669073850693,-0.0018599953415606718
A0639,65.5,65.0,-0.5,0.9004759505020594,0.8980351463627912,-0.002440804139268171
A0640,75.0,83.0,8.0,0.5625273286062055,0.6642998578796462,0.10177252927344071
A0641,70.0,78.0,8.0,0.4448595892023714,0.5522157928551744,0.10735620365280302
A0642,75.0,83.0,8.0,0.5891706882024299,0.6881807741911654,0.09901008598873551
A0643,68.0,76.0,8.0,0.455319130705229,0.5626412289983854,0.10732209829315642
A0644,75.0,83.0,8.0,0.5562228917734123,0.6585718814780293,0.10234898970461692
A0645,69.0,65.0,-4.0,0.9825309219223007,0.9784196301096912,-0.004111291812609497
A0646,67.5,65.0,-2.5,0.9455170198630252,0.9381459498511006,-0.0073710700119246075
A0647,69.5,65.0,-4.5,0.956144569774032,0.9447745560410692,-0.011370013732962758
