task_id,latitude,longitude,actual_completed,original_price,threshold_price,threshold_price_change,predicted_probability_original,threshold_probability,threshold_probability_change,target_unreachable_at_85,nearest_member_km,members_2km,tasks_2km,region,improved_price,improved_price_change,improved_probability,improved_probability_change
A0134,23.1240189591638,113.411547026554,0,65.0,85.0,20.0,0.3793585232328466,0.6423211127388049,0.2629625895059583,1,0.09624982201460877,26,6,0,70.0,5.0,0.44451922210947625,0.06516069887662967
A0135,23.1381658955335,113.372836112767,1,65.5,85.0,19.5,0.3889136647270611,0.6454047403130857,0.2564910755860246,1,0.5950939853441298,20,5,0,70.5,5.0,0.4545136770817698,0.06560001235470869
A0136,23.1996730122491,113.406846999602,0,68.5,85.0,16.5,0.5507384146661829,0.748904367128397,0.19816595246221413,1,0.42545996144169707,3,0,0,73.5,5.0,0.616113859342508,0.06537544467632506
A0137,23.1224808721127,113.361124926295,0,65.5,85.0,19.5,0.4731902293941825,0.719793884308281,0.24660365491409847,1,0.3884768721492323,12,3,0,70.5,5.0,0.540433791197886,0.06724356180370356
A0138,23.2001391478776,113.374908952731,0,65.5,85.0,19.5,0.4463585836433216,0.6974927522965622,0.25113416865324056,1,0.31656847312805847,6,0,0,70.5,5.0,0.5135058539482067,0.0671472703048851
A0139,23.1012502166771,113.548436650122,0,68.0,85.0,17.0,0.49224657926127313,0.7078675551865198,0.21562097592524665,1,1.0053521555174934,6,1,0,73.0,5.0,0.5593230085073626,0.06707642924608948
A0140,23.1248664643703,113.561445341886,0,69.0,85.0,16.0,0.5485330393213662,0.7421024684567628,0.19356942913539654,1,0.7521025296621612,4,1,0,74.0,5.0,0.6140044813404328,0.06547144201906663
A0141,23.1087118142391,113.492884574249,0,66.5,79.0,12.5,0.6060829322167278,0.7510937758182014,0.14501084360147354,0,0.6261557178759821,4,5,0,71.5,5.0,0.6682559621974169,0.062173029980689076
A0142,23.1243156395216,113.408115078202,0,65.0,85.0,20.0,0.38833146432850324,0.650989913188746,0.26265844886024275,1,0.15914841795753976,24,6,0,70.0,5.0,0.4539062175609971,0.06557475323249384
A0143,23.1675143840217,113.337954403182,0,66.0,80.5,14.5,0.5801984601805974,0.7511842816588786,0.17098582147828123,0,0.6375024635163339,7,5,0,71.0,5.0,0.6440576105481691,0.06385915036757173
A0144,23.1354420411307,113.390007969091,0,65.0,85.0,20.0,0.33596493804452554,0.5978215585801615,0.26185662053563596,1,0.1710396021696453,30,5,0,70.0,5.0,0.39845734299412094,0.062492404949595404
A0145,23.1368057684525,113.331549452559,0,65.0,85.0,20.0,0.4959342506398927,0.7429696894057611,0.24703543876586842,1,0.33146989459413784,22,8,0,70.0,5.0,0.5629560479827308,0.06702179734283809
A0146,23.1159303246968,113.42048908658,0,66.0,85.0,19.0,0.4413963501165255,0.6874750850243703,0.24607873490784477,1,0.2375285289818922,16,6,0,71.0,5.0,0.5084827320470056,0.06708638193048005
A0147,23.1618940670467,113.343334634253,0,66.0,84.0,18.0,0.5376140340488659,0.7541172485238545,0.21650321447498866,0,1.3027701009035404,10,4,0,71.0,5.0,0.6035244249645121,0.06591039091564621
A0148,23.1097973945641,113.453448444076,0,66.0,85.0,19.0,0.4621593070682689,0.7052002729580059,0.243040965889737,1,0.325786318288057,8,1,0,71.0,5.0,0.52941060789483,0.06725130082656106
A0149,23.1097580892894,113.453481189203,0,66.0,85.0,19.0,0.46210870399836745,0.7051579483893441,0.24304924439097664,1,0.32124104358024946,8,1,0,71.0,5.0,0.5293598887150341,0.06725118471666669
A0150,23.1909047341958,113.449201701942,1,73.0,78.0,5.0,0.7008769654085474,0.754157200490473,0.05328023508192559,0,1.3453339693156279,1,0,0,72.5,-0.5,0.6951979908250329,-0.005678974583514518
A0151,23.1087118142391,113.492884574249,1,66.5,79.0,12.5,0.6060829322167278,0.7510937758182014,0.14501084360147354,0,0.6261557178759821,4,5,0,71.5,5.0,0.6682559621974169,0.062173029980689076
A0152,23.0998282189715,113.484963504791,0,65.5,79.5,14.0,0.5890740467341055,0.752975667021941,0.1639016202878355,0,0.24992016604323633,4,5,0,70.5,5.0,0.652391955195666,0.06331790846156049
A0153,23.0797894313979,113.429744979892,1,70.5,66.5,-4.0,0.7910976022096391,0.7532477300895102,-0.03784987212012891,0,2.491443531236058,0,0,0,65.5,-5.0,0.7430960552916883,-0.04800154691795078
A0154,23.1181011943149,113.544217136668,1,67.0,84.0,17.0,0.5462033824414392,0.7505238634637696,0.20432048102233047,0,0.690758565286919,4,2,0,72.0,5.0,0.6117735584078553,0.06557017596641612
A0155,23.1087118142391,113.492884574249,1,66.5,79.0,12.5,0.6060829322167278,0.7510937758182014,0.14501084360147354,0,0.6261557178759821,4,5,0,71.5,5.0,0.6682559621974169,0.062173029980689076
A0156,23.1011247274453,113.487241158411,0,65.5,79.5,14.0,0.588140613559886,0.7522579635960032,0.16411735003611716,0,0.1638551906425933,4,5,0,70.5,5.0,0.6515172650417101,0.06337665148182414
A0157,23.1487229407005,113.515291376765,0,73.5,80.5,7.0,0.6735870366655204,0.7505705395026123,0.07698350283709188,0,0.9106242837626628,1,0,0,74.5,1.0,0.6853222591763961,0.011735222510875665
A0158,23.0479763966089,113.289293329367,0,69.0,85.0,16.0,0.5638868225343464,0.7538275720627771,0.18994074952843065,0,0.8836895553309139,5,1,0,74.0,5.0,0.6286390905958236,0.06475226806147716
A0159,23.1111406826233,113.278240859545,0,66.0,85.0,19.0,0.37603209886959127,0.6265428604520316,0.2505107615824403,1,0.27730279232382116,30,4,0,71.0,5.0,0.44102744439247177,0.0649953455228805
A0160,22.9345907957979,113.416799529649,0,70.0,65.0,-5.0,0.9576578967106328,0.9452813251292579,-0.012376571581374951,0,1.0386834280139714,3,5,1,65.0,-5.0,0.9452813251292579,-0.012376571581374951
A0161,23.3969086250469,113.347511423398,0,75.0,75.0,0.0,0.754635507958852,0.754635507958852,0.0,0,4.1080818720606915,0,0,4,70.0,-5.0,0.7014178929965192,-0.05321761496233279
A0162,23.0913807065672,113.531677147482,0,70.0,85.0,15.0,0.5564890287157306,0.737926331581664,0.1814373028659334,1,0.46546671057392935,3,0,0,75.0,5.0,0.62160261114203,0.06511358242629939
A0163,23.2156529919026,113.300569151175,0,66.0,84.0,18.0,0.5366622423923179,0.7534066999851557,0.2167444575928379,0,0.5544052834542494,11,7,0,71.0,5.0,0.6026080197471565,0.06594577735483864
A0164,22.9609932512206,113.442775215343,0,66.5,65.0,-1.5,0.9675319539143257,0.9648945590658814,-0.0026373948484442744,0,1.2747381864482141,1,4,1,65.0,-1.5,0.9648945590658814,-0.0026373948484442744
A0165,23.2128091257282,113.256333074606,0,65.5,78.5,13.0,0.6036912976785431,0.7542465475850315,0.1505552499064884,0,0.7066757989001616,8,9,0,70.5,5.0,0.6660338064100394,0.06234250873149627
A0166,23.2945140830139,113.331306286413,0,69.0,67.0,-2.0,0.7730226265689021,0.7535591526963472,-0.01946347387255487,0,1.3501814571812236,2,3,0,65.0,-4.0,0.7330031357488984,-0.04001949082000367
A0167,23.2374577140508,113.204265310992,0,70.0,74.0,4.0,0.7077694755991975,0.7502826643784055,0.042513188779208066,0,1.4613205357597985,1,0,0,70.0,0.0,0.7077694755991975,0.0
A0168,23.3718457592623,113.360399252647,0,74.5,85.0,10.5,0.6283678658452875,0.7485750063059593,0.12020714046067182,1,1.3047025518192572,1,0,4,77.5,3.0,0.6652725033714227,0.036904637526135264
A0169,23.3862789522872,113.410598974178,0,74.0,76.5,2.5,0.7285944773510937,0.7544000457860175,0.025805568434923765,0,2.2750433346141654,0,0,4,71.5,-2.5,0.7011515854790327,-0.02744289187206106
A0170,23.2577840626908,113.319993212109,0,65.5,85.0,19.5,0.48733495499357715,0.7310802945100653,0.24374533951648814,1,0.11452478348950554,6,2,0,70.5,5.0,0.5544729668540158,0.06713801186043866
A0171,23.0802913180246,113.204206100083,0,67.5,85.0,17.5,0.3598976843665047,0.5907824112565091,0.2308847268900044,1,0.9467158519265404,4,0,3,72.5,5.0,0.4239992920923697,0.06410160772586498
A0172,23.2128091257282,113.256333074606,0,65.5,78.5,13.0,0.6036912976785431,0.7542465475850315,0.1505552499064884,0,0.7066757989001616,8,9,0,70.5,5.0,0.6660338064100394,0.06234250873149627
A0173,23.2523133871887,113.264093640781,0,66.5,80.5,14.0,0.5875112226769804,0.7517735213146108,0.16426229863763042,0,0.06165923766212809,7,3,0,71.5,5.0,0.6509272419260532,0.06341601924907281
A0174,23.2617120579038,113.273631743806,0,65.5,81.0,15.5,0.5655556441152435,0.7500684468495327,0.18451280273428916,0,0.4693738074547953,6,2,0,70.5,5.0,0.6302226178010523,0.06466697368580876
A0175,23.1965714623088,113.248217962292,0,65.0,82.0,17.0,0.5487046329151206,0.7524094242547731,0.20370479133965247,0,0.7165586074853025,11,8,0,70.0,5.0,0.6141686939140293,0.06546406099890867
A0176,23.233763172406,113.223460705564,0,67.5,73.5,6.0,0.684773415294618,0.7500939995132226,0.06532058421860465,0,0.6416521546770535,4,3,0,69.5,2.0,0.7075612106237361,0.02278779532911812
A0177,22.604959707051,113.857589590804,0,66.0,85.0,19.0,0.34031133459456475,0.589507852651462,0.24919651805689724,1,0.2807952992013802,9,3,2,71.0,5.0,0.4031214038601199,0.06281006926555516
A0178,22.7503426275261,113.583522613719,1,70.0,65.0,-5.0,0.9754960870364047,0.968160252237406,-0.007335834798998686,0,0.5852964566338515,1,2,1,65.0,-5.0,0.968160252237406,-0.007335834798998686
A0179,23.112957963072,113.218596106348,1,67.0,81.5,14.5,0.5795971200632288,0.7507226375941429,0.1711255175309141,0,0.7447067482096124,5,1,0,72.0,5.0,0.6434915374926904,0.06389441742946156
A0180,23.1317590111482,113.27575799971,0,65.0,85.0,20.0,0.3546043370879838,0.6174795068122795,0.2628751697242957,1,0.36104283688082983,34,5,0,70.0,5.0,0.4183793708956393,0.06377503380765553
A0181,23.1404538960516,113.288511874539,1,65.5,85.0,19.5,0.4341988130192278,0.6869806764585866,0.2527818634393588,1,0.5455335233708986,27,10,0,70.5,5.0,0.5011727262753314,0.06697391325610358
A0182,23.1288238498394,113.422445466624,0,65.5,85.0,19.5,0.42174765618907595,0.6759405806970898,0.2541929245080139,1,0.3772960859417102,18,6,0,70.5,5.0,0.4884590393354843,0.06671138314640834
A0183,23.1381658955335,113.372836112767,1,65.5,85.0,19.5,0.3889136647270611,0.6454047403130857,0.2564910755860246,1,0.5950939853441298,20,5,0,70.5,5.0,0.4545136770817698,0.06560001235470869
A0184,23.135343036366,113.303714558036,0,65.0,85.0,20.0,0.43912431226825327,0.696990546084582,0.2578662338163287,1,0.3486954877524199,20,8,0,70.0,5.0,0.5061782857024014,0.06705397343414815
A0185,23.1441611874437,113.293760883836,1,65.5,85.0,19.5,0.4364681912443851,0.688962464212492,0.2524942729681069,1,0.1777032811515143,23,8,0,70.5,5.0,0.50348066043081,0.0670124691864249
A0186,23.1350887199493,113.308793343828,0,65.0,85.0,20.0,0.49432574084783687,0.7417389708943615,0.2474132300465246,1,0.5093225171326674,14,8,0,70.0,5.0,0.5613722515844576,0.06704651073662071
A0187,23.1291226806063,113.350269600398,0,65.5,85.0,19.5,0.49825169770452216,0.7395802868511814,0.24132858914665922,1,0.7926615758880904,18,6,0,70.5,5.0,0.5652354891287242,0.06698379142420208
A0188,23.1355991942272,113.350753117381,0,65.5,85.0,19.5,0.5025509405628664,0.7428787967807159,0.24032785621784947,1,0.8307404942045462,18,6,0,70.5,5.0,0.5694567364458893,0.06690579588302292
A0189,22.8914003692739,113.463408611086,1,69.5,65.0,-4.5,0.9795457038516386,0.974078216392834,-0.005467487458804654,0,2.608193671644073,0,2,1,65.0,-4.5,0.974078216392834,-0.005467487458804654
A0190,23.1324472006173,113.339825712796,1,65.5,84.0,18.5,0.5285373582664735,0.7523469601395238,0.22380960187305032,0,0.13925463617004208,17,9,0,70.5,5.0,0.5947663369247417,0.06622897865826816
A0191,23.1378221906984,113.391320724901,0,65.0,85.0,20.0,0.34982397089020745,0.6125186172445656,0.26269464635435813,1,0.19260852823688493,27,5,0,70.0,5.0,0.41328981297081313,0.06346584208060568
A0192,23.1370846778693,113.334185837298,0,65.0,84.5,19.5,0.5186106349709045,0.7549627959488487,0.2363521609779442,0,0.43429722139482513,22,10,0,70.0,5.0,0.5851395320797186,0.06652889710881404
A0193,23.1996540489449,113.347128721895,0,65.5,85.0,19.5,0.42380162520834563,0.6777814722774589,0.25397984706911325,1,0.3221343928472581,19,5,0,70.5,5.0,0.4905622774007773,0.06676065219243166
A0194,23.1628186802684,113.418328010558,1,66.0,66.5,0.5,0.749037735401631,0.7540684479934666,0.005030712591835629,0,1.5923658338891453,1,1,0,65.0,-1.0,0.7387729238820192,-0.010264811519611783
A0195,23.1621334712159,113.33624247722,0,65.5,81.5,16.0,0.5590156013835254,0.7501378369463683,0.1911222355628429,0,0.8475838355244629,8,5,0,70.5,5.0,0.6240088702545024,0.064993268870977
A0196,23.1745217883214,113.359043890192,0,66.5,85.0,18.5,0.5248258912731641,0.7495625410450959,0.22473664977193175,1,0.48798471601063703,4,1,0,71.5,5.0,0.5911729569777341,0.06634706570456994
A0197,23.1396300112367,113.373441000257,0,65.0,85.0,20.0,0.3816172894883315,0.6445196403014293,0.26290235081309776,1,0.5087943540875137,20,5,0,70.0,5.0,0.4468866067568993,0.06526931726856777
A0198,22.8292607570027,113.512806615216,1,75.0,65.0,-10.0,0.9834592686343051,0.9719792193011703,-0.011480049333134845,0,4.226999212331515,0,1,1,70.0,-5.0,0.9784547500426821,-0.005004518591622986
A0199,22.7740343384781,113.563484892444,1,74.5,65.0,-9.5,0.9819708070143846,0.9702767024753961,-0.011694104538988448,0,2.8709200507829125,0,1,1,69.5,-5.0,0.9765266924110544,-0.0054441146033301635
A0200,22.7609687421639,113.567051785148,1,75.0,65.0,-10.0,0.9837468194471634,0.9724607554167476,-0.011286064030415766,0,1.5077739378164623,1,3,1,70.0,-5.0,0.9788274284384827,-0.0049193910086806625
A0201,23.06873265818,113.259724537227,1,67.0,79.5,12.5,0.6084635627422167,0.7529552522729828,0.14449168953076608,0,0.16429416863356264,4,2,0,72.0,5.0,0.670465146538507,0.06200158379629028
A0202,23.3804385369808,113.214808316726,1,70.0,82.0,12.0,0.6172489962898585,0.7548266478721903,0.13757765158233182,0,0.34533655750880277,10,8,4,75.0,5.0,0.678594240531673,0.061345244241814534
A0203,23.0683224425615,113.259826043953,0,67.0,79.5,12.5,0.6083000876390459,0.7528275987768981,0.14452751113785223,0,0.14897490676204603,4,2,0,72.0,5.0,0.6703135319826581,0.06201344434361222
A0204,22.8066172363972,113.553841124661,1,66.5,65.0,-1.5,0.9803244647321775,0.978703338742931,-0.0016211259892464636,0,1.595161945207894,1,4,1,65.0,-1.5,0.978703338742931,-0.0016211259892464636
A0205,22.8080831187483,113.554093517069,1,66.5,65.0,-1.5,0.9804099959152424,0.9787957646661224,-0.0016142312491199684,0,1.6943775720289374,1,4,1,65.0,-1.5,0.9787957646661224,-0.0016142312491199684
A0206,22.807546702812,113.552166166666,1,70.0,65.0,-5.0,0.9835788062693257,0.9786096680234402,-0.004969138245885518,0,1.4950389189354638,1,4,1,65.0,-5.0,0.9786096680234402,-0.004969138245885518
A0207,22.7515565254918,113.582300593937,1,70.0,65.0,-5.0,0.9778088302244182,0.9711448902254749,-0.0066639399989433246,0,0.43544133929409384,1,3,1,65.0,-5.0,0.9711448902254749,-0.0066639399989433246
A0208,22.7372249570996,113.493320018744,1,75.0,65.0,-10.0,0.9822665312996938,0.9699839315812251,-0.012282599718468679,0,8.466893372423362,0,0,1,70.0,-5.0,0.9769096141567958,-0.005356917142897988
A0209,22.7514939634161,113.583011167968,1,70.0,65.0,-5.0,0.9778796120640827,0.971236302369696,-0.006643309694386645,0,0.5083855446835552,1,3,1,65.0,-5.0,0.971236302369696,-0.006643309694386645
A0210,23.1087118142391,113.492884574249,1,67.0,79.0,12.0,0.6124967840616828,0.7510937758182014,0.13859699175651852,0,0.6261557178759821,4,5,0,72.0,5.0,0.6742016658640017,0.06170488180231881
A0211,23.1438110113331,113.225977000331,0,66.0,75.0,9.0,0.654229179103142,0.754481339796267,0.10025216069312493,0,0.30867525446243543,7,6,0,70.5,4.5,0.7068573569927598,0.05262817788961771
A0212,23.452313317277,113.18650320598,0,70.0,72.5,2.5,0.7276974450354555,0.7535594555070758,0.02586201047162029,0,1.046431041985533,2,3,4,68.5,-1.5,0.7113895341261441,-0.016307910909311385
A0213,23.3387320144502,113.28750899998,1,68.0,85.0,17.0,0.4584974796047211,0.6791074373691139,0.22060995776439285,1,0.9056923756083298,6,1,4,73.0,5.0,0.5257367887885452,0.06723930918382415
A0214,23.4663327934283,113.159491967779,0,70.0,72.0,2.0,0.731859457249962,0.7524737917815912,0.020614334531629197,0,0.4598955287928258,4,7,4,68.5,-1.5,0.7157034246152918,-0.016156032634670248
A0215,23.1421736666503,113.225830285482,0,66.0,74.5,8.5,0.6559773337778253,0.7509062801974542,0.0949289464196289,0,0.4814208517132224,7,6,0,70.0,4.0,0.7028619403854467,0.04688460660762139
A0216,23.374775772357,113.178884764987,1,70.5,78.5,8.0,0.6660807590212887,0.7542856736202935,0.08820491459900481,0,1.876034006426717,1,0,4,72.5,2.0,0.6896073377282055,0.023526578706916768
A0217,23.4707976950687,113.162317292602,0,70.0,72.0,2.0,0.7296003253161628,0.750329089250498,0.020728763934335204,0,0.20355113956729776,4,7,4,68.5,-1.5,0.713361486696216,-0.016238838619946794
A0218,23.1369726166487,113.251180512779,1,66.0,85.0,19.0,0.36386535054066904,0.6142498736104652,0.2503845230697962,1,0.10237620759408578,24,2,0,71.0,5.0,0.42820090094213187,0.06433555040146283
A0219,23.4567319436188,113.281831122566,1,70.5,82.0,11.5,0.6214789789487072,0.753157170525226,0.13167819157651883,0,0.19983670469331197,2,1,4,75.0,4.5,0.6766280513426379,0.05514907239393074
A0220,23.3928644657187,113.216877071196,1,65.0,81.5,16.5,0.5555901493817009,0.7525774742866059,0.196987324904905,0,0.31490855499483394,12,10,4,70.0,5.0,0.6207457619626842,0.06515561258098324
A0221,23.4594832741594,113.190665542288,0,70.0,74.0,4.0,0.7106917099674073,0.7529281808025421,0.04223647083513482,0,0.34896661095368936,3,4,4,69.5,-0.5,0.7051206749804516,-0.005571034986955659
A0222,22.7102301705629,113.552891213297,1,75.0,65.0,-10.0,0.9796140814056744,0.9655587511051764,-0.014055330300497992,0,5.294383389887917,0,0,1,70.0,-5.0,0.9734775483502496,-0.006136533055424831
A0223,23.466897437603,113.156847690528,0,70.0,72.0,2.0,0.731144500859188,0.7517951594217095,0.020650658562521462,0,0.3786221264808713,4,7,4,68.5,-1.5,0.7149621680709166,-0.016182332788271414
A0224,23.3948402819022,113.221447149273,0,70.0,82.5,12.5,0.6052672537107124,0.7504547369094098,0.14518748319869734,0,0.31784345977167966,13,9,4,75.0,5.0,0.66749839633777,0.062231142627057534
A0225,23.3388714432594,113.111064901651,1,75.0,74.5,-0.5,0.7562747181697101,0.7512742502705579,-0.005000467899152206,0,4.306186195962648,0,0,4,70.0,-5.0,0.7032728377391173,-0.05300188043059284
A0226,23.4739306979279,113.228661761516,0,75.0,83.0,8.0,0.6667868128986423,0.7548738590479243,0.08808704614928198,0,1.015818294692571,2,0,4,76.0,1.0,0.6786498817457445,0.011863068847102198
A0227,23.415362495971,113.255981176897,1,70.0,71.5,1.5,0.7356227717028505,0.7510405876597596,0.015417815956909053,0,2.0660366427466266,0,1,4,68.0,-2.0,0.7141381975712624,-0.021484574131588108
A0228,23.3962014611059,113.214823185478,1,65.5,81.0,15.5,0.5685868701825403,0.752375955494608,0.18378908531206772,0,0.057743922700101605,10,9,4,70.5,5.0,0.6330953610700781,0.06450849088753785
A0229,23.4049935441326,113.218564358435,1,70.0,81.0,11.0,0.6267007901438842,0.7522852090560002,0.1255844189121159,0,0.7325108467406642,10,8,4,74.5,4.5,0.6814789894583648,0.05477819931448058
A0230,23.0756222678072,113.288290696452,1,66.0,85.0,19.0,0.4483559853084443,0.6934977602341491,0.24514177492570483,1,0.03180733989600689,9,1,0,71.0,5.0,0.5155239429895944,0.06716795768115008
A0231,23.3724341706871,113.207607097319,1,70.0,82.0,12.0,0.6149130257100552,0.752994323724461,0.13808129801440572,0,0.3575598674061658,5,3,4,75.0,5.0,0.676436406855708,0.06152338114565281
A0232,23.425831172849,113.208056767498,1,70.0,68.5,-1.5,0.7658656825189857,0.7510616576009352,-0.01480402491805044,0,2.272474932141197,0,2,4,66.0,-4.0,0.7250331694937544,-0.040832513025231276
A0233,23.3984107824574,113.25153069652,1,70.0,77.0,7.0,0.6772878798222239,0.7537176821561624,0.07642980233393848,0,0.408384325145722,2,2,4,71.5,1.5,0.6946957369931998,0.017407857170975816
A0234,23.3895943664696,113.209449233563,1,70.0,80.5,10.5,0.6347951043442944,0.7537380580793394,0.11894295373504493,0,0.17651201672267475,10,10,4,74.0,4.0,0.6831722211417771,0.04837711679748269
A0235,23.4038021496939,113.209090840207,1,70.0,77.5,7.5,0.6718617997868761,0.7541305000077323,0.0822687002208562,0,0.4208935006649896,7,8,4,72.0,2.0,0.6951674751919078,0.0233056754050317
A0236,23.3950883145195,113.209232887461,1,70.0,79.0,9.0,0.6543265763344065,0.754561091987292,0.10023451565288555,0,0.6400644405043746,8,9,4,73.0,3.0,0.6899254508800179,0.03559887454561139
A0237,23.0969280105105,113.239735000161,1,66.0,85.0,19.0,0.40366916814094117,0.6533140020607786,0.24964483391983744,1,0.3909064043984828,11,0,0,71.0,5.0,0.469844442520856,0.06617527437991483
A0238,23.4084128090178,113.212755376026,1,70.0,75.5,5.5,0.6934506112756973,0.752627552523911,0.05917694124821371,0,0.7590638758893341,5,8,4,70.5,0.5,0.6991480533686005,0.005697442092903238
A0239,23.0918714635254,113.337875769111,1,65.0,85.0,20.0,0.49505600067305866,0.7422981996791472,0.24724219900608857,1,0.09820160218797815,19,8,0,70.0,5.0,0.5620914609318132,0.06703546025875451
A0240,23.3948402819022,113.221447149273,0,70.0,82.5,12.5,0.6052672537107124,0.7504547369094098,0.14518748319869734,0,0.31784345977167966,13,9,4,75.0,5.0,0.66749839633777,0.062231142627057534
A0241,23.0953786446699,113.340585953241,0,65.5,85.0,19.5,0.5049864740846183,0.7447353423245509,0.23974886823993258,1,0.38353921428959903,19,8,0,70.5,5.0,0.571843777838543,0.06685730375392474
A0242,23.4064905563046,113.169637572138,1,71.5,78.5,7.0,0.6773285587986994,0.7537522297014675,0.07642367090276814,0,1.8118199245718363,1,0,4,73.0,1.5,0.6947352106655373,0.017406651866837985
A0243,23.1002261378906,113.272654115225,0,65.5,85.0,19.5,0.3957283847903399,0.6519191476083516,0.2561907628180117,1,0.4585639881259094,28,4,0,70.5,5.0,0.4616095677169499,0.06588118292661
A0244,23.1140539351209,113.268162269676,0,66.0,85.0,19.0,0.3639424186607445,0.6143287596151239,0.2503863409543794,1,0.3559450870937788,41,5,0,71.0,5.0,0.42828242142676776,0.06434000276602325
A0245,23.4260402551923,113.205743562539,1,70.0,71.5,1.5,0.736163148299151,0.7515600937882279,0.015396945489076885,0,2.1281131549189767,0,1,4,68.0,-2.0,0.7147054568896586,-0.021457691409492385
A0246,23.0914437936008,113.361995204673,0,66.5,83.0,16.5,0.5562879424340529,0.7531034154596601,0.1968154730256072,0,0.49777005494039156,7,3,0,71.5,5.0,0.621410962621597,0.06512302018754412
A0247,23.0725067756973,113.323263141182,1,66.0,78.5,12.5,0.6055964621844436,0.7507127297358032,0.14511626755135953,0,0.8464932471969538,7,4,0,71.0,5.0,0.6678041892416591,0.062207727057215445
A0248,23.0987470300923,113.314500058647,0,65.0,85.0,20.0,0.41564736553806386,0.6763520080639582,0.26070464252589437,1,0.31201825046069354,20,4,0,70.0,5.0,0.48219846278807676,0.0665510972500129
A0249,23.0922354401604,113.361821053777,0,66.5,83.0,16.5,0.5555690218526292,0.7525615408937033,0.19699251904107407,0,0.43275193039167525,7,3,0,71.5,5.0,0.6207256174335194,0.06515659558089015
A0250,23.0922576316007,113.309217218266,1,65.5,85.0,19.5,0.4684731919639984,0.7159594895953152,0.2474862976313168,1,0.2798583087221105,14,4,0,70.5,5.0,0.5357281016292966,0.06725490966529823
A0251,23.0781382751711,113.356352889423,0,66.5,76.0,9.5,0.6442949448608289,0.7513777599505821,0.10708281508975315,0,1.4724953266390013,6,5,0,71.0,4.5,0.6977365803011601,0.0534416354403312
A0252,23.0720749507871,113.357390647834,0,67.0,76.5,9.5,0.6437588074057241,0.7509406320707888,0.10718182466506465,0,1.2891742798805,2,1,0,71.5,4.5,0.6972431420982352,0.053484334692511126
A0253,23.0868626906769,113.332467287231,1,65.0,84.5,19.5,0.5158051630776811,0.7528783981286395,0.23707323505095845,0,0.18634601063139833,17,9,0,70.0,5.0,0.5824095844751812,0.06660442139750011
A0254,23.0934910827144,113.279266420157,1,65.5,85.0,19.5,0.42012592302520196,0.6744815070529379,0.2543555840277359,1,0.12310393032233925,22,4,0,70.5,5.0,0.48679673480753494,0.06667081178233297
A0255,23.0888786540514,113.328379781568,1,65.0,84.5,19.5,0.5121125160142763,0.7501178680892783,0.23800535207500195,0,0.18002820761738178,20,11,0,70.0,5.0,0.5788101117413301,0.0666975957270538
A0256,23.0869086308023,113.343204462598,1,65.5,83.0,17.5,0.5426129305159215,0.7528508684741515,0.21023793795822998,0,0.18959029370231634,15,10,0,70.5,5.0,0.6083298847684542,0.06571695425253266
A0257,23.0876292287885,113.333841266126,1,65.0,84.0,19.0,0.524855970974639,0.7546085161250334,0.22975254515039445,0,0.31006519513708825,16,9,0,70.0,5.0,0.5912021081618541,0.06634613718721516
A0258,23.0688473269984,113.322619933776,1,66.5,80.5,14.0,0.5884810421954295,0.7525198194485803,0.16403877725315075,0,0.787806248898758,4,1,0,71.5,5.0,0.6518363192378414,0.06335527704241184
A0259,23.0140365266132,113.399594747459,1,68.0,70.5,2.5,0.7244770202941252,0.7505400402204293,0.02606301992630411,0,0.7082221147844053,1,2,0,67.5,-0.5,0.7190665072821857,-0.005410513011939511
A0260,23.0830827872767,113.339986287601,1,65.5,83.0,17.5,0.5449437347094614,0.7545948551910208,0.20965112048155932,0,0.06431556781031961,12,8,0,70.5,5.0,0.6105661504731463,0.06562241576368488
A0261,23.0479763966089,113.289293329367,0,69.0,85.0,16.0,0.5638868225343464,0.7538275720627771,0.18994074952843065,0,0.8836895553309139,5,1,0,74.0,5.0,0.6286390905958236,0.06475226806147716
A0262,23.0923158175952,113.333797010249,1,65.0,85.0,20.0,0.49466032604862736,0.7419952946334851,0.24733496858485776,1,0.0628613675015127,19,8,0,70.0,5.0,0.5617018087250994,0.06704148267647209
A0263,22.941040742845,113.364357668065,1,65.0,85.0,20.0,0.4100795414037215,0.6713038325830669,0.2612242911793454,1,0.3620894436984179,9,8,3,70.0,5.0,0.4764660468716022,0.06638650546788072
A0264,23.0960712672027,113.321480990538,1,65.5,85.0,19.5,0.4963800997466278,0.738135770715815,0.24175567096918726,1,0.532250339155661,22,9,0,70.5,5.0,0.5633948052300678,0.06701470548344002
A0265,23.0191955713843,113.325271269013,1,65.5,85.0,19.5,0.48539479172247485,0.7295506604631452,0.24415586874067036,1,0.5952835343330496,18,6,0,70.5,5.0,0.5525536002524926,0.06715880853001771
A0266,22.814592396584,113.419107833613,0,75.0,65.0,-10.0,0.9834087819580556,0.9718946938628104,-0.011514088095245234,0,4.157809715476716,0,1,1,70.0,-5.0,0.9783893239127939,-0.0050194580452617155
A0267,22.9663956802127,113.418650592067,1,67.0,65.0,-2.0,0.9486544081787986,0.9431437749349406,-0.005510633243858032,0,1.2747183292976345,3,5,1,65.0,-2.0,0.9431437749349406,-0.005510633243858032
