scenario,run,before_edge_overload_rows,after_edge_overload_rows,before_edge_overload_total_amount,after_edge_overload_total_amount,before_edge_load_rate_std,after_edge_load_rate_std,before_edge_load_rate_cv,after_edge_load_rate_cv,new_site_max_load,new_site_capacity,new_site_max_load_rate
random_10pct,163,17,10,60481.13827360974,22647.182053040677,0.12936527556996585,0.12008771567820951,1.060702118944012,1.0254775206048836,434527.7646798847,800000,0.5431597058498558
random_10pct,164,19,12,43416.96008786354,18377.19564360343,0.12973830153090946,0.1202448026619959,1.062979618972091,1.026347857121916,437307.2516617919,800000,0.5466340645772398
random_10pct,165,18,12,67877.48365693638,37233.75836405851,0.13073806853783204,0.12141913298313135,1.0715995465534687,1.0369293432885096,423244.8083115754,800000,0.5290560103894693
random_10pct,166,16,11,58845.86576568142,32240.707380015774,0.12976150554484484,0.12048581951976635,1.063557003941353,1.0284138115460777,437763.4745620964,800000,0.5472043432026205
random_10pct,167,18,12,48309.92941262665,27700.881212649714,0.12962472682029633,0.12032711684211396,1.0618791701444168,1.0268015671165904,432557.6482614022,800000,0.5406970603267528
random_10pct,168,19,12,65092.651484831775,27323.478244503087,0.1307979475572423,0.12128694118225536,1.0689143797249896,1.0323892549401206,432021.4028452563,800000,0.5400267535565704
random_10pct,169,16,9,52816.75449942847,28447.00017699291,0.1304181625200234,0.12118388902362509,1.0665309157101164,1.0321931454507094,434242.79864189,800000,0.5428034983023625
random_10pct,170,17,8,60460.608745599944,21744.909864493275,0.12940782912528662,0.12003982684997164,1.0613213719727288,1.0254185193862633,428655.83693670493,800000,0.5358197961708812
random_10pct,171,19,10,56335.79816453074,14858.287979391282,0.1303122311479984,0.12081249929820366,1.0649496724319687,1.028397687413897,447141.5897737354,800000,0.5589269872171693
random_10pct,172,15,8,43610.34836792858,20093.649201264237,0.12898082058403315,0.11979242152533388,1.0592863639642502,1.0247832009756332,441045.24049766536,800000,0.5513065506220817
random_10pct,173,17,9,58374.54404775995,27539.5412303294,0.129469710935029,0.12010993345015865,1.0611239720830992,1.0252329087462706,456834.17638692824,800000,0.5710427204836603
random_10pct,174,16,10,39570.39009669238,19015.576395872627,0.1299107122873643,0.12071838227847052,1.0658761613439205,1.0318703395566509,417304.9284124891,800000,0.5216311605156114
random_10pct,175,18,6,66994.5528719202,33450.85339189048,0.12961805988662667,0.12029530115961742,1.062924200814655,1.0275042645002266,419012.89797822933,800000,0.5237661224727866
random_10pct,176,15,10,45664.19085049898,19668.021440790682,0.13020715196965435,0.12103694054026452,1.06422851997621,1.0304290389915667,406569.916800256,800000,0.50821239600032
random_10pct,177,17,9,57918.65036541301,35570.59255664755,0.13022612989085558,0.1209883898878247,1.0645363682289413,1.0299179727618144,439785.89642937,800000,0.5497323705367125
random_10pct,178,16,9,44616.68869621813,23244.924815107945,0.13002927383822838,0.12081872036852731,1.0649583777794878,1.0307204692592713,406110.429804365,800000,0.5076380372554562
random_10pct,179,17,10,64084.34899542678,28739.37828856171,0.1295454782781366,0.12025185919756397,1.0625150498540283,1.0274727639444885,425091.6608865899,800000,0.5313645761082374
random_10pct,180,14,10,52744.28125284469,33487.9835979593,0.1295046627628832,0.12034560907037775,1.0598458186555342,1.0257956762946179,426360.53782852483,800000,0.5329506722856561
random_10pct,181,15,8,42206.143947934135,22172.313667072318,0.128972918743232,0.11987774670224396,1.0587599820365845,1.0248667356768317,435153.2061037969,800000,0.5439415076297461
random_10pct,182,14,8,45386.20082009933,11076.088813483839,0.1293347217439614,0.1200223947553022,1.0608045118052825,1.0253248929297913,416553.5108778557,800000,0.5206918885973196
random_10pct,183,17,9,52907.72612533343,24400.264980096792,0.1301032001488786,0.12072066613766962,1.065732913903935,1.0299212650134033,436271.8526752078,800000,0.5453398158440097
random_10pct,184,20,11,48119.33320375973,16297.371760815497,0.13027166017442599,0.12086069269333123,1.0661742736419515,1.0303438159616662,440704.1644611223,800000,0.5508802055764028
random_10pct,185,13,6,47470.56703437107,14385.680623755305,0.12887870227594964,0.11965626656786697,1.0584307028501125,1.0237653129268764,431564.55262320075,800000,0.5394556907790009
random_10pct,186,16,12,67725.18120317129,30670.743518287327,0.13025906762795963,0.12090969944101272,1.0668090495113058,1.0314944346996622,440273.1823368016,800000,0.550341477921002
random_10pct,187,17,7,50821.48296946724,28176.95113355465,0.12952828624003784,0.12023946487048066,1.062774450355424,1.0275874514844825,455563.50781507714,800000,0.5694543847688465
random_10pct,188,15,11,64444.111233376396,36427.49821889471,0.13032905627114974,0.12117546123564038,1.0675136816348734,1.0337816553137669,404664.33508022624,800000,0.5058304188502828
random_10pct,189,17,10,48315.43704152417,22812.26299103334,0.12929745282376232,0.12000767098741148,1.0604377528844828,1.0252923074276012,426957.2369273689,800000,0.5336965461592111
random_10pct,190,17,9,44511.15134030315,17606.595393200296,0.1294907864121031,0.12028602599656167,1.0616179211048273,1.0271600663384088,433512.4770660221,800000,0.5418905963325277
random_10pct,191,10,6,38229.311280547285,15918.50096930757,0.12937958788431694,0.12006826038185565,1.0613870826171956,1.0258218826472933,429863.27156937885,800000,0.5373290894617235
random_10pct,192,13,8,44931.81120783667,28420.6138908295,0.12881051621688766,0.11973575274440099,1.0570060242847579,1.0233389784285878,419740.0522806014,800000,0.5246750653507517
random_10pct,193,16,8,49334.95045304709,21242.124250412504,0.12875932175601795,0.119678596230053,1.055251367227025,1.021642590641737,417910.89460421656,800000,0.5223886182552707
random_10pct,194,18,7,49763.98219798143,21603.83103584691,0.12938116242122913,0.12002075841701161,1.0590930812928117,1.0234592352987761,420336.3280673189,800000,0.5254204100841486
random_10pct,195,13,11,57426.91662832229,23538.67949867898,0.12936086029097213,0.12022745964429997,1.0608468543187866,1.0268618008652397,433051.41323305346,800000,0.5413142665413169
random_10pct,196,17,10,62465.23693702722,38611.73380116973,0.12994448547968976,0.12074457592212068,1.0659247844324342,1.0318211278261533,416952.36483997747,800000,0.5211904560499718
random_10pct,197,15,7,58416.01954995034,25011.794210951288,0.12941555958849843,0.12012608026125546,1.0636441381294486,1.0283672599400777,437928.3090881902,800000,0.5474103863602378
random_10pct,198,14,11,39898.8116579085,21735.86452128424,0.12961751305653849,0.12064421947429305,1.0621418037033337,1.0296274990705192,411681.79308159644,800000,0.5146022413519955
random_10pct,199,16,11,61542.90539129235,25772.684009160475,0.13002325168422754,0.12060467968197339,1.0661497754994014,1.0303038175857688,436027.5571111063,800000,0.5450344463888829
random_15pct,0,21,11,67084.08952043143,29694.230494044597,0.12975155210682576,0.12031773898200855,1.0669363972130306,1.0308294825334317,413693.84736274014,800000,0.5171173092034251
random_15pct,1,17,10,68961.41277237407,20617.813726849334,0.13088489554232877,0.12146269335794099,1.0728679807180712,1.0370996260434866,471178.02829279884,800000,0.5889725353659986
random_15pct,2,16,8,98197.76691549853,47488.305903188186,0.13219517849542867,0.12269117313309856,1.0818369866320643,1.0455620758094821,431223.9487218745,800000,0.5390299359023432
random_15pct,3,16,11,45601.334052283935,10902.714294529187,0.13087146284259923,0.12139206032508226,1.0699780254796647,1.0339091604013786,430331.1520710269,800000,0.5379139400887837
random_15pct,4,19,13,69978.6747893359,35455.32069543775,0.13078485881898588,0.12144414774842324,1.0729441845049261,1.0378405349429818,458512.04198602645,800000,0.5731400524825331
random_15pct,5,12,8,67971.95057179409,32239.97218779738,0.1314034825858001,0.1217715585150042,1.0764385999679273,1.0392811680804674,466324.44581556716,800000,0.5829055572694589
random_15pct,6,18,12,98191.89356758217,31886.55780180158,0.13108953200182974,0.12140312198983477,1.0759152841141209,1.03800609625047,466721.22486535984,800000,0.5834015310816998
random_15pct,7,22,12,81203.5880496853,28574.707163728264,0.13111116644492177,0.12153813002362436,1.0737002623540632,1.0365542354157704,447737.54107671895,800000,0.5596719263458987
random_15pct,8,16,10,60411.634381384545,23038.854995288173,0.13121767215403538,0.12163693903407904,1.0741175476135518,1.036782550284296,447763.5672324396,800000,0.5597044590405494
random_15pct,9,19,13,75418.6127387311,35560.124654564854,0.13193822555488896,0.12257881714801436,1.082120298234449,1.0469254416541525,456630.92548452417,800000,0.5707886568556552
random_15pct,10,17,11,67381.88786930733,37199.733958754565,0.13181698559994443,0.12250950828746965,1.0766932151489375,1.0424601991452702,444558.962004117,800000,0.5556987025051463
random_15pct,11,20,9,71743.12984390155,27040.172204004113,0.13096526569808356,0.12158376320847743,1.0738516944647858,1.0381455808288373,433987.44664013863,800000,0.5424843083001732
random_15pct,12,18,13,90360.19574503004,51228.662352869746,0.13211278571254817,0.12280827312591491,1.0811303276701025,1.0466649967587955,442577.1055207035,800000,0.5532213819008793
random_15pct,13,18,11,56932.759925554725,32438.997271466007,0.1298171913765785,0.12057491883729336,1.0666109112106752,1.0318709344111485,469976.615452969,800000,0.5874707693162112
random_15pct,14,19,8,85796.8712226434,34876.47419648635,0.13185610747844448,0.12236779560617901,1.0773711954220195,1.0410822468525964,439243.26667563606,800000,0.5490540833445451
random_15pct,15,13,7,45634.57131108454,18974.552461012507,0.13060984149476074,0.12115106850308568,1.0730691421132692,1.036945361594273,425901.89291307336,800000,0.5323773661413417
random_15pct,16,15,10,71851.59294265379,35191.29684921823,0.131079503519732,0.12163148615656107,1.0737304744811131,1.037895512478978,444436.6463674014,800000,0.5555458079592518
random_15pct,17,15,10,52883.57600690869,20153.513402017074,0.1296685291336712,0.12036607118560015,1.065443447695368,1.03010625430472,428209.1418602919,800000,0.5352614273253649
random_15pct,18,20,15,97188.04063218684,49613.58524005902,0.13199576437793537,0.12276826009812393,1.0761823735735991,1.0426355124849649,426202.35520169965,800000,0.5327529440021246
random_15pct,19,17,10,43869.03545784447,11621.441656846473,0.13077828501487151,0.12159076651451285,1.0701457267703842,1.036622904978459,434671.5627406578,800000,0.5433394534258222
random_15pct,20,21,14,62789.242985853256,30823.268320847263,0.13204018195313325,0.12241446864962774,1.07887163479337,1.0420481947400015,434382.6349091311,800000,0.5429782936364139
random_15pct,21,17,9,45274.5220385789,17337.249242781767,0.13104117869340814,0.12165402219749379,1.0725292281456262,1.0371901576691176,425629.6818553883,800000,0.5320371023192354
random_15pct,22,14,11,43397.057075736106,31618.68632651901,0.1303294020160331,0.12118260043415599,1.072149372775272,1.0385108586173528,423203.2163565973,800000,0.5290040204457467
random_15pct,23,17,10,53095.03798683517,18711.497342796418,0.12994052018873012,0.12086742916712831,1.0651844913625599,1.032066636127724,418538.4576768113,800000,0.5231730720960142
random_15pct,24,14,7,62814.5602221001,26280.007198159583,0.13061339761923196,0.12111188513495866,1.068528842007315,1.0320578770270712,452088.6910826937,800000,0.5651108638533672
random_15pct,25,15,8,39270.85026104632,10907.55279815149,0.12896260538428858,0.11987429978839288,1.0610177344417906,1.0270466394879665,415624.0695506798,800000,0.5195300869383498
random_15pct,26,19,13,70585.21786348184,40380.028660502816,0.13113828692197824,0.12179032382901801,1.0742288747032276,1.0390413637774045,411624.94306047674,800000,0.514531178825596
random_15pct,27,18,13,78818.98515933893,28867.581512145276,0.13070897060973502,0.1209882799171118,1.072448752533925,1.0339546066762495,468268.05860833405,800000,0.5853350732604176
random_15pct,28,17,10,72679.73285701021,39773.28369290908,0.1309789300668602,0.12179204366212976,1.07303886715597,1.0395135385859589,419348.242880716,800000,0.524185303600895
random_15pct,29,14,9,48844.43214596783,11114.128100840851,0.13037135648135337,0.12096602388168182,1.0676407844392364,1.0313754404304087,471136.9192269915,800000,0.5889211490337394
random_15pct,30,15,10,49754.132740796864,26026.915049223637,0.13049831467204126,0.12145513039793439,1.0689654903868087,1.036014371103661,426318.89712290384,800000,0.5328986214036298
random_15pct,31,17,12,43400.829234264966,30640.724058002907,0.1308622485386039,0.12181647267565737,1.071661566536019,1.038497274525912,421702.134357571,800000,0.5271276679469638
random_15pct,32,21,14,59926.84193567451,27200.520956494416,0.13285837173824763,0.12334095491808654,1.0806389389450055,1.0445563307903998,440357.4267056236,800000,0.5504467833820296
random_15pct,33,17,12,72342.05288959284,26591.14567164376,0.13094989276452865,0.12172395391110503,1.0737303408400862,1.0399363983181646,426659.5291446509,800000,0.5333244114308137
random_15pct,34,17,12,77718.19770277212,37501.80229109939,0.13100661379185505,0.12150413385161594,1.0752554107027148,1.038586053865778,434197.43793553987,800000,0.5427467974194249
random_15pct,35,15,8,43514.474199244105,18708.09216528401,0.13094748975211737,0.12165260057838075,1.0707063797815177,1.0360253231872523,432113.7178460128,800000,0.540142147307516
random_15pct,36,21,16,100410.67610696073,39381.98036798178,0.1323770926467651,0.12282314228323403,1.0823452442440664,1.0459459503912818,414538.94574611395,800000,0.5181736821826425
random_15pct,37,19,12,70151.77784127148,38293.26389937232,0.13202567257480244,0.12240462233309173,1.0795480724111262,1.0424329242105097,434036.97065999004,800000,0.5425462133249875
random_15pct,38,16,9,72141.59848054554,35404.4846341014,0.13234547945526667,0.12308003489989433,1.079551214109157,1.045618576996775,444949.7085573595,800000,0.5561871356966994
random_15pct,39,18,13,82198.28103910557,37434.2974922765,0.13175659530682488,0.12249878487844294,1.0787359578051459,1.0447569419521188,416053.18780452776,800000,0.5200664847556596
random_15pct,40,18,11,60300.447005369,20455.297442601714,0.13021609063748193,0.12055849449525746,1.0665192316562186,1.0284486169482807,427461.3264975224,800000,0.534326658121903
random_15pct,41,14,7,43620.39263967174,18590.76286367257,0.12978081807175137,0.12052593277866429,1.0638793324709266,1.02886244451198,480077.35763210163,800000,0.600096697040127
random_15pct,42,16,11,86518.28991274003,27467.255684542935,0.13205814427679569,0.12226592421647038,1.0775552383362663,1.0392557990117264,423930.76873059967,800000,0.5299134609132495
random_15pct,43,14,8,66697.30512785591,32391.340974920753,0.1303013210245996,0.12088934133697672,1.0689997225806749,1.0330717964096174,444808.821075666,800000,0.5560110263445825
random_15pct,44,16,7,47290.04635561526,19150.432388531866,0.13049102877639487,0.12130382073360522,1.0726109595877897,1.0382670735466424,413404.33631518617,800000,0.5167554203939827
random_15pct,45,18,11,64398.356451782965,29612.45028067452,0.13077958932363892,0.12136862098309503,1.0694655576383525,1.0339121596657739,417636.4095877608,800000,0.5220455119847011
random_15pct,46,20,15,83562.06936415646,41240.36645323486,0.1321625751283228,0.12297451295719217,1.081145212678043,1.047914400961509,411082.0556003791,800000,0.5138525695004739
random_15pct,47,14,10,41579.36107539933,30656.58325700504,0.13007514221878663,0.12105314310534437,1.0676212420809212,1.0348933767284405,418717.163020303,800000,0.5233964537753788
random_15pct,48,23,13,96579.59473364294,40822.614201442666,0.13220539798013378,0.12237490206337714,1.0815022609576357,1.0430939056202337,450085.817183877,800000,0.5626072714798462
random_15pct,49,18,11,72586.70227197364,25808.146598826526,0.13170093480807482,0.12184913883088683,1.076018687294535,1.0368811591055067,442871.3554545428,800000,0.5535891943181784
random_15pct,50,17,10,87477.67169633858,30494.645345553727,0.13169845833977417,0.12217780131515554,1.0792306289835711,1.042770727916485,436238.49733188393,800000,0.5452981216648549
random_15pct,51,14,11,64709.67170368227,18454.325741246532,0.13075513190450613,0.12119512291531029,1.069857477503919,1.0328742364651027,435770.6670104949,800000,0.5447133337631186
random_15pct,52,21,15,70231.90802001806,36664.260920990244,0.13170711353936748,0.12234443301491428,1.0775745124030156,1.0424750507226819,438373.27012518665,800000,0.5479665876564833
random_15pct,53,22,12,53337.13037438331,18970.279971491862,0.1321853904606381,0.12259942013346913,1.080120298104318,1.0438430452521108,418128.2716840971,800000,0.5226603396051214
random_15pct,54,15,8,70158.56768473287,27907.956860114173,0.13068101528359402,0.12105113185309443,1.069965206927371,1.0324269041721121,435567.5721276285,800000,0.5444594651595356
random_15pct,55,20,13,81540.03782221612,40079.40385628899,0.1326797872630367,0.12327069091690954,1.0804414840455512,1.0454379204960407,446181.11055286834,800000,0.5577263881910854
random_15pct,56,19,13,79399.28334292928,39741.84077082289,0.13213171644779914,0.12246703659608249,1.0828730891794272,1.0456422168427688,434462.6675707885,800000,0.5430783344634856
random_15pct,57,17,12,70950.63210188108,22871.111675968936,0.1303225100033082,0.12097038286121332,1.0710655775003692,1.035454061302918,421368.9126861883,800000,0.5267111408577354
random_15pct,58,20,12,66991.6359427756,26828.181524265234,0.1319199728452607,0.12237032966683681,1.0791700084935631,1.0424531122952772,455325.2989182383,800000,0.5691566236477978
random_15pct,59,13,9,62272.338745512185,28959.726152404983,0.13119004821322147,0.12186910484566614,1.0722110684033561,1.0376940913168573,435833.9933133855,800000,0.5447924916417319
random_15pct,60,19,14,90076.41647639935,28041.661878110564,0.13146593969443704,0.12175606675314975,1.0771346149503882,1.039181835287915,480425.2751335218,800000,0.6005315939169023
random_15pct,61,22,16,106260.24725934485,44793.89023843974,0.1322895615525159,0.122767711962731,1.0827075065576264,1.0465061877792763,412498.39321029326,800000,0.5156229915128666
random_15pct,62,21,15,80539.41992101814,37560.78149510201,0.1320522052341377,0.1226192098940211,1.0798384587031,1.044322391338642,455548.6331855784,800000,0.569435791481973
random_15pct,63,16,12,47463.749080129215,13652.412986268806,0.1302998237218768,0.12108579870333275,1.066332001250875,1.032063185753587,435563.9666587824,800000,0.544454958323478
random_15pct,64,20,12,71089.23583466804,32099.344154501607,0.13086823433071054,0.12152104113591275,1.0735654022491976,1.0384414937516722,425864.7596948411,800000,0.5323309496185514
random_15pct,65,14,9,53033.92577856193,18479.898155100364,0.13056108655827506,0.12148405035810583,1.0675133608396479,1.0345761459122798,434804.7798813047,800000,0.5435059748516309
random_15pct,66,18,14,68846.71772104093,31430.89503381262,0.13206473465432436,0.12276459462225547,1.0782269611633812,1.0437151588075373,461193.76813455706,800000,0.5764922101681963
random_15pct,67,15,10,66955.72206879965,30414.329063962396,0.1309148646940897,0.12153495690029133,1.0719460859919359,1.036374328020978,424059.92183463514,800000,0.5300749022932939
random_15pct,68,19,13,86367.45484905079,47511.90883101153,0.1321412902708986,0.12267393776878306,1.0805847898088548,1.0449983169721926,449161.9188672437,800000,0.5614523985840546
random_15pct,69,20,11,58956.7523528707,31032.972783395155,0.1313824190859377,0.1219483366353624,1.0764382105262618,1.0408013194184285,440271.6730444657,800000,0.5503395913055822
random_15pct,70,17,14,70364.80898448781,31366.932114239906,0.13224893391033038,0.12266637239527005,1.0799214175894252,1.0435718495988182,463525.7193252531,800000,0.5794071491565663
random_15pct,71,20,14,69445.174060211,39856.519110524736,0.131135046667177,0.12191233704134961,1.0748161985573974,1.0408606152812971,445612.5359590788,800000,0.5570156699488485
random_15pct,72,14,8,56580.12779538829,28155.38441432337,0.13109520372643035,0.12180607148453441,1.072025035650913,1.0374547067695323,432167.34749390057,800000,0.5402091843673757
random_15pct,73,14,10,54129.18617310278,17068.33412625514,0.13143756133477696,0.1218885377742767,1.0752211320045755,1.0389393102694062,399299.0716505604,800000,0.4991238395632005
random_15pct,74,15,10,52506.01607715963,23071.315294887143,0.13152695718969,0.12226522364118718,1.0760566503142737,1.0413094395247469,443270.1798685862,800000,0.5540877248357328
random_15pct,75,17,10,64584.347329576456,30241.568043598927,0.1307444593004694,0.12129733963707925,1.0737889181823852,1.0375838432327298,450829.17923939833,800000,0.5635364740492479
random_15pct,76,15,9,62774.22047822316,22399.01830268419,0.13010775114296128,0.12074034539850118,1.068253531285106,1.0324418046796222,427916.09667176014,800000,0.5348951208397001
random_15pct,77,16,9,60028.833101988625,27441.558324224417,0.13089770980920712,0.12174225752658685,1.0688594077808522,1.0354287719881108,450594.90893970744,800000,0.5632436361746344
random_15pct,78,23,15,104502.46430990245,48306.63848094932,0.13271284662583896,0.12292977753440743,1.0846759616807335,1.0466883670339093,431889.29105856025,800000,0.5398616138232003
random_15pct,79,18,14,85263.52918773681,42208.737951784904,0.13176658016707812,0.12231021306185641,1.0789191275723746,1.0432664500138495,440816.71985740884,800000,0.5510208998217611
random_15pct,80,25,16,88675.79300666484,29636.65770678957,0.13138938642736103,0.12166401768473648,1.0767217502695507,1.0389206243522597,449476.594068514,800000,0.5618457425856425
random_15pct,81,20,13,72350.229233594,38800.67205490532,0.13256244359257363,0.12319819597596707,1.0798212716298756,1.045335672293836,446169.30359736853,800000,0.5577116294967107
random_15pct,82,17,11,71424.92526450253,34414.70611042931,0.13143728108220543,0.12203583032835247,1.0756501437245658,1.0402750598335773,435182.0487286487,800000,0.5439775609108108
random_15pct,83,15,9,75094.56065603439,38989.69576694452,0.1313564748319124,0.12198469685376971,1.0760063525331487,1.0408283877378817,446826.90714053257,800000,0.5585336339256657
random_15pct,84,21,13,83205.58914733841,28959.000105831692,0.13272665437274556,0.12276632610103842,1.0819946654529558,1.04267793741508,467748.1449156193,800000,0.5846851811445241
random_15pct,85,20,10,66706.30911531628,28691.932944820903,0.13063449929817897,0.1210625497629904,1.0714402813467179,1.034547919046291,440104.38468409824,800000,0.5501304808551228
random_15pct,86,17,9,70367.5978657221,29296.60274797683,0.13102258670835118,0.12147994760530871,1.0733602645595302,1.0369305684997714,427170.6255147329,800000,0.5339632818934161
random_15pct,87,19,10,58868.200459903295,14695.692361101505,0.13100676372001785,0.12149587546237459,1.0749248945908376,1.0385228887906635,453802.16263759596,800000,0.567252703296995
random_15pct,88,20,11,52527.20797307935,23387.24484654705,0.13072564344041393,0.12140897657029413,1.0708867753579214,1.0356977027008274,444779.1727032856,800000,0.555973965879107
random_15pct,89,21,14,78173.89155401161,30738.94620433631,0.13284524407645557,0.12313293864704965,1.0847697776925782,1.0475536399828316,436824.08576091635,800000,0.5460301072011454
random_15pct,90,19,9,57736.55077004127,28524.299882909174,0.13102326199210096,0.12176226292072707,1.074423101375836,1.039558110979926,434624.44164651824,800000,0.5432805520581478
random_15pct,91,23,17,67115.09268325327,30956.370543276364,0.13226082739169912,0.12295870335087904,1.0816925387131486,1.0473540470431622,413181.1689583536,800000,0.516476461197942
random_15pct,92,13,9,55487.272995654654,23877.09910565246,0.13030393882261276,0.1209306370024605,1.0688125081837239,1.0328776799058998,446713.97968521505,800000,0.5583924746065189
random_15pct,93,15,10,52925.81365563359,28649.4536734485,0.13131568631001428,0.12220507221608404,1.0727761371168458,1.0396850892781335,422108.385563685,800000,0.5276354819546062
random_15pct,94,20,13,61714.13861175726,37042.77449638858,0.13115994760152871,0.12208721644523654,1.0783374941770096,1.04533784817333,432626.4405754048,800000,0.540783050719256
random_15pct,95,15,9,51125.7557845614,32051.186070714593,0.1307750668788797,0.12166721959555467,1.0713529108093047,1.0381420304574152,427881.25350551127,800000,0.5348515668818891
random_15pct,96,18,12,65192.7506132335,34936.60225707248,0.13093647221389312,0.1215224796113564,1.0751950283060225,1.0392446410312102,456307.94142910506,800000,0.5703849267863813
random_15pct,97,22,11,67931.47379680478,19189.38721156912,0.13159197810046586,0.12209329262292003,1.074939176194274,1.039268148067085,439885.6578609634,800000,0.5498570723262042
random_15pct,98,20,15,87813.42464366423,35811.33431616012,0.13144602990593118,0.121921457287005,1.0732935471044698,1.037104336171627,452097.7775034789,800000,0.5651222218793487
random_15pct,99,14,8,39690.25228268703,13462.255475691552,0.12985760749947206,0.1207384596678333,1.0646825807518006,1.0308940888738078,421823.6458928509,800000,0.5272795573660636
random_15pct,100,20,13,80798.21119197705,47926.896144941245,0.13165978128198155,0.12233244411431522,1.0786180310809061,1.043957662492636,423545.93203252496,800000,0.5294324150406562
random_15pct,101,14,11,52762.37288859311,35715.679606037025,0.13053483195592996,0.12172558298960647,1.071836230802004,1.0409579602471835,439014.1236333311,800000,0.5487676545416639
random_15pct,102,15,10,35371.830351992176,25047.24539847348,0.12863443437719746,0.11985240742707262,1.0578566742694515,1.0263600807976114,424592.2472337051,800000,0.5307403090421313
random_15pct,103,11,8,50271.68225552772,26447.778634257393,0.12951475633513612,0.12035928532070353,1.0623751348103208,1.028224830084308,413830.8021073499,800000,0.5172885026341874
random_15pct,104,19,9,51403.24106500958,23992.080414443277,0.13102244930350007,0.12180299178512342,1.0732034348962194,1.0392578097340466,416259.4600059883,800000,0.5203243250074854
random_15pct,105,20,14,83246.22640763974,45994.63112279654,0.13133043504097056,0.12202222064755186,1.0772280773206884,1.0420089520106424,441892.41407878813,800000,0.5523655175984852
random_15pct,106,15,8,36535.69706281556,10057.617445730812,0.12962617478894956,0.12038928899172871,1.0640509246475287,1.0294759033861003,417540.3231835952,800000,0.521925403979494
random_15pct,107,18,12,76813.99847626356,37716.9478690406,0.1313318599118119,0.12197933541298807,1.0767546887584851,1.0416175375112973,442355.87665700726,800000,0.552944845821259
random_15pct,108,18,12,69207.4871103031,32404.36947548908,0.13034868789988172,0.12113582927468027,1.0686927477018575,1.0342817970419667,404360.45825921453,800000,0.5054505728240182
random_15pct,109,19,16,85701.04902626968,32671.10070042065,0.13191938942879924,0.12251798926722104,1.0800043986704397,1.0449440061154507,430529.8170668345,800000,0.5381622713335431
random_15pct,110,20,14,73465.36178087891,44489.55679306292,0.13157998083578967,0.1223464424688236,1.0756130230931,1.0416678747518324,430575.32357428264,800000,0.5382191544678533
random_15pct,111,20,12,59614.74085683696,30707.728860806754,0.13184651662194566,0.12241565366481993,1.0773301456943376,1.0419205242359963,420178.6438615325,800000,0.5252233048269156
random_15pct,112,23,14,75506.91115846286,27655.153010568607,0.13122075389694512,0.12185346835393586,1.073640467088712,1.0386047121980402,455227.0121793816,800000,0.569033765224227
random_15pct,113,19,13,85394.05478497843,46450.87379224266,0.13146351925082544,0.1222282813876149,1.0758989126166503,1.041879516398616,426427.5887710084,800000,0.5330344859637606
random_15pct,114,16,9,43794.83691880488,17470.782020080267,0.12959905527378524,0.12041795804866628,1.0649617105168478,1.030441409232314,462693.97342047864,800000,0.5783674667755982
random_15pct,115,14,10,40993.25197091163,27522.85211706256,0.13073146403810607,0.1213914884318079,1.0688866955766834,1.0334062799707293,433794.36328567617,800000,0.5422429541070952
random_15pct,116,19,16,57371.96989298491,33232.718840446,0.13175235537408345,0.12262249964017125,1.0775147835323258,1.044467788194622,436148.4374880159,800000,0.5451855468600199
random_15pct,117,17,14,81330.26708017549,35045.65456133083,0.1321635131979154,0.12240149819723074,1.0838941146025762,1.0454677128532712,457758.1799648486,800000,0.5721977249560608
random_15pct,118,13,10,49113.76910205883,31203.246381905294,0.12991915715327054,0.12104425427710465,1.065095884543806,1.0332793417594406,432462.5747045594,800000,0.5405782183806993
random_15pct,119,21,13,75066.17595533536,31251.150057411214,0.1320146799700063,0.12252471910072162,1.080912851030911,1.0449559912315391,441978.76514237776,800000,0.5524734564279722
random_15pct,120,15,11,53843.33596117186,32231.09502866539,0.13072758294336637,0.12164786493473757,1.070511013407622,1.0377166745753916,409928.85039073566,800000,0.5124110629884195
random_15pct,121,19,12,80197.77573359667,40292.43043490834,0.13053911679068472,0.12118471139617862,1.0709421556342669,1.0355755030743108,478760.69344584475,800000,0.598450866807306
random_15pct,122,20,17,54660.621992217115,26190.852734228145,0.13095161727418372,0.12171408069337548,1.0731384712204035,1.0388695673683264,447621.796891011,800000,0.5595272461137638
random_15pct,123,16,12,58218.33468317793,30994.28675029547,0.13043738170991717,0.12149124389147807,1.0724292099636952,1.040325826725368,406479.61884196464,800000,0.5080995235524558
random_15pct,124,21,13,83252.91806734602,28599.176651024834,0.13126659494944307,0.1219754228421024,1.0756768209302947,1.0408941379316485,456979.8846206126,800000,0.5712248557757658
random_15pct,125,15,7,61837.33157934529,24990.878651397616,0.13063324225353665,0.12124745656205817,1.068111359719921,1.0326061776205402,430312.84328485036,800000,0.537891054106063
random_15pct,126,15,11,47946.9373945821,21735.430073984156,0.1303423938898019,0.12137645359693659,1.0682168915767234,1.0360007865410377,442385.09779453406,800000,0.5529813722431676
random_15pct,127,14,8,65246.87708206825,26555.295977716025,0.13042291031790512,0.12087159928257794,1.0717403311956888,1.0344617151587587,447808.43930332316,800000,0.559760549129154
random_15pct,128,18,10,60574.5941567738,32176.79855972199,0.131239546138714,0.12192295972190557,1.0740002881782127,1.0392851789532471,428245.8919950101,800000,0.5353073649937626
