origin,dest,edge,forecast_total_volume,forecast_daily_mean,forecast_daily_max,forecast_daily_std,historical_total_volume,edge_capacity,forecast_max_load_rate,forecast_volume_cv,high_load_day_ratio,origin_total_capacity,dest_total_capacity,same_origin_alternative_capacity,same_dest_alternative_capacity,alternative_capacity_ratio,origin_site_importance,dest_site_importance,endpoint_importance_score,volume_score,connection_score,volatility_score,substitution_risk_score,importance_score
DC68,DC8,DC68->DC8,33825.0,1091.1290322580646,1385.0,238.2523387063881,343616.0,24998.0,0.05540443235458615,0.21835395417269066,0.0,35817.0,2130508.0,10819.0,2105510.0,84.65993279462018,0.4356481481481481,0.8814814814814814,0.6585648148148148,0.8317445185891326,0.4184938036224976,0.7883698760724499,0.7874165872259294,0.7108436606291707
DC31,DC14,DC31->DC14,4623.0,149.1290322580645,441.0,108.68205832744096,144587.0,1943.0,0.2269686052494972,0.7287786736162833,0.0,58047.0,902659.0,56104.0,900716.0,492.4446731855417,0.5600308641975309,0.9246913580246913,0.742361111111111,0.7731172545281221,0.6034318398474738,0.9771210676835081,0.5548141086749285,0.7067206863679695
DC42,DC10,DC42->DC10,23312.0,752.0,858.0,82.49613871706849,573974.0,7970.0,0.10765370138016214,0.1097023121236154,0.0,84638.0,2290621.0,76668.0,2282651.0,296.0249686323342,0.6165123456790124,0.8976851851851853,0.7570987654320989,0.8297187797902765,0.6358436606291706,0.6882745471877979,0.6148713060057197,0.7063214966634891
DC17,DC70,DC17->DC70,2627.0,84.74193548387096,153.0,33.092214991264875,158257.0,3561.0,0.04296545914067875,0.3905057726368883,0.0,795108.0,280449.0,791547.0,276888.0,300.0379106991575,0.7677469135802468,0.7101851851851853,0.738966049382716,0.7607244995233555,0.5967588179218303,0.8970448045757865,0.6129647283126788,0.7032411820781698
DC48,DC70,DC48->DC70,3313.0,106.87096774193549,216.0,66.46257347753716,91941.0,2901.0,0.07445708376419356,0.6218954958600583,0.0,201093.0,280449.0,198192.0,277548.0,163.99172699063632,0.666820987654321,0.7101851851851853,0.6885030864197531,0.759771210676835,0.47950428979980936,0.9618684461391802,0.6882745471877979,0.7021448999046711
DC53,DC14,DC53->DC14,12808.0,413.16129032258067,934.0,225.7720941603742,64718.0,2714.0,0.3441414885776182,0.5464502591313757,0.0,39744.0,902659.0,37030.0,899945.0,345.2376565953039,0.5220679012345679,0.9246913580246913,0.7233796296296295,0.7757387988560535,0.5571973307912298,0.9485224022878932,0.5948522402287894,0.7017993326978075
DC47,DC4,DC47->DC4,219.0,7.064516129032258,8.0,0.8006241061929583,137063.0,9400.0,0.0008510638297871435,0.11333035291538113,0.0,579385.0,2405716.0,569985.0,2396316.0,315.5639361701792,0.7172839506172839,0.8876543209876543,0.8024691358024691,0.7109151572926596,0.7783603431839847,0.6911344137273594,0.6072449952335558,0.6988918017159199
DC7,DC10,DC7->DC10,20354.0,656.5806451612904,790.0,120.25880001159554,444744.0,6979.0,0.11319673305629556,0.18315922179197128,0.0,39972.0,2290621.0,32993.0,2283642.0,331.943688207432,0.575925925925926,0.8976851851851853,0.7368055555555556,0.8236415633937082,0.5891325071496664,0.7530981887511916,0.6005719733079123,0.6986653956148713
DC59,DC14,DC59->DC14,17776.0,573.4193548387096,731.0,158.73731073360986,53166.0,3896.0,0.18762833675559865,0.2768258681780673,0.0,56054.0,902659.0,52158.0,898763.0,244.07623203279155,0.5287037037037037,0.9246913580246913,0.7266975308641974,0.7797902764537654,0.567206863679695,0.8503336510962822,0.6253574833174452,0.6986177311725453
DC35,DC70,DC35->DC70,453.0,14.612903225806452,22.0,3.9568431483080264,36338.0,3185.0,0.006907378335947596,0.2707773456714232,0.0,8802.0,280449.0,5617.0,277264.0,88.8166405023269,0.7146604938271605,0.7101851851851853,0.7124228395061729,0.7011439466158247,0.5257387988560533,0.8417540514775977,0.7797902764537655,0.698045757864633
DC42,DC70,DC42->DC70,1385.0,44.67741935483871,107.0,32.31437021469749,68799.0,3112.0,0.03438303341901209,0.7232819325871483,0.0,84638.0,280449.0,81526.0,277337.0,115.31587403595266,0.6165123456790124,0.7101851851851853,0.6633487654320989,0.7297426120114394,0.42802669208770255,0.9752144899904671,0.7416587225929456,0.6941134413727359
DC31,DC62,DC31->DC62,16642.0,536.8387096774194,729.0,172.97475049270193,149542.0,3415.0,0.21346998535864906,0.32220990657756104,0.0,58047.0,1059024.0,54632.0,1055609.0,325.10717423123714,0.5600308641975309,0.8708333333333331,0.715432098765432,0.7976644423260247,0.5319351763584366,0.8751191611058151,0.6024785510009533,0.6940538608198284
DC60,DC70,DC60->DC70,6288.0,202.83870967741936,409.0,137.23868935689958,34317.0,3353.0,0.12198031613476827,0.676590230604789,0.0,63647.0,280449.0,60294.0,277096.0,100.62332239782266,0.5694444444444444,0.7101851851851853,0.6398148148148148,0.7516682554814108,0.3765490943755958,0.9733079122974261,0.7597712106768351,0.6931601525262154
DC62,DC70,DC62->DC70,526.0,16.967741935483872,37.0,7.385617544528546,10932.0,680.0,0.054411764705802335,0.43527403776975554,0.0,195979.0,280449.0,195299.0,279769.0,698.6294117636785,0.8708333333333331,0.7101851851851853,0.7905092592592592,0.6813632030505243,0.7383222116301239,0.9170638703527169,0.5224022878932316,0.6912178265014299
DC31,DC10,DC31->DC10,16177.0,521.8387096774194,740.0,156.75583989207723,280508.0,4062.0,0.1821762678483057,0.3003913603662658,0.0,58047.0,2290621.0,53985.0,2286559.0,576.2048252091147,0.5600308641975309,0.8976851851851853,0.7288580246913581,0.8043374642516683,0.5710200190657769,0.8627264061010487,0.5414680648236415,0.6890490943755958
DC8,DC35,DC8->DC35,1611.0,51.96774193548387,87.0,21.535393030211004,28985.0,474.0,0.18354430379708114,0.4143992451419583,0.0,218287.0,586705.0,217813.0,586231.0,1696.2953586462104,0.8814814814814814,0.7146604938271605,0.7980709876543209,0.7173498570066731,0.7612011439466159,0.9075309818875119,0.44518589132507147,0.6887988560533842
DC69,DC10,DC69->DC10,19258.0,621.2258064516129,2099.0,549.6185016887107,15831.0,10561.0,0.19875011835998496,0.8847322438634647,0.0,50191.0,2290621.0,39630.0,2280060.0,219.64681374867723,0.4512345679012345,0.8976851851851853,0.6744598765432099,0.7590562440419448,0.45662535748331745,0.988560533841754,0.6396568160152526,0.6880243088655863
DC69,DC14,DC69->DC14,15979.0,515.4516129032259,1419.0,386.08254496889214,6914.0,4479.0,0.3168117883455421,0.7490180170231201,0.0,50191.0,902659.0,45712.0,898180.0,210.7372181289996,0.4512345679012345,0.9246913580246913,0.6879629629629629,0.740467111534795,0.4775977121067683,0.9799809342230696,0.6491897044804575,0.6878574833174451
DC7,DC62,DC7->DC62,18327.0,591.1935483870968,787.0,143.9564045466182,269596.0,2497.0,0.31517821385650174,0.24350131177702924,0.0,39972.0,1059024.0,37475.0,1056527.0,438.1265518620592,0.575925925925926,0.8708333333333331,0.7233796296296295,0.809580552907531,0.5571973307912298,0.8217349857006673,0.5662535748331744,0.687476167778837
DC31,DC70,DC31->DC70,12.0,0.3870967741935484,2.0,0.7482202261124647,62760.0,5105.0,0.00039177277179228365,1.9329022457972032,0.0,58047.0,280449.0,52942.0,275344.0,64.30675808030081,0.5600308641975309,0.7101851851851853,0.6351080246913581,0.684461391801716,0.36415633937082936,0.9923736892278361,0.8293612964728313,0.6867969494756911
DC71,DC4,DC71->DC4,10315.0,332.741935483871,468.0,91.37020328239839,465658.0,13758.0,0.03401657217618593,0.27459779949062896,0.0,75315.0,2405716.0,61557.0,2391958.0,178.33369675823678,0.43796296296296294,0.8876543209876543,0.6628086419753086,0.8069590085795997,0.4261201143946616,0.8465204957102002,0.6768350810295519,0.6851525262154433
DC59,DC10,DC59->DC10,17666.0,569.8709677419355,769.0,170.23697751066513,95333.0,6358.0,0.12094998427176455,0.29872898804604087,0.0,56054.0,2290621.0,49696.0,2284263.0,367.09012268003033,0.5287037037037037,0.8976851851851853,0.7131944444444445,0.7919447092469019,0.5276453765490944,0.8617731172545281,0.5862726406101049,0.6849261201143946
DC48,DC35,DC48->DC35,467.0,15.064516129032258,50.0,13.161369386226784,81564.0,4003.0,0.012490632025977394,0.8736669185138044,0.0,201093.0,586705.0,197090.0,582702.0,194.80189857601928,0.666820987654321,0.7146604938271605,0.6907407407407407,0.717111534795043,0.48427073403241183,0.9876072449952336,0.6587225929456625,0.6848784556720686
DC7,DC5,DC7->DC5,4210.0,135.80645161290323,183.0,34.58455683220354,120830.0,2027.0,0.09028120374933879,0.2546606322542554,0.0,39972.0,693070.0,37945.0,691043.0,359.63887518482505,0.575925925925926,0.8759259259259259,0.7259259259259259,0.7669208770257387,0.5653002859866539,0.8331744518589133,0.5919923736892279,0.682721639656816
DC59,DC62,DC59->DC62,17236.0,556.0,717.0,149.93912743338169,74893.0,4037.0,0.17760713401035977,0.2696746896278993,0.0,56054.0,1059024.0,52017.0,1054987.0,274.2145157294342,0.5287037037037037,0.8708333333333331,0.6997685185185184,0.7867016205910391,0.5071496663489037,0.8388941849380362,0.6186844613918017,0.6826382268827454
DC34,DC35,DC34->DC35,8301.0,267.7741935483871,447.0,135.01629762495205,271793.0,1981.0,0.22564361433607993,0.5042169890805787,0.0,17871.0,586705.0,15890.0,584724.0,303.1872791517904,0.6189814814814814,0.7146604938271605,0.666820987654321,0.7905147759771212,0.43898951382268825,0.9380362249761678,0.6120114394661582,0.6801358436606291
DC28,DC70,DC28->DC70,358.0,11.548387096774194,19.0,3.0987896667155685,71992.0,3735.0,0.005087014725567581,0.26833094877057084,0.0,212797.0,280449.0,209062.0,276714.0,130.06050870143773,0.684104938271605,0.7101851851851853,0.6971450617283952,0.7104385128693994,0.5004766444232602,0.8379408960915157,0.7225929456625357,0.6801120114394661
DC53,DC10,DC53->DC10,8747.0,282.16129032258067,849.0,189.3493267318871,71782.0,3633.0,0.23369116432693815,0.6710676950574708,0.0,39744.0,2290621.0,36111.0,2286988.0,639.4437104319737,0.5220679012345679,0.8976851851851853,0.7098765432098766,0.771448999046711,0.5195424213536701,0.9704480457578646,0.5328884652049571,0.6786820781696854
DC53,DC5,DC53->DC5,7091.0,228.74193548387098,529.0,139.01078346241545,29870.0,1902.0,0.2781282860145751,0.6077188389953518,0.0,39744.0,693070.0,37842.0,691168.0,383.28601472114445,0.5220679012345679,0.8759259259259259,0.698996913580247,0.7495233555767398,0.5033365109628217,0.9609151572926596,0.5815061963775023,0.6776811248808389
DC50,DC70,DC50->DC70,289.0,9.32258064516129,35.0,7.94491964584792,62300.0,2353.0,0.014874628134290321,0.8522232145151093,0.0,141641.0,280449.0,139288.0,278096.0,177.38376540578946,0.6385802469135802,0.7101851851851853,0.6743827160493827,0.7035271687321258,0.45567206863679693,0.9857006673021925,0.6777883698760725,0.6774547187797902
DC59,DC70,DC59->DC70,15188.0,489.93548387096774,700.0,120.93371564458184,60944.0,3809.0,0.18377526909945294,0.2468360011176182,0.0,56054.0,280449.0,52245.0,276640.0,86.34418482539083,0.5287037037037037,0.7101851851851853,0.6194444444444445,0.7774070543374643,0.33841754051477596,0.8255481410867492,0.7855100095328885,0.676906577693041
DC34,DC8,DC34->DC8,2839.0,91.58064516129032,147.0,38.82032573158484,85678.0,1935.0,0.07596899224802275,0.42389224997040836,0.0,17871.0,2130508.0,15936.0,2128573.0,1108.2733850123473,0.6189814814814814,0.8814814814814814,0.7502314814814814,0.7533365109628217,0.6201143946615825,0.9113441372735939,0.48236415633937085,0.675989037178265
DC48,DC4,DC48->DC4,176.0,5.67741935483871,7.0,0.9963513039664839,88252.0,6753.0,0.0010365763364429087,0.17549369555409486,0.0,201093.0,2405716.0,194340.0,2398963.0,384.02236043234353,0.666820987654321,0.8876543209876543,0.7772376543209876,0.6987607244995233,0.6987607244995233,0.7416587225929456,0.5805529075309819,0.6756434699714012
DC5,DC8,DC5->DC8,185.0,5.967741935483871,6.0,0.17668469596940845,9365.0,1004.0,0.0059760956175239285,0.02960662472504787,0.0,32737.0,2130508.0,31733.0,2129504.0,2152.62649402176,0.8759259259259259,0.8814814814814814,0.8787037037037037,0.6577693040991421,0.9528122020972355,0.6768350810295519,0.4213536701620591,0.6752859866539561
DC69,DC62,DC69->DC62,16227.0,523.4516129032259,1421.0,389.5144072626076,7492.0,5174.0,0.2746424429840984,0.7441268641842465,0.0,50191.0,1059024.0,45017.0,1053850.0,212.3824893698855,0.4512345679012345,0.8708333333333331,0.6610339506172838,0.7435653002859867,0.4213536701620591,0.9790276453765491,0.6453765490943756,0.6737845567206863
DC62,DC35,DC62->DC35,1049.0,33.83870967741935,57.0,10.20782993017883,12208.0,487.0,0.117043121149657,0.30166132299923004,0.0,195979.0,586705.0,195492.0,586218.0,1605.1540041034802,0.8708333333333331,0.7146604938271605,0.7927469135802467,0.6918493803622499,0.7478551000953289,0.8636796949475691,0.4547187797902765,0.6723427073403242
DC50,DC4,DC50->DC4,77.0,2.4838709677419355,6.0,0.9794984806896114,58553.0,4093.0,0.0014659174199849827,0.39434354401497795,0.0,141641.0,2405716.0,137548.0,2401623.0,620.3691668701148,0.6385802469135802,0.8876543209876543,0.7631172839506173,0.6849380362249761,0.6539561487130601,0.899904671115348,0.5357483317445186,0.6721401334604384
DC31,DC8,DC31->DC8,226.0,7.290322580645161,14.0,1.3723901539472674,41033.0,16148.0,0.0008669804310130749,0.18824820693154687,0.0,58047.0,2130508.0,41899.0,2114360.0,133.53102551398726,0.5600308641975309,0.8814814814814814,0.7207561728395062,0.6897044804575786,0.5481410867492851,0.7578646329837941,0.7187797902764538,0.6718064823641563
DC21,DC10,DC21->DC10,0.0,0.0,0.0,0.0,15213470.0,116981.0,0.0,0.0,0.0,360996.0,2290621.0,244015.0,2173640.0,20.667074140244818,0.7339506172839506,0.8976851851851853,0.8158179012345679,0.5,0.8231649189704481,0.33841754051477596,0.9590085795996187,0.6713060057197331
DC59,DC5,DC59->DC5,6236.0,201.16129032258064,316.0,99.09073612317067,34896.0,1462.0,0.21614227086168528,0.4925934605200482,0.0,56054.0,693070.0,54592.0,691608.0,510.39671682591626,0.5287037037037037,0.8759259259259259,0.7023148148148148,0.7514299332697807,0.5109628217349858,0.9332697807435653,0.5529075309818875,0.6689585319351764
DC21,DC4,DC21->DC4,0.0,0.0,0.0,0.0,17675335.0,130684.0,0.0,0.0,0.0,360996.0,2405716.0,230312.0,2275032.0,19.17100792751967,0.7339506172839506,0.8876543209876543,0.8108024691358025,0.5007149666348903,0.8060057197330791,0.33841754051477596,0.9656816015252622,0.6689346997140133
DC43,DC35,DC43->DC35,449.0,14.483870967741936,24.0,3.8843853479975143,50951.0,5598.0,0.004287245444800949,0.2681869616472364,0.0,145712.0,586705.0,140114.0,581107.0,128.83547695603272,0.6375,0.7146604938271605,0.6760802469135803,0.7059103908484271,0.45948522402287895,0.8369876072449952,0.7235462345090562,0.6683746425166825
DC21,DC14,DC21->DC14,0.0,0.0,0.0,0.0,5639967.0,32070.0,0.0,0.0,0.0,360996.0,902659.0,328926.0,870589.0,37.4030246336128,0.7339506172839506,0.9246913580246913,0.8293209876543209,0.49356530028598666,0.8736892278360343,0.33841754051477596,0.9046711153479504,0.668100571973308
DC27,DC70,DC27->DC70,780.0,25.161290322580644,48.0,13.083101078067791,34523.0,2043.0,0.023494860499254287,0.5199694017999775,0.0,150106.0,280449.0,148063.0,278406.0,208.7464512970099,0.6430555555555555,0.7101851851851853,0.6766203703703704,0.7054337464251668,0.4632983794089609,0.9437559580552908,0.6501429933269781,0.6668255481410867
DC59,DC8,DC59->DC8,206.0,6.645161290322581,9.0,1.4711940969021131,93452.0,13021.0,0.0006911911527531917,0.22139328639370054,0.0,56054.0,2130508.0,43033.0,2117487.0,165.92581214959174,0.5287037037037037,0.8814814814814814,0.7050925925925926,0.7020972354623451,0.5133460438512869,0.7959961868446139,0.6873212583412774,0.6653002859866539
DC34,DC14,DC34->DC14,1325.0,42.74193548387097,65.0,10.185276349634226,23659.0,869.0,0.0747986191023305,0.2382970315707727,0.0,17871.0,902659.0,17002.0,901790.0,1057.2980437272067,0.6189814814814814,0.9246913580246913,0.7718364197530863,0.7071020019065777,0.6839847473784557,0.8150619637750238,0.4880838894184938,0.6627621544327931
DC15,DC35,DC15->DC35,584.0,18.838709677419356,44.0,10.54054162222731,54454.0,951.0,0.04626708727650235,0.5595150518351055,0.0,357552.0,586705.0,356601.0,585754.0,990.9095688738266,0.7561728395061729,0.7146604938271605,0.7354166666666666,0.7113918017159199,0.5853193517635844,0.9523355576739753,0.4938036224976168,0.6616182078169686
DC31,DC5,DC31->DC5,1517.0,48.935483870967744,121.0,30.539171549985063,30744.0,1009.0,0.11992071357768096,0.6240700843969617,0.0,58047.0,693070.0,57038.0,692061.0,742.4172447960927,0.5600308641975309,0.8759259259259259,0.7179783950617284,0.7175881792183031,0.5390848427073404,0.9628217349857007,0.5157292659675882,0.6592826501429934
DC4,DC23,DC4->DC23,0.0,0.0,0.0,0.0,4221.0,3519.0,0.0,0.0,0.0,65103.0,5277.0,61584.0,1758.0,17.999999999994884,0.8876543209876543,0.8141975308641975,0.8509259259259259,0.380838894184938,0.9242135367016205,0.33841754051477596,0.9704480457578646,0.657721639656816
DC62,DC3,DC62->DC3,141.0,4.548387096774194,6.0,1.4332167671950362,769.0,79.0,0.07594936708764621,0.3151043955551623,0.0,195979.0,727980.0,195900.0,727901.0,11693.683544155776,0.8708333333333331,0.8919753086419754,0.8814043209876543,0.6221401334604385,0.9561487130600572,0.871306005719733,0.2678741658722593,0.6544506673021926
DC5,DC3,DC5->DC3,0.0,0.0,0.0,0.0,39144.0,15505.0,0.0,0.0,0.0,32737.0,727980.0,17232.0,712475.0,47.06268945501147,0.8759259259259259,0.8919753086419754,0.8839506172839506,0.4175405147759771,0.959485224022879,0.33841754051477596,0.8703527168732126,0.6543612964728313
DC71,DC10,DC71->DC10,2588.0,83.48387096774194,108.0,14.221453507089857,420191.0,11080.0,0.009747292418771683,0.1703497135682012,0.0,75315.0,2290621.0,64235.0,2279541.0,211.5321299638798,0.43796296296296294,0.8976851851851853,0.6678240740740741,0.7745471877979028,0.440419447092469,0.7330791229742613,0.646329837940896,0.6527407054337464
DC15,DC70,DC15->DC70,899.0,29.0,53.0,14.449020504808868,32898.0,499.0,0.10621242484948655,0.4982420863555388,0.0,357552.0,280449.0,357053.0,279950.0,1276.5591182339147,0.7561728395061729,0.7101851851851853,0.7331790123456791,0.705910390848427,0.5776930409914204,0.9351763584366063,0.4718779790276454,0.6497378455672068
DC42,DC35,DC42->DC35,960.0,30.967741935483872,69.0,16.585037701081838,59787.0,1812.0,0.03807947019865448,0.5355585090801402,0.0,84638.0,586705.0,82826.0,584893.0,368.49834437065755,0.6165123456790124,0.7146604938271605,0.6655864197530864,0.7206863679694948,0.43374642516682554,0.9456625357483317,0.5853193517635844,0.6488560533841754
DC60,DC35,DC60->DC35,4277.0,137.96774193548387,324.0,92.1508174297204,15802.0,2016.0,0.16071428571420598,0.6679156746085171,0.0,63647.0,586705.0,61631.0,584689.0,320.5952380950791,0.5694444444444444,0.7146604938271605,0.6420524691358025,0.7280743565300286,0.3822688274547188,0.9694947569113441,0.6053384175405148,0.64715204957102
DC70,DC14,DC70->DC14,1.0,0.03225806451612903,1.0,0.17668469596940847,1191.0,107.0,0.00934579439243602,5.477225405257675,0.0,2852.0,902659.0,2745.0,902552.0,8460.719626089152,0.7101851851851853,0.9246913580246913,0.8174382716049382,0.617254528122021,0.830791229742612,0.9990467111534795,0.2926596758817922,0.6467588179218303
DC28,DC35,DC28->DC35,394.0,12.709677419354838,26.0,3.484468288100845,58332.0,1836.0,0.014161220043565272,0.27415867239245506,0.0,212797.0,586705.0,210961.0,584869.0,433.45860566425193,0.684104938271605,0.7146604938271605,0.6993827160493827,0.7068636796949476,0.5042897998093422,0.8446139180171592,0.5700667302192565,0.6426835081029552
DC59,DC35,DC59->DC35,9701.0,312.93548387096774,477.0,123.11886087105104,33736.0,2655.0,0.17966101694908487,0.39343208813425273,0.0,56054.0,586705.0,53399.0,584050.0,240.09378531064402,0.5287037037037037,0.7146604938271605,0.6216820987654321,0.7590562440419447,0.34127740705433746,0.8989513822688274,0.6272640610104862,0.6426477597712106
DC43,DC4,DC43->DC4,208.0,6.709677419354839,7.0,0.45391120256355766,58769.0,3915.0,0.0017879948914427107,0.06765022729506312,0.0,145712.0,2405716.0,141797.0,2401801.0,649.7057471262708,0.6375,0.8876543209876543,0.7625771604938272,0.6930409914204003,0.6530028598665396,0.678741658722593,0.5300285986653956,0.6401334604385129
DC56,DC70,DC56->DC70,2866.0,92.45161290322581,195.0,42.4764365111866,45501.0,1581.0,0.12333965844394476,0.4594450564663439,0.0,6068.0,280449.0,4487.0,278868.0,179.2251739404306,0.4652777777777778,0.7101851851851853,0.5877314814814816,0.740467111534795,0.29075309818875117,0.9285033365109628,0.674928503336511,0.6398593898951382
DC10,DC9,DC10->DC9,0.0,0.0,0.0,0.0,133816.0,15457.0,0.0,0.0,0.0,336532.0,1447351.0,321075.0,1431894.0,113.40939380215349,0.8976851851851853,0.9165123456790123,0.9070987654320988,0.43922783603431836,0.9938036224976168,0.33841754051477596,0.7435653002859867,0.6388346043851287
DC5,DC70,DC5->DC70,252.0,8.129032258064516,15.0,2.6242287405693863,955.0,110.0,0.13636363636239668,0.3228217894747758,0.0,32737.0,280449.0,32627.0,280339.0,2845.1454545195893,0.8759259259259259,0.7101851851851853,0.7930555555555556,0.6348903717826502,0.7497616777883699,0.8760724499523356,0.38894184938036225,0.638298379408961
DC27,DC35,DC27->DC35,1450.0,46.774193548387096,92.0,19.861958577722994,22071.0,1317.0,0.06985573272583914,0.42463497648017184,0.0,150106.0,586705.0,148789.0,585388.0,557.4616552767218,0.6430555555555555,0.7146604938271605,0.678858024691358,0.7082936129647284,0.4680648236415634,0.9122974261201144,0.544327931363203,0.6378455672068637
DC21,DC62,DC21->DC62,0.0,0.0,0.0,0.0,2309071.0,32645.0,0.0,0.0,0.0,360996.0,1059024.0,328351.0,1026379.0,41.49885127890821,0.7339506172839506,0.8708333333333331,0.8023919753086419,0.48284080076263103,0.7764537654909438,0.33841754051477596,0.888465204957102,0.6359866539561487
DC69,DC5,DC69->DC5,699.0,22.548387096774192,304.0,52.01540634656758,3074.0,1807.0,0.16823464305469385,2.306834902249046,0.0,50191.0,693070.0,48384.0,691263.0,409.3231876035366,0.4512345679012345,0.8759259259259259,0.6635802469135802,0.6661105815061963,0.42897998093422307,0.9933269780743565,0.5757864632983795,0.6333293612964728
DC31,DC35,DC31->DC35,8.0,0.25806451612903225,2.0,0.6204962600539142,73648.0,1919.0,0.0010422094841057623,2.4044229983917784,0.0,58047.0,586705.0,56128.0,584786.0,333.98332464808027,0.5600308641975309,0.7146604938271605,0.6373456790123457,0.6875595805529076,0.3679694947569113,0.994280266920877,0.5986653956148713,0.6314466158245948
DC68,DC14,DC68->DC14,5134.0,165.61290322580646,187.0,22.77615818995514,50228.0,2416.0,0.07740066225162359,0.13752647134482782,0.0,35817.0,902659.0,33401.0,900243.0,386.4420529799725,0.4356481481481481,0.9246913580246913,0.6801697530864197,0.753574833174452,0.4690181124880839,0.7044804575786463,0.5786463298379408,0.6313393708293613
DC70,DC35,DC70->DC35,314.0,10.129032258064516,19.0,3.118539106737279,18976.0,832.0,0.022836538461511013,0.30788124936086414,0.0,2852.0,586705.0,2020.0,585873.0,706.6021634606892,0.7101851851851853,0.7146604938271605,0.7124228395061729,0.680886558627264,0.5257387988560533,0.8684461391801716,0.5204957102001907,0.6301358436606291
DC68,DC62,DC68->DC62,5581.0,180.03225806451613,198.0,20.86281438189495,72875.0,4328.0,0.04574861367836281,0.11588375664489359,0.0,35817.0,1059024.0,31489.0,1054696.0,250.9669593345076,0.4356481481481481,0.8708333333333331,0.6532407407407406,0.7638226882745472,0.4099142040038132,0.6920877025738799,0.6224976167778837,0.6292540514775977
DC42,DC4,DC42->DC4,184.0,5.935483870967742,6.0,0.24567010018915833,46176.0,3542.0,0.0016939582156968679,0.041390071220547914,0.0,84638.0,2405716.0,81096.0,2402174.0,701.0926030489269,0.6165123456790124,0.8876543209876543,0.7520833333333333,0.6861296472831269,0.6244041944709247,0.6777883698760725,0.5214489990467112,0.6282769304099142
DC40,DC14,DC40->DC14,256.0,8.258064516129032,13.0,2.42257849748627,12663.0,131.0,0.09923664122061653,0.29335911489445404,0.0,63832.0,902659.0,63701.0,902528.0,7375.793893073468,0.6654320987654321,0.9246913580246913,0.7950617283950616,0.6708770257387989,0.7526215443279314,0.8589132507149666,0.30505243088655865,0.6280624404194471
DC43,DC70,DC43->DC70,210.0,6.774193548387097,11.0,2.4324377447108203,21498.0,981.0,0.011213047910284187,0.3590741432138292,0.0,145712.0,280449.0,144731.0,279468.0,432.41488277224016,0.6375,0.7101851851851853,0.6738425925925926,0.6734985700667303,0.4547187797902765,0.8894184938036225,0.5719733079122974,0.6258102955195424
DC5,DC35,DC5->DC35,4.0,0.12903225806451613,3.0,0.5531105870800728,997.0,67.0,0.04477611940231677,4.286607016649359,0.0,32737.0,586705.0,32670.0,586638.0,9243.402984936665,0.8759259259259259,0.7146604938271605,0.7952932098765432,0.6174928503336512,0.7545281220209723,0.996186844613918,0.2812202097235462,0.6244876072449952
DC60,DC4,DC60->DC4,477.0,15.387096774193548,24.0,6.1836278074931466,3654.0,1514.0,0.015852047556132197,0.4018709895593911,0.0,63647.0,2405716.0,62133.0,2404202.0,1629.0191545563878,0.5694444444444444,0.8876543209876543,0.7285493827160494,0.6646806482364157,0.5691134413727359,0.9027645376549094,0.451858913250715,0.6232959961868446
DC71,DC14,DC71->DC14,2240.0,72.25806451612904,88.0,11.940626616548968,102289.0,1520.0,0.057894736842067175,0.16524974335173895,0.0,75315.0,902659.0,73795.0,901139.0,641.4039473679991,0.43796296296296294,0.9246913580246913,0.6813271604938271,0.7507149666348903,0.47092469018112487,0.7254528122020972,0.5319351763584366,0.6222831267874165
DC34,DC62,DC34->DC62,1659.0,53.516129032258064,70.0,10.229214858849724,22057.0,507.0,0.1380670611437119,0.1911426525728849,0.0,17871.0,1059024.0,17364.0,1058517.0,2122.0532544336843,0.6189814814814814,0.8708333333333331,0.7449074074074072,0.7130600571973308,0.6086749285033365,0.7626310772163966,0.4232602478551001,0.6219494756911343
DC34,DC5,DC34->DC5,339.0,10.935483870967742,24.0,5.627899876857565,4926.0,225.0,0.1066666666661926,0.5146457114059897,0.0,17871.0,693070.0,17646.0,692845.0,3157.7377777637435,0.6189814814814814,0.8759259259259259,0.7474537037037037,0.6632507149666349,0.6158245948522403,0.9418493803622497,0.3765490943755958,0.6215085795996187
DC34,DC10,DC34->DC10,1650.0,53.225806451612904,78.0,12.545940552610464,29093.0,504.0,0.1547619047615977,0.2357116103779499,0.0,17871.0,2290621.0,17367.0,2290117.0,4578.341269832186,0.6189814814814814,0.8976851851851853,0.7583333333333333,0.7190181124880839,0.6401334604385128,0.8112488083889419,0.3508102955195424,0.6210795996186844
DC68,DC5,DC68->DC5,1947.0,62.806451612903224,112.0,24.60844249942809,18542.0,1083.0,0.10341643582631263,0.3918139278223547,0.0,35817.0,693070.0,34734.0,691987.0,671.0258541083371,0.4356481481481481,0.8759259259259259,0.655787037037037,0.7111534795042898,0.4156339370829361,0.897998093422307,0.5252621544327931,0.6188274547187798
DC71,DC5,DC71->DC5,1343.0,43.32258064516129,58.0,9.693320269979713,32707.0,1682.0,0.03448275862066916,0.22374752670322784,0.0,75315.0,693070.0,73633.0,691388.0,454.8281807369472,0.43796296296296294,0.8759259259259259,0.6569444444444444,0.7135367016205911,0.41754051477597715,0.797902764537655,0.563393708293613,0.6146568160152527
