date,origin,dest,edge,base_volume,diverted_to_new_site,adjusted_volume,line_type
2023-01-05,DC10,DC20,DC10->DC20,0.0,0.0,0.0,existing
2023-01-05,DC10,DC21,DC10->DC21,0.0,0.0,0.0,existing
2023-01-05,DC10,DC22,DC10->DC22,0.0,0.0,0.0,existing
2023-01-05,DC10,DC23,DC10->DC23,0.0,0.0,0.0,existing
2023-01-05,DC10,DC25,DC10->DC25,0.0,0.0,0.0,existing
2023-01-05,DC10,DC27,DC10->DC27,0.0,0.0,0.0,existing
2023-01-05,DC10,DC28,DC10->DC28,0.0,0.0,0.0,existing
2023-01-05,DC10,DC3,DC10->DC3,5053.0,0.0,5053.0,existing
2023-01-05,DC10,DC30,DC10->DC30,0.0,0.0,0.0,existing
2023-01-05,DC10,DC32,DC10->DC32,0.0,0.0,0.0,existing
2023-01-05,DC10,DC33,DC10->DC33,0.0,0.0,0.0,existing
2023-01-05,DC10,DC34,DC10->DC34,0.0,0.0,0.0,existing
2023-01-05,DC10,DC35,DC10->DC35,364.0,0.0,364.0,existing
2023-01-05,DC10,DC36,DC10->DC36,0.0,0.0,0.0,existing
2023-01-05,DC10,DC38,DC10->DC38,0.0,0.0,0.0,existing
2023-01-05,DC10,DC4,DC10->DC4,44673.0,0.0,44673.0,existing
2023-01-05,DC10,DC40,DC10->DC40,0.0,0.0,0.0,existing
2023-01-05,DC10,DC47,DC10->DC47,0.0,0.0,0.0,existing
2023-01-05,DC10,DC5,DC10->DC5,6338.0,0.0,6338.0,existing
2023-01-05,DC10,DC51,DC10->DC51,0.0,0.0,0.0,existing
2023-01-05,DC10,DC59,DC10->DC59,0.0,0.0,0.0,existing
2023-01-05,DC10,DC60,DC10->DC60,0.0,0.0,0.0,existing
2023-01-05,DC10,DC61,DC10->DC61,0.0,0.0,0.0,existing
2023-01-05,DC10,DC62,DC10->DC62,11803.0,0.0,11803.0,existing
2023-01-05,DC10,DC64,DC10->DC64,0.0,0.0,0.0,existing
2023-01-05,DC10,DC65,DC10->DC65,0.0,0.0,0.0,existing
2023-01-05,DC10,DC67,DC10->DC67,0.0,0.0,0.0,existing
2023-01-05,DC10,DC70,DC10->DC70,655.0,0.0,655.0,existing
2023-01-05,DC10,DC73,DC10->DC73,0.0,0.0,0.0,existing
2023-01-05,DC10,DC76,DC10->DC76,0.0,0.0,0.0,existing
2023-01-05,DC10,DC78,DC10->DC78,0.0,0.0,0.0,existing
2023-01-05,DC10,DC8,DC10->DC8,1087.0,0.0,1087.0,existing
2023-01-05,DC10,DC80,DC10->DC80,0.0,0.0,0.0,existing
2023-01-05,DC10,DC9,DC10->DC9,0.0,0.0,0.0,existing
2023-01-05,DC11,DC10,DC11->DC10,0.0,0.0,0.0,existing
2023-01-05,DC11,DC14,DC11->DC14,0.0,0.0,0.0,existing
2023-01-05,DC11,DC22,DC11->DC22,0.0,0.0,0.0,existing
2023-01-05,DC11,DC3,DC11->DC3,0.0,0.0,0.0,existing
2023-01-05,DC11,DC5,DC11->DC5,0.0,0.0,0.0,existing
2023-01-05,DC11,DC9,DC11->DC9,0.0,0.0,0.0,existing
2023-01-05,DC12,DC10,DC12->DC10,0.0,0.0,0.0,existing
2023-01-05,DC12,DC14,DC12->DC14,0.0,0.0,0.0,existing
2023-01-05,DC12,DC23,DC12->DC23,0.0,0.0,0.0,existing
2023-01-05,DC12,DC3,DC12->DC3,0.0,0.0,0.0,existing
2023-01-05,DC12,DC32,DC12->DC32,0.0,0.0,0.0,existing
2023-01-05,DC12,DC35,DC12->DC35,0.0,0.0,0.0,existing
2023-01-05,DC12,DC36,DC12->DC36,0.0,0.0,0.0,existing
2023-01-05,DC12,DC38,DC12->DC38,0.0,0.0,0.0,existing
2023-01-05,DC12,DC40,DC12->DC40,0.0,0.0,0.0,existing
2023-01-05,DC12,DC5,DC12->DC5,0.0,0.0,0.0,existing
2023-01-05,DC12,DC67,DC12->DC67,0.0,0.0,0.0,existing
2023-01-05,DC12,DC9,DC12->DC9,0.0,0.0,0.0,existing
2023-01-05,DC13,DC10,DC13->DC10,0.0,0.0,0.0,existing
2023-01-05,DC13,DC14,DC13->DC14,0.0,0.0,0.0,existing
2023-01-05,DC13,DC15,DC13->DC15,0.0,0.0,0.0,existing
2023-01-05,DC13,DC3,DC13->DC3,0.0,0.0,0.0,existing
2023-01-05,DC13,DC4,DC13->DC4,0.0,0.0,0.0,existing
2023-01-05,DC13,DC5,DC13->DC5,0.0,0.0,0.0,existing
2023-01-05,DC13,DC62,DC13->DC62,0.0,0.0,0.0,existing
2023-01-05,DC13,DC8,DC13->DC8,0.0,0.0,0.0,existing
2023-01-05,DC13,DC9,DC13->DC9,0.0,0.0,0.0,existing
2023-01-05,DC14,DC10,DC14->DC10,27082.0,5416.400000000001,21665.6,existing
2023-01-05,DC14,DC11,DC14->DC11,0.0,0.0,0.0,existing
2023-01-05,DC14,DC12,DC14->DC12,0.0,0.0,0.0,existing
2023-01-05,DC14,DC13,DC14->DC13,0.0,0.0,0.0,existing
2023-01-05,DC14,DC17,DC14->DC17,0.0,0.0,0.0,existing
2023-01-05,DC14,DC19,DC14->DC19,0.0,0.0,0.0,existing
2023-01-05,DC14,DC20,DC14->DC20,0.0,0.0,0.0,existing
2023-01-05,DC14,DC21,DC14->DC21,0.0,0.0,0.0,existing
2023-01-05,DC14,DC22,DC14->DC22,0.0,0.0,0.0,existing
2023-01-05,DC14,DC23,DC14->DC23,0.0,0.0,0.0,existing
2023-01-05,DC14,DC25,DC14->DC25,0.0,0.0,0.0,existing
2023-01-05,DC14,DC3,DC14->DC3,45428.0,9085.6,36342.4,existing
2023-01-05,DC14,DC30,DC14->DC30,0.0,0.0,0.0,existing
2023-01-05,DC14,DC32,DC14->DC32,0.0,0.0,0.0,existing
2023-01-05,DC14,DC33,DC14->DC33,0.0,0.0,0.0,existing
2023-01-05,DC14,DC34,DC14->DC34,0.0,0.0,0.0,existing
2023-01-05,DC14,DC35,DC14->DC35,566.0,0.0,566.0,existing
2023-01-05,DC14,DC36,DC14->DC36,0.0,0.0,0.0,existing
2023-01-05,DC14,DC38,DC14->DC38,0.0,0.0,0.0,existing
2023-01-05,DC14,DC4,DC14->DC4,285.0,57.0,228.0,existing
2023-01-05,DC14,DC40,DC14->DC40,0.0,0.0,0.0,existing
2023-01-05,DC14,DC43,DC14->DC43,0.0,0.0,0.0,existing
2023-01-05,DC14,DC5,DC14->DC5,13839.0,2767.8,11071.2,existing
2023-01-05,DC14,DC61,DC14->DC61,0.0,0.0,0.0,existing
2023-01-05,DC14,DC62,DC14->DC62,26326.0,5265.200000000001,21060.8,existing
2023-01-05,DC14,DC64,DC14->DC64,0.0,0.0,0.0,existing
2023-01-05,DC14,DC65,DC14->DC65,0.0,0.0,0.0,existing
2023-01-05,DC14,DC67,DC14->DC67,0.0,0.0,0.0,existing
2023-01-05,DC14,DC70,DC14->DC70,386.0,0.0,386.0,existing
2023-01-05,DC14,DC76,DC14->DC76,0.0,0.0,0.0,existing
2023-01-05,DC14,DC78,DC14->DC78,0.0,0.0,0.0,existing
2023-01-05,DC14,DC8,DC14->DC8,102075.0,20415.0,81660.0,existing
2023-01-05,DC14,DC81,DC14->DC81,0.0,0.0,0.0,existing
2023-01-05,DC14,DC9,DC14->DC9,177512.0,35502.4,142009.6,existing
2023-01-05,DC15,DC10,DC15->DC10,6938.0,0.0,6938.0,existing
2023-01-05,DC15,DC12,DC15->DC12,0.0,0.0,0.0,existing
2023-01-05,DC15,DC13,DC15->DC13,0.0,0.0,0.0,existing
2023-01-05,DC15,DC14,DC15->DC14,6026.0,1205.2,4820.8,existing
2023-01-05,DC15,DC3,DC15->DC3,3155.0,0.0,3155.0,existing
2023-01-05,DC15,DC32,DC15->DC32,0.0,0.0,0.0,existing
2023-01-05,DC15,DC33,DC15->DC33,0.0,0.0,0.0,existing
2023-01-05,DC15,DC34,DC15->DC34,0.0,0.0,0.0,existing
2023-01-05,DC15,DC35,DC15->DC35,31.0,0.0,31.0,existing
2023-01-05,DC15,DC4,DC15->DC4,44.0,0.0,44.0,existing
2023-01-05,DC15,DC40,DC15->DC40,0.0,0.0,0.0,existing
2023-01-05,DC15,DC5,DC15->DC5,2801.0,0.0,2801.0,existing
2023-01-05,DC15,DC62,DC15->DC62,6664.0,1332.8000000000002,5331.2,existing
2023-01-05,DC15,DC64,DC15->DC64,0.0,0.0,0.0,existing
2023-01-05,DC15,DC65,DC15->DC65,0.0,0.0,0.0,existing
2023-01-05,DC15,DC70,DC15->DC70,47.0,0.0,47.0,existing
2023-01-05,DC15,DC8,DC15->DC8,15341.0,3068.2000000000003,12272.8,existing
2023-01-05,DC15,DC81,DC15->DC81,0.0,0.0,0.0,existing
2023-01-05,DC15,DC9,DC15->DC9,32912.0,6582.400000000001,26329.6,existing
2023-01-05,DC16,DC10,DC16->DC10,0.0,0.0,0.0,existing
2023-01-05,DC16,DC14,DC16->DC14,0.0,0.0,0.0,existing
2023-01-05,DC16,DC35,DC16->DC35,0.0,0.0,0.0,existing
2023-01-05,DC16,DC4,DC16->DC4,0.0,0.0,0.0,existing
2023-01-05,DC16,DC5,DC16->DC5,0.0,0.0,0.0,existing
2023-01-05,DC16,DC62,DC16->DC62,0.0,0.0,0.0,existing
2023-01-05,DC16,DC70,DC16->DC70,0.0,0.0,0.0,existing
2023-01-05,DC16,DC8,DC16->DC8,0.0,0.0,0.0,existing
2023-01-05,DC17,DC10,DC17->DC10,15050.0,0.0,15050.0,existing
2023-01-05,DC17,DC12,DC17->DC12,0.0,0.0,0.0,existing
2023-01-05,DC17,DC14,DC17->DC14,10636.0,0.0,10636.0,existing
2023-01-05,DC17,DC20,DC17->DC20,0.0,0.0,0.0,existing
2023-01-05,DC17,DC29,DC17->DC29,0.0,0.0,0.0,existing
2023-01-05,DC17,DC3,DC17->DC3,8249.0,0.0,8249.0,existing
2023-01-05,DC17,DC32,DC17->DC32,0.0,0.0,0.0,existing
2023-01-05,DC17,DC34,DC17->DC34,0.0,0.0,0.0,existing
2023-01-05,DC17,DC35,DC17->DC35,124.0,0.0,124.0,existing
2023-01-05,DC17,DC4,DC17->DC4,34189.0,0.0,34189.0,existing
2023-01-05,DC17,DC40,DC17->DC40,0.0,0.0,0.0,existing
2023-01-05,DC17,DC5,DC17->DC5,8456.0,0.0,8456.0,existing
2023-01-05,DC17,DC61,DC17->DC61,0.0,0.0,0.0,existing
2023-01-05,DC17,DC62,DC17->DC62,13137.0,0.0,13137.0,existing
2023-01-05,DC17,DC64,DC17->DC64,0.0,0.0,0.0,existing
2023-01-05,DC17,DC65,DC17->DC65,0.0,0.0,0.0,existing
2023-01-05,DC17,DC70,DC17->DC70,115.0,0.0,115.0,existing
2023-01-05,DC17,DC8,DC17->DC8,133.0,0.0,133.0,existing
2023-01-05,DC17,DC81,DC17->DC81,0.0,0.0,0.0,existing
2023-01-05,DC17,DC9,DC17->DC9,0.0,0.0,0.0,existing
2023-01-05,DC18,DC10,DC18->DC10,0.0,0.0,0.0,existing
2023-01-05,DC18,DC14,DC18->DC14,0.0,0.0,0.0,existing
2023-01-05,DC18,DC23,DC18->DC23,0.0,0.0,0.0,existing
2023-01-05,DC18,DC4,DC18->DC4,0.0,0.0,0.0,existing
2023-01-05,DC18,DC62,DC18->DC62,0.0,0.0,0.0,existing
2023-01-05,DC18,DC8,DC18->DC8,0.0,0.0,0.0,existing
2023-01-05,DC19,DC10,DC19->DC10,11738.0,0.0,11738.0,existing
2023-01-05,DC19,DC12,DC19->DC12,0.0,0.0,0.0,existing
2023-01-05,DC19,DC14,DC19->DC14,9616.0,0.0,9616.0,existing
2023-01-05,DC19,DC20,DC19->DC20,0.0,0.0,0.0,existing
2023-01-05,DC19,DC3,DC19->DC3,7562.0,0.0,7562.0,existing
2023-01-05,DC19,DC32,DC19->DC32,0.0,0.0,0.0,existing
2023-01-05,DC19,DC34,DC19->DC34,0.0,0.0,0.0,existing
2023-01-05,DC19,DC35,DC19->DC35,416.0,0.0,416.0,existing
2023-01-05,DC19,DC36,DC19->DC36,0.0,0.0,0.0,existing
2023-01-05,DC19,DC4,DC19->DC4,36153.0,0.0,36153.0,existing
2023-01-05,DC19,DC40,DC19->DC40,0.0,0.0,0.0,existing
2023-01-05,DC19,DC5,DC19->DC5,4988.0,0.0,4988.0,existing
2023-01-05,DC19,DC62,DC19->DC62,11129.0,0.0,11129.0,existing
2023-01-05,DC19,DC64,DC19->DC64,0.0,0.0,0.0,existing
2023-01-05,DC19,DC65,DC19->DC65,0.0,0.0,0.0,existing
2023-01-05,DC19,DC70,DC19->DC70,422.0,0.0,422.0,existing
2023-01-05,DC19,DC8,DC19->DC8,124.0,0.0,124.0,existing
2023-01-05,DC19,DC81,DC19->DC81,0.0,0.0,0.0,existing
2023-01-05,DC19,DC9,DC19->DC9,0.0,0.0,0.0,existing
2023-01-05,DC2,DC10,DC2->DC10,0.0,0.0,0.0,existing
2023-01-05,DC2,DC14,DC2->DC14,0.0,0.0,0.0,existing
2023-01-05,DC2,DC3,DC2->DC3,0.0,0.0,0.0,existing
2023-01-05,DC2,DC4,DC2->DC4,0.0,0.0,0.0,existing
2023-01-05,DC2,DC5,DC2->DC5,0.0,0.0,0.0,existing
2023-01-05,DC2,DC62,DC2->DC62,0.0,0.0,0.0,existing
2023-01-05,DC2,DC8,DC2->DC8,0.0,0.0,0.0,existing
2023-01-05,DC2,DC9,DC2->DC9,0.0,0.0,0.0,existing
2023-01-05,DC20,DC10,DC20->DC10,8860.0,0.0,8860.0,existing
2023-01-05,DC20,DC12,DC20->DC12,0.0,0.0,0.0,existing
2023-01-05,DC20,DC14,DC20->DC14,6681.0,0.0,6681.0,existing
2023-01-05,DC20,DC3,DC20->DC3,6278.0,0.0,6278.0,existing
2023-01-05,DC20,DC32,DC20->DC32,0.0,0.0,0.0,existing
2023-01-05,DC20,DC33,DC20->DC33,0.0,0.0,0.0,existing
2023-01-05,DC20,DC34,DC20->DC34,0.0,0.0,0.0,existing
2023-01-05,DC20,DC35,DC20->DC35,14.0,0.0,14.0,existing
2023-01-05,DC20,DC4,DC20->DC4,21751.0,0.0,21751.0,existing
2023-01-05,DC20,DC40,DC20->DC40,0.0,0.0,0.0,existing
2023-01-05,DC20,DC5,DC20->DC5,4629.0,0.0,4629.0,existing
2023-01-05,DC20,DC62,DC20->DC62,8343.0,0.0,8343.0,existing
2023-01-05,DC20,DC64,DC20->DC64,0.0,0.0,0.0,existing
2023-01-05,DC20,DC65,DC20->DC65,0.0,0.0,0.0,existing
2023-01-05,DC20,DC70,DC20->DC70,24.0,0.0,24.0,existing
2023-01-05,DC20,DC76,DC20->DC76,0.0,0.0,0.0,existing
2023-01-05,DC20,DC8,DC20->DC8,120.0,0.0,120.0,existing
2023-01-05,DC20,DC81,DC20->DC81,0.0,0.0,0.0,existing
2023-01-05,DC20,DC9,DC20->DC9,0.0,0.0,0.0,existing
2023-01-05,DC21,DC10,DC21->DC10,0.0,0.0,0.0,existing
2023-01-05,DC21,DC12,DC21->DC12,0.0,0.0,0.0,existing
2023-01-05,DC21,DC14,DC21->DC14,0.0,0.0,0.0,existing
2023-01-05,DC21,DC20,DC21->DC20,0.0,0.0,0.0,existing
2023-01-05,DC21,DC3,DC21->DC3,8141.0,0.0,8141.0,existing
2023-01-05,DC21,DC32,DC21->DC32,0.0,0.0,0.0,existing
2023-01-05,DC21,DC33,DC21->DC33,0.0,0.0,0.0,existing
2023-01-05,DC21,DC34,DC21->DC34,0.0,0.0,0.0,existing
2023-01-05,DC21,DC35,DC21->DC35,0.0,0.0,0.0,existing
2023-01-05,DC21,DC4,DC21->DC4,0.0,0.0,0.0,existing
2023-01-05,DC21,DC40,DC21->DC40,0.0,0.0,0.0,existing
2023-01-05,DC21,DC5,DC21->DC5,16939.0,0.0,16939.0,existing
2023-01-05,DC21,DC62,DC21->DC62,0.0,0.0,0.0,existing
2023-01-05,DC21,DC70,DC21->DC70,0.0,0.0,0.0,existing
2023-01-05,DC21,DC76,DC21->DC76,0.0,0.0,0.0,existing
2023-01-05,DC21,DC8,DC21->DC8,0.0,0.0,0.0,existing
2023-01-05,DC21,DC81,DC21->DC81,0.0,0.0,0.0,existing
2023-01-05,DC21,DC9,DC21->DC9,0.0,0.0,0.0,existing
2023-01-05,DC22,DC10,DC22->DC10,8555.0,0.0,8555.0,existing
2023-01-05,DC22,DC12,DC22->DC12,0.0,0.0,0.0,existing
2023-01-05,DC22,DC13,DC22->DC13,0.0,0.0,0.0,existing
2023-01-05,DC22,DC14,DC22->DC14,9694.0,0.0,9694.0,existing
2023-01-05,DC22,DC20,DC22->DC20,0.0,0.0,0.0,existing
2023-01-05,DC22,DC21,DC22->DC21,0.0,0.0,0.0,existing
2023-01-05,DC22,DC3,DC22->DC3,18074.0,0.0,18074.0,existing
2023-01-05,DC22,DC32,DC22->DC32,0.0,0.0,0.0,existing
2023-01-05,DC22,DC34,DC22->DC34,0.0,0.0,0.0,existing
2023-01-05,DC22,DC35,DC22->DC35,1141.0,0.0,1141.0,existing
2023-01-05,DC22,DC4,DC22->DC4,34665.0,0.0,34665.0,existing
2023-01-05,DC22,DC40,DC22->DC40,0.0,0.0,0.0,existing
2023-01-05,DC22,DC5,DC22->DC5,4996.0,0.0,4996.0,existing
2023-01-05,DC22,DC62,DC22->DC62,10862.0,0.0,10862.0,existing
2023-01-05,DC22,DC64,DC22->DC64,0.0,0.0,0.0,existing
2023-01-05,DC22,DC65,DC22->DC65,0.0,0.0,0.0,existing
2023-01-05,DC22,DC70,DC22->DC70,1409.0,0.0,1409.0,existing
2023-01-05,DC22,DC76,DC22->DC76,0.0,0.0,0.0,existing
2023-01-05,DC22,DC8,DC22->DC8,128.0,0.0,128.0,existing
2023-01-05,DC22,DC81,DC22->DC81,0.0,0.0,0.0,existing
2023-01-05,DC22,DC9,DC22->DC9,0.0,0.0,0.0,existing
2023-01-05,DC23,DC10,DC23->DC10,11937.0,2387.4,9549.6,existing
2023-01-05,DC23,DC12,DC23->DC12,2562.0,0.0,2562.0,existing
2023-01-05,DC23,DC14,DC23->DC14,9700.0,1940.0,7760.0,existing
2023-01-05,DC23,DC18,DC23->DC18,0.0,0.0,0.0,existing
2023-01-05,DC23,DC20,DC23->DC20,0.0,0.0,0.0,existing
2023-01-05,DC23,DC29,DC23->DC29,0.0,0.0,0.0,existing
2023-01-05,DC23,DC3,DC23->DC3,13950.0,2790.0,11160.0,existing
2023-01-05,DC23,DC32,DC23->DC32,0.0,0.0,0.0,existing
2023-01-05,DC23,DC34,DC23->DC34,0.0,0.0,0.0,existing
2023-01-05,DC23,DC35,DC23->DC35,1885.0,0.0,1885.0,existing
2023-01-05,DC23,DC36,DC23->DC36,0.0,0.0,0.0,existing
2023-01-05,DC23,DC4,DC23->DC4,42883.0,8576.6,34306.4,existing
2023-01-05,DC23,DC40,DC23->DC40,0.0,0.0,0.0,existing
2023-01-05,DC23,DC5,DC23->DC5,5456.0,1091.2,4364.8,existing
2023-01-05,DC23,DC6,DC23->DC6,0.0,0.0,0.0,existing
2023-01-05,DC23,DC62,DC23->DC62,11057.0,2211.4,8845.6,existing
2023-01-05,DC23,DC64,DC23->DC64,0.0,0.0,0.0,existing
2023-01-05,DC23,DC65,DC23->DC65,0.0,0.0,0.0,existing
2023-01-05,DC23,DC70,DC23->DC70,2401.0,0.0,2401.0,existing
2023-01-05,DC23,DC8,DC23->DC8,133.0,0.0,133.0,existing
2023-01-05,DC23,DC81,DC23->DC81,0.0,0.0,0.0,existing
2023-01-05,DC23,DC9,DC23->DC9,0.0,0.0,0.0,existing
2023-01-05,DC24,DC10,DC24->DC10,0.0,0.0,0.0,existing
2023-01-05,DC24,DC14,DC24->DC14,0.0,0.0,0.0,existing
2023-01-05,DC24,DC3,DC24->DC3,0.0,0.0,0.0,existing
2023-01-05,DC24,DC4,DC24->DC4,0.0,0.0,0.0,existing
2023-01-05,DC24,DC5,DC24->DC5,0.0,0.0,0.0,existing
2023-01-05,DC24,DC62,DC24->DC62,0.0,0.0,0.0,existing
2023-01-05,DC24,DC8,DC24->DC8,0.0,0.0,0.0,existing
2023-01-05,DC24,DC9,DC24->DC9,0.0,0.0,0.0,existing
2023-01-05,DC25,DC10,DC25->DC10,8282.0,1656.4,6625.6,existing
2023-01-05,DC25,DC12,DC25->DC12,0.0,0.0,0.0,existing
2023-01-05,DC25,DC14,DC25->DC14,6501.0,1300.2,5200.8,existing
2023-01-05,DC25,DC3,DC25->DC3,19704.0,3940.8,15763.2,existing
2023-01-05,DC25,DC32,DC25->DC32,0.0,0.0,0.0,existing
2023-01-05,DC25,DC33,DC25->DC33,0.0,0.0,0.0,existing
2023-01-05,DC25,DC34,DC25->DC34,0.0,0.0,0.0,existing
2023-01-05,DC25,DC35,DC25->DC35,157.0,0.0,157.0,existing
2023-01-05,DC25,DC4,DC25->DC4,44.0,0.0,44.0,existing
2023-01-05,DC25,DC40,DC25->DC40,0.0,0.0,0.0,existing
2023-01-05,DC25,DC5,DC25->DC5,4072.0,0.0,4072.0,existing
2023-01-05,DC25,DC62,DC25->DC62,8933.0,1786.6000000000001,7146.4,existing
2023-01-05,DC25,DC64,DC25->DC64,0.0,0.0,0.0,existing
2023-01-05,DC25,DC65,DC25->DC65,0.0,0.0,0.0,existing
2023-01-05,DC25,DC70,DC25->DC70,76.0,0.0,76.0,existing
2023-01-05,DC25,DC76,DC25->DC76,0.0,0.0,0.0,existing
2023-01-05,DC25,DC8,DC25->DC8,17580.0,3516.0,14064.0,existing
2023-01-05,DC25,DC81,DC25->DC81,0.0,0.0,0.0,existing
2023-01-05,DC25,DC9,DC25->DC9,111.0,22.200000000000003,88.8,existing
2023-01-05,DC26,DC10,DC26->DC10,2486.0,0.0,2486.0,existing
2023-01-05,DC26,DC12,DC26->DC12,0.0,0.0,0.0,existing
2023-01-05,DC26,DC14,DC26->DC14,2412.0,0.0,2412.0,existing
2023-01-05,DC26,DC3,DC26->DC3,0.0,0.0,0.0,existing
2023-01-05,DC26,DC32,DC26->DC32,0.0,0.0,0.0,existing
2023-01-05,DC26,DC34,DC26->DC34,0.0,0.0,0.0,existing
2023-01-05,DC26,DC35,DC26->DC35,0.0,0.0,0.0,existing
2023-01-05,DC26,DC4,DC26->DC4,11.0,0.0,11.0,existing
2023-01-05,DC26,DC40,DC26->DC40,0.0,0.0,0.0,existing
2023-01-05,DC26,DC5,DC26->DC5,1235.0,0.0,1235.0,existing
2023-01-05,DC26,DC62,DC26->DC62,2414.0,0.0,2414.0,existing
2023-01-05,DC26,DC64,DC26->DC64,0.0,0.0,0.0,existing
2023-01-05,DC26,DC65,DC26->DC65,0.0,0.0,0.0,existing
2023-01-05,DC26,DC70,DC26->DC70,0.0,0.0,0.0,existing
2023-01-05,DC26,DC8,DC26->DC8,7270.0,0.0,7270.0,existing
2023-01-05,DC26,DC81,DC26->DC81,0.0,0.0,0.0,existing
2023-01-05,DC26,DC9,DC26->DC9,13172.0,0.0,13172.0,existing
2023-01-05,DC27,DC10,DC27->DC10,6196.0,0.0,6196.0,existing
2023-01-05,DC27,DC14,DC27->DC14,4134.0,0.0,4134.0,existing
2023-01-05,DC27,DC3,DC27->DC3,0.0,0.0,0.0,existing
2023-01-05,DC27,DC32,DC27->DC32,0.0,0.0,0.0,existing
2023-01-05,DC27,DC34,DC27->DC34,0.0,0.0,0.0,existing
2023-01-05,DC27,DC35,DC27->DC35,69.0,0.0,69.0,existing
2023-01-05,DC27,DC4,DC27->DC4,46.0,0.0,46.0,existing
2023-01-05,DC27,DC40,DC27->DC40,0.0,0.0,0.0,existing
2023-01-05,DC27,DC5,DC27->DC5,1140.0,0.0,1140.0,existing
2023-01-05,DC27,DC62,DC27->DC62,4037.0,0.0,4037.0,existing
2023-01-05,DC27,DC64,DC27->DC64,0.0,0.0,0.0,existing
2023-01-05,DC27,DC65,DC27->DC65,0.0,0.0,0.0,existing
2023-01-05,DC27,DC70,DC27->DC70,44.0,0.0,44.0,existing
2023-01-05,DC27,DC8,DC27->DC8,17719.0,0.0,17719.0,existing
2023-01-05,DC27,DC9,DC27->DC9,0.0,0.0,0.0,existing
2023-01-05,DC28,DC10,DC28->DC10,5192.0,0.0,5192.0,existing
2023-01-05,DC28,DC12,DC28->DC12,0.0,0.0,0.0,existing
2023-01-05,DC28,DC14,DC28->DC14,3477.0,0.0,3477.0,existing
2023-01-05,DC28,DC20,DC28->DC20,0.0,0.0,0.0,existing
2023-01-05,DC28,DC23,DC28->DC23,0.0,0.0,0.0,existing
2023-01-05,DC28,DC3,DC28->DC3,2576.0,0.0,2576.0,existing
2023-01-05,DC28,DC32,DC28->DC32,0.0,0.0,0.0,existing
2023-01-05,DC28,DC34,DC28->DC34,0.0,0.0,0.0,existing
2023-01-05,DC28,DC35,DC28->DC35,15.0,0.0,15.0,existing
2023-01-05,DC28,DC4,DC28->DC4,11219.0,0.0,11219.0,existing
2023-01-05,DC28,DC40,DC28->DC40,0.0,0.0,0.0,existing
2023-01-05,DC28,DC5,DC28->DC5,2028.0,0.0,2028.0,existing
2023-01-05,DC28,DC62,DC28->DC62,3165.0,0.0,3165.0,existing
2023-01-05,DC28,DC64,DC28->DC64,0.0,0.0,0.0,existing
2023-01-05,DC28,DC65,DC28->DC65,0.0,0.0,0.0,existing
2023-01-05,DC28,DC70,DC28->DC70,16.0,0.0,16.0,existing
2023-01-05,DC28,DC8,DC28->DC8,79.0,0.0,79.0,existing
2023-01-05,DC28,DC81,DC28->DC81,0.0,0.0,0.0,existing
2023-01-05,DC28,DC9,DC28->DC9,0.0,0.0,0.0,existing
2023-01-05,DC29,DC36,DC29->DC36,0.0,0.0,0.0,existing
2023-01-05,DC29,DC9,DC29->DC9,0.0,0.0,0.0,existing
2023-01-05,DC3,DC10,DC3->DC10,0.0,0.0,0.0,existing
2023-01-05,DC3,DC12,DC3->DC12,0.0,0.0,0.0,existing
2023-01-05,DC3,DC14,DC3->DC14,0.0,0.0,0.0,existing
2023-01-05,DC3,DC19,DC3->DC19,0.0,0.0,0.0,existing
2023-01-05,DC3,DC21,DC3->DC21,0.0,0.0,0.0,existing
2023-01-05,DC3,DC22,DC3->DC22,0.0,0.0,0.0,existing
2023-01-05,DC3,DC23,DC3->DC23,0.0,0.0,0.0,existing
2023-01-05,DC3,DC28,DC3->DC28,0.0,0.0,0.0,existing
2023-01-05,DC3,DC30,DC3->DC30,0.0,0.0,0.0,existing
2023-01-05,DC3,DC35,DC3->DC35,0.0,0.0,0.0,existing
2023-01-05,DC3,DC36,DC3->DC36,0.0,0.0,0.0,existing
2023-01-05,DC3,DC38,DC3->DC38,0.0,0.0,0.0,existing
2023-01-05,DC3,DC4,DC3->DC4,0.0,0.0,0.0,existing
2023-01-05,DC3,DC40,DC3->DC40,0.0,0.0,0.0,existing
2023-01-05,DC3,DC5,DC3->DC5,0.0,0.0,0.0,existing
2023-01-05,DC3,DC8,DC3->DC8,0.0,0.0,0.0,existing
2023-01-05,DC3,DC9,DC3->DC9,0.0,0.0,0.0,existing
2023-01-05,DC30,DC10,DC30->DC10,2984.0,0.0,2984.0,existing
2023-01-05,DC30,DC12,DC30->DC12,0.0,0.0,0.0,existing
2023-01-05,DC30,DC14,DC30->DC14,2668.0,0.0,2668.0,existing
2023-01-05,DC30,DC23,DC30->DC23,0.0,0.0,0.0,existing
2023-01-05,DC30,DC3,DC30->DC3,0.0,0.0,0.0,existing
2023-01-05,DC30,DC32,DC30->DC32,0.0,0.0,0.0,existing
2023-01-05,DC30,DC34,DC30->DC34,0.0,0.0,0.0,existing
2023-01-05,DC30,DC35,DC30->DC35,77.0,0.0,77.0,existing
2023-01-05,DC30,DC4,DC30->DC4,8649.0,0.0,8649.0,existing
