option_type,task_id,task_ids,task_count,price,expected_completions,expected_payout,single_probability,region,route_length_km,compactness,price_multiplier,bundle_probability,scheme,budget_relaxation
single,A0716,A0716,1,83.0,0.5913911164495698,49.08546266531429,0.5913911164495698,,,,,,joint-bundle-0pct-extra,0.0
single,A0717,A0717,1,65.0,0.8764848755731044,56.971516912251786,0.8764848755731044,,,,,,joint-bundle-0pct-extra,0.0
single,A0718,A0718,1,83.0,0.6150336404683135,51.047792158870024,0.6150336404683135,,,,,,joint-bundle-0pct-extra,0.0
single,A0719,A0719,1,65.0,0.921516577831115,59.89857755902247,0.921516577831115,,,,,,joint-bundle-0pct-extra,0.0
single,A0720,A0720,1,67.0,0.9380489329800034,62.84927850966022,0.9380489329800034,,,,,,joint-bundle-0pct-extra,0.0
single,A0721,A0721,1,83.0,0.5772712105681319,47.91351047715495,0.5772712105681319,,,,,,joint-bundle-0pct-extra,0.0
single,A0722,A0722,1,67.0,0.9417069572104875,63.09436613310266,0.9417069572104875,,,,,,joint-bundle-0pct-extra,0.0
single,A0724,A0724,1,65.0,0.9723538099108159,63.20299764420303,0.9723538099108159,,,,,,joint-bundle-0pct-extra,0.0
single,A0725,A0725,1,81.0,0.6645986571970031,53.832491232957246,0.6645986571970031,,,,,,joint-bundle-0pct-extra,0.0
single,A0726,A0726,1,82.5,0.6512379971928192,53.72713476840758,0.6512379971928192,,,,,,joint-bundle-0pct-extra,0.0
single,A0727,A0727,1,65.0,0.9525046236454902,61.91280053695686,0.9525046236454902,,,,,,joint-bundle-0pct-extra,0.0
single,A0728,A0728,1,65.0,0.9314168051603736,60.542092335424286,0.9314168051603736,,,,,,joint-bundle-0pct-extra,0.0
single,A0729,A0729,1,66.5,0.7325847464972445,48.71688564206676,0.7325847464972445,,,,,,joint-bundle-0pct-extra,0.0
single,A0730,A0730,1,73.0,0.704501085651214,51.428579252538626,0.704501085651214,,,,,,joint-bundle-0pct-extra,0.0
single,A0731,A0731,1,72.5,0.7050978676227518,51.11959540264951,0.7050978676227518,,,,,,joint-bundle-0pct-extra,0.0
single,A0732,A0732,1,69.5,0.7194028430995347,49.99849759541766,0.7194028430995347,,,,,,joint-bundle-0pct-extra,0.0
single,A0733,A0733,1,83.0,0.5769457186002258,47.88649464381874,0.5769457186002258,,,,,,joint-bundle-0pct-extra,0.0
single,A0734,A0734,1,67.0,0.7509931978299915,50.31654425460943,0.7509931978299915,,,,,,joint-bundle-0pct-extra,0.0
single,A0735,A0735,1,67.0,0.7449983676655006,49.91489063358854,0.7449983676655006,,,,,,joint-bundle-0pct-extra,0.0
single,A0736,A0736,1,66.0,0.738427159521874,48.73619252844368,0.738427159521874,,,,,,joint-bundle-0pct-extra,0.0
single,A0737,A0737,1,67.0,0.7420619779717939,49.71815252411019,0.7420619779717939,,,,,,joint-bundle-0pct-extra,0.0
single,A0738,A0738,1,65.0,0.9562733400383248,62.15776710249111,0.9562733400383248,,,,,,joint-bundle-0pct-extra,0.0
single,A0739,A0739,1,77.0,0.7897704040349393,60.81232111069032,0.7897704040349393,,,,,,joint-bundle-0pct-extra,0.0
single,A0740,A0740,1,72.0,0.7411930543744701,53.36589991496185,0.7411930543744701,,,,,,joint-bundle-0pct-extra,0.0
single,A0741,A0741,1,65.0,0.8971305443137034,58.31348538039072,0.8971305443137034,,,,,,joint-bundle-0pct-extra,0.0
single,A0742,A0742,1,77.0,0.9758926765452952,75.14373609398773,0.9758926765452952,,,,,,joint-bundle-0pct-extra,0.0
single,A0743,A0743,1,65.0,0.8947951442778199,58.1616843780583,0.8947951442778199,,,,,,joint-bundle-0pct-extra,0.0
single,A0744,A0744,1,80.0,0.6013727180361579,48.109817442892634,0.6013727180361579,,,,,,joint-bundle-0pct-extra,0.0
single,A0745,A0745,1,72.5,0.7107152482195822,51.52685549591971,0.7107152482195822,,,,,,joint-bundle-0pct-extra,0.0
single,A0746,A0746,1,65.0,0.938809066457033,61.022589319707144,0.938809066457033,,,,,,joint-bundle-0pct-extra,0.0
single,A0747,A0747,1,65.0,0.8971305443137034,58.31348538039072,0.8971305443137034,,,,,,joint-bundle-0pct-extra,0.0
single,A0748,A0748,1,65.0,0.974984560763869,63.373996449651486,0.974984560763869,,,,,,joint-bundle-0pct-extra,0.0
single,A0749,A0749,1,77.0,0.9430572977372423,72.61541192576766,0.9430572977372423,,,,,,joint-bundle-0pct-extra,0.0
single,A0750,A0750,1,77.0,0.9541420050487696,73.46893438875526,0.9541420050487696,,,,,,joint-bundle-0pct-extra,0.0
single,A0751,A0751,1,77.0,0.974252853462211,75.01746971659026,0.974252853462211,,,,,,joint-bundle-0pct-extra,0.0
single,A0752,A0752,1,65.0,0.9006734219026119,58.54377242366977,0.9006734219026119,,,,,,joint-bundle-0pct-extra,0.0
single,A0753,A0753,1,65.0,0.8028311249046985,52.184023118805406,0.8028311249046985,,,,,,joint-bundle-0pct-extra,0.0
single,A0754,A0754,1,65.0,0.9257921016502305,60.176486607264984,0.9257921016502305,,,,,,joint-bundle-0pct-extra,0.0
single,A0755,A0755,1,65.0,0.8816116503893543,57.30475727530803,0.8816116503893543,,,,,,joint-bundle-0pct-extra,0.0
single,A0756,A0756,1,65.0,0.9634161950701089,62.62205267955708,0.9634161950701089,,,,,,joint-bundle-0pct-extra,0.0
single,A0757,A0757,1,67.0,0.9320173815489659,62.445164563780715,0.9320173815489659,,,,,,joint-bundle-0pct-extra,0.0
single,A0758,A0758,1,68.5,0.7280439541796538,49.87101086130629,0.7280439541796538,,,,,,joint-bundle-0pct-extra,0.0
single,A0759,A0759,1,65.0,0.9282505693822998,60.336287009849485,0.9282505693822998,,,,,,joint-bundle-0pct-extra,0.0
single,A0760,A0760,1,82.0,0.6531293783180879,53.55660902208321,0.6531293783180879,,,,,,joint-bundle-0pct-extra,0.0
single,A0761,A0761,1,65.0,0.9534177731900099,61.97215525735064,0.9534177731900099,,,,,,joint-bundle-0pct-extra,0.0
single,A0762,A0762,1,65.0,0.9494049209424195,61.711319861257266,0.9494049209424195,,,,,,joint-bundle-0pct-extra,0.0
single,A0763,A0763,1,65.0,0.9612483966253451,62.48114578064743,0.9612483966253451,,,,,,joint-bundle-0pct-extra,0.0
single,A0764,A0764,1,65.0,0.9544996378666372,62.04247646133142,0.9544996378666372,,,,,,joint-bundle-0pct-extra,0.0
single,A0765,A0765,1,77.0,0.9765011251520859,75.1905866367106,0.9765011251520859,,,,,,joint-bundle-0pct-extra,0.0
single,A0766,A0766,1,65.0,0.9369821419995059,60.903839229967886,0.9369821419995059,,,,,,joint-bundle-0pct-extra,0.0
single,A0767,A0767,1,65.0,0.9645960234105766,62.69874152168748,0.9645960234105766,,,,,,joint-bundle-0pct-extra,0.0
single,A0768,A0768,1,65.0,0.9503612534825486,61.77348147636566,0.9503612534825486,,,,,,joint-bundle-0pct-extra,0.0
single,A0769,A0769,1,65.0,0.9407459180224222,61.148484671457446,0.9407459180224222,,,,,,joint-bundle-0pct-extra,0.0
single,A0770,A0770,1,65.0,0.9379301888505649,60.96546227528672,0.9379301888505649,,,,,,joint-bundle-0pct-extra,0.0
single,A0771,A0771,1,65.0,0.8830985479315266,57.40140561554923,0.8830985479315266,,,,,,joint-bundle-0pct-extra,0.0
single,A0772,A0772,1,65.0,0.9150272744617304,59.47677284001247,0.9150272744617304,,,,,,joint-bundle-0pct-extra,0.0
single,A0773,A0773,1,77.0,0.9473643691062313,72.94705642117981,0.9473643691062313,,,,,,joint-bundle-0pct-extra,0.0
single,A0774,A0774,1,65.0,0.9642815168018533,62.67829859212046,0.9642815168018533,,,,,,joint-bundle-0pct-extra,0.0
single,A0775,A0775,1,77.0,0.7841685084311258,60.380975149196686,0.7841685084311258,,,,,,joint-bundle-0pct-extra,0.0
single,A0776,A0776,1,65.0,0.8831561154237854,57.40514750254605,0.8831561154237854,,,,,,joint-bundle-0pct-extra,0.0
single,A0777,A0777,1,77.0,0.7483276923944336,57.62123231437139,0.7483276923944336,,,,,,joint-bundle-0pct-extra,0.0
single,A0778,A0778,1,73.5,0.7059265207578008,51.88559927569836,0.7059265207578008,,,,,,joint-bundle-0pct-extra,0.0
single,A0779,A0779,1,65.0,0.9458927018984808,61.483025623401254,0.9458927018984808,,,,,,joint-bundle-0pct-extra,0.0
single,A0780,A0780,1,65.0,0.9631921012115137,62.607486578748386,0.9631921012115137,,,,,,joint-bundle-0pct-extra,0.0
single,A0781,A0781,1,65.0,0.9417224472016135,61.211959068104875,0.9417224472016135,,,,,,joint-bundle-0pct-extra,0.0
single,A0782,A0782,1,65.0,0.9506994013156963,61.79546108552026,0.9506994013156963,,,,,,joint-bundle-0pct-extra,0.0
single,A0783,A0783,1,69.0,0.7202293049725097,49.69582204310317,0.7202293049725097,,,,,,joint-bundle-0pct-extra,0.0
single,A0784,A0784,1,67.5,0.7314424336221274,49.372364269493595,0.7314424336221274,,,,,,joint-bundle-0pct-extra,0.0
single,A0785,A0785,1,65.0,0.9470689395784827,61.55948107260138,0.9470689395784827,,,,,,joint-bundle-0pct-extra,0.0
single,A0786,A0786,1,72.0,0.7464842680911773,53.746867302564766,0.7464842680911773,,,,,,joint-bundle-0pct-extra,0.0
single,A0787,A0787,1,65.0,0.960322563777754,62.42096664555401,0.960322563777754,,,,,,joint-bundle-0pct-extra,0.0
single,A0788,A0788,1,77.0,0.8234168302369699,63.40309592824668,0.8234168302369699,,,,,,joint-bundle-0pct-extra,0.0
single,A0789,A0789,1,79.5,0.6677295991232729,53.0845031303002,0.6677295991232729,,,,,,joint-bundle-0pct-extra,0.0
single,A0790,A0790,1,77.0,0.8520238885653643,65.60583941953305,0.8520238885653643,,,,,,joint-bundle-0pct-extra,0.0
single,A0791,A0791,1,77.0,0.7615806402982866,58.641709302968074,0.7615806402982866,,,,,,joint-bundle-0pct-extra,0.0
single,A0792,A0792,1,74.5,0.6322638383573943,47.103655957625875,0.6322638383573943,,,,,,joint-bundle-0pct-extra,0.0
single,A0793,A0793,1,77.0,0.7894961437083021,60.791203065539264,0.7894961437083021,,,,,,joint-bundle-0pct-extra,0.0
single,A0794,A0794,1,77.0,0.854091530774577,65.76504786964243,0.854091530774577,,,,,,joint-bundle-0pct-extra,0.0
single,A0795,A0795,1,69.0,0.7215343651651418,49.78587119639479,0.7215343651651418,,,,,,joint-bundle-0pct-extra,0.0
single,A0796,A0796,1,77.0,0.7286896696604896,56.109104563857706,0.7286896696604896,,,,,,joint-bundle-0pct-extra,0.0
single,A0797,A0797,1,77.0,0.7882140620545823,60.69248277820284,0.7882140620545823,,,,,,joint-bundle-0pct-extra,0.0
single,A0798,A0798,1,77.0,0.7628287237972716,58.737811732389915,0.7628287237972716,,,,,,joint-bundle-0pct-extra,0.0
single,A0799,A0799,1,65.0,0.735615378475342,47.81499960089723,0.735615378475342,,,,,,joint-bundle-0pct-extra,0.0
single,A0800,A0800,1,77.0,0.6934710284033203,53.39726918705566,0.6934710284033203,,,,,,joint-bundle-0pct-extra,0.0
single,A0801,A0801,1,71.5,0.7104098540710421,50.79430456607951,0.7104098540710421,,,,,,joint-bundle-0pct-extra,0.0
single,A0802,A0802,1,72.0,0.9790054248098815,70.48839058631147,0.9790054248098815,,,,,,joint-bundle-0pct-extra,0.0
single,A0803,A0803,1,65.0,0.9513753738833529,61.83939930241794,0.9513753738833529,,,,,,joint-bundle-0pct-extra,0.0
single,A0804,A0804,1,65.0,0.9345528365186558,60.74593437371263,0.9345528365186558,,,,,,joint-bundle-0pct-extra,0.0
single,A0805,A0805,1,85.0,0.6118347854860361,52.00595676631307,0.6118347854860361,,,,,,joint-bundle-0pct-extra,0.0
single,A0806,A0806,1,65.0,0.9274535590962433,60.28448134125581,0.9274535590962433,,,,,,joint-bundle-0pct-extra,0.0
single,A0807,A0807,1,65.0,0.9022326563580464,58.645122663273014,0.9022326563580464,,,,,,joint-bundle-0pct-extra,0.0
single,A0808,A0808,1,77.0,0.6882048921690508,52.99177669701691,0.6882048921690508,,,,,,joint-bundle-0pct-extra,0.0
single,A0809,A0809,1,77.0,0.7286896696604896,56.109104563857706,0.7286896696604896,,,,,,joint-bundle-0pct-extra,0.0
single,A0810,A0810,1,73.0,0.7053949115651619,51.493828544256814,0.7053949115651619,,,,,,joint-bundle-0pct-extra,0.0
single,A0811,A0811,1,77.0,0.6879281984573249,52.97047128121402,0.6879281984573249,,,,,,joint-bundle-0pct-extra,0.0
single,A0812,A0812,1,77.0,0.687105830051902,52.90714891399645,0.687105830051902,,,,,,joint-bundle-0pct-extra,0.0
single,A0813,A0813,1,77.5,0.6825424747941804,52.89704179654898,0.6825424747941804,,,,,,joint-bundle-0pct-extra,0.0
single,A0814,A0814,1,82.0,0.6599831967261969,54.11862213154814,0.6599831967261969,,,,,,joint-bundle-0pct-extra,0.0
single,A0815,A0815,1,74.5,0.7020568565211532,52.30323581082592,0.7020568565211532,,,,,,joint-bundle-0pct-extra,0.0
single,A0816,A0816,1,77.0,0.6894181077373814,53.08519429577837,0.6894181077373814,,,,,,joint-bundle-0pct-extra,0.0
single,A0817,A0817,1,74.5,0.6992761092038112,52.09607013568394,0.6992761092038112,,,,,,joint-bundle-0pct-extra,0.0
single,A0818,A0818,1,71.5,0.7104430226572771,50.79667611999531,0.7104430226572771,,,,,,joint-bundle-0pct-extra,0.0
single,A0819,A0819,1,77.0,0.6867229275437974,52.8776654208724,0.6867229275437974,,,,,,joint-bundle-0pct-extra,0.0
single,A0820,A0820,1,80.0,0.6653361438001513,53.2268915040121,0.6653361438001513,,,,,,joint-bundle-0pct-extra,0.0
single,A0821,A0821,1,73.0,0.7066541083727795,51.58574991121291,0.7066541083727795,,,,,,joint-bundle-0pct-extra,0.0
single,A0822,A0822,1,76.5,0.6890546077237206,52.71267749086463,0.6890546077237206,,,,,,joint-bundle-0pct-extra,0.0
single,A0823,A0823,1,75.5,0.6951988494790472,52.48751313566807,0.6951988494790472,,,,,,joint-bundle-0pct-extra,0.0
single,A0824,A0824,1,78.0,0.6842185062994264,53.36904349135526,0.6842185062994264,,,,,,joint-bundle-0pct-extra,0.0
single,A0825,A0825,1,74.5,0.6992141856265217,52.09145682917587,0.6992141856265217,,,,,,joint-bundle-0pct-extra,0.0
single,A0826,A0826,1,79.5,0.6696568428726788,53.237719008377965,0.6696568428726788,,,,,,joint-bundle-0pct-extra,0.0
single,A0827,A0827,1,73.5,0.6899971193713007,50.7147882737906,0.6899971193713007,,,,,,joint-bundle-0pct-extra,0.0
single,A0828,A0828,1,65.0,0.9433081939577808,61.31503260725575,0.9433081939577808,,,,,,joint-bundle-0pct-extra,0.0
single,A0829,A0829,1,85.0,0.612345764154087,52.049389953097396,0.612345764154087,,,,,,joint-bundle-0pct-extra,0.0
single,A0830,A0830,1,77.0,0.7528798308009464,57.97174697167288,0.7528798308009464,,,,,,joint-bundle-0pct-extra,0.0
single,A0831,A0831,1,73.5,0.600966918483708,44.17106850855254,0.600966918483708,,,,,,joint-bundle-0pct-extra,0.0
single,A0832,A0832,1,73.0,0.7076445066847897,51.65804898798965,0.7076445066847897,,,,,,joint-bundle-0pct-extra,0.0
single,A0833,A0833,1,77.0,0.9469403975955839,72.91441061485996,0.9469403975955839,,,,,,joint-bundle-0pct-extra,0.0
single,A0834,A0834,1,65.0,0.9257535008868204,60.173977557643326,0.9257535008868204,,,,,,joint-bundle-0pct-extra,0.0
single,A0835,A0835,1,77.0,0.7876685614791541,60.65047923389486,0.7876685614791541,,,,,,joint-bundle-0pct-extra,0.0
bundle,,A0001;A0029,2,155.4,1.3493330581354663,104.84317861712574,,2.0,0.1994631990321821,0.8005368009678178,1.05,0.6746665290677332,joint-bundle-0pct-extra,0.0
bundle,,A0002;A0364;A0446,3,249.15000000000003,1.576807594549999,130.95387072737745,,2.0,1.2087372686974265,0.3956313656512868,1.1,0.5256025315166664,joint-bundle-0pct-extra,0.0
bundle,,A0003;A0360,2,161.70000000000002,0.9987917684622936,80.75231448017644,,2.0,0.6868979989446738,0.3131020010553261,1.1,0.4993958842311468,joint-bundle-0pct-extra,0.0
bundle,,A0005;A0008,2,161.70000000000002,1.1541849725114817,93.3158550275533,,2.0,0.7382753332318769,0.2617246667681231,1.1,0.5770924862557408,joint-bundle-0pct-extra,0.0
bundle,,A0007;A0013;A0019,3,242.55,1.911112786229078,154.51346876662095,,2.0,0.8001218239797592,0.5999390880101204,1.1,0.6370375954096926,joint-bundle-0pct-extra,0.0
bundle,,A0010;A0016;A0124,3,244.2,1.861733841631796,151.5451347088282,,2.0,0.8654166562411849,0.5672916718794075,1.1,0.6205779472105987,joint-bundle-0pct-extra,0.0
bundle,,A0011;A0036,2,161.70000000000002,1.2454673132118244,100.69603227317602,,2.0,0.4806051004142348,0.5193948995857651,1.1,0.6227336566059122,joint-bundle-0pct-extra,0.0
bundle,,A0012;A0022;A0023,3,242.0,2.009696033874711,162.11548006589334,,2.0,1.005357352145999,0.4973213239270004,1.1,0.669898677958237,joint-bundle-0pct-extra,0.0
bundle,,A0015;A0020;A0026,3,233.1,1.9596461780279253,152.26450803276984,,2.0,0.7648232221388522,0.6175883889305739,1.05,0.6532153926759752,joint-bundle-0pct-extra,0.0
bundle,,A0017;A0027;A0356,3,242.55,1.9336900973819608,156.3388443733315,,2.0,1.2015091071658848,0.3992454464170576,1.1,0.6445633657939869,joint-bundle-0pct-extra,0.0
bundle,,A0024;A0369,2,163.9,1.201722864877742,98.48118877673096,,2.0,0.77558187122923,0.22441812877077,1.1,0.600861432438871,joint-bundle-0pct-extra,0.0
bundle,,A0031;A0035,2,164.45000000000002,0.8802075348072228,72.3750645495239,,2.0,0.7039261633516458,0.2960738366483542,1.1,0.4401037674036114,joint-bundle-0pct-extra,0.0
bundle,,A0032;A0462,2,154.35,1.3066812116362918,100.84312250803082,,2.0,0.0,1.0,1.05,0.6533406058181459,joint-bundle-0pct-extra,0.0
bundle,,A0041;A0052;A0061;A0068,4,308.175,2.666277858384839,205.42004475193696,,2.0,1.228516857068096,0.5904943809773013,1.05,0.6665694645962098,joint-bundle-0pct-extra,0.0
bundle,,A0042;A0055,2,164.45000000000002,1.2924146648020671,106.26879581334998,,2.0,0.7597177898309037,0.2402822101690963,1.1,0.6462073324010336,joint-bundle-0pct-extra,0.0
bundle,,A0046;A0453,2,162.25,1.0351420071284905,83.97589532829879,,2.0,0.5288746286175343,0.4711253713824657,1.1,0.5175710035642452,joint-bundle-0pct-extra,0.0
bundle,,A0048;A0445,2,170.5,1.2031575763728235,102.5691833857832,,2.0,0.1853862346640429,0.8146137653359571,1.1,0.6015787881864118,joint-bundle-0pct-extra,0.0
bundle,,A0057;A0119;A0123,3,243.65,1.905208458731612,154.73468032331908,,2.0,1.1358231539064396,0.4320884230467802,1.1,0.6350694862438706,joint-bundle-0pct-extra,0.0
bundle,,A0060;A0355;A0375,3,242.55,1.816035299364041,146.82645395358273,,2.0,0.6805999566273753,0.6597000216863124,1.1,0.6053450997880137,joint-bundle-0pct-extra,0.0
bundle,,A0044;A0062;A0082,3,250.25,1.5847156667453783,132.19169853434363,,2.0,1.449052031785362,0.275473984107319,1.1,0.5282385555817928,joint-bundle-0pct-extra,0.0
bundle,,A0067;A0084;A0456,3,241.45000000000005,1.381915688763752,111.221181017336,,2.0,0.8781746233473314,0.5609126883263342,1.1,0.4606385629212507,joint-bundle-0pct-extra,0.0
bundle,,A0069;A0073,2,162.8,1.2702313072626945,103.39682841118332,,2.0,0.4958080028354725,0.5041919971645275,1.1,0.6351156536313471,joint-bundle-0pct-extra,0.0
bundle,,A0070;A0078,2,163.9,1.3078792824185772,107.1807071942024,,2.0,0.0,1.0,1.1,0.6539396412092886,joint-bundle-0pct-extra,0.0
bundle,,A0076;A0102,2,169.95000000000002,1.2116640833626984,102.9611554837453,,2.0,0.7249026018863092,0.2750973981136908,1.1,0.6058320416813492,joint-bundle-0pct-extra,0.0
bundle,,A0080;A0451,2,162.8,0.8109219548680757,66.00904712626136,,2.0,0.6131816745663672,0.3868183254336328,1.1,0.4054609774340378,joint-bundle-0pct-extra,0.0
bundle,,A0087;A0099;A0452,3,243.65,1.9685165377688527,159.87635147579368,,2.0,0.0580774789424702,0.9709612605287647,1.1,0.6561721792562843,joint-bundle-0pct-extra,0.0
bundle,,A0093;A0097;A0361,3,236.25,2.098312262393768,165.24209066350923,,2.0,0.1982383393082218,0.9008808303458892,1.05,0.6994374207979227,joint-bundle-0pct-extra,0.0
bundle,,A0095;A0118,2,161.70000000000002,1.3396185623954289,108.30816076967044,,2.0,0.1397511466167866,0.8602488533832133,1.1,0.6698092811977144,joint-bundle-0pct-extra,0.0
bundle,,A0098;A0105,2,161.15,1.3675458596642671,110.19000764244836,,2.0,0.3890212831278917,0.6109787168721084,1.1,0.6837729298321337,joint-bundle-0pct-extra,0.0
bundle,,A0112;A0120;A0467,3,242.55,1.998063882945216,161.54346493612073,,2.0,1.0156775457227138,0.4921612271386431,1.1,0.6660212943150721,joint-bundle-0pct-extra,0.0
bundle,,A0077;A0121;A0723,3,242.0,2.0759383413633303,167.45902620330864,,2.0,1.0850622306357125,0.4574688846821437,1.1,0.69197944712111,joint-bundle-0pct-extra,0.0
bundle,,A0122;A0458,2,156.45000000000002,1.3220053256463788,103.413866598688,,2.0,0.0099509077062747,0.9900490922937252,1.05,0.6610026628231894,joint-bundle-0pct-extra,0.0
bundle,,A0125;A0454,2,155.4,1.3304488340383966,103.37587440478342,,2.0,0.2648187390590238,0.7351812609409762,1.05,0.6652244170191983,joint-bundle-0pct-extra,0.0
bundle,,A0132;A0144;A0191,3,229.95,2.0264994191719707,155.33118047953155,,0.0,0.4893946592049182,0.7553026703975408,1.05,0.6754998063906569,joint-bundle-0pct-extra,0.0
bundle,,A0134;A0142;A0474,3,229.95,2.1153661523424945,162.1428155770522,,0.0,0.5631034240513215,0.7184482879743392,1.05,0.7051220507808315,joint-bundle-0pct-extra,0.0
bundle,,A0135;A0183;A0197,3,220.0,2.0651216581699874,151.44225493246572,,0.0,0.1739223158264307,0.9130388420867848,1.0,0.6883738860566624,joint-bundle-0pct-extra,0.0
bundle,,A0180;A0378;A0379,3,229.95,2.081865007277964,159.57495280785596,,0.0,0.3165593217033128,0.8417203391483435,1.05,0.6939550024259881,joint-bundle-0pct-extra,0.0
bundle,,A0285;A0286;A0423,3,231.525,2.017586597846403,155.70724568879618,,3.0,1.0720039676568534,0.4639980161715733,1.05,0.6725288659488011,joint-bundle-0pct-extra,0.0
bundle,,A0447;A0465,2,164.45000000000002,0.9684369704964242,79.6297298990685,,2.0,0.6366195589156273,0.3633804410843727,1.1,0.4842184852482121,joint-bundle-0pct-extra,0.0
single,A0004,A0004,1,79.5,0.694144797661609,55.18451141409791,0.694144797661609,,,,,,joint-bundle-1pct-extra,0.01
single,A0006,A0006,1,79.5,0.6876319256960474,54.666738092835764,0.6876319256960474,,,,,,joint-bundle-1pct-extra,0.01
single,A0009,A0009,1,74.0,0.5923618757150785,43.83477880291581,0.5923618757150785,,,,,,joint-bundle-1pct-extra,0.01
single,A0014,A0014,1,74.0,0.45738531658153186,33.84651342703336,0.45738531658153186,,,,,,joint-bundle-1pct-extra,0.01
single,A0018,A0018,1,74.0,0.5365297956685856,39.70320487947534,0.5365297956685856,,,,,,joint-bundle-1pct-extra,0.01
single,A0021,A0021,1,74.0,0.5887576776284094,43.56806814450229,0.5887576776284094,,,,,,joint-bundle-1pct-extra,0.01
single,A0025,A0025,1,75.5,0.4164177945102531,31.439543485524112,0.4164177945102531,,,,,,joint-bundle-1pct-extra,0.01
single,A0028,A0028,1,74.5,0.39421300610988097,29.368868955186134,0.39421300610988097,,,,,,joint-bundle-1pct-extra,0.01
single,A0030,A0030,1,76.0,0.5727863167623747,43.531760073940475,0.5727863167623747,,,,,,joint-bundle-1pct-extra,0.01
single,A0033,A0033,1,73.5,0.3933545570748389,28.91155994500066,0.3933545570748389,,,,,,joint-bundle-1pct-extra,0.01
single,A0034,A0034,1,74.0,0.38142689386905976,28.225590146310424,0.38142689386905976,,,,,,joint-bundle-1pct-extra,0.01
single,A0037,A0037,1,78.0,0.4842993953128824,37.77535283440483,0.4842993953128824,,,,,,joint-bundle-1pct-extra,0.01
single,A0038,A0038,1,79.5,0.6903052827534418,54.87926997889863,0.6903052827534418,,,,,,joint-bundle-1pct-extra,0.01
single,A0039,A0039,1,74.5,0.41357321492618265,30.811204512000607,0.41357321492618265,,,,,,joint-bundle-1pct-extra,0.01
single,A0040,A0040,1,74.0,0.23138697088321858,17.122635845358175,0.23138697088321858,,,,,,joint-bundle-1pct-extra,0.01
single,A0043,A0043,1,75.0,0.45687716767167896,34.265787575375924,0.45687716767167896,,,,,,joint-bundle-1pct-extra,0.01
single,A0045,A0045,1,74.0,0.22944464947859392,16.97890406141595,0.22944464947859392,,,,,,joint-bundle-1pct-extra,0.01
single,A0047,A0047,1,75.0,0.3173568640890148,23.80176480667611,0.3173568640890148,,,,,,joint-bundle-1pct-extra,0.01
single,A0049,A0049,1,76.5,0.3557925469996345,27.21812984547204,0.3557925469996345,,,,,,joint-bundle-1pct-extra,0.01
single,A0050,A0050,1,78.0,0.45120190520512043,35.193748605999396,0.45120190520512043,,,,,,joint-bundle-1pct-extra,0.01
single,A0051,A0051,1,74.5,0.3783122852185615,28.18426524878283,0.3783122852185615,,,,,,joint-bundle-1pct-extra,0.01
single,A0053,A0053,1,78.0,0.49813497566211323,38.85452810164483,0.49813497566211323,,,,,,joint-bundle-1pct-extra,0.01
single,A0054,A0054,1,75.0,0.5363519971070972,40.22639978303229,0.5363519971070972,,,,,,joint-bundle-1pct-extra,0.01
single,A0056,A0056,1,81.0,0.6620628131972078,53.62708786897383,0.6620628131972078,,,,,,joint-bundle-1pct-extra,0.01
single,A0058,A0058,1,77.0,0.5740011325167572,44.19808720379031,0.5740011325167572,,,,,,joint-bundle-1pct-extra,0.01
single,A0059,A0059,1,74.0,0.25648747784152387,18.980073360272765,0.25648747784152387,,,,,,joint-bundle-1pct-extra,0.01
single,A0063,A0063,1,79.5,0.6903052827534418,54.87926997889863,0.6903052827534418,,,,,,joint-bundle-1pct-extra,0.01
single,A0064,A0064,1,79.5,0.6925873810572374,55.06069679405037,0.6925873810572374,,,,,,joint-bundle-1pct-extra,0.01
single,A0065,A0065,1,75.0,0.48981657028527986,36.73624277139599,0.48981657028527986,,,,,,joint-bundle-1pct-extra,0.01
single,A0066,A0066,1,75.0,0.4144978848207188,31.08734136155391,0.4144978848207188,,,,,,joint-bundle-1pct-extra,0.01
single,A0071,A0071,1,78.0,0.5790711704525835,45.167551295301514,0.5790711704525835,,,,,,joint-bundle-1pct-extra,0.01
single,A0072,A0072,1,74.5,0.3650077996914159,27.193081077010483,0.3650077996914159,,,,,,joint-bundle-1pct-extra,0.01
single,A0074,A0074,1,74.5,0.25659284149604267,19.116166691455177,0.25659284149604267,,,,,,joint-bundle-1pct-extra,0.01
single,A0075,A0075,1,74.5,0.24149870036137913,17.991653176922746,0.24149870036137913,,,,,,joint-bundle-1pct-extra,0.01
single,A0079,A0079,1,78.5,0.6936824593148551,54.454073056216124,0.6936824593148551,,,,,,joint-bundle-1pct-extra,0.01
single,A0081,A0081,1,78.0,0.40201481140103934,31.357155289281067,0.40201481140103934,,,,,,joint-bundle-1pct-extra,0.01
single,A0083,A0083,1,74.0,0.18954695391816448,14.026474589944172,0.18954695391816448,,,,,,joint-bundle-1pct-extra,0.01
single,A0085,A0085,1,74.0,0.29642675593829454,21.935579939433797,0.29642675593829454,,,,,,joint-bundle-1pct-extra,0.01
single,A0086,A0086,1,74.5,0.3740673444743194,27.868017163336795,0.3740673444743194,,,,,,joint-bundle-1pct-extra,0.01
single,A0088,A0088,1,78.0,0.37210008181726506,29.023806381746674,0.37210008181726506,,,,,,joint-bundle-1pct-extra,0.01
