design_id,tower_y_m,width_m,height_m,center_z_m,clearance_m,rotation_deg,offset_u,offset_v,mirror_count,total_area_m2,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2
121,-65.30651945410766,6.294343199228521,5.812815370169376,3.1,0.05,36.66031094582894,0.6693056349240354,0.04494373512672034,3172,116056.67572248851,0.5768505467737362,0.7818704518891822,0.9576839778274674,0.8704245833703662,60.07944870775091,0.5176733551408211
122,-55.10947051942601,6.411109712296218,5.958680060973108,3.1,0.05,29.36678684256551,0.5381748740344964,0.18261425995708813,3103,118540.0352500827,0.5638468203076267,0.7769047456148476,0.95673859742133,0.8566647468140126,59.99795085112075,0.5061408217446847
123,-47.984921827893004,6.318345713128414,5.856022634918822,3.1,0.05,4.424260580859116,0.822199329949668,0.7720251892308969,3159,116884.18624026714,0.5711022339192393,0.7735830814666884,0.9574289134665818,0.8702221697398775,59.92855158133908,0.5127173615954339
124,-50.12941904411126,6.159861368853485,5.838138792101608,3.1,0.05,3.0417632490775843,0.5780582504434345,0.932290326516855,3251,116912.8703628943,0.5829573574068463,0.7744164358607917,0.9574352279639413,0.8874931908399214,61.184750614404805,0.523336313824894
125,-55.28795785104374,6.268463949565307,5.969240126596428,3.1,0.05,20.21507081548593,0.058364105315747095,0.9618652535413399,3183,119101.38749640096,0.5736843785359961,0.7770786367755631,0.9565497187972549,0.8716468792572074,61.33386790866276,0.5149719008144734
126,-55.41536338576546,6.231872928138997,5.737249523641379,3.1,0.05,3.1806798188290863,0.5565345602618119,0.27006539225382986,3212,114841.23768260932,0.5807277265037128,0.7771218657161696,0.9582141861511005,0.8804305799623982,59.86162491730123,0.5212554838771666
127,-52.249272974323404,6.3368910086868775,6.057774634469126,3.1,0.05,46.48958310606679,0.7984774452555187,0.7372877230087902,3158,121227.59114443991,0.5659999498360634,0.7755623966482181,0.9559644217808158,0.8620580202996507,61.59871418764544,0.5081245416668552
128,-49.292491126456625,6.37906225626789,5.92960095526021,3.1,0.05,29.31670520990589,0.443331630145139,0.3771359340918664,3119,117977.09088945451,0.5654985464427809,0.7740166810837026,0.9569366104184667,0.861824456981363,59.895253646939146,0.5076854599090046
129,-48.73492941834666,6.186410253948422,5.752031027490901,3.1,0.05,1.6141354365429559,0.8064149654158779,0.23577727664972692,3230,114937.68864628237,0.5822888025844967,0.7737473633478457,0.9580884328058343,0.8863800572135293,60.082397722689784,0.5227388720821743
130,-58.23021014365177,6.350950767319274,6.029277464851262,3.1,0.05,22.726105776567177,0.33352174290198844,0.6173538192336901,3148,120542.09638791693,0.5668171628042052,0.7785489979659568,0.9561673062518453,0.8602141346285962,61.32992550064879,0.5087842947685491
131,-61.47043436278229,6.1969264961305335,5.881778581750611,3.1,0.05,29.215610369808694,0.3864892696464006,0.7206099163071935,3228,117657.20910744845,0.5818840393736071,0.7800815631599245,0.9571198862375984,0.8804583062045281,61.44627895973492,0.5222483129242013
132,-64.12889422638956,6.294697245318493,6.041960965270078,3.1,0.05,1.7849024334579642,0.06820248481342028,0.40985353750429876,3167,120448.34174563829,0.5718820000607742,0.7814969904580108,0.9560224688322787,0.8650557668586183,61.82216409921651,0.5132670421463501
133,-51.127480728094554,6.427217833904727,5.963640145977202,3.1,0.05,17.607425890855946,0.895989941446509,0.6808505494581311,3091,118476.83780505514,0.5619973719788347,0.7751289070341761,0.9567251221207285,0.855595809966875,59.774249319476084,0.5045226596765705
134,-58.98072790242888,6.281834956115705,5.8299085354718105,3.1,0.05,58.33144083634066,0.9360964305940863,0.9226267227860077,3173,116203.26620588395,0.5764754672816735,0.7789392190227523,0.9575688731763469,0.8728671842107022,60.124849769486936,0.5174110137572236
135,-53.67081548965517,6.347132889163039,6.028713362152467,3.1,0.05,25.320436215618894,0.4259017612635587,0.44847347941994387,3136,119999.18068175844,0.5664823526725935,0.7763115525079014,0.9561834863305554,0.8618449792870222,61.023868134337285,0.5085357065576512
136,-48.80543259310494,6.303909170860429,5.990429064524482,3.1,0.05,7.843151016727278,0.35273405939902325,0.9190339415066303,3163,119444.75082864513,0.5692835266587601,0.7736621793442463,0.9564374212161094,0.8684748560880051,61.04873423495376,0.5111043709449734
137,-48.77966597777047,6.25495703984404,5.947343847823095,3.1,0.05,19.80190735767583,0.29298988473451193,0.059864792465902705,3192,118743.61381965096,0.5739039476423726,0.7738766350474842,0.956714337363613,0.8749835481456432,61.18167120783034,0.5152417821875769
138,-58.81709870880249,6.381661297036715,6.010593325481086,3.1,0.05,38.31933759979473,0.7337010220823055,0.31870005183248185,3118,119598.90574644862,0.565506986775849,0.7788435839299975,0.9563313930235312,0.8577324586322072,60.708353437524615,0.5075995725765852
139,-60.098342347972476,6.291237725519319,5.887567676293142,3.1,0.05,1.865793164947089,0.5369489153416972,0.435286613263691,3170,117417.07856896,0.5748716004738958,0.7794927425187382,0.9571526043230624,0.8703676990770136,60.58359755616896,0.515969212439464
140,-40.68594700195773,6.222327635387179,5.924135576577399,3.1,0.05,7.986243769164334,0.2932822489068032,0.8649741109781733,3207,118216.15343213473,0.5748067269383664,0.7696646017627593,0.9568738175103798,0.8804591921671858,61.01673524544193,0.5161454968205363
141,-51.670684265320574,6.227142765935796,5.884430536844832,3.1,0.05,54.14043762394128,0.783084951421814,0.4583898563195452,3211,117661.28003686877,0.5775041075948456,0.7749628994618953,0.9571443350810157,0.8789263194009314,60.99969311182128,0.5184347228987074
142,-45.78787684492309,6.210277135126356,5.919588665281181,3.1,0.05,14.570970564672363,0.6412920423018801,0.6385532920103207,3218,118301.03678998865,0.5770343064609517,0.7723605151807075,0.9568895758294956,0.881108293073351,61.289843861483455,0.5180837423283696
143,-45.96299284167472,6.355265001878631,6.07650968147403,3.1,0.05,13.405175253938024,0.23943770462254055,0.2566946367113476,3132,120951.04140596252,0.5631277955407474,0.7724092058031622,0.9558601006375144,0.8608483261070594,61.15549541144877,0.5056219004033643
144,-60.411054964774166,6.207413168145106,5.864577776235265,3.1,0.05,17.82593915364617,0.5162164613834506,0.22348791973323723,3220,117220.42055048083,0.5815412141719114,0.7797022076330207,0.9572588812089884,0.8800933589918485,61.18288321660954,0.521947310283375
145,-49.97167807445859,6.235607217896844,5.981127247707695,3.1,0.05,12.86085762731829,0.21262174671959488,0.5382063885596787,3206,119570.84851971167,0.5745540623861157,0.7742398895504106,0.9564499716710082,0.8759281456830824,61.67724090888079,0.5158217213680899
146,-55.44026260692533,6.17313556920717,5.897949159608247,3.1,0.05,42.28351899270324,0.5828710921519971,0.8703044366560131,3238,117891.82308638727,0.5820996971059051,0.7771301675118403,0.9569984758847561,0.8838984595873453,61.60002882730342,0.5225131583737146
147,-57.61537342533964,6.4356350214123355,6.119597419883713,3.1,0.05,6.542855737602524,0.8162504145142837,0.8592493557017177,3094,121852.53499144531,0.5584457613845697,0.7782166311093298,0.9555836571958193,0.848436216433936,61.08377829199292,0.5012926345461859
148,-49.112577857376394,6.191901421359492,5.780033824987118,3.1,0.05,35.922930276980516,0.8082095771568791,0.6609203363011075,3229,115563.97149065664,0.5815355606069766,0.773857185055518,0.9578883643747472,0.885354387846138,60.33214331288799,0.5220670641088677
149,-58.42122714390764,6.395034049705302,6.1136878659067895,3.1,0.05,12.10907214650732,0.6610130708777879,0.625133648758604,3123,122100.68699005671,0.5614778007599183,0.7786535217421722,0.9555889141218005,0.8526078067136373,61.539150010806374,0.5040033068431288
150,-62.59762615913284,6.347252013713987,5.917791324036996,3.1,0.05,1.0692740193080064,0.7203704994562231,0.4955994584645197,3138,117868.65507465511,0.5706323635590353,0.7806940422447741,0.956967525575896,0.8629958971856062,60.3651711159888,0.5121393052101509
151,-42.940166522905415,6.296763099981229,5.909217436576668,3.1,0.05,5.866830683766013,0.5863300027998665,0.21169028863037154,3174,118101.18287417077,0.5702816737306479,0.7707019923496924,0.9570345107501326,0.8722905511700143,60.47442938449256,0.5120560854070715
152,-44.731834755319845,6.32087359779431,5.99911442310307,3.1,0.05,10.016047415477226,0.6342528551574892,0.11477378837295071,3155,119636.4767163243,0.5669833207990653,0.771482209711492,0.9563964735865998,0.8671457215207797,60.90582241048172,0.5090907395651445
153,-40.39138593136711,6.226734318925582,5.871619446790617,3.1,0.05,34.82599660961546,0.7604013579925474,0.5926845404633854,3204,117141.48987167433,0.5753411782556792,0.7692995541835433,0.9572614240974874,0.8812377285596786,60.51837108513195,0.5166262709431847
154,-74.27895348304142,6.40864580985497,6.104114230269273,3.1,0.05,18.727445811103124,0.615803988987011,0.771237322324657,3101,121308.34796862763,0.5636111397070453,0.7864708766944395,0.9556297589387158,0.8482447577168502,61.35038941153233,0.5057392210748644
155,-53.880266056337845,6.251126998910069,5.943281066946466,3.1,0.05,6.12150580092213,0.14285000308057327,0.35295403064108544,3190,118515.53311964328,0.5754183802364318,0.7763900740038495,0.9567319711928027,0.8747051983339571,61.21810871065871,0.5165408035490004
156,-54.40420841146259,6.357379292911444,6.0204620571013745,3.1,0.05,23.098970744782616,0.6207233522450009,0.899489839760782,3134,119951.84679601304,0.5660341807356436,0.7765848605198005,0.9562493471970944,0.8608261196012035,60.9505811101613,0.5081254081382528
157,-49.0008638901634,6.190296712410362,5.854620611140535,3.1,0.05,38.99020228187615,0.2799734942587644,0.20190388920050206,3237,117314.83194166771,0.580210732000349,0.7738591809385125,0.9573387317291563,0.8839593565519394,61.10768085523776,0.5208862327452529
158,-63.56721993813557,6.423607933118218,6.150830624211075,3.1,0.05,53.769364647786375,0.7892133231433446,0.25575563575011495,3101,122522.13614253404,0.5594405955821833,0.781134942423528,0.9553333437189571,0.8473699284235756,61.521602683679475,0.5021264289100328
159,-69.51279230314267,6.264749606315515,5.789701191435304,3.1,0.05,53.23823416572994,0.9826624277175657,0.7621943382549126,3189,115668.30912027511,0.5803285489324924,0.7842162209052188,0.9578190466471956,0.87318242189265,60.23273506093613,0.5207367127525351
160,-51.90929115812382,6.356502110395188,6.037605753948961,3.1,0.05,28.651984819375237,0.0728304839709355,0.5462769215612152,3141,120545.46672418831,0.5649189921294597,0.7751639603542373,0.9561264380980785,0.8606681368199166,61.13550016459525,0.5071571899462228
161,-64.90244750540708,6.426286273329264,5.97980632187505,3.1,0.05,36.292438589594525,0.7205659782076271,0.5244068176415752,3097,119011.3527367926,0.5640876554124918,0.7817717891116512,0.9565731723542229,0.8524798855385957,60.24949662048815,0.5062499940970917
162,-58.39673895373546,6.353218953690755,6.036271399228379,3.1,0.05,32.30376171787791,0.5076783051382115,0.4140449092573879,3132,120111.42909953975,0.566783190201947,0.7786867234232879,0.9561222397508007,0.860027771195018,61.10690536124517,0.5087517967220601
163,-63.493767884017714,6.1562334860490715,5.76155720783113,3.1,0.05,48.631093479592074,0.02442760359616225,0.4373528027640272,3243,115027.56065766905,0.5877107517597774,0.7812883689812513,0.9579655290113858,0.8870685887497036,60.66879716238397,0.5274283555654894
164,-52.87802588983254,6.229530007201887,5.825483592984363,3.1,0.05,6.616311609026579,0.5133738229553296,0.07220778862455157,3211,116527.26979000527,0.5787174840202725,0.7757263373003305,0.95757228231506,0.8795469510594655,60.53552209419129,0.5194966139967309
165,-46.372284124744596,6.266156517667152,5.922288443905373,3.1,0.05,37.62268619002538,0.8469140876814454,0.15967446023619758,3186,118232.41645465208,0.5730816106094045,0.7726666150583016,0.9569090817054067,0.8747267717931608,60.83364496259307,0.5145259378668434
166,-66.75909472874581,6.419986317290457,6.06907794995236,3.1,0.05,33.05256968794311,0.5574763590010994,0.925896207232837,3100,120786.53193151645,0.5626889687179842,0.7827962707649335,0.9559158158007952,0.8500691459763395,60.99592316788679,0.5049894403994499
167,-74.61997198343853,6.442106337760213,6.174593049180349,3.1,0.05,6.677504275044178,0.5309041463897065,0.8229380008855476,3094,123071.22923707485,0.558953498656297,0.7863975800731231,0.9551422662018118,0.8418342291781316,61.72916203619846,0.5015726455229289
168,-70.69726903633828,6.162159624893242,5.803623559590734,3.1,0.05,4.604695384386412,0.29377927763889977,0.13676634031098311,3243,115978.93804177603,0.587880504515256,0.7849917305931964,0.9576403508131429,0.883955339590882,61.17859705066857,0.5274974756936628
169,-73.48089633122504,6.347021843545626,5.989776129294184,3.1,0.05,2.6722863302141837,0.7606251102927367,0.5466572914878883,3145,119564.21958166893,0.5706318921866856,0.7861438537828334,0.9564083037874855,0.8582957774902946,61.219577176255854,0.5120225548282822
170,-56.05440242036726,6.206805315732438,5.934762192081188,3.1,0.05,53.054016060772305,0.2530536845502197,0.055897633989677176,3222,118685.31336600691,0.5791021522240106,0.7774507905636241,0.9567547955188095,0.8792625575773397,61.69537522592517,0.5198231649409417
171,-70.05331979666867,6.168989656495434,5.881877432681359,3.1,0.05,50.19478253015383,0.3730960961081987,0.7239751417544252,3242,117636.7514613581,0.5854303792662775,0.7843229989095287,0.9570753410808199,0.881625364159165,61.79800789304217,0.5253290925271927
172,-64.07473413808782,6.265570069521134,5.989829938260089,3.1,0.05,54.73382764517819,0.052097515248720194,0.8703362618073999,3185,119532.09189684865,0.5751238200118287,0.7814517098615474,0.9563778571945379,0.8696667305821086,61.69864095854397,0.5161680012409336
173,-50.70711950789979,6.355827856867137,6.0875965797181015,3.1,0.05,45.613496158693174,0.9932192195616607,0.9020268182769894,3134,121259.8377018716,0.5635899924652739,0.7747165242603944,0.9557678314927599,0.8594308357102108,61.3556169142151,0.5059846530972892
174,-43.93315340500979,6.180534820777115,5.766601541859808,3.1,0.05,23.772386351928688,0.3222715988811602,0.29579240067778556,3239,115440.1677898904,0.5814293748630659,0.7713962351355794,0.95798720010511,0.8875573285405569,60.26279023100911,0.5220261836477216
175,-51.387310894685655,6.298360729690786,5.874678405249086,3.1,0.05,54.002723378852735,0.4952030580822401,0.9980073333241991,3168,117218.6730544368,0.5725492914569418,0.7747519058302048,0.9572701934263456,0.87145792227789,60.2492114303823,0.5139898777253888
176,-65.53529320286567,6.2314498133447005,5.936897963108745,3.1,0.05,13.843932165046178,0.3072810605390415,0.1442571011874323,3208,118681.50530662616,0.5789988082215296,0.7821686141768597,0.9567325531755367,0.8744269265490144,61.66914814532421,0.519618857091469
