year,start_date,end_date,method,distance_m,elevation_change_m
2022,2022-07-07,2022-07-23,pchip,1675.0,-0.6211298147059452
2022,2022-07-07,2022-07-23,pchip,1680.0,-0.41329224325329506
2022,2022-07-07,2022-07-23,pchip,1685.0,-0.27164904187888794
2022,2022-07-07,2022-07-23,pchip,1690.0,-0.2175175288154989
2022,2022-07-07,2022-07-23,pchip,1695.0,-0.2649210236068029
2022,2022-07-07,2022-07-23,pchip,1700.0,-0.2626885996126376
2022,2022-07-07,2022-07-23,pchip,1705.0,-0.25626548459914034
2022,2022-07-07,2022-07-23,pchip,1710.0,-0.25056638500102935
2022,2022-07-07,2022-07-23,pchip,1715.0,-0.24540805355798767
2022,2022-07-07,2022-07-23,pchip,1720.0,-0.24005445135889403
2022,2022-07-07,2022-07-23,pchip,1725.0,-0.2336252139943582
2022,2022-07-07,2022-07-23,pchip,1730.0,-0.23146591936703942
2022,2022-07-07,2022-07-23,pchip,1735.0,-0.23954396615745566
2022,2022-07-07,2022-07-23,pchip,1740.0,-0.25627205403802833
2022,2022-07-07,2022-07-23,pchip,1745.0,-0.26894342596683174
2022,2022-07-07,2022-07-23,pchip,1750.0,-0.28013112709667354
2022,2022-07-07,2022-07-23,pchip,1755.0,-0.2933533602972105
2022,2022-07-07,2022-07-23,pchip,1760.0,-0.31255708581402786
2022,2022-07-07,2022-07-23,pchip,1765.0,-0.3395738301005835
2022,2022-07-07,2022-07-23,pchip,1770.0,-0.37024353514502906
2022,2022-07-07,2022-07-23,pchip,1775.0,-0.4299999999999997
2022,2022-07-07,2022-07-23,pchip,1780.0,-0.4386568658189063
2022,2022-07-07,2022-07-23,pchip,1785.0,-0.42233810994568444
2022,2022-07-07,2022-07-23,pchip,1790.0,-0.4009430357187824
2022,2022-07-07,2022-07-23,pchip,1795.0,-0.38667701059804926
2022,2022-07-07,2022-07-23,pchip,1800.0,-0.3662308694166896
2022,2022-07-07,2022-07-23,pchip,1805.0,-0.35332721894398134
2022,2022-07-07,2022-07-23,pchip,1810.0,-0.36456283884648144
2022,2022-07-07,2022-07-23,pchip,1815.0,-0.39135805833802806
2022,2022-07-07,2022-07-23,pchip,1820.0,-0.4204385240813977
2022,2022-07-07,2022-07-23,pchip,1825.0,-0.4458726962855053
2022,2022-07-07,2022-07-23,pchip,1830.0,-0.46350734161901386
2022,2022-07-07,2022-07-23,pchip,1835.0,-0.4771872615520536
2022,2022-07-07,2022-07-23,pchip,1840.0,-0.49232883876851474
2022,2022-07-07,2022-07-23,pchip,1845.0,-0.5133652910031046
2022,2022-07-07,2022-07-23,pchip,1850.0,-0.5345558033640074
2022,2022-07-07,2022-07-23,pchip,1855.0,-0.5443745943467704
2022,2022-07-07,2022-07-23,pchip,1860.0,-0.5342358632510411
2022,2022-07-07,2022-07-23,pchip,1865.0,-0.5222350429415528
2022,2022-07-07,2022-07-23,pchip,1870.0,-0.509755837961869
2022,2022-07-07,2022-07-23,pchip,1875.0,-0.4964906666666664
2022,2022-07-07,2022-07-23,pchip,1880.0,-0.513032205128205
2022,2022-07-07,2022-07-23,pchip,1885.0,-0.5446916923077012
2022,2022-07-07,2022-07-23,pchip,1890.0,-0.5671619124579124
2022,2022-07-07,2022-07-23,pchip,1895.0,-0.581873562289573
2022,2022-07-07,2022-07-23,pchip,1900.0,-0.5935912727272736
2022,2022-07-07,2022-07-23,pchip,1905.0,-0.5999865319865378
2022,2022-07-07,2022-07-23,pchip,1910.0,-0.5759124579124588
2022,2022-07-07,2022-07-23,pchip,1915.0,-0.549818181818182
2022,2022-07-07,2022-07-23,pchip,1920.0,-0.5622962962962958
2022,2022-07-07,2022-07-23,pchip,1925.0,-0.6241481481481514
2022,2022-07-07,2022-07-23,pchip,1930.0,-0.6859999999999999
2022,2022-07-07,2022-07-23,pchip,1935.0,-0.6995406151832952
2022,2022-07-07,2022-07-23,pchip,1940.0,-0.6948617315527343
2022,2022-07-07,2022-07-23,pchip,1945.0,-0.6863374184458735
2022,2022-07-07,2022-07-23,pchip,1950.0,-0.6737042072941577
2022,2022-07-07,2022-07-23,pchip,1955.0,-0.6447286859969026
2022,2022-07-07,2022-07-23,pchip,1960.0,-0.6043079280624468
2022,2022-07-07,2022-07-23,pchip,1965.0,-0.5607535226004572
2022,2022-07-07,2022-07-23,pchip,1970.0,-0.4966448102678669
2022,2022-07-07,2022-07-23,pchip,1975.0,-0.4304609026227837
2022,2022-07-07,2022-07-23,pchip,1980.0,-0.3824592592592708
2022,2022-07-07,2022-07-23,pchip,1985.0,-0.3654734375000004
2022,2022-07-07,2022-07-23,pchip,1990.0,-0.4028365740740725
2022,2022-07-07,2022-07-23,pchip,1995.0,-0.48457031250000426
2022,2022-07-07,2022-07-23,pchip,2000.0,-0.5738729539254379
2022,2022-07-07,2022-07-23,pchip,2005.0,-0.6838787233110466
2022,2022-07-07,2022-07-23,pchip,2010.0,-0.7941459383385023
2022,2022-07-07,2022-07-23,pchip,2015.0,-0.8870860309549968
2022,2022-07-07,2022-07-23,pchip,2020.0,-0.9449653016115107
2022,2022-07-07,2022-07-23,pchip,2025.0,-0.9454328874044009
2022,2022-07-07,2022-07-23,pchip,2030.0,-0.9009148178312572
2022,2022-07-07,2022-07-23,pchip,2035.0,-0.8772812425003806
2022,2022-07-07,2022-07-23,pchip,2040.0,-0.8400463372997606
2022,2022-07-07,2022-07-23,pchip,2045.0,-0.629005560258129
2022,2022-07-07,2022-07-23,pchip,2050.0,-0.3235140090086972
2022,2022-07-07,2022-07-23,pchip,2055.0,-0.06795114011354286
2022,2022-07-07,2022-07-23,pchip,2060.0,0.1138903285930013
2022,2022-07-07,2022-07-23,pchip,2065.0,0.22200352869855067
2022,2022-07-07,2022-07-23,pchip,2070.0,0.17772355338274792
2022,2022-07-07,2022-07-23,pchip,2075.0,-0.007809252060546612
