year,survey_date,method,distance_m,bed_elevation_m
2021,2021-07-07,pchip,2055.0,42.4446814851143
2021,2021-07-07,pchip,2060.0,42.64090163240946
2021,2021-07-07,pchip,2065.0,42.85928209717319
2021,2021-07-07,pchip,2070.0,43.144231280542115
2021,2021-07-07,pchip,2075.0,43.50885903211667
2021,2021-07-22,pchip,1680.0,44.077475232599696
2021,2021-07-22,pchip,1685.0,43.25217854457805
2021,2021-07-22,pchip,1690.0,42.62369466919389
2021,2021-07-22,pchip,1695.0,42.26846122783006
2021,2021-07-22,pchip,1700.0,42.196359086549
2021,2021-07-22,pchip,1705.0,42.17204805963604
2021,2021-07-22,pchip,1710.0,42.155342546864716
2021,2021-07-22,pchip,1715.0,42.13325300372725
2021,2021-07-22,pchip,1720.0,42.08551875
2021,2021-07-22,pchip,1725.0,41.992799999999995
2021,2021-07-22,pchip,1730.0,41.89258125
2021,2021-07-22,pchip,1735.0,41.82705000000001
2021,2021-07-22,pchip,1740.0,41.82
2021,2021-07-22,pchip,1745.0,41.82
2021,2021-07-22,pchip,1750.0,41.82
2021,2021-07-22,pchip,1755.0,41.82
2021,2021-07-22,pchip,1760.0,41.80737997256516
2021,2021-07-22,pchip,1765.0,41.769999999999996
2021,2021-07-22,pchip,1770.0,41.73262002743484
2021,2021-07-22,pchip,1775.0,41.72
2021,2021-07-22,pchip,1780.0,41.72
2021,2021-07-22,pchip,1785.0,41.72
2021,2021-07-22,pchip,1790.0,41.72
2021,2021-07-22,pchip,1795.0,41.71259259259259
2021,2021-07-22,pchip,1800.0,41.678299039780526
2021,2021-07-22,pchip,1805.0,41.63886145404663
2021,2021-07-22,pchip,1810.0,41.62
2021,2021-07-22,pchip,1815.0,41.62
2021,2021-07-22,pchip,1820.0,41.62
2021,2021-07-22,pchip,1825.0,41.62
2021,2021-07-22,pchip,1830.0,41.62
2021,2021-07-22,pchip,1835.0,41.62
2021,2021-07-22,pchip,1840.0,41.62
2021,2021-07-22,pchip,1845.0,41.61745185185185
2021,2021-07-22,pchip,1850.0,41.5496
2021,2021-07-22,pchip,1855.0,41.45508148148148
2021,2021-07-22,pchip,1860.0,41.42
2021,2021-07-22,pchip,1865.0,41.42
2021,2021-07-22,pchip,1870.0,41.42
2021,2021-07-22,pchip,1875.0,41.4131195335277
2021,2021-07-22,pchip,1880.0,41.35
2021,2021-07-22,pchip,1885.0,41.256268221574345
2021,2021-07-22,pchip,1890.0,41.15282798833819
2021,2021-07-22,pchip,1895.0,41.01288629737609
2021,2021-07-22,pchip,1900.0,40.9232361516035
2021,2021-07-22,pchip,1905.0,40.92
2021,2021-07-22,pchip,1910.0,40.92
2021,2021-07-22,pchip,1915.0,40.92
2021,2021-07-22,pchip,1920.0,40.92
2021,2021-07-22,pchip,1925.0,40.92
2021,2021-07-22,pchip,1930.0,40.92
2021,2021-07-22,pchip,1935.0,40.92
2021,2021-07-22,pchip,1940.0,40.92
2021,2021-07-22,pchip,1945.0,40.92
2021,2021-07-22,pchip,1950.0,40.892314453125
2021,2021-07-22,pchip,1955.0,40.77
2021,2021-07-22,pchip,1960.0,40.647685546874996
2021,2021-07-22,pchip,1965.0,40.62
2021,2021-07-22,pchip,1970.0,40.62
2021,2021-07-22,pchip,1975.0,40.62
2021,2021-07-22,pchip,1980.0,40.62050885406065
2021,2021-07-22,pchip,1985.0,40.63648687156523
2021,2021-07-22,pchip,1990.0,40.66925707307144
2021,2021-07-22,pchip,1995.0,40.71118664766944
2021,2021-07-22,pchip,2000.0,40.76488069258942
2021,2021-07-22,pchip,2005.0,40.84544744913836
2021,2021-07-22,pchip,2010.0,40.9488838477027
2021,2021-07-22,pchip,2015.0,41.078124398370974
2021,2021-07-22,pchip,2020.0,41.277992032833794
2021,2021-07-22,pchip,2025.0,41.50199333677815
2021,2021-07-22,pchip,2030.0,41.689207098313595
2021,2021-07-22,pchip,2035.0,41.853334151132174
2021,2021-07-22,pchip,2040.0,42.00572558556856
2021,2021-07-22,pchip,2045.0,42.14635458669355
2021,2021-07-22,pchip,2050.0,42.25042674731182
2021,2021-07-22,pchip,2055.0,42.35414888552867
2021,2021-07-22,pchip,2060.0,42.519999999999996
2021,2021-07-22,pchip,2065.0,42.9906539030998
2021,2021-07-22,pchip,2070.0,43.86297820060484
2021,2021-07-22,pchip,2075.0,44.980742581275194
2022,2022-07-07,linear,1675.0,44.770833333333336
2022,2022-07-07,linear,1680.0,44.041666666666664
2022,2022-07-07,linear,1685.0,43.3125
2022,2022-07-07,linear,1690.0,42.583333333333336
2022,2022-07-07,linear,1695.0,41.99090909090909
2022,2022-07-07,linear,1700.0,41.945454545454545
2022,2022-07-07,linear,1705.0,41.9
2022,2022-07-07,linear,1710.0,41.85454545454545
2022,2022-07-07,linear,1715.0,41.809090909090905
2022,2022-07-07,linear,1720.0,41.78
2022,2022-07-07,linear,1725.0,41.755
2022,2022-07-07,linear,1730.0,41.730000000000004
2022,2022-07-07,linear,1735.0,41.705000000000005
2022,2022-07-07,linear,1740.0,41.7
2022,2022-07-07,linear,1745.0,41.7
2022,2022-07-07,linear,1750.0,41.7
2022,2022-07-07,linear,1755.0,41.7
2022,2022-07-07,linear,1760.0,41.7
2022,2022-07-07,linear,1765.0,41.7
2022,2022-07-07,linear,1770.0,41.7
2022,2022-07-07,linear,1775.0,41.73
2022,2022-07-07,linear,1780.0,41.69176470588235
2022,2022-07-07,linear,1785.0,41.65352941176471
2022,2022-07-07,linear,1790.0,41.61529411764706
2022,2022-07-07,linear,1795.0,41.582352941176474
2022,2022-07-07,linear,1800.0,41.55294117647059
2022,2022-07-07,linear,1805.0,41.523529411764706
2022,2022-07-07,linear,1810.0,41.5
2022,2022-07-07,linear,1815.0,41.5
2022,2022-07-07,linear,1820.0,41.5
2022,2022-07-07,linear,1825.0,41.5
2022,2022-07-07,linear,1830.0,41.5
2022,2022-07-07,linear,1835.0,41.5
2022,2022-07-07,linear,1840.0,41.5
2022,2022-07-07,linear,1845.0,41.488749999999996
2022,2022-07-07,linear,1850.0,41.47
2022,2022-07-07,linear,1855.0,41.45125
2022,2022-07-07,linear,1860.0,41.434666666666665
2022,2022-07-07,linear,1865.0,41.42133333333333
2022,2022-07-07,linear,1870.0,41.408
2022,2022-07-07,linear,1875.0,41.388
2022,2022-07-07,linear,1880.0,41.358
2022,2022-07-07,linear,1885.0,41.328
2022,2022-07-07,linear,1890.0,41.30866666666667
2022,2022-07-07,linear,1895.0,41.30533333333333
2022,2022-07-07,linear,1900.0,41.302
2022,2022-07-07,linear,1905.0,41.28666666666666
2022,2022-07-07,linear,1910.0,41.25333333333333
2022,2022-07-07,linear,1915.0,41.22
2022,2022-07-07,linear,1920.0,41.21333333333334
2022,2022-07-07,linear,1925.0,41.24666666666667
2022,2022-07-07,linear,1930.0,41.28
2022,2022-07-07,linear,1935.0,41.297333333333334
2022,2022-07-07,linear,1940.0,41.29066666666667
2022,2022-07-07,linear,1945.0,41.284
2022,2022-07-07,linear,1950.0,41.26625
2022,2022-07-07,linear,1955.0,41.231875
2022,2022-07-07,linear,1960.0,41.197500000000005
2022,2022-07-07,linear,1965.0,41.159375000000004
2022,2022-07-07,linear,1970.0,41.10625
2022,2022-07-07,linear,1975.0,41.053125
2022,2022-07-07,linear,1980.0,41.0
2022,2022-07-07,linear,1985.0,41.0625
2022,2022-07-07,linear,1990.0,41.125
2022,2022-07-07,linear,1995.0,41.1875
2022,2022-07-07,linear,2000.0,41.275000000000006
2022,2022-07-07,linear,2005.0,41.36875
2022,2022-07-07,linear,2010.0,41.4625
2022,2022-07-07,linear,2015.0,41.51764705882353
2022,2022-07-07,linear,2020.0,41.54705882352941
2022,2022-07-07,linear,2025.0,41.576470588235296
2022,2022-07-07,linear,2030.0,41.629411764705885
2022,2022-07-07,linear,2035.0,41.7764705882353
2022,2022-07-07,linear,2040.0,41.923529411764704
2022,2022-07-07,linear,2045.0,42.07058823529412
2022,2022-07-07,linear,2050.0,42.28823529411765
2022,2022-07-07,linear,2055.0,42.523529411764706
2022,2022-07-07,linear,2060.0,42.758823529411764
2022,2022-07-07,linear,2065.0,43.16
2022,2022-07-07,linear,2070.0,43.81
2022,2022-07-07,linear,2075.0,44.46
2022,2022-07-23,linear,1675.0,43.974999999999994
2022,2022-07-23,linear,1680.0,43.43333333333333
2022,2022-07-23,linear,1685.0,42.891666666666666
2022,2022-07-23,linear,1690.0,42.349999999999994
2022,2022-07-23,linear,1695.0,41.80833333333333
2022,2022-07-23,linear,1700.0,41.67142857142857
2022,2022-07-23,linear,1705.0,41.63571428571428
2022,2022-07-23,linear,1710.0,41.599999999999994
2022,2022-07-23,linear,1715.0,41.56428571428571
2022,2022-07-23,linear,1720.0,41.535714285714285
2022,2022-07-23,linear,1725.0,41.51190476190476
2022,2022-07-23,linear,1730.0,41.488095238095234
2022,2022-07-23,linear,1735.0,41.46428571428571
2022,2022-07-23,linear,1740.0,41.44473684210526
2022,2022-07-23,linear,1745.0,41.431578947368415
2022,2022-07-23,linear,1750.0,41.41842105263158
2022,2022-07-23,linear,1755.0,41.40526315789474
2022,2022-07-23,linear,1760.0,41.38333333333333
2022,2022-07-23,linear,1765.0,41.355555555555554
2022,2022-07-23,linear,1770.0,41.327777777777776
2022,2022-07-23,linear,1775.0,41.3
2022,2022-07-23,linear,1780.0,41.27222222222222
2022,2022-07-23,linear,1785.0,41.24444444444444
2022,2022-07-23,linear,1790.0,41.21666666666666
2022,2022-07-23,linear,1795.0,41.192499999999995
2022,2022-07-23,linear,1800.0,41.17375
2022,2022-07-23,linear,1805.0,41.155
2022,2022-07-23,linear,1810.0,41.13470588235294
2022,2022-07-23,linear,1815.0,41.10823529411765
2022,2022-07-23,linear,1820.0,41.08176470588235
2022,2022-07-23,linear,1825.0,41.05529411764706
2022,2022-07-23,linear,1830.0,41.037499999999994
2022,2022-07-23,linear,1835.0,41.021875
2022,2022-07-23,linear,1840.0,41.00625
2022,2022-07-23,linear,1845.0,40.98125
2022,2022-07-23,linear,1850.0,40.95
2022,2022-07-23,linear,1855.0,40.918749999999996
2022,2022-07-23,linear,1860.0,40.9
2022,2022-07-23,linear,1865.0,40.9
2022,2022-07-23,linear,1870.0,40.9
2022,2022-07-23,linear,1875.0,40.879999999999995
2022,2022-07-23,linear,1880.0,40.83
2022,2022-07-23,linear,1885.0,40.78
2022,2022-07-23,linear,1890.0,40.74333333333333
2022,2022-07-23,linear,1895.0,40.72666666666667
2022,2022-07-23,linear,1900.0,40.709999999999994
2022,2022-07-23,linear,1905.0,40.69333333333333
2022,2022-07-23,linear,1910.0,40.67666666666666
2022,2022-07-23,linear,1915.0,40.66
2022,2022-07-23,linear,1920.0,40.64333333333333
2022,2022-07-23,linear,1925.0,40.626666666666665
2022,2022-07-23,linear,1930.0,40.60999999999999
2022,2022-07-23,linear,1935.0,40.599999999999994
2022,2022-07-23,linear,1940.0,40.599999999999994
2022,2022-07-23,linear,1945.0,40.599999999999994
2022,2022-07-23,linear,1950.0,40.599999999999994
2022,2022-07-23,linear,1955.0,40.599999999999994
2022,2022-07-23,linear,1960.0,40.599999999999994
2022,2022-07-23,linear,1965.0,40.599999999999994
2022,2022-07-23,linear,1970.0,40.599999999999994
2022,2022-07-23,linear,1975.0,40.599999999999994
2022,2022-07-23,linear,1980.0,40.62666666666666
2022,2022-07-23,linear,1985.0,40.66
2022,2022-07-23,linear,1990.0,40.69333333333333
2022,2022-07-23,linear,1995.0,40.699999999999996
2022,2022-07-23,linear,2000.0,40.699999999999996
2022,2022-07-23,linear,2005.0,40.699999999999996
2022,2022-07-23,linear,2010.0,40.67333333333333
2022,2022-07-23,linear,2015.0,40.63999999999999
2022,2022-07-23,linear,2020.0,40.60666666666666
2022,2022-07-23,linear,2025.0,40.675
2022,2022-07-23,linear,2030.0,40.76875
2022,2022-07-23,linear,2035.0,40.8625
2022,2022-07-23,linear,2040.0,41.14705882352941
2022,2022-07-23,linear,2045.0,41.55882352941176
2022,2022-07-23,linear,2050.0,41.970588235294116
2022,2022-07-23,linear,2055.0,42.39090909090909
2022,2022-07-23,linear,2060.0,42.845454545454544
2022,2022-07-23,linear,2065.0,43.3
2022,2022-07-23,linear,2070.0,43.75454545454545
2022,2022-07-23,linear,2075.0,44.209090909090904
2022,2022-07-07,pchip,1675.0,44.440938159743396
2022,2022-07-07,pchip,1680.0,43.48551664529043
2022,2022-07-07,pchip,1685.0,42.70872336334957
2022,2022-07-07,pchip,1690.0,42.1855462206293
2022,2022-07-07,pchip,1695.0,41.983679125149024
2022,2022-07-07,pchip,1700.0,41.917499750397184
2022,2022-07-07,pchip,1705.0,41.87118899493425
2022,2022-07-07,pchip,1710.0,41.83678361346544
2022,2022-07-07,pchip,1715.0,41.80632036069593
2022,2022-07-07,pchip,1720.0,41.773159633027525
2022,2022-07-07,pchip,1725.0,41.73999105504587
2022,2022-07-07,pchip,1730.0,41.713508256880736
2022,2022-07-07,pchip,1735.0,41.70041995412844
2022,2022-07-07,pchip,1740.0,41.7
2022,2022-07-07,pchip,1745.0,41.7
2022,2022-07-07,pchip,1750.0,41.7
2022,2022-07-07,pchip,1755.0,41.7
2022,2022-07-07,pchip,1760.0,41.7
2022,2022-07-07,pchip,1765.0,41.7
2022,2022-07-07,pchip,1770.0,41.7
2022,2022-07-07,pchip,1775.0,41.73
2022,2022-07-07,pchip,1780.0,41.709780794520306
2022,2022-07-07,pchip,1785.0,41.66407906264657
2022,2022-07-07,pchip,1790.0,41.615328631226824
2022,2022-07-07,pchip,1795.0,41.57822724094904
2022,2022-07-07,pchip,1800.0,41.53949680970628
2022,2022-07-07,pchip,1805.0,41.509217780688324
2022,2022-07-07,pchip,1810.0,41.5
2022,2022-07-07,pchip,1815.0,41.5
2022,2022-07-07,pchip,1820.0,41.5
2022,2022-07-07,pchip,1825.0,41.5
2022,2022-07-07,pchip,1830.0,41.5
2022,2022-07-07,pchip,1835.0,41.5
2022,2022-07-07,pchip,1840.0,41.5
2022,2022-07-07,pchip,1845.0,41.4958848222531
2022,2022-07-07,pchip,1850.0,41.47622247003067
2022,2022-07-07,pchip,1855.0,41.45169881309677
2022,2022-07-07,pchip,1860.0,41.43423586325104
2022,2022-07-07,pchip,1865.0,41.42223504294155
2022,2022-07-07,pchip,1870.0,41.40975583796187
2022,2022-07-07,pchip,1875.0,41.390357333333334
2022,2022-07-07,pchip,1880.0,41.354232205128206
2022,2022-07-07,pchip,1885.0,41.3198916923077
2022,2022-07-07,pchip,1890.0,41.30799154208754
2022,2022-07-07,pchip,1895.0,41.30522171043771
2022,2022-07-07,pchip,1900.0,41.30279127272727
2022,2022-07-07,pchip,1905.0,41.293319865319866
2022,2022-07-07,pchip,1910.0,41.25257912457912
2022,2022-07-07,pchip,1915.0,41.20981818181818
2022,2022-07-07,pchip,1920.0,41.20485925925926
2022,2022-07-07,pchip,1925.0,41.24500740740741
2022,2022-07-07,pchip,1930.0,41.28959999999999
2022,2022-07-07,pchip,1935.0,41.29954061518329
2022,2022-07-07,pchip,1940.0,41.29486173155273
2022,2022-07-07,pchip,1945.0,41.28633741844587
2022,2022-07-07,pchip,1950.0,41.27370420729415
2022,2022-07-07,pchip,1955.0,41.2447286859969
2022,2022-07-07,pchip,1960.0,41.20430792806244
2022,2022-07-07,pchip,1965.0,41.16075352260045
2022,2022-07-07,pchip,1970.0,41.09664481026786
2022,2022-07-07,pchip,1975.0,41.03046090262278
2022,2022-07-07,pchip,1980.0,41.0
2022,2022-07-07,pchip,1985.0,41.0302734375
2022,2022-07-07,pchip,1990.0,41.1015625
2022,2022-07-07,pchip,1995.0,41.1845703125
2022,2022-07-07,pchip,2000.0,41.273872953925434
2022,2022-07-07,pchip,2005.0,41.38387872331104
2022,2022-07-07,pchip,2010.0,41.47660519759776
2022,2022-07-07,pchip,2015.0,41.52228603095499
2022,2022-07-07,pchip,2020.0,41.54623937568557
2022,2022-07-07,pchip,2025.0,41.56954345204415
2022,2022-07-07,pchip,2030.0,41.61166711028303
2022,2022-07-07,pchip,2035.0,41.71791322863988
2022,2022-07-07,pchip,2040.0,41.879611392068135
2022,2022-07-07,pchip,2045.0,42.06349037352498
2022,2022-07-07,pchip,2050.0,42.24758939976589
2022,2022-07-07,pchip,2055.0,42.45439449815275
2022,2022-07-07,pchip,2060.0,42.710995506405006
2022,2022-07-07,pchip,2065.0,43.05187730784726
2022,2022-07-07,pchip,2070.0,43.555945327460556
2022,2022-07-07,pchip,2075.0,44.21229973811162
2022,2022-07-23,pchip,1675.0,43.81980834503745
2022,2022-07-23,pchip,1680.0,43.072224402037136
2022,2022-07-23,pchip,1685.0,42.43707432147068
2022,2022-07-23,pchip,1690.0,41.9680286918138
2022,2022-07-23,pchip,1695.0,41.71875810154222
2022,2022-07-23,pchip,1700.0,41.654811150784546
2022,2022-07-23,pchip,1705.0,41.61492351033511
2022,2022-07-23,pchip,1710.0,41.58621722846441
2022,2022-07-23,pchip,1715.0,41.56091230713794
2022,2022-07-23,pchip,1720.0,41.53310518166863
2022,2022-07-23,pchip,1725.0,41.50636584105151
2022,2022-07-23,pchip,1730.0,41.4820423375137
2022,2022-07-23,pchip,1735.0,41.46087598797099
2022,2022-07-23,pchip,1740.0,41.443727945961975
2022,2022-07-23,pchip,1745.0,41.43105657403317
2022,2022-07-23,pchip,1750.0,41.41986887290333
2022,2022-07-23,pchip,1755.0,41.40664663970279
2022,2022-07-23,pchip,1760.0,41.387442914185975
2022,2022-07-23,pchip,1765.0,41.36042616989942
2022,2022-07-23,pchip,1770.0,41.329756464854974
2022,2022-07-23,pchip,1775.0,41.3
2022,2022-07-23,pchip,1780.0,41.2711239287014
2022,2022-07-23,pchip,1785.0,41.24174095270089
2022,2022-07-23,pchip,1790.0,41.21438559550804
2022,2022-07-23,pchip,1795.0,41.19155023035099
2022,2022-07-23,pchip,1800.0,41.17326594028959
2022,2022-07-23,pchip,1805.0,41.15589056174434
2022,2022-07-23,pchip,1810.0,41.13543716115352
2022,2022-07-23,pchip,1815.0,41.10864194166197
2022,2022-07-23,pchip,1820.0,41.0795614759186
2022,2022-07-23,pchip,1825.0,41.054127303714495
2022,2022-07-23,pchip,1830.0,41.036492658380986
2022,2022-07-23,pchip,1835.0,41.022812738447946
2022,2022-07-23,pchip,1840.0,41.007671161231485
2022,2022-07-23,pchip,1845.0,40.98251953125
2022,2022-07-23,pchip,1850.0,40.94166666666666
2022,2022-07-23,pchip,1855.0,40.90732421875
2022,2022-07-23,pchip,1860.0,40.9
2022,2022-07-23,pchip,1865.0,40.9
2022,2022-07-23,pchip,1870.0,40.9
2022,2022-07-23,pchip,1875.0,40.89386666666667
2022,2022-07-23,pchip,1880.0,40.8412
2022,2022-07-23,pchip,1885.0,40.7752
2022,2022-07-23,pchip,1890.0,40.74082962962963
2022,2022-07-23,pchip,1895.0,40.72334814814814
2022,2022-07-23,pchip,1900.0,40.709199999999996
2022,2022-07-23,pchip,1905.0,40.69333333333333
2022,2022-07-23,pchip,1910.0,40.67666666666666
2022,2022-07-23,pchip,1915.0,40.66
2022,2022-07-23,pchip,1920.0,40.64256296296296
2022,2022-07-23,pchip,1925.0,40.620859259259255
2022,2022-07-23,pchip,1930.0,40.60359999999999
2022,2022-07-23,pchip,1935.0,40.599999999999994
2022,2022-07-23,pchip,1940.0,40.599999999999994
2022,2022-07-23,pchip,1945.0,40.599999999999994
2022,2022-07-23,pchip,1950.0,40.599999999999994
2022,2022-07-23,pchip,1955.0,40.599999999999994
2022,2022-07-23,pchip,1960.0,40.599999999999994
2022,2022-07-23,pchip,1965.0,40.599999999999994
2022,2022-07-23,pchip,1970.0,40.599999999999994
2022,2022-07-23,pchip,1975.0,40.599999999999994
2022,2022-07-23,pchip,1980.0,40.61754074074073
2022,2022-07-23,pchip,1985.0,40.6648
2022,2022-07-23,pchip,1990.0,40.69872592592593
2022,2022-07-23,pchip,1995.0,40.699999999999996
2022,2022-07-23,pchip,2000.0,40.699999999999996
2022,2022-07-23,pchip,2005.0,40.699999999999996
2022,2022-07-23,pchip,2010.0,40.68245925925926
2022,2022-07-23,pchip,2015.0,40.63519999999999
2022,2022-07-23,pchip,2020.0,40.60127407407406
2022,2022-07-23,pchip,2025.0,40.62411056463975
2022,2022-07-23,pchip,2030.0,40.71075229245177
2022,2022-07-23,pchip,2035.0,40.8406319861395
2022,2022-07-23,pchip,2040.0,41.039565054768374
2022,2022-07-23,pchip,2045.0,41.43448481326685
2022,2022-07-23,pchip,2050.0,41.924075390757196
2022,2022-07-23,pchip,2055.0,42.38644335803921
2022,2022-07-23,pchip,2060.0,42.82488583499801
2022,2022-07-23,pchip,2065.0,43.273880836545814
2022,2022-07-23,pchip,2070.0,43.733668880843304
2022,2022-07-23,pchip,2075.0,44.20449048605107
