场地1,场地2,edge,日期,预测货量,原LightGBM预测货量
DC14,DC81,DC14->DC81,2023-01-08,0,0
DC14,DC9,DC14->DC9,2023-01-08,0,0
DC15,DC10,DC15->DC10,2023-01-08,7022,6552
DC15,DC12,DC15->DC12,2023-01-08,0,0
DC15,DC13,DC15->DC13,2023-01-08,0,0
DC15,DC14,DC15->DC14,2023-01-08,6688,6240
DC15,DC3,DC15->DC3,2023-01-08,0,0
DC15,DC32,DC15->DC32,2023-01-08,0,0
DC15,DC33,DC15->DC33,2023-01-08,0,0
DC15,DC34,DC15->DC34,2023-01-08,0,0
DC15,DC35,DC15->DC35,2023-01-08,6,6
DC15,DC4,DC15->DC4,2023-01-08,51,48
DC15,DC40,DC15->DC40,2023-01-08,0,0
DC15,DC5,DC15->DC5,2023-01-08,3090,2883
DC15,DC62,DC15->DC62,2023-01-08,6836,6378
DC15,DC64,DC15->DC64,2023-01-08,0,0
DC15,DC65,DC15->DC65,2023-01-08,0,0
DC15,DC70,DC15->DC70,2023-01-08,17,16
DC15,DC8,DC15->DC8,2023-01-08,16731,15611
DC15,DC81,DC15->DC81,2023-01-08,0,0
DC15,DC9,DC15->DC9,2023-01-08,0,0
DC16,DC10,DC16->DC10,2023-01-08,0,0
DC16,DC14,DC16->DC14,2023-01-08,0,0
DC16,DC35,DC16->DC35,2023-01-08,0,0
DC16,DC4,DC16->DC4,2023-01-08,0,0
DC16,DC5,DC16->DC5,2023-01-08,0,0
DC16,DC62,DC16->DC62,2023-01-08,0,0
DC16,DC70,DC16->DC70,2023-01-08,0,0
DC16,DC8,DC16->DC8,2023-01-08,0,0
DC17,DC10,DC17->DC10,2023-01-08,16903,15771
DC17,DC12,DC17->DC12,2023-01-08,0,0
DC17,DC14,DC17->DC14,2023-01-08,11996,11193
DC17,DC20,DC17->DC20,2023-01-08,0,0
DC17,DC29,DC17->DC29,2023-01-08,0,0
DC17,DC3,DC17->DC3,2023-01-08,0,0
DC17,DC32,DC17->DC32,2023-01-08,0,0
DC17,DC34,DC17->DC34,2023-01-08,0,0
DC17,DC35,DC17->DC35,2023-01-08,60,56
DC17,DC4,DC17->DC4,2023-01-08,42524,39677
DC17,DC40,DC17->DC40,2023-01-08,0,0
DC17,DC5,DC17->DC5,2023-01-08,7757,7238
DC17,DC61,DC17->DC61,2023-01-08,0,0
DC17,DC62,DC17->DC62,2023-01-08,15490,14453
DC17,DC64,DC17->DC64,2023-01-08,0,0
DC17,DC65,DC17->DC65,2023-01-08,0,0
DC17,DC70,DC17->DC70,2023-01-08,57,53
DC17,DC8,DC17->DC8,2023-01-08,156,146
DC17,DC81,DC17->DC81,2023-01-08,0,0
DC17,DC9,DC17->DC9,2023-01-08,0,0
DC18,DC10,DC18->DC10,2023-01-08,0,0
DC18,DC14,DC18->DC14,2023-01-08,0,0
DC18,DC23,DC18->DC23,2023-01-08,0,0
DC18,DC4,DC18->DC4,2023-01-08,0,0
DC18,DC62,DC18->DC62,2023-01-08,0,0
DC18,DC8,DC18->DC8,2023-01-08,0,0
DC19,DC10,DC19->DC10,2023-01-08,12824,11965
DC19,DC12,DC19->DC12,2023-01-08,0,0
DC19,DC14,DC19->DC14,2023-01-08,11274,10519
DC19,DC20,DC19->DC20,2023-01-08,0,0
DC19,DC3,DC19->DC3,2023-01-08,0,0
DC19,DC32,DC19->DC32,2023-01-08,0,0
DC19,DC34,DC19->DC34,2023-01-08,0,0
DC19,DC35,DC19->DC35,2023-01-08,232,216
DC19,DC36,DC19->DC36,2023-01-08,0,0
DC19,DC4,DC19->DC4,2023-01-08,40291,37593
DC19,DC40,DC19->DC40,2023-01-08,0,0
DC19,DC5,DC19->DC5,2023-01-08,5153,4808
DC19,DC62,DC19->DC62,2023-01-08,12957,12089
DC19,DC64,DC19->DC64,2023-01-08,0,0
DC19,DC65,DC19->DC65,2023-01-08,0,0
DC19,DC70,DC19->DC70,2023-01-08,453,423
DC19,DC8,DC19->DC8,2023-01-08,119,111
DC19,DC81,DC19->DC81,2023-01-08,0,0
DC19,DC9,DC19->DC9,2023-01-08,0,0
DC2,DC10,DC2->DC10,2023-01-08,0,0
DC2,DC14,DC2->DC14,2023-01-08,0,0
DC2,DC3,DC2->DC3,2023-01-08,0,0
DC2,DC4,DC2->DC4,2023-01-08,0,0
DC2,DC5,DC2->DC5,2023-01-08,0,0
DC2,DC62,DC2->DC62,2023-01-08,0,0
DC2,DC8,DC2->DC8,2023-01-08,0,0
DC2,DC9,DC2->DC9,2023-01-08,0,0
DC20,DC10,DC20->DC10,2023-01-08,10691,9975
DC20,DC12,DC20->DC12,2023-01-08,0,0
DC20,DC14,DC20->DC14,2023-01-08,7110,6634
DC20,DC3,DC20->DC3,2023-01-08,0,0
DC20,DC32,DC20->DC32,2023-01-08,0,0
DC20,DC33,DC20->DC33,2023-01-08,0,0
DC20,DC34,DC20->DC34,2023-01-08,0,0
DC20,DC35,DC20->DC35,2023-01-08,10,9
DC20,DC4,DC20->DC4,2023-01-08,22704,21184
DC20,DC40,DC20->DC40,2023-01-08,0,0
DC20,DC5,DC20->DC5,2023-01-08,5277,4924
DC20,DC62,DC20->DC62,2023-01-08,9270,8649
DC20,DC64,DC20->DC64,2023-01-08,0,0
DC20,DC65,DC20->DC65,2023-01-08,0,0
DC20,DC70,DC20->DC70,2023-01-08,9,8
DC20,DC76,DC20->DC76,2023-01-08,0,0
DC20,DC8,DC20->DC8,2023-01-08,99,92
DC20,DC81,DC20->DC81,2023-01-08,0,0
DC20,DC9,DC20->DC9,2023-01-08,0,0
DC21,DC10,DC21->DC10,2023-01-08,0,0
DC21,DC12,DC21->DC12,2023-01-08,0,0
DC21,DC14,DC21->DC14,2023-01-08,0,0
DC21,DC20,DC21->DC20,2023-01-08,0,0
DC21,DC3,DC21->DC3,2023-01-08,0,0
DC21,DC32,DC21->DC32,2023-01-08,0,0
DC21,DC33,DC21->DC33,2023-01-08,0,0
DC21,DC34,DC21->DC34,2023-01-08,0,0
DC21,DC35,DC21->DC35,2023-01-08,0,0
DC21,DC4,DC21->DC4,2023-01-08,0,0
DC21,DC40,DC21->DC40,2023-01-08,0,0
DC21,DC5,DC21->DC5,2023-01-08,0,0
DC21,DC62,DC21->DC62,2023-01-08,0,0
DC21,DC70,DC21->DC70,2023-01-08,0,0
DC21,DC76,DC21->DC76,2023-01-08,0,0
DC21,DC8,DC21->DC8,2023-01-08,0,0
DC21,DC81,DC21->DC81,2023-01-08,0,0
DC21,DC9,DC21->DC9,2023-01-08,0,0
DC22,DC10,DC22->DC10,2023-01-08,11057,10317
DC22,DC12,DC22->DC12,2023-01-08,0,0
DC22,DC13,DC22->DC13,2023-01-08,0,0
DC22,DC14,DC22->DC14,2023-01-08,10854,10127
DC22,DC20,DC22->DC20,2023-01-08,0,0
DC22,DC21,DC22->DC21,2023-01-08,0,0
DC22,DC3,DC22->DC3,2023-01-08,23,21
DC22,DC32,DC22->DC32,2023-01-08,0,0
DC22,DC34,DC22->DC34,2023-01-08,0,0
DC22,DC35,DC22->DC35,2023-01-08,1174,1095
DC22,DC4,DC22->DC4,2023-01-08,41724,38930
DC22,DC40,DC22->DC40,2023-01-08,0,0
DC22,DC5,DC22->DC5,2023-01-08,5460,5094
DC22,DC62,DC22->DC62,2023-01-08,11558,10784
DC22,DC64,DC22->DC64,2023-01-08,0,0
DC22,DC65,DC22->DC65,2023-01-08,0,0
DC22,DC70,DC22->DC70,2023-01-08,1175,1096
DC22,DC76,DC22->DC76,2023-01-08,0,0
DC22,DC8,DC22->DC8,2023-01-08,145,135
DC22,DC81,DC22->DC81,2023-01-08,0,0
DC22,DC9,DC22->DC9,2023-01-08,0,0
DC23,DC10,DC23->DC10,2023-01-08,13581,12672
DC23,DC12,DC23->DC12,2023-01-08,0,0
DC23,DC14,DC23->DC14,2023-01-08,11770,10982
DC23,DC18,DC23->DC18,2023-01-08,0,0
DC23,DC20,DC23->DC20,2023-01-08,0,0
DC23,DC29,DC23->DC29,2023-01-08,0,0
DC23,DC3,DC23->DC3,2023-01-08,2,2
DC23,DC32,DC23->DC32,2023-01-08,0,0
DC23,DC34,DC23->DC34,2023-01-08,0,0
DC23,DC35,DC23->DC35,2023-01-08,1632,1523
DC23,DC36,DC23->DC36,2023-01-08,0,0
DC23,DC4,DC23->DC4,2023-01-08,50505,47123
DC23,DC40,DC23->DC40,2023-01-08,0,0
DC23,DC5,DC23->DC5,2023-01-08,7584,7076
DC23,DC6,DC23->DC6,2023-01-08,0,0
DC23,DC62,DC23->DC62,2023-01-08,13641,12728
DC23,DC64,DC23->DC64,2023-01-08,0,0
DC23,DC65,DC23->DC65,2023-01-08,0,0
DC23,DC70,DC23->DC70,2023-01-08,3817,3561
DC23,DC8,DC23->DC8,2023-01-08,131,122
DC23,DC81,DC23->DC81,2023-01-08,0,0
DC23,DC9,DC23->DC9,2023-01-08,0,0
DC24,DC10,DC24->DC10,2023-01-08,0,0
DC24,DC14,DC24->DC14,2023-01-08,0,0
DC24,DC3,DC24->DC3,2023-01-08,0,0
DC24,DC4,DC24->DC4,2023-01-08,0,0
DC24,DC5,DC24->DC5,2023-01-08,0,0
DC24,DC62,DC24->DC62,2023-01-08,0,0
DC24,DC8,DC24->DC8,2023-01-08,0,0
DC24,DC9,DC24->DC9,2023-01-08,0,0
DC25,DC10,DC25->DC10,2023-01-08,9622,8978
DC25,DC12,DC25->DC12,2023-01-08,0,0
DC25,DC14,DC25->DC14,2023-01-08,5903,5508
DC25,DC3,DC25->DC3,2023-01-08,11,10
DC25,DC32,DC25->DC32,2023-01-08,0,0
DC25,DC33,DC25->DC33,2023-01-08,0,0
DC25,DC34,DC25->DC34,2023-01-08,0,0
DC25,DC35,DC25->DC35,2023-01-08,83,77
DC25,DC4,DC25->DC4,2023-01-08,57,53
DC25,DC40,DC25->DC40,2023-01-08,0,0
DC25,DC5,DC25->DC5,2023-01-08,3513,3278
DC25,DC62,DC25->DC62,2023-01-08,8917,8320
DC25,DC64,DC25->DC64,2023-01-08,0,0
DC25,DC65,DC25->DC65,2023-01-08,0,0
DC25,DC70,DC25->DC70,2023-01-08,78,73
DC25,DC76,DC25->DC76,2023-01-08,0,0
DC25,DC8,DC25->DC8,2023-01-08,20141,18792
DC25,DC81,DC25->DC81,2023-01-08,0,0
DC25,DC9,DC25->DC9,2023-01-08,0,0
DC26,DC10,DC26->DC10,2023-01-08,2903,2709
DC26,DC12,DC26->DC12,2023-01-08,0,0
DC26,DC14,DC26->DC14,2023-01-08,2303,2149
DC26,DC3,DC26->DC3,2023-01-08,0,0
DC26,DC32,DC26->DC32,2023-01-08,0,0
DC26,DC34,DC26->DC34,2023-01-08,0,0
DC26,DC35,DC26->DC35,2023-01-08,0,0
DC26,DC4,DC26->DC4,2023-01-08,12,11
DC26,DC40,DC26->DC40,2023-01-08,0,0
DC26,DC5,DC26->DC5,2023-01-08,1407,1313
DC26,DC62,DC26->DC62,2023-01-08,2823,2634
DC26,DC64,DC26->DC64,2023-01-08,0,0
DC26,DC65,DC26->DC65,2023-01-08,0,0
DC26,DC70,DC26->DC70,2023-01-08,0,0
DC26,DC8,DC26->DC8,2023-01-08,7195,6713
DC26,DC81,DC26->DC81,2023-01-08,0,0
DC26,DC9,DC26->DC9,2023-01-08,0,0
DC27,DC10,DC27->DC10,2023-01-08,7770,7250
DC27,DC14,DC27->DC14,2023-01-08,5549,5177
DC27,DC3,DC27->DC3,2023-01-08,0,0
DC27,DC32,DC27->DC32,2023-01-08,0,0
DC27,DC34,DC27->DC34,2023-01-08,0,0
DC27,DC35,DC27->DC35,2023-01-08,19,18
DC27,DC4,DC27->DC4,2023-01-08,81,76
DC27,DC40,DC27->DC40,2023-01-08,0,0
DC27,DC5,DC27->DC5,2023-01-08,2902,2708
DC27,DC62,DC27->DC62,2023-01-08,5935,5538
DC27,DC64,DC27->DC64,2023-01-08,0,0
DC27,DC65,DC27->DC65,2023-01-08,0,0
DC27,DC70,DC27->DC70,2023-01-08,26,24
DC27,DC8,DC27->DC8,2023-01-08,19590,18278
DC27,DC9,DC27->DC9,2023-01-08,0,0
DC28,DC10,DC28->DC10,2023-01-08,5255,4903
DC28,DC12,DC28->DC12,2023-01-08,0,0
DC28,DC14,DC28->DC14,2023-01-08,3930,3667
DC28,DC20,DC28->DC20,2023-01-08,0,0
DC28,DC23,DC28->DC23,2023-01-08,0,0
DC28,DC3,DC28->DC3,2023-01-08,0,0
DC28,DC32,DC28->DC32,2023-01-08,0,0
DC28,DC34,DC28->DC34,2023-01-08,0,0
DC28,DC35,DC28->DC35,2023-01-08,16,15
DC28,DC4,DC28->DC4,2023-01-08,12703,11852
DC28,DC40,DC28->DC40,2023-01-08,0,0
DC28,DC5,DC28->DC5,2023-01-08,2306,2152
DC28,DC62,DC28->DC62,2023-01-08,3921,3658
DC28,DC64,DC28->DC64,2023-01-08,0,0
DC28,DC65,DC28->DC65,2023-01-08,0,0
DC28,DC70,DC28->DC70,2023-01-08,14,13
DC28,DC8,DC28->DC8,2023-01-08,87,81
DC28,DC81,DC28->DC81,2023-01-08,0,0
DC28,DC9,DC28->DC9,2023-01-08,0,0
DC29,DC36,DC29->DC36,2023-01-08,0,0
DC29,DC9,DC29->DC9,2023-01-08,0,0
DC3,DC10,DC3->DC10,2023-01-08,0,0
DC3,DC12,DC3->DC12,2023-01-08,0,0
DC3,DC14,DC3->DC14,2023-01-08,0,0
DC3,DC19,DC3->DC19,2023-01-08,0,0
DC3,DC21,DC3->DC21,2023-01-08,0,0
DC3,DC22,DC3->DC22,2023-01-08,0,0
DC3,DC23,DC3->DC23,2023-01-08,0,0
DC3,DC28,DC3->DC28,2023-01-08,0,0
DC3,DC30,DC3->DC30,2023-01-08,0,0
DC3,DC35,DC3->DC35,2023-01-08,0,0
DC3,DC36,DC3->DC36,2023-01-08,0,0
DC3,DC38,DC3->DC38,2023-01-08,0,0
DC3,DC4,DC3->DC4,2023-01-08,0,0
DC3,DC40,DC3->DC40,2023-01-08,0,0
DC3,DC5,DC3->DC5,2023-01-08,0,0
DC3,DC8,DC3->DC8,2023-01-08,0,0
DC3,DC9,DC3->DC9,2023-01-08,0,0
DC30,DC10,DC30->DC10,2023-01-08,3420,3191
DC30,DC12,DC30->DC12,2023-01-08,0,0
DC30,DC14,DC30->DC14,2023-01-08,2817,2628
DC30,DC23,DC30->DC23,2023-01-08,0,0
DC30,DC3,DC30->DC3,2023-01-08,0,0
DC30,DC32,DC30->DC32,2023-01-08,0,0
DC30,DC34,DC30->DC34,2023-01-08,0,0
DC30,DC35,DC30->DC35,2023-01-08,35,33
DC30,DC4,DC30->DC4,2023-01-08,11023,10285
DC30,DC40,DC30->DC40,2023-01-08,0,0
DC30,DC5,DC30->DC5,2023-01-08,1672,1560
DC30,DC62,DC30->DC62,2023-01-08,3370,3144
DC30,DC64,DC30->DC64,2023-01-08,0,0
DC30,DC65,DC30->DC65,2023-01-08,0,0
DC30,DC67,DC30->DC67,2023-01-08,0,0
DC30,DC70,DC30->DC70,2023-01-08,63,59
DC30,DC8,DC30->DC8,2023-01-08,39,36
DC30,DC81,DC30->DC81,2023-01-08,0,0
DC30,DC9,DC30->DC9,2023-01-08,0,0
DC31,DC10,DC31->DC10,2023-01-08,387,361
DC31,DC12,DC31->DC12,2023-01-08,0,0
DC31,DC14,DC31->DC14,2023-01-08,311,290
DC31,DC3,DC31->DC3,2023-01-08,0,0
DC31,DC32,DC31->DC32,2023-01-08,0,0
DC31,DC34,DC31->DC34,2023-01-08,0,0
DC31,DC35,DC31->DC35,2023-01-08,0,0
DC31,DC37,DC31->DC37,2023-01-08,0,0
DC31,DC4,DC31->DC4,2023-01-08,1647,1537
DC31,DC40,DC31->DC40,2023-01-08,0,0
DC31,DC5,DC31->DC5,2023-01-08,100,93
DC31,DC62,DC31->DC62,2023-01-08,657,613
DC31,DC64,DC31->DC64,2023-01-08,0,0
DC31,DC65,DC31->DC65,2023-01-08,0,0
DC31,DC70,DC31->DC70,2023-01-08,0,0
DC31,DC76,DC31->DC76,2023-01-08,0,0
DC31,DC8,DC31->DC8,2023-01-08,11,10
DC31,DC9,DC31->DC9,2023-01-08,0,0
DC32,DC10,DC32->DC10,2023-01-08,0,0
DC32,DC12,DC32->DC12,2023-01-08,0,0
DC32,DC14,DC32->DC14,2023-01-08,0,0
DC32,DC35,DC32->DC35,2023-01-08,0,0
DC32,DC40,DC32->DC40,2023-01-08,0,0
DC32,DC70,DC32->DC70,2023-01-08,0,0
DC33,DC10,DC33->DC10,2023-01-08,0,0
DC33,DC14,DC33->DC14,2023-01-08,0,0
DC33,DC3,DC33->DC3,2023-01-08,0,0
DC33,DC4,DC33->DC4,2023-01-08,0,0
DC33,DC5,DC33->DC5,2023-01-08,0,0
DC33,DC62,DC33->DC62,2023-01-08,0,0
DC33,DC65,DC33->DC65,2023-01-08,0,0
DC33,DC8,DC33->DC8,2023-01-08,0,0
DC33,DC9,DC33->DC9,2023-01-08,0,0
DC34,DC10,DC34->DC10,2023-01-08,48,45
DC34,DC12,DC34->DC12,2023-01-08,0,0
DC34,DC14,DC34->DC14,2023-01-08,76,71
DC34,DC3,DC34->DC3,2023-01-08,0,0
DC34,DC30,DC34->DC30,2023-01-08,0,0
DC34,DC32,DC34->DC32,2023-01-08,0,0
DC34,DC35,DC34->DC35,2023-01-08,445,415
DC34,DC4,DC34->DC4,2023-01-08,2,2
DC34,DC40,DC34->DC40,2023-01-08,0,0
DC34,DC5,DC34->DC5,2023-01-08,13,12
DC34,DC62,DC34->DC62,2023-01-08,79,74
DC34,DC64,DC34->DC64,2023-01-08,0,0
DC34,DC67,DC34->DC67,2023-01-08,0,0
DC34,DC70,DC34->DC70,2023-01-08,607,566
DC34,DC8,DC34->DC8,2023-01-08,150,140
DC34,DC9,DC34->DC9,2023-01-08,0,0
DC35,DC10,DC35->DC10,2023-01-08,0,0
DC35,DC12,DC35->DC12,2023-01-08,0,0
DC35,DC14,DC35->DC14,2023-01-08,0,0
DC35,DC17,DC35->DC17,2023-01-08,0,0
DC35,DC23,DC35->DC23,2023-01-08,0,0
DC35,DC3,DC35->DC3,2023-01-08,0,0
DC35,DC30,DC35->DC30,2023-01-08,0,0
DC35,DC32,DC35->DC32,2023-01-08,0,0
DC35,DC34,DC35->DC34,2023-01-08,0,0
DC35,DC36,DC35->DC36,2023-01-08,0,0
DC35,DC4,DC35->DC4,2023-01-08,0,0
DC35,DC40,DC35->DC40,2023-01-08,0,0
DC35,DC5,DC35->DC5,2023-01-08,0,0
DC35,DC62,DC35->DC62,2023-01-08,0,0
DC35,DC67,DC35->DC67,2023-01-08,0,0
DC35,DC70,DC35->DC70,2023-01-08,15,14
DC35,DC8,DC35->DC8,2023-01-08,0,0
DC35,DC9,DC35->DC9,2023-01-08,0,0
DC36,DC10,DC36->DC10,2023-01-08,22770,21245
DC36,DC12,DC36->DC12,2023-01-08,0,0
DC36,DC14,DC36->DC14,2023-01-08,13530,12624
DC36,DC20,DC36->DC20,2023-01-08,0,0
DC36,DC23,DC36->DC23,2023-01-08,0,0
DC36,DC29,DC36->DC29,2023-01-08,0,0
DC36,DC3,DC36->DC3,2023-01-08,2,2
DC36,DC32,DC36->DC32,2023-01-08,0,0
DC36,DC33,DC36->DC33,2023-01-08,0,0
DC36,DC34,DC36->DC34,2023-01-08,0,0
DC36,DC35,DC36->DC35,2023-01-08,584,545
DC36,DC4,DC36->DC4,2023-01-08,50794,47393
DC36,DC40,DC36->DC40,2023-01-08,0,0
DC36,DC5,DC36->DC5,2023-01-08,7440,6942
DC36,DC62,DC36->DC62,2023-01-08,18114,16901
DC36,DC64,DC36->DC64,2023-01-08,0,0
DC36,DC65,DC36->DC65,2023-01-08,0,0
DC36,DC70,DC36->DC70,2023-01-08,698,651
DC36,DC8,DC36->DC8,2023-01-08,182,170
DC36,DC81,DC36->DC81,2023-01-08,0,0
DC36,DC9,DC36->DC9,2023-01-08,0,0
DC37,DC10,DC37->DC10,2023-01-08,0,0
DC37,DC14,DC37->DC14,2023-01-08,0,0
DC37,DC3,DC37->DC3,2023-01-08,0,0
DC37,DC4,DC37->DC4,2023-01-08,0,0
DC37,DC5,DC37->DC5,2023-01-08,0,0
DC37,DC54,DC37->DC54,2023-01-08,0,0
DC37,DC62,DC37->DC62,2023-01-08,0,0
DC37,DC8,DC37->DC8,2023-01-08,0,0
DC37,DC9,DC37->DC9,2023-01-08,0,0
DC38,DC10,DC38->DC10,2023-01-08,5254,4902
DC38,DC12,DC38->DC12,2023-01-08,0,0
DC38,DC14,DC38->DC14,2023-01-08,4576,4270
DC38,DC22,DC38->DC22,2023-01-08,0,0
DC38,DC3,DC38->DC3,2023-01-08,0,0
DC38,DC32,DC38->DC32,2023-01-08,0,0
DC38,DC34,DC38->DC34,2023-01-08,0,0
DC38,DC35,DC38->DC35,2023-01-08,467,436
DC38,DC4,DC38->DC4,2023-01-08,12901,12037
DC38,DC40,DC38->DC40,2023-01-08,0,0
DC38,DC5,DC38->DC5,2023-01-08,2411,2250
DC38,DC62,DC38->DC62,2023-01-08,5207,4858
DC38,DC64,DC38->DC64,2023-01-08,0,0
DC38,DC65,DC38->DC65,2023-01-08,0,0
DC38,DC70,DC38->DC70,2023-01-08,551,514
DC38,DC8,DC38->DC8,2023-01-08,62,58
DC38,DC81,DC38->DC81,2023-01-08,0,0
DC38,DC9,DC38->DC9,2023-01-08,0,0
DC39,DC10,DC39->DC10,2023-01-08,0,0
DC39,DC14,DC39->DC14,2023-01-08,0,0
DC39,DC4,DC39->DC4,2023-01-08,0,0
DC39,DC5,DC39->DC5,2023-01-08,0,0
DC39,DC8,DC39->DC8,2023-01-08,0,0
DC39,DC9,DC39->DC9,2023-01-08,0,0
DC4,DC10,DC4->DC10,2023-01-08,47,44
DC4,DC14,DC4->DC14,2023-01-08,53,49
DC4,DC17,DC4->DC17,2023-01-08,0,0
DC4,DC19,DC4->DC19,2023-01-08,0,0
DC4,DC20,DC4->DC20,2023-01-08,0,0
DC4,DC21,DC4->DC21,2023-01-08,0,0
DC4,DC22,DC4->DC22,2023-01-08,0,0
DC4,DC23,DC4->DC23,2023-01-08,0,0
DC4,DC3,DC4->DC3,2023-01-08,0,0
DC4,DC30,DC4->DC30,2023-01-08,0,0
DC4,DC34,DC4->DC34,2023-01-08,0,0
DC4,DC35,DC4->DC35,2023-01-08,0,0
DC4,DC36,DC4->DC36,2023-01-08,0,0
DC4,DC38,DC4->DC38,2023-01-08,0,0
DC4,DC40,DC4->DC40,2023-01-08,0,0
DC4,DC5,DC4->DC5,2023-01-08,10,9
DC4,DC62,DC4->DC62,2023-01-08,43,40
DC4,DC64,DC4->DC64,2023-01-08,0,0
DC4,DC65,DC4->DC65,2023-01-08,0,0
DC4,DC70,DC4->DC70,2023-01-08,0,0
DC4,DC8,DC4->DC8,2023-01-08,76,71
DC4,DC9,DC4->DC9,2023-01-08,0,0
DC40,DC10,DC40->DC10,2023-01-08,9,8
DC40,DC12,DC40->DC12,2023-01-08,0,0
DC40,DC14,DC40->DC14,2023-01-08,11,10
DC40,DC21,DC40->DC21,2023-01-08,0,0
DC40,DC22,DC40->DC22,2023-01-08,0,0
DC40,DC3,DC40->DC3,2023-01-08,0,0
DC40,DC30,DC40->DC30,2023-01-08,0,0
DC40,DC32,DC40->DC32,2023-01-08,0,0
DC40,DC34,DC40->DC34,2023-01-08,0,0
DC40,DC35,DC40->DC35,2023-01-08,1767,1649
DC40,DC4,DC40->DC4,2023-01-08,17,16
DC40,DC5,DC40->DC5,2023-01-08,8,7
DC40,DC62,DC40->DC62,2023-01-08,14,13
DC40,DC67,DC40->DC67,2023-01-08,0,0
DC40,DC70,DC40->DC70,2023-01-08,3094,2887
DC40,DC8,DC40->DC8,2023-01-08,0,0
DC40,DC9,DC40->DC9,2023-01-08,0,0
DC41,DC10,DC41->DC10,2023-01-08,0,0
DC41,DC12,DC41->DC12,2023-01-08,0,0
DC41,DC14,DC41->DC14,2023-01-08,0,0
DC41,DC29,DC41->DC29,2023-01-08,0,0
DC41,DC3,DC41->DC3,2023-01-08,0,0
DC41,DC35,DC41->DC35,2023-01-08,0,0
DC41,DC40,DC41->DC40,2023-01-08,0,0
DC41,DC5,DC41->DC5,2023-01-08,0,0
DC41,DC81,DC41->DC81,2023-01-08,0,0
DC41,DC9,DC41->DC9,2023-01-08,0,0
DC42,DC10,DC42->DC10,2023-01-08,1473,1374
DC42,DC12,DC42->DC12,2023-01-08,0,0
DC42,DC14,DC42->DC14,2023-01-08,1125,1050
DC42,DC29,DC42->DC29,2023-01-08,0,0
DC42,DC3,DC42->DC3,2023-01-08,0,0
DC42,DC32,DC42->DC32,2023-01-08,0,0
DC42,DC34,DC42->DC34,2023-01-08,0,0
DC42,DC35,DC42->DC35,2023-01-08,16,15
DC42,DC4,DC42->DC4,2023-01-08,6,6
DC42,DC40,DC42->DC40,2023-01-08,0,0
DC42,DC5,DC42->DC5,2023-01-08,375,350
DC42,DC62,DC42->DC62,2023-01-08,1373,1281
DC42,DC65,DC42->DC65,2023-01-08,0,0
DC42,DC70,DC42->DC70,2023-01-08,19,18
DC42,DC8,DC42->DC8,2023-01-08,3864,3605
DC42,DC81,DC42->DC81,2023-01-08,0,0
DC42,DC9,DC42->DC9,2023-01-08,0,0
DC43,DC10,DC43->DC10,2023-01-08,1787,1667
DC43,DC12,DC43->DC12,2023-01-08,0,0
DC43,DC14,DC43->DC14,2023-01-08,1715,1600
DC43,DC29,DC43->DC29,2023-01-08,0,0
DC43,DC3,DC43->DC3,2023-01-08,0,0
DC43,DC34,DC43->DC34,2023-01-08,0,0
DC43,DC35,DC43->DC35,2023-01-08,14,13
DC43,DC4,DC43->DC4,2023-01-08,9,8
DC43,DC40,DC43->DC40,2023-01-08,0,0
DC43,DC45,DC43->DC45,2023-01-08,0,0
DC43,DC5,DC43->DC5,2023-01-08,826,771
DC43,DC62,DC43->DC62,2023-01-08,1641,1531
DC43,DC64,DC43->DC64,2023-01-08,0,0
DC43,DC65,DC43->DC65,2023-01-08,0,0
DC43,DC70,DC43->DC70,2023-01-08,6,6
DC43,DC8,DC43->DC8,2023-01-08,5311,4955
DC43,DC9,DC43->DC9,2023-01-08,0,0
DC44,DC10,DC44->DC10,2023-01-08,5422,5059
DC44,DC12,DC44->DC12,2023-01-08,0,0
DC44,DC14,DC44->DC14,2023-01-08,3800,3546
DC44,DC29,DC44->DC29,2023-01-08,0,0
DC44,DC3,DC44->DC3,2023-01-08,0,0
DC44,DC32,DC44->DC32,2023-01-08,0,0
DC44,DC34,DC44->DC34,2023-01-08,0,0
DC44,DC35,DC44->DC35,2023-01-08,110,103
DC44,DC4,DC44->DC4,2023-01-08,20,19
DC44,DC40,DC44->DC40,2023-01-08,0,0
DC44,DC5,DC44->DC5,2023-01-08,2803,2615
DC44,DC62,DC44->DC62,2023-01-08,5364,5005
DC44,DC64,DC44->DC64,2023-01-08,0,0
DC44,DC65,DC44->DC65,2023-01-08,0,0
DC44,DC70,DC44->DC70,2023-01-08,417,389
DC44,DC8,DC44->DC8,2023-01-08,20418,19051
DC44,DC81,DC44->DC81,2023-01-08,0,0
DC44,DC9,DC44->DC9,2023-01-08,0,0
DC45,DC10,DC45->DC10,2023-01-08,0,0
DC45,DC12,DC45->DC12,2023-01-08,0,0
DC45,DC14,DC45->DC14,2023-01-08,0,0
DC45,DC29,DC45->DC29,2023-01-08,0,0
DC45,DC3,DC45->DC3,2023-01-08,0,0
DC45,DC35,DC45->DC35,2023-01-08,0,0
DC45,DC4,DC45->DC4,2023-01-08,0,0
DC45,DC5,DC45->DC5,2023-01-08,0,0
DC45,DC8,DC45->DC8,2023-01-08,0,0
DC45,DC81,DC45->DC81,2023-01-08,0,0
DC45,DC9,DC45->DC9,2023-01-08,0,0
