日期,平均流量_m3s,最大流量_m3s,平均含沙量_kgm3,最大含沙量_kgm3,含沙观测数
2017-07-06,627.1666666666666,637,1.03,1.03,1
2017-07-07,635.1666666666666,646,1.24,1.24,1
2017-07-08,543.8333333333334,590,0.915,0.915,1
2017-07-09,522.6666666666666,540,0.878,0.878,1
2017-07-10,522.6666666666666,540,0.933,0.933,1
2017-07-11,500.5,542,0.772,0.772,1
2017-07-12,506.5,531,0.794,0.794,1
2017-07-13,442.3333333333333,479,0.817,0.817,1
2017-07-14,398.1666666666667,415,0.853,0.853,1
2017-07-15,375.0,382,0.603,0.603,1
2017-07-16,369.1666666666667,375,0.603,0.603,1
2017-07-17,363.3333333333333,368,0.619,0.619,1
2017-07-18,386.8333333333333,398,0.762,0.762,1
2017-07-19,425.6666666666667,460,0.914,0.914,1
2017-07-20,346.57142857142856,382,0.736,0.736,1
2017-07-21,342.3333333333333,361,0.607,0.607,1
2017-07-22,355.1666666666667,361,0.543,0.543,1
2017-07-23,361.0,368,0.542,0.542,1
2017-07-24,349.5,361,0.619,0.619,1
2017-07-25,342.0,347,0.723,0.723,1
2017-07-26,370.3333333333333,382,0.8,0.8,1
2017-07-27,391.3333333333333,398,0.584,0.584,1
2017-07-28,384.8333333333333,390,0.779,0.779,1
2017-07-29,401.3333333333333,432,0.849,0.849,1
2017-07-30,435.6666666666667,451,0.73,0.73,1
2017-07-31,470.5,531,0.797,0.797,1
2017-08-01,554.6666666666666,580,0.925,0.925,1
2017-08-02,591.3333333333334,632,0.983,0.983,1
2017-08-03,684.5,698,1.79,1.79,1
2017-08-04,668.0,711,1.13,1.13,1
2017-08-05,785.0,815,1.57,1.57,1
2017-08-06,717.0,805,1.05,1.05,1
2017-08-07,513.5,578,0.813,0.813,1
2017-08-08,427.5,447,0.855,0.855,1
2017-08-09,402.6666666666667,413,0.69,0.69,1
2017-08-10,398.1666666666667,406,0.614,0.614,1
2017-08-11,398.1666666666667,406,0.696,0.696,1
2017-08-12,399.1666666666667,406,0.579,0.579,1
2017-08-13,396.1666666666667,406,0.594,0.594,1
2017-08-14,399.3333333333333,413,0.562,0.562,1
2017-08-15,393.0,399,0.588,0.588,1
2017-08-16,383.6666666666667,387,0.601,0.601,1
2017-08-17,372.0,380,0.668,0.668,1
2017-08-18,360.0,368,0.631,0.631,1
2017-08-19,354.0,362,0.639,0.639,1
2017-08-20,314.5,334,0.579,0.579,1
2017-08-21,302.0,307,0.607,0.607,1
2017-08-22,301.1666666666667,307,0.651,0.651,1
2017-08-23,294.5,297,0.583,0.583,1
2017-08-24,285.3333333333333,297,0.434,0.434,1
2017-08-25,278.42857142857144,282,0.491,0.491,1
2017-08-26,279.5,282,0.492,0.492,1
2017-08-27,284.5,292,0.518,0.518,1
2017-08-28,290.3333333333333,297,0.527,0.527,1
2017-08-29,291.1666666666667,302,0.495,0.495,1
2017-08-30,303.3333333333333,339,0.697,0.697,1
2017-08-31,298.3333333333333,329,0.471,0.471,1
2017-09-01,293.7142857142857,323,0.488,0.488,1
2017-09-02,270.1666666666667,277,0.415,0.415,1
2017-09-03,274.6666666666667,277,0.583,0.583,1
2017-09-04,277.8333333333333,282,0.616,0.616,1
2017-09-05,265.5,268,0.46,0.46,1
2017-09-06,257.6666666666667,272,0.529,0.529,1
2017-09-07,245.33333333333334,272,0.405,0.405,1
2017-09-08,230.0,236,0.453,0.453,1
2017-09-09,222.0,228,0.468,0.468,1
2017-09-10,252.5,299,0.476,0.476,1
2017-09-11,252.0,280,0.535,0.535,1
2017-09-12,236.66666666666666,240,0.548,0.548,1
2017-09-13,251.16666666666666,293,0.523,0.523,1
2017-09-14,241.5,274,0.4,0.4,1
2017-09-15,240.83333333333334,274,0.431,0.431,1
2017-09-16,237.5,245,0.551,0.551,1
2017-09-17,261.3333333333333,306,0.404,0.404,1
2017-09-18,216.33333333333334,241,0.429,0.429,1
2017-09-19,213.33333333333334,215,0.522,0.522,1
2017-09-20,222.5,225,0.441,0.441,1
2017-09-21,227.66666666666666,241,0.448,0.448,1
2017-09-22,228.14285714285714,246,0.499,0.499,1
2017-09-23,220.83333333333334,230,0.478,0.478,1
2017-09-24,219.33333333333334,241,0.449,0.449,1
2017-09-25,220.0,230,0.391,0.391,1
2017-09-26,220.5,241,0.429,0.429,1
2017-09-27,230.5,241,0.367,0.367,1
2017-09-28,222.83333333333334,241,0.324,0.324,1
2017-09-29,219.5,235,0.353,0.353,1
2017-09-30,229.66666666666666,252,0.376,0.376,1
2017-10-01,236.16666666666666,269,0.508,0.508,1
2017-10-02,232.5,269,0.553,0.553,1
2017-10-03,250.5,272,0.469,0.469,1
2017-10-04,256.3333333333333,279,0.527,0.527,1
2017-10-05,252.83333333333334,285,0.538,0.538,1
2017-10-06,254.83333333333334,272,0.652,0.652,1
2017-10-07,268.5,324,0.603,0.603,1
2017-10-08,271.3333333333333,276,0.675,0.675,1
2017-10-09,303.85714285714283,355,0.852,0.852,1
2017-10-10,408.5,486,1.75,1.75,1
2017-10-11,525.0,535,1.61,1.61,1
2017-10-12,432.42857142857144,468,1.4100000000000001,1.45,2
2017-10-13,402.6666666666667,413,1.41,1.41,1
2017-10-14,414.5,422,1.32,1.32,1
2017-10-15,405.8333333333333,422,1.02,1.02,1
2017-10-16,392.1666666666667,459,0.82,0.82,1
2017-10-17,388.8333333333333,422,0.856,0.856,1
2017-10-18,482.5,510,1.26,1.26,1
2017-10-19,493.3333333333333,510,1.35,1.35,1
2017-10-20,437.7142857142857,459,0.77,0.77,1
2017-10-21,405.6666666666667,413,0.812,0.812,1
2017-10-22,413.1666666666667,431,0.684,0.684,1
2017-10-23,422.0,431,0.775,0.775,1
2017-10-24,420.5,440,0.778,0.778,1
2017-10-25,401.5,422,0.967,0.967,1
2017-10-26,393.0,404,1.14,1.14,1
2017-10-27,425.5,478,1.12,1.12,1
2017-10-28,526.5,565,1.72,1.72,1
2017-10-29,586.5,605,1.55,1.55,1
2017-10-30,605.625,610,1.67,1.67,1
2017-10-31,581.3333333333334,605,1.28,1.28,1
2017-11-01,514.3333333333334,600,1.04,1.04,1
2017-11-02,429.1666666666667,442,1.08,1.08,1
2017-11-03,472.6666666666667,486,1.18,1.18,1
2017-11-04,486.1666666666667,514,1.03,1.03,1
2017-11-05,534.0,561,1.4,1.4,1
2017-11-06,574.6666666666666,592,1.5,1.5,1
2017-11-07,575.0,592,1.55,1.55,1
2017-11-08,524.6666666666666,542,1.35,1.35,1
2017-11-09,492.0,504,1.24,1.24,1
2017-11-10,489.8333333333333,571,1.22,1.22,1
2017-11-11,508.14285714285717,622,1.065,1.08,2
2017-11-12,560.3333333333334,672,0.84,0.84,1
2017-11-13,501.1666666666667,514,1.1,1.1,1
2017-11-14,542.3333333333334,571,1.1,1.1,1
2017-11-15,560.1666666666666,733,1.25,1.25,1
2017-11-16,618.8333333333334,743,1.4,1.4,1
2017-11-17,544.1666666666666,592,0.823,0.823,1
2017-11-18,654.875,850,0.796,0.796,1
2017-11-19,608.2857142857143,664,0.814,0.814,1
2017-11-20,526.6666666666666,609,1.4,1.4,1
2017-11-21,605.5,672,0.955,0.955,1
2017-11-22,548.8333333333334,741,0.763,0.763,1
2017-11-23,641.6666666666666,733,1.33,1.33,1
2017-11-24,675.3333333333334,758,0.832,0.832,1
2017-11-25,663.8333333333334,683,2.17,2.17,1
2017-11-26,695.3333333333334,708,2.29,2.29,1
2017-11-27,749.5,782,2.13,2.13,1
2017-11-28,766.1666666666666,782,2.0,2.0,1
2017-11-29,784.0,802,1.78,1.78,1
2017-11-30,759.5,831,2.49,2.49,1
2017-12-01,777.6666666666666,792,2.38,2.38,1
2017-12-02,774.8333333333334,783,2.31,2.31,1
2017-12-03,733.0,750,2.19,2.19,1
2017-12-04,833.0,928,2.02,2.02,1
2017-12-05,816.6666666666666,864,2.59,2.59,1
2017-12-06,890.0,905,3.49,3.49,1
2017-12-07,905.0,911,2.87,2.87,1
2017-12-08,897.0,911,3.26,3.26,1
2017-12-09,917.5,973,3.87,3.87,1
2017-12-10,809.8333333333334,948,1.39,1.39,1
2017-12-11,506.6666666666667,748,0.989,0.993,2
2017-12-12,547.0,687,1.24,1.24,1
2017-12-13,529.0,616,0.967,0.967,1
2017-12-14,440.0,470,0.917,0.917,1
2017-12-15,546.8333333333334,571,1.04,1.04,1
2017-12-16,536.6666666666666,550,1.08,1.08,1
2017-12-17,560.6666666666666,602,1.01,1.01,1
2017-12-18,575.8888888888889,664,0.646,0.646,1
2017-12-19,534.1428571428571,685,0.877,0.877,1
2017-12-20,565.8888888888889,652,1.05,1.05,1
2017-12-21,560.3333333333334,670,0.875,0.875,1
2017-12-22,507.4,615,0.801,0.801,1
2017-12-23,455.75,579,0.796,0.796,1
2017-12-24,456.57142857142856,535,0.677,0.677,1
2017-12-25,404.1666666666667,423,0.757,0.757,1
2017-12-26,359.1666666666667,374,0.73,0.73,1
2017-12-27,330.42857142857144,338,0.635,0.635,1
2017-12-28,329.5,331,0.677,0.677,1
2017-12-29,325.5,328,0.623,0.623,1
2017-12-30,337.1666666666667,353,0.671,0.671,1
2017-12-31,349.14285714285717,357,0.734,0.794,2
2018-01-01,345.8333333333333,352,0.6335,0.674,2
2018-01-02,342.3333333333333,349,0.641,0.641,1
2018-01-03,329.57142857142856,333,0.644,0.644,1
2018-01-04,346.8333333333333,363,0.788,0.788,1
2018-01-05,359.6666666666667,363,0.682,0.682,1
2018-01-06,373.0,393,0.706,0.706,1
2018-01-07,378.1666666666667,388,1.19,1.19,1
2018-01-08,371.1666666666667,374,0.974,0.974,1
2018-01-09,371.3333333333333,379,0.683,0.683,1
2018-01-10,357.6666666666667,361,1.05,1.05,1
2018-01-11,347.1666666666667,356,0.705,0.705,1
2018-01-12,354.0,370,1.02,1.02,1
2018-01-13,370.5,374,0.836,0.836,1
2018-01-14,382.3333333333333,398,0.856,0.856,1
2018-01-15,405.3333333333333,417,0.966,0.966,1
2018-01-16,424.3333333333333,443,0.855,0.855,1
2018-01-17,441.3333333333333,448,0.795,0.795,1
2018-01-18,436.3333333333333,443,0.972,0.972,1
2018-01-19,464.1666666666667,481,0.928,0.928,1
2018-01-20,441.5,464,1.09,1.09,1
2018-01-21,421.2857142857143,448,0.64,0.64,1
2018-01-22,434.6666666666667,453,0.938,0.938,1
2018-01-23,422.2857142857143,433,0.765,0.765,1
2018-01-24,463.0,485,1.21,1.21,1
2018-01-25,440.42857142857144,459,0.898,0.898,1
2018-01-26,456.57142857142856,480,0.935,0.935,1
2018-01-27,459.57142857142856,470,0.89,0.89,1
2018-01-28,457.8333333333333,475,0.965,0.965,1
2018-01-29,465.14285714285717,475,0.767,0.767,1
2018-01-30,478.875,492,1.13,1.13,1
2018-01-31,474.5,486,1.15,1.15,1
2018-02-01,482.125,508,1.42,1.42,1
2018-02-02,446.75,503,1.36,1.36,1
2018-02-03,496.3333333333333,559,1.44,1.44,1
2018-02-04,530.1111111111111,570,1.63,1.63,1
2018-02-05,546.0,587,1.45,1.45,1
2018-02-06,540.4545454545455,593,1.64,1.64,1
2018-02-07,512.75,598,1.35,1.35,1
2018-02-08,551.8181818181819,604,1.72,1.72,1
2018-02-09,579.5714285714286,598,1.66,1.66,1
2018-02-10,480.1333333333333,559,1.43,1.43,1
2018-02-11,465.3333333333333,581,1.9,1.9,1
2018-02-12,505.14285714285717,521,2.22,2.22,1
2018-02-13,482.8181818181818,515,1.32,1.32,1
2018-02-14,423.5,488,1.63,1.63,1
2018-02-15,457.8888888888889,521,1.65,1.65,1
2018-02-16,462.8888888888889,493,1.56,1.56,1
2018-02-17,462.25,586,1.31,1.31,1
2018-02-18,513.0,586,1.7,1.7,1
2018-02-19,463.0,469,1.53,1.53,1
2018-02-20,446.875,469,1.3,1.3,1
2018-02-21,472.0,518,1.69,1.69,1
2018-02-22,466.0,518,1.48,1.48,1
2018-02-23,444.5833333333333,474,1.34,1.34,1
2018-02-24,391.0,502,1.28,1.28,1
2018-02-25,538.1428571428571,551,2.19,2.19,1
2018-02-26,527.25,576,2.07,2.07,1
2018-02-27,490.27272727272725,524,1.89,1.89,1
2018-02-28,545.7272727272727,632,1.75,1.75,1
2018-03-01,558.4666666666667,644,1.29,1.29,1
2018-03-02,526.0,558,1.21,1.21,1
2018-03-03,498.57142857142856,512,1.39,1.39,1
2018-03-04,562.8461538461538,638,2.12,2.12,1
2018-03-05,581.5,638,1.92,1.92,1
2018-03-06,585.7142857142857,602,2.34,2.34,1
2018-03-07,554.1,620,2.49,2.49,1
2018-03-08,560.1428571428571,637,2.19,2.19,1
2018-03-09,522.5714285714286,529,1.79,1.79,1
2018-03-10,527.0,534,1.86,1.86,1
2018-03-11,604.0,614,2.36,2.36,1
2018-03-12,599.75,608,3.085,3.18,2
2018-03-13,597.0,608,2.47,2.47,1
2018-03-14,595.1666666666666,614,2.14,2.14,1
2018-03-15,624.875,670,2.23,2.23,1
2018-03-16,621.7142857142857,626,2.64,2.64,1
2018-03-17,639.7142857142857,644,2.31,2.31,1
2018-03-18,655.1428571428571,670,2.11,2.11,1
2018-03-19,684.8333333333334,696,2.55,2.55,1
2018-03-20,711.2857142857143,736,2.98,2.98,1
2018-03-21,788.5,834,3.78,3.78,1
2018-03-22,835.5,843,3.98,3.98,1
2018-03-23,867.4285714285714,888,3.69,3.69,1
2018-03-24,889.7142857142857,907,4.24,4.24,1
2018-03-25,955.1666666666666,977,4.22,4.22,1
2018-03-26,967.0,977,4.05,4.05,1
2018-03-27,972.0,997,3.48,3.48,1
2018-03-28,958.25,977,3.16,3.16,1
2018-03-29,931.6666666666666,947,3.08,3.08,1
2018-03-30,942.2857142857143,957,2.96,2.96,1
2018-03-31,946.8571428571429,957,2.53,2.53,1
2018-04-01,967.0,977,3.17,3.17,1
2018-04-02,968.6666666666666,977,4.24,4.24,1
2018-04-03,990.8333333333334,1020,3.64,3.64,1
2018-04-04,1047.142857142857,1090,3.02,3.02,1
2018-04-05,1160.0,1210,4.24,4.24,1
2018-04-06,1213.3333333333333,1230,3.87,3.87,1
2018-04-07,1235.0,1310,4.23,4.23,1
2018-04-08,1260.0,1270,4.2,4.2,1
2018-04-09,1235.7142857142858,1260,3.57,3.57,1
2018-04-10,1210.0,1230,4.57,4.57,1
2018-04-11,1200.0,1230,3.43,3.43,1
2018-04-12,1178.3333333333333,1200,3.44,3.44,1
2018-04-13,1150.0,1160,2.7,2.7,1
2018-04-14,1148.3333333333333,1160,3.56,3.56,1
2018-04-15,1150.0,1170,2.88,2.88,1
2018-04-16,1121.6666666666667,1130,3.39,3.39,1
2018-04-17,1095.0,1130,2.69,2.69,1
2018-04-18,1075.0,1100,2.59,2.59,1
2018-04-19,1043.3333333333333,1070,2.43,2.43,1
2018-04-20,1005.0,1030,2.42,2.42,1
2018-04-21,918.1428571428571,972,2.01,2.01,1
2018-04-22,929.4285714285714,961,1.95,1.95,1
2018-04-23,1004.5,1040,2.07,2.07,1
2018-04-24,1092.857142857143,1130,2.71,2.71,1
2018-04-25,1191.4285714285713,1220,3.27,3.27,1
2018-04-26,1193.3333333333333,1230,3.18,3.18,1
2018-04-27,1185.0,1190,2.23,2.23,1
2018-04-28,1131.6666666666667,1170,2.39,2.39,1
2018-04-29,1051.6666666666667,1090,2.09,2.09,1
2018-04-30,1036.6666666666667,1050,1.76,1.76,1
2018-05-01,1078.75,1100,1.94,1.94,1
2018-05-02,1121.4285714285713,1150,2.01,2.01,1
2018-05-03,1158.5714285714287,1170,2.19,2.19,1
2018-05-04,1165.7142857142858,1170,2.21,2.21,1
2018-05-05,1157.142857142857,1170,2.21,2.21,1
2018-05-06,1135.0,1140,1.855,1.91,2
2018-05-07,1126.6666666666667,1130,2.68,2.68,1
2018-05-08,1135.0,1160,2.44,2.44,1
2018-05-09,1163.3333333333333,1180,2.38,2.38,1
2018-05-10,1166.6666666666667,1180,2.19,2.19,1
2018-05-11,1153.3333333333333,1170,2.31,2.31,1
2018-05-12,1176.6666666666667,1200,2.46,2.46,1
2018-05-13,1206.6666666666667,1220,2.69,2.69,1
2018-05-14,1198.3333333333333,1220,2.81,2.81,1
2018-05-15,1193.3333333333333,1210,2.79,2.79,1
2018-05-16,1243.3333333333333,1270,3.2,3.2,1
2018-05-17,1321.6666666666667,1350,2.53,2.53,1
2018-05-18,1325.7142857142858,1350,2.63,2.63,1
2018-05-19,1371.6666666666667,1410,3.02,3.02,1
2018-05-20,1442.5,1480,2.21,2.21,1
2018-05-21,1488.3333333333333,1500,2.69,2.69,1
2018-05-22,1468.3333333333333,1500,3.12,3.12,1
2018-05-23,1356.6666666666667,1380,3.56,3.56,1
2018-05-24,1468.75,1530,3.42,3.42,1
2018-05-25,1593.3333333333333,1630,2.68,2.68,1
2018-05-26,1614.2857142857142,1630,2.87,2.87,1
2018-05-27,1632.857142857143,1640,3.27,3.27,1
2018-05-28,1648.5714285714287,1670,3.14,3.14,1
2018-05-29,1686.6666666666667,1700,3.22,3.22,1
2018-05-30,1706.6666666666667,1730,3.26,3.26,1
2018-05-31,1766.25,1800,2.73,2.73,1
2018-06-01,1751.4285714285713,1780,3.1,3.1,1
2018-06-02,1671.6666666666667,1720,2.79,2.79,1
2018-06-03,1641.6666666666667,1660,2.6,2.6,1
2018-06-04,1614.2857142857142,1630,3.22,3.22,1
2018-06-05,1637.142857142857,1680,2.53,2.53,1
2018-06-06,1626.6666666666667,1650,2.61,2.61,1
2018-06-07,1550.0,1620,2.72,2.72,1
2018-06-08,1498.5714285714287,1530,2.79,2.79,1
2018-06-09,1588.3333333333333,1620,3.54,3.54,1
2018-06-10,1618.3333333333333,1650,2.79,2.79,1
2018-06-11,1596.6666666666667,1620,3.0,3.0,1
2018-06-12,1626.6666666666667,1650,2.85,2.85,1
2018-06-13,1563.3333333333333,1580,2.63,2.63,1
2018-06-14,1558.3333333333333,1580,2.41,2.41,1
2018-06-15,1555.0,1570,2.57,2.57,1
2018-06-16,1543.3333333333333,1560,2.51,2.51,1
2018-06-17,1507.142857142857,1520,2.28,2.28,1
2018-06-18,1498.3333333333333,1520,2.45,2.45,1
2018-06-19,1503.3333333333333,1520,2.54,2.54,1
2018-06-20,1538.5714285714287,1560,2.505,2.57,2
2018-06-21,1550.0,1580,2.45,2.45,1
2018-06-22,1505.0,1510,2.55,2.55,1
2018-06-23,1511.6666666666667,1520,2.99,2.99,1
2018-06-24,1543.3333333333333,1560,2.56,2.56,1
2018-06-25,1516.6666666666667,1550,2.19,2.19,1
2018-06-26,1538.3333333333333,1550,2.56,2.56,1
2018-06-27,1480.0,1500,2.12,2.12,1
2018-06-28,1466.6666666666667,1470,2.28,2.28,1
2018-06-29,1493.3333333333333,1500,2.56,2.56,1
2018-06-30,1500.0,1530,2.18,2.18,1
2018-07-01,1290.0,1450,1.86,1.86,1
2018-07-02,1145.0,1160,1.74,1.74,1
2018-07-03,1111.6666666666667,1130,1.8,1.8,1
2018-07-04,1271.6666666666667,1280,2.01,2.01,1
2018-07-05,1526.25,1910,3.105,4.17,2
2018-07-06,2670.4166666666665,3160,4.2283333333333335,4.66,6
2018-07-07,2962.0833333333335,3240,3.6,4.6,4
2018-07-08,2851.176470588235,3090,4.6866666666666665,5.6,3
2018-07-09,3616.25,3900,14.083333333333334,16.9,3
2018-07-10,3477.5,3750,19.066666666666666,19.4,3
2018-07-11,2816.153846153846,3070,23.933333333333334,26.8,3
2018-07-12,2536.923076923077,2610,27.73333333333333,27.9,3
2018-07-13,2345.0,2450,26.8,28.5,2
2018-07-14,2150.0,2370,21.200000000000003,22.1,2
2018-07-15,2939.1666666666665,3240,19.4,20.2,2
2018-07-16,2953.846153846154,3210,21.1,23.1,2
2018-07-17,2870.769230769231,3100,34.766666666666666,36.8,3
2018-07-18,3312.5,3460,44.75,48.3,2
2018-07-19,3489.1666666666665,3550,45.23333333333333,46.5,3
2018-07-20,3505.0,3550,35.0,38.1,2
2018-07-21,3637.5,3720,23.1,23.4,2
2018-07-22,3580.769230769231,3680,23.299999999999997,23.4,2
2018-07-23,3392.5,3510,21.95,22.5,2
2018-07-24,2902.8571428571427,3320,24.9,25.3,2
2018-07-25,2335.0,2450,21.9,21.9,2
2018-07-26,2251.6666666666665,2300,20.1,20.5,2
2018-07-27,1970.8333333333333,2170,18.05,18.6,2
2018-07-28,1599.1666666666667,1780,14.8,16.7,2
2018-07-29,1320.0,1440,10.135,11.1,2
2018-07-30,1137.5,1170,8.175,8.72,2
2018-07-31,1070.7692307692307,1160,9.19,9.19,1
2018-08-01,980.8333333333334,1020,7.04,7.04,1
2018-08-02,903.1666666666666,920,6.47,6.47,1
2018-08-03,933.0,954,4.02,4.02,1
2018-08-04,994.1666666666666,1060,3.09,3.09,1
2018-08-05,1313.75,1450,4.58,4.95,2
2018-08-06,1365.0,1420,5.76,5.76,1
2018-08-07,1670.7692307692307,1800,6.89,6.89,1
2018-08-08,1816.6666666666667,1840,8.08,8.08,1
2018-08-09,1771.6666666666667,1810,6.58,6.58,1
2018-08-10,1707.7777777777778,1790,6.04,6.04,1
2018-08-11,1552.5,1690,5.27,5.27,1
2018-08-12,1671.6666666666667,1740,6.89,6.89,1
2018-08-13,1613.3333333333333,1650,5.2,5.2,1
2018-08-14,2042.5,2360,6.41,6.41,1
2018-08-15,2273.3333333333335,2480,8.6,8.6,1
2018-08-16,1220.8695652173913,1770,8.704999999999998,8.79,2
2018-08-17,1178.3333333333333,1280,5.91,5.91,1
2018-08-18,1260.0,1300,4.55,4.55,1
2018-08-19,1520.0,1690,12.8,12.8,1
2018-08-20,1398.75,1480,21.950000000000003,22.6,2
2018-08-21,1251.4285714285713,1300,27.366666666666664,28.6,3
2018-08-22,1196.6666666666667,1200,26.1,27.8,2
2018-08-23,1180.0,1250,23.700000000000003,25.8,2
2018-08-24,1964.3478260869565,2640,29.25,33.5,2
2018-08-25,2675.0,2700,33.800000000000004,34.8,3
2018-08-26,2619.4117647058824,2690,15.65,16.6,2
2018-08-27,2663.6363636363635,2690,15.2,15.4,2
2018-08-28,2650.0,2660,15.466666666666669,16.1,3
2018-08-29,2662.5,2690,14.3,14.8,2
2018-08-30,2480.8333333333335,2690,13.05,13.3,2
2018-08-31,2005.0,2170,11.5,11.5,1
2018-09-01,1655.5555555555557,1800,10.399999999999999,10.6,2
2018-09-02,1326.1538461538462,1450,9.97,9.97,1
2018-09-03,1047.0,1170,8.26,8.26,1
2018-09-04,1240.0,1280,6.81,6.81,1
2018-09-05,1157.7777777777778,1210,5.25,5.25,1
2018-09-06,1328.3333333333333,1390,8.26,8.26,1
2018-09-07,1281.6666666666667,1310,5.96,5.96,1
2018-09-08,1380.0,1400,4.82,4.82,1
2018-09-09,1358.3333333333333,1380,5.04,5.04,1
2018-09-10,1330.0,1350,4.83,4.83,1
2018-09-11,1276.6666666666667,1320,4.07,4.07,1
2018-09-12,1268.3333333333333,1280,3.7,3.7,1
2018-09-13,1266.6666666666667,1280,3.3,3.3,1
2018-09-14,1338.5714285714287,1420,4.77,4.77,1
2018-09-15,1380.0,1400,3.55,3.55,1
2018-09-16,1557.2727272727273,1850,3.84,3.84,1
2018-09-17,2317.391304347826,2560,8.81,8.81,1
2018-09-18,2674.5833333333335,2780,9.66,9.66,1
2018-09-19,2795.0,2850,6.45,6.45,1
2018-09-20,2844.1666666666665,2870,6.33,6.33,1
2018-09-21,2881.6666666666665,2910,7.2,7.2,1
2018-09-22,2913.3333333333335,2950,7.04,7.04,1
2018-09-23,2814.1666666666665,2940,7.09,7.09,1
2018-09-24,2730.8333333333335,2870,6.61,6.61,1
2018-09-25,2986.6666666666665,3110,6.12,6.12,1
2018-09-26,3153.3333333333335,3220,6.59,6.59,1
2018-09-27,3164.1666666666665,3180,4.77,4.77,1
2018-09-28,3121.6666666666665,3190,6.0,6.0,1
2018-09-29,3129.1666666666665,3150,6.29,6.29,1
2018-09-30,3223.3333333333335,3310,5.97,5.97,1
2018-10-01,3355.0,3400,6.85,6.85,1
2018-10-02,3415.0,3430,6.2,6.2,1
2018-10-03,3417.5,3450,5.97,5.97,1
2018-10-04,3285.0,3390,6.93,6.93,1
2018-10-05,2976.6666666666665,3090,7.66,7.66,1
2018-10-06,2873.3333333333335,2920,8.32,8.32,1
2018-10-07,2558.0,2810,6.45,6.45,1
2018-10-08,2104.5,2240,6.63,6.63,1
2018-10-09,1862.3076923076924,2010,5.39,5.39,1
2018-10-10,1739.1666666666667,1780,5.92,5.92,1
2018-10-11,1883.3333333333333,1990,6.2,6.32,2
2018-10-12,1921.6666666666667,1980,5.22,5.22,1
2018-10-13,1624.1666666666667,1810,4.03,4.03,1
2018-10-14,1387.5,1430,4.19,4.19,1
2018-10-15,1318.3333333333333,1350,4.1,4.1,1
2018-10-16,1180.0,1250,3.11,3.26,2
2018-10-17,1254.2857142857142,1390,3.415,3.74,2
2018-10-18,1475.0,1500,5.27,5.27,1
2018-10-19,1470.0,1480,4.06,4.06,1
2018-10-20,1488.5714285714287,1510,3.28,3.28,1
2018-10-21,1335.0,1420,2.76,2.76,1
2018-10-22,1200.0,1230,2.54,2.54,1
2018-10-23,1328.5714285714287,1420,2.35,2.35,1
2018-10-24,1420.0,1460,3.19,3.19,1
2018-10-25,1300.0,1330,2.69,2.69,1
2018-10-26,1291.6666666666667,1360,2.71,2.71,1
2018-10-27,1183.3333333333333,1200,2.75,2.75,1
2018-10-28,1113.3333333333333,1140,2.54,2.54,1
2018-10-29,1044.2857142857142,1070,2.72,2.72,1
2018-10-30,1066.6666666666667,1080,3.34,3.34,1
2018-10-31,1051.6666666666667,1060,2.56,2.56,1
2018-11-01,1055.0,1080,2.54,2.54,1
2018-11-02,1075.0,1110,2.78,2.78,1
2018-11-03,1025.3333333333333,1070,2.68,2.68,1
2018-11-04,880.6666666666666,926,2.39,2.39,1
2018-11-05,819.1666666666666,840,2.15,2.15,1
2018-11-06,800.0,809,2.1,2.1,1
2018-11-07,788.0,798,2.08,2.08,1
2018-11-08,767.0,798,1.95,1.95,1
2018-11-09,731.8333333333334,749,1.74,1.74,1
2018-11-10,677.0,694,1.72,1.72,1
2018-11-11,661.1666666666666,694,2.02,2.02,1
2018-11-12,664.5,730,1.76,1.76,1
2018-11-13,618.375,628,1.75,1.82,3
2018-11-14,614.0,628,1.6,1.6,1
2018-11-15,615.1666666666666,620,1.86,1.86,1
2018-11-16,669.8571428571429,768,1.81,1.81,1
2018-11-17,633.5,721,1.42,1.42,1
2018-11-18,648.0,778,1.16,1.16,1
2018-11-19,643.5,749,1.51,1.51,1
2018-11-20,639.1428571428571,685,1.43,1.43,1
2018-11-21,604.5,694,1.49,1.49,1
2018-11-22,574.5,589,1.72,1.72,1
2018-11-23,624.9166666666666,759,1.52,1.52,1
2018-11-24,446.75,548,1.11,1.11,1
2018-11-25,447.6666666666667,564,0.98,0.98,1
2018-11-26,456.75,572,0.959,0.959,1
2018-11-27,405.5,454,0.948,0.948,1
2018-11-28,409.0,494,1.28,1.28,1
2018-11-29,434.3333333333333,487,1.37,1.37,1
2018-11-30,548.0,661,1.37,1.37,1
2018-12-01,508.9166666666667,539,1.08,1.08,1
2018-12-02,534.25,620,0.99,0.99,1
2018-12-03,518.0,589,0.886,0.888,2
2018-12-04,564.0,644,1.44,1.44,1
2018-12-05,572.0833333333334,628,1.14,1.14,1
2018-12-06,565.9166666666666,677,1.4,1.4,1
2018-12-07,635.0833333333334,759,1.35,1.35,1
2018-12-08,620.25,759,1.21,1.21,1
2018-12-09,666.6666666666666,768,1.01,1.01,1
2018-12-10,586.75,740,1.06,1.06,1
2018-12-11,500.6666666666667,564,0.857,0.857,1
2018-12-12,461.0,564,0.866,0.866,1
2018-12-13,469.61538461538464,581,0.917,0.917,1
2018-12-14,456.5,564,0.702,0.702,1
2018-12-15,452.75,556,0.794,0.794,1
