option_type,task_ids,task_count,price,expected_completions,expected_payout,single_probability,region,route_length_km,compactness,price_multiplier,bundle_probability,core_tasks,ride_along_tasks,scheme,budget_relaxation
single,A0547,1,76.5,0.6671775957557368,51.03908607531386,0.6671775957557368,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0548,1,67.0,0.7130113951721628,47.77176347653491,0.7130113951721628,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0549,1,74.0,0.6807778022071551,50.37755736332948,0.6807778022071551,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0550,1,67.0,0.7153711376288739,47.92986622113455,0.7153711376288739,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0551,1,72.5,0.6907766983414663,50.0813106297563,0.6907766983414663,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0552,1,65.5,0.7239794487235685,47.420653891393734,0.7239794487235685,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0553,1,74.5,0.6814924363579388,50.77118650866644,0.6814924363579388,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0554,1,70.5,0.7016730240573895,49.46794819604596,0.7016730240573895,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0555,1,71.0,0.697864220241321,49.54835963713379,0.697864220241321,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0556,1,72.5,0.6869285776695553,49.80232188104276,0.6869285776695553,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0557,1,72.5,0.6878477280274313,49.86896028198877,0.6878477280274313,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0558,1,70.5,0.7014717658702787,49.45375949385465,0.7014717658702787,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0559,1,68.5,0.7069923005067116,48.42897258470974,0.7069923005067116,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0560,1,70.0,0.6988531814026981,48.91972269818887,0.6988531814026981,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0561,1,70.5,0.6990469489021668,49.28280989760276,0.6990469489021668,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0562,1,79.5,0.6481251030430347,51.52594569192126,0.6481251030430347,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0563,1,72.0,0.6954900161080495,50.075281159779564,0.6954900161080495,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0564,1,72.0,0.6877866353877533,49.52063774791824,0.6877866353877533,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0565,1,67.0,0.7149414660281062,47.90107822388311,0.7149414660281062,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0566,1,66.5,0.72016084567653,47.89069623748925,0.72016084567653,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0567,1,74.0,0.6807778022071551,50.37755736332948,0.6807778022071551,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0568,1,74.0,0.6756967495271949,50.00155946501243,0.6756967495271949,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0569,1,66.5,0.7181692729911173,47.7582566539093,0.7181692729911173,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0570,1,71.5,0.691416901905913,49.43630848627278,0.691416901905913,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0571,1,67.5,0.7180079884648685,48.46553922137862,0.7180079884648685,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0572,1,74.5,0.5113898202709243,38.09854161018386,0.5113898202709243,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0573,1,73.0,0.6870478620708519,50.15449393117219,0.6870478620708519,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0574,1,73.5,0.6831267301311821,50.20981466464188,0.6831267301311821,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0575,1,69.0,0.7039419993099056,48.57199795238349,0.7039419993099056,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0576,1,72.0,0.6915540873282477,49.79189428763384,0.6915540873282477,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0577,1,73.5,0.5305231042870954,38.99344816510151,0.5305231042870954,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0578,1,67.0,0.7184289197045908,48.13473762020758,0.7184289197045908,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0579,1,75.5,0.5581621273859081,42.14124061763606,0.5581621273859081,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0580,1,72.0,0.6915540873282477,49.79189428763384,0.6915540873282477,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0581,1,80.5,0.6369038020750483,51.27075606704138,0.6369038020750483,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0584,1,69.0,0.7035387811202776,48.544175897299155,0.7035387811202776,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0585,1,71.5,0.6960159309359342,49.76513906191929,0.6960159309359342,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0586,1,76.0,0.6543001827393508,49.726813888190655,0.6543001827393508,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0587,1,70.5,0.6970467358821001,49.14179487968806,0.6970467358821001,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0588,1,73.5,0.5737787277016797,42.17273648607346,0.5737787277016797,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0589,1,67.5,0.7164538158912067,48.360632572656456,0.7164538158912067,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0590,1,66.5,0.7159254427524356,47.60904194303697,0.7159254427524356,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0591,1,73.0,0.630503113944133,46.02672731792171,0.630503113944133,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0592,1,74.0,0.6070451666985375,44.921342335691776,0.6070451666985375,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0593,1,74.0,0.6190593958698001,45.81039529436521,0.6190593958698001,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0594,1,71.0,0.697293105805183,49.50781051216799,0.697293105805183,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0595,1,74.0,0.6390948705675754,47.29302042200058,0.6390948705675754,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0596,1,72.0,0.6892722491357498,49.62760193777399,0.6892722491357498,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0597,1,73.0,0.6284258797927154,45.87508922486822,0.6284258797927154,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0598,1,73.5,0.6495489553566263,47.74184821871203,0.6495489553566263,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0599,1,74.0,0.6767402523199182,50.078778671673945,0.6767402523199182,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0600,1,74.0,0.6449539392868466,47.72659150722665,0.6449539392868466,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0601,1,74.0,0.6795356851769239,50.28564070309237,0.6795356851769239,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0602,1,73.5,0.6011310186176194,44.18312986839503,0.6011310186176194,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0603,1,74.0,0.5946530807792219,44.00432797766242,0.5946530807792219,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0604,1,70.0,0.7032605627201586,49.2282393904111,0.7032605627201586,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0605,1,74.0,0.5378248872749035,39.79904165834286,0.5378248872749035,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0606,1,73.5,0.6162718036566084,45.29597756876072,0.6162718036566084,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0607,1,74.0,0.673598047452961,49.84625551151912,0.673598047452961,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0608,1,74.0,0.654945709587006,48.46598250943845,0.654945709587006,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0609,1,73.5,0.5850390137801302,43.000367512839574,0.5850390137801302,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0610,1,70.0,0.6999539785587431,48.99677849911202,0.6999539785587431,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0611,1,73.5,0.5683744917195105,41.77552514138402,0.5683744917195105,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0612,1,65.0,0.9413274710532504,61.18628561846128,0.9413274710532504,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0613,1,77.5,0.6583395075456911,51.021311834791064,0.6583395075456911,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0614,1,74.0,0.6116025585436035,45.258589332226656,0.6116025585436035,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0615,1,65.0,0.8586581765309159,55.812781474509535,0.8586581765309159,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0616,1,74.0,0.643387030840622,47.61064028220603,0.643387030840622,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0617,1,73.5,0.6514571935317716,47.88210372458521,0.6514571935317716,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0618,1,65.0,0.8795014731884457,57.167595757248975,0.8795014731884457,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0619,1,65.0,0.9423577346062452,61.25325274940594,0.9423577346062452,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0620,1,65.0,0.9392917838721077,61.053965951687,0.9392917838721077,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0621,1,77.5,0.6634382154710357,51.41646169900526,0.6634382154710357,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0622,1,65.0,0.848694134019116,55.16511871124254,0.848694134019116,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0623,1,65.0,0.9088994175045609,59.078462137796464,0.9088994175045609,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0624,1,65.0,0.9232006514037262,60.0080423412422,0.9232006514037262,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0625,1,77.0,0.6678314691152328,51.42302312187293,0.6678314691152328,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0626,1,78.0,0.6412299540994344,50.01593641975588,0.6412299540994344,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0627,1,78.0,0.6619082598265785,51.62884426647312,0.6619082598265785,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0628,1,65.0,0.9060995913574007,58.89647343823105,0.9060995913574007,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0629,1,65.0,0.9725700500432399,63.217053252810594,0.9725700500432399,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0630,1,65.0,0.9066611748679769,58.9329763664185,0.9066611748679769,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0631,1,65.0,0.922928205914412,59.99033338443678,0.922928205914412,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0632,1,65.0,0.8764848755731044,56.971516912251786,0.8764848755731044,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0633,1,65.0,0.9562344649596757,62.15524022237892,0.9562344649596757,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0634,1,65.0,0.9708013824030288,63.102089856196876,0.9708013824030288,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0635,1,75.5,0.6733173164069685,50.83545738872612,0.6733173164069685,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0636,1,65.0,0.9331503563494764,60.65477316271597,0.9331503563494764,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0637,1,78.0,0.5777173695168054,45.061954822310824,0.5777173695168054,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0638,1,65.0,0.9244669073850693,60.0903489800295,0.9244669073850693,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0639,1,65.0,0.8980351463627912,58.372284513581434,0.8980351463627912,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0640,1,81.0,0.6398568422895403,51.828404225452765,0.6398568422895403,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0641,1,78.0,0.5522157928551744,43.07283184270361,0.5522157928551744,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0642,1,79.5,0.6463483334586959,51.38469250996633,0.6463483334586959,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0643,1,76.0,0.5626412289983854,42.76073340387729,0.5626412289983854,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0644,1,81.0,0.6339416216916469,51.3492713570234,0.6339416216916469,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0645,1,65.0,0.9784196301096912,63.59727595712993,0.9784196301096912,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0646,1,65.0,0.9381459498511006,60.97948674032153,0.9381459498511006,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0647,1,65.0,0.9447745560410692,61.410346142669496,0.9447745560410692,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0648,1,65.0,0.9556828484021838,62.119385146141944,0.9556828484021838,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0649,1,78.0,0.6511588511997906,50.790390393583664,0.6511588511997906,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0650,1,65.0,0.9725223354233602,63.213951802518416,0.9725223354233602,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0651,1,65.0,0.959339037099903,62.35703741149369,0.959339037099903,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0652,1,78.0,0.6493840571596441,50.65195645845224,0.6493840571596441,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0653,1,65.0,0.9538955809044536,62.00321275878948,0.9538955809044536,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0654,1,69.0,0.7085082107134053,48.88706653922497,0.7085082107134053,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0655,1,69.0,0.7035387811202776,48.544175897299155,0.7035387811202776,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0656,1,70.0,0.7035192525038308,49.24634767526816,0.7035192525038308,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0657,1,65.0,0.7212824036914911,46.88335623994692,0.7212824036914911,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0658,1,81.5,0.6376982501491382,51.97240738715476,0.6376982501491382,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0659,1,72.0,0.6895495497544862,49.647567582323006,0.6895495497544862,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0660,1,71.5,0.6931943112485046,49.56339325426808,0.6931943112485046,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0661,1,71.5,0.6931943112485046,49.56339325426808,0.6931943112485046,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0662,1,67.0,0.7566637250153704,50.69646957602981,0.7566637250153704,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0663,1,73.5,0.5832125579793609,42.866123011483026,0.5832125579793609,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0664,1,72.5,0.6921573035922438,50.18140451043767,0.6921573035922438,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0665,1,67.0,0.7550154813188977,50.58603724836615,0.7550154813188977,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0666,1,65.0,0.7366284620038228,47.88085003024848,0.7366284620038228,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0667,1,66.5,0.7180131619944552,47.74787527263127,0.7180131619944552,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0668,1,68.5,0.7069900919078339,48.428821295686625,0.7069900919078339,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0669,1,74.5,0.6813294685379324,50.75904540607596,0.6813294685379324,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0670,1,80.5,0.5949425900717594,47.89287850077663,0.5949425900717594,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0671,1,71.5,0.6911729973633421,49.418869311478964,0.6911729973633421,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0672,1,69.0,0.7084015625401473,48.879707815270166,0.7084015625401473,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0673,1,69.5,0.7065130689496822,49.102658292002914,0.7065130689496822,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0674,1,65.0,0.7237373940418199,47.042930612718294,0.7237373940418199,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0675,1,74.0,0.6807778022071551,50.37755736332948,0.6807778022071551,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0676,1,66.5,0.7178708320765297,47.73841033308923,0.7178708320765297,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0677,1,67.0,0.7117771347238175,47.689068026495775,0.7117771347238175,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0678,1,67.5,0.7114692849058033,48.02417673114172,0.7114692849058033,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0679,1,69.0,0.707351801597115,48.80727431020093,0.707351801597115,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0680,1,72.0,0.688378793065549,49.563273100719535,0.688378793065549,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0681,1,68.0,0.7115170127764162,48.383156868796306,0.7115170127764162,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0682,1,69.0,0.7089952286543579,48.9206707771507,0.7089952286543579,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0683,1,69.5,0.7065130689496822,49.102658292002914,0.7065130689496822,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0684,1,68.0,0.7065678093528203,48.04661103599178,0.7065678093528203,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0685,1,65.0,0.8907381782783536,57.89798158809298,0.8907381782783536,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0686,1,67.0,0.949648314103687,63.62643704494703,0.949648314103687,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0687,1,65.0,0.95199562195268,61.8797154269242,0.95199562195268,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0688,1,68.5,0.707969653237683,48.495921246781286,0.707969653237683,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0689,1,65.0,0.8941759051183233,58.12143383269102,0.8941759051183233,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0690,1,67.0,0.771044932151942,51.66001045418012,0.771044932151942,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0691,1,67.0,0.7117771347238175,47.689068026495775,0.7117771347238175,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0692,1,65.0,0.7372068242385756,47.91844357550742,0.7372068242385756,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0693,1,73.5,0.648142974975578,47.638508660704986,0.648142974975578,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0694,1,75.5,0.6702710930415435,50.60546752463654,0.6702710930415435,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0695,1,65.0,0.9534909723025088,61.97691319966307,0.9534909723025088,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0696,1,65.0,0.887732952173419,57.702641891272236,0.887732952173419,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0697,1,83.0,0.6189192299531961,51.37029608611528,0.6189192299531961,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0698,1,65.0,0.950396385838846,61.77576507952499,0.950396385838846,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0699,1,74.5,0.5676460470627164,42.28963050617237,0.5676460470627164,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0700,1,65.0,0.9174737721452024,59.635795189438156,0.9174737721452024,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0701,1,65.0,0.8787319063692483,57.117573914001134,0.8787319063692483,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0702,1,78.5,0.657594271324805,51.62115029899719,0.657594271324805,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0703,1,77.0,0.6287411840447116,48.413071171442795,0.6287411840447116,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0704,1,67.0,0.8859159234091878,59.356366868415584,0.8859159234091878,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0705,1,65.0,0.9723538099108159,63.20299764420303,0.9723538099108159,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0706,1,79.5,0.6518080334367392,51.81873865822077,0.6518080334367392,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0707,1,65.0,0.9347441093749403,60.75836710937112,0.9347441093749403,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0708,1,67.0,0.9624430773274086,64.48368618093637,0.9624430773274086,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0709,1,65.0,0.8914209240117458,57.94236006076348,0.8914209240117458,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0710,1,65.0,0.9258356517322125,60.179317362593814,0.9258356517322125,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0711,1,76.0,0.6668942730897592,50.6839647548217,0.6668942730897592,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0712,1,65.0,0.879920038504016,57.19480250276104,0.879920038504016,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0713,1,65.0,0.9745096674020131,63.343128381130846,0.9745096674020131,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0714,1,65.0,0.8971305443137034,58.31348538039072,0.8971305443137034,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0715,1,65.0,0.9241230420336388,60.06799773218653,0.9241230420336388,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0716,1,83.0,0.5913911164495698,49.08546266531429,0.5913911164495698,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0717,1,65.0,0.8764848755731044,56.971516912251786,0.8764848755731044,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0718,1,83.0,0.6150336404683135,51.047792158870024,0.6150336404683135,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0719,1,65.0,0.921516577831115,59.89857755902247,0.921516577831115,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0720,1,67.0,0.9380489329800034,62.84927850966022,0.9380489329800034,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0721,1,83.0,0.5772712105681319,47.91351047715495,0.5772712105681319,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0722,1,67.0,0.9417069572104875,63.09436613310266,0.9417069572104875,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0724,1,65.0,0.9723538099108159,63.20299764420303,0.9723538099108159,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0725,1,79.5,0.6463483334586959,51.38469250996633,0.6463483334586959,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0726,1,81.5,0.6389014222181334,52.07046591077787,0.6389014222181334,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0727,1,65.0,0.9525046236454902,61.91280053695686,0.9525046236454902,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0728,1,65.0,0.9314168051603736,60.542092335424286,0.9314168051603736,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0729,1,65.5,0.7218968338006854,47.28424261394489,0.7218968338006854,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0730,1,72.0,0.6931608648876794,49.907582271912915,0.6931608648876794,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0731,1,71.5,0.6937705941551158,49.604597482090774,0.6937705941551158,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0732,1,68.5,0.7083977923409533,48.5252487753553,0.7083977923409533,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0733,1,83.0,0.5769457186002258,47.88649464381874,0.5769457186002258,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0734,1,67.0,0.7509931978299915,50.31654425460943,0.7509931978299915,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0735,1,67.0,0.7449983676655006,49.91489063358854,0.7449983676655006,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0736,1,65.0,0.7278860188104708,47.3125912226806,0.7278860188104708,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0737,1,67.0,0.7420619779717939,49.71815252411019,0.7420619779717939,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0738,1,65.0,0.9562733400383248,62.15776710249111,0.9562733400383248,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0739,1,77.0,0.7897704040349393,60.81232111069032,0.7897704040349393,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0740,1,72.0,0.7411930543744701,53.36589991496185,0.7411930543744701,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0741,1,65.0,0.8971305443137034,58.31348538039072,0.8971305443137034,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0742,1,77.0,0.9758926765452952,75.14373609398773,0.9758926765452952,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0743,1,65.0,0.8947951442778199,58.1616843780583,0.8947951442778199,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0744,1,80.0,0.6013727180361579,48.109817442892634,0.6013727180361579,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0745,1,71.0,0.693818217874725,49.261093469105475,0.693818217874725,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0746,1,65.0,0.938809066457033,61.022589319707144,0.938809066457033,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0747,1,65.0,0.8971305443137034,58.31348538039072,0.8971305443137034,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0748,1,65.0,0.974984560763869,63.373996449651486,0.974984560763869,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0749,1,77.0,0.9430572977372423,72.61541192576766,0.9430572977372423,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0750,1,77.0,0.9541420050487696,73.46893438875526,0.9541420050487696,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0751,1,77.0,0.974252853462211,75.01746971659026,0.974252853462211,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0752,1,65.0,0.9006734219026119,58.54377242366977,0.9006734219026119,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0753,1,65.0,0.8028311249046985,52.184023118805406,0.8028311249046985,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0754,1,65.0,0.9257921016502305,60.176486607264984,0.9257921016502305,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0755,1,65.0,0.8816116503893543,57.30475727530803,0.8816116503893543,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0756,1,65.0,0.9634161950701089,62.62205267955708,0.9634161950701089,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0757,1,67.0,0.9320173815489659,62.445164563780715,0.9320173815489659,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0758,1,67.0,0.711748575143758,47.68715453463179,0.711748575143758,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0759,1,65.0,0.9282505693822998,60.336287009849485,0.9282505693822998,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0760,1,81.0,0.6408228072659251,51.90664738853993,0.6408228072659251,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0761,1,65.0,0.9534177731900099,61.97215525735064,0.9534177731900099,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0762,1,65.0,0.9494049209424195,61.711319861257266,0.9494049209424195,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0763,1,65.0,0.9612483966253451,62.48114578064743,0.9612483966253451,1,,,,,,,enhanced-joint-0pct-extra,0.0
