task_id,latitude,longitude,city,region,nearest_member_km,members_2km,tasks_2km,quota_2km,task_member_pressure,congestion_logit_penalty,package_id,package_size,package_spread_km,bundle_logit_bonus,uniform_price,uniform_probability,individual_price,individual_probability,bundled_price,bundled_probability,target_reached,unreachable_at_85
C0231,23.2044142314153,113.373234601091,Guangzhou,0,0.11101547001099354,7,24,24.0,3.125,0.21642297125892232,P0245,5,0.1155628758127212,0.6919648493034537,75.0,0.7123943592175876,79.0,0.7544681355406734,66.0,0.752879697794963,True,False
C0232,23.1661292654245,113.385642891326,Guangzhou,0,0.35648158605895797,9,49,25.0,5.0,0.5219253302686505,P0112,5,0.0,0.7315864067249581,75.0,0.6210603409630133,85.0,0.7374803595328061,73.0,0.7535925203816074,True,False
C0233,23.129232716755,113.428573851439,Guangzhou,0,0.17678265534267576,14,76,61.0,5.133333333333334,0.5390315806749433,P0175,5,0.4343980886007592,0.6115864067249581,75.0,0.47910346201713905,85.0,0.61188137982146,85.0,0.7439905226375978,False,True
C0234,23.134385258672,113.386983912511,Guangzhou,0,0.03299630391994356,29,98,224.0,3.3,0.25184029169356764,P0101,2,0.0,0.3833959286127792,75.0,0.46020094604263817,85.0,0.5937111540968004,85.0,0.6819449613392756,False,True
C0235,23.180177570872,113.357571765089,Guangzhou,0,0.16032016791230222,9,35,345.0,3.6,0.30839768673682705,P0365,4,0.2582173160239037,0.5582602060173629,75.0,0.6475052410338191,84.5,0.7539906293296038,74.0,0.7525883985470762,True,False
C0236,23.1630620678497,113.348986654841,Guangzhou,0,1.2578719961945404,7,53,102.0,6.75,0.7169933153613702,P0792,1,0.0,0.0,75.0,0.5505790915781166,85.0,0.6774052999670588,85.0,0.6774052999670588,False,True
C0237,23.1795751738139,113.357331780976,Guangzhou,0,0.11843128794902426,8,35,340.0,4.0,0.37688202191441417,P0250,5,0.3184782146813003,0.6223938759770837,75.0,0.6479727683072106,84.5,0.7543704983508706,73.0,0.7548708671469216,True,False
C0238,23.1415118408748,113.362219848423,Guangzhou,0,0.3821301292939743,15,78,137.0,4.9375,0.5137491218341914,P0105,2,0.0,0.3833959286127792,75.0,0.47519303973386745,85.0,0.608152493977926,85.0,0.6948619387951512,False,True
C0239,23.1740206603861,113.36582515357,Guangzhou,0,0.9472778420701153,4,33,93.0,6.8,0.7217903851048248,P0791,1,0.0,0.0,75.0,0.6218669354561194,85.0,0.7381436296075344,85.0,0.7381436296075344,False,True
C0240,23.128201236725,113.409803875492,Guangzhou,0,0.18330299894742924,29,126,135.0,4.233333333333333,0.4137339953041686,P0279,5,0.2684470015563393,0.6395474347627846,75.0,0.43481837617346586,85.0,0.568723159969213,85.0,0.7142653621397781,False,True
C0241,23.1777345430501,113.359246266746,Guangzhou,0,0.16470427521658057,5,27,98.0,4.666666666666667,0.4770799638021322,P0250,5,0.3184782146813003,0.6223938759770837,75.0,0.6442221135129822,84.5,0.7513183913684874,73.0,0.7518229321352644,True,False
C0242,23.1719624673318,113.353351492567,Guangzhou,0,0.9092276683495385,4,39,93.0,8.0,0.8274276892783786,P0790,1,0.0,0.0,75.0,0.5963160247173086,85.0,0.7168725113769774,85.0,0.7168725113769774,False,True
C0243,23.1415118408748,113.362219848423,Guangzhou,0,0.3821301292939743,15,78,137.0,4.9375,0.5137491218341914,P0105,2,0.0,0.3833959286127792,75.0,0.47519303973386745,85.0,0.608152493977926,85.0,0.6948619387951512,False,True
C0244,23.1763082931536,113.357708334476,Guangzhou,0,0.2856166910234439,5,30,98.0,5.166666666666667,0.5432387151035946,P0250,5,0.3184782146813003,0.6223938759770837,75.0,0.6301810921295027,85.0,0.7449497290718083,74.0,0.7505413216789444,True,False
C0245,23.1182280466779,113.36543614147,Guangzhou,0,0.0951186430076859,13,39,50.0,2.857142857142857,0.1581750681106258,P0355,2,0.10385229951917602,0.3477894259204903,75.0,0.6496024603206899,84.0,0.7506848759106087,77.5,0.7502221121738607,True,False
C0246,23.1912179032022,113.335667565287,Guangzhou,0,0.27795195448946425,19,65,335.0,3.3,0.25184029169356764,P0780,1,0.0,0.0,75.0,0.5446166313651983,85.0,0.6721234314598417,85.0,0.6721234314598417,False,True
C0247,23.1205956000301,113.364407400204,Guangzhou,0,0.2736643687656535,12,43,40.0,3.3846153846153846,0.2682968668833561,P0292,5,0.21650583282114377,0.6573558354719945,75.0,0.6317866322208289,85.0,0.746257634030802,73.5,0.7533232507391512,True,False
C0248,23.1210796042825,113.370599152387,Guangzhou,0,0.09258719958434772,12,46,37.0,3.6153846153846154,0.31116954594802443,P0594,2,0.12118639760509414,0.3418463065767469,75.0,0.5718020249719061,85.0,0.6959465742362649,84.0,0.7532514953058371,True,False
C0249,23.1582894042246,113.358834134957,Guangzhou,0,0.9234222213503649,5,41,8.0,7.0,0.7406322840724389,P0420,5,0.13447215687807568,0.6854816672239036,75.0,0.5562010827858003,85.0,0.6823560768045929,78.5,0.7502304602200688,True,False
C0250,23.1215784975876,113.377123412355,Guangzhou,0,0.2707496767441282,19,59,94.0,3.0,0.18988867482075658,P0490,4,0.3642846104364585,0.5267918572255584,75.0,0.559755390429272,85.0,0.6854713803614704,81.5,0.7534730123516442,True,False
C0251,23.1264107257778,113.366470565417,Guangzhou,0,0.20878416833222652,15,58,77.0,3.6875,0.3240073562693451,P0373,3,0.14745668832429856,0.4869160908398365,75.0,0.5480099777609833,85.0,0.6751334040546801,83.0,0.7522482803200954,True,False
C0252,23.1630241001727,113.335031733867,Guangzhou,0,0.6999498192434137,8,49,92.0,5.555555555555555,0.5904096654462376,P0595,2,0.0058486511796026226,0.3813906767797726,75.0,0.59389168960381,85.0,0.7148259431081337,81.5,0.7524511667319594,True,False
C0253,23.1217331740149,113.364276871024,Guangzhou,0,0.4004453872703752,12,44,40.0,3.4615384615384617,0.28290422318719427,P0292,5,0.21650583282114377,0.6573558354719945,75.0,0.6297070444965265,85.0,0.7445631648506125,73.5,0.7516602633704156,True,False
C0254,23.1179790164898,113.363421242212,Guangzhou,0,0.11051035630934036,12,39,40.0,3.076923076923077,0.206345250010545,P0355,2,0.10385229951917602,0.3477894259204903,75.0,0.6442093276526699,84.5,0.7513079685383788,78.0,0.7508459774880811,True,False
C0255,23.218508012637,113.385470000032,Guangzhou,0,0.341436085799838,4,12,21.0,2.6,0.09687312645431892,P0596,2,0.09659534025316285,0.3502775262402662,75.0,0.7820800480329331,72.0,0.7532777128728215,65.5,0.7532808789126614,True,False
C0256,23.1665919430413,113.338238864198,Guangzhou,0,0.6917972165773654,7,52,88.0,6.625,0.7048434289034711,P0396,4,0.304538341016791,0.5423787117340872,75.0,0.5827723662478179,85.0,0.7053751618852998,79.5,0.7538090151248246,True,False
C0257,23.2166450125323,113.391511000381,Guangzhou,0,0.4077947052181611,4,13,21.0,2.8,0.1450433083542381,P0779,1,0.0,0.0,75.0,0.7742787767820868,73.0,0.7548888640198453,73.0,0.7548888640198453,True,False
C0258,23.1211649729133,113.425949917214,Guangzhou,0,0.48167396709195004,17,86,71.0,4.833333333333333,0.49988932167945754,P0210,5,0.32432596331911867,0.6203889335869746,75.0,0.47354044573782705,85.0,0.6065719415369805,85.0,0.7414107790171437,False,True
C0259,23.1661292654245,113.385642891326,Guangzhou,0,0.35648158605895797,9,49,25.0,5.0,0.5219253302686505,P0112,5,0.0,0.7315864067249581,75.0,0.6210603409630133,85.0,0.7374803595328061,73.0,0.7535925203816074,True,False
C0260,23.1197443204996,113.424246945561,Guangzhou,0,0.6139714566279707,17,85,71.0,4.777777777777778,0.49237478711875826,P0410,4,0.21756373750151817,0.5721985757964665,75.0,0.4768921908619806,85.0,0.6097746726223039,85.0,0.7346927391836878,False,True
C0261,23.2032567952229,113.371017996314,Guangzhou,0,0.17254258390869426,7,20,24.0,2.625,0.10309326961481681,P0274,4,0.20468440785208947,0.5766143459619849,75.0,0.7355812252921783,76.5,0.7510006440152304,66.0,0.7530164125795524,True,False
C0262,23.194885276175,113.348248881916,Guangzhou,0,0.2377412841187606,18,52,284.0,2.789473684210526,0.1425950945371781,P0539,3,0.28707803710928276,0.4390459141135562,75.0,0.5639591324646919,85.0,0.6891413532583163,82.5,0.7503422491051568,True,False
C0263,23.2171910595958,113.384233722345,Guangzhou,0,0.163731836921262,6,18,27.0,2.7142857142857144,0.12483442675871795,P0596,2,0.09659534025316285,0.3502775262402662,75.0,0.7439880425324404,76.0,0.7541161330636069,69.5,0.7541192918563758,True,False
C0264,23.2077430032348,113.387109341112,Guangzhou,0,0.7395361596877803,7,28,30.0,3.625,0.31289597458580004,P0777,1,0.0,0.0,75.0,0.6976427482234252,80.0,0.7512946442776699,80.0,0.7512946442776699,True,False
C0265,23.1679190117722,113.333968000008,Guangzhou,0,0.23126382167492018,8,47,92.0,5.333333333333333,0.5638753690080717,P0396,4,0.304538341016791,0.5423787117340872,75.0,0.5952276726347072,85.0,0.7159543644888027,78.5,0.7533574577331016,True,False
C0266,23.1205451124871,113.378608785668,Guangzhou,0,0.08468445465153202,17,57,85.0,3.2222222222222223,0.23633700140915082,P0490,4,0.3642846104364585,0.5267918572255584,75.0,0.5560147990768017,85.0,0.6821924894339251,81.5,0.750645145113472,True,False
C0267,23.2066358047385,113.33019508363,Guangzhou,0,0.464240466821436,10,43,78.0,4.0,0.37688202191441417,P0451,2,0.16112990398975682,0.32815139010200545,75.0,0.6319704569854475,85.0,0.7464072495088561,79.5,0.7523749050222388,True,False
C0268,23.1638901330298,113.416325148594,Guangzhou,0,1.8259513207835623,1,13,1.0,7.0,0.7406322840724389,P0537,3,0.16344114628348366,0.4814357052538302,75.0,0.8160142316863256,68.0,0.7525706479784764,65.0,0.8072355915337341,True,False
C0269,23.1682530621741,113.338145461984,Guangzhou,0,0.6465732285264756,6,49,79.0,7.142857142857143,0.7537640438288266,P0396,4,0.304538341016791,0.5423787117340872,75.0,0.583691552495762,85.0,0.7061604332885818,79.5,0.7545101220574009,True,False
C0270,23.1276863061694,113.337074115884,Guangzhou,0,0.40162309586962036,16,65,54.0,3.8823529411764706,0.3574775958671214,P0093,2,0.0,0.3833959286127792,75.0,0.6030352916585583,85.0,0.7225188756091276,81.0,0.7548856872201953,True,False
C0271,23.13175467031,113.408301926646,Guangzhou,0,0.24093949651105231,28,115,133.0,4.0,0.37688202191441417,P0597,2,0.10347564101643758,0.34791856597857207,75.0,0.44942626737994323,85.0,0.5831877309363018,85.0,0.6645844578856279,False,True
C0272,23.1265268056626,113.339728161309,Guangzhou,0,0.2508467594217032,17,59,60.0,3.3333333333333335,0.2583730099983436,P0425,3,0.2781139534723111,0.4421193142176608,75.0,0.6185335245152447,85.0,0.7353991045561584,78.5,0.7528832996035244,True,False
C0273,23.1225217925568,113.335543055652,Guangzhou,0,0.3946596419615404,14,48,45.0,3.2666666666666666,0.245241250241956,P0598,2,0.045602000479096357,0.36776095701994616,75.0,0.6442906447481483,84.5,0.7513742548195423,78.0,0.7546291323251327,True,False
C0274,23.1276935062527,113.337540701156,Guangzhou,0,0.3838614582154142,16,65,54.0,3.8823529411764706,0.3574775958671214,P0425,3,0.2781139534723111,0.4421193142176608,75.0,0.6028448386118909,85.0,0.722359354843086,79.5,0.750623455684663,True,False
C0275,23.1651511165794,113.4156572836,Guangzhou,0,1.9443413548100443,1,14,1.0,7.5,0.7854776505389574,P0537,3,0.16344114628348366,0.4814357052538302,75.0,0.8100031483508752,68.5,0.7502170346539376,65.0,0.8010076386424243,True,False
C0276,23.1615612343775,113.304000129358,Guangzhou,0,0.7494508251904173,6,8,100.0,1.2857142857142858,0.0,P0599,2,0.16147526544491259,0.32803298046023777,75.0,0.7225270866885427,78.0,0.753745695809888,72.0,0.7546199261688081,True,False
C0277,23.1996540489449,113.347128721895,Guangzhou,0,0.32213438986958814,19,45,335.0,2.3,0.017181617094302718,P0600,1,0.0,0.0,75.0,0.6024210614856821,85.0,0.7220042962888672,85.0,0.7220042962888672,False,True
C0278,23.1661292654245,113.385642891326,Guangzhou,0,0.35648158605895797,9,49,25.0,5.0,0.5219253302686505,P0112,5,0.0,0.7315864067249581,75.0,0.6210603409630133,85.0,0.7374803595328061,73.0,0.7535925203816074,True,False
C0279,23.1307505546616,113.335756320566,Guangzhou,0,0.37673592155918617,16,68,54.0,4.0588235294117645,0.3863712415381633,P0766,1,0.0,0.0,75.0,0.5986693376477078,85.0,0.7188543765859513,85.0,0.7188543765859513,False,True
C0280,23.156182875043,113.312235008253,Guangzhou,0,0.640137575730409,8,19,119.0,2.2222222222222223,0.0,P0765,1,0.0,0.0,75.0,0.7138603380675004,78.5,0.7507860801292952,78.5,0.7507860801292952,True,False
C0281,23.1661292654245,113.385642891326,Guangzhou,0,0.35648158605895797,9,49,25.0,5.0,0.5219253302686505,P0112,5,0.0,0.7315864067249581,75.0,0.6210603409630133,85.0,0.7374803595328061,73.0,0.7535925203816074,True,False
C0282,23.1254415610074,113.412167259796,Guangzhou,0,0.14099276706346472,25,120,127.0,4.653846153846154,0.4752917921104037,P0314,5,0.22004081056481045,0.6561438431027374,75.0,0.4406883079736735,85.0,0.5745630860695905,85.0,0.7224479857746624,False,True
C0283,23.2020938755295,113.405699278669,Guangzhou,0,0.6578937943691673,4,9,16.0,2.0,0.0,P0613,2,0.12956694786577094,0.3389729750588006,75.0,0.7867219676835777,71.5,0.7533717157740614,65.0,0.7512684712353555,True,False
C0284,23.1481146084808,113.352760205423,Guangzhou,0,0.17327811927131806,13,62,31.0,4.5,0.4534409950910634,P0309,5,0.2067547994221866,0.6606990469230656,75.0,0.571159978130001,85.0,0.695391509520055,78.0,0.7519320270552663,True,False
C0285,23.1463440912481,113.32741078211,Guangzhou,0,0.34395397800968674,19,52,77.0,2.65,0.1092544531852703,P0519,3,0.15005142176309305,0.4860264679465356,75.0,0.6373812491112352,85.0,0.7507990177504354,76.0,0.7509954963752103,True,False
C0286,23.147446529181,113.351151436374,Guangzhou,0,0.14503930845446378,16,63,48.0,3.764705882352941,0.3374760177337315,P0309,5,0.2067547994221866,0.6606990469230656,75.0,0.5912218131273584,85.0,0.7125663296420235,76.5,0.7522310709287088,True,False
C0287,23.2046780123776,113.432874000388,Guangzhou,0,0.0549376672612726,2,2,5.0,1.0,0.0,P0764,1,0.0,0.0,75.0,0.7459579037687404,75.5,0.7510298330446473,75.5,0.7510298330446473,True,False
C0288,23.1368957171242,113.351127852261,Guangzhou,0,0.7803236719510129,17,72,61.0,4.055555555555555,0.3858476813004324,P0288,5,0.24114829918178204,0.6489069898626328,75.0,0.5836887162615336,85.0,0.7061580113800437,77.5,0.7542774329396414,True,False
C0289,23.1408063470102,113.345880474287,Guangzhou,0,0.1507538952309513,19,77,64.0,3.9,0.36042544672462573,P0487,4,0.2117600118337691,0.5741884245968376,75.0,0.5704136926453984,85.0,0.6947458735420715,79.5,0.7503005118134789,True,False
C0290,23.1502971172742,113.34642531724,Guangzhou,0,0.41595135451116366,14,72,55.0,4.866666666666666,0.5043566932165029,P0393,4,0.2122979411509726,0.5740039916880821,75.0,0.5734684926813234,85.0,0.697385590167934,79.5,0.7525965300135602,True,False
C0291,23.1398082620373,113.327699177704,Guangzhou,0,0.15072361021908193,21,62,84.0,2.8636363636363638,0.1596506646580762,P0413,3,0.09247030837874283,0.505768563964027,75.0,0.6220321837075788,85.0,0.7382794494700048,77.0,0.7524503425511667,True,False
C0292,23.1274162841109,113.415821352813,Guangzhou,0,0.23257500962754976,23,119,125.0,5.0,0.5219253302686505,P0346,4,0.21579412528795944,0.5728052999839723,75.0,0.44319854957083393,85.0,0.5770491441144138,85.0,0.7075421690977851,False,True
C0293,23.1347198980372,113.369256150616,Guangzhou,0,0.5924038698243759,21,84,186.0,3.8636363636363638,0.35433640922228565,P0763,1,0.0,0.0,75.0,0.48424082037000993,85.0,0.6167567249532687,85.0,0.6167567249532687,False,True
C0294,23.1370846778693,113.334185837298,Guangzhou,0,0.4342267935200718,22,78,81.0,3.4347826086956523,0.2778605509361019,P0499,2,0.15902004749713192,0.32887476947090544,75.0,0.5830910592969311,85.0,0.7056475074537644,83.5,0.7544305178858364,True,False
C0295,23.1332527454854,113.392758289496,Guangzhou,0,0.1685925477968294,30,110,169.0,3.5806451612903225,0.3048936351241574,P0341,5,0.19784841820158608,0.6637526633415571,75.0,0.46130316711635694,85.0,0.5947808048432484,85.0,0.740297898964903,False,True
C0296,23.1404378235577,113.385656714629,Guangzhou,0,0.0843673153059472,22,79,175.0,3.4782608695652173,0.28603675937056094,P0318,5,0.39167368313056344,0.6115864067249581,75.0,0.4804661189701067,85.0,0.6131771343274218,85.0,0.7450290107385065,False,True
C0297,23.1302005301029,113.375604489128,Guangzhou,0,0.6717030481817801,28,94,198.0,3.2758620689655173,0.24706837723562866,P0503,4,0.26157887835300825,0.5571076703616699,75.0,0.46684921304671984,85.0,0.6001438042029004,85.0,0.7237564423924148,False,True
C0298,23.1320866665037,113.389765308911,Guangzhou,0,0.07565412368872237,32,103,265.0,3.1515151515151514,0.2219148566751653,P0341,5,0.19784841820158608,0.6637526633415571,75.0,0.4624082674810637,85.0,0.5958519790472192,85.0,0.7411518133866019,False,True
C0299,23.1374623672538,113.393966324458,Guangzhou,0,0.08541905146869881,31,99,264.0,3.125,0.21642297125892232,P0102,2,0.0,0.3833959286127792,75.0,0.4691939657387824,85.0,0.6024015992526106,85.0,0.689734382085415,False,True
C0300,23.1332381032347,113.386050366476,Guangzhou,0,0.17047965254079803,29,97,224.0,3.2666666666666666,0.245241250241956,P0100,2,0.0,0.3833959286127792,75.0,0.46337056386156406,85.0,0.5967836986610289,85.0,0.684704597732032,False,True
C0301,23.1158731632186,113.413816391509,Guangzhou,0,0.27548383159582424,21,104,121.0,4.7727272727272725,0.49168732010597005,P0762,1,0.0,0.0,75.0,0.4638132572154552,85.0,0.597212002494342,85.0,0.597212002494342,False,True
C0302,23.1752833428778,113.359174294508,Guangzhou,0,0.40826290772580903,4,33,93.0,6.8,0.7217903851048248,P0120,2,0.0,0.3833959286127792,75.0,0.6161734775955711,85.0,0.7334505015010175,79.5,0.7501142693499441,True,False
C0303,23.1360076870702,113.385907421815,Guangzhou,0,0.08240450091142577,26,88,192.0,3.2962962962962963,0.25111036460956226,P0216,3,0.29038587751892375,0.4379117974016793,75.0,0.46918695740096994,85.0,0.6023948592644924,85.0,0.7012726635478439,False,True
C0304,23.1361230943147,113.396369381527,Guangzhou,0,0.23911298870612235,31,101,172.0,3.1875,0.22929467900143913,P0476,2,0.09369583064894686,0.35127164381885456,75.0,0.47675624792846144,85.0,0.6096449960543501,85.0,0.689352059695465,False,True
C0305,23.1140157061116,113.417233751379,Guangzhou,0,0.18863282482965918,17,79,76.0,4.444444444444445,0.4453663570920013,P0087,3,0.0,0.5374726696938817,75.0,0.4906467031295557,85.0,0.6227987905771856,85.0,0.7386410657357836,False,True
C0306,23.11486722257,113.419026670363,Guangzhou,0,0.10444941251582904,17,85,74.0,4.777777777777778,0.49237478711875826,P0342,4,0.29108695969339377,0.5469906139021091,75.0,0.47525622557896424,85.0,0.6082128700826662,85.0,0.7284547847889278,False,True
C0307,23.1164001918642,113.417752590184,Guangzhou,0,0.11594757868966686,21,98,112.0,4.5,0.4534409950910634,P0342,4,0.29108695969339377,0.5469906139021091,75.0,0.46461438623060697,85.0,0.59798657431053,85.0,0.7199217367283923,False,True
C0308,23.1488970922941,113.314152388591,Guangzhou,0,0.9598035290225326,16,28,151.0,1.7058823529411764,0.0,P0761,1,0.0,0.0,75.0,0.6322239433617873,85.0,0.7466135183765953,85.0,0.7466135183765953,False,True
C0309,23.1409765065116,113.38272845965,Guangzhou,0,0.2951128927508769,23,70,176.0,2.9583333333333335,0.1807976175371757,P0493,1,0.0,0.0,75.0,0.5018002929215296,85.0,0.6332218107365508,85.0,0.6332218107365508,False,True
C0310,23.1355432789837,113.349949100263,Guangzhou,0,0.7733673688735715,18,77,62.0,4.105263157894737,0.3937660880765336,P0288,5,0.24114829918178204,0.6489069898626328,75.0,0.5734183992121474,85.0,0.6973423692461245,78.0,0.751453175629488,True,False
C0311,23.1388267999575,113.385409245834,Guangzhou,0,0.07815907350468639,23,82,182.0,3.4583333333333335,0.2823020925281093,P0104,2,0.0,0.3833959286127792,75.0,0.47753159484092894,85.0,0.6103843511003738,85.0,0.6968461101415031,False,True
C0312,23.1584355029268,113.350471164883,Guangzhou,0,0.7224789455961823,6,45,10.0,6.571428571428571,0.6995659980184433,P0615,2,0.0871507278715114,0.35351567905683245,75.0,0.5577851071094913,85.0,0.6837458500545441,85.0,0.7548327926093363,True,False
C0313,23.1140157061116,113.417233751379,Guangzhou,0,0.18863282482965918,17,79,76.0,4.444444444444445,0.4453663570920013,P0087,3,0.0,0.5374726696938817,75.0,0.4906467031295557,85.0,0.6227987905771856,85.0,0.7386410657357836,False,True
C0314,23.1518175188293,113.317038758051,Guangzhou,0,0.9825318059154468,13,30,142.0,2.2142857142857144,0.0,P0760,1,0.0,0.0,75.0,0.6594646582596104,83.5,0.7537924930845423,83.5,0.7537924930845423,True,False
C0315,23.1428132590326,113.376373999187,Guangzhou,0,0.06242296201385221,23,74,172.0,3.125,0.21642297125892232,P0195,5,0.12429817473880694,0.6889698896716528,75.0,0.4877583630316959,85.0,0.6200795666045933,84.0,0.7549093656650425,True,False
C0316,23.1651851796552,113.325169857507,Guangzhou,0,0.4093334034353358,9,39,96.0,4.0,0.37688202191441417,P0616,2,0.13794301899361694,0.3361011792435391,75.0,0.6271850882109058,85.0,0.7425035858254528,79.5,0.7500255993944003,True,False
C0317,23.1417947416074,113.376959553345,Guangzhou,0,0.11171005237360969,23,73,172.0,3.0833333333333335,0.2076980080430309,P0195,5,0.12429817473880694,0.6889698896716528,75.0,0.4904901880399644,85.0,0.6226516525291795,83.5,0.7519349865655419,True,False
C0318,23.1381658955335,113.372836112767,Guangzhou,0,0.5949775502952903,20,74,170.0,3.5714285714285716,0.30321837646486205,P0103,2,0.0,0.3833959286127792,75.0,0.49620677537826685,85.0,0.6280099967651107,85.0,0.7124033000737326,False,True
C0319,23.1381658955335,113.372836112767,Guangzhou,0,0.5949775502952903,20,74,170.0,3.5714285714285716,0.30321837646486205,P0103,2,0.0,0.3833959286127792,75.0,0.49620677537826685,85.0,0.6280099967651107,85.0,0.7124033000737326,False,True
C0320,23.1417412086734,113.377657988574,Guangzhou,0,0.10230988719756295,23,73,172.0,3.0833333333333335,0.2076980080430309,P0195,5,0.12429817473880694,0.6889698896716528,75.0,0.49038496972803375,85.0,0.6225527243039868,83.5,0.7518564445448065,True,False
C0321,23.1422949979975,113.378844187225,Guangzhou,0,0.14038114840610963,23,75,172.0,3.1666666666666665,0.22503236864643572,P0231,4,0.1390502992709959,0.5991174689040741,75.0,0.4864797875362385,85.0,0.6188731952282271,85.0,0.7472286162885011,False,True
C0322,23.1692249862081,113.329677608453,Guangzhou,0,0.23045947267002148,7,46,83.0,5.875,0.6267496262061301,P0528,2,0.12569431254119592,0.34030073574151204,75.0,0.5909376110788751,85.0,0.712325442313212,82.5,0.7525558322978952,True,False
C0323,23.1403363421547,113.374239074634,Guangzhou,0,0.39824425399988944,21,71,171.0,3.272727272727273,0.24644606986401596,P0316,3,0.1110603426900855,0.49939483791442385,75.0,0.49997060287916034,85.0,0.6315203558320807,85.0,0.7384908701432751,False,True
C0324,23.1885950051963,113.342459513858,Guangzhou,0,0.31291896926096857,18,62,392.0,3.3157894736842106,0.25494292288279524,P0409,5,0.15644986426397667,0.6779464532630233,75.0,0.5600514157551205,85.0,0.6857303330659177,78.5,0.7517409420622786,True,False
C0325,23.1420532499102,113.379121766622,Guangzhou,0,0.17609281815649394,24,76,173.0,3.08,0.2069949252270493,P0231,4,0.1390502992709959,0.5991174689040741,75.0,0.48440785986308954,85.0,0.6169147990639191,85.0,0.7456587094974962,False,True
C0326,23.1299183952726,113.386262366576,Guangzhou,0,0.07444006447952399,33,104,233.0,3.088235294117647,0.20873057378837054,P0390,4,0.1386631254816908,0.5992502142032644,75.0,0.4524394520535508,85.0,0.5861429784131109,85.0,0.7205705350486341,False,True
C0327,23.1972818628505,113.373590214192,Guangzhou,0,0.5412047963797335,6,22,21.0,3.2857142857142856,0.24902033065447882,P0497,3,0.06347580039372237,0.5157095381303198,75.0,0.7230396523655908,78.0,0.7542202095662356,68.5,0.7549221591525528,True,False
C0328,23.1302810640989,113.38630207168,Guangzhou,0,0.03750108994901981,33,102,233.0,3.0294117647058822,0.1962301885352436,P0207,5,0.3311762265493592,0.618040271908035,75.0,0.4551277571044893,85.0,0.5887714917019129,85.0,0.7264985133647454,False,True
C0329,23.1759880119021,113.35947200014,Guangzhou,0,0.3436186552049475,4,28,93.0,5.8,0.6183983335955281,P0250,5,0.3184782146813003,0.6223938759770837,75.0,0.6396475025029146,85.0,0.7526315417278809,73.5,0.7531342936877236,True,False
C0330,23.1721295687677,113.326701600452,Guangzhou,0,0.3781170716248068,7,46,83.0,5.875,0.6267496262061301,P0525,3,0.22259340516366066,0.46115493078062664,75.0,0.5925357365137438,85.0,0.7136791073196799,80.0,0.7512040116796047,True,False
C0331,23.1475000031533,113.443910853168,Guangzhou,0,1.1847811958066032,5,13,8.0,2.3333333333333335,0.02653429643816768,P0473,4,0.1609187564383435,0.5916197121609835,75.0,0.7700763253752215,73.0,0.7504417673148914,65.0,0.7792841558251125,True,False
C0332,23.1883187448893,113.34235264859,Guangzhou,0,0.33270765136389435,18,62,392.0,3.3157894736842106,0.25494292288279524,P0409,5,0.15644986426397667,0.6779464532630233,75.0,0.5602697884164706,85.0,0.6859213077927288,78.5,0.7519063163452261,True,False
C0333,23.1748031559868,113.332229783339,Guangzhou,0,0.6899944451151706,6,55,67.0,8.0,0.8274276892783786,P0617,1,0.0,0.0,75.0,0.5498778122634526,85.0,0.6767857447903818,85.0,0.6767857447903818,False,True
C0334,23.1965048440288,113.373191690834,Guangzhou,0,0.448700735074114,6,20,21.0,3.0,0.18988867482075658,P0497,3,0.06347580039372237,0.5157095381303198,75.0,0.7339151496391901,77.0,0.7544244750084902,67.0,0.7501097825090791,True,False
C0335,23.1611480116097,113.407645000318,Guangzhou,0,1.8805302404915851,3,15,7.0,4.0,0.37688202191441417,P0520,1,0.0,0.0,75.0,0.75941765152616,74.5,0.7544607309692581,74.5,0.7544607309692581,True,False
C0336,23.1449450113552,113.342239999582,Guangzhou,0,0.4224414548265117,20,73,75.0,3.5238095238095237,0.29449341324897066,P0521,3,0.22178428070473846,0.46143234488082857,75.0,0.5858911374103177,85.0,0.7080366135889788,80.5,0.7511605897643814,True,False
C0337,23.1661292654245,113.385642891326,Guangzhou,0,0.35648158605895797,9,49,25.0,5.0,0.5219253302686505,P0112,5,0.0,0.7315864067249581,75.0,0.6210603409630133,85.0,0.7374803595328061,73.0,0.7535925203816074,True,False
C0338,23.1597205639146,113.404628851535,Guangzhou,0,1.6852909874232458,3,16,7.0,4.25,0.41628802609509685,P0496,4,0.28342981216677976,0.5496159216255196,75.0,0.7505108747359965,75.0,0.7505108747359965,65.0,0.7525190012874948,True,False
C0339,23.1589232837543,113.401055841371,Guangzhou,0,1.454497319869085,7,52,23.0,6.625,0.7048434289034711,P0496,4,0.28342981216677976,0.5496159216255196,75.0,0.6195349054379977,85.0,0.7362245317079313,76.5,0.7536212383924576,True,False
C0340,23.1268844070247,113.419048258441,Guangzhou,0,0.32022500588396796,24,116,128.0,4.68,0.4789344586406962,P0346,4,0.21579412528795944,0.5728052999839723,75.0,0.44974041427340594,85.0,0.5834962869086537,85.0,0.7129895242113921,False,True
C0341,23.1185926586028,113.363084018324,Guangzhou,0,0.10262245193754833,12,39,40.0,3.076923076923077,0.206345250010545,P0292,5,0.21650583282114377,0.6573558354719945,75.0,0.6441283472297159,84.5,0.7512419516922682,72.5,0.7532400794776868,True,False
