package_id,task_count,task_ids,assigned_member_index,assigned_member_id,member_distance_km,member_quota,spread_km,allowed_radius_km,compactness,bundle_logit_bonus,average_price,total_reward,expected_payout,expected_completions,average_probability
OP0174,1,C1329,1855,B1856,0.8803260767357518,1.0,0.0,0.25,1.0,0.0,85.0,85.0,25.971231107509464,0.3055438953824643,0.3055438953824643
OP0175,1,C1330,1376,B1377,1.4057409337883984,1.0,0.0,0.25,1.0,0.0,85.0,85.0,26.382218736602802,0.31037904396003296,0.31037904396003296
OP0176,1,C1348,815,B0816,0.5311551185891095,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0177,1,C1355,924,B0925,0.7302540159588192,4.0,0.0,0.55,1.0,0.0,71.5,71.5,53.92752682431901,0.7542311443960701,0.7542311443960701
OP0178,1,C1367,1763,B1764,0.9405953327431399,1.0,0.0,0.55,1.0,0.0,85.0,85.0,47.05216185948962,0.5535548454057603,0.5535548454057603
OP0179,1,C1371,1510,B1511,0.5587421873062518,1.0,0.0,0.55,1.0,0.0,85.0,85.0,62.51824962162677,0.7355088190779621,0.7355088190779621
OP0180,1,C1403,516,B0517,1.4263970683380012,4.0,0.0,0.55,1.0,0.0,68.0,68.0,51.03743027381701,0.7505504452031913,0.7505504452031913
OP0181,1,C1408,1820,B1821,1.1018602439076481,1.0,0.0,0.55,1.0,0.0,85.0,85.0,56.48526349146372,0.6645325116642791,0.6645325116642791
OP0182,1,C1423,1797,B1798,0.29381339866617595,1.0,0.0,0.35,1.0,0.0,85.0,85.0,53.4798274192759,0.6291744402267753,0.6291744402267753
OP0183,1,C1443,839,B0840,0.5449380405208263,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0184,1,C1458,815,B0816,0.5311551185891095,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0185,1,C1464,395,B0396,0.5401573828224696,5.0,0.0,0.55,1.0,0.0,81.0,81.0,61.078701193046136,0.7540580394203227,0.7540580394203227
OP0186,1,C1467,1538,B1539,0.5405258068577269,1.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0187,1,C1490,819,B0820,2.2572893118531008,3.0,0.0,0.55,1.0,0.0,79.0,79.0,59.26343027957023,0.7501700035388637,0.7501700035388637
OP0188,1,C1495,719,B0720,0.11388282580689411,4.0,0.0,0.4,1.0,0.0,85.0,85.0,56.67471856171738,0.6667613948437339,0.6667613948437339
OP0189,1,C1504,819,B0820,0.5792989377194593,3.0,0.0,0.55,1.0,0.0,74.0,74.0,55.80248339061961,0.7540876133867515,0.7540876133867515
OP0190,1,C1505,412,B0413,0.5213450343191802,5.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0191,1,C1506,822,B0823,0.44664563301875804,3.0,0.0,0.55,1.0,0.0,80.0,80.0,60.32875306552468,0.7541094133190585,0.7541094133190585
OP0192,1,C1509,1530,B1531,0.48908426242805575,1.0,0.0,0.25,1.0,0.0,85.0,85.0,48.32176264390994,0.5684913252224699,0.5684913252224699
OP0193,1,C1521,815,B0816,0.5311551185891095,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0194,1,C1528,412,B0413,0.5213450343191802,5.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0195,1,C1537,995,B0996,0.7023566408014204,1.0,0.0,0.4,1.0,0.0,85.0,85.0,50.555600024747086,0.5947717649970246,0.5947717649970246
OP0196,1,C1539,212,B0213,0.8262841731936958,8.0,0.0,0.55,1.0,0.0,79.0,79.0,59.3480153812038,0.7512407010278962,0.7512407010278962
OP0197,1,C1543,669,B0670,0.35648158605895797,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0198,1,C1549,1446,B1447,0.3616313697151449,1.0,0.0,0.55,1.0,0.0,85.0,85.0,53.524541333647356,0.6297004862782042,0.6297004862782042
OP0199,1,C1554,944,B0945,0.39010545993341744,3.0,0.0,0.55,1.0,0.0,82.0,82.0,61.90323552987721,0.7549175064619171,0.7549175064619171
OP0200,1,C1556,516,B0517,2.165275652192298,4.0,0.0,0.55,1.0,0.0,65.0,65.0,49.77653961528329,0.7657929171582045,0.7657929171582045
OP0201,1,C1558,27,B0028,1.0250809876165274,58.0,0.0,0.55,1.0,0.0,85.0,85.0,53.8718760504826,0.6337867770645012,0.6337867770645012
OP0202,1,C1560,669,B0670,0.35648158605895797,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0203,1,C1570,978,B0979,0.36118002836847396,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0204,1,C1575,893,B0894,2.188377935177749,2.0,0.0,0.55,1.0,0.0,71.0,71.0,53.35127984814742,0.7514264767344707,0.7514264767344707
OP0205,1,C1576,1725,B1726,0.5218170432694236,1.0,0.0,0.35,1.0,0.0,85.0,85.0,48.010526673558616,0.5648297255712779,0.5648297255712779
OP0206,1,C1579,978,B0979,0.36118002836847396,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0207,1,C1598,912,B0913,0.3099989019009078,4.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0208,1,C1601,950,B0951,0.6678100524459595,4.0,0.0,0.25,1.0,0.0,85.0,85.0,41.3211308298708,0.48613095093965647,0.48613095093965647
OP0209,1,C1603,190,B0191,0.7577067340288035,8.0,0.0,0.55,1.0,0.0,83.0,83.0,62.59878115841902,0.7542021826315545,0.7542021826315545
OP0210,1,C1604,958,B0959,1.3437259350023527,3.0,0.0,0.55,1.0,0.0,72.5,72.5,54.6566529117208,0.7538848677478731,0.7538848677478731
OP0211,1,C1616,796,B0797,1.5655213323198802,4.0,0.0,0.25,1.0,0.0,85.0,85.0,43.536365902785946,0.5121925400327758,0.5121925400327758
OP0212,1,C1621,887,B0888,0.9046036012365083,1.0,0.0,0.35,1.0,0.0,85.0,85.0,48.513643919848015,0.570748751998212,0.570748751998212
OP0213,1,C1624,528,B0529,2.115349561226834,3.0,0.0,0.55,1.0,0.0,75.5,75.5,56.94534104439454,0.754242927740325,0.754242927740325
OP0214,1,C1625,528,B0529,0.36257634008581957,3.0,0.0,0.55,1.0,0.0,82.5,82.5,62.123573311580564,0.7530130098373402,0.7530130098373402
OP0215,1,C1643,702,B0703,0.8633764995683688,4.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0216,1,C1659,92,B0093,2.159544839565659,16.0,0.0,0.55,1.0,0.0,83.0,83.0,62.44339376187762,0.7523300453238267,0.7523300453238267
OP0217,1,C1661,796,B0797,0.5566613787569517,4.0,0.0,0.25,1.0,0.0,85.0,85.0,57.72965876304288,0.6791724560357986,0.6791724560357986
OP0218,1,C1662,1831,B1832,1.8085291666656629,1.0,0.0,0.25,1.0,0.0,85.0,85.0,51.37775270599202,0.6044441494822591,0.6044441494822591
OP0219,1,C1668,375,B0376,0.5478797912652511,5.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0220,1,C1688,1811,B1812,0.509006832762317,1.0,0.0,0.35,1.0,0.0,85.0,85.0,52.922785191428126,0.6226210022520956,0.6226210022520956
OP0221,1,C1705,375,B0376,0.5478797912652511,5.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0222,1,C1716,912,B0913,0.3099989019009078,4.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0223,1,C1720,702,B0703,0.8633764995683688,4.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0224,1,C1721,375,B0376,0.5478797912652511,5.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0225,1,C1722,904,B0905,2.27802714658387,3.0,0.0,0.55,1.0,0.0,65.0,65.0,52.26333794551768,0.8040513530079643,0.8040513530079643
OP0226,1,C1725,754,B0755,1.404130268896676,3.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0227,1,C1728,643,B0644,0.2767376011388708,4.0,0.0,0.55,1.0,0.0,85.0,85.0,56.42685596499334,0.6638453642940393,0.6638453642940393
OP0228,1,C1731,1375,B1376,0.7116306888510974,1.0,0.0,0.25,1.0,0.0,85.0,85.0,41.23043387806272,0.48506392797720843,0.48506392797720843
OP0229,1,C1741,269,B0270,0.28866682994712123,1.0,0.0,0.35,1.0,0.0,85.0,85.0,52.68360692424337,0.6198071402852161,0.6198071402852161
OP0230,1,C1751,1449,B1450,0.9127311560847695,1.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0231,1,C1756,835,B0836,0.44886088328500817,4.0,0.0,0.55,1.0,0.0,85.0,85.0,57.34335788152269,0.6746277397826199,0.6746277397826199
OP0232,1,C1783,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0233,1,C1785,664,B0665,2.042658785562208,4.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0234,1,C1798,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0235,1,C1804,1307,B1308,0.5000832367088486,2.0,0.0,0.55,1.0,0.0,85.0,85.0,51.51023553620248,0.6060027710141468,0.6060027710141468
OP0236,1,C1824,1229,B1230,1.298646998902238,7.0,0.0,0.55,1.0,0.0,71.0,71.0,53.34685539744773,0.7513641605274328,0.7513641605274328
OP0237,1,C1827,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0238,1,C1831,1874,B1875,0.27539561031102855,1.0,0.0,0.55,1.0,0.0,85.0,85.0,53.559783683113075,0.6301151021542715,0.6301151021542715
OP0239,1,C1838,72,B0073,0.4879944399481331,21.0,0.0,0.55,1.0,0.0,85.0,85.0,64.03486604518463,0.7533513652374662,0.7533513652374662
OP0240,1,C1850,1627,B1628,0.3702722513940374,2.0,0.0,0.55,1.0,0.0,74.0,74.0,55.81787364403814,0.7542955897842991,0.7542955897842991
OP0241,1,C1869,826,B0827,0.3869287017653273,5.0,0.0,0.55,1.0,0.0,84.0,84.0,63.26796678720864,0.7531900808001029,0.7531900808001029
OP0242,1,C1873,454,B0455,0.6028482430854779,5.0,0.0,0.25,1.0,0.0,85.0,85.0,48.25198510236093,0.5676704129689522,0.5676704129689522
OP0243,1,C1880,1823,B1824,1.3601732619842273,1.0,0.0,0.55,1.0,0.0,85.0,85.0,56.509989776053004,0.6648234091300353,0.6648234091300353
OP0244,1,C1881,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0245,1,C1884,1649,B1650,1.3350154653637325,1.0,0.0,0.55,1.0,0.0,74.0,74.0,55.86350061243358,0.7549121704382916,0.7549121704382916
OP0246,1,C1885,437,B0438,0.2938981077176277,6.0,0.0,0.55,1.0,0.0,84.5,84.5,63.67605867777176,0.7535628245890149,0.7535628245890149
OP0247,1,C1925,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0248,1,C1926,990,B0991,2.2805720590485947,4.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0249,1,C1930,875,B0876,2.178581394384117,4.0,0.0,0.55,1.0,0.0,76.5,76.5,57.65029805593992,0.7535986673979075,0.7535986673979075
OP0250,1,C1939,1498,B1499,0.05382847343855338,1.0,0.0,0.25,1.0,0.0,85.0,85.0,49.61564440751196,0.5837134636177878,0.5837134636177878
OP0251,1,C1950,1768,B1769,0.5447803033687948,1.0,0.0,0.25,1.0,0.0,85.0,85.0,48.32036488407748,0.5684748809891468,0.5684748809891468
OP0252,1,C1956,246,B0247,0.9543294054353347,1.0,0.0,0.25,1.0,0.0,85.0,85.0,44.10868929256812,0.5189257563831544,0.5189257563831544
OP0253,1,C1979,1471,B1472,2.1606207175216183,2.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0254,1,C1991,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0255,1,C1995,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0256,1,C2009,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0257,1,C2017,1751,B1752,0.8438785438392453,1.0,0.0,0.35,1.0,0.0,85.0,85.0,44.81269869637979,0.5272082199574093,0.5272082199574093
OP0258,1,C2018,1339,B1340,0.4265231858009315,1.0,0.0,0.55,1.0,0.0,85.0,85.0,59.21306762994956,0.6966243250582301,0.6966243250582301
OP0259,1,C2021,1471,B1472,2.1606207175216183,2.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0260,1,C2036,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0261,1,C2052,889,B0890,0.7174121811894695,4.0,0.0,0.55,1.0,0.0,85.0,85.0,52.22530792742039,0.6144153873814163,0.6144153873814163
OP0262,1,C2066,1463,B1464,0.7131541553850078,1.0,0.0,0.25,1.0,0.0,85.0,85.0,51.42462745304823,0.6049956170946851,0.6049956170946851
OP0263,2,C0002;C0116,238,B0239,0.4048861517695189,15.0,0.07113393546500599,0.55,0.8706655718818073,0.34287579723859607,85.0,170.0,121.34102590522636,1.4275414812379572,0.7137707406189786
OP0264,4,C0003;C1016;C1024;C1081,129,B0130,0.7626145453579599,22.0,0.09386320959869092,0.4,0.7653419760032727,0.39363289434595117,85.0,340.0,217.31037383029548,2.5565926332975937,0.6391481583243984
OP0265,3,C0004;C1004;C1064,749,B0750,0.06184940614452768,7.0,0.15535079235999494,0.35,0.5561405932571573,0.3842095408847406,85.0,255.0,154.99535197213328,1.823474729083921,0.6078249096946403
OP0266,3,C0005;C0054;C1087,96,B0097,0.7900888285218456,34.0,0.21265380531633646,0.4,0.4683654867091589,0.3736765280989808,85.0,255.0,146.60339494479354,1.7247458228799237,0.5749152742933079
OP0267,2,C0008;C1069,252,B0253,0.29863335304935196,16.0,0.08559190448477047,0.35,0.7554517014720843,0.3290501327894293,85.0,170.0,111.43335622426369,1.310980661461926,0.655490330730963
OP0268,2,C0009;C1167,1088,B1089,2.7850016810869413,7.0,0.13612235792554683,0.55,0.752504803771733,0.32869650506538717,85.0,170.0,117.87954041797465,1.3868181225644078,0.6934090612822039
OP0269,3,C0010;C0047;C1012,96,B0097,0.35926092394046566,34.0,0.09227392547679704,0.35,0.736360212923437,0.4058358952446942,85.0,255.0,160.01946737455188,1.8825819691123753,0.6275273230374584
OP0270,2,C0012;C0056,96,B0097,2.055406362512171,34.0,0.11891608384981522,0.25,0.5243356646007391,0.3013162083648679,85.0,170.0,74.61026553926197,0.8777678298736704,0.4388839149368352
OP0271,2,C0013;C0026,238,B0239,0.45921055360259216,15.0,0.09835936200494683,0.35,0.7189732514144376,0.3246727187825117,85.0,170.0,107.2812734263182,1.26213262854492,0.63106631427246
OP0272,3,C0016;C0019;C1018,45,B0046,1.0131945556374709,64.0,0.0,0.4,1.0,0.43747266969388177,85.0,255.0,155.13050182775993,1.8250647273854108,0.6083549091284702
OP0273,2,C0020;C0103,45,B0046,2.161759099030803,64.0,0.09302682057698225,0.55,0.8308603262236687,0.33809916775961946,85.0,170.0,123.27577886905755,1.4503032808124416,0.7251516404062208
OP0274,3,C0021;C1000;C1041,252,B0253,0.6617866557560197,16.0,0.055609907783215756,0.35,0.8411145491908121,0.41840641559677916,85.0,255.0,154.34607637645425,1.8158361926641673,0.6052787308880557
OP0275,2,C0022;C1040,1088,B1089,2.5692819119864105,7.0,0.03922065459030374,0.55,0.9286897189267205,0.34983869488398567,85.0,170.0,118.59743197668757,1.395263905608089,0.6976319528040446
OP0276,2,C0023;C0029,45,B0046,1.4067998061814087,64.0,0.15443325115169942,0.4,0.6139168721207515,0.3120659532672694,85.0,170.0,106.10360890091394,1.2482777517754582,0.6241388758877291
OP0277,3,C0024;C1036;C1048,320,B0321,0.8118723389296248,13.0,0.13018468996367433,0.35,0.6280437429609305,0.3928379188491934,85.0,255.0,156.9024431292911,1.8459110956387188,0.6153036985462396
OP0278,3,C0025;C1017;C1023,324,B0325,0.15065733485174143,13.0,0.09597509231084575,0.35,0.7257854505404406,0.4045669237587346,85.0,255.0,154.0538536709453,1.8123982784817094,0.6041327594939031
OP0279,2,C0028;C1043,831,B0832,0.3762547750738134,7.0,0.0,0.55,1.0,0.3583959286127792,85.0,170.0,120.18146696523037,1.4138996113556515,0.7069498056778257
OP0280,2,C0030;C0033,831,B0832,0.6046710378047805,7.0,0.0,0.4,1.0,0.3583959286127792,85.0,170.0,110.11723908813418,1.2954969304486375,0.6477484652243187
OP0281,3,C0031;C1050;C1102,45,B0046,1.4104490407578594,64.0,0.1806621549477438,0.4,0.5483446126306406,0.3832740232095586,85.0,255.0,144.60420833989465,1.701225980469349,0.5670753268231163
OP0282,2,C0032;C1047,79,B0080,1.68552007327995,34.0,0.0,0.25,1.0,0.3583959286127792,85.0,170.0,77.16932601506475,0.9078744237066442,0.4539372118533221
OP0283,2,C0034;C1084,671,B0672,4.436489184040315,4.0,0.0,0.55,1.0,0.3583959286127792,82.0,164.0,123.73958389012412,1.509019315733221,0.7545096578666105
OP0284,3,C0035;C1044;C1046,45,B0046,1.4450816326908862,64.0,0.027639121774829377,0.25,0.8894435129006825,0.4242058912419636,85.0,255.0,139.3255665736754,1.6391243126314752,0.5463747708771584
OP0285,2,C0036;C0061,831,B0832,0.3998687194632976,7.0,0.19392712485839092,0.55,0.6474052275301984,0.316084555916403,85.0,170.0,119.59483525253978,1.4069980617945856,0.7034990308972928
OP0286,4,C0037;C0038;C1061;C1063,45,B0046,1.495548417324703,64.0,0.08217165771827162,0.35,0.7652238350906525,0.3936187174364367,85.0,340.0,188.49741866817664,2.217616690213842,0.5544041725534605
OP0287,3,C0040;C1067;C1111,45,B0046,0.15252232344962396,64.0,0.14419965588093145,0.35,0.5880009831973387,0.38803278767756244,85.0,255.0,146.97313820344357,1.7290957435699243,0.5763652478566414
OP0288,3,C0041;C0065;C1068,749,B0750,0.1419089979218519,7.0,0.15722845320961362,0.35,0.5507758479725324,0.3835657714505857,85.0,255.0,155.29214317229537,1.8269663902622986,0.6089887967540996
OP0289,2,C0042;C0084,96,B0097,0.41174812488394463,34.0,0.029905732423153836,0.4,0.9252356689421154,0.34942420888583303,85.0,170.0,114.99383666325971,1.3528686666265848,0.6764343333132924
OP0290,3,C0044;C0045;C1020,79,B0080,1.4043944133218362,34.0,0.21347031704062858,0.4,0.4663242073984286,0.3734315745816932,85.0,255.0,134.42208877698394,1.5814363385527521,0.5271454461842507
OP0291,2,C0048;C1062,45,B0046,1.0008249675857015,64.0,0.08078788208251589,0.35,0.7691774797642403,0.33069722618448805,85.0,170.0,91.83744053026652,1.0804404768266649,0.5402202384133324
OP0292,3,C0049;C0064;C1114,99,B0100,0.15580218840570695,34.0,0.19626027581880595,0.35,0.4392563548034115,0.37018343227029116,85.0,255.0,146.71019825247294,1.7260023323820348,0.5753341107940116
OP0293,3,C0050;C1083;C1137,79,B0080,0.8129469005293635,34.0,0.07384161115149733,0.4,0.8153959721212567,0.4153201863484326,85.0,255.0,154.84445667123717,1.821699490249849,0.6072331634166163
OP0294,2,C0052;C0110,608,B0609,4.553335547981689,6.0,0.0,0.55,1.0,0.3583959286127792,82.0,164.0,123.73958389012412,1.509019315733221,0.7545096578666105
OP0295,2,C0053;C1103,96,B0097,1.7354908760154426,34.0,0.03237245029574301,0.25,0.870510198817028,0.34285715247082255,85.0,170.0,82.60271712505397,0.9717966720594584,0.4858983360297292
OP0296,2,C0055;C1099,99,B0100,0.29172086567500644,34.0,0.0,0.35,1.0,0.3583959286127792,85.0,170.0,92.60353072561985,1.0894533026543511,0.5447266513271756
OP0297,3,C0057;C0066;C1104,252,B0253,0.35102645484229744,16.0,0.07467070990879587,0.35,0.7866551145462974,0.41187128343943746,85.0,255.0,159.48703264600886,1.8763180311295162,0.6254393437098388
OP0298,3,C0058;C0097;C1119,778,B0779,0.2674897859381813,7.0,0.15475870204312167,0.35,0.5578322798767952,0.38441254327909713,85.0,255.0,145.6271757745801,1.7132608914656484,0.5710869638218828
OP0299,2,C0059;C1105,1285,B1286,0.4782531613750847,5.0,0.0,0.25,1.0,0.3583959286127792,85.0,170.0,71.77819949104916,0.844449405777049,0.4222247028885245
OP0300,3,C0060;C1038;C1106,96,B0097,1.9854269005037684,34.0,0.10906876345199577,0.25,0.5637249461920169,0.3851196632369238,85.0,255.0,116.19376398604493,1.366985458659352,0.4556618195531173
OP0301,2,C0062;C1115,238,B0239,0.8149444325937084,15.0,0.0391797766041226,0.4,0.9020505584896935,0.3466419956315424,85.0,170.0,106.78350017961782,1.2562764727013862,0.6281382363506931
OP0302,2,C0067;C1113,741,B0742,0.2528694459628033,7.0,0.0,0.55,1.0,0.3583959286127792,85.0,170.0,123.25322189763793,1.4500379046780933,0.7250189523390467
OP0303,3,C0068;C0071;C0078,991,B0992,0.3970886599283958,7.0,0.11294923827755803,0.4,0.717626904306105,0.40358789821061436,85.0,255.0,174.95420329997626,2.058284744705603,0.6860949149018677
OP0304,2,C0070;C0072,324,B0325,2.6940614042679685,13.0,0.0,0.55,1.0,0.3583959286127792,85.0,170.0,101.38277432057195,1.1927385214184936,0.5963692607092468
OP0305,2,C0073;C0081,991,B0992,0.8739987192268855,7.0,0.19469699904528356,0.4,0.5132575023867911,0.29998682889919415,85.0,170.0,106.65530311740251,1.2547682719694413,0.6273841359847206
OP0306,4,C0074;C0096;C1150;C1153,320,B0321,0.7300522310783341,13.0,0.1811406352793674,0.35,0.48245532777323596,0.3596864965583467,85.0,340.0,213.40707068211498,2.5106714197895874,0.6276678549473969
OP0307,3,C0075;C0076;C1122,324,B0325,0.45751694497331824,13.0,0.07893631246411181,0.35,0.7744676786739663,0.4104087911347577,85.0,255.0,146.59254329703145,1.724618156435664,0.574872718811888
OP0308,2,C0079;C1019,556,B0557,2.014477911274129,7.0,0.04410826062535987,0.25,0.8235669574985605,0.3372239635126064,85.0,170.0,81.17744201420157,0.9550287295788422,0.4775143647894211
OP0309,3,C0080;C0098;C1145,99,B0100,0.7417275895568785,34.0,0.16781576033224227,0.35,0.5205263990507363,0.37993583757997007,85.0,255.0,148.13017829205057,1.7427079799064773,0.5809026599688257
OP0310,3,C0082;C1134;C1140,79,B0080,0.9303911564346105,34.0,0.0575393547286778,0.4,0.8561516131783056,0.42021086327527846,85.0,255.0,150.64483497396736,1.7722921761643216,0.5907640587214406
OP0311,3,C0085;C1132;C1135,45,B0046,1.6181176946270985,64.0,0.0,0.25,1.0,0.43747266969388177,85.0,255.0,138.35163670646895,1.6276663141937524,0.5425554380645842
OP0312,3,C0086;C1138;C1183,129,B0130,1.013116536282562,22.0,0.12891895559274702,0.4,0.6777026110181325,0.3987969830160576,85.0,255.0,156.3625674890421,1.8395596175181423,0.6131865391727142
OP0313,3,C0087;C1142;C1147,79,B0080,0.8172122052385156,34.0,0.06598252255034692,0.4,0.8350436936241327,0.41767791292877765,85.0,255.0,157.5845208085938,1.8539355389246328,0.6179785129748776
OP0314,3,C0088;C1082;C1131,99,B0100,0.25976647055369706,34.0,0.07212415415507135,0.35,0.7939309881283676,0.41274438826928583,85.0,255.0,145.72609960944794,1.7144247012876228,0.5714749004292076
OP0315,3,C0089;C1141;C1174,79,B0080,0.8041879234568742,34.0,0.05296260300624972,0.4,0.8675934924843757,0.4215838887920068,85.0,255.0,155.1515882343304,1.8253128027568284,0.6084376009189428
OP0316,2,C0090;C1157,589,B0590,2.4993970248783284,8.0,0.03370097499173523,0.55,0.9387255000150269,0.3510429886145824,85.0,170.0,122.68789177792962,1.4433869620932898,0.7216934810466449
OP0317,3,C0091;C0092;C1151,96,B0097,1.887378649834957,34.0,0.037691564688302606,0.25,0.8492337412467896,0.41938071864349646,85.0,255.0,133.14805528315017,1.5664477092135316,0.5221492364045105
OP0318,3,C0001;C0094;C1162,96,B0097,2.993296518948701,34.0,0.130827791480457,0.25,0.476688834078172,0.37467532978326235,85.0,255.0,146.1739905138248,1.719694006044998,0.5732313353483326
OP0319,2,C0095;C1161,1285,B1286,1.1965393828345832,5.0,0.09475794857917681,0.25,0.6209682056832928,0.3129121132947743,85.0,170.0,74.27466102678773,0.8738195414916203,0.43690977074581017
OP0320,3,C0100;C1009;C1010,320,B0321,0.024706668270326675,13.0,0.14991578473168615,0.35,0.5716691864808967,0.3860729720715893,85.0,255.0,152.8041015542209,1.7976953124025987,0.5992317708008662
OP0321,2,C0101;C1149,45,B0046,1.280294348797608,64.0,0.024840300452609092,0.4,0.9378992488684773,0.35094383847699645,85.0,170.0,101.12548199425254,1.1897115528735593,0.5948557764367797
OP0322,3,C0018;C0102;C1169,252,B0253,0.41208508616013156,16.0,0.18460525946937206,0.35,0.4725564015160798,0.3741794378758113,85.0,255.0,154.51725254218374,1.817850029908044,0.605950009969348
OP0323,2,C0104;C1079,1088,B1089,2.423742021521807,7.0,0.19088483285088978,0.55,0.6529366675438368,0.3167483287180396,85.0,170.0,115.60157425428446,1.3600185206386406,0.6800092603193203
OP0324,3,C0105;C0108;C1170,96,B0097,0.7642103257860625,34.0,0.21249522547441838,0.4,0.46876193631395413,0.37372410205155626,85.0,255.0,165.36204032960012,1.9454357685835308,0.6484785895278437
OP0325,3,C0106;C0107;C1129,45,B0046,2.7044513616109906,64.0,0.1617724437886089,0.25,0.35291022484556445,0.3598218966753495,85.0,255.0,95.37774320935503,1.1220910965806474,0.37403036552688246
OP0326,3,C0111;C0127;C1192,20,B0021,1.5481665145892856,77.0,1.8189894035458565e-12,0.35,0.9999999999948029,0.43747266969325815,85.0,255.0,119.26853471278974,1.4031592319151733,0.46771974397172444
OP0327,2,C0113;C1260,67,B0068,1.9620957501537872,27.0,0.11855484505760878,0.25,0.5257806197695649,0.301489602985127,85.0,170.0,62.525588781802966,0.7355951621388584,0.3677975810694292
OP0328,2,C0114;C0206,67,B0068,1.0966569442302128,27.0,0.10215181512416356,0.25,0.5913927395033458,0.3093630573531807,85.0,170.0,62.759404083703494,0.7383459303965116,0.3691729651982558
OP0329,4,C0115;C0118;C1193;C1302,120,B0121,1.7552260513407867,17.0,0.08808275911531892,0.35,0.7483349739562317,0.3915920541003063,85.0,340.0,163.23467001708468,1.920407882553937,0.48010197063848425
OP0330,2,C0117;C1181,589,B0590,2.334993999556676,8.0,0.0,0.55,1.0,0.3583959286127792,85.0,170.0,104.34403457346984,1.2275768773349394,0.6137884386674697
