日期,起点距离(m),水位(m),水深(m),测点水深(m),测点水流速(m/s),测点含沙量(kg/m3),垂线距离(m),垂线总水深(m),断面水位(m)
2021-07-07,,,,2.64,1.79,,1810.0,3.3,44.52
2021-07-07,1774.0,,2.9,0.58,2.23,,1774.0,2.9,44.52
2021-07-07,,,,2.32,1.77,,1774.0,2.9,44.52
2021-07-07,1737.0,,2.8,0.56,2.08,,1737.0,2.8,44.52
2021-07-07,,,,2.24,1.56,,1737.0,2.8,44.52
2021-07-07,1697.0,,2.4,0.48,1.51,,1697.0,2.4,44.52
2021-07-07,,,,1.92,0.89,,1697.0,2.4,44.52
2021-07-07,1677.0,,0.0,,0.0,,1677.0,0.0,44.52
2021-04-16,2066.0,42.72,0.0,,0.0,,2066.0,0.0,42.72
2021-04-16,2041.0,,1.2,0.24,1.04,,2041.0,1.2,42.72
2021-04-16,,,,0.96,0.86,,2041.0,1.2,42.72
2021-04-16,2007.0,,1.6,0.32,1.34,,2007.0,1.6,42.72
2021-04-16,,,,1.28,1.39,,2007.0,1.6,42.72
2021-04-16,1974.0,,1.6,0.2,1.64,,1974.0,1.6,42.72
2021-04-16,,,,1.28,1.39,,1974.0,1.6,42.72
2021-04-16,1941.0,,1.55,0.31,1.72,,1941.0,1.55,42.72
2021-04-16,,,,1.4,1.46,,1941.0,1.55,42.72
2021-04-16,1913.0,,1.6,0.32,1.85,,1913.0,1.6,42.72
2021-04-16,,,,1.28,1.52,,1913.0,1.6,42.72
2021-04-16,1886.0,,1.7,0.34,1.89,,1886.0,1.7,42.72
2021-04-16,,,,1.36,1.56,,1886.0,1.7,42.72
2021-04-16,1859.0,,1.75,0.35,1.85,,1859.0,1.75,42.72
2021-04-16,,,,1.4,1.62,,1859.0,1.75,42.72
2021-04-16,1828.0,,1.8,0.36,1.84,,1828.0,1.8,42.72
2021-04-16,,,,1.44,1.43,,1828.0,1.8,42.72
2021-04-16,1798.0,,1.7,0.34,1.62,,1798.0,1.7,42.72
2021-04-16,,,,1.36,1.36,,1798.0,1.7,42.72
2021-04-16,1768.0,,1.7,0.34,1.29,,1768.0,1.7,42.72
2021-04-16,,,,1.36,0.9,,1768.0,1.7,42.72
2021-04-16,1737.0,,2.2,0.44,0.97,,1737.0,2.2,42.72
2021-04-16,,,,1.76,0.72,,1737.0,2.2,42.72
2021-04-16,1706.0,,1.5,0.3,0.74,,1706.0,1.5,42.72
2021-04-16,,,,1.2,0.62,,1706.0,1.5,42.72
2021-04-16,1686.0,,0.0,,0.0,,1686.0,0.0,42.72
2020-07-29,2078.0,44.18,0.0,,0.0,,2078.0,0.0,44.18
2020-07-29,2055.0,,2.0,0.4,1.47,,2055.0,2.0,44.18
2020-07-29,,,,1.6,1.37,,2055.0,2.0,44.18
2020-07-29,2019.0,,3.2,0.64,2.31,,2019.0,3.2,44.18
2020-07-29,,,,2.56,1.77,,2019.0,3.2,44.18
2020-07-29,1985.0,,3.5,0.7,2.73,,1985.0,3.5,44.18
2020-07-29,,,,2.8,2.03,,1985.0,3.5,44.18
2020-07-29,1952.0,,3.3,0.66,2.91,,1952.0,3.3,44.18
2020-07-29,,,,2.64,2.33,,1952.0,3.3,44.18
2020-07-29,1920.0,,3.2,0.64,2.95,,1920.0,3.2,44.18
2020-07-29,,,,2.56,2.33,,1920.0,3.2,44.18
2020-07-29,1890.0,,3.0,0.6,2.93,,1890.0,3.0,44.18
2020-07-29,,,,2.4,2.33,,1890.0,3.0,44.18
2020-07-29,1860.0,,2.9,0.58,2.88,,1860.0,2.9,44.18
2020-07-29,,,,2.32,2.23,,1860.0,2.9,44.18
2020-07-29,1830.0,,2.7,0.54,2.78,,1830.0,2.7,44.18
2020-07-29,,,,2.32,2.28,,1830.0,2.7,44.18
2020-07-29,1798.0,,2.6,0.52,2.66,,1798.0,2.6,44.18
2020-07-29,,,,2.08,2.1,,1798.0,2.6,44.18
2020-07-29,1764.0,,2.6,0.52,2.61,,1764.0,2.6,44.18
2020-07-29,,,,2.08,2.03,,1764.0,2.6,44.18
2020-07-29,1730.0,,2.5,0.5,2.33,,1730.0,2.5,44.18
2020-07-29,,,,2.08,1.79,,1730.0,2.5,44.18
2020-07-29,1696.0,,2.3,0.46,1.56,,1696.0,2.3,44.18
2020-07-29,,,,1.84,1.01,,1696.0,2.3,44.18
2020-07-29,1679.0,,0.0,,0.0,,1679.0,0.0,44.18
2020-07-11,2080.0,44.52,0.0,,0.0,,2080.0,0.0,44.52
2020-07-11,2055.0,,2.0,0.0,1.18,22.0,2055.0,2.0,44.52
2020-07-11,,,,0.4,1.12,22.2,2055.0,2.0,44.52
2020-07-11,,,,1.2,1.06,22.2,2055.0,2.0,44.52
2020-07-11,,,,1.6,1.02,21.9,2055.0,2.0,44.52
2020-07-11,,,,2.0,0.91,22.2,2055.0,2.0,44.52
2020-07-11,2037.0,,2.9,0.0,1.74,,2037.0,2.9,44.52
2020-07-11,,,,0.58,1.66,,2037.0,2.9,44.52
2020-07-11,,,,1.74,1.18,,2037.0,2.9,44.52
2020-07-11,,,,2.32,1.17,,2037.0,2.9,44.52
2020-07-11,,,,2.9,1.0,,2037.0,2.9,44.52
2020-07-11,2019.0,,3.8,0.0,2.05,21.8,2019.0,3.8,44.52
2020-07-11,,,,0.76,2.01,22.9,2019.0,3.8,44.52
2020-07-11,,,,2.28,1.79,23.8,2019.0,3.8,44.52
2020-07-11,,,,3.04,1.74,21.8,2019.0,3.8,44.52
2020-07-11,,,,3.8,1.46,22.0,2019.0,3.8,44.52
2020-07-11,2002.0,,4.0,0.0,2.45,,2002.0,4.0,44.52
2020-07-11,,,,0.8,2.4,,2002.0,4.0,44.52
2020-07-11,,,,2.4,2.11,,2002.0,4.0,44.52
2020-07-11,,,,3.2,1.92,,2002.0,4.0,44.52
2020-07-11,,,,4.0,1.51,,2002.0,4.0,44.52
2020-07-11,1985.0,,3.7,0.0,2.63,22.0,1985.0,3.7,44.52
2020-07-11,,,,0.74,2.55,22.7,1985.0,3.7,44.52
2020-07-11,,,,2.22,2.26,25.4,1985.0,3.7,44.52
2020-07-11,,,,2.96,1.84,26.4,1985.0,3.7,44.52
2020-07-11,,,,3.7,1.67,25.5,1985.0,3.7,44.52
2020-07-11,1968.0,,3.7,0.0,2.71,,1968.0,3.7,44.52
2020-07-11,,,,0.74,2.63,,1968.0,3.7,44.52
2020-07-11,,,,2.22,2.38,,1968.0,3.7,44.52
2020-07-11,,,,2.96,1.97,,1968.0,3.7,44.52
2020-07-11,,,,3.7,1.67,,1968.0,3.7,44.52
2020-07-11,1952.0,,3.7,0.0,2.76,26.4,1952.0,3.7,44.52
2020-07-11,,,,0.74,2.7,24.0,1952.0,3.7,44.52
2020-07-11,,,,2.22,2.43,25.5,1952.0,3.7,44.52
2020-07-11,,,,2.96,2.03,27.9,1952.0,3.7,44.52
2020-07-11,,,,3.7,1.52,36.8,1952.0,3.7,44.52
2020-07-11,1936.0,,3.6,0.0,2.73,,1936.0,3.6,44.52
2020-07-11,,,,0.72,2.68,,1936.0,3.6,44.52
2020-07-11,,,,2.16,2.38,,1936.0,3.6,44.52
2020-07-11,,,,2.88,2.03,,1936.0,3.6,44.52
2020-07-11,,,,3.6,1.74,,1936.0,3.6,44.52
2020-07-11,1920.0,,3.6,0.0,2.75,23.5,1920.0,3.6,44.52
2020-07-11,,,,0.72,2.75,24.2,1920.0,3.6,44.52
2020-07-11,,,,2.16,2.38,27.0,1920.0,3.6,44.52
2020-07-11,,,,2.88,1.96,28.8,1920.0,3.6,44.52
2020-07-11,,,,3.6,1.62,33.8,1920.0,3.6,44.52
2020-07-11,1905.0,,3.5,0.0,2.76,,1905.0,3.5,44.52
2020-07-11,,,,0.7,2.73,,1905.0,3.5,44.52
2020-07-11,,,,2.1,2.43,,1905.0,3.5,44.52
2020-07-11,,,,2.8,2.05,,1905.0,3.5,44.52
2020-07-11,,,,3.5,1.66,,1905.0,3.5,44.52
2020-07-11,1890.0,,3.4,0.0,2.86,22.6,1890.0,3.4,44.52
2020-07-11,,,,0.68,2.83,24.9,1890.0,3.4,44.52
2020-07-11,,,,2.04,2.53,28.6,1890.0,3.4,44.52
2020-07-11,,,,2.72,2.15,28.4,1890.0,3.4,44.52
2020-07-11,,,,3.4,1.97,38.8,1890.0,3.4,44.52
2020-07-11,1875.0,,3.4,0.0,2.78,,1875.0,3.4,44.52
2020-07-11,,,,0.68,2.78,,1875.0,3.4,44.52
2020-07-11,,,,2.04,2.5,,1875.0,3.4,44.52
2020-07-11,,,,2.72,2.03,,1875.0,3.4,44.52
2020-07-11,,,,3.4,1.56,,1875.0,3.4,44.52
2020-07-11,1860.0,,3.3,0.0,2.75,21.7,1860.0,3.3,44.52
2020-07-11,,,,0.66,2.73,23.3,1860.0,3.3,44.52
2020-07-11,,,,1.98,2.55,27.1,1860.0,3.3,44.52
2020-07-11,,,,2.64,2.06,33.1,1860.0,3.3,44.52
2020-07-11,,,,3.3,1.59,45.1,1860.0,3.3,44.52
2020-07-11,1845.0,,3.3,0.0,2.68,,1845.0,3.3,44.52
2020-07-11,,,,0.66,2.65,,1845.0,3.3,44.52
2020-07-11,,,,1.98,2.48,,1845.0,3.3,44.52
2020-07-11,,,,2.64,2.03,,1845.0,3.3,44.52
2020-07-11,,,,3.3,1.56,,1845.0,3.3,44.52
2020-07-11,1830.0,,3.3,0.0,2.68,23.5,1830.0,3.3,44.52
2020-07-11,,,,0.66,2.66,25.1,1830.0,3.3,44.52
2020-07-11,,,,1.98,2.48,25.8,1830.0,3.3,44.52
2020-07-11,,,,2.64,1.97,36.1,1830.0,3.3,44.52
2020-07-11,,,,3.3,1.61,36.4,1830.0,3.3,44.52
2020-07-11,1814.0,,3.3,0.0,2.68,,1814.0,3.3,44.52
2020-07-11,,,,0.66,2.63,,1814.0,3.3,44.52
2020-07-11,,,,1.98,2.25,,1814.0,3.3,44.52
2020-07-11,,,,2.64,1.81,,1814.0,3.3,44.52
2020-07-11,,,,3.3,1.51,,1814.0,3.3,44.52
2020-07-11,1798.0,,3.2,0.0,2.68,27.5,1798.0,3.2,44.52
2020-07-11,,,,0.64,2.6,24.0,1798.0,3.2,44.52
2020-07-11,,,,1.92,2.43,29.7,1798.0,3.2,44.52
2020-07-11,,,,2.56,1.94,31.9,1798.0,3.2,44.52
2020-07-11,,,,3.2,1.59,38.9,1798.0,3.2,44.52
2020-07-11,1781.0,,3.1,0.0,2.65,,1781.0,3.1,44.52
2020-07-11,,,,0.62,2.55,,1781.0,3.1,44.52
2020-07-11,,,,1.86,2.35,,1781.0,3.1,44.52
2020-07-11,,,,2.48,1.87,,1781.0,3.1,44.52
2020-07-11,,,,3.1,1.51,,1781.0,3.1,44.52
2020-07-11,1764.0,,3.0,0.0,2.5,24.1,1764.0,3.0,44.52
2020-07-11,,,,0.62,2.48,21.7,1764.0,3.0,44.52
2020-07-11,,,,1.86,2.38,28.5,1764.0,3.0,44.52
2020-07-11,,,,2.48,1.87,32.0,1764.0,3.0,44.52
2020-07-11,,,,3.0,1.56,35.6,1764.0,3.0,44.52
2020-07-11,1747.0,,3.0,0.0,2.45,,1747.0,3.0,44.52
2020-07-11,,,,0.6,2.4,,1747.0,3.0,44.52
2020-07-11,,,,1.8,2.18,,1747.0,3.0,44.52
2020-07-11,,,,2.4,1.77,,1747.0,3.0,44.52
2020-07-11,,,,3.0,1.52,,1747.0,3.0,44.52
2020-07-11,1729.0,,2.9,0.0,2.43,24.9,1729.0,2.9,44.52
2020-07-11,,,,0.58,2.38,22.7,1729.0,2.9,44.52
2020-07-11,,,,1.74,2.13,28.2,1729.0,2.9,44.52
2020-07-11,,,,2.32,1.77,32.6,1729.0,2.9,44.52
2020-07-11,,,,2.9,1.36,37.3,1729.0,2.9,44.52
2020-07-11,1711.0,,2.7,0.0,2.01,,1711.0,2.7,44.52
2020-07-11,,,,0.54,1.99,,1711.0,2.7,44.52
2020-07-11,,,,1.62,1.91,,1711.0,2.7,44.52
2020-07-11,,,,2.16,1.49,,1711.0,2.7,44.52
2020-07-11,,,,2.7,1.36,,1711.0,2.7,44.52
2020-07-11,1692.0,,2.7,0.0,1.28,24.8,1692.0,2.7,44.52
2020-07-11,,,,0.54,1.22,21.5,1692.0,2.7,44.52
2020-07-11,,,,1.62,0.98,22.6,1692.0,2.7,44.52
2020-07-11,,,,2.16,0.84,30.4,1692.0,2.7,44.52
2020-07-11,,,,2.7,0.75,29.9,1692.0,2.7,44.52
2020-07-11,1672.0,,0.0,,0.0,,1672.0,0.0,44.52
2020-07-10,2080.0,44.56,0.0,,0.0,,2080.0,0.0,44.56
2020-07-10,2055.0,,2.0,0.4,1.26,,2055.0,2.0,44.56
2020-07-10,,,,1.6,1.15,,2055.0,2.0,44.56
2020-07-10,2019.0,,4.0,0.8,2.13,,2019.0,4.0,44.56
2020-07-10,,,,3.2,1.61,,2019.0,4.0,44.56
2020-07-10,1985.0,,3.8,0.76,2.53,,1985.0,3.8,44.56
2020-07-10,,,,3.04,1.91,,1985.0,3.8,44.56
2020-07-10,1952.0,,3.6,0.72,2.65,,1952.0,3.6,44.56
2020-07-10,,,,2.88,2.15,,1952.0,3.6,44.56
2020-07-10,1920.0,,3.5,0.7,2.76,,1920.0,3.5,44.56
2020-07-10,,,,2.8,2.15,,1920.0,3.5,44.56
2020-07-10,1890.0,,3.5,0.7,2.7,,1890.0,3.5,44.56
2020-07-10,,,,2.8,2.03,,1890.0,3.5,44.56
2020-07-10,1860.0,,3.4,0.68,2.65,,1860.0,3.4,44.56
2020-07-10,,,,2.72,2.08,,1860.0,3.4,44.56
2020-07-10,1830.0,,3.3,0.66,2.66,,1830.0,3.3,44.56
2020-07-10,,,,2.64,2.01,,1830.0,3.3,44.56
2020-07-10,1798.0,,3.2,0.64,2.5,,1798.0,3.2,44.56
2020-07-10,,,,2.56,2.06,,1798.0,3.2,44.56
2020-07-10,1764.0,,3.2,0.64,2.36,,1764.0,3.2,44.56
2020-07-10,,,,2.56,1.86,,1764.0,3.2,44.56
2020-07-10,1729.0,,2.9,0.58,2.3,,1729.0,2.9,44.56
2020-07-10,,,,2.32,1.91,,1729.0,2.9,44.56
2020-07-10,1692.0,,2.8,0.56,1.32,,1692.0,2.8,44.56
2020-07-10,,,,2.24,1.06,,1692.0,2.8,44.56
2020-07-10,1672.0,,0.0,,0.0,,1672.0,0.0,44.56
2020-04-17,2066.0,43.16,0.0,,0.0,,2066.0,0.0,43.16
2020-04-17,2049.0,,1.8,0.36,1.24,,2049.0,1.8,43.16
2020-04-17,,,,1.44,0.98,,2049.0,1.8,43.16
2020-04-17,2016.0,,2.2,0.44,1.91,,2016.0,2.2,43.16
2020-04-17,,,,1.76,1.32,,2016.0,2.2,43.16
2020-04-17,1984.0,,2.35,0.47,2.26,,1984.0,2.35,43.16
2020-04-17,,,,1.88,1.66,,1984.0,2.35,43.16
2020-04-17,1952.0,,2.2,0.44,2.38,,1952.0,2.2,43.16
2020-04-17,,,,1.76,1.74,,1952.0,2.2,43.16
2020-04-17,1921.0,,2.1,0.42,2.41,,1921.0,2.1,43.16
2020-04-17,,,,1.68,1.56,,1921.0,2.1,43.16
2020-04-17,1891.0,,1.95,0.39,2.43,,1891.0,1.95,43.16
2020-04-17,,,,1.56,1.64,,1891.0,1.95,43.16
2020-04-17,1861.0,,1.9,0.38,2.38,,1861.0,1.9,43.16
2020-04-17,,,,1.52,1.46,,1861.0,1.9,43.16
2020-04-17,1831.0,,1.9,0.38,2.38,,1831.0,1.9,43.16
2020-04-17,,,,1.52,1.38,,1831.0,1.9,43.16
2020-04-17,1801.0,,2.0,0.4,2.25,,1801.0,2.0,43.16
2020-04-17,,,,1.6,1.35,,1801.0,2.0,43.16
2020-04-17,1771.0,,2.2,0.44,2.06,,1771.0,2.2,43.16
2020-04-17,,,,1.76,1.35,,1771.0,2.2,43.16
2020-04-17,1741.0,,2.5,0.5,1.93,,1741.0,2.5,43.16
2020-04-17,,,,2.0,1.28,,1741.0,2.5,43.16
2020-04-17,1710.0,,2.05,0.41,1.32,,1710.0,2.05,43.16
2020-04-17,,,,1.64,0.61,,1710.0,2.05,43.16
2020-04-17,1693.0,,0.0,,0.0,,1693.0,0.0,43.16
2019-04-17,1692.0,43.09,0.0,,0.0,,1692.0,0.0,43.09
2019-04-17,1703.0,,2.05,0.41,0.72,,1703.0,2.05,43.09
2019-04-17,,,,1.64,0.5,,1703.0,2.05,43.09
2019-04-17,1737.0,,2.65,0.53,1.53,,1737.0,2.65,43.09
2019-04-17,,,,2.12,1.22,,1737.0,2.65,43.09
2019-04-17,1769.0,,2.25,0.45,1.86,,1769.0,2.25,43.09
2019-04-17,,,,1.8,1.37,,1769.0,2.25,43.09
2019-04-17,1800.0,,2.0,0.4,1.99,,1800.0,2.0,43.09
2019-04-17,,,,1.6,1.57,,1800.0,2.0,43.09
2019-04-17,1835.0,,2.0,0.4,2.07,,1835.0,2.0,43.09
2019-04-17,,,,1.6,1.6,,1835.0,2.0,43.09
2019-04-17,1869.0,,2.1,0.42,2.09,,1869.0,2.1,43.09
2019-04-17,,,,1.68,1.56,,1869.0,2.1,43.09
2019-04-17,1901.0,,2.1,0.42,1.96,,1901.0,2.1,43.09
2019-04-17,,,,1.68,1.47,,1901.0,2.1,43.09
2019-04-17,1932.0,,2.15,0.43,1.83,,1932.0,2.15,43.09
2019-04-17,,,,1.72,1.41,,1932.0,2.15,43.09
2019-04-17,1963.0,,2.2,0.44,1.68,,1963.0,2.2,43.09
2019-04-17,,,,1.76,1.27,,1963.0,2.2,43.09
2019-04-17,1997.0,,2.1,0.42,1.45,,1997.0,2.1,43.09
2019-04-17,,,,1.68,1.15,,1997.0,2.1,43.09
2019-04-17,2030.0,,1.75,0.35,1.18,,2030.0,1.75,43.09
2019-04-17,,,,1.4,0.94,,2030.0,1.75,43.09
2019-04-17,2056.0,,1.6,0.32,0.73,,2056.0,1.6,43.09
2019-04-17,,,,1.28,0.62,,2056.0,1.6,43.09
2019-04-17,2072.0,,0.0,,0.0,,2072.0,0.0,43.09
2018-04-04,1962.0,43.17,0.0,,0.0,,1962.0,0.0,43.17
2018-04-04,1972.0,,3.3,0.66,1.08,,1972.0,3.3,43.17
2018-04-04,,,,2.64,0.89,,1972.0,3.3,43.17
2018-04-04,1990.0,,2.2,0.44,1.81,,1990.0,2.2,43.17
2018-04-04,,,,1.76,1.41,,1990.0,2.2,43.17
2018-04-04,2008.0,,3.3,0.66,2.14,,2008.0,3.3,43.17
2018-04-04,,,,2.64,1.84,,2008.0,3.3,43.17
2018-04-04,2026.0,,3.45,0.69,2.17,,2026.0,3.45,43.17
2018-04-04,,,,2.76,1.86,,2026.0,3.45,43.17
2018-04-04,2044.0,,3.6,0.72,2.16,,2044.0,3.6,43.17
2018-04-04,,,,2.88,1.96,,2044.0,3.6,43.17
2018-04-04,2062.0,,3.65,0.73,2.16,,2062.0,3.65,43.17
2018-04-04,,,,2.92,1.96,,2062.0,3.65,43.17
2018-04-04,2080.0,,3.5,0.7,2.02,,2080.0,3.5,43.17
2018-04-04,,,,2.8,1.65,,2080.0,3.5,43.17
2018-04-04,2099.0,,3.3,0.66,1.92,,2099.0,3.3,43.17
2018-04-04,,,,2.64,1.73,,2099.0,3.3,43.17
2018-04-04,2120.0,,2.8,0.56,1.55,,2120.0,2.8,43.17
2018-04-04,,,,2.24,1.43,,2120.0,2.8,43.17
2018-04-04,2142.0,,1.8,0.36,0.54,,2142.0,1.8,43.17
2018-04-04,,,,1.44,0.39,,2142.0,1.8,43.17
2018-04-04,2164.0,,0.8,0.16,0.32,,2164.0,0.8,43.17
2018-04-04,,,,0.64,0.19,,2164.0,0.8,43.17
2018-04-04,2179.0,,0.0,,0.0,,2179.0,0.0,43.17
