task_id,latitude,longitude,price,completed,members_2km,tasks_2km,competition_index
A0386,23.1389117583799,113.327461284846,65.0,0,22,8,8.315512754226944
A0387,23.123828970428,113.329808547261,65.5,1,14,6,5.619349672143838
A0388,22.8083933706056,113.553916809104,72.0,1,1,4,2.3360622134317985
A0389,23.1441611874437,113.293760883836,65.5,1,23,8,7.5241870901797965
A0390,22.8277143535964,113.521871138538,74.0,1,0,1,1.2214027581601699
A0391,23.1356204334411,113.304810722521,65.0,0,21,8,8.42068367230259
A0392,23.127426434224,113.258166227795,65.0,1,30,6,6.547976434395987
A0393,23.4466609971413,113.220175512121,75.0,1,0,0,0.0
A0394,23.0806820394645,113.275790383623,66.0,1,16,3,3.010008336111607
A0395,23.4743092941471,113.163008025374,75.0,0,4,7,4.652449959608353
A0396,23.120114010906,113.253472000303,65.5,1,26,3,3.1151792541872547
A0397,23.4418427444799,113.328650207459,72.0,1,2,1,1.0
A0398,23.378032945333,113.256925866412,75.0,1,1,0,0.0
A0399,23.4422022951455,113.330027902687,72.0,0,2,1,1.0
A0400,23.4032988937471,113.239851353182,75.0,1,6,1,0.36787944117144233
A0401,23.4311596868872,113.425450543792,75.0,1,0,0,0.0
A0402,23.0303004946802,113.314598833626,65.0,1,15,4,4.105170918075648
A0403,22.9747908619712,113.329363505152,66.0,1,5,3,2.9048374180359593
A0404,23.0133503923012,113.395322940947,68.0,1,1,2,2.0
A0405,22.889927928137,113.461447492481,72.0,1,0,2,1.6065306597126334
A0406,22.842244770478,113.34507674867,73.0,1,0,1,1.1051709180756477
A0407,23.4644497271334,113.17289253005,75.0,0,3,10,6.388208841951238
A0408,23.0276837498034,113.317861522355,65.0,1,15,5,5.210341836151295
A0409,22.9755619199802,113.497229597034,75.0,1,1,0,0.0
A0410,22.8399689196883,113.349896587119,73.5,0,0,1,0.9048374180359595
A0411,22.9122911460487,113.350763623513,75.0,1,1,0,0.0
A0412,23.0274921446275,113.320897653944,65.0,1,17,5,5.210341836151295
A0413,22.9505863015384,113.360998992846,65.5,1,13,11,11.062155188464178
A0414,22.9728433412892,113.33540875269,65.5,1,5,3,3.315512754226943
A0415,22.9609932512206,113.442775215343,72.0,1,1,4,1.3031389486939262
A0416,22.9628339452883,113.406359711981,65.5,1,3,6,6.604555033187966
A0417,22.9537741327476,113.406340583464,65.5,1,5,9,9.519400787335531
A0418,23.5419698533912,113.597955232004,75.0,1,5,10,5.575156088200096
A0419,22.9429413696911,113.406527119341,65.0,1,4,7,12.481419161612955
A0420,22.8944532099976,113.409663520219,70.0,1,2,0,0.0
A0421,23.0161960097444,113.331499140264,65.5,1,14,4,4.159533643647922
A0422,23.156559482763,113.214927947664,66.5,1,8,5,4.351973760263842
A0423,22.9564903004594,113.37569955141,65.5,1,9,6,6.49182469764127
A0424,23.5536667149567,113.595113187405,75.0,1,4,13,6.678794411714423
A0425,23.2988137457814,113.362942086053,65.5,1,4,2,2.0
A0426,23.4545743426997,113.498304440238,80.0,1,0,0,0.0
A0427,23.2516148006236,113.292355934019,66.0,1,7,4,3.809674836071919
A0428,23.2811907548296,113.237639583208,75.0,1,3,0,0.0
A0429,23.5532427964904,113.595383667194,75.0,1,4,13,6.678794411714423
A0430,23.2584006380005,113.299976259658,66.0,1,7,3,2.9048374180359593
A0431,23.5538084332656,113.595332846458,75.0,1,4,13,6.678794411714423
A0432,23.2071763291842,113.264351529246,65.0,1,11,9,28.92690426779285
A0433,23.2205046444513,113.282637918591,65.5,1,13,11,11.115179254187254
A0434,23.2177287604034,113.273663975906,65.5,1,13,15,15.357651270467908
A0435,23.4580336555592,113.186915348548,75.0,0,3,4,2.7357588823428847
A0436,23.3754397964086,113.213463779751,75.0,0,7,4,1.2389736067509398
A0437,23.474842874825,113.190817204106,75.0,0,3,2,1.3678794411714423
A0438,23.472901888906,113.17009429132,75.0,0,5,7,4.652449959608353
A0439,23.4684162918268,113.161180117391,75.0,0,4,7,4.652449959608353
A0440,22.5261987627598,113.989221103445,69.5,0,1,0,0.0
A0441,22.5552812580573,114.116091331883,67.0,0,23,4,3.628405589149901
A0442,22.7228646081948,114.244500689134,69.0,0,4,0,0.0
A0443,22.5677825311535,114.178127474059,73.0,0,3,0,0.0
A0444,22.5638244435893,113.990763435615,66.5,0,3,3,2.7145122541078788
A0445,22.6315777017323,114.123302633871,72.0,1,13,1,0.36787944117144233
A0446,22.6815574126063,113.946203836112,72.0,0,21,2,0.5191287569756191
A0447,22.5470051749444,114.111156285752,66.5,0,16,2,2.2103418361512954
A0448,22.5493806296082,114.0502176654,67.0,0,9,0,0.0
A0449,22.5342988046997,114.031744934255,66.0,0,4,3,3.315512754226943
A0450,22.5787279784552,114.493609587007,85.0,0,1,0,0.0
A0451,22.6404087152961,114.043871991263,66.0,0,24,2,1.9048374180359595
A0452,22.7338322090264,113.831527301883,65.5,0,13,4,4.653147352471635
A0453,22.7856717283286,113.900408872501,65.5,0,11,2,3.5647740292325976
A0454,22.7724830477487,113.853852033528,66.0,0,4,2,2.1051709180756477
A0455,22.7404093434381,113.789079515329,72.0,0,4,0,0.0
A0456,22.6614932964768,114.027289854554,65.0,0,30,4,4.676432483811821
A0457,23.4663327934283,113.159491967779,72.0,0,4,7,9.299435339668953
A0458,22.5819774592918,113.887926800664,66.5,0,10,4,3.542298924191923
A0459,22.8051790039117,113.562851527771,72.0,0,1,4,2.3360622134317985
A0460,22.7052890344912,114.140315372427,85.0,0,1,1,0.04076220397836621
A0461,23.1909642166212,113.333153377047,65.5,1,18,5,5.210341836151295
A0462,22.5239495360594,113.943441614942,65.5,1,16,7,6.904837418035959
A0463,23.0978520176137,113.30579152751,65.0,0,12,3,3.2103418361512954
A0464,22.5271284915562,114.053908802739,65.5,0,13,2,19.39554812760323
A0465,22.5466030450199,114.104955103158,67.0,0,21,2,1.9048374180359595
A0466,22.5751764354803,114.144938591563,67.0,0,6,2,2.040133511238152
A0467,22.5684783990602,113.900111175851,65.5,0,13,7,8.90240862747729
A0468,22.5382641984622,114.065868116464,80.0,0,16,2,0.12222873279615698
A0469,23.1387561070194,113.328810272924,65.0,0,22,7,7.315512754226943
A0470,23.1433909799207,113.601178905529,75.0,1,3,0,0.0
A0471,23.1200324874268,113.28906062063,80.0,0,23,5,0.26519448778521704
A0472,23.1354253191953,113.30376769101,65.0,0,20,8,8.42068367230259
A0473,23.1643204372819,113.243143347333,66.0,1,14,6,5.552307260303531
A0474,23.1258531131285,113.412053885556,65.0,1,25,6,25.517281517499132
A0475,23.1260611995584,113.332338938238,65.5,1,13,8,7.524187090179797
A0476,23.1526315749439,113.331979797491,65.0,1,18,8,8.653147352471635
A0477,23.1284220021568,113.411186844672,80.0,0,27,6,0.3202177078416243
A0478,23.188455969486,113.271628398553,80.0,0,20,3,1.1100464401128145
A0479,22.9429569540966,113.393421646793,66.0,1,7,4,3.361029677269905
A0480,23.0945011126069,113.266406830693,66.5,1,23,3,2.542298924191923
A0481,23.1967696624656,113.270313368219,80.0,1,15,5,1.2148567285370857
A0482,23.005695836616,113.124366095163,65.5,0,6,5,5.359867143687611
A0483,23.0449075056443,113.788434186424,65.5,1,18,2,2.1051709180756477
A0484,23.0327255181001,113.120130016956,65.5,0,16,10,9.90483741803596
A0485,23.0062112801321,113.124130949323,65.5,0,6,5,5.359867143687611
A0486,22.7775913935574,113.751681280112,70.0,1,6,2,0.8986579282344431
A0487,22.7210375151079,114.179051768446,70.5,1,3,1,1.3498588075760032
A0488,22.8123049141894,114.172988181103,72.0,1,2,0,0.0
A0489,22.801073004636,113.761810573039,66.5,1,6,1,3.0041660239464334
A0490,23.0312231929567,113.120797190255,65.5,0,14,8,7.904837418035959
A0491,23.0559517080781,113.871321006181,70.5,1,2,1,0.9048374180359595
A0492,22.9169247082038,113.643302609506,71.5,1,2,1,2.0137527074704766
A0493,22.8773995767733,114.127590783255,70.0,1,3,0,0.0
A0494,23.0648320643372,113.797148630807,66.5,1,3,4,4.859063106851424
A0495,23.0102541618787,113.681719877102,69.0,1,0,1,0.9048374180359595
A0496,23.061598763352,113.662638304127,67.5,1,1,1,2.45960311115695
A0497,23.0416214033427,113.711922278254,68.5,1,2,1,2.0137527074704766
A0498,23.0854273134241,113.693671167163,70.0,1,1,0,0.0
A0499,22.8552256842654,114.153499810477,70.0,1,3,4,23.085536923187668
A0500,22.8054401830895,113.823866505784,67.5,1,8,1,33.11545195869231
A0501,22.822327887882,113.742463672955,70.0,1,5,3,4.475474092923811
A0502,22.8509409792328,114.166906113819,70.0,1,4,7,27.803818751646713
A0503,22.8503093107703,114.17089092789,70.0,1,4,7,27.803818751646713
A0504,23.005676034913,113.707651898251,70.0,1,3,0,0.0
A0505,23.0620925439786,113.826672991858,68.0,1,1,4,3.742632424231611
A0506,22.8447841362007,113.645469398751,69.5,1,2,1,0.6703200460356393
A0507,22.8517147667039,113.631544853978,67.5,1,2,1,1.4918246976412703
A0508,22.8613970561248,113.853997648851,72.5,1,1,0,0.0
A0509,22.8196359913028,113.803729101343,65.0,1,8,4,4.0
A0510,22.7956613516103,114.156533919082,70.0,1,2,1,1.0
A0511,22.8056751375083,113.790786495221,67.0,1,9,2,2.2214027581601696
A0512,23.0006485235747,113.615440171139,67.0,1,0,1,0.9048374180359595
A0513,22.7824964256032,113.763894855302,66.0,1,7,2,3.225540928492468
A0514,22.9599826103358,113.047410471082,72.5,1,1,0,0.0
A0515,23.0147858347414,113.685852854091,68.5,1,0,1,1.1051709180756477
A0516,22.7813971598431,113.767262814975,66.0,1,5,2,3.225540928492468
A0517,23.0517083437427,113.842971110415,69.5,1,2,3,2.664719891835347
A0518,22.9914280505848,113.772501843648,67.5,1,2,2,3.5647740292325976
A0519,23.0782913463907,113.798738433932,69.0,1,2,2,1.2130613194252668
A0520,23.0628645421618,113.798758391046,66.5,1,3,4,4.859063106851424
A0521,23.0553868990725,113.770091056211,65.5,1,14,5,5.0
A0522,22.8001634735636,114.062761463402,70.0,1,2,1,1.0
A0523,23.0484554136479,113.549906052461,75.0,1,1,0,0.0
A0524,22.8210452694299,113.809035656989,65.0,1,8,4,4.0
A0525,22.7958978994958,113.797833496682,68.0,1,7,2,1.6374615061559636
A0526,23.0606086523514,113.737400338018,66.5,1,5,3,2.628405589149901
A0527,23.0178395430925,113.823368605583,69.0,1,3,3,2.3003671944414177
A0528,23.0582848424311,113.814796412968,67.0,1,1,6,6.0712111054702405
A0529,22.9693645389803,113.896613801214,69.5,1,5,0,0.0
A0530,23.0146520620935,113.768067630237,65.5,1,3,1,1.1051709180756477
A0531,22.9952256500461,113.800023321624,71.0,1,1,0,0.0
A0532,23.0586652539435,113.832168844729,68.0,1,3,4,4.273760478729633
A0533,22.9874480584181,113.725147041239,68.0,1,4,3,2.628405589149901
A0534,22.9931322469322,113.732371574368,67.0,1,4,2,3.939684586619215
A0535,23.0287129725023,113.804578898355,66.0,1,6,3,3.1051709180756477
A0536,22.9741748502627,113.734588322874,67.5,1,2,2,2.1051709180756477
A0537,22.9413278534327,113.676795108485,66.0,1,6,3,5.129791758808466
A0538,22.8433968694871,113.255757350605,66.0,0,4,6,7.0520253413685685
A0539,23.0616798513549,113.810219858108,67.0,1,3,4,4.031077594232089
A0540,23.1793488547003,112.899403058306,70.0,1,2,4,4.0
A0541,23.1745526562453,113.068851324902,75.0,1,0,0,0.0
A0542,23.176777556242,112.87840230232,70.0,1,4,2,8.38905609893065
A0543,23.1694339716979,112.907385715472,70.0,1,2,6,6.0
A0544,23.2615298960726,113.024751811431,75.0,1,1,1,1.0
A0545,23.1686518599911,112.893812550085,70.0,1,1,6,6.0
A0546,23.1632181205162,112.914899704195,70.0,1,1,4,4.0
A0547,23.0705795085387,112.84454078101,75.0,1,1,0,0.0
A0548,22.9042229182472,112.901982569526,75.0,1,2,4,3.0814583127529964
A0549,23.038668502773,113.2034172001,70.0,1,3,3,2.6703200460356395
A0550,23.2030049778886,113.171393135087,69.5,1,2,2,25.202117305388068
A0551,23.1701889270547,112.906063634338,70.0,1,2,6,6.0
A0552,22.8779429180473,113.226557750351,70.5,1,0,3,2.0955814588262545
A0553,23.1882857509082,113.205158375788,68.0,1,2,0,0.0
A0554,23.1176526030152,113.177420842311,66.5,1,7,4,57.78206581059189
A0555,23.1465983899744,113.110448529325,67.5,1,2,4,36.325793794843605
A0556,23.1223276296192,113.191485208337,67.0,1,6,2,37.50307186171395
A0557,23.1673058447853,112.902415982172,70.0,1,2,6,6.0
A0558,23.1043540831342,113.199121080051,66.5,1,7,4,96.87951136308328
A0559,23.1858571842096,113.092755151871,75.0,1,1,0,0.0
A0560,23.0667704175712,113.142195274851,66.5,1,2,4,3.723568171113941
A0561,23.0440368254211,112.921450878294,71.5,1,1,3,35.233410841472875
A0562,22.8366157391784,113.000031758026,73.0,1,1,0,0.0
A0563,23.0070736517263,113.008964017539,73.5,1,0,0,0.0
A0564,22.9534378642144,112.971287414513,75.0,1,0,0,0.0
A0565,23.0782653874698,113.041381325849,70.0,1,0,2,7.8383850630478715
A0566,23.1136000139085,113.015288870752,73.5,1,1,3,2.6972076879703546
A0567,23.038668502773,113.2034172001,70.0,1,3,3,2.6703200460356395
A0568,23.0695963041142,113.156188978369,66.0,1,2,2,2.010008336111607
A0569,22.903113126007,112.892336616166,73.0,1,2,4,5.088820313358188
A0570,23.0636965078897,113.135579080501,66.5,1,2,3,2.8187307530779817
A0571,22.9105595649827,112.884142464646,75.0,1,2,4,3.0814583127529964
A0572,23.0386304064782,113.170454746287,66.5,1,10,2,1.6374615061559636
A0573,23.0657334258076,113.132115298896,66.5,1,2,2,2.0
A0574,23.1566635900953,112.904940835095,70.0,1,2,5,5.0
A0575,23.0705953200904,113.057661099931,66.0,0,1,4,53.56695926726638
A0576,23.0723987956829,113.089683174299,67.5,1,2,2,1.8187307530779817
A0577,23.0379121696856,113.156351582446,65.5,1,11,4,4.326573676235817
A0578,22.8962453837208,112.88832892405,73.5,1,2,4,4.509392451223926
A0579,23.3355556593312,113.307528712027,67.5,1,6,1,0.8187307530779818
A0580,23.0723987956829,113.089683174299,67.5,1,2,2,1.8187307530779817
A0581,23.0681764740523,112.970763459859,72.5,1,3,0,0.0
A0582,23.0437280570501,113.147041134516,66.0,1,15,3,2.7145122541078788
A0583,23.0396461884037,113.154622038916,65.5,1,11,4,4.326573676235817
A0584,22.9879600740101,113.017085872534,70.0,1,1,2,2.310555450719252
A0585,23.0968614013705,113.041882016009,73.0,1,0,0,0.0
A0586,23.0147948092885,113.165181581555,68.0,1,3,1,0.6703200460356393
A0587,22.8245226834435,112.683258303145,75.0,1,0,0,0.0
A0588,23.0411249226136,113.137340153956,65.5,0,13,8,8.210341836151295
A0589,23.0002230812856,113.108061364898,67.0,0,1,4,3.1190979475193994
A0590,22.9011991118098,112.885001154883,73.0,1,2,4,5.088820313358188
A0591,23.0067591551232,113.129028721165,65.0,1,8,7,11.034920995552127
A0592,23.0348060377823,113.088038588012,66.0,1,4,3,5.320116922736547
A0593,23.0348960488659,113.090144599704,66.0,0,6,6,8.034629176844426
A0594,23.0057363854141,112.970789906871,75.0,0,0,0,0.0
A0595,23.0390570488889,113.07259701903,66.0,0,7,6,8.320116922736547
A0596,22.9408169212329,113.062678084999,72.5,0,0,0,0.0
A0597,23.0407652953817,113.111573746807,65.0,0,8,8,8.841367344605182
A0598,23.0387395974308,113.10737208987,65.5,0,9,10,12.679305003730851
A0599,23.0042101659913,113.070423194968,66.5,0,4,4,6.277926502676066
A0600,23.0488614986084,113.071886353372,66.0,0,5,4,50.02130141603736
A0601,23.0342933071827,113.064006671661,66.0,0,4,3,3.0
A0602,23.0304158077439,113.121425020467,65.5,0,14,10,10.115179254187254
A0603,23.020849501249,113.139314774692,66.0,0,11,5,4.6284055891499
A0604,22.9908324994785,113.072310229606,68.0,0,1,2,1.5595489737596997
A0605,23.0263055575238,113.14034911869,66.0,0,15,5,4.714512254107879
A0606,23.0433406482801,113.105616652684,65.5,0,8,7,9.679305003730851
A0607,23.0299148275537,113.057659469996,66.0,0,3,2,2.0
A0608,23.0128103543391,113.12023264297,66.0,0,7,6,5.659483183381989
A0609,23.0451643289461,113.121004643132,65.5,0,13,10,9.90483741803596
A0610,23.0024026000191,113.06518692922,67.0,0,1,2,2.1262401761961294
A0611,23.0300435166782,113.1298659419,65.5,0,16,8,8.210341836151295
A0612,22.914524735596,113.67609750868,70.0,1,3,2,1.941153661758492
A0613,22.8561568247489,114.153990724557,70.0,1,3,4,23.085536923187668
A0614,23.0094440004859,113.092542767296,66.0,0,4,3,5.446357098932676
A0615,22.9799456310705,114.00208465958,67.0,1,9,0,0.0
A0616,23.0103936002526,113.146297253114,66.0,0,8,6,8.535509791491759
A0617,23.0057602389096,113.135566462902,65.5,0,8,7,9.889646839882147
A0618,22.9436279752327,113.675682632569,65.5,1,8,3,5.774467585694892
A0619,23.0804329753525,113.96781959271,70.0,1,2,1,1.4918246976412703
A0620,22.9322496901802,113.940333894816,69.0,1,4,2,3.6442376007810178
A0621,22.7933995909888,114.160893619398,70.0,1,1,1,1.0
A0622,22.8001848760928,113.78268970834,67.0,1,8,2,2.2214027581601696
A0623,22.9789226838562,113.956267034415,70.0,1,4,0,0.0
A0624,22.8311081741368,113.780171847827,69.0,1,1,0,0.0
A0625,22.7283175842834,114.196704294559,72.0,1,1,1,0.7408182206817179
A0626,22.7810824907836,114.057401414561,70.0,1,2,2,1.8187307530779817
A0627,22.7963311816439,114.063232639014,70.0,1,3,3,2.8187307530779817
A0628,22.8210452694299,113.809035656989,65.0,1,8,4,4.0
A0629,23.0488373689981,113.855765592247,70.0,1,1,3,2.8287390891895887
A0630,22.8197357594223,113.809330215857,65.0,1,9,5,58.598150033144236
A0631,22.922770135563,113.668950192994,66.0,1,6,2,5.545657851229015
A0632,22.8387027978275,113.706687858337,68.5,1,5,1,2.0137527074704766
A0633,23.0312877339999,113.833431230766,67.5,1,4,5,5.560200643727299
A0634,22.9988913711559,113.620642866499,66.5,1,0,1,1.1051709180756477
A0635,22.7920915007785,114.101788080371,70.0,1,1,2,22.803818751646713
A0636,22.9692111907922,113.763837072117,71.5,1,3,0,0.0
A0637,22.7678133746856,114.042169117525,70.0,1,2,1,1.0
A0638,23.0502978766506,113.756615851938,65.5,1,12,4,4.210341836151295
A0639,22.8188764003867,113.677415476473,65.5,1,8,4,4.315512754226943
A0640,22.8824543531031,114.006817471989,75.0,1,1,0,0.0
A0641,22.7406896029042,114.16644492377,70.0,1,2,0,0.0
A0642,22.9654733746607,114.154279241422,75.0,1,3,1,1.0
A0643,22.6979684232862,114.178714153794,68.0,1,2,1,4.0551999668446745
A0644,22.9692050712888,114.17415507996,75.0,1,2,0,0.0
A0645,23.0350410631997,113.856110740986,69.0,1,0,4,3.5996824849978513
A0646,23.02874532138,113.831151892824,67.5,1,5,5,5.560200643727299
A0647,23.1021459843495,113.803077113899,69.5,1,3,1,1.6487212707001282
A0648,23.0230261000922,113.841660492557,68.0,1,3,6,6.157317770428218
A0649,22.8442148547205,114.174437866534,70.0,1,4,5,25.803818751646713
A0650,23.0637715622437,113.834619040379,68.5,1,1,3,3.031077594232089
A0651,23.0284963036582,113.848423024468,68.0,1,2,5,4.935915012268048
A0652,22.8448561052026,114.17280891256,70.0,1,4,5,25.803818751646713
A0653,23.0263155095615,113.842256654806,67.5,1,3,5,5.560200643727298
A0654,22.8576093516002,113.053125232022,70.5,1,0,1,1.0
A0655,22.9879600740101,113.017085872534,69.0,1,1,2,3.0435215585506787
A0656,22.8485100847874,113.187029876878,70.5,1,1,0,0.0
A0657,22.884598405881,113.218275910739,68.0,0,0,3,4.1037509963517795
A0658,22.9138948968317,113.22408782342,74.0,0,5,1,0.7408182206817179
A0659,22.9652963044555,113.246073168058,71.5,0,0,0,0.0
A0660,22.8785231192173,113.055362279538,75.0,0,1,1,1.0
A0661,22.8785231192173,113.055362279538,75.0,0,1,1,1.0
A0662,22.709901727628,113.168230689167,75.0,1,1,2,2.0
A0663,23.0097420550132,113.085522754975,65.5,0,5,3,5.995870343855062
A0664,22.803630662197,113.252398406643,72.5,1,0,0,0.0
A0665,22.7203633425375,113.155094249377,75.0,1,1,2,2.0
A0666,22.8572715949298,113.267790531992,68.0,1,2,6,4.656615776824595
A0667,22.7678996653103,113.292417323319,70.0,1,1,1,1.4918246976412703
A0668,22.8469006321086,113.27797488925,68.0,1,4,5,5.306999241245464
A0669,22.9095333434673,113.180925088087,70.0,1,2,0,0.0
A0670,22.9301721211053,113.218367086951,72.5,1,3,1,1.3498588075760032
A0671,22.8663634695488,113.138382886031,70.0,1,1,1,1.4918246976412703
A0672,22.8573761736994,113.053481894344,70.5,0,0,1,1.0
A0673,22.8225054564589,113.241833078018,70.0,1,1,1,1.0
A0674,22.8821412994344,113.217936898324,68.5,0,0,3,3.6180648738373993
A0675,23.038668502773,113.2034172001,70.0,1,3,3,2.6703200460356395
A0676,22.8527143126952,113.256555405219,67.5,1,3,6,4.965087086276765
A0677,23.1282410171152,113.013931250855,71.0,1,1,3,5.095664957352766
A0678,23.1010323160045,113.211687200944,67.0,1,2,2,1.9048374180359595
A0679,22.8057463245352,113.275591790733,72.0,1,0,1,13.463738035001692
A0680,23.1463183060349,113.105092598317,68.0,1,3,4,32.77377488346893
A0681,22.8413902401261,113.263175388622,66.0,1,5,8,11.863966961746387
A0682,22.8479968450011,113.26544497456,66.5,1,5,7,7.635632627420055
A0683,22.8225054564589,113.241833078018,70.0,1,1,1,1.0
A0684,22.8413377965285,113.252832115729,66.5,1,4,5,4.935915012268048
A0685,22.8178291155714,113.728878210665,72.0,1,8,4,3.6703200460356395
A0686,22.9133457843452,113.625675911473,75.0,1,2,1,0.4965853037914095
A0687,23.1042585145758,113.864423907207,72.0,1,3,1,1.0
A0688,23.2543432887861,113.14167326952,72.5,1,1,0,0.0
A0689,22.8046147160884,113.738957680873,72.0,1,10,4,3.6703200460356395
A0690,23.2297821786792,113.08571823344,75.0,1,1,2,14.7781121978613
A0691,23.1282410171152,113.013931250855,75.0,1,1,3,1.7389588208929658
A0692,23.1507239282908,113.106826651341,68.0,1,3,4,32.77377488346893
A0693,23.0401469705316,113.107472443172,65.5,0,9,10,12.679305003730851
A0694,23.0350962096639,113.215226958534,68.0,1,4,3,4.475474092923811
A0695,23.0671216566109,113.711024992321,72.0,1,2,1,1.0
A0696,22.9689426342209,113.985753238143,68.0,1,5,0,0.0
A0697,22.8249515950992,114.147304677072,75.0,1,3,0,0.0
A0698,23.0298667434828,113.806949257104,66.0,1,6,3,3.1051709180756477
A0699,23.0639742531614,113.107355157709,66.5,0,5,1,1.0
A0700,22.9246374356847,113.663224470031,72.0,1,7,2,0.9715142579478415
A0701,22.9443423605056,113.677128266642,65.5,1,8,3,5.774467585694892
A0702,22.8444321776728,114.174983888962,75.0,1,4,5,8.86057386361642
A0703,22.7810824907836,114.057401414561,69.0,1,2,2,2.4428055163203397
A0704,22.9178973547884,114.014809217311,75.0,1,6,1,0.5488116360940265
A0705,23.0824818204854,113.87562020652,68.5,1,1,2,1.8187307530779817
A0706,22.7884983701101,114.109162080758,75.0,1,2,1,0.36787944117144233
A0707,23.1090441157491,113.824963965626,72.0,1,6,2,2.0
A0708,22.8886494830168,113.668795077192,75.0,1,1,1,1.0
A0709,22.8231151648424,113.682687043119,65.5,1,9,4,4.315512754226943
A0710,23.0214706869108,113.976730290197,72.0,1,2,0,0.0
A0711,22.8415806472933,113.983753398078,75.0,1,0,0,0.0
A0712,22.8019369732641,113.721548430265,72.0,1,6,2,2.0
A0713,23.0999697184324,113.660367638426,68.0,1,0,2,2.0
A0714,22.8206529271952,113.67932364446,66.0,1,8,4,3.809674836071919
A0715,23.000784269834,113.950923237718,72.0,1,5,1,1.0
A0716,22.7439453430623,114.143999862305,75.0,1,4,1,1.0
A0717,22.8387027978275,113.706687858337,72.0,1,5,1,0.4965853037914095
A0718,22.7022856763495,114.17366808878,75.0,1,3,1,0.2465969639416065
A0719,22.8291522954934,113.734764672822,72.0,1,2,2,1.6703200460356393
A0720,23.0250614847676,114.103597283837,75.0,1,2,0,0.0
A0721,22.7482989235827,114.139154251471,75.0,1,4,1,1.0
A0722,22.8766088620577,113.675043962504,75.0,1,1,1,1.0
A0723,22.7359118422042,114.275790353461,65.5,1,11,4,4.604555033187966
A0724,23.0824818204854,113.87562020652,68.5,1,1,2,1.8187307530779817
A0725,22.9654733746607,114.154279241422,75.0,1,3,1,1.0
A0726,22.8358629451655,114.112857784184,75.0,1,3,1,0.5488116360940265
A0727,22.9456590628681,113.950584289981,72.0,1,2,2,1.5488116360940265
A0728,23.0056171711805,113.938165520835,72.0,1,5,1,1.0
A0729,22.8889808795302,113.22103719857,69.5,0,0,3,2.7809517319198696
A0730,22.766760474344,113.262949835787,72.5,1,2,0,0.0
A0731,22.8847994536314,113.258954240253,73.0,1,0,0,0.0
A0732,22.8442556528527,113.258879341336,66.0,1,5,7,8.54385003900984
A0733,22.9511921373438,113.267032816684,75.0,1,4,0,0.0
A0734,22.7112985335732,113.161417171232,75.0,0,1,2,2.0
A0735,23.2044587942103,113.163389144961,75.0,1,1,1,0.33287108369807955
A0736,22.7836039192068,113.291565936306,72.0,1,1,1,0.6703200460356393
A0737,23.2604804048825,113.023625339017,75.0,1,1,1,1.0
A0738,22.9870641976251,113.768942907685,68.0,1,3,2,3.1303783465284276
A0739,23.0955424458077,113.184764535666,85.0,1,5,4,2.392602967641782
A0740,23.1035079563968,113.183697797873,80.0,1,6,5,8.289256510856635
A0741,22.8206529271952,113.67932364446,66.0,1,8,4,3.809674836071919
A0742,22.9896558558926,113.88973869186,85.0,1,3,1,1.0
A0743,22.9413278534327,113.676795108485,72.0,1,6,3,0.8462577979802273
A0744,22.833992257428,114.096809684656,72.0,1,4,1,1.8221188003905089
A0745,23.221138677572,112.92484586407,75.0,1,0,0,0.0
A0746,23.024293694452,113.791300864956,66.5,1,8,2,1.809674836071919
A0747,22.8206529271952,113.67932364446,66.0,1,8,4,3.809674836071919
A0748,23.0962141788758,113.657281174779,68.0,1,0,2,2.0
A0749,22.9704957404223,113.919336448962,85.0,1,7,0,0.0
A0750,23.0294146213547,113.995516745558,85.0,1,3,0,0.0
A0751,23.1175980334657,113.88363678999,85.0,1,2,0,0.0
A0752,22.8184991007943,113.806716820553,65.0,1,9,4,4.0
A0753,22.9629450030037,113.678640867595,66.5,1,7,0,0.0
A0754,23.0635445240355,113.771058201567,65.5,1,10,3,3.0
A0755,22.8002965692193,113.747257394969,72.0,1,9,2,1.3328710836980795
A0756,23.0781565993019,113.874114264706,67.5,1,2,2,2.4428055163203397
A0757,23.0598321533773,113.587232366643,75.0,1,1,0,0.0
A0758,23.1270333724732,113.012003662401,72.0,1,1,3,3.9907083610444936
A0759,23.0423525405033,113.73183708259,67.0,1,7,2,3.537012581537027
A0760,22.8086981089585,114.100226422955,85.0,1,3,1,0.049787068367863944
A0761,23.1050098142636,113.81981570219,72.0,1,4,2,1.6065306597126334
A0762,23.0546665424943,113.741403919488,66.0,1,6,5,5.136248512307736
A0763,23.0571480063294,113.663448043001,72.0,1,1,1,0.4065696597405991
A0764,23.0422956723757,113.807775788003,66.0,1,6,4,4.126240176196129
A0765,23.0037161609897,113.881268016751,85.0,1,3,1,1.0
A0766,23.0087768345489,113.738185622321,72.0,1,4,1,0.36787944117144233
A0767,22.9381595638576,113.887040884362,70.0,1,1,1,7.38905609893065
A0768,23.050802973719,113.715671602434,72.0,1,3,3,1.8644647449628517
A0769,23.0832246049506,113.728526388413,66.5,1,2,0,0.0
A0770,23.0543426926731,113.754890746037,65.5,1,11,7,7.431744594311465
A0771,22.9166930484938,114.024871476885,72.0,1,5,1,1.8221188003905089
A0772,23.0260996458756,113.746607957814,66.5,1,5,0,0.0
