"任务号码","任务GPS纬度","任务GPS经度"
"C0667","23.0910146010522","113.325524068353"
"C0668","23.1013024863218","113.314694186959"
"C0669","23.0965673477283","113.321326443011"
"C0670","23.1004187589178","113.333484043305"
"C0671","23.1010475196023","113.336454536608"
"C0672","23.1027573466621","113.318254043047"
"C0673","23.0732499407334","113.313462396308"
"C0674","23.0876292287885","113.333841266126"
"C0675","23.090602673962","113.362360857236"
"C0676","23.0947862290112","113.33674089754"
"C0677","23.0913481215058","113.363216877709"
"C0678","23.0910054589397","113.331816698448"
"C0679","23.0901940540625","113.27724328409"
"C0680","23.0916979531438","113.27547543322"
"C0681","23.0766852133663","113.309670233735"
"C0682","23.0982180105422","113.268301000386"
"C0683","23.109053585525","113.317952110178"
"C0684","23.1002261378906","113.272654115225"
"C0685","23.0641883935012","113.362687049034"
"C0686","23.1027477144144","113.271195237433"
"C0687","23.0824929844686","113.385036566725"
"C0688","23.1536553435508","113.234272304645"
"C0689","23.0973594422807","113.284260056223"
"C0690","23.1720451501891","113.281392654257"
"C0691","23.197243400836","113.262757160933"
"C0692","23.2075447011239","113.243210782229"
"C0693","23.2108102878262","113.245043314689"
"C0694","23.2108102878262","113.245043314689"
"C0695","23.1655145487724","113.229588457971"
"C0696","23.2945140830139","113.331306286413"
"C0697","23.2290640378622","113.312815581949"
"C0698","23.2945140830139","113.331306286413"
"C0699","23.1655145487724","113.229588457971"
"C0700","23.1882336966083","113.268476834706"
"C0701","23.2217282605641","113.308778875335"
"C0702","23.1908225234581","113.272479087582"
"C0703","23.2945140830139","113.331306286413"
"C0704","23.2215215690794","113.309552963544"
"C0705","23.1781941418113","113.264702553802"
"C0706","23.1697007550676","113.245910963727"
"C0707","23.1785924709742","113.263985291887"
"C0708","23.2945140830139","113.331306286413"
"C0709","23.2215215690794","113.309552963544"
"C0710","23.220757456904","113.308015195664"
"C0711","23.1766425283608","113.255972333977"
"C0712","23.1968477606659","113.273435585323"
"C0713","23.22620436185","113.307334819071"
"C0714","23.2316008595393","113.310653529725"
"C0715","23.2238533093311","113.306929000574"
"C0716","23.1924608894995","113.273631743806"
"C0717","23.2207283968426","113.308948535088"
"C0718","23.2378290129051","113.308346000261"
"C0719","23.2248179432767","113.305428357864"
"C0720","23.167320152268","113.259746545712"
"C0721","23.2339698264545","113.310976890689"
"C0722","23.1946256785006","113.264092574717"
"C0723","23.2340781512766","113.310189556726"
"C0724","23.235437956522","113.277014056736"
"C0725","23.1758383312209","113.248199176928"
"C0726","23.1988670367","113.271659723364"
"C0727","23.2127333159064","113.24134206243"
"C0728","23.1661570262894","113.259140503002"
"C0729","23.2255791937175","113.312566405732"
"C0730","23.1761071988645","113.247501713666"
"C0731","23.1496580044593","113.225394742055"
"C0732","23.1992897946638","113.267134479715"
"C0733","23.199939473051","113.261361681052"
"C0734","23.209324554379","113.25799861297"
"C0735","23.2108005872629","113.259083174042"
"C0736","23.1980341509647","113.264610799979"
"C0737","23.2102174919692","113.255647571383"
"C0738","23.2084147218781","113.257721205449"
"C0739","23.1979764752493","113.333157599082"
"C0740","23.2945140830139","113.331306286413"
"C0741","23.1587057502041","113.266288346891"
"C0742","23.2259644071884","113.272685954765"
"C0743","23.1896803796832","113.267258266214"
"C0744","23.1790372328926","113.275320468333"
"C0745","23.2945140830139","113.331306286413"
"C0746","23.1907173059374","113.258200781448"
"C0747","23.1908635633919","113.255851172327"
"C0748","23.1916665781134","113.258362355735"
"C0749","23.2297560127965","113.293487000368"
"C0750","23.2025657059019","113.329411742361"
"C0751","23.2407718281876","113.289934347357"
"C0752","23.1767953946725","113.242746652925"
"C0753","23.2423705585503","113.281693945925"
"C0754","23.2945140830139","113.331306286413"
"C0755","23.1982625179937","113.25868157309"
"C0756","23.2002569787626","113.328359372067"
"C0757","23.2456045397394","113.288811939122"
"C0758","23.2945140830139","113.331306286413"
"C0759","23.2442624744004","113.277791456163"
"C0760","23.2438359635595","113.287644888451"
"C0761","23.2190124331328","113.33573515559"
"C0762","23.243784982419","113.285670546019"
"C0763","23.226803342122","113.309463828281"
"C0764","23.1369991188442","113.394801481785"
"C0765","23.1747428812327","113.24165776741"
"C0766","23.2456045397394","113.288811939122"
"C0767","23.2456045397394","113.288811939122"
"C0768","23.156416883605","113.25304314566"
"C0769","23.220518998154","113.234027609817"
"C0770","23.1884822368971","113.23384875719"
"C0771","23.1797315704578","113.262242038418"
"C0772","23.198997485686","113.261072893797"
"C0773","23.1884376395657","113.235404442672"
"C0774","23.1797840119816","113.262046000308"
"C0775","23.1809159225363","113.262152387528"
"C0776","23.1647831858942","113.247380940083"
"C0777","23.1998620374417","113.258489007829"
"C0778","23.1963884836648","113.272597476164"
"C0779","23.2052656523194","113.261160559432"
"C0780","23.1933161441568","113.240112235475"
"C0781","23.1599498947078","113.227813541928"
"C0782","23.1974612751226","113.236632605965"
"C0783","23.201182064445","113.26274446069"
"C0784","23.1859649971386","113.255255557147"
"C0785","23.1792370894474","113.259013371213"
"C0786","23.1998715042147","113.258514879028"
"C0787","23.1885176319695","113.256737304899"
"C0788","23.1562095214261","113.228085947684"
"C0789","23.20062261227","113.261429288423"
"C0790","23.2945140830139","113.331306286413"
"C0791","23.1670528671374","113.228760452054"
"C0792","23.1669700734295","113.235862708736"
"C0793","23.1642612149955","113.228147802307"
"C0794","23.1683549384132","113.230466726777"
"C0795","23.2203816683024","113.232128052986"
"C0796","23.2128091257282","113.256333074606"
"C0797","23.2080856301427","113.257781289511"
"C0798","23.1652422312424","113.228628643687"
"C0799","23.1821785337432","113.261357120355"
"C0800","23.1874927871692","113.257570849768"
"C0801","23.19898133925","113.248886498321"
"C0802","23.2123800795092","113.245583492741"
"C0803","23.1750520118794","113.245989000425"
"C0804","23.2193505903347","113.292039731378"
"C0805","23.1714831695054","113.27213417869"
"C0806","23.2561485253707","113.321468356417"
"C0807","23.1756574628588","113.242057944548"
"C0808","23.2137243480356","113.259999208509"
"C0809","23.2945140830139","113.331306286413"
"C0810","23.1748022358746","113.257654510756"
"C0811","23.1762897157023","113.256938479519"
"C0812","23.1914111252324","113.266942667235"
"C0813","23.185874564388","113.257194420234"
"C0814","23.226536066568","113.235423434647"
"C0815","23.1647480394784","113.26768001616"
"C0816","23.1489951738186","113.170112364328"
"C0817","23.179053035591","113.257100215833"
"C0818","23.1726583044407","113.259704911048"
"C0819","23.2197217601727","113.231263557899"
"C0820","23.1842858575535","113.233681989467"
"C0821","23.2170105658974","113.284899728797"
"C0822","23.2177424098266","113.231615948419"
"C0823","23.2123298334645","113.332574423637"
"C0824","23.2167170125436","113.229747999725"
"C0825","23.1689348736194","113.2760813331"
"C0826","23.2103992692098","113.331031960314"
"C0827","23.2130149538251","113.239246938201"
"C0828","23.1828904696827","113.250118361734"
"C0829","23.1989060931584","113.273255819119"
"C0830","23.2402271659947","113.293011365566"
"C0831","23.2230103206878","113.255925159464"
"C0832","23.2945140830139","113.331306286413"
"C0833","23.2364041877196","113.285305560769"
"C0834","23.2456045397394","113.288811939122"
"C0835","23.196973729777","113.248418289811"
"C0836","23.1923239716255","113.346328848211"
"C0837","23.2365420128781","113.285112999999"
"C0838","23.1845483760178","113.252311656381"
"C0839","23.2109191813638","113.264493641178"
"C0840","23.2278738257633","113.311700911729"
"C0841","23.1640951135226","113.23950242617"
"C0842","23.2287278295725","113.311222372706"
"C0843","23.1928356309149","113.262834718834"
"C0844","23.1902549224624","113.329201520008"
"C0845","23.2273752142311","113.312659788702"
"C0846","23.1863782504698","113.329731507682"
"C0847","23.1799259178795","113.215164541572"
"C0848","23.2134440930551","113.264693073984"
"C0849","23.213756458034","113.267404165402"
"C0850","23.1526827549643","113.235289956329"
"C0851","23.2945140830139","113.331306286413"
"C0852","23.1799259178795","113.215164541572"
"C0853","23.1529210172305","113.234253713314"
"C0854","23.2945140830139","113.331306286413"
"C0855","23.1759554525274","113.264192332442"
"C0856","23.1711412221953","113.279919408068"
"C0857","23.2305304448983","113.272344113586"
"C0858","23.1647270276279","113.268292146687"
"C0859","23.186174471351","113.331581117828"
"C0860","23.1657323711613","113.267960175191"
"C0861","23.1876029056329","113.329330932594"
"C0862","23.1736208134395","113.263333101426"
"C0863","23.1881663461176","113.332970717401"
"C0864","23.1745747081632","113.265397066131"
"C0865","23.2223428512417","113.298053832867"
"C0866","23.2222028132588","113.298821577755"
"C0867","23.1865460178666","113.33240059703"
"C0868","23.1754899083987","113.275153383509"
"C0869","23.2232044055151","113.295219554269"
"C0870","23.1580035563985","113.270227076094"
"C0871","23.1839400720329","113.279390783123"
"C0872","23.1590749650547","113.270676767832"
"C0873","23.2228600126729","113.299455999733"
"C0874","23.2163816868964","113.282025959641"
"C0875","23.2145845823864","113.28240323448"
"C0876","23.2120392022266","113.289144414568"
"C0877","23.2393880129729","113.309759999608"
"C0878","23.2184247891942","113.286419156003"
"C0879","23.2119763033257","113.284236235497"
"C0880","23.212300945754","113.284593848585"
"C0881","23.2171700373954","113.284034020549"
"C0882","23.214353176087","113.282033722797"
"C0883","23.21252067942","113.284463727235"
"C0884","23.2164367367622","113.289016662948"
"C0885","23.1604864552248","113.270467665665"
"C0886","23.2039611984407","113.270481416027"
"C0887","23.2063714464201","113.228532764845"
"C0888","23.2362828184386","113.301079969909"
"C0889","23.202702454146","113.266134396191"
"C0890","23.1744977866958","113.261305105771"
"C0891","23.2056073154477","113.264824585094"
"C0892","23.1743150118172","113.266744999599"
"C0893","23.2419626215179","113.34972702387"
"C0894","23.1949330121755","113.267895000431"
"C0895","23.2106572207019","113.280647904192"
"C0896","23.2106408480084","113.27997638579"
"C0897","23.2098072560289","113.277258203148"
"C0898","23.3645578546087","113.209898843556"
"C0899","23.2179011685204","113.291180868667"
"C0900","23.2327910127955","113.282031000033"
"C0901","23.2318195329286","113.282857812821"
"C0902","23.2121031526756","113.264604525315"
"C0903","23.2092496611012","113.263064545807"
"C0904","23.1796970649568","113.325624817807"
"C0905","23.2326255874091","113.283839420177"
"C0906","23.2419148046402","113.296957953145"
"C0907","23.2258926014348","113.260713841085"
"C0908","23.2322025737945","113.28281563576"
"C0909","23.2322025737945","113.28281563576"
"C0910","23.2945140830139","113.331306286413"
"C0911","23.2945140830139","113.331306286413"
"C0912","23.2265657048661","113.29627910457"
"C0913","23.2265657048661","113.29627910457"
"C0914","23.2265657048661","113.29627910457"
"C0915","23.2249918681562","113.231947611257"
"C0916","23.2945140830139","113.331306286413"
"C0917","23.1685594662848","113.254759007099"
"C0918","23.2224270126994","113.23771100017"
"C0919","23.2224429171502","113.234220445468"
"C0920","23.2211432436874","113.231909889115"
"C0921","23.2261878467029","113.237436177972"
"C0922","23.2257563079159","113.232598984354"
"C0923","23.2208264076861","113.229873519954"
"C0924","23.2306603006349","113.30567847666"
"C0925","23.2233254329897","113.274436686627"
"C0926","23.2205046444513","113.282637918591"
"C0927","23.2245028243251","113.272030063285"
"C0928","23.2212967274541","113.272729575582"
"C0929","23.2228800126474","113.271505000122"
"C0930","23.1780953864002","113.246920270153"
"C0931","23.2220208671118","113.271670494946"
"C0932","23.2352506691631","113.280295040805"
"C0933","23.2213833379066","113.278769999989"
"C0934","23.1563351221097","113.270731025484"
"C0935","23.14935421829","113.233401041724"
"C0936","23.2343988718168","113.310850517344"
"C0937","23.1480329892352","113.234048502607"
"C0938","23.178930341128","113.253519222427"
"C0939","23.2061770297533","113.278833005469"
"C0940","23.1859814191482","113.330984633089"
"C0941","23.2945140830139","113.331306286413"
"C0942","23.2343469842083","113.310843510561"
"C0943","23.1025222880729","113.322133512122"
"C0944","23.1536396654172","113.239807756619"
"C0945","23.2945140830139","113.331306286413"
"C0946","23.2029842088613","113.2302324487"
"C0947","23.1833307084935","113.247068951393"
"C0948","23.2034655903433","113.230891804944"
"C0949","23.1523971683438","113.23802102696"
"C0950","23.1548705706967","113.237298199144"
"C0951","23.186649443275","113.263741460331"
"C0952","23.1599999385355","113.239997136488"
"C0953","23.1502621520728","113.236073470971"
"C0954","23.152970337754","113.412541484889"
"C0955","23.2945140830139","113.331306286413"
"C0956","23.1943019759539","113.272896659509"
"C0957","23.2063948630724","113.229243504164"
"C0958","23.1609270116189","113.239808999874"
"C0959","23.1491264278633","113.226036483427"
"C0960","23.1930323895102","113.275820266655"
"C0961","23.1953015059932","113.276259687766"
"C0962","23.193400723641","113.275870141475"
"C0963","23.2245365698127","113.254608383722"
"C0964","23.2193745913678","113.249582656045"
"C0965","23.2945140830139","113.331306286413"
"C0966","23.2033259176495","113.258549733281"
"C0967","23.2159397095404","113.247354331375"
"C0968","23.2163312867729","113.247810041761"
"C0969","23.2363059970845","113.345920274611"
"C0970","23.2436522514719","113.280738010523"
"C0971","23.2044465589968","113.262058210975"
"C0972","23.1858803663068","113.254365242963"
"C0973","23.2022957855366","113.25831200122"
"C0974","23.1695365742264","113.254360454995"
"C0975","23.2945140830139","113.331306286413"
"C0976","23.2148450972204","113.291958344"
"C0977","23.1858579966943","113.236427539885"
"C0978","23.2145862848041","113.293155875075"
"C0979","23.2151875571629","113.332808628053"
"C0980","23.2156529919026","113.300569151175"
"C0981","23.2147340827812","113.292699176554"
"C0982","23.2132988056448","113.2918655176"
"C0983","23.2133362355309","113.290083969368"
"C0984","23.2304391810384","113.308939053474"
"C0985","23.2094977819032","113.294131973842"
"C0986","23.2060633597824","113.335064130357"
"C0987","23.1978745813797","113.27696831996"
"C0988","23.1410603631778","113.517519004649"
"C0989","23.207075134441","113.335895230039"
"C0990","23.1969110285401","113.336985548351"
"C0991","23.1921999341511","113.265597239141"
"C0992","23.207203804306","113.336035424088"
"C0993","23.237565062393","113.30245243071"
"C0994","23.1723660910875","113.255263102913"
"C0995","23.2059963952851","113.335775588321"
"C0996","23.2232370868708","113.275183207252"
"C0997","23.1346461896624","113.305101647743"
"C0998","22.7363450035543","114.292760000302"
"C0999","22.6574622868825","114.347695727712"
"C1000","22.7250156019284","114.2718811839"
"C1001","22.7226997081941","114.272573521431"
"C1002","22.6574622868825","114.347695727712"
"C1003","22.6574622868825","114.347695727712"
"C1004","22.7323592499976","114.28666717581"
"C1005","22.6992679851004","114.264191573754"
"C1006","22.7253113301859","114.297167236251"
"C1007","22.7349015378403","114.283058453509"
"C1008","22.7354298569666","114.260723883622"
"C1009","22.7352621415892","114.283999670475"
"C1010","22.735301360612","114.284066531952"
"C1011","22.7280560352324","114.297405111144"
"C1012","22.7189673296485","114.26730882233"
"C1013","22.7255641430767","114.276477066701"
"C1014","22.7346610795393","114.383257670671"
"C1015","22.7065207527802","114.237706016751"
"C1016","22.7012399687206","114.233540758255"
"C1017","22.7222420032818","114.264709000423"
"C1018","22.7455164783545","114.274463296613"
"C1019","22.7091760973373","114.245720190966"
"C1020","22.7044238896992","114.24495206286"
"C1021","22.7323031595798","114.293826249417"
"C1022","22.7351665430555","114.292621135745"
"C1023","22.7223766140437","114.263676274273"
"C1024","22.7024160421293","114.233182399035"
"C1025","22.7468435457508","114.281088200035"
"C1026","22.6767915100689","114.168423800977"
"C1027","22.7017999612928","114.246251098954"
"C1028","22.7503764029864","114.284111819126"
"C1029","22.7467999673484","114.281409344255"
"C1030","22.6767915100689","114.168423800977"
"C1031","22.7165733410933","114.26461997116"
"C1032","22.7224351073237","114.260494007242"
"C1033","22.7159407646627","114.264177688646"
"C1034","22.7499077901963","114.285263194815"
"C1035","22.722229715604","114.262723722789"
"C1036","22.7389872094712","114.291694093565"
"C1037","22.7245952781917","114.275608138477"
"C1038","22.7197427327865","114.248325470978"
"C1039","22.7490356326583","114.285407331977"
"C1040","22.7307317187625","114.228992656324"
"C1041","22.7255489485721","114.272456359037"
"C1042","22.7524974534298","114.285480285164"
"C1043","22.7318862444033","114.30283983163"
"C1044","22.7338265603725","114.261412883948"
"C1045","22.7331071008026","114.252687945711"
"C1046","22.7342148032208","114.261377131389"
"C1047","22.7083119203669","114.243410661873"
"C1048","22.7397046297258","114.292707141311"
"C1049","22.7089563577662","114.239904031994"
"C1050","22.7394615651231","114.261629024339"
"C1051","22.6574622868825","114.347695727712"
"C1052","22.6574622868825","114.347695727712"
"C1053","22.7000320030959","114.236753431131"
"C1054","22.6574622868825","114.347695727712"
"C1055","22.6574622868825","114.347695727712"
"C1056","22.7478862216627","114.284766450283"
"C1057","22.7363553657265","114.261933238194"
"C1058","22.6745584222898","114.227720857841"
"C1059","22.7119976694129","114.246839673665"
"C1060","22.6095179833464","114.129479113063"
"C1061","22.731732413054","114.261663511185"
"C1062","22.7383667433442","114.26489898575"
"C1063","22.7322430034936","114.261357000362"
"C1064","22.7344422985121","114.286383621184"
"C1065","22.7221670056933","114.266364254087"
"C1066","22.7387538678362","114.283079107799"
"C1067","22.7357467739535","114.272867208943"
"C1068","22.7329724055147","114.28721940463"
"C1069","22.7178681190784","114.272906762233"
"C1070","22.57081030331","114.144595274468"
"C1071","22.7257042523527","114.227759277469"
"C1072","22.7912047145946","114.105584721896"
"C1073","22.7045816442784","114.237844739376"
"C1074","22.7208021543088","114.268000697234"
"C1075","22.7067774673245","114.234162779126"
"C1076","22.7257042523527","114.227759277469"
"C1077","22.7001162657669","114.246202775058"
"C1078","22.7001162657669","114.246202775058"
"C1079","22.7290523904969","114.226097799446"
"C1080","22.7031648382584","114.247827215047"
"C1081","22.7015017469836","114.23360978944"
"C1082","22.7341150976639","114.27691285806"
"C1083","22.6986467499831","114.241761552618"
"C1084","22.6574622868825","114.347695727712"
"C1085","22.7355461020635","114.270599603768"
"C1086","22.6574622868825","114.347695727712"
"C1087","22.7189527449597","114.260919983715"
"C1088","22.5531613949393","114.124639132808"
"C1089","22.7357179982646","114.262800961492"
"C1090","22.7319409550816","114.274927560663"
"C1091","22.6574622868825","114.347695727712"
"C1092","22.7322152047206","114.27468650038"
"C1093","22.7319855779387","114.275228590026"
"C1094","22.7314770035277","114.275706999693"
"C1095","22.7319546869558","114.275278790931"
"C1096","22.7285515470569","114.264152715753"
"C1097","22.7345632125203","114.274830154702"
"C1098","22.7341565028659","114.27459462259"
"C1099","22.7330532379617","114.276171145167"
"C1100","22.7345664754471","114.271172386717"
"C1101","22.7278972778932","114.264295469973"
"C1102","22.7421404134711","114.263472249329"
"C1103","22.7227244655835","114.2509725062"
"C1104","22.7217159364602","114.278074261084"
"C1105","22.7139264341708","114.237994957616"
"C1106","22.72115584007","114.247639983925"
"C1107","22.7263929482721","114.247014832459"
"C1108","22.7088082214251","114.235131172228"
"C1109","22.7355642696892","114.275837783992"
"C1110","22.7372047941142","114.254165355096"
"C1111","22.736526255894","114.275144507732"
"C1112","22.7333532712825","114.271844034835"
"C1113","22.7300765745135","114.303210152237"
"C1114","22.7356327917939","114.278145921609"
"C1115","22.7244256432189","114.291996862822"
"C1116","22.7232522695642","114.299540443526"
"C1117","22.7282323825654","114.262480283792"
"C1118","22.7253881313629","114.295343866507"
"C1119","22.7307068029464","114.265657625414"
"C1120","22.7225550033342","114.301003999693"
"C1121","22.7290435695849","114.263843487556"
"C1122","22.7253580033244","114.261811000374"
"C1123","22.72781400338","114.260775999715"
"C1124","22.5950921617419","114.12096452429"
"C1125","22.733503232144","114.283929809854"
"C1126","22.7322166367967","114.256764703597"
"C1127","22.6574622868825","114.347695727712"
"C1128","22.5950921617419","114.12096452429"
"C1129","22.7317745066657","114.249285634117"
"C1130","22.7237549602354","114.261550129759"
"C1131","22.7333744549619","114.277515599498"
"C1132","22.7353382646609","114.259477676067"
"C1133","22.7313280759702","114.240339154115"
"C1134","22.6982814483898","114.243694108702"
"C1135","22.7353382646609","114.259477676067"
"C1136","22.7230030033258","114.269185999676"
"C1137","22.6995864718234","114.242126197282"
"C1138","22.7041596440693","114.234582294985"
"C1139","22.6574622868825","114.347695727712"
"C1140","22.6985997872298","114.243094712554"
"C1141","22.7000471394517","114.240208430901"
"C1142","22.7026584987475","114.236430917893"
"C1143","22.6574622868825","114.347695727712"
"C1144","22.7009520028697","114.235173000027"
"C1145","22.7290516564001","114.27827143016"
"C1146","22.5967178696917","114.482332121438"
"C1147","22.7019076296148","114.236235737665"
"C1148","22.6574622868825","114.347695727712"
"C1149","22.7465512512216","114.269745071788"
"C1150","22.7403198669194","114.286290742862"
"C1151","22.7181174812876","114.248002620876"
"C1152","22.7296140382072","114.244557231178"
"C1153","22.7412049836642","114.287824682883"
"C1154","22.7110281092753","114.236981938493"
"C1155","22.728532546637","114.243728482362"
"C1156","22.7320410034907","114.297093000284"
"C1157","22.7325823377375","114.232472193309"
"C1158","22.7341208821782","114.281472705785"
"C1159","22.7379207621636","114.281125210222"
"C1160","22.7380130158542","114.28151550061"
"C1161","22.7152465151977","114.245991476535"
"C1162","22.7307581014158","114.242457593863"
"C1163","22.647975167273","114.237841032967"
"C1164","22.7083856079933","114.238315935649"
"C1165","22.7380130158542","114.28151550061"
"C1166","22.6389249197101","114.513000409739"
"C1167","22.7320261837959","114.232369524176"
"C1168","22.7284182040535","114.236267104697"
"C1169","22.7232730004983","114.275434367564"
"C1170","22.7096498933809","114.261129378729"
"C1171","22.710196601517","114.252785665253"
"C1172","22.7410132714443","114.267878111057"
"C1173","22.7267331614367","114.273539110023"
"C1174","22.7004483424507","114.240976882756"
"C1175","22.733916991973","114.235175201774"
"C1176","22.7335449815284","114.241716278021"
"C1177","22.6989139813227","114.239718087245"
"C1178","22.732487847398","114.237442255389"
"C1179","22.7002379606301","114.239063042867"
"C1180","22.7343423245105","114.235944885131"
"C1181","22.7338940592092","114.239668141459"
"C1182","22.5739307465163","113.896068335735"
"C1183","22.702857809379","114.235198368175"
"C1184","22.70375667787","114.236107201825"
"C1185","22.7013578816476","114.23806727121"
"C1186","22.703550021376","114.2364764"
"C1187","22.5717078092983","113.90542860279"
"C1188","22.5751414868195","113.896009359284"
"C1189","22.5749852513018","113.896710452598"
"C1190","22.573290318197","113.898211772631"
"C1191","22.5720870100221","113.905043410286"
"C1192","22.5717078092983","113.90542860279"
"C1193","22.5709006119846","113.900232085976"
"C1194","22.584666982242","113.911769609332"
"C1195","22.584666982242","113.911769609332"
"C1196","22.58079662822","113.867337118263"
"C1197","22.5657490340224","113.894838187187"
"C1198","22.5828616440381","113.910608541376"
"C1199","22.584666982242","113.911769609332"
"C1200","22.5707641171455","113.877254149683"
"C1201","22.586394259103","113.866136009237"
"C1202","22.5803200775803","113.898358161395"
"C1203","22.5718577075966","113.877779163209"
"C1204","22.5921920760194","113.866349035202"
"C1205","22.5963842044994","113.904493647314"
"C1206","22.5674642257866","113.898676947563"
"C1207","22.5878796368076","113.86618478004"
"C1208","22.5850377284748","113.870919841805"
"C1209","22.5878796368076","113.86618478004"
"C1210","22.5823779381722","113.913473093918"
"C1211","22.5856929681019","113.868949009544"
"C1212","22.5677727395151","113.908263464538"
"C1213","22.5630554549513","113.902641980048"
"C1214","22.5817524212222","114.111352634675"
"C1215","22.5817524212222","114.111352634675"
"C1216","22.5630554549513","113.902641980048"
"C1217","22.5638119810359","113.894385545414"
"C1218","22.585059957126","113.880403788461"
"C1219","22.5674870001277","113.912185999987"
"C1220","22.5637128540259","113.890641282287"
"C1221","22.585059957126","113.880403788461"
"C1222","22.584856111209","113.880451763365"
"C1223","22.5844226013204","113.870504461744"
"C1224","22.5849133543761","113.879805543941"
"C1225","22.5866574386363","113.900789622884"
"C1226","22.5600123793404","113.896685515638"
"C1227","22.5599452211186","113.909228722554"
"C1228","22.588151924677","113.902462398896"
"C1229","22.5800561585716","113.917998430991"
"C1230","22.6692905859051","113.817826177368"
"C1231","22.5833392773931","113.87366207478"
"C1232","22.5813033293913","113.916483982223"
"C1233","22.5796622766674","113.876566766307"
"C1234","22.5834227017611","113.87366207478"
"C1235","22.5853635066237","113.875848941154"
"C1236","22.574551997495","113.902332633275"
"C1237","22.5840741091709","113.875928040547"
"C1238","22.5667442397834","113.904922112991"
"C1239","22.5642777706777","113.901720818053"
"C1240","22.5633972707861","113.900947995942"
"C1241","22.5846698359124","113.876547272179"
"C1242","22.5839964174313","113.876177532326"
"C1243","22.5383581349828","113.925691805037"
"C1244","22.5689957241228","113.920737975337"
"C1245","22.5864650177341","113.908389275818"
"C1246","22.5825696714221","113.907572389126"
"C1247","22.5821022775577","113.908461923581"
"C1248","22.580785740549","113.90698127805"
"C1249","22.5817094523969","113.908015211522"
"C1250","22.5807470004486","113.880358999847"
"C1251","22.5828043309329","113.90464666737"
"C1252","22.5723127738911","113.886078346637"
"C1253","22.5829854568112","113.892881095685"
"C1254","22.5871027422157","113.909683823888"
"C1255","22.7074327930824","113.930013135693"
"C1256","22.5826445091784","113.910437822906"
"C1257","22.5813000153077","113.891242742741"
"C1258","22.5940737174318","113.894892198704"
"C1259","22.5777154957988","113.876172904256"
"C1260","22.5799053406509","113.882096823058"
"C1261","22.5707350001756","113.888782000085"
"C1262","22.5844492969114","113.901664883264"
"C1263","22.5844730842636","113.893302536614"
"C1264","22.5905127748192","113.896099419801"
"C1265","22.5815610562298","113.891168367536"
"C1266","22.5762207418879","113.876787510513"
"C1267","22.5905127748192","113.896099419801"
"C1268","22.5815610562298","113.891168367536"
"C1269","22.5855161591465","113.893310141668"
"C1270","22.5897597395799","113.91955553701"
"C1271","22.8356070564683","113.981192954291"
"C1272","22.5865722378509","113.894895888045"
"C1273","22.5871423156464","113.922690036329"
"C1274","22.5931061966206","113.90219127592"
"C1275","22.5866230360845","113.894922954889"
"C1276","22.5870429154682","113.907048428184"
"C1277","22.5787072563006","113.871334357696"
"C1278","22.7074327930824","113.930013135693"
"C1279","22.5875050732545","113.90718317401"
"C1280","22.5870248623353","113.879853599692"
"C1281","22.5765008034999","113.873756729232"
"C1282","22.5753926077913","113.891263398378"
"C1283","22.5745941468785","113.871855445858"
"C1284","22.5760951696254","113.890683546663"
"C1285","22.5775760965697","113.882384701229"
"C1286","22.5772203519302","113.874635479529"
"C1287","22.5775760965697","113.882384701229"
"C1288","22.5813875731613","113.864845337355"
"C1289","22.5865402989089","113.893917467159"
"C1290","22.5650573975501","113.914893340081"
"C1291","22.5573788844305","113.902295568291"
"C1292","22.5868013484728","113.893614193829"
"C1293","22.8356070564683","113.981192954291"
"C1294","22.5869636644267","113.868211087778"
"C1295","22.5813840110555","113.887356252699"
"C1296","22.5879955872932","113.881921928366"
"C1297","22.7074327930824","113.930013135693"
"C1298","22.5771383775828","113.881512050426"
"C1299","22.5742276731169","113.879634479622"
"C1300","22.5741497812717","113.879398848398"
"C1301","22.5725422182787","113.875601239698"
"C1302","22.5698870335066","113.900252930257"
"C1303","22.5549419736083","113.892564808603"
"C1304","22.5819668248273","113.892620105596"
"C1305","22.5819847014356","113.88026413609"
"C1306","22.5905616152175","113.871163817988"
"C1307","22.563706663795","113.904012335222"
"C1308","22.5633130936555","113.904247511604"
"C1309","22.5899027889047","113.889893860662"
"C1310","22.5663424852007","113.899718091733"
"C1311","22.5662339152042","113.900449683418"
"C1312","22.5869958653817","113.870993589094"
"C1313","22.5869958653817","113.870993589094"
"C1314","22.5896745008559","113.903776674653"
"C1315","22.5910133353502","113.903145350032"
"C1316","22.5732556448739","113.908770550812"
"C1317","22.5694726803119","113.895733402526"
"C1318","22.5954288199335","113.900299838873"
"C1319","22.5918883075883","113.899556648267"
"C1320","22.5714904549216","113.905247852942"
"C1321","22.5732173727634","113.906008804844"
"C1322","22.5664885374929","113.88112508287"
"C1323","22.5714904549216","113.905247852942"
"C1324","22.5773356441501","113.902094495179"
"C1325","22.7074327930824","113.930013135693"
"C1326","22.5811248456221","113.895733854374"
"C1327","22.5883928391741","113.867696466518"
"C1328","22.5829663983742","113.894272885327"
"C1329","22.5746732808075","113.886380582424"
"C1330","22.5909701887184","113.885821128532"
"C1331","22.5824698530339","113.875098608121"
"C1332","22.5347001431838","113.934484982603"
"C1333","22.5643754056913","113.907427324465"
"C1334","22.5638543783766","113.908108967668"
